comparison_id,source_mode_name,control_support_type,control_variant,sample_pool,n_rows,gt_inside_support_rate_posthoc,top1_near_gt_rate_posthoc,topk_contains_near_gt_rate_posthoc,multiple_topk_peaks_near_gt_rate_posthoc,all_topk_far_rate_posthoc,stable_cluster_tube_rate,jumping_peak_rate,diffuse_or_unstable_rate,median_best_topk_distance_to_gt_px_posthoc,median_peak_background_ratio,median_support_area_px,median_area_ratio_vs_true_mode,serious_peak_competition_rate,scatter_cluster_type_mix,temporal_stability_label_mix,interpretation,provenance_labels
NC0130,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=33,paired_optical_object_sar_gt=1,1,0,0,0,0,1,0,0,0,397.266,2.102,195795,1,1,diffuse_clutter=1,insufficient_temporal_samples=1,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0131,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=335,paired_optical_object_sar_gt=1,1,1,1,1,1,0,0,0,0,57.296,1.6743,142677,1,1,range_spread_cluster=1,insufficient_temporal_samples=1,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0132,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=340,paired_optical_object_sar_gt=3,3,0.6667,0.3333,1,0.6667,0,0,0,0,54.373,1.5501,98532,1,1,range_spread_cluster=2;azimuth_spread_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0133,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=342,paired_optical_object_sar_gt=3,3,0.6667,0.3333,0.6667,0.6667,0.3333,0,0,0,42.015,1.5811,143685,1,1,multi_peak_nearby_cluster=2;diffuse_clutter=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0134,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=344,paired_optical_object_sar_gt=2,2,1,0.5,1,1,0,0,0,0,40.409,1.5803,105984,1,1,azimuth_spread_cluster=1;multi_peak_nearby_cluster=1,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0135,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=346,paired_optical_object_sar_gt=2,2,1,0.5,1,1,0,0,0,0,38.996,1.564,99675,1,1,azimuth_spread_cluster=2,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0136,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=348,paired_optical_object_sar_gt=2,2,1,0.5,1,1,0,0,0,0,45.12,1.6179,101808,1,1,azimuth_spread_cluster=2,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0137,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=350,paired_optical_object_sar_gt=2,2,1,0.5,1,1,0,0,0,0,56.031,1.6438,114282,1,1,azimuth_spread_cluster=2,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0138,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=352,paired_optical_object_sar_gt=2,2,1,1,1,1,0,0,0,0,50.234,1.5726,116042,1,1,azimuth_spread_cluster=2,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0139,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=354,paired_optical_object_sar_gt=2,2,1,0,1,1,0,0,0,0,54.281,1.6235,117040,1,1,azimuth_spread_cluster=2,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0140,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=355,paired_optical_object_sar_gt=2,2,1,0.5,1,1,0,0,0,0,52.128,1.6036,118202,1,1,azimuth_spread_cluster=2,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0141,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=356,paired_optical_object_sar_gt=2,2,1,1,1,1,0,0,0,0,43.539,1.6124,118881,1,1,azimuth_spread_cluster=2,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0142,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=357,paired_optical_object_sar_gt=2,2,1,0,1,1,0,0,0,0,51.35,1.5677,118881,1,1,azimuth_spread_cluster=2,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0143,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=358,paired_optical_object_sar_gt=2,2,1,0.5,1,1,0,0,0,0,51.147,1.5742,121590,1,1,azimuth_spread_cluster=1;multi_peak_nearby_cluster=1,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0144,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=359,paired_optical_object_sar_gt=2,2,1,0.5,1,1,0,0,0,0,56.179,1.6925,121590,1,1,multi_peak_nearby_cluster=1;range_spread_cluster=1,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0145,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=360,paired_optical_object_sar_gt=3,3,1,0.3333,1,1,0,0.6667,0,0,100.619,1.7255,198630,1,1,range_spread_cluster=2;azimuth_spread_cluster=1,stable_cluster_tube=2;insufficient_temporal_samples=1,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0146,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=361,paired_optical_object_sar_gt=3,3,1,0.3333,1,1,0,0.6667,0,0,87.846,1.812,198630,1,1,range_spread_cluster=2;azimuth_spread_cluster=1,stable_cluster_tube=2;insufficient_temporal_samples=1,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0147,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=362,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,64.006,1.8013,107730,1,1,multi_peak_nearby_cluster=1;range_spread_cluster=1;azimuth_spread_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0148,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=363,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,66.208,1.7632,107730,1,1,multi_peak_nearby_cluster=1;range_spread_cluster=1;azimuth_spread_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0149,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=364,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,74.202,1.8164,107766,1,1,azimuth_spread_cluster=2;multi_peak_nearby_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0150,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=365,paired_optical_object_sar_gt=3,3,1,0.6667,0.6667,1,0,0,0,0,47.756,1.641,107766,1,1,azimuth_spread_cluster=2;multi_peak_nearby_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0151,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=366,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,42.41,1.7698,107739,1,1,azimuth_spread_cluster=2;multi_peak_nearby_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0152,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=367,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,43.471,1.7187,107739,1,1,azimuth_spread_cluster=2;multi_peak_nearby_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0153,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=368,paired_optical_object_sar_gt=3,3,1,1,1,1,0,0,0,0,45.093,1.7907,105768,1,1,azimuth_spread_cluster=2;multi_peak_nearby_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0154,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=369,paired_optical_object_sar_gt=3,3,1,0.6667,0.6667,1,0,0,0,0,37.828,1.7818,105156,1,1,azimuth_spread_cluster=2;multi_peak_nearby_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0155,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=370,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,42.343,1.8078,109494,1,1,azimuth_spread_cluster=2;multi_peak_nearby_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0156,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=371,paired_optical_object_sar_gt=3,3,1,1,1,1,0,0,0,0,41.985,1.7709,109494,1,1,azimuth_spread_cluster=1;range_spread_cluster=1;multi_peak_nearby_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0157,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=372,paired_optical_object_sar_gt=3,3,1,0.3333,1,1,0,0,0,0,45.487,1.7635,113805,1,1,azimuth_spread_cluster=2;multi_peak_nearby_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0158,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=373,paired_optical_object_sar_gt=3,3,1,1,1,1,0,0,0,0,43.292,1.8593,113805,1,1,azimuth_spread_cluster=2;multi_peak_nearby_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0159,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=374,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,42.93,1.871,117612,1,1,azimuth_spread_cluster=2;multi_peak_nearby_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0160,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=375,paired_optical_object_sar_gt=3,3,1,0.3333,1,1,0,0,0,0,47.213,1.8593,117612,1,1,azimuth_spread_cluster=1;range_spread_cluster=1;multi_peak_nearby_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0161,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=376,paired_optical_object_sar_gt=3,3,1,0.3333,1,1,0,0,0,0,57.789,1.8315,117612,1,1,azimuth_spread_cluster=1;range_spread_cluster=1;multi_peak_nearby_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0162,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=377,paired_optical_object_sar_gt=3,3,1,0.3333,1,1,0,0,0,0,60.939,1.6898,27198,1,1,azimuth_spread_cluster=2;multi_peak_nearby_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0163,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=378,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,71.906,1.5914,27198,1,1,azimuth_spread_cluster=2;multi_peak_nearby_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0164,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=379,paired_optical_object_sar_gt=3,3,1,0,1,1,0,0,0,0,66.03,1.8419,179703,1,1,multi_peak_nearby_cluster=2;range_spread_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0165,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=380,paired_optical_object_sar_gt=3,3,1,0,1,1,0,0,0,0,98.999,1.9331,179703,1,1,diffuse_clutter=1;range_spread_cluster=1;azimuth_spread_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0166,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=381,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,52.855,1.6759,27252,1,1,azimuth_spread_cluster=2;multi_peak_nearby_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0167,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=382,paired_optical_object_sar_gt=3,3,1,0.3333,1,1,0,0,0,0,49.316,1.7317,27252,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0168,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=383,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,51.377,1.6584,27252,1,1,azimuth_spread_cluster=2;multi_peak_nearby_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0169,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=384,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,54.347,1.6608,27252,1,1,azimuth_spread_cluster=2;range_spread_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0170,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=385,paired_optical_object_sar_gt=3,3,1,1,1,1,0,0,0,0,45.818,1.7129,27387,1,1,azimuth_spread_cluster=2;multi_peak_nearby_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0171,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=386,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,58.362,1.7272,27387,1,1,azimuth_spread_cluster=2;range_spread_cluster=1,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0172,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=387,paired_optical_object_sar_gt=3,3,1,0.3333,1,1,0,0,0,0,57.446,1.731,27567,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0173,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=388,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,47.378,1.7295,27567,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0174,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=389,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,51.058,1.8419,27405,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0175,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=390,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,56.623,1.8948,27405,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0176,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=391,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,54.124,1.7232,28242,0.9999,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0177,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=392,paired_optical_object_sar_gt=3,3,1,0.3333,1,1,0,0,0,0,45.337,1.7271,28341,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0178,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=393,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,44.156,1.8936,27486,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0179,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=394,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,58.744,1.7974,27486,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0180,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=395,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,53.914,1.955,27648,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0181,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=396,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,50.048,1.9233,27648,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0182,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=397,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,57.384,1.8201,28008,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0183,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=398,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,53.609,1.827,28008,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0184,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=399,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,56.47,1.6983,27846,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0185,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=400,paired_optical_object_sar_gt=3,3,1,1,1,1,0,0,0,0,52.892,1.6441,27846,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0186,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=401,paired_optical_object_sar_gt=3,3,1,1,1,1,0,0,0,0,54.093,1.6055,27846,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0187,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=402,paired_optical_object_sar_gt=3,3,1,1,1,1,0,0,0,0,61.748,1.642,27927,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0188,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=403,paired_optical_object_sar_gt=3,3,1,1,1,1,0,0,0,0,47.075,1.5974,27954,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0189,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=404,paired_optical_object_sar_gt=3,3,1,0.6667,1,1,0,0,0,0,53.571,1.6341,28170,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0190,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=405,paired_optical_object_sar_gt=3,3,1,1,1,1,0,0,0,0,53.573,1.6965,28350,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0191,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=406,paired_optical_object_sar_gt=2,2,1,0.5,1,1,0,0,0,0,66.703,1.7561,96908,1,1,azimuth_spread_cluster=1;multi_peak_nearby_cluster=1,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0192,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=407,paired_optical_object_sar_gt=2,2,1,0.5,1,1,0,0,0,0,60.41,1.6122,96908,1,1,azimuth_spread_cluster=1;range_spread_cluster=1,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0193,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=408,paired_optical_object_sar_gt=3,3,0.6667,0.6667,1,1,0,0,0,0,38.145,1.7162,28170,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0194,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=409,paired_optical_object_sar_gt=3,3,0.6667,0.6667,1,1,0,0,0,0,45.246,1.5024,28170,1,1,azimuth_spread_cluster=3,insufficient_temporal_samples=3,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0195,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=410,paired_optical_object_sar_gt=2,2,1,0.5,0.5,1,0,0,0,0,122.535,1.602,98104,1,1,azimuth_spread_cluster=2,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0196,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=411,paired_optical_object_sar_gt=2,2,1,0.5,0.5,1,0,0,0,0,121.616,1.6364,98104,1,1,azimuth_spread_cluster=2,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
NC0197,state_conditioned_range_band,wrong_sar_frame_support,observed_frame=412,paired_optical_object_sar_gt=2,2,1,0.5,1,1,0,0,0,0,65.617,1.5933,29835,1,1,azimuth_spread_cluster=2,insufficient_temporal_samples=2,temporal negative control; strong performance here would indicate frame-insensitive background coincidence,SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
