gt_id,scene,sar_frame,pool_type,gt_box_available,image_available,gt_x,gt_y,gt_w,gt_h,gt_area_px,gt_aspect_ratio,gt_long_axis_px,gt_short_axis_px,gt_orientation_proxy,near_image_boundary,valid_for_scale_reference,scale_outlier_flag,scale_outlier_reason,notes
204,GM_RM017,362,paired_215,yes,yes,933.436,882.062,141.706,75.4,10684.632,1.8794,141.706,75.4,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=411.788
205,GM_RM017,362,paired_215,yes,yes,1251.425,1005.568,154.52,77.937,12042.825,1.9826,154.52,77.937,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=289.464
206,GM_RM017,362,paired_215,yes,yes,1092.105,942.314,154,82.58,12717.32,1.8649,154,82.58,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=342.573
207,GM_RM017,363,paired_215,yes,yes,939.425,877.429,164.044,78.745,12917.645,2.0832,164.044,78.745,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=412.96
208,GM_RM017,363,paired_215,yes,yes,1266.561,1010.174,157.71,71.355,11253.397,2.2102,157.71,71.355,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=288.149
209,GM_RM017,363,paired_215,yes,yes,1107.71,939.297,177.535,76.535,13587.641,2.3197,177.535,76.535,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=348.845
210,GM_RM017,364,paired_215,yes,yes,948.521,878.634,181.081,80.584,14592.231,2.2471,181.081,80.584,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=410.391
211,GM_RM017,364,paired_215,yes,yes,1274.344,1009.831,158.211,78.944,12489.809,2.0041,158.211,78.944,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=277.953
212,GM_RM017,364,paired_215,yes,yes,1112.883,941.254,179.718,78.669,14138.235,2.2845,179.718,78.669,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=344.234
213,GM_RM017,365,paired_215,yes,yes,954.519,878.16,165.112,78.973,13039.39,2.0907,165.112,78.973,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=416.354
214,GM_RM017,365,paired_215,yes,yes,1273.867,1008.747,153.067,75.867,11612.734,2.0176,153.067,75.867,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=282.073
215,GM_RM017,365,paired_215,yes,yes,1113.739,942.046,158.507,72.069,11423.441,2.1994,158.507,72.069,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=350.479
216,GM_RM017,366,paired_215,yes,yes,1285.305,1009.873,169.732,82.377,13982.013,2.0604,169.732,82.377,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=282.938
217,GM_RM017,366,paired_215,yes,yes,1129.813,941.987,182.942,84.323,15426.218,2.1695,182.942,84.323,horizontal_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=343.574
218,GM_RM017,366,paired_215,yes,yes,963.924,877.103,181.926,79.51,14464.936,2.2881,181.926,79.51,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=412.436
219,GM_RM017,367,paired_215,yes,yes,1285.375,1006.4,155.625,85.52,13309.05,1.8197,155.625,85.52,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=282.15
220,GM_RM017,367,paired_215,yes,yes,1132.548,943.4,163.953,76.067,12471.413,2.1554,163.953,76.067,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=346.941
221,GM_RM017,367,paired_215,yes,yes,968.249,878.722,167.542,77.111,12919.331,2.1727,167.542,77.111,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=413.822
222,GM_RM017,368,paired_215,yes,yes,1293.974,1006.677,157.239,83.458,13122.852,1.884,157.239,83.458,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=281.537
223,GM_RM017,368,paired_215,yes,yes,977.177,878.369,174.077,74.023,12885.702,2.3517,174.077,74.023,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=414.115
224,GM_RM017,368,paired_215,yes,yes,1139.548,942.787,173.768,81.323,14131.335,2.1368,173.768,81.323,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=341.692
225,GM_RM017,369,paired_215,yes,yes,1296.485,1010.562,150.803,70.8,10676.852,2.13,150.803,70.8,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=286.727
226,GM_RM017,369,paired_215,yes,yes,980.082,879.107,163.673,75.987,12437.02,2.154,163.673,75.987,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=415.477
227,GM_RM017,369,paired_215,yes,yes,1135.602,942.273,162.832,77.058,12547.508,2.1131,162.832,77.058,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=344.899
228,GM_RM017,370,paired_215,yes,yes,1307.319,1008.513,146.684,73.103,10723.04,2.0065,146.684,73.103,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=285.147
229,GM_RM017,370,paired_215,yes,yes,1150.939,943.927,165.845,70.3,11658.904,2.3591,165.845,70.3,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=350.631
230,GM_RM017,370,paired_215,yes,yes,991.806,876.892,170.045,77.894,13245.485,2.183,170.045,77.894,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=413.765
231,GM_RM017,371,paired_215,yes,yes,1308.5,1008.457,146.25,71.647,10478.374,2.0413,146.25,71.647,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=287.189
232,GM_RM017,371,paired_215,yes,yes,1152.908,943.743,146.453,74.638,10930.959,1.9622,146.453,74.638,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=346.698
233,GM_RM017,371,paired_215,yes,yes,998.5,878.306,162,78.61,12734.82,2.0608,162,78.61,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=410.834
234,GM_RM017,372,paired_215,yes,yes,1167.105,941.444,173.242,75.242,13035.075,2.3025,173.242,75.242,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=350.453
235,GM_RM017,372,paired_215,yes,yes,1319.8,1010.525,161,66.75,10746.75,2.412,161,66.75,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=285.933
236,GM_RM017,372,paired_215,yes,yes,1010.409,876.567,194.666,70.198,13665.164,2.7731,194.666,70.198,horizontal_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=417.288
237,GM_RM017,373,paired_215,yes,yes,1172.077,943.364,171.513,69.417,11905.918,2.4708,171.513,69.417,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=348.585
238,GM_RM017,373,paired_215,yes,yes,1331.4,1010.018,158.053,78.484,12404.632,2.0138,158.053,78.484,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=278.002
239,GM_RM017,373,paired_215,yes,yes,1006.15,878.52,158.9,80.44,12781.916,1.9754,158.9,80.44,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=412.512
240,GM_RM017,374,paired_215,yes,yes,1179.7,944.002,175.232,73.526,12884.108,2.3833,175.232,73.526,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=347.213
241,GM_RM017,374,paired_215,yes,yes,1015.806,875.966,168.381,82.565,13902.377,2.0394,168.381,82.565,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=416.751
242,GM_RM017,374,paired_215,yes,yes,1331.725,1006.575,154.05,77.45,11931.173,1.989,154.05,77.45,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=284.722
243,GM_RM017,375,paired_215,yes,yes,1182.299,946.874,164.543,73.608,12111.681,2.2354,164.543,73.608,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=344.673
244,GM_RM017,375,paired_215,yes,yes,1033.68,879.549,169.64,76.002,12892.979,2.232,169.64,76.002,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=414.975
245,GM_RM017,375,paired_215,yes,yes,1339.294,1005.913,153.61,83.2,12780.352,1.8463,153.61,83.2,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=281.231
246,GM_RM017,376,paired_215,yes,yes,1180.035,945.461,166.123,72.297,12010.195,2.2978,166.123,72.297,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=348.093
247,GM_RM017,376,paired_215,yes,yes,1032.906,878.682,181.542,79.274,14391.561,2.2901,181.542,79.274,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=410.985
248,GM_RM017,376,paired_215,yes,yes,1342.226,1007.484,159.032,70.903,11275.846,2.243,159.032,70.903,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=291.064
249,GM_RM017,377,paired_215,yes,yes,1039.6,874.5,162.68,80,13014.4,2.0335,162.68,80,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=416.686
250,GM_RM017,377,paired_215,yes,yes,1204.215,944.267,173.041,71.6,12389.736,2.4168,173.041,71.6,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=346.528
251,GM_RM017,377,paired_215,yes,yes,1348.983,1007.298,147.425,69.502,10246.332,2.1212,147.425,69.502,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=289.4
252,GM_RM017,378,paired_215,yes,yes,1040.745,879.052,160.342,74.161,11891.123,2.1621,160.342,74.161,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=413.722
253,GM_RM017,378,paired_215,yes,yes,1195.374,945.429,162.935,66.155,10778.965,2.4629,162.935,66.155,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=351.275
254,GM_RM017,378,paired_215,yes,yes,1353.751,1010.026,158.879,67.752,10764.37,2.345,158.879,67.752,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=285.987
255,GM_RM017,379,paired_215,yes,yes,1044.93,873.058,175.518,90.351,15858.227,1.9426,175.518,90.351,horizontal_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=414.242
256,GM_RM017,379,paired_215,yes,yes,1211.993,942.72,178.408,77.873,13893.166,2.291,178.408,77.873,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=344.717
257,GM_RM017,379,paired_215,yes,yes,1363.789,1006.373,153.749,79.147,12168.772,1.9426,153.749,79.147,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=284.084
258,GM_RM017,380,paired_215,yes,yes,1059.061,882.835,176.839,72.232,12773.435,2.4482,176.839,72.232,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=415.049
259,GM_RM017,380,paired_215,yes,yes,1209.306,943,163.258,73.516,12002.075,2.2207,163.258,73.516,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=345.911
260,GM_RM017,380,paired_215,yes,yes,1366.05,1009.825,149.6,67.05,10030.68,2.2312,149.6,67.05,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=286.781
261,GM_RM017,381,paired_215,yes,yes,1069.311,879.732,159.785,78.98,12619.819,2.0231,159.785,78.98,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=412.014
262,GM_RM017,381,paired_215,yes,yes,1220.12,943.178,165.233,72.533,11984.845,2.278,165.233,72.533,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=348.881
263,GM_RM017,381,dropout_special,yes,yes,1375.737,1009.311,146.953,71.356,10485.978,2.0594,146.953,71.356,horizontal_like,no,no,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=283.972
264,GM_RM017,382,paired_215,yes,yes,1072.845,883.926,147.368,64.277,9472.373,2.2927,147.368,64.277,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=414.123
265,GM_RM017,382,paired_215,yes,yes,1217.126,941.929,152.226,70.116,10673.478,2.1711,152.226,70.116,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=353.078
266,GM_RM017,382,dropout_special,yes,yes,1378.2,1008.2,149.8,77.8,11654.44,1.9254,149.8,77.8,horizontal_like,no,no,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=283.033
267,GM_RM017,383,paired_215,yes,yes,1077.215,878.493,167.53,74.24,12437.427,2.2566,167.53,74.24,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=414.054
268,GM_RM017,383,paired_215,yes,yes,1241.697,942,180.207,84.467,15221.545,2.1335,180.207,84.467,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=346.648
269,GM_RM017,383,paired_215,yes,yes,1385.466,1007.141,151.993,79.544,12090.131,1.9108,151.993,79.544,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=284.459
270,GM_RM017,384,paired_215,yes,yes,1083.29,877.51,172.465,83.794,14451.532,2.0582,172.465,83.794,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=414.593
271,GM_RM017,384,paired_215,yes,yes,1231.552,941.773,151.387,77.506,11733.401,1.9532,151.387,77.506,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=349.566
272,GM_RM017,384,paired_215,yes,yes,1395.297,1008.126,151.413,70.097,10613.597,2.16,151.413,70.097,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=286.911
273,GM_RM017,385,paired_215,yes,yes,1087.786,875.247,174.595,77.147,13469.48,2.2631,174.595,77.147,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=417.156
274,GM_RM017,385,paired_215,yes,yes,1253.75,941.406,179.56,73.367,13173.779,2.4474,179.56,73.367,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=348.225
275,GM_RM017,385,dropout_special,yes,yes,1400.5,1008.513,158,70.449,11130.942,2.2428,158,70.449,horizontal_like,no,no,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=284.838
276,GM_RM017,386,paired_215,yes,yes,1099.594,880.177,163.865,73.142,11985.414,2.2404,163.865,73.142,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=413.014
277,GM_RM017,386,paired_215,yes,yes,1254.202,941.113,179.823,73.032,13132.833,2.4622,179.823,73.032,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=350.188
278,GM_RM017,386,dropout_special,yes,yes,1407.05,1006.303,159.248,76.935,12251.745,2.0699,159.248,76.935,horizontal_like,no,no,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=285.115
279,GM_RM017,387,paired_215,yes,yes,1256.961,941.473,173.387,73.197,12691.408,2.3688,173.387,73.197,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=351.441
280,GM_RM017,387,paired_215,yes,yes,1101.277,876.735,161.774,72.935,11798.987,2.2181,161.774,72.935,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=417.997
281,GM_RM017,387,sar_only,yes,yes,1423.139,1007.406,168.387,77.406,13034.164,2.1754,168.387,77.406,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=283.538
282,GM_RM017,388,paired_215,yes,yes,1271.364,937.657,193.223,82.873,16012.97,2.3316,193.223,82.873,horizontal_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=351.56
283,GM_RM017,388,paired_215,yes,yes,1108.532,883.232,166.594,77.026,12832.069,2.1628,166.594,77.026,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=409.371
284,GM_RM017,388,sar_only,yes,yes,1420.432,1005.732,151.903,81.716,12412.906,1.8589,151.903,81.716,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=286.091
285,GM_RM017,389,paired_215,yes,yes,1273.609,942.56,183.54,73.298,13453.115,2.504,183.54,73.298,horizontal_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=348.479
286,GM_RM017,389,paired_215,yes,yes,1117.543,881.889,175.634,70.503,12382.724,2.4912,175.634,70.503,horizontal_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=410.82
287,GM_RM017,389,sar_only,yes,yes,1430.055,1009.027,158.758,72.842,11564.25,2.1795,158.758,72.842,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=287.172
288,GM_RM017,390,paired_215,yes,yes,1123.475,875.142,171.39,84.406,14466.344,2.0305,171.39,84.406,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=410.78
289,GM_RM017,390,paired_215,yes,yes,1280.156,941.331,171.584,80.61,13831.386,2.1286,171.584,80.61,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=352.364
290,GM_RM017,390,sar_only,yes,yes,1442.99,1008.219,163.981,84.232,13812.448,1.9468,163.981,84.232,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=283.665
291,GM_RM017,391,paired_215,yes,yes,1278.8,942.039,166.387,72.781,12109.812,2.2861,166.387,72.781,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=349.856
292,GM_RM017,391,paired_215,yes,yes,1129.025,879.45,176.95,73.8,13058.91,2.3977,176.95,73.8,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=414.585
293,GM_RM017,391,sar_only,yes,yes,1450.213,1007.8,172.439,75.819,13074.153,2.2744,172.439,75.819,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=286.792
294,GM_RM017,392,paired_215,yes,yes,1139.167,873.38,167.759,90.716,15218.425,1.8493,167.759,90.716,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=410.934
295,GM_RM017,392,paired_215,yes,yes,1292.232,939.103,176.039,76.458,13459.59,2.3024,176.039,76.458,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=349.142
296,GM_RM017,392,sar_only,yes,yes,1461.982,994.5,187.19,81.761,15304.842,2.2895,187.19,81.761,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=284.481
297,GM_RM017,393,paired_215,yes,yes,1301.839,940.877,187.4,70.497,13211.138,2.6583,187.4,70.497,horizontal_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=351.424
298,GM_RM017,393,paired_215,yes,yes,1142.563,885.465,170.326,71.142,12117.332,2.3942,170.326,71.142,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=410.014
299,GM_RM017,393,sar_only,yes,yes,1454.273,1008.379,150.5,68.939,10375.319,2.1831,150.5,68.939,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=285.986
300,GM_RM017,394,paired_215,yes,yes,1297.588,942.347,159.875,73.453,11743.298,2.1766,159.875,73.453,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=350.793
301,GM_RM017,394,paired_215,yes,yes,1144.066,881.427,163.808,79.473,13018.313,2.0612,163.808,79.473,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=408.604
302,GM_RM017,394,sar_only,yes,yes,1452.968,1009.742,141.677,75.484,10694.347,1.8769,141.677,75.484,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=284.067
303,GM_RM017,429,paired_215,yes,yes,1376.312,871.432,198.122,86.017,17041.86,2.3033,198.122,86.017,horizontal_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=414.434
304,GM_RM017,429,sar_only,yes,yes,1521.265,934.658,170.368,79.323,13514.101,2.1478,170.368,79.323,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=348.211
305,GM_RM017,438,paired_215,yes,yes,1425.531,873.194,179.847,79.38,14276.255,2.2656,179.847,79.38,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=414.94
306,GM_RM017,438,sar_only,yes,yes,1586.542,930.035,191.981,82.226,15785.83,2.3348,191.981,82.226,horizontal_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=346.808
307,GM_RM017,442,paired_215,yes,yes,1441.648,872.982,161.362,80.27,12952.528,2.0102,161.362,80.27,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=415.353
308,GM_RM017,446,dropout_special,yes,yes,1473.541,869.331,180.842,76.979,13921.036,2.3492,180.842,76.979,horizontal_like,no,no,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=423.047
309,GM_RM019,0,paired_215,yes,yes,1177.387,1198.05,145.813,64.5,9404.938,2.2607,145.813,64.5,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=102.433
310,GM_RM019,0,sar_only,yes,yes,965.935,1197.992,133.387,76.758,10238.519,1.7378,133.387,76.758,horizontal_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=85.608
