case_id,scene,object_hypothesis_id,sar_frame,window_size,frame_offsets_used,temporal_data_available,dominant_structure_persistence,hotspot_drift_available,hotspot_drift_direction,component_centroid_drift,ridge_or_strip_persistence,shell_structure_persistence,structure_changes_gradually,possible_vehicle_like_temporal_tube,possible_background_stable_structure,compatible_with_optical_tracklet_motion,main_temporal_failure_reason,notes
PAIR_GM_RM017_o178_s370_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,370,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,down,total=120.235;median_step=23.6975;max_step=148.062,0.9091,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o178_s371_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,371,3,-1;0;1,yes,1,yes,right_up,total=141.294;median_step=70.6714;max_step=140.496,0.6667,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o178_s371_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,371,5,-2;-1;0;1;2,yes,1,yes,up,total=160.005;median_step=23.6975;max_step=140.496,0.8,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o178_s371_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,371,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=20.542;median_step=9.4366;max_step=148.062,0.9091,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o179_s372_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,372,3,-1;0;1,yes,1,yes,right,total=20.352;median_step=10.5778;max_step=14.51,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o179_s372_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,372,5,-2;-1;0;1;2,yes,1,yes,right,total=10.427;median_step=74.2402;max_step=140.22,0.8,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o179_s372_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,372,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,down,total=114.206;median_step=13.9915;max_step=143.531,0.7273,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o179_s373_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,373,3,-1;0;1,yes,1,yes,down,total=133.448;median_step=77.3653;max_step=140.22,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o179_s373_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,373,5,-2;-1;0;1;2,yes,1,yes,down,total=125.176;median_step=10.5804;max_step=140.22,0.8,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o179_s373_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,373,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,down,total=112.483;median_step=13.5663;max_step=143.531,0.7273,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o180_s374_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,374,3,-1;0;1,yes,1,yes,right,total=8.095;median_step=7.8479;max_step=9.246,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o180_s374_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,374,5,-2;-1;0;1;2,yes,1,yes,down,total=127.886;median_step=11.8784;max_step=137.884,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o180_s374_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,374,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,up,total=38.57;median_step=11.1889;max_step=179.509,0.9091,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o180_s375_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,375,3,-1;0;1,yes,1,yes,down,total=132.018;median_step=72.1665;max_step=137.884,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o180_s375_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,375,5,-2;-1;0;1;2,yes,1,yes,down,total=124.072;median_step=11.1889;max_step=137.884,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o180_s375_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,375,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,up,total=69.478;median_step=7.9459;max_step=179.509,0.9091,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o180_s376_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,376,3,-1;0;1,yes,1,yes,down,total=128.189;median_step=75.5075;max_step=137.884,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o180_s376_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,376,5,-2;-1;0;1;2,yes,1,yes,down,total=122.94;median_step=9.7904;max_step=137.884,0.8,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o180_s376_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,376,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,down,total=116.611;median_step=6.5474;max_step=137.884,0.9091,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o181_s377_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,377,3,-1;0;1,yes,1,yes,right,total=14.071;median_step=7.7964;max_step=12.502,0.6667,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o181_s377_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,377,5,-2;-1;0;1;2,yes,1,yes,down,total=123.278;median_step=9.1538;max_step=134.268,0.8,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o181_s377_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,377,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,down,total=116.695;median_step=6.9647;max_step=134.268,0.9091,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o181_s378_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,378,3,-1;0;1,yes,1,yes,right,total=8.122;median_step=4.4483;max_step=5.806,0.6667,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o181_s378_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,378,5,-2;-1;0;1;2,yes,1,yes,right,total=22.715;median_step=4.4483;max_step=12.502,0.8,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o181_s378_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,378,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,down,total=119.358;median_step=6.1275;max_step=134.268,0.9091,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o182_s379_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,379,3,-1;0;1,yes,1,yes,down,total=122.634;median_step=62.4125;max_step=122.511,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o182_s379_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,379,5,-2;-1;0;1;2,yes,1,yes,down,total=120.787;median_step=5.8264;max_step=122.511,0.8,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o182_s379_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,379,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,down,total=113.468;median_step=7.1029;max_step=176.202,0.8182,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o182_s380_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,380,3,-1;0;1,yes,1,yes,near_stationary,total=3.275;median_step=2.0209;max_step=2.314,0.6667,1,yes,uncertain,yes,uncertain,persistent structure is nearly stationary; background-stable risk,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o182_s380_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,380,5,-2;-1;0;1;2,yes,1,yes,down,total=120.273;median_step=5.0955;max_step=122.511,0.8,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o182_s380_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,380,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,down,total=119.285;median_step=5.7931;max_step=176.202,0.8182,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o151_s315_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,315,3,-1;0;1,yes,1,yes,left,total=156.849;median_step=168.0434;max_step=204.805,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o151_s315_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,315,5,-2;-1;0;1;2,yes,1,yes,up,total=202.246;median_step=131.1145;max_step=204.805,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o151_s315_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,315,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,left,total=128.764;median_step=12.8606;max_step=204.805,0.9091,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o153_s319_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,319,3,-1;0;1,yes,1,yes,up,total=9.538;median_step=15.9581;max_step=16.366,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o153_s319_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,319,5,-2;-1;0;1;2,yes,1,yes,up,total=17.986;median_step=12.1653;max_step=16.366,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o153_s319_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,319,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,down,total=136.054;median_step=9.6098;max_step=147.818,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o154_s321_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,321,3,-1;0;1,yes,1,yes,left_up,total=42.823;median_step=29.8545;max_step=50.642,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o154_s321_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,321,5,-2;-1;0;1;2,yes,1,yes,left_up,total=31.755;median_step=11.7134;max_step=50.642,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o154_s321_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,321,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,down,total=133.623;median_step=21.6607;max_step=146.878,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o155_s323_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,323,3,-1;0;1,yes,1,yes,right,total=5.751;median_step=2.91;max_step=5.766,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o155_s323_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,323,5,-2;-1;0;1;2,yes,1,yes,right_down,total=43.969;median_step=6.2334;max_step=32.898,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o155_s323_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,323,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right_down,total=41.211;median_step=18.3429;max_step=131.255,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o156_s325_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,325,3,-1;0;1,yes,1,yes,right,total=19.856;median_step=140.6106;max_step=146.453,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o156_s325_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,325,5,-2;-1;0;1;2,yes,1,yes,down,total=141.833;median_step=140.6106;max_step=150.257,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o156_s325_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,325,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=17.458;median_step=130.6707;max_step=150.257,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o157_s327_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,327,3,-1;0;1,yes,1,yes,left_up,total=14.776;median_step=135.3925;max_step=136.097,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o157_s327_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,327,5,-2;-1;0;1;2,yes,1,yes,down,total=135.456;median_step=134.319;max_step=136.097,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o157_s327_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,327,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=67.16;median_step=44.1093;max_step=142.804,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o158_s329_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,329,3,-1;0;1,yes,1,yes,left_down,total=133.633;median_step=82.3149;max_step=139.377,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o158_s329_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,329,5,-2;-1;0;1;2,yes,1,yes,up,total=187.705;median_step=141.7607;max_step=183.304,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o158_s329_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,329,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,down,total=119.066;median_step=84.6687;max_step=183.304,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o158_s330_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,330,3,-1;0;1,yes,1,yes,left_up,total=25.779;median_step=141.4529;max_step=143.529,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o158_s330_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,330,5,-2;-1;0;1;2,yes,1,yes,right,total=20.534;median_step=82.3149;max_step=143.529,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o158_s330_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,330,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,right,total=41.628;median_step=140.8357;max_step=183.304,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o159_s331_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,331,3,-1;0;1,yes,1,yes,right_up,total=151.507;median_step=79.1868;max_step=144.047,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o159_s331_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,331,5,-2;-1;0;1;2,yes,1,yes,up,total=29.945;median_step=81.2288;max_step=145.388,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o159_s331_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,331,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,up,total=192.637;median_step=84.4842;max_step=186.456,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o159_s332_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,332,3,-1;0;1,yes,1,yes,up,total=18.646;median_step=16.3687;max_step=18.411,1,1,yes,yes,no,yes,support-wide structure persists and drifts gradually,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o159_s332_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,332,5,-2;-1;0;1;2,yes,1,yes,right,total=20.66;median_step=81.2288;max_step=150.678,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o159_s332_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,332,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,up,total=201.855;median_step=84.4842;max_step=186.456,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o160_s333_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,333,3,-1;0;1,yes,1,yes,left,total=7.491;median_step=154.0945;max_step=156.194,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o160_s333_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,333,5,-2;-1;0;1;2,yes,1,yes,right,total=27.843;median_step=153.685;max_step=156.194,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o160_s333_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,333,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,left_up,total=116.037;median_step=146.5502;max_step=172.883,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o160_s334_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,334,3,-1;0;1,yes,1,yes,right_down,total=28.851;median_step=155.7848;max_step=156.194,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o160_s334_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,334,5,-2;-1;0;1;2,yes,1,yes,right_up,total=146.087;median_step=153.685;max_step=156.194,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
PAIR_GM_RM017_o160_s334_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,334,10,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,yes,up,total=30.242;median_step=145.2494;max_step=156.194,1,1,no,uncertain,uncertain,uncertain,temporal evidence mixed under fixed window rule,Temporal support reuse is posthoc morphology drift diagnosis only; not an identity tube or final track.
