case_id,scene,object_hypothesis_id,sar_frame,frame_offsets_used,temporal_data_available,shell_available_in_frames,ridge_persistence,hotspot_persistence,shell_centroid_drift_px,shell_drift_direction,shell_orientation_change,structure_changes_gradually,non_jump_constraint_supported,background_stable_risk,compatible_with_optical_tracklet_motion,vehicle_like_temporal_drift_supported,notes
PAIR_GM_RM017_o180_s374_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,374,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,38.57,up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o180_s374_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,374,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,46.634,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o180_s374_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,374,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,48.714,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o180_s375_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,375,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,69.478,up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o180_s375_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,375,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,47.424,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o180_s375_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,375,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,62.797,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o180_s376_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,376,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,116.611,down,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o180_s376_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,376,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,47.441,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o180_s376_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,376,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,58.208,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o181_s377_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,377,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,116.695,down,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o181_s377_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,377,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,54.065,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o181_s377_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,377,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,24.335,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o181_s378_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,378,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,119.358,down,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o181_s378_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,378,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,53.673,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o181_s378_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,378,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,20.607,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o182_s379_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,379,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.8182,yes,113.468,down,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o182_s379_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,379,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,60.879,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o182_s379_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,379,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,59.151,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o182_s380_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,380,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.8182,yes,119.285,down,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o182_s380_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,380,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,57.506,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o182_s380_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,380,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,51.452,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o183_s381_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,381,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,72.866,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o183_s381_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,381,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,57.765,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o183_s382_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,382,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,67.539,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o183_s382_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,382,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,55.388,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o184_s383_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,383,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,62.2,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o184_s383_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,383,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,55.771,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o184_s383_oty1t_obj_GM_RM017_bytetrack_bt_0014,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0014,383,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,8.709,up,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o184_s384_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,384,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,59.672,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o184_s384_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,384,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,49.335,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o184_s384_oty1t_obj_GM_RM017_bytetrack_bt_0014,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0014,384,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,46.842,right_down,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o185_s385_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,385,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,92.625,left_up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o185_s385_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,385,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,57.63,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o185_s386_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,386,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,96.619,left_up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o185_s386_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,386,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,49.198,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o186_s387_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,387,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,66.664,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o186_s387_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,387,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,46.778,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o186_s388_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,388,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,78.867,left_up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o186_s388_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,388,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,45.067,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o187_s389_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,389,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,80.047,left_up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o187_s389_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,389,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,49.071,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o187_s390_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,390,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,82.899,left_up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o187_s390_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,390,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.8182,yes,50.582,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o188_s391_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,391,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,73.791,left_up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o188_s391_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,391,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,49.122,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o188_s392_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,392,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,75.222,left_up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o188_s392_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,392,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,41.221,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o189_s393_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,393,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,51.734,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o189_s393_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,393,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,41.934,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o189_s394_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,394,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,51.82,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o189_s394_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,394,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,37.381,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o206_s429_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,429,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,67.141,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o210_s438_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,438,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,53.676,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM017_o212_s442_oty1t_obj_GM_RM017_bytetrack_bt_0014,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0014,442,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,64.215,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM019_o0_s0_oty1t_obj_GM_RM019_bytetrack_bt_0001,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0001,0,0;1;2;3;4;5,yes,1,1,yes,19.012,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM019_o102_s212_oty1t_obj_GM_RM019_bytetrack_bt_0080,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0080,212,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.5455,yes,16.919,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM019_o114_s238_oty1t_obj_GM_RM019_bytetrack_bt_0080,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0080,238,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0,yes,10.68,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM019_o129_s269_oty1t_obj_GM_RM019_bytetrack_bt_0080,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0080,269,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,22.545,down,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM019_o131_s273_oty1t_obj_GM_RM019_bytetrack_bt_0080,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0080,273,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,9.749,right_down,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM019_o138_s288_oty1t_obj_GM_RM019_bytetrack_bt_0080,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0080,288,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,4.625,up,unavailable,no,no,yes,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM019_o139_s290_oty1t_obj_GM_RM019_bytetrack_bt_0080,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0080,290,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,222.76,up,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM019_o13_s27_oty1t_obj_GM_RM019_bytetrack_bt_0005,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0005,27,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.6364,yes,22.22,down,unavailable,no,no,no,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM019_o13_s27_oty1t_obj_GM_RM019_bytetrack_bt_0009,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0009,27,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,15.78,right,unavailable,yes,yes,no,uncertain,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM019_o151_s315_oty1t_obj_GM_RM019_bytetrack_bt_0098,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,315,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.7273,yes,20.056,right,unavailable,yes,yes,no,uncertain,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM019_o152_s317_oty1t_obj_GM_RM019_bytetrack_bt_0098,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,317,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.6364,yes,27.419,right,unavailable,yes,yes,no,uncertain,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM019_o15_s31_oty1t_obj_GM_RM019_bytetrack_bt_0005,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0005,31,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,13.229,left,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM019_o2_s4_oty1t_obj_GM_RM019_bytetrack_bt_0001,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0001,4,-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,7.277,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM019_o37_s77_oty1t_obj_GM_RM019_bytetrack_bt_0005,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0005,77,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.3636,yes,14.836,right,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM019_o39_s81_oty1t_obj_GM_RM019_bytetrack_bt_0005,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0005,81,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,0.9091,yes,18.532,left,unavailable,yes,yes,no,yes,yes,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
PAIR_GM_RM019_o4_s8_oty1t_obj_GM_RM019_bytetrack_bt_0001,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0001,8,-5;-4;-3;-2;-1;0;1;2;3;4;5,yes,1,1,yes,3.364,near_stationary,unavailable,yes,no,yes,uncertain,uncertain,"Existing probe provides -5..+5, not full -10/+10. Temporal drift is posthoc mechanism support, not identity truth."
