case_id,scene,sar_frame,object_hypothesis_id,optical_state,support_available,gt_quality_label,gt_vehicle_morphology_supported,support_gt_area_coverage,support_gt_energy_coverage,support_morphology_coverage,vehicle_scale_morphology_inside_support,main_gt_structure_outside_support,support_miss_vehicle_structure,support_failure_type,if_support_miss_do_not_search_inside_support,recommended_next_action,not_allowed_conclusion
PAIR_GM_RM017_o179_s373_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,373,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,uncertain,0.996,0.9968,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o180_s374_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,374,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o180_s375_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,375,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,uncertain,0.9965,0.9969,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o180_s376_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,376,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,uncertain,0.9914,0.993,0.9994,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o181_s377_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,377,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_low_energy,uncertain,0.9921,0.9935,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o181_s378_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,378,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,good,uncertain,0.9728,0.9756,0.9964,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o182_s379_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,379,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,uncertain,0.9515,0.955,0.9809,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o182_s380_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,380,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,yes,0.9493,0.947,0.9438,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o151_s315_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,315,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,yes,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o153_s319_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,319,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o154_s321_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,321,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,uncertain,0.9994,0.9995,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o155_s323_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,323,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,uncertain,0.9995,0.9996,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o156_s325_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,325,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,yes,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o157_s327_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,327,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o158_s329_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,329,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,yes,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o158_s330_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,330,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_low_energy,yes,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o159_s331_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,331,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_low_energy,yes,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o159_s332_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,332,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_low_energy,yes,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o160_s333_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,333,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_low_energy,yes,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o160_s334_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,334,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_extreme_aspect,yes,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o162_s337_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,337,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,yes,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o162_s338_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,338,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o163_s339_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,339,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o163_s340_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,340,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o164_s341_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,341,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,yes,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o164_s342_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,342,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o162_s337_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,337,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o162_s338_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,338,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o163_s339_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,339,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o163_s340_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,340,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,uncertain,0.9721,0.9733,0.9867,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o164_s341_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,341,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o164_s342_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,342,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,343,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,344,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,345,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,346,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,347,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,348,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,yes,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,349,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,yes,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,350,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,yes,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,351,oty1t_obj_GM_RM017_bytetrack_bt_0012,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,yes,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM019_o151_s315_oty1t_obj_GM_RM019_bytetrack_bt_0098,GM_RM019,315,oty1t_obj_GM_RM019_bytetrack_bt_0098,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,uncertain,0.0598,0.0388,0,uncertain,uncertain,uncertain,support_too_narrow;support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM019_o152_s317_oty1t_obj_GM_RM019_bytetrack_bt_0098,GM_RM019,317,oty1t_obj_GM_RM019_bytetrack_bt_0098,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,good,uncertain,0.0577,0.0394,0.0012,uncertain,uncertain,uncertain,support_too_narrow;support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o149_s310_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,310,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_extreme_aspect,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o152_s317_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,317,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,review_multi_structure,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;near_field_truncation_issue;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o170_s354_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,354,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,good,yes,1,1,1,yes,no,no,support_too_broad;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o170_s355_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,355,oty1t_obj_GM_RM017_bytetrack_bt_0008,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,yes,good,yes,1,1,1,yes,no,no,support_too_broad;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o152_s317_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,317,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_multi_structure,yes,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
PAIR_GM_RM017_o161_s335_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,335,oty1t_obj_GM_RM017_bytetrack_bt_0010,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,review_low_energy,uncertain,1,1,1,yes,no,no,support_too_broad;optical_truncation_induced_shift;state_compensation_missing;temporal_compensation_needed;support_contains_neighbor_structure;support_ok_but_not_exclusive,no,preserve layer separation; support quality is not association success,not final box; not annotation proposal; not selector success; not GT-guided runtime prediction logic
