probe_id,relationship_type,sample_pool,clean_morphology_inclusion,scene,object_hypothesis_id,state_condition,optical_frame,tau0_sar_frame,sar_frame_probe,paired_gt_sar_frame_posthoc,gt_frame_delta_sar_frames,c_time_status,support_region_source,support_region_mode,support_azimuth_center_deg,support_azimuth_start_deg,support_azimuth_end_deg,support_azimuth_width_deg,state_margin_deg,range_prior_mode,support_radius_min_px,support_radius_max_px,c_shell_status,support_area_px,support_center_x,support_center_y,local_peak_x,local_peak_y,local_peak_intensity,support_mean_intensity,background_mean_intensity,peak_to_background_ratio,support_to_background_ratio,scatter_centroid_x,scatter_centroid_y,centroid_residual_px,range_profile_peak_radius_px,azimuth_profile_peak_deg,topk_local_peaks,sar_image_path,sar_observation_status,gt_inside_support_posthoc,gt_azimuth_inside_posthoc,gt_radius_inside_posthoc,gt_center_to_peak_distance_posthoc_px,notes,provenance_labels
F0121,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,edge_or_truncated,180,375,375,375,0,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,22.6172,3.6845,41.55,37.8656,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,586886,1410.2603,715.496,1291,5,1,0.2008,0.4969,2.0126,0.4041,1436.3392,651.6908,68.929,1244,10.5,"1170,1303,1;1946,259,1;1291,5,1;1838,187,1;1712,121,1",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000375.png,support_region_observation_extracted,true,true,true,1002.077,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0122,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,edge_or_truncated,180,375,376,376,1,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,22.6172,3.6845,41.55,37.8656,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,586886,1410.2603,715.496,1291,5,1,0.184,0.4862,2.0569,0.3785,1434.9041,648.3233,71.5506,1332,39.5,"1946,259,1;1170,1303,1;1291,5,1;1807,169,1;1258,2,0.9961",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000376.png,support_region_observation_extracted,true,true,true,1003.792,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0123,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,edge_or_truncated,181,377.0833,377,377,-0.0833,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,23.7915,6.0055,41.5775,35.572,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,551340,1422.8122,720.8768,1712,121,1,0.1706,0.4727,2.1154,0.361,1451.6341,648.8523,77.5773,1332,12.5,"1712,121,1;1170,1303,1;1946,259,1;1962,271,0.9961;1595,73,0.9961",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000377.png,support_region_observation_extracted,true,true,true,957.761,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0124,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,edge_or_truncated,181,377.0833,378,378,0.9167,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,23.7915,6.0055,41.5775,35.572,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,551340,1422.8122,720.8768,1712,121,1,0.1927,0.4868,2.0542,0.3959,1455.9206,645.8708,81.9883,1252,10.5,"1172,1306,1;1712,121,1;1946,259,1;1595,73,0.9961;1962,271,0.9961",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000378.png,support_region_observation_extracted,true,true,true,958.493,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0125,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,edge_or_truncated,182,379.1667,379,379,-0.1667,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,25.0263,8.4765,41.5761,33.0997,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,513027,1435.889,726.8112,1712,121,1,0.1832,0.4755,2.1029,0.3852,1470.0235,647.4434,86.3968,1332,13.5,"1946,259,1;1170,1303,1;1712,121,1;1595,73,0.9961;1838,187,0.9961",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000379.png,support_region_observation_extracted,true,true,true,951.386,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0126,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,edge_or_truncated,182,379.1667,380,380,0.8333,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,25.0263,8.4765,41.5761,33.0997,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,513027,1435.889,726.8112,1519,49,1,0.1971,0.4843,2.0648,0.4069,1469.6634,638.2252,94.806,1236,11.5,"1172,1306,1;1946,259,1;1712,121,1;1519,49,1;1962,271,0.9961",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000380.png,support_region_observation_extracted,true,true,true,972.923,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0127,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,edge_or_truncated,151,314.5833,315,315,0.4167,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-38.2452,-52.4066,-24.0838,28.3228,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,438986,741.5102,807.2698,1133,1314,1,0.1962,0.476,2.1006,0.4121,658.2321,704.1139,132.5759,1252,-39.5,"1134,1314,1;597,120,0.9961;1153,1329,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000315.png,support_region_observation_extracted,true,true,true,506.488,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0128,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,edge_or_truncated,153,318.75,319,319,0.25,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-36.7039,-52.3935,-21.0144,31.3791,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,486359,755.7359,796.3641,1133,1314,1,0.3038,0.5501,1.8177,0.5522,672.5991,690.4372,134.656,1244,-23.5,"1134,1314,1;313,297,0.9961;1153,1329,0.9922;487,177,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000319.png,support_region_observation_extracted,true,true,true,492.154,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0129,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,edge_or_truncated,154,320.8333,321,321,0.1667,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-35.9548,-52.3988,-19.5108,32.888,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,509748,762.7549,791.2026,1135,1308,1,0.2762,0.5349,1.8697,0.5164,690.3785,696.3221,119.3342,1244,-20.5,"1135,1315,1;1153,1329,0.9922;519,159,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000321.png,support_region_observation_extracted,true,true,true,476.781,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0130,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,edge_or_truncated,155,322.9167,323,323,0.0833,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-35.2074,-52.3947,-18.0201,34.3746,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,532783,769.824,786.1451,1134,1306,1,0.2662,0.5321,1.8794,0.5004,705.6613,701.1764,106.4732,1252,-19.5,"1135,1314,1;1153,1329,0.9922;209,391,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000323.png,support_region_observation_extracted,true,true,true,469.205,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0131,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,edge_or_truncated,156,325,325,325,0,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-34.4235,-52.3858,-16.4613,35.9245,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,556810,777.3083,780.9404,1144,1299,1,0.3221,0.5696,1.7555,0.5655,721.0107,695.3086,102.4803,1236,-33.5,"1134,1315,1;289,317,0.9961;447,201,0.9961;169,433,0.9961;381,245,0.9961",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000325.png,support_region_observation_extracted,true,true,true,462.559,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0132,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,edge_or_truncated,157,327.0833,327,327,-0.0833,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-33.6167,-52.4043,-14.8291,37.5753,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,582393,785.0857,775.6905,1146,1301,1,0.2898,0.5526,1.8096,0.5244,725.8492,691.9793,102.5501,1236,-16.5,"1133,1314,1;1153,1329,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000327.png,support_region_observation_extracted,true,true,true,456.874,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0133,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,edge_or_truncated,158,329.1667,329,329,-0.1667,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-32.87,-52.3864,-13.3536,39.0328,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,604982,792.3488,770.9298,790,49,1,0.2113,0.5071,1.9719,0.4167,745.1842,700.2166,84.9991,1228,-30.5,"1135,1315,1;790,49,1;521,158,0.9961;1146,1298,0.9961;1153,1329,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000329.png,support_region_observation_extracted,true,true,true,891.355,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0134,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,edge_or_truncated,158,329.1667,330,330,0.8333,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-32.87,-52.3864,-13.3536,39.0328,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,604982,792.3488,770.9298,1146,1300,1,0.175,0.4847,2.0631,0.3611,747.0176,697.4059,86.3753,1260,-18.5,"1135,1315,1;521,158,0.9961;1146,1298,0.9961;1153,1329,0.9922;451,199,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000330.png,support_region_observation_extracted,true,true,true,450.795,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0135,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,edge_or_truncated,159,331.25,331,331,-0.25,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-32.1449,-52.404,-11.8858,40.5182,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,628003,799.4606,766.3978,1133,1314,1,0.1519,0.4743,2.1082,0.3202,770.2652,709.5,63.951,1244,-18.5,"1134,1315,1;1146,1299,0.9961;355,264,0.9961;1153,1329,0.9922;790,49,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000331.png,support_region_observation_extracted,true,true,true,445.007,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0136,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,edge_or_truncated,159,331.25,332,332,0.75,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-32.1449,-52.404,-11.8858,40.5182,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,628003,799.4606,766.3978,1133,1314,1,0.1426,0.4689,2.1327,0.3041,761.5382,691.8273,83.6593,1252,-17.5,"1133,1314,1;1146,1298,0.9961;1153,1329,0.9922;790,49,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000332.png,support_region_observation_extracted,true,true,true,437.522,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0137,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,edge_or_truncated,160,333.3333,333,333,-0.3333,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-31.4322,-52.3913,-10.4731,41.9181,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,649705,806.5055,762.0317,1133,1314,1,0.1542,0.4792,2.0866,0.3218,777.4117,695.2098,72.8808,1244,-16.5,"1134,1314,1;1146,1298,0.9961;790,49,0.9961;1153,1329,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000333.png,support_region_observation_extracted,true,true,true,438.952,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0138,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,edge_or_truncated,160,333.3333,334,334,0.6667,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-31.4322,-52.3913,-10.4731,41.9181,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,649705,806.5055,762.0317,1133,1314,1,0.1755,0.4922,2.0318,0.3567,771.0204,692.3949,78.1568,1244,-24.5,"1133,1314,1;1146,1298,0.9961;790,49,0.9922;1153,1329,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000334.png,support_region_observation_extracted,true,true,true,434.322,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0139,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,edge_or_truncated,162,337.5,337,337,-0.5,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-29.049,-50.5728,-7.5251,43.0477,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,667214,830.4492,748.0735,1135,1308,1,0.2143,0.518,1.9304,0.4137,807.5826,692.3597,60.2237,1252,-45.5,"1134,1314,1;1146,1298,0.9961",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000337.png,support_region_observation_extracted,true,true,true,419.425,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0140,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,edge_or_truncated,162,337.5,338,338,0.5,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-29.049,-50.5728,-7.5251,43.0477,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,667214,830.4492,748.0735,1135,1308,1,0.2349,0.5304,1.8854,0.4429,803.2526,682.3344,71.1427,1244,-45.5,"1135,1308,1;419,219,0.9922;1153,1329,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000338.png,support_region_observation_extracted,true,true,true,415.539,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0141,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,edge_or_truncated,163,339.5833,339,339,-0.5833,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-27.6488,-49.182,-6.1157,43.0663,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,667516,844.7797,740.3415,1139,1303,1,0.2992,0.5691,1.7573,0.5257,819.7593,675.3085,69.68,1252,-8.5,"1139,1303,1;983,9,0.9961;892,24,0.9961;419,219,0.9922;585,126,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000339.png,support_region_observation_extracted,true,true,true,409.107,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0142,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,edge_or_truncated,163,339.5833,340,340,0.4167,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-27.6488,-49.182,-6.1157,43.0663,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,667516,844.7797,740.3415,714,73,1,0.3187,0.5809,1.7215,0.5486,817.7728,674.6498,71.0265,1244,-8.5,"1139,1303,1;714,73,1;519,159,0.9922;627,107,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000340.png,support_region_observation_extracted,true,true,true,904.532,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0143,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,edge_or_truncated,164,341.6667,341,341,-0.6667,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-26.176,-47.6964,-4.6555,43.0408,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,667103,860.0535,732.5885,596,121,1,0.3044,0.5715,1.7498,0.5327,845.8263,683.8644,50.7587,1244,-5.5,"507,166,1;1139,1303,1;596,121,1;427,214,1;209,391,0.9961",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000341.png,support_region_observation_extracted,true,true,true,895.103,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0144,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,edge_or_truncated,164,341.6667,342,342,0.3333,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-26.176,-47.6964,-4.6555,43.0408,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,667103,860.0535,732.5885,1139,1303,1,0.3082,0.5742,1.7416,0.5367,847.1419,688.1069,46.3176,1260,-5.5,"1139,1303,1;631,105,0.9961;521,158,0.9961;714,73,0.9922;562,137,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000342.png,support_region_observation_extracted,true,true,true,402.968,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0145,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,162,337.5,337,337,-0.5,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-37.5576,-52.4069,-22.7084,29.6985,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,460306,747.8206,802.3571,1135,1308,1,0.2127,0.4895,2.043,0.4345,674.1335,689.9802,134.3813,1252,-45.5,"1135,1315,1;1153,1329,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000337.png,support_region_observation_extracted,true,true,true,567.049,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0146,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,162,337.5,338,338,0.5,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-37.5576,-52.4069,-22.7084,29.6985,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,460306,747.8206,802.3571,1135,1308,1,0.2329,0.5027,1.9892,0.4632,666.4815,679.511,147.3337,1252,-45.5,"1134,1315,1;1153,1329,0.9922;419,219,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000338.png,support_region_observation_extracted,true,true,true,562.85,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
F0147,optical_single_frame_to_sar_single_frame,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,163,339.5833,339,339,-0.5833,inside_software_sync_short_window,optical_single_frame_primary_bbox,coarse_optical_azimuth_sector_broad_range,-36.7445,-52.4033,-21.0856,31.3177,12,broad_unknown_range_prior,0,1332.7,vehicle_shell_unlocalized_range_blocked; shell records plausible vehicle footprint but cannot center range yet,485405,755.3579,796.6461,1139,1303,1,0.2969,0.5467,1.8291,0.5431,676.0977,674.7831,145.3712,1260,-22.5,"1139,1303,1;1153,1329,0.9922;532,152,0.9922;585,126,0.9922;419,219,0.9922",D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000339.png,support_region_observation_extracted,true,true,true,555.745,Support region uses optical bbox and configured azimuth geometry; SAR GT validates only.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence
