case_id,scene,object_hypothesis_id,optical_state,incompleteness_type,why_single_frame_support_may_fail,expected_sar_structure_missing_or_shifted,temporal_compensation_needed,state_compensation_needed,possible_sar_morphology_cue,posthoc_sar_observation,allowed_use,not_allowed_use
PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o172_s358_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o172_s359_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o173_s360_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o173_s361_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=true;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM019_o0_s0_oty1t_obj_GM_RM019_bytetrack_bt_0001,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0001,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=false;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM019_o2_s4_oty1t_obj_GM_RM019_bytetrack_bt_0001,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0001,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=false;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM019_o4_s8_oty1t_obj_GM_RM019_bytetrack_bt_0001,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0001,ambiguous_or_review_only,review-only ambiguity,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=false;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,temporal/state compensation hypothesis audit,clean paired morphology or final annotation
PAIR_GM_RM017_o149_s310_oty1t_obj_GM_RM017_bytetrack_bt_0008_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008;oty1t_obj_GM_RM017_bytetrack_bt_0010,dropout_or_no_match,dropout/no-match temporal continuation,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=;peak_competition=serious_peak_competition_or_clutter;tube=insufficient_or_not_paired_tube,existence support and temporal continuation only,clean paired morphology;optical-SAR correspondence
PAIR_GM_RM017_o183_s381_oty1t_obj_GM_RM017_bytetrack_bt_0008_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008;oty1t_obj_GM_RM017_bytetrack_bt_0010,dropout_or_no_match,dropout/no-match temporal continuation,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=;peak_competition=serious_peak_competition_or_clutter;tube=insufficient_or_not_paired_tube,existence support and temporal continuation only,clean paired morphology;optical-SAR correspondence
PAIR_GM_RM017_o183_s382_oty1t_obj_GM_RM017_bytetrack_bt_0008_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008;oty1t_obj_GM_RM017_bytetrack_bt_0010,dropout_or_no_match,dropout/no-match temporal continuation,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=;peak_competition=serious_peak_competition_or_clutter;tube=insufficient_or_not_paired_tube,existence support and temporal continuation only,clean paired morphology;optical-SAR correspondence
PAIR_GM_RM017_o185_s385_oty1t_obj_GM_RM017_bytetrack_bt_0008_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008;oty1t_obj_GM_RM017_bytetrack_bt_0010,dropout_or_no_match,dropout/no-match temporal continuation,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=;peak_competition=serious_peak_competition_or_clutter;tube=insufficient_or_not_paired_tube,existence support and temporal continuation only,clean paired morphology;optical-SAR correspondence
PAIR_GM_RM017_o185_s386_oty1t_obj_GM_RM017_bytetrack_bt_0008_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008;oty1t_obj_GM_RM017_bytetrack_bt_0010,dropout_or_no_match,dropout/no-match temporal continuation,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=;peak_competition=serious_peak_competition_or_clutter;tube=insufficient_or_not_paired_tube,existence support and temporal continuation only,clean paired morphology;optical-SAR correspondence
PAIR_GM_RM017_o214_s446_oty1t_obj_GM_RM017_bytetrack_bt_0012_oty1t_obj_GM_RM017_bytetrack_bt_0014,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012;oty1t_obj_GM_RM017_bytetrack_bt_0014,dropout_or_no_match,dropout/no-match temporal continuation,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=;peak_competition=serious_peak_competition_or_clutter;tube=insufficient_or_not_paired_tube,existence support and temporal continuation only,clean paired morphology;optical-SAR correspondence
PAIR_GM_RM019_o4_s8_oty1t_obj_GM_RM019_bytetrack_bt_0005,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0005,dropout_or_no_match,dropout/no-match temporal continuation,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,existence support and temporal continuation only,clean paired morphology;optical-SAR correspondence
PAIR_GM_RM019_o42_s88_oty1t_obj_GM_RM019_bytetrack_bt_0005,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0005,dropout_or_no_match,dropout/no-match temporal continuation,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,existence support and temporal continuation only,clean paired morphology;optical-SAR correspondence
PAIR_GM_RM019_o97_s202_oty1t_obj_GM_RM019_bytetrack_bt_0080,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0080,dropout_or_no_match,dropout/no-match temporal continuation,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_variable_or_competing,existence support and temporal continuation only,clean paired morphology;optical-SAR correspondence
PAIR_GM_RM019_o147_s306_oty1t_obj_GM_RM019_bytetrack_bt_0098,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,dropout_or_no_match,dropout/no-match temporal continuation,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_or_centroid_continuity_observed,existence support and temporal continuation only,clean paired morphology;optical-SAR correspondence
PAIR_GM_RM019_o168_s350_oty1t_obj_GM_RM019_bytetrack_bt_0098_oty1t_obj_GM_RM019_bytetrack_bt_0111,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098;oty1t_obj_GM_RM019_bytetrack_bt_0111,dropout_or_no_match,dropout/no-match temporal continuation,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=;peak_competition=serious_peak_competition_or_clutter;tube=insufficient_or_not_paired_tube,existence support and temporal continuation only,clean paired morphology;optical-SAR correspondence
PAIR_GM_RM019_o170_s354_oty1t_obj_GM_RM019_bytetrack_bt_0098,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,dropout_or_no_match,dropout/no-match temporal continuation,"single-frame optical bbox may be truncated, ambiguous, duplicated, or detector-dropped","near/facing hotspot or body strip may shift, fragment, or require adjacent-frame confirmation",yes,yes,discontinuous body edges;temporal migrating hotspot;weak endpoint;body-side strip,gt_inside=;peak_competition=serious_peak_competition_or_clutter;tube=tube_peak_or_centroid_continuity_observed,existence support and temporal continuation only,clean paired morphology;optical-SAR correspondence
