gt_id,case_id,scene,sar_frame,pool_type,gt_quality_label,gt_crop_available,dominant_energy_pattern,dominant_side_or_axis_proxy,energy_distribution_description,near_or_dominant_side_ridge_proxy,corner_or_endpoint_hotspot_proxy,far_or_opposite_side_weak_return_proxy,discontinuous_edge_proxy,enclosed_shell_proxy,block_like_body_proxy,range_spread_with_core_proxy,vehicle_morphology_supported,morphology_strength,confounders,posthoc_only,notes
141,GTREF_PAIRED_GM_RM017_s341_141,GM_RM017,341,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.4332;corner_ratio=2.1097;edge_continuity=1;component_count=22;part_count=2,yes,yes,yes,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
142,GTREF_PAIRED_GM_RM017_s341_142,GM_RM017,341,paired_215,review_multi_structure,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1932;corner_ratio=2.475;edge_continuity=1;component_count=14;part_count=2,yes,yes,yes,yes,no,no,yes,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
143,GTREF_PAIRED_GM_RM017_s341_143,GM_RM017,341,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0923;corner_ratio=2.429;edge_continuity=1;component_count=80;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
144,GTREF_PAIRED_GM_RM017_s342_144,GM_RM017,342,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.3874;corner_ratio=2.0829;edge_continuity=0.9167;component_count=10;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
145,GTREF_PAIRED_GM_RM017_s342_145,GM_RM017,342,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.2032;corner_ratio=2.3912;edge_continuity=1;component_count=11;part_count=2,yes,yes,yes,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
146,GTREF_PAIRED_GM_RM017_s342_146,GM_RM017,342,paired_215,good,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0451;corner_ratio=2.5386;edge_continuity=1;component_count=72;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
147,GTREF_PAIRED_GM_RM017_s343_147,GM_RM017,343,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1769;corner_ratio=2.4462;edge_continuity=1;component_count=8;part_count=1,yes,yes,uncertain,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
148,GTREF_PAIRED_GM_RM017_s343_148,GM_RM017,343,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.2747;corner_ratio=2.0935;edge_continuity=1;component_count=20;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
149,GTREF_PAIRED_GM_RM017_s343_149,GM_RM017,343,paired_215,good,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0804;corner_ratio=2.3996;edge_continuity=1;component_count=73;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
150,GTREF_PAIRED_GM_RM017_s344_150,GM_RM017,344,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1863;corner_ratio=2.5021;edge_continuity=1;component_count=7;part_count=2,yes,yes,yes,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
151,GTREF_PAIRED_GM_RM017_s344_151,GM_RM017,344,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.3585;corner_ratio=2.1212;edge_continuity=0.9583;component_count=18;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
152,GTREF_PAIRED_GM_RM017_s344_152,GM_RM017,344,paired_215,good,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0906;corner_ratio=2.6122;edge_continuity=1;component_count=65;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
153,GTREF_PAIRED_GM_RM017_s345_153,GM_RM017,345,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.3057;corner_ratio=2.0109;edge_continuity=0.9167;component_count=25;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
154,GTREF_PAIRED_GM_RM017_s345_154,GM_RM017,345,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1519;corner_ratio=2.3915;edge_continuity=1;component_count=12;part_count=1,yes,yes,uncertain,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
155,GTREF_PAIRED_GM_RM017_s345_155,GM_RM017,345,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.1;corner_ratio=2.3701;edge_continuity=1;component_count=77;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
156,GTREF_PAIRED_GM_RM017_s346_156,GM_RM017,346,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.2433;corner_ratio=1.9846;edge_continuity=0.9583;component_count=18;part_count=1,yes,no,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
157,GTREF_PAIRED_GM_RM017_s346_157,GM_RM017,346,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1643;corner_ratio=2.4442;edge_continuity=1;component_count=15;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
158,GTREF_PAIRED_GM_RM017_s346_158,GM_RM017,346,paired_215,review_multi_structure,yes,corner_hotspot,upper_side,dominant_side=upper_side;side_contrast=1.0947;corner_ratio=2.3624;edge_continuity=1;component_count=71;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
159,GTREF_PAIRED_GM_RM017_s347_159,GM_RM017,347,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.2114;corner_ratio=2.508;edge_continuity=1;component_count=13;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
160,GTREF_PAIRED_GM_RM017_s347_160,GM_RM017,347,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.3978;corner_ratio=2.0199;edge_continuity=0.9583;component_count=17;part_count=2,yes,yes,yes,yes,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
161,GTREF_PAIRED_GM_RM017_s347_161,GM_RM017,347,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.099;corner_ratio=2.3391;edge_continuity=1;component_count=73;part_count=1,no,yes,uncertain,no,no,no,no,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
162,GTREF_PAIRED_GM_RM017_s348_162,GM_RM017,348,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1295;corner_ratio=2.5856;edge_continuity=1;component_count=17;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
163,GTREF_PAIRED_GM_RM017_s348_163,GM_RM017,348,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.2783;corner_ratio=2.11;edge_continuity=1;component_count=16;part_count=2,yes,yes,yes,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
164,GTREF_PAIRED_GM_RM017_s348_164,GM_RM017,348,paired_215,review_multi_structure,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1209;corner_ratio=2.4992;edge_continuity=1;component_count=65;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
165,GTREF_PAIRED_GM_RM017_s349_165,GM_RM017,349,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.359;corner_ratio=2.2393;edge_continuity=1;component_count=27;part_count=2,yes,yes,yes,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
166,GTREF_PAIRED_GM_RM017_s349_166,GM_RM017,349,paired_215,review_multi_structure,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1346;corner_ratio=2.4363;edge_continuity=1;component_count=73;part_count=3,yes,yes,uncertain,yes,no,no,yes,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
167,GTREF_PAIRED_GM_RM017_s349_167,GM_RM017,349,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1343;corner_ratio=2.6961;edge_continuity=1;component_count=11;part_count=1,yes,yes,uncertain,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
168,GTREF_PAIRED_GM_RM017_s350_168,GM_RM017,350,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.3343;corner_ratio=2.4578;edge_continuity=1;component_count=25;part_count=2,yes,yes,yes,yes,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
169,GTREF_PAIRED_GM_RM017_s350_169,GM_RM017,350,paired_215,review_multi_structure,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1246;corner_ratio=2.623;edge_continuity=1;component_count=69;part_count=1,yes,yes,uncertain,no,no,no,no,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
170,GTREF_PAIRED_GM_RM017_s350_170,GM_RM017,350,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.2564;corner_ratio=2.7201;edge_continuity=1;component_count=11;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
171,GTREF_PAIRED_GM_RM017_s351_171,GM_RM017,351,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1722;corner_ratio=2.4761;edge_continuity=1;component_count=16;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
172,GTREF_PAIRED_GM_RM017_s351_172,GM_RM017,351,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.139;corner_ratio=2.5629;edge_continuity=1;component_count=36;part_count=3,yes,yes,uncertain,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
173,GTREF_PAIRED_GM_RM017_s351_173,GM_RM017,351,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1782;corner_ratio=2.6026;edge_continuity=1;component_count=10;part_count=1,yes,yes,uncertain,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
174,GTREF_PAIRED_GM_RM017_s352_174,GM_RM017,352,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1667;corner_ratio=2.4568;edge_continuity=1;component_count=18;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
175,GTREF_PAIRED_GM_RM017_s352_175,GM_RM017,352,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1437;corner_ratio=2.6872;edge_continuity=1;component_count=69;part_count=0,yes,yes,uncertain,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
176,GTREF_PAIRED_GM_RM017_s352_176,GM_RM017,352,paired_215,good,yes,corner_hotspot,upper_side,dominant_side=upper_side;side_contrast=1.0729;corner_ratio=2.592;edge_continuity=1;component_count=9;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
177,GTREF_PAIRED_GM_RM017_s353_177,GM_RM017,353,paired_215,good,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.115;corner_ratio=2.5811;edge_continuity=1;component_count=15;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
178,GTREF_PAIRED_GM_RM017_s353_178,GM_RM017,353,paired_215,good,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0934;corner_ratio=2.6784;edge_continuity=1;component_count=51;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
179,GTREF_PAIRED_GM_RM017_s353_179,GM_RM017,353,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1286;corner_ratio=2.6386;edge_continuity=1;component_count=13;part_count=1,yes,yes,uncertain,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
180,GTREF_PAIRED_GM_RM017_s354_180,GM_RM017,354,paired_215,good,yes,enclosed_shell,upper_side,dominant_side=upper_side;side_contrast=1.1282;corner_ratio=2.7417;edge_continuity=1;component_count=34;part_count=3,yes,yes,uncertain,yes,yes,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
181,GTREF_PAIRED_GM_RM017_s354_181,GM_RM017,354,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1622;corner_ratio=2.7602;edge_continuity=1;component_count=11;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
182,GTREF_PAIRED_GM_RM017_s354_182,GM_RM017,354,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1757;corner_ratio=2.5666;edge_continuity=1;component_count=15;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
183,GTREF_PAIRED_GM_RM017_s355_183,GM_RM017,355,paired_215,good,yes,enclosed_shell,lower_side,dominant_side=lower_side;side_contrast=1.1238;corner_ratio=2.4455;edge_continuity=1;component_count=39;part_count=3,yes,yes,uncertain,yes,yes,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
184,GTREF_PAIRED_GM_RM017_s355_184,GM_RM017,355,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.2183;corner_ratio=2.4822;edge_continuity=1;component_count=8;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
185,GTREF_PAIRED_GM_RM017_s355_185,GM_RM017,355,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1592;corner_ratio=2.3628;edge_continuity=1;component_count=18;part_count=2,yes,yes,uncertain,yes,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
186,GTREF_PAIRED_GM_RM017_s356_186,GM_RM017,356,paired_215,good,yes,enclosed_shell,upper_side,dominant_side=upper_side;side_contrast=1.1334;corner_ratio=2.816;edge_continuity=1;component_count=46;part_count=3,yes,yes,uncertain,yes,yes,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
187,GTREF_PAIRED_GM_RM017_s356_187,GM_RM017,356,paired_215,good,yes,corner_hotspot,upper_side,dominant_side=upper_side;side_contrast=1.0727;corner_ratio=2.6288;edge_continuity=1;component_count=15;part_count=2,no,yes,uncertain,yes,no,no,no,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
188,GTREF_PAIRED_GM_RM017_s356_188,GM_RM017,356,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.183;corner_ratio=2.7996;edge_continuity=1;component_count=11;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
189,GTREF_PAIRED_GM_RM017_s357_189,GM_RM017,357,paired_215,review_multi_structure,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1377;corner_ratio=2.5389;edge_continuity=1;component_count=46;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
190,GTREF_PAIRED_GM_RM017_s357_190,GM_RM017,357,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1654;corner_ratio=2.5442;edge_continuity=1;component_count=16;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
191,GTREF_PAIRED_GM_RM017_s357_191,GM_RM017,357,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.2576;corner_ratio=2.6348;edge_continuity=1;component_count=12;part_count=2,yes,yes,yes,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
192,GTREF_PAIRED_GM_RM017_s358_192,GM_RM017,358,paired_215,review_multi_structure,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1569;corner_ratio=2.5891;edge_continuity=1;component_count=42;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
193,GTREF_PAIRED_GM_RM017_s358_193,GM_RM017,358,paired_215,good,yes,corner_hotspot,upper_side,dominant_side=upper_side;side_contrast=1.0922;corner_ratio=2.6143;edge_continuity=1;component_count=11;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
194,GTREF_PAIRED_GM_RM017_s358_194,GM_RM017,358,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.2115;corner_ratio=2.4555;edge_continuity=1;component_count=16;part_count=2,yes,yes,yes,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
195,GTREF_PAIRED_GM_RM017_s359_195,GM_RM017,359,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0985;corner_ratio=2.3696;edge_continuity=1;component_count=36;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
196,GTREF_PAIRED_GM_RM017_s359_196,GM_RM017,359,paired_215,good,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.089;corner_ratio=2.4134;edge_continuity=1;component_count=13;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
197,GTREF_PAIRED_GM_RM017_s359_197,GM_RM017,359,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.3285;corner_ratio=2.3683;edge_continuity=1;component_count=13;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
198,GTREF_PAIRED_GM_RM017_s360_198,GM_RM017,360,paired_215,review_multi_structure,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1285;corner_ratio=2.6203;edge_continuity=1;component_count=47;part_count=1,yes,yes,uncertain,no,no,no,no,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
199,GTREF_PAIRED_GM_RM017_s360_199,GM_RM017,360,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1576;corner_ratio=2.833;edge_continuity=1;component_count=16;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
200,GTREF_PAIRED_GM_RM017_s360_200,GM_RM017,360,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.3461;corner_ratio=2.6036;edge_continuity=1;component_count=12;part_count=2,yes,yes,yes,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
201,GTREF_PAIRED_GM_RM017_s361_201,GM_RM017,361,paired_215,review_multi_structure,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.143;corner_ratio=3.0533;edge_continuity=1;component_count=44;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,medium,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
202,GTREF_PAIRED_GM_RM017_s361_202,GM_RM017,361,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1541;corner_ratio=3.1067;edge_continuity=1;component_count=14;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
203,GTREF_PAIRED_GM_RM017_s361_203,GM_RM017,361,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.5101;corner_ratio=2.6481;edge_continuity=1;component_count=9;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
204,GTREF_PAIRED_GM_RM017_s362_204,GM_RM017,362,paired_215,good,yes,enclosed_shell,upper_side,dominant_side=upper_side;side_contrast=1.1501;corner_ratio=3.1599;edge_continuity=1;component_count=26;part_count=3,yes,yes,uncertain,yes,yes,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
205,GTREF_PAIRED_GM_RM017_s362_205,GM_RM017,362,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.1964;corner_ratio=3.0186;edge_continuity=1;component_count=17;part_count=2,yes,yes,yes,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
206,GTREF_PAIRED_GM_RM017_s362_206,GM_RM017,362,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.4091;corner_ratio=2.6618;edge_continuity=1;component_count=11;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
207,GTREF_PAIRED_GM_RM017_s363_207,GM_RM017,363,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1678;corner_ratio=3.3236;edge_continuity=1;component_count=30;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
208,GTREF_PAIRED_GM_RM017_s363_208,GM_RM017,363,paired_215,good,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.1024;corner_ratio=2.8913;edge_continuity=1;component_count=22;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
209,GTREF_PAIRED_GM_RM017_s363_209,GM_RM017,363,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.5376;corner_ratio=2.5476;edge_continuity=1;component_count=10;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
210,GTREF_PAIRED_GM_RM017_s364_210,GM_RM017,364,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1759;corner_ratio=3.4936;edge_continuity=1;component_count=33;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
211,GTREF_PAIRED_GM_RM017_s364_211,GM_RM017,364,paired_215,review_multi_structure,yes,corner_hotspot,lower_side,dominant_side=lower_side;side_contrast=1.0334;corner_ratio=3.25;edge_continuity=1;component_count=22;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
212,GTREF_PAIRED_GM_RM017_s364_212,GM_RM017,364,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.5947;corner_ratio=2.5818;edge_continuity=1;component_count=16;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
213,GTREF_PAIRED_GM_RM017_s365_213,GM_RM017,365,paired_215,good,yes,side_ridge,lower_side,dominant_side=lower_side;side_contrast=1.1472;corner_ratio=3.2579;edge_continuity=1;component_count=17;part_count=2,yes,yes,uncertain,yes,no,no,yes,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
214,GTREF_PAIRED_GM_RM017_s365_214,GM_RM017,365,paired_215,review_multi_structure,yes,corner_hotspot,upper_side,dominant_side=upper_side;side_contrast=1.0758;corner_ratio=2.9278;edge_continuity=1;component_count=20;part_count=2,no,yes,uncertain,yes,no,no,yes,uncertain,uncertain,neighbor_vehicle;background_clutter,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
215,GTREF_PAIRED_GM_RM017_s365_215,GM_RM017,365,paired_215,good,yes,side_ridge,upper_side,dominant_side=upper_side;side_contrast=1.6774;corner_ratio=2.4854;edge_continuity=0.8333;component_count=7;part_count=1,yes,yes,yes,no,no,no,no,yes,strong,none,yes,GT-anchored morphology is SAR image observation and posthoc hypothesis; not final box or identity truth.
