case_id,scene,sar_frame,object_hypothesis_id,gt_shell_supported,support_available,support_covers_shell,support_covers_parts_only,support_miss_shell,support_failure_type,physical_explanation,state_or_temporal_compensation_needed,not_allowed_conclusion
PAIR_GM_RM017_o170_s354_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,354,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o170_s355_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,355,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o152_s317_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,317,oty1t_obj_GM_RM017_bytetrack_bt_0010,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o161_s335_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,335,oty1t_obj_GM_RM017_bytetrack_bt_0010,uncertain,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o161_s335_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,335,oty1t_obj_GM_RM017_bytetrack_bt_0010,uncertain,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o161_s336_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,336,oty1t_obj_GM_RM017_bytetrack_bt_0010,uncertain,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o161_s336_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,336,oty1t_obj_GM_RM017_bytetrack_bt_0010,uncertain,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o170_s354_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,354,oty1t_obj_GM_RM017_bytetrack_bt_0010,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o170_s355_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,355,oty1t_obj_GM_RM017_bytetrack_bt_0010,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o183_s381_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,381,oty1t_obj_GM_RM017_bytetrack_bt_0010,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o183_s382_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,382,oty1t_obj_GM_RM017_bytetrack_bt_0010,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o185_s385_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,385,oty1t_obj_GM_RM017_bytetrack_bt_0010,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o185_s386_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,386,oty1t_obj_GM_RM017_bytetrack_bt_0010,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o170_s354_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,354,oty1t_obj_GM_RM017_bytetrack_bt_0012,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o170_s355_oty1t_obj_GM_RM017_bytetrack_bt_0012,GM_RM017,355,oty1t_obj_GM_RM017_bytetrack_bt_0012,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o145_s302_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,302,oty1t_obj_GM_RM017_bytetrack_bt_0008,uncertain,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o156_s325_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,325,oty1t_obj_GM_RM017_bytetrack_bt_0008,uncertain,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o157_s327_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,327,oty1t_obj_GM_RM017_bytetrack_bt_0008,uncertain,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o158_s329_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,329,oty1t_obj_GM_RM017_bytetrack_bt_0008,uncertain,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o158_s330_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,330,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o159_s331_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,331,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o159_s332_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,332,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o160_s333_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,333,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o160_s334_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,334,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o161_s335_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,335,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o161_s336_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,336,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o162_s337_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,337,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o162_s338_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,338,oty1t_obj_GM_RM017_bytetrack_bt_0008,uncertain,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o163_s339_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,339,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o163_s340_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,340,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o164_s341_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,341,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o164_s342_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,342,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,343,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,344,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o166_s345_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,345,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o166_s346_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,346,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o167_s347_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,347,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o167_s348_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,348,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o168_s349_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,349,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o168_s350_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,350,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,351,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,352,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,353,oty1t_obj_GM_RM017_bytetrack_bt_0008,uncertain,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,356,oty1t_obj_GM_RM017_bytetrack_bt_0008,uncertain,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,357,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o172_s358_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,358,oty1t_obj_GM_RM017_bytetrack_bt_0008,uncertain,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o172_s359_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,359,oty1t_obj_GM_RM017_bytetrack_bt_0008,uncertain,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o173_s360_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,360,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM017_o173_s361_oty1t_obj_GM_RM017_bytetrack_bt_0008,GM_RM017,361,oty1t_obj_GM_RM017_bytetrack_bt_0008,yes,yes,yes,no,no,too_broad,"Support covers GT-scale shell, but this is still a feasible-region diagnostic, not association truth.",yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM019_o0_s0_oty1t_obj_GM_RM019_bytetrack_bt_0001,GM_RM019,0,oty1t_obj_GM_RM019_bytetrack_bt_0001,yes,yes,no,yes,yes,range_misaligned,GT-anchored vehicle shell is outside or only partly represented by support; diagnose support construction failure.,yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM019_o2_s4_oty1t_obj_GM_RM019_bytetrack_bt_0001,GM_RM019,4,oty1t_obj_GM_RM019_bytetrack_bt_0001,yes,yes,no,yes,yes,range_misaligned,GT-anchored vehicle shell is outside or only partly represented by support; diagnose support construction failure.,yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
PAIR_GM_RM019_o4_s8_oty1t_obj_GM_RM019_bytetrack_bt_0001,GM_RM019,8,oty1t_obj_GM_RM019_bytetrack_bt_0001,yes,yes,uncertain,uncertain,uncertain,range_misaligned,Support relation remains uncertain and needs physical/temporal review.,yes,not final box; not selector success; not identity truth; not GT-guided runtime prediction logic
