gt_id,scene,sar_frame,pool_type,gt_quality_label,gt_quality_confidence,gt_area_px,gt_energy_inside,gt_energy_nearby_context,energy_center_offset_from_gt_center,dominant_energy_inside_gt,vehicle_scale_structure_inside_gt,gt_contains_most_vehicle_structure,gt_contains_too_much_background,needs_manual_gt_review,review_reason,not_allowed_conclusion
248,GM_RM017,376,paired_215,review_multi_structure,medium,11275.846,621633,5063485,8.357,no,uncertain,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
249,GM_RM017,377,paired_215,review_low_energy,low,13014.4,645314,5176360,8.944,yes,yes,uncertain,no,yes,GT crop is in the lower tail of display-grayscale energy mean; weak target or edge case.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
250,GM_RM017,377,paired_215,good,medium,12389.736,717950,5771088,9.017,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
251,GM_RM017,377,paired_215,review_low_energy,low,10246.332,533737,4085772,9.863,no,uncertain,uncertain,no,yes,GT crop is in the lower tail of display-grayscale energy mean; weak target or edge case.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
252,GM_RM017,378,paired_215,good,medium,11891.123,674149,5661542,8.151,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
253,GM_RM017,378,paired_215,good,medium,10778.965,711942,5583806,7.297,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
254,GM_RM017,378,paired_215,good,medium,10764.37,620355,5622262,7.56,no,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
255,GM_RM017,379,paired_215,review_too_large,medium,15858.227,825886,6482432,9.108,yes,yes,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
256,GM_RM017,379,paired_215,good,medium,13893.166,844226,6623232,7.99,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
257,GM_RM017,379,paired_215,review_multi_structure,medium,12168.772,646836,5206648,8.717,no,uncertain,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
258,GM_RM017,380,paired_215,good,medium,12773.435,741294,6673833,6.76,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
259,GM_RM017,380,paired_215,good,medium,12002.075,795183,6062759,7.827,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
260,GM_RM017,380,paired_215,review_multi_structure,medium,10030.68,588617,5034594,8.422,no,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
261,GM_RM017,381,paired_215,good,medium,12619.819,792991,6193225,7.128,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
262,GM_RM017,381,paired_215,good,medium,11984.845,849625,6467116,7.6,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
263,GM_RM017,381,dropout_special,review_multi_structure,medium,10485.978,651311,5400246,8.652,no,uncertain,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
264,GM_RM017,382,paired_215,good,medium,9472.373,622887,5289640,7.413,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
265,GM_RM017,382,paired_215,good,medium,10673.478,753213,5595200,7.299,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
266,GM_RM017,382,dropout_special,review_multi_structure,medium,11654.44,719380,5748133,7.407,no,uncertain,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
267,GM_RM017,383,paired_215,good,medium,12437.427,758904,6583997,9.751,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
268,GM_RM017,383,paired_215,good,medium,15221.545,995259,7307060,6.739,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
269,GM_RM017,383,paired_215,review_multi_structure,medium,12090.131,707325,5750122,7.685,no,uncertain,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
270,GM_RM017,384,paired_215,good,medium,14451.532,833592,6517401,8.474,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
271,GM_RM017,384,paired_215,good,medium,11733.401,748361,5169208,6.712,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
272,GM_RM017,384,paired_215,review_multi_structure,medium,10613.597,593966,5558805,8.509,no,uncertain,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
273,GM_RM017,385,paired_215,good,medium,13469.48,756285,6401094,10.271,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
274,GM_RM017,385,paired_215,good,medium,13173.779,803083,6688828,7.871,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
275,GM_RM017,385,dropout_special,review_multi_structure,medium,11130.942,584146,6094077,9.498,no,uncertain,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
276,GM_RM017,386,paired_215,good,medium,11985.414,798267,6590029,7.292,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
277,GM_RM017,386,paired_215,good,medium,13132.833,922125,7706912,6.097,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
278,GM_RM017,386,dropout_special,review_multi_structure,medium,12251.745,740723,7144625,7.43,no,uncertain,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
279,GM_RM017,387,paired_215,good,medium,12691.408,769862,6064685,6.171,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
280,GM_RM017,387,paired_215,good,medium,11798.987,684260,5479561,9.944,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
281,GM_RM017,387,sar_only,review_low_energy,low,13034.164,674101,7687187,9.583,no,uncertain,uncertain,no,yes,GT crop is in the lower tail of display-grayscale energy mean; weak target or edge case.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
282,GM_RM017,388,paired_215,review_too_large,medium,16012.97,1405532,11440089,4.903,yes,yes,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
283,GM_RM017,388,paired_215,good,medium,12832.069,1108965,8828670,6.817,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
284,GM_RM017,388,sar_only,review_multi_structure,medium,12412.906,974405,8027736,7.31,no,uncertain,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
285,GM_RM017,389,paired_215,review_extreme_aspect,medium,13453.115,950109,8236915,4.673,yes,yes,uncertain,no,yes,GT aspect ratio is unusually high for this 442-row pool.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
286,GM_RM017,389,paired_215,review_extreme_aspect,medium,12382.724,870644,7799515,7.675,yes,yes,uncertain,no,yes,GT aspect ratio is unusually high for this 442-row pool.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
287,GM_RM017,389,sar_only,review_multi_structure,medium,11564.25,716681,7329571,9.03,no,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
288,GM_RM017,390,paired_215,good,medium,14466.344,832116,6163514,11.991,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
289,GM_RM017,390,paired_215,review_multi_structure,medium,13831.386,792748,5607623,5.945,yes,uncertain,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
290,GM_RM017,390,sar_only,review_low_energy,low,13812.448,666025,7226558,10.859,no,yes,uncertain,no,yes,GT crop is in the lower tail of display-grayscale energy mean; weak target or edge case.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
291,GM_RM017,391,paired_215,good,medium,12109.812,1091330,9004330,4.616,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
292,GM_RM017,391,paired_215,good,medium,13058.91,1180517,10123511,7.834,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
293,GM_RM017,391,sar_only,review_multi_structure,medium,13074.153,1032366,11299629,7.313,no,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
294,GM_RM017,392,paired_215,good,medium,15218.425,1189392,8359427,8.37,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
295,GM_RM017,392,paired_215,review_multi_structure,medium,13459.59,1045034,8753999,5.429,yes,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
296,GM_RM017,392,sar_only,review_multi_structure,medium,15304.842,1019133,14070579,7.826,no,uncertain,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
297,GM_RM017,393,paired_215,review_extreme_aspect,medium,13211.138,858878,7847955,6.754,yes,yes,uncertain,no,yes,GT aspect ratio is unusually high for this 442-row pool.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
298,GM_RM017,393,paired_215,good,medium,12117.332,850129,6604357,7.114,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
299,GM_RM017,393,sar_only,review_multi_structure,medium,10375.319,579124,6716652,8.519,no,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
300,GM_RM017,394,paired_215,good,medium,11743.298,876676,6835501,6.19,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
301,GM_RM017,394,paired_215,good,medium,13018.313,1036893,7386396,8.157,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
302,GM_RM017,394,sar_only,review_multi_structure,medium,10694.347,693687,6448197,6.177,no,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
303,GM_RM017,429,paired_215,review_too_large,medium,17041.86,1727342,15700621,4.08,yes,uncertain,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
304,GM_RM017,429,sar_only,review_multi_structure,medium,13514.101,1332979,13589944,5.633,no,uncertain,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
305,GM_RM017,438,paired_215,good,medium,14276.255,1453684,13224164,3.464,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
306,GM_RM017,438,sar_only,review_too_large,medium,15785.83,1527956,19901656,3.526,no,uncertain,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
307,GM_RM017,442,paired_215,review_multi_structure,medium,12952.528,748044,6168225,4.688,yes,uncertain,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
308,GM_RM017,446,dropout_special,review_multi_structure,medium,13921.036,939533,8746571,4.086,no,uncertain,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
309,GM_RM019,0,paired_215,review_low_energy,low,9404.938,410007,8034649,8.084,no,yes,uncertain,no,yes,GT crop is in the lower tail of display-grayscale energy mean; weak target or edge case.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
310,GM_RM019,0,sar_only,good,medium,10238.519,935260,10652550,17.496,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
311,GM_RM019,4,paired_215,review_low_energy,low,9714.174,432105,8922668,5.452,no,yes,uncertain,no,yes,GT crop is in the lower tail of display-grayscale energy mean; weak target or edge case.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
312,GM_RM019,4,sar_only,good,medium,10066.488,634920,11924593,4.965,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
313,GM_RM019,8,dropout_special,good,medium,9758.834,880836,12236427,3.292,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
314,GM_RM019,8,paired_215,review_multi_structure,medium,10333.401,677219,10363272,6.256,yes,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
315,GM_RM019,27,paired_215,review_low_energy,low,13569.698,634583,15044781,4.227,yes,yes,uncertain,no,yes,GT crop is in the lower tail of display-grayscale energy mean; weak target or edge case.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
316,GM_RM019,27,paired_215,review_extreme_aspect,medium,13142.172,830639,12783746,15.336,yes,yes,uncertain,no,yes,GT aspect ratio is unusually high for this 442-row pool.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
317,GM_RM019,31,paired_215,good,medium,11253.642,744655,10680588,20.389,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
318,GM_RM019,31,sar_only,review_low_energy,low,10894.63,514720,10561990,9.849,yes,yes,uncertain,no,yes,GT crop is in the lower tail of display-grayscale energy mean; weak target or edge case.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
319,GM_RM019,77,paired_215,good,medium,12545.405,721430,11240922,11.641,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
320,GM_RM019,81,paired_215,good,medium,11207.329,879166,10715216,20.709,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
321,GM_RM019,88,dropout_special,good,medium,11505.013,1087927,11901009,11.952,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
322,GM_RM019,202,dropout_special,good,medium,10513.563,1151668,12811132,9.741,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
323,GM_RM019,212,paired_215,good,medium,13003.846,1437295,13379834,8.725,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
324,GM_RM019,238,paired_215,good,medium,9942.844,860929,8716665,5.499,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
325,GM_RM019,269,paired_215,review_multi_structure,medium,10334.017,658929,8773255,10.366,yes,yes,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
326,GM_RM019,273,paired_215,review_low_energy,low,10245.151,376084,7694493,11.675,no,yes,uncertain,no,yes,GT crop is in the lower tail of display-grayscale energy mean; weak target or edge case.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
327,GM_RM019,288,paired_215,review_low_energy,low,10618.56,453017,8730007,6.056,yes,uncertain,uncertain,no,yes,GT crop is in the lower tail of display-grayscale energy mean; weak target or edge case.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
328,GM_RM019,290,paired_215,review_low_energy,low,11156.781,398334,8624028,17.389,yes,yes,uncertain,no,yes,GT crop is in the lower tail of display-grayscale energy mean; weak target or edge case.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
329,GM_RM019,306,dropout_special,good,medium,9281.233,756525,8069860,30.001,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
330,GM_RM019,315,paired_215,good,medium,10774.863,826464,8501805,24.334,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
331,GM_RM019,317,paired_215,good,medium,10767.857,899941,8802947,15.656,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
332,GM_RM019,350,dropout_special,review_multi_structure,medium,10096.746,706573,7676187,5.985,yes,uncertain,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
333,GM_RM019,354,dropout_special,review_multi_structure,medium,11139.846,582946,6824748,9.281,no,uncertain,uncertain,yes,yes,Many internal components and competitive nearby context suggest possible multi-structure confusion.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000120_000250_01,GM_RM011,250,gm011_waiting_object_stream,review_too_large,medium,16575.078,1900973,17034208,1.272,yes,yes,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000120_000250_02,GM_RM011,250,gm011_waiting_object_stream,review_too_large,medium,15627.384,1769262,16225595,3.14,yes,uncertain,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000120_000250_03,GM_RM011,250,gm011_waiting_object_stream,review_too_large,medium,16646.537,1885032,17086644,3.007,yes,yes,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000120_000251_01,GM_RM011,251,gm011_waiting_object_stream,review_too_large,medium,16382.357,1880226,16794412,4.252,yes,uncertain,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000120_000251_02,GM_RM011,251,gm011_waiting_object_stream,review_too_large,medium,17399.333,2000088,16911372,1.144,yes,yes,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000120_000251_03,GM_RM011,251,gm011_waiting_object_stream,review_too_large,medium,16235.618,1869650,16735321,4.638,yes,uncertain,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000121_000252_01,GM_RM011,252,gm011_waiting_object_stream,review_too_large,medium,17456.434,1921367,16618439,4.806,yes,uncertain,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000121_000252_02,GM_RM011,252,gm011_waiting_object_stream,review_too_large,medium,16117.798,1794041,15058255,4.199,yes,yes,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000121_000252_03,GM_RM011,252,gm011_waiting_object_stream,review_too_large,medium,17062.554,1887621,17038276,6.359,yes,uncertain,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000121_000253_01,GM_RM011,253,gm011_waiting_object_stream,review_too_large,medium,15703.73,1710513,14543709,3.732,yes,uncertain,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000121_000253_02,GM_RM011,253,gm011_waiting_object_stream,good,medium,14077.339,1543117,13700089,10.705,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000121_000253_03,GM_RM011,253,gm011_waiting_object_stream,good,medium,14981.805,1580999,14225431,3.723,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000122_000254_01,GM_RM011,254,gm011_waiting_object_stream,review_too_large,medium,15321.489,1633873,14075534,2.086,yes,uncertain,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000122_000254_02,GM_RM011,254,gm011_waiting_object_stream,good,medium,15117.808,1587183,13511104,9.245,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000122_000254_03,GM_RM011,254,gm011_waiting_object_stream,good,medium,14973.225,1537962,13651479,5.817,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000122_000255_01,GM_RM011,255,gm011_waiting_object_stream,good,medium,12255.477,1340551,11973071,5.109,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000122_000255_02,GM_RM011,255,gm011_waiting_object_stream,good,medium,12077.184,1369786,11444767,7.882,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000122_000255_03,GM_RM011,255,gm011_waiting_object_stream,good,medium,11924.281,1305078,10887782,3.405,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000123_000257_01,GM_RM011,257,gm011_waiting_object_stream,good,medium,13198.183,1695461,14820909,1.663,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000123_000257_02,GM_RM011,257,gm011_waiting_object_stream,good,medium,12586.754,1651831,12865370,8.267,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000123_000257_03,GM_RM011,257,gm011_waiting_object_stream,good,medium,13058.113,1634763,13064892,3.77,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000124_000258_01,GM_RM011,258,gm011_waiting_object_stream,good,medium,13911.701,1575558,12860390,3.716,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000124_000258_02,GM_RM011,258,gm011_waiting_object_stream,good,medium,13733.321,1592884,12312948,8.419,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000124_000258_03,GM_RM011,258,gm011_waiting_object_stream,good,medium,12909.535,1462575,12657807,2.754,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000124_000259_01,GM_RM011,259,gm011_waiting_object_stream,good,medium,13588.998,1458959,11947799,2.007,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000124_000259_02,GM_RM011,259,gm011_waiting_object_stream,good,medium,12748.066,1410155,11490278,6.827,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000124_000259_03,GM_RM011,259,gm011_waiting_object_stream,good,medium,12909.457,1448400,12252177,5.781,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000125_000261_01,GM_RM011,261,gm011_waiting_object_stream,good,medium,14140.888,1681518,15211047,3.297,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000125_000261_02,GM_RM011,261,gm011_waiting_object_stream,review_too_large,medium,15669.668,1778656,14680394,7.476,yes,uncertain,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000125_000261_03,GM_RM011,261,gm011_waiting_object_stream,good,medium,12688.699,1510387,14202089,7.595,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000126_000262_01,GM_RM011,262,gm011_waiting_object_stream,good,medium,13928.77,1629109,13144127,3.004,yes,uncertain,uncertain,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000126_000262_02,GM_RM011,262,gm011_waiting_object_stream,good,medium,13911.701,1609270,12434744,6.35,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000126_000262_03,GM_RM011,262,gm011_waiting_object_stream,good,medium,12098.334,1454969,12297561,8.113,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000126_000263_01,GM_RM011,263,gm011_waiting_object_stream,review_too_large,medium,16230.289,1886434,15427618,3.655,yes,uncertain,uncertain,yes,yes,GT scale is in the upper tail; may include background or neighboring structure.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
frameadd_gm_rm011_000126_000263_02,GM_RM011,263,gm011_waiting_object_stream,good,medium,13911.701,1601443,12336821,5.38,yes,yes,yes,no,no,No fixed GT quality review trigger fired.,do not revise GT; do not output final box; do not use as selector; posthoc review candidate only
