hypothesis_id,case_id,composition_type,primitives_used,composition_rule_public,n_primitives,spatial_extent,range_extent,azimuth_extent,internal_consistency,peak_competition_context,temporal_support_available,compatible_with_optical_state,compatible_with_vehicle_physics,posthoc_gt_relation_validation_only,can_support_association,why_not_identity_truth,failure_mode,notes
COMP00102,PAIR_GM_RM019_o138_s288_oty1t_obj_GM_RM019_bytetrack_bt_0080,range-spread body hypothesis,range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,1,support_area_px=51291;gt_box=w=147.480;h=72.000;heading=176.000,317.306,23.8319,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=false;topk_near=false,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00103,PAIR_GM_RM019_o139_s290_oty1t_obj_GM_RM019_bytetrack_bt_0080,range-spread body hypothesis,background_clutter_patch,radial primitive extent suggests body/ridge or sidelobe risk,1,support_area_px=42525;gt_box=w=147.680;h=75.547;heading=176.000,304.732,20.4523,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=false;topk_near=false,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00104,PAIR_GM_RM017_o151_s315_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=107055;gt_box=w=157.500;h=65.100;heading=-2.000,360,42.7811,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00105,PAIR_GM_RM017_o153_s319_oty1t_obj_GM_RM017_bytetrack_bt_0008,stable-tube vehicle proxy,range_ridge;range_ridge,stable SAR tube plus compact/multi-peak primitive family,2,support_area_px=115335;gt_box=w=159.155;h=70.137;heading=-1.000,360,46.8861,medium_temporal_but_not_unique,serious,yes,yes,yes,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00106,PAIR_GM_RM017_o154_s321_oty1t_obj_GM_RM017_bytetrack_bt_0008,stable-tube vehicle proxy,range_ridge;range_ridge,stable SAR tube plus compact/multi-peak primitive family,2,support_area_px=117036;gt_box=w=154.423;h=74.500;heading=,360,46.7718,medium_temporal_but_not_unique,not_serious_by_current_proxy,yes,yes,yes,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00107,PAIR_GM_RM017_o155_s323_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=117585;gt_box=w=152.033;h=76.979;heading=1.000,360,46.9825,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00108,PAIR_GM_RM017_o174_s362_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;azimuth_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=125766;gt_box=w=154.520;h=77.937;heading=180.000,360,51.1358,low_or_ambiguous,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00109,PAIR_GM_RM017_o174_s363_oty1t_obj_GM_RM017_bytetrack_bt_0008,stable-tube vehicle proxy,range_ridge;range_ridge;azimuth_ridge,stable SAR tube plus compact/multi-peak primitive family,3,support_area_px=125766;gt_box=w=157.710;h=71.355;heading=,360,51.1358,medium_temporal_but_not_unique,serious,yes,yes,yes,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00110,PAIR_GM_RM017_o175_s364_oty1t_obj_GM_RM017_bytetrack_bt_0008,stable-tube vehicle proxy,range_ridge;range_ridge;azimuth_ridge,stable SAR tube plus compact/multi-peak primitive family,3,support_area_px=120366;gt_box=w=158.211;h=78.944;heading=5.000,360,48.9337,medium_temporal_but_not_unique,serious,yes,yes,yes,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00111,PAIR_GM_RM017_o175_s365_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=120366;gt_box=w=153.067;h=75.867;heading=176.000,360,48.9337,low_or_ambiguous,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00112,PAIR_GM_RM017_o176_s366_oty1t_obj_GM_RM017_bytetrack_bt_0008,stable-tube vehicle proxy,range_ridge;azimuth_ridge;range_ridge,stable SAR tube plus compact/multi-peak primitive family,3,support_area_px=115146;gt_box=w=169.732;h=82.377;heading=,360,46.8138,medium_temporal_but_not_unique,serious,yes,yes,yes,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00113,PAIR_GM_RM017_o176_s367_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=115146;gt_box=w=155.625;h=85.520;heading=178.000,360,46.8138,low_or_ambiguous,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00114,PAIR_GM_RM017_o177_s368_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=110196;gt_box=w=157.239;h=83.458;heading=-3.000,360,44.817,low_or_ambiguous,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00115,PAIR_GM_RM017_o177_s369_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=110196;gt_box=w=150.803;h=70.800;heading=181.000,360,44.817,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00116,PAIR_GM_RM017_o178_s370_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=104697;gt_box=w=146.684;h=73.103;heading=-3.000,360,42.5716,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00117,PAIR_GM_RM017_o178_s371_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=104697;gt_box=w=146.250;h=71.647;heading=178.000,360,42.5716,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00118,PAIR_GM_RM017_o179_s372_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=99117;gt_box=w=161.000;h=66.750;heading=-3.000,360,40.2795,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00119,PAIR_GM_RM017_o179_s373_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=99117;gt_box=w=158.053;h=78.484;heading=5.000,360,40.2795,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00120,PAIR_GM_RM017_o180_s374_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=93150;gt_box=w=154.050;h=77.450;heading=-3.000,360,37.8655,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00121,PAIR_GM_RM017_o180_s375_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=93150;gt_box=w=153.610;h=83.200;heading=176.000,360,37.8655,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00122,PAIR_GM_RM017_o180_s376_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=93150;gt_box=w=159.032;h=70.903;heading=,360,37.8655,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00123,PAIR_GM_RM017_o181_s377_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=87183;gt_box=w=147.425;h=69.502;heading=178.000,360,35.572,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00124,PAIR_GM_RM017_o181_s378_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=87183;gt_box=w=158.879;h=67.752;heading=-3.000,360,35.572,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00125,PAIR_GM_RM017_o182_s379_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=82836;gt_box=w=153.749;h=79.147;heading=177.000,360,33.0996,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00126,PAIR_GM_RM017_o182_s380_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=82836;gt_box=w=149.600;h=67.050;heading=-3.000,360,33.0996,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00127,PAIR_GM_RM017_o151_s315_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=87732;gt_box=w=143.983;h=70.213;heading=177.000,360,28.3228,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00128,PAIR_GM_RM017_o153_s319_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=96633;gt_box=w=151.000;h=72.822;heading=-1.000,360,31.3791,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00129,PAIR_GM_RM017_o154_s321_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=82314;gt_box=w=148.297;h=65.897;heading=-1.000,360,32.888,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00130,PAIR_GM_RM017_o155_s323_oty1t_obj_GM_RM017_bytetrack_bt_0010,stable-tube vehicle proxy,azimuth_ridge;range_ridge,stable SAR tube plus compact/multi-peak primitive family,2,support_area_px=86031;gt_box=w=163.729;h=67.703;heading=-1.000,360,34.3746,medium_temporal_but_not_unique,serious,yes,yes,yes,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00131,PAIR_GM_RM017_o156_s325_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=90963;gt_box=w=172.013;h=78.939;heading=-2.000,360,35.9245,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00132,PAIR_GM_RM017_o157_s327_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=94707;gt_box=w=166.919;h=71.355;heading=-2.000,360,37.5752,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00133,PAIR_GM_RM017_o158_s329_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=96066;gt_box=w=165.871;h=79.065;heading=-4.000,360,39.0328,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00134,PAIR_GM_RM017_o158_s330_oty1t_obj_GM_RM017_bytetrack_bt_0010,stable-tube vehicle proxy,azimuth_ridge;range_ridge,stable SAR tube plus compact/multi-peak primitive family,2,support_area_px=98388;gt_box=w=170.490;h=76.581;heading=359.000,360,39.0328,medium_temporal_but_not_unique,serious,yes,yes,yes,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00135,PAIR_GM_RM017_o159_s331_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=101385;gt_box=w=162.955;h=76.151;heading=176.000,360,40.5182,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00136,PAIR_GM_RM017_o159_s332_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=101385;gt_box=w=156.252;h=67.413;heading=-2.000,360,40.5182,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00137,PAIR_GM_RM017_o160_s333_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=104904;gt_box=w=172.998;h=77.879;heading=176.000,360,41.9182,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00138,PAIR_GM_RM017_o160_s334_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=104904;gt_box=w=162.903;h=64.484;heading=-2.000,360,41.9182,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00139,PAIR_GM_RM017_o162_s337_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=107730;gt_box=w=161.313;h=78.394;heading=356.000,360,43.0477,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00140,PAIR_GM_RM017_o162_s338_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=107730;gt_box=w=152.200;h=72.840;heading=177.000,360,43.0477,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00141,PAIR_GM_RM017_o163_s339_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=107766;gt_box=w=156.971;h=68.439;heading=-3.000,360,43.0663,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00142,PAIR_GM_RM017_o163_s340_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=107766;gt_box=w=167.553;h=76.508;heading=178.000,360,43.0663,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00143,PAIR_GM_RM017_o164_s341_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=107739;gt_box=w=167.103;h=77.161;heading=-3.000,360,43.0409,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00144,PAIR_GM_RM017_o164_s342_oty1t_obj_GM_RM017_bytetrack_bt_0010,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=107739;gt_box=w=162.983;h=71.403;heading=177.000,360,43.0409,medium_spread_structure,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00145,PAIR_GM_RM017_o162_s337_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=91989;gt_box=w=145.750;h=73.150;heading=-1.000,360,29.6985,low_or_ambiguous,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00146,PAIR_GM_RM017_o162_s338_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=91989;gt_box=w=157.087;h=74.640;heading=,360,29.6985,low_or_ambiguous,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00147,PAIR_GM_RM017_o163_s339_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=97002;gt_box=w=153.910;h=76.535;heading=359.000,360,31.3177,low_or_ambiguous,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00148,PAIR_GM_RM017_o163_s340_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=90423;gt_box=w=143.471;h=68.826;heading=-2.000,360,31.3177,medium_spread_structure,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00149,PAIR_GM_RM017_o164_s341_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,azimuth_ridge;range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=101664;gt_box=w=147.368;h=72.116;heading=-2.000,360,32.8245,low_or_ambiguous,not_serious_by_current_proxy,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00150,PAIR_GM_RM017_o164_s342_oty1t_obj_GM_RM017_bytetrack_bt_0012,stable-tube vehicle proxy,azimuth_ridge;azimuth_ridge;range_ridge,stable SAR tube plus compact/multi-peak primitive family,3,support_area_px=101079;gt_box=w=139.497;h=74.206;heading=-5.000,360,32.8245,medium_temporal_but_not_unique,serious,yes,yes,yes,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00151,PAIR_GM_RM017_o165_s343_oty1t_obj_GM_RM017_bytetrack_bt_0012,range-spread body hypothesis,range_ridge;azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=105768;gt_box=w=144.242;h=78.266;heading=-2.000,360,34.1474,low_or_ambiguous,serious,yes,yes,uncertain,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00152,PAIR_GM_RM017_o165_s344_oty1t_obj_GM_RM017_bytetrack_bt_0012,stable-tube vehicle proxy,azimuth_ridge;azimuth_ridge;range_ridge,stable SAR tube plus compact/multi-peak primitive family,3,support_area_px=105156;gt_box=w=140.331;h=75.177;heading=-3.000,360,34.1474,medium_temporal_but_not_unique,serious,yes,yes,yes,gt_inside=true;topk_near=true,weak,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
