case_id,part_relation_type,part_a_type,part_b_type,spatial_relation,distance_px,relative_to_gt_scale,supports_shell_grammar,failure_reason,physical_interpretation,notes
GTREF_PAIRED_GM_RM017_s367_221,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s367_221,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s367_221,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s367_221,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s368_222,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s368_222,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s368_222,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s368_222,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s368_223,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,yes,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s368_223,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,yes,uncertain,far-side return not directly separable,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s368_223,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s368_223,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s368_223,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s368_223,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s368_224,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,uncertain,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s368_224,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,uncertain,yes,,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s369_225,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s369_225,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s369_225,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s369_225,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s369_226,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s369_226,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s369_226,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s369_226,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s369_227,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,uncertain,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s369_227,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,uncertain,yes,,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s370_228,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s370_228,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s370_228,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s370_228,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s370_229,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,uncertain,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s370_229,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,uncertain,yes,,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s370_230,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,uncertain,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s370_230,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,uncertain,yes,,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s371_231,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s371_231,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s371_231,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s371_231,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s371_232,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,uncertain,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s371_232,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,uncertain,yes,,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s371_233,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,yes,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s371_233,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,yes,uncertain,far-side return not directly separable,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s371_233,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s371_233,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s371_233,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,enclosed,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s371_233,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s372_234,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,uncertain,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s372_234,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,uncertain,yes,,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s372_235,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s372_235,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s372_235,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s372_235,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s372_236,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,uncertain,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s372_236,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,uncertain,yes,,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s372_236,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,uncertain,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s372_236,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,uncertain,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s372_236,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,uncertain,uncertain,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s372_236,range_spread_to_body_core,range_spread,body_core,enclosed,,uncertain,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s373_237,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,yes,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s373_237,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,yes,yes,,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s373_237,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s373_237,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s373_237,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s373_237,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s373_238,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s373_238,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s373_238,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s373_238,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s373_239,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s373_239,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s373_239,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,enclosed,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s373_239,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s374_240,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,uncertain,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s374_240,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,uncertain,yes,,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s374_241,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,yes,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s374_241,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,yes,uncertain,far-side return not directly separable,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s374_241,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s374_241,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s374_241,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s374_241,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s374_242,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s374_242,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s374_242,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s374_242,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s375_243,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,uncertain,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s375_243,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,uncertain,yes,,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s375_244,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,uncertain,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s375_244,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,uncertain,yes,,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s375_245,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s375_245,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s375_245,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s375_245,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s376_246,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,uncertain,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s376_246,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,uncertain,yes,,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s376_247,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,uncertain,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s376_247,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,uncertain,yes,,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s376_248,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s376_248,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s376_248,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s376_248,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s377_249,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,yes,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s377_249,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,yes,yes,,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s377_249,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s377_249,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s377_249,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s377_249,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s377_250,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,uncertain,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s377_250,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,uncertain,yes,,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s377_251,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s377_251,upper_lower_edge_relation,edge_fragment,edge_fragment,parallel,,yes,yes,,Discontinuous edge fragments may form a body outline when read at GT scale.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s377_251,discontinuous_edge_to_shell_completion,discontinuous_edge,shell_completion,disconnected,,yes,yes,,Broken edges can still complete a vehicle-scale shell hypothesis.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s377_251,range_spread_to_body_core,range_spread,body_core,enclosed,,yes,uncertain,range spread may be motion or environment induced,Range spread must retain a core before it can support a vehicle shell.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s378_252,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,uncertain,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s378_252,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,uncertain,uncertain,far-side return not directly separable,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s378_253,side_ridge_to_endpoint_hotspot,side_ridge,endpoint_hotspot,endpoint_attached,,yes,yes,,Strong side strip is supported by endpoint/corner return.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s378_253,dominant_side_ridge_to_far_side_weak_return,dominant_side_ridge,far_side_weak_return,opposite_side,,yes,yes,,Dominant side can be stronger while the opposite side remains weak or ambiguous.,"Relation is physical grammar evidence, not a weighted feature."
GTREF_PAIRED_GM_RM017_s378_253,left_right_endpoint_relation,endpoint_hotspot,endpoint_or_corner_part,aligned,,yes,yes,,Endpoint/corner parts can close the long-axis vehicle extent.,"Relation is physical grammar evidence, not a weighted feature."
