case_id,scene,sar_frame,component_id,source_region,component_area,component_long_axis,component_short_axis,component_aspect_ratio,component_energy,relative_to_gt_scale,hierarchy_label,why_not_vehicle_if_atom,composition_group_id,composition_description,posthoc_gt_relation,notes
GTREF_PAIRED_GM_RM017_s362_205,GM_RM017,362,C007,gt_inside,36,10.537,5.803,1.8157,3942,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s362_205,GM_RM017,362,C008,gt_inside,30,8.567,6.181,1.3858,3085,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s362_205,GM_RM017,362,SHELL_0208,gt_inside,1601,58.653,24.63,,197783,vehicle_scale,vehicle_scale_shell_hypothesis,,SHELL_0208,multiple atom/part components form a GT-scale shell/body hypothesis,GT-scale composition hypothesis; not final annotation,Vehicle-scale shell hypothesis requires multiple parts at GT scale and remains posthoc.
GTREF_PAIRED_GM_RM017_s362_206,GM_RM017,362,C001,gt_inside,1761,157.135,21.331,7.3667,247907,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0209,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s362_206,GM_RM017,362,C002,gt_inside,21,8.675,5.488,1.5805,2551,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s362_206,GM_RM017,362,C003,gt_inside,10,5.985,3.361,1.7807,1250,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s362_206,GM_RM017,362,C004,gt_inside,9,5.594,2.064,2.7102,1124,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s362_206,GM_RM017,362,C005,gt_inside,9,7.956,2.267,3.5097,970,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s362_206,GM_RM017,362,C006,gt_inside,8,5.865,2.306,2.5438,861,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s362_206,GM_RM017,362,C007,gt_inside,7,3.869,2.669,1.4494,764,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s362_206,GM_RM017,362,C008,gt_inside,6,4.692,2.157,2.1756,684,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_207,GM_RM017,363,C001,gt_inside,653,52.303,26.469,1.976,66328,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0210,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_207,GM_RM017,363,C002,gt_inside,569,64.258,19.715,3.2593,55451,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0210,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_207,GM_RM017,363,C003,gt_inside,187,27.977,10.016,2.7933,18282,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_207,GM_RM017,363,C004,gt_inside,24,9.262,4.49,2.0627,2104,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_207,GM_RM017,363,C005,gt_inside,14,5.965,4.196,1.4215,1229,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_207,GM_RM017,363,C006,gt_inside,13,7.315,2.568,2.8487,1094,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_207,GM_RM017,363,C007,gt_inside,12,7.272,2.99,2.4316,1041,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_207,GM_RM017,363,C008,gt_inside,11,6.009,3.139,1.9142,920,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_207,GM_RM017,363,SHELL_0210,gt_inside,1483,64.258,26.469,,146449,vehicle_scale,vehicle_scale_shell_hypothesis,,SHELL_0210,multiple atom/part components form a GT-scale shell/body hypothesis,GT-scale composition hypothesis; not final annotation,Vehicle-scale shell hypothesis requires multiple parts at GT scale and remains posthoc.
GTREF_PAIRED_GM_RM017_s363_208,GM_RM017,363,C001,gt_inside,795,57.443,25.437,2.2582,100959,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0211,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_208,GM_RM017,363,C002,gt_inside,414,42.059,18.039,2.3316,52835,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0211,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_208,GM_RM017,363,C003,gt_inside,90,17.79,8.89,2.0011,11086,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_208,GM_RM017,363,C004,gt_inside,54,17.353,6.68,2.5976,5910,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_208,GM_RM017,363,C005,gt_inside,43,11.188,5.591,2.0011,5009,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_208,GM_RM017,363,C006,gt_inside,33,7.247,7.012,1.0335,3558,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_208,GM_RM017,363,C007,gt_inside,25,11.156,4.101,2.72,2660,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_208,GM_RM017,363,C008,gt_inside,23,10.328,3.442,3.0008,2514,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_209,GM_RM017,363,C001,gt_inside,1870,155.08,22.12,7.0108,270246,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0212,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_209,GM_RM017,363,C002,gt_inside,27,18.694,2.576,7.2573,3205,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_209,GM_RM017,363,C003,gt_inside,13,5.583,4.552,1.2266,1460,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_209,GM_RM017,363,C004,gt_inside,13,6.516,4.899,1.3301,1419,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_209,GM_RM017,363,C005,gt_inside,12,4.671,3.411,1.3693,1346,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_209,GM_RM017,363,C006,gt_inside,12,7.006,2.995,2.3391,1306,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_209,GM_RM017,363,C007,gt_inside,8,4.781,3.625,1.3188,915,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s363_209,GM_RM017,363,C008,gt_inside,7,4,2.309,1.7321,852,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_210,GM_RM017,364,C001,gt_inside,1058,118.656,21.871,5.4254,102035,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0213,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_210,GM_RM017,364,C002,gt_inside,484,47.651,23.946,1.9899,44681,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0213,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_210,GM_RM017,364,C003,gt_inside,37,10.98,7.8,1.4077,3082,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_210,GM_RM017,364,C004,gt_inside,18,7.569,4.626,1.6361,1525,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_210,GM_RM017,364,C005,gt_inside,17,8.913,4.127,2.1594,1360,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_210,GM_RM017,364,C006,gt_inside,12,5.117,3.75,1.3646,1071,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_210,GM_RM017,364,C007,gt_inside,12,8.838,2.987,2.9591,1000,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_210,GM_RM017,364,C008,gt_inside,11,6.385,3.363,1.8984,849,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_210,GM_RM017,364,SHELL_0213,gt_inside,1649,118.656,23.946,,155603,vehicle_scale,vehicle_scale_shell_hypothesis,,SHELL_0213,multiple atom/part components form a GT-scale shell/body hypothesis,GT-scale composition hypothesis; not final annotation,Vehicle-scale shell hypothesis requires multiple parts at GT scale and remains posthoc.
GTREF_PAIRED_GM_RM017_s364_211,GM_RM017,364,C001,gt_inside,852,60.27,26.01,2.3172,102635,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0214,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_211,GM_RM017,364,C002,gt_inside,431,43.75,19.804,2.2091,51325,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0214,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_211,GM_RM017,364,C003,gt_inside,87,15.614,9.224,1.6927,9969,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_211,GM_RM017,364,C004,gt_inside,66,29.49,4.895,6.0243,6546,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_211,GM_RM017,364,C005,gt_inside,55,13.906,6.804,2.0438,5550,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_211,GM_RM017,364,C006,gt_inside,49,11.276,7.406,1.5227,5282,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_211,GM_RM017,364,C007,gt_inside,36,14.929,4.095,3.646,3654,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_211,GM_RM017,364,C008,gt_inside,35,10.24,6.374,1.6066,3642,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_212,GM_RM017,364,C001,gt_inside,1843,135.396,22.785,5.9424,270981,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0215,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_212,GM_RM017,364,C002,gt_inside,55,21.303,6.259,3.4034,6568,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_212,GM_RM017,364,C003,gt_inside,31,10.148,7.257,1.3984,3619,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_212,GM_RM017,364,C004,gt_inside,26,10.424,3.459,3.0138,3233,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_212,GM_RM017,364,C005,gt_inside,19,7.169,4.606,1.5565,2271,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_212,GM_RM017,364,C006,gt_inside,13,8.377,2.478,3.3802,1660,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_212,GM_RM017,364,C007,gt_inside,13,10.103,2.414,4.1843,1420,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s364_212,GM_RM017,364,C008,gt_inside,11,5.138,3.062,1.6779,1260,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_213,GM_RM017,365,C001,gt_inside,928,96.624,18.446,5.2381,92322,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0216,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_213,GM_RM017,365,C002,gt_inside,601,68.663,21.48,3.1967,59555,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0216,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_213,GM_RM017,365,C003,gt_inside,29,11.819,5.21,2.2686,2551,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_213,GM_RM017,365,C004,gt_inside,18,8.352,3.818,2.1877,1587,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_213,GM_RM017,365,C005,gt_inside,15,9.554,2.618,3.6496,1265,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_213,GM_RM017,365,C006,gt_inside,13,7.465,5.553,1.3442,1064,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_213,GM_RM017,365,C007,gt_inside,11,6.935,2.889,2.4,910,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_213,GM_RM017,365,C008,gt_inside,9,7.242,1.998,3.6254,804,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_213,GM_RM017,365,SHELL_0216,gt_inside,1624,96.624,21.48,,160058,vehicle_scale,vehicle_scale_shell_hypothesis,,SHELL_0216,multiple atom/part components form a GT-scale shell/body hypothesis,GT-scale composition hypothesis; not final annotation,Vehicle-scale shell hypothesis requires multiple parts at GT scale and remains posthoc.
GTREF_PAIRED_GM_RM017_s365_214,GM_RM017,365,C001,gt_inside,796,56.904,24.81,2.2936,101434,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0217,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_214,GM_RM017,365,C002,gt_inside,395,36.456,18.5,1.9706,47970,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0217,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_214,GM_RM017,365,C003,gt_inside,95,15.623,9.717,1.6079,11837,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_214,GM_RM017,365,C004,gt_inside,73,24.978,6.065,4.1186,7925,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_214,GM_RM017,365,C005,gt_inside,40,11.29,6.483,1.7416,4457,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_214,GM_RM017,365,C006,gt_inside,39,17.572,8.168,2.1514,4111,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_214,GM_RM017,365,C007,gt_inside,37,13.333,4.59,2.9047,3879,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_214,GM_RM017,365,C008,gt_inside,23,11.85,2.656,4.4616,2434,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_215,GM_RM017,365,C001,gt_inside,1572,124.821,21.494,5.8073,249515,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0218,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_215,GM_RM017,365,C002,gt_inside,23,11.862,2.742,4.3263,3101,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_215,GM_RM017,365,C003,gt_inside,18,7.324,3.681,1.9898,2516,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_215,GM_RM017,365,C004,gt_inside,16,6.974,3.545,1.9669,2177,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_215,GM_RM017,365,C005,gt_inside,13,6.327,4.073,1.5535,1663,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_215,GM_RM017,365,C006,gt_inside,7,5.092,2.132,2.3888,871,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s365_215,GM_RM017,365,C007,gt_inside,5,3.464,2,1.7321,618,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s366_216,GM_RM017,366,C001,gt_inside,933,61.235,28.213,2.1704,113726,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0219,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s366_216,GM_RM017,366,C002,gt_inside,355,35.563,19.656,1.8093,40817,plausible_part,vehicle_part,"Component is a plausible body part, not a complete vehicle by itself.",SHELL_0219,component participates in GT-scale part composition,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
GTREF_PAIRED_GM_RM017_s366_216,GM_RM017,366,C003,gt_inside,124,37.112,5.958,6.2284,12877,too_small_atom,scattering_atom,Component is far below GT vehicle scale; it can only be a scattering atom.,,,inside SAR GT morphology anchor; posthoc only,Small components are atoms or parts unless GT-scale composition supports a shell hypothesis.
