background_association_id,sar_frame,background_track_id,component_id,association_result,match_distance_px,support_observation_count_after,support_unique_frame_count_after,track_component_count_this_frame,component_track_count_this_frame,background_state_after,vehicle_motion_conflict,conflict_reason
BGASSOC_000376_BG_D1_R1_0138,376,BG_D1_R1_0138,D1R1OBS_000376_0006,matched_existing_track,7.242505,3,3,1,1,static_background_candidate,false,
BGASSOC_000376_BG_D1_R1_0137,376,BG_D1_R1_0137,D1R1OBS_000376_0031,matched_existing_track,7.243528,4,4,1,1,static_background_candidate,false,
BGASSOC_000376_BG_D1_R1_0112,376,BG_D1_R1_0112,D1R1OBS_000376_0012,matched_existing_track,7.600431,5,5,1,1,static_background_supported,false,
BGASSOC_000376_BG_D1_R1_0141,376,BG_D1_R1_0141,D1R1OBS_000376_0028,matched_existing_track,7.63464,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000376_BG_D1_R1_0145,376,BG_D1_R1_0145,D1R1OBS_000376_0019,matched_existing_track,8.098053,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000376_BG_D1_R1_0147,376,BG_D1_R1_0147,D1R1OBS_000376_0027,matched_existing_track,9.492187,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000376_BG_D1_R1_0140,376,BG_D1_R1_0140,D1R1OBS_000376_0010,matched_existing_track,9.520613,3,3,1,1,static_background_candidate,false,
BGASSOC_000376_BG_D1_R1_0148,376,BG_D1_R1_0148,D1R1OBS_000376_0001,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000376_BG_D1_R1_0149,376,BG_D1_R1_0149,D1R1OBS_000376_0005,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000376_BG_D1_R1_0150,376,BG_D1_R1_0150,D1R1OBS_000376_0011,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000376_BG_D1_R1_0151,376,BG_D1_R1_0151,D1R1OBS_000376_0025,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000376_BG_D1_R1_0152,376,BG_D1_R1_0152,D1R1OBS_000376_0026,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000377_BG_D1_R1_0148,377,BG_D1_R1_0148,D1R1OBS_000377_0001,matched_existing_track,2.270265,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000377_BG_D1_R1_0150,377,BG_D1_R1_0150,D1R1OBS_000377_0012,matched_existing_track,2.335865,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000377_BG_D1_R1_0127,377,BG_D1_R1_0127,D1R1OBS_000377_0004,matched_existing_track,4.009882,4,4,1,1,static_background_candidate,false,
BGASSOC_000377_BG_D1_R1_0132,377,BG_D1_R1_0132,D1R1OBS_000377_0008,matched_existing_track,4.203798,5,5,1,1,static_background_supported,false,
BGASSOC_000377_BG_D1_R1_0139,377,BG_D1_R1_0139,D1R1OBS_000377_0009,matched_existing_track,5.656573,4,4,1,1,static_background_candidate,false,
BGASSOC_000377_BG_D1_R1_0149,377,BG_D1_R1_0149,D1R1OBS_000377_0007,matched_existing_track,5.695097,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000377_BG_D1_R1_0104,377,BG_D1_R1_0104,D1R1OBS_000377_0023,matched_existing_track,6.29123,6,6,1,1,static_background_supported,false,
BGASSOC_000377_BG_D1_R1_0141,377,BG_D1_R1_0141,D1R1OBS_000377_0022,matched_existing_track,7.084814,3,3,1,1,static_background_candidate,false,
BGASSOC_000377_BG_D1_R1_0143,377,BG_D1_R1_0143,D1R1OBS_000377_0003,matched_existing_track,9.448938,3,3,1,1,static_background_candidate,false,
BGASSOC_000377_BG_D1_R1_0153,377,BG_D1_R1_0153,D1R1OBS_000377_0010,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000377_BG_D1_R1_0154,377,BG_D1_R1_0154,D1R1OBS_000377_0011,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000377_BG_D1_R1_0155,377,BG_D1_R1_0155,D1R1OBS_000377_0014,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000377_BG_D1_R1_0156,377,BG_D1_R1_0156,D1R1OBS_000377_0018,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000377_BG_D1_R1_0157,377,BG_D1_R1_0157,D1R1OBS_000377_0020,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000377_BG_D1_R1_0158,377,BG_D1_R1_0158,D1R1OBS_000377_0021,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000377_BG_D1_R1_0159,377,BG_D1_R1_0159,D1R1OBS_000377_0024,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000377_BG_D1_R1_0160,377,BG_D1_R1_0160,D1R1OBS_000377_0025,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000377_BG_D1_R1_0161,377,BG_D1_R1_0161,D1R1OBS_000377_0026,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000378_BG_D1_R1_0127,378,BG_D1_R1_0127,D1R1OBS_000378_0002,matched_existing_track,4.553964,5,5,1,1,static_background_supported,false,
BGASSOC_000378_BG_D1_R1_0153,378,BG_D1_R1_0153,D1R1OBS_000378_0006,matched_existing_track,5.077541,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000378_BG_D1_R1_0154,378,BG_D1_R1_0154,D1R1OBS_000378_0007,matched_existing_track,5.965447,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000378_BG_D1_R1_0141,378,BG_D1_R1_0141,D1R1OBS_000378_0019,matched_existing_track,6.032543,4,4,1,1,static_background_candidate,false,
BGASSOC_000378_BG_D1_R1_0132,378,BG_D1_R1_0132,D1R1OBS_000378_0003,matched_existing_track,6.255817,6,6,1,1,static_background_supported,false,
BGASSOC_000378_BG_D1_R1_0160,378,BG_D1_R1_0160,D1R1OBS_000378_0021,matched_existing_track,6.369233,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000378_BG_D1_R1_0158,378,BG_D1_R1_0158,D1R1OBS_000378_0017,matched_existing_track,6.847046,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000378_BG_D1_R1_0157,378,BG_D1_R1_0157,D1R1OBS_000378_0016,matched_existing_track,7.159558,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000378_BG_D1_R1_0149,378,BG_D1_R1_0149,D1R1OBS_000378_0004,matched_existing_track,7.788184,3,3,1,1,static_background_candidate,false,
BGASSOC_000378_BG_D1_R1_0150,378,BG_D1_R1_0150,D1R1OBS_000378_0008,matched_existing_track,9.348142,3,3,1,1,static_background_candidate,false,
BGASSOC_000378_BG_D1_R1_0143,378,BG_D1_R1_0143,D1R1OBS_000378_0001,matched_existing_track,9.908341,4,4,1,1,static_background_candidate,false,
BGASSOC_000378_BG_D1_R1_0162,378,BG_D1_R1_0162,D1R1OBS_000378_0018,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000378_BG_D1_R1_0163,378,BG_D1_R1_0163,D1R1OBS_000378_0020,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000379_BG_D1_R1_0127,379,BG_D1_R1_0127,D1R1OBS_000379_0003,matched_existing_track,1.639087,6,6,1,1,static_background_supported,false,
BGASSOC_000379_BG_D1_R1_0133,379,BG_D1_R1_0133,D1R1OBS_000379_0012,matched_existing_track,4.000009,4,4,1,1,static_background_candidate,false,
BGASSOC_000379_BG_D1_R1_0162,379,BG_D1_R1_0162,D1R1OBS_000379_0023,matched_existing_track,5.281535,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000379_BG_D1_R1_0149,379,BG_D1_R1_0149,D1R1OBS_000379_0005,matched_existing_track,6.01626,4,4,1,1,static_background_candidate,false,
BGASSOC_000379_BG_D1_R1_0163,379,BG_D1_R1_0163,D1R1OBS_000379_0024,matched_existing_track,6.328668,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000379_BG_D1_R1_0153,379,BG_D1_R1_0153,D1R1OBS_000379_0007,matched_existing_track,6.892886,3,3,1,1,static_background_candidate,false,
BGASSOC_000379_BG_D1_R1_0143,379,BG_D1_R1_0143,D1R1OBS_000379_0006,matched_existing_track,8.640549,5,5,1,1,static_background_supported,false,
BGASSOC_000379_BG_D1_R1_0158,379,BG_D1_R1_0158,D1R1OBS_000379_0022,matched_existing_track,8.968679,3,3,1,1,static_background_candidate,false,
BGASSOC_000379_BG_D1_R1_0160,379,BG_D1_R1_0160,D1R1OBS_000379_0025,matched_existing_track,9.943326,3,3,1,1,static_background_candidate,false,
BGASSOC_000379_BG_D1_R1_0164,379,BG_D1_R1_0164,D1R1OBS_000379_0002,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000379_BG_D1_R1_0165,379,BG_D1_R1_0165,D1R1OBS_000379_0008,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000379_BG_D1_R1_0166,379,BG_D1_R1_0166,D1R1OBS_000379_0009,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000379_BG_D1_R1_0167,379,BG_D1_R1_0167,D1R1OBS_000379_0010,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000379_BG_D1_R1_0168,379,BG_D1_R1_0168,D1R1OBS_000379_0011,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000379_BG_D1_R1_0169,379,BG_D1_R1_0169,D1R1OBS_000379_0015,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000380_BG_D1_R1_0133,380,BG_D1_R1_0133,D1R1OBS_000380_0011,matched_existing_track,1.258801,5,5,1,1,static_background_supported,false,
BGASSOC_000380_BG_D1_R1_0159,380,BG_D1_R1_0159,D1R1OBS_000380_0025,matched_existing_track,2.848489,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000380_BG_D1_R1_0149,380,BG_D1_R1_0149,D1R1OBS_000380_0006,matched_existing_track,3.060581,5,5,1,1,static_background_supported,false,
BGASSOC_000380_BG_D1_R1_0143,380,BG_D1_R1_0143,D1R1OBS_000380_0003,matched_existing_track,4.067391,6,6,1,1,static_background_supported,false,
BGASSOC_000380_BG_D1_R1_0167,380,BG_D1_R1_0167,D1R1OBS_000380_0010,matched_existing_track,5.829189,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000380_BG_D1_R1_0162,380,BG_D1_R1_0162,D1R1OBS_000380_0024,matched_existing_track,6.077197,3,3,1,1,static_background_candidate,false,
BGASSOC_000380_BG_D1_R1_0127,380,BG_D1_R1_0127,D1R1OBS_000380_0001,matched_existing_track,6.220393,7,7,1,1,static_background_supported,false,
BGASSOC_000380_BG_D1_R1_0164,380,BG_D1_R1_0164,D1R1OBS_000380_0002,matched_existing_track,6.49222,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000380_BG_D1_R1_0104,380,BG_D1_R1_0104,D1R1OBS_000380_0026,matched_existing_track,9.642832,7,7,1,1,static_background_supported,false,
BGASSOC_000380_BG_D1_R1_0170,380,BG_D1_R1_0170,D1R1OBS_000380_0005,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000380_BG_D1_R1_0171,380,BG_D1_R1_0171,D1R1OBS_000380_0007,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000380_BG_D1_R1_0172,380,BG_D1_R1_0172,D1R1OBS_000380_0008,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000380_BG_D1_R1_0173,380,BG_D1_R1_0173,D1R1OBS_000380_0019,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000380_BG_D1_R1_0174,380,BG_D1_R1_0174,D1R1OBS_000380_0020,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000380_BG_D1_R1_0175,380,BG_D1_R1_0175,D1R1OBS_000380_0021,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000380_BG_D1_R1_0176,380,BG_D1_R1_0176,D1R1OBS_000380_0022,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000380_BG_D1_R1_0177,380,BG_D1_R1_0177,D1R1OBS_000380_0027,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000381_BG_D1_R1_0166,381,BG_D1_R1_0166,D1R1OBS_000381_0010,matched_existing_track,1.132112,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000381_BG_D1_R1_0177,381,BG_D1_R1_0177,D1R1OBS_000381_0025,matched_existing_track,2.334202,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000381_BG_D1_R1_0159,381,BG_D1_R1_0159,D1R1OBS_000381_0024,matched_existing_track,2.478938,3,3,1,1,static_background_candidate,false,
BGASSOC_000381_BG_D1_R1_0170,381,BG_D1_R1_0170,D1R1OBS_000381_0006,matched_existing_track,4.799623,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000381_BG_D1_R1_0143,381,BG_D1_R1_0143,D1R1OBS_000381_0003,matched_existing_track,4.91994,7,7,1,1,static_background_supported,false,
BGASSOC_000381_BG_D1_R1_0171,381,BG_D1_R1_0171,D1R1OBS_000381_0004,matched_existing_track,4.960773,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000381_BG_D1_R1_0165,381,BG_D1_R1_0165,D1R1OBS_000381_0009,matched_existing_track,5.566813,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000381_BG_D1_R1_0133,381,BG_D1_R1_0133,D1R1OBS_000381_0013,matched_existing_track,7.121749,6,6,1,1,static_background_supported,false,
BGASSOC_000381_BG_D1_R1_0176,381,BG_D1_R1_0176,D1R1OBS_000381_0023,matched_existing_track,7.438371,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000381_BG_D1_R1_0127,381,BG_D1_R1_0127,D1R1OBS_000381_0001,matched_existing_track,8.707763,8,8,1,1,static_background_supported,false,
BGASSOC_000381_BG_D1_R1_0167,381,BG_D1_R1_0167,D1R1OBS_000381_0012,matched_existing_track,9.885678,3,3,1,1,static_background_candidate,false,
BGASSOC_000381_BG_D1_R1_0178,381,BG_D1_R1_0178,D1R1OBS_000381_0002,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000381_BG_D1_R1_0179,381,BG_D1_R1_0179,D1R1OBS_000381_0007,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000381_BG_D1_R1_0180,381,BG_D1_R1_0180,D1R1OBS_000381_0008,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000381_BG_D1_R1_0181,381,BG_D1_R1_0181,D1R1OBS_000381_0011,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000382_BG_D1_R1_0150,382,BG_D1_R1_0150,D1R1OBS_000382_0015,matched_existing_track,3.444736,4,4,1,1,static_background_candidate,false,
BGASSOC_000382_BG_D1_R1_0170,382,BG_D1_R1_0170,D1R1OBS_000382_0004,matched_existing_track,4.213428,3,3,1,1,static_background_candidate,false,
BGASSOC_000382_BG_D1_R1_0181,382,BG_D1_R1_0181,D1R1OBS_000382_0011,matched_existing_track,5.067759,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000382_BG_D1_R1_0180,382,BG_D1_R1_0180,D1R1OBS_000382_0009,matched_existing_track,5.190972,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000382_BG_D1_R1_0178,382,BG_D1_R1_0178,D1R1OBS_000382_0003,matched_existing_track,6.152493,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000382_BG_D1_R1_0143,382,BG_D1_R1_0143,D1R1OBS_000382_0001,matched_existing_track,6.199889,8,8,1,1,static_background_supported,false,
BGASSOC_000382_BG_D1_R1_0179,382,BG_D1_R1_0179,D1R1OBS_000382_0007,matched_existing_track,7.06613,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000382_BG_D1_R1_0127,382,BG_D1_R1_0127,D1R1OBS_000382_0002,matched_existing_track,9.586199,9,9,1,1,static_background_supported,false,
BGASSOC_000382_BG_D1_R1_0159,382,BG_D1_R1_0159,D1R1OBS_000382_0029,matched_existing_track,9.709407,4,4,1,1,static_background_candidate,false,
BGASSOC_000382_BG_D1_R1_0182,382,BG_D1_R1_0182,D1R1OBS_000382_0005,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000382_BG_D1_R1_0183,382,BG_D1_R1_0183,D1R1OBS_000382_0006,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000382_BG_D1_R1_0184,382,BG_D1_R1_0184,D1R1OBS_000382_0008,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000382_BG_D1_R1_0185,382,BG_D1_R1_0185,D1R1OBS_000382_0010,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000382_BG_D1_R1_0186,382,BG_D1_R1_0186,D1R1OBS_000382_0012,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000382_BG_D1_R1_0187,382,BG_D1_R1_0187,D1R1OBS_000382_0013,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000382_BG_D1_R1_0188,382,BG_D1_R1_0188,D1R1OBS_000382_0021,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000382_BG_D1_R1_0189,382,BG_D1_R1_0189,D1R1OBS_000382_0022,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000382_BG_D1_R1_0190,382,BG_D1_R1_0190,D1R1OBS_000382_0028,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000383_BG_D1_R1_0160,383,BG_D1_R1_0160,D1R1OBS_000383_0029,matched_existing_track,0.884735,4,4,1,1,static_background_candidate,false,
BGASSOC_000383_BG_D1_R1_0150,383,BG_D1_R1_0150,D1R1OBS_000383_0014,matched_existing_track,1.805609,5,5,1,1,static_background_supported,false,
BGASSOC_000383_BG_D1_R1_0170,383,BG_D1_R1_0170,D1R1OBS_000383_0006,matched_existing_track,3.437172,4,4,1,1,static_background_candidate,false,
BGASSOC_000383_BG_D1_R1_0188,383,BG_D1_R1_0188,D1R1OBS_000383_0020,matched_existing_track,5.678684,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000383_BG_D1_R1_0185,383,BG_D1_R1_0185,D1R1OBS_000383_0011,matched_existing_track,7.079883,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000383_BG_D1_R1_0184,383,BG_D1_R1_0184,D1R1OBS_000383_0009,matched_existing_track,7.094518,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000383_BG_D1_R1_0190,383,BG_D1_R1_0190,D1R1OBS_000383_0025,matched_existing_track,7.280354,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000383_BG_D1_R1_0186,383,BG_D1_R1_0186,D1R1OBS_000383_0013,matched_existing_track,7.685359,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000383_BG_D1_R1_0143,383,BG_D1_R1_0143,D1R1OBS_000383_0002,matched_existing_track,8.589194,9,9,1,1,static_background_supported,false,
BGASSOC_000383_BG_D1_R1_0180,383,BG_D1_R1_0180,D1R1OBS_000383_0010,matched_existing_track,8.613652,3,3,1,1,static_background_candidate,false,
BGASSOC_000383_BG_D1_R1_0179,383,BG_D1_R1_0179,D1R1OBS_000383_0008,matched_existing_track,8.96107,3,3,1,1,static_background_candidate,false,
BGASSOC_000383_BG_D1_R1_0177,383,BG_D1_R1_0177,D1R1OBS_000383_0028,matched_existing_track,9.132806,3,3,1,1,static_background_candidate,false,
BGASSOC_000383_BG_D1_R1_0178,383,BG_D1_R1_0178,D1R1OBS_000383_0004,matched_existing_track,9.693117,3,3,1,1,static_background_candidate,false,
BGASSOC_000383_BG_D1_R1_0191,383,BG_D1_R1_0191,D1R1OBS_000383_0001,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000383_BG_D1_R1_0192,383,BG_D1_R1_0192,D1R1OBS_000383_0005,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000383_BG_D1_R1_0193,383,BG_D1_R1_0193,D1R1OBS_000383_0007,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000383_BG_D1_R1_0194,383,BG_D1_R1_0194,D1R1OBS_000383_0012,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000383_BG_D1_R1_0195,383,BG_D1_R1_0195,D1R1OBS_000383_0019,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000383_BG_D1_R1_0196,383,BG_D1_R1_0196,D1R1OBS_000383_0021,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000384_BG_D1_R1_0178,384,BG_D1_R1_0178,D1R1OBS_000384_0005,matched_existing_track,4.070399,4,4,1,1,static_background_candidate,false,
BGASSOC_000384_BG_D1_R1_0177,384,BG_D1_R1_0177,D1R1OBS_000384_0034,matched_existing_track,4.34308,4,4,1,1,static_background_candidate,false,
BGASSOC_000384_BG_D1_R1_0196,384,BG_D1_R1_0196,D1R1OBS_000384_0023,matched_existing_track,5.770347,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000384_BG_D1_R1_0195,384,BG_D1_R1_0195,D1R1OBS_000384_0022,matched_existing_track,5.873246,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000384_BG_D1_R1_0194,384,BG_D1_R1_0194,D1R1OBS_000384_0014,matched_existing_track,6.16872,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000384_BG_D1_R1_0193,384,BG_D1_R1_0193,D1R1OBS_000384_0009,matched_existing_track,6.533712,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000384_BG_D1_R1_0189,384,BG_D1_R1_0189,D1R1OBS_000384_0021,matched_existing_track,6.79949,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000384_BG_D1_R1_0191,384,BG_D1_R1_0191,D1R1OBS_000384_0001,matched_existing_track,6.927196,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000384_BG_D1_R1_0164,384,BG_D1_R1_0164,D1R1OBS_000384_0003,matched_existing_track,7.509566,3,3,1,1,static_background_candidate,false,
BGASSOC_000384_BG_D1_R1_0170,384,BG_D1_R1_0170,D1R1OBS_000384_0008,matched_existing_track,8.407934,5,5,1,1,static_background_supported,false,
BGASSOC_000384_BG_D1_R1_0127,384,BG_D1_R1_0127,D1R1OBS_000384_0002,matched_existing_track,8.654189,10,10,1,1,static_background_supported,false,
BGASSOC_000384_BG_D1_R1_0185,384,BG_D1_R1_0185,D1R1OBS_000384_0011,matched_existing_track,8.831944,3,3,1,1,static_background_candidate,false,
BGASSOC_000384_BG_D1_R1_0160,384,BG_D1_R1_0160,D1R1OBS_000384_0033,matched_existing_track,9.421948,5,5,1,1,static_background_supported,false,
BGASSOC_000384_BG_D1_R1_0190,384,BG_D1_R1_0190,D1R1OBS_000384_0030,matched_existing_track,9.950329,3,3,1,1,static_background_candidate,false,
BGASSOC_000384_BG_D1_R1_0197,384,BG_D1_R1_0197,D1R1OBS_000384_0004,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000384_BG_D1_R1_0198,384,BG_D1_R1_0198,D1R1OBS_000384_0010,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000384_BG_D1_R1_0199,384,BG_D1_R1_0199,D1R1OBS_000384_0012,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000384_BG_D1_R1_0200,384,BG_D1_R1_0200,D1R1OBS_000384_0013,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000384_BG_D1_R1_0201,384,BG_D1_R1_0201,D1R1OBS_000384_0016,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000384_BG_D1_R1_0202,384,BG_D1_R1_0202,D1R1OBS_000384_0017,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000384_BG_D1_R1_0203,384,BG_D1_R1_0203,D1R1OBS_000384_0031,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000384_BG_D1_R1_0204,384,BG_D1_R1_0204,D1R1OBS_000384_0032,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000384_BG_D1_R1_0205,384,BG_D1_R1_0205,D1R1OBS_000384_0035,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000384_BG_D1_R1_0206,384,BG_D1_R1_0206,D1R1OBS_000384_0036,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000385_BG_D1_R1_0201,385,BG_D1_R1_0201,D1R1OBS_000385_0012,matched_existing_track,2.465425,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000385_BG_D1_R1_0164,385,BG_D1_R1_0164,D1R1OBS_000385_0002,matched_existing_track,2.929395,4,4,1,1,static_background_candidate,false,
BGASSOC_000385_BG_D1_R1_0203,385,BG_D1_R1_0203,D1R1OBS_000385_0025,matched_existing_track,4.044883,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000385_BG_D1_R1_0206,385,BG_D1_R1_0206,D1R1OBS_000385_0026,matched_existing_track,4.48838,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000385_BG_D1_R1_0182,385,BG_D1_R1_0182,D1R1OBS_000385_0005,matched_existing_track,4.98032,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000385_BG_D1_R1_0197,385,BG_D1_R1_0197,D1R1OBS_000385_0004,matched_existing_track,5.480792,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000385_BG_D1_R1_0199,385,BG_D1_R1_0199,D1R1OBS_000385_0011,matched_existing_track,6.356867,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000385_BG_D1_R1_0143,385,BG_D1_R1_0143,D1R1OBS_000385_0001,matched_existing_track,6.404499,10,10,1,1,static_background_supported,false,
BGASSOC_000385_BG_D1_R1_0198,385,BG_D1_R1_0198,D1R1OBS_000385_0010,matched_existing_track,6.459951,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000385_BG_D1_R1_0179,385,BG_D1_R1_0179,D1R1OBS_000385_0008,matched_existing_track,7.244609,4,4,1,1,static_background_candidate,false,
BGASSOC_000385_BG_D1_R1_0177,385,BG_D1_R1_0177,D1R1OBS_000385_0024,matched_existing_track,8.514397,5,5,1,1,static_background_supported,false,
BGASSOC_000385_BG_D1_R1_0195,385,BG_D1_R1_0195,D1R1OBS_000385_0017,matched_existing_track,9.155582,3,3,1,1,static_background_candidate,false,
BGASSOC_000385_BG_D1_R1_0193,385,BG_D1_R1_0193,D1R1OBS_000385_0009,matched_existing_track,9.430061,3,3,1,1,static_background_candidate,false,
BGASSOC_000385_BG_D1_R1_0196,385,BG_D1_R1_0196,D1R1OBS_000385_0018,matched_existing_track,9.464866,3,3,1,1,static_background_candidate,false,
BGASSOC_000385_BG_D1_R1_0207,385,BG_D1_R1_0207,D1R1OBS_000385_0003,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000385_BG_D1_R1_0208,385,BG_D1_R1_0208,D1R1OBS_000385_0006,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000385_BG_D1_R1_0209,385,BG_D1_R1_0209,D1R1OBS_000385_0007,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000385_BG_D1_R1_0210,385,BG_D1_R1_0210,D1R1OBS_000385_0013,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000385_BG_D1_R1_0211,385,BG_D1_R1_0211,D1R1OBS_000385_0023,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000386_BG_D1_R1_0181,386,BG_D1_R1_0181,D1R1OBS_000386_0013,matched_existing_track,1.372452,3,3,1,1,static_background_candidate,false,
BGASSOC_000386_BG_D1_R1_0209,386,BG_D1_R1_0209,D1R1OBS_000386_0004,matched_existing_track,2.436666,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000386_BG_D1_R1_0177,386,BG_D1_R1_0177,D1R1OBS_000386_0034,matched_existing_track,2.634283,6,6,1,1,static_background_supported,false,
BGASSOC_000386_BG_D1_R1_0211,386,BG_D1_R1_0211,D1R1OBS_000386_0032,matched_existing_track,4.176849,2,2,1,1,background_recurrence_candidate,false,
