response_thread_id,scene,extraction_profile,start_sar_frame,end_sar_frame,duration_frames,component_count,branch_count,gap_count,azimuth_center_start,azimuth_center_end,radial_center_start,radial_center_end,azimuth_drift,radial_drift_px,mean_local_contrast,max_local_contrast,integrated_excess,shape_stability,temporal_continuity,static_clutter_likelihood,matched_control_available_ratio,mean_spatial_control_ratio,mean_temporal_control_ratio,dynamic_response_status,component_ids
WGV33D_THREAD_001462,GM_RM011,main,266,268,3,2,0,1,32.0106,33.5008,158,162,1.4902,4,4.990885,5.873047,3250.000084,0.833333,0.5,0.023064,1,1.762097,2.255113,transient_unlinked,WGV33D_MAIN_F0266_C011103;WGV33D_MAIN_F0268_C011244
WGV33D_THREAD_001463,GM_RM011,main,267,315,49,30,30,24,-40.5032,11.5284,209.8998,166,52.0316,-43.8998,3.462269,4.809896,127752.999738,0.672697,0.5,0.109748,1,1.601536,1.922929,dynamic_local_response_supported,WGV33D_MAIN_F0267_C011138;WGV33D_MAIN_F0269_C011277;WGV33D_MAIN_F0271_C011421;WGV33D_MAIN_F0273_C011561;WGV33D_MAIN_F0275_C011704;WGV33D_MAIN_F0277_C011847;WGV33D_MAIN_F0279_C011976;WGV33D_MAIN_F0277_C011848;WGV33D_MAIN_F0281_C012122;WGV33D_MAIN_F0283_C012246;WGV33D_MAIN_F0285_C012375;WGV33D_MAIN_F0287_C012514;WGV33D_MAIN_F0287_C012511;WGV33D_MAIN_F0289_C012652;WGV33D_MAIN_F0289_C012650;WGV33D_MAIN_F0291_C012788;WGV33D_MAIN_F0293_C012933;WGV33D_MAIN_F0295_C013053;WGV33D_MAIN_F0291_C012790;WGV33D_MAIN_F0297_C013199;WGV33D_MAIN_F0299_C013321;WGV33D_MAIN_F0301_C013427;WGV33D_MAIN_F0303_C013553;WGV33D_MAIN_F0305_C013655;WGV33D_MAIN_F0303_C013555;WGV33D_MAIN_F0307_C013759;WGV33D_MAIN_F0309_C013869;WGV33D_MAIN_F0311_C013977;WGV33D_MAIN_F0313_C014099;WGV33D_MAIN_F0315_C014210
WGV33D_THREAD_001464,GM_RM011,main,267,267,1,1,1,0,-28.1683,-28.1683,349.9317,349.9317,0,0,2.693359,2.693359,4990.000149,1,0,0.008268,1,1.120197,2.052082,transient_unlinked,WGV33D_MAIN_F0267_C011144
WGV33D_THREAD_001465,GM_RM011,main,267,267,1,1,1,0,-22.4754,-22.4754,62,62,0,0,4.108073,4.108073,937.500015,1,0,0.098346,1,1.933255,2.309091,transient_unlinked,WGV33D_MAIN_F0267_C011146
WGV33D_THREAD_001466,GM_RM011,main,267,285,19,11,11,9,-13.9689,2.9865,138,135.9358,16.9554,-2.0642,3.180221,4.100586,35092.499985,0.72467,0.5,0.046451,1,1.373442,1.925075,dynamic_local_response_supported,WGV33D_MAIN_F0267_C011149;WGV33D_MAIN_F0269_C011289;WGV33D_MAIN_F0271_C011434;WGV33D_MAIN_F0273_C011574;WGV33D_MAIN_F0275_C011717;WGV33D_MAIN_F0277_C011858;WGV33D_MAIN_F0279_C011985;WGV33D_MAIN_F0277_C011854;WGV33D_MAIN_F0281_C012135;WGV33D_MAIN_F0283_C012255;WGV33D_MAIN_F0285_C012387
WGV33D_THREAD_001467,GM_RM011,main,267,267,1,1,1,0,0.5,0.5,211.9936,211.9936,0,0,2.946289,2.946289,1878.5,1,0,0.017624,1,1.173593,1.408546,transient_unlinked,WGV33D_MAIN_F0267_C011158
WGV33D_THREAD_001468,GM_RM011,main,267,267,1,1,1,0,15.0088,15.0088,106,106,0,0,3.354492,3.354492,1230.000015,1,0,0.05483,1,1.563294,1.708333,transient_unlinked,WGV33D_MAIN_F0267_C011165
WGV33D_THREAD_001469,GM_RM011,main,267,271,5,3,3,2,15.8137,17.5,263.3456,267.9533,1.6863,4.6077,3.119249,3.265625,9633.500054,0.849779,0.5,0.015811,1,1.173906,1.70379,dynamic_local_response_mixed,WGV33D_MAIN_F0267_C011167;WGV33D_MAIN_F0269_C011304;WGV33D_MAIN_F0271_C011447
WGV33D_THREAD_001470,GM_RM011,main,267,271,5,3,3,2,19.5263,15.4477,290,287.2067,-4.0786,-2.7933,2.847765,2.96582,10148.999939,0.849779,0.5,0.009574,1,1.416218,1.950576,dynamic_local_response_supported,WGV33D_MAIN_F0267_C011170;WGV33D_MAIN_F0269_C011305;WGV33D_MAIN_F0271_C011445
WGV33D_THREAD_001471,GM_RM011,main,268,268,1,1,1,0,-33.9936,-33.9936,375.9745,375.9745,0,0,2.926758,2.926758,3714.999878,1,0,0.008486,1,1.090341,1.289365,transient_unlinked,WGV33D_MAIN_F0268_C011213
WGV33D_THREAD_001472,GM_RM011,main,268,268,1,1,1,0,-30.0147,-30.0147,426,426,0,0,3.625,3.625,3841.499977,1,0,0.005222,1,1.288835,1.757321,transient_unlinked,WGV33D_MAIN_F0268_C011215
WGV33D_THREAD_001473,GM_RM011,main,268,268,1,1,1,0,-14.9931,-14.9931,94,94,0,0,3.099609,3.099609,772.999981,1,0,0.043081,1,1.130787,2.344879,transient_unlinked,WGV33D_MAIN_F0268_C011221
WGV33D_THREAD_001474,GM_RM011,main,268,286,19,10,10,9,-12.4918,3.5036,138,134.9951,15.9954,-3.0049,3.420975,4.122656,36561.500207,0.733304,0.5,0.047769,1,1.501344,1.802812,dynamic_local_response_supported,WGV33D_MAIN_F0268_C011223;WGV33D_MAIN_F0270_C011368;WGV33D_MAIN_F0272_C011505;WGV33D_MAIN_F0274_C011643;WGV33D_MAIN_F0276_C011791;WGV33D_MAIN_F0278_C011919;WGV33D_MAIN_F0280_C012060;WGV33D_MAIN_F0282_C012197;WGV33D_MAIN_F0284_C012322;WGV33D_MAIN_F0286_C012452
WGV33D_THREAD_001475,GM_RM011,main,268,268,1,1,1,0,6.9915,6.9915,306,306,0,0,4.345703,4.345703,2655.999969,1,0,0.00718,1,1.471382,2.12713,transient_unlinked,WGV33D_MAIN_F0268_C011232
WGV33D_THREAD_001476,GM_RM011,main,268,268,1,1,1,0,10.02,10.02,74.9038,74.9038,0,0,2.705078,2.705078,1289.000046,1,0,0.035901,1,1.387384,1.617342,transient_unlinked,WGV33D_MAIN_F0268_C011233
WGV33D_THREAD_001477,GM_RM011,main,268,268,1,1,1,0,13.4721,13.4721,283.282,283.282,0,0,2.759115,2.759115,3344.499954,1,0,0.017406,1,1.157716,1.624757,transient_unlinked,WGV33D_MAIN_F0268_C011237
WGV33D_THREAD_001478,GM_RM011,main,268,268,1,1,1,0,16.0891,16.0891,265.2251,265.2251,0,0,2.603125,2.603125,5815.999931,1,0,0.015405,1,1.183969,1.551176,transient_unlinked,WGV33D_MAIN_F0268_C011239
WGV33D_THREAD_001479,GM_RM011,main,268,268,1,1,1,0,41.9796,41.9796,170,170,0,0,4.412109,4.412109,1612.499962,1,0,0.00718,1,1.50353,2.301402,transient_unlinked,WGV33D_MAIN_F0268_C011246
WGV33D_THREAD_001480,GM_RM011,main,268,268,1,1,1,0,47.0047,47.0047,130,130,0,0,4.71875,4.71875,1197.5,1,0,0.010444,1,1.378726,2.46368,transient_unlinked,WGV33D_MAIN_F0268_C011247
WGV33D_THREAD_001481,GM_RM011,main,269,355,87,215,214,0,-59.2665,32.9262,185.1913,118,92.1927,-67.1913,3.561853,6.102149,1251264.500832,0.601292,1,0.040145,1,1.463096,2.836474,dynamic_local_response_mixed,WGV33D_MAIN_F0269_C011274;WGV33D_MAIN_F0271_C011417;WGV33D_MAIN_F0273_C011556;WGV33D_MAIN_F0273_C011557;WGV33D_MAIN_F0275_C011699;WGV33D_MAIN_F0277_C011842;WGV33D_MAIN_F0279_C011968;WGV33D_MAIN_F0281_C012117;WGV33D_MAIN_F0283_C012243;WGV33D_MAIN_F0285_C012372;WGV33D_MAIN_F0287_C012506;WGV33D_MAIN_F0289_C012644;WGV33D_MAIN_F0291_C012784;WGV33D_MAIN_F0291_C012783;WGV33D_MAIN_F0293_C012927;WGV33D_MAIN_F0295_C013048;WGV33D_MAIN_F0295_C013049;WGV33D_MAIN_F0294_C012984;WGV33D_MAIN_F0297_C013191;WGV33D_MAIN_F0292_C012852;WGV33D_MAIN_F0296_C013122;WGV33D_MAIN_F0299_C013316;WGV33D_MAIN_F0290_C012711;WGV33D_MAIN_F0298_C013256;WGV33D_MAIN_F0301_C013422;WGV33D_MAIN_F0288_C012576;WGV33D_MAIN_F0300_C013370;WGV33D_MAIN_F0303_C013548;WGV33D_MAIN_F0286_C012433;WGV33D_MAIN_F0302_C013481;WGV33D_MAIN_F0305_C013650;WGV33D_MAIN_F0284_C012303;WGV33D_MAIN_F0304_C013597;WGV33D_MAIN_F0307_C013754;WGV33D_MAIN_F0282_C012182;WGV33D_MAIN_F0306_C013702;WGV33D_MAIN_F0309_C013861;WGV33D_MAIN_F0309_C013859;WGV33D_MAIN_F0280_C012045;WGV33D_MAIN_F0308_C013811;WGV33D_MAIN_F0308_C013809;WGV33D_MAIN_F0311_C013972;WGV33D_MAIN_F0310_C013908;WGV33D_MAIN_F0311_C013969;WGV33D_MAIN_F0311_C013970;WGV33D_MAIN_F0279_C011970;WGV33D_MAIN_F0278_C011906;WGV33D_MAIN_F0310_C013911;WGV33D_MAIN_F0310_C013913;WGV33D_MAIN_F0313_C014090;WGV33D_MAIN_F0310_C013915;WGV33D_MAIN_F0308_C013807;WGV33D_MAIN_F0312_C014021;WGV33D_MAIN_F0313_C014086;WGV33D_MAIN_F0313_C014083;WGV33D_MAIN_F0276_C011773;WGV33D_MAIN_F0308_C013814;WGV33D_MAIN_F0312_C014028;WGV33D_MAIN_F0315_C014204;WGV33D_MAIN_F0315_C014203;WGV33D_MAIN_F0312_C014031;WGV33D_MAIN_F0306_C013698;WGV33D_MAIN_F0306_C013699;WGV33D_MAIN_F0314_C014142;WGV33D_MAIN_F0315_C014199;WGV33D_MAIN_F0274_C011623;WGV33D_MAIN_F0314_C014148;WGV33D_MAIN_F0314_C014146;WGV33D_MAIN_F0313_C014092;WGV33D_MAIN_F0317_C014310;WGV33D_MAIN_F0317_C014311;WGV33D_MAIN_F0314_C014150;WGV33D_MAIN_F0316_C014252;WGV33D_MAIN_F0316_C014256;WGV33D_MAIN_F0317_C014308;WGV33D_MAIN_F0272_C011482;WGV33D_MAIN_F0316_C014260;WGV33D_MAIN_F0316_C014259;WGV33D_MAIN_F0315_C014205;WGV33D_MAIN_F0319_C014418;WGV33D_MAIN_F0319_C014419;WGV33D_MAIN_F0314_C014138;WGV33D_MAIN_F0318_C014354;WGV33D_MAIN_F0318_C014357;WGV33D_MAIN_F0319_C014414;WGV33D_MAIN_F0274_C011624;WGV33D_MAIN_F0270_C011349;WGV33D_MAIN_F0318_C014365;WGV33D_MAIN_F0318_C014364;WGV33D_MAIN_F0318_C014360;WGV33D_MAIN_F0321_C014519;WGV33D_MAIN_F0317_C014313;WGV33D_MAIN_F0321_C014520;WGV33D_MAIN_F0312_C014017;WGV33D_MAIN_F0320_C014465;WGV33D_MAIN_F0320_C014469;WGV33D_MAIN_F0321_C014517;WGV33D_MAIN_F0320_C014473;WGV33D_MAIN_F0320_C014472;WGV33D_MAIN_F0320_C014471;WGV33D_MAIN_F0323_C014611;WGV33D_MAIN_F0323_C014613;WGV33D_MAIN_F0310_C013906;WGV33D_MAIN_F0322_C014559;WGV33D_MAIN_F0322_C014562;WGV33D_MAIN_F0323_C014608;WGV33D_MAIN_F0322_C014566;WGV33D_MAIN_F0322_C014565;WGV33D_MAIN_F0325_C014700;WGV33D_MAIN_F0325_C014702;WGV33D_MAIN_F0308_C013805;WGV33D_MAIN_F0324_C014648;WGV33D_MAIN_F0324_C014652;WGV33D_MAIN_F0324_C014653;WGV33D_MAIN_F0325_C014693;WGV33D_MAIN_F0325_C014697;WGV33D_MAIN_F0324_C014660;WGV33D_MAIN_F0324_C014656;WGV33D_MAIN_F0324_C014657;WGV33D_MAIN_F0327_C014798;WGV33D_MAIN_F0327_C014800;WGV33D_MAIN_F0327_C014801;WGV33D_MAIN_F0326_C014745;WGV33D_MAIN_F0326_C014749;WGV33D_MAIN_F0326_C014750;WGV33D_MAIN_F0327_C014793;WGV33D_MAIN_F0323_C014605;WGV33D_MAIN_F0327_C014794;WGV33D_MAIN_F0326_C014754;WGV33D_MAIN_F0326_C014753;WGV33D_MAIN_F0329_C014887;WGV33D_MAIN_F0329_C014890;WGV33D_MAIN_F0329_C014889;WGV33D_MAIN_F0329_C014891;WGV33D_MAIN_F0328_C014834;WGV33D_MAIN_F0328_C014836;WGV33D_MAIN_F0329_C014884;WGV33D_MAIN_F0321_C014513;WGV33D_MAIN_F0328_C014842;WGV33D_MAIN_F0324_C014661;WGV33D_MAIN_F0328_C014838;WGV33D_MAIN_F0331_C014970;WGV33D_MAIN_F0331_C014968;WGV33D_MAIN_F0331_C014973;WGV33D_MAIN_F0331_C014972;WGV33D_MAIN_F0331_C014974;WGV33D_MAIN_F0330_C014926;WGV33D_MAIN_F0319_C014408;WGV33D_MAIN_F0330_C014932;WGV33D_MAIN_F0330_C014934;WGV33D_MAIN_F0332_C015014;WGV33D_MAIN_F0333_C015065;WGV33D_MAIN_F0333_C015069;WGV33D_MAIN_F0333_C015068;WGV33D_MAIN_F0333_C015066;WGV33D_MAIN_F0333_C015070;WGV33D_MAIN_F0317_C014304;WGV33D_MAIN_F0332_C015020;WGV33D_MAIN_F0332_C015021;WGV33D_MAIN_F0335_C015160;WGV33D_MAIN_F0335_C015159;WGV33D_MAIN_F0335_C015161;WGV33D_MAIN_F0315_C014196;WGV33D_MAIN_F0334_C015115;WGV33D_MAIN_F0334_C015114;WGV33D_MAIN_F0334_C015116;WGV33D_MAIN_F0337_C015251;WGV33D_MAIN_F0337_C015253;WGV33D_MAIN_F0313_C014081;WGV33D_MAIN_F0336_C015199;WGV33D_MAIN_F0332_C015019;WGV33D_MAIN_F0336_C015202;WGV33D_MAIN_F0339_C015338;WGV33D_MAIN_F0339_C015340;WGV33D_MAIN_F0311_C013967;WGV33D_MAIN_F0338_C015290;WGV33D_MAIN_F0330_C014931;WGV33D_MAIN_F0338_C015292;WGV33D_MAIN_F0341_C015428;WGV33D_MAIN_F0341_C015429;WGV33D_MAIN_F0309_C013857;WGV33D_MAIN_F0340_C015378;WGV33D_MAIN_F0332_C015018;WGV33D_MAIN_F0340_C015379;WGV33D_MAIN_F0343_C015529;WGV33D_MAIN_F0343_C015528;WGV33D_MAIN_F0343_C015530;WGV33D_MAIN_F0307_C013749;WGV33D_MAIN_F0342_C015477;WGV33D_MAIN_F0342_C015478;WGV33D_MAIN_F0345_C015623;WGV33D_MAIN_F0344_C015578;WGV33D_MAIN_F0345_C015624;WGV33D_MAIN_F0305_C013643;WGV33D_MAIN_F0344_C015579;WGV33D_MAIN_F0347_C015722;WGV33D_MAIN_F0346_C015671;WGV33D_MAIN_F0347_C015723;WGV33D_MAIN_F0303_C013543;WGV33D_MAIN_F0349_C015811;WGV33D_MAIN_F0348_C015765;WGV33D_MAIN_F0349_C015812;WGV33D_MAIN_F0301_C013417;WGV33D_MAIN_F0351_C015903;WGV33D_MAIN_F0350_C015856;WGV33D_MAIN_F0351_C015904;WGV33D_MAIN_F0299_C013314;WGV33D_MAIN_F0353_C015980;WGV33D_MAIN_F0353_C015979;WGV33D_MAIN_F0352_C015943;WGV33D_MAIN_F0297_C013187;WGV33D_MAIN_F0355_C016055;WGV33D_MAIN_F0350_C015857;WGV33D_MAIN_F0354_C016016;WGV33D_MAIN_F0352_C015944
WGV33D_THREAD_001482,GM_RM011,main,269,273,5,3,3,2,-33.0166,-32.0052,377.0172,372.0147,1.0114,-5.0025,2.623698,2.751953,18876.500122,0.886081,0.5,0.008232,1,1.41451,2.262685,dynamic_local_response_supported,WGV33D_MAIN_F0269_C011278;WGV33D_MAIN_F0271_C011422;WGV33D_MAIN_F0273_C011562
WGV33D_THREAD_001483,GM_RM011,main,269,275,7,5,5,3,-14.7768,-7.1712,93.4208,88.7487,7.6056,-4.6721,2.992018,3.158203,9470.000188,0.77227,0.5,0.048068,1,1.306601,3.625148,dynamic_local_response_supported,WGV33D_MAIN_F0269_C011285;WGV33D_MAIN_F0271_C011430;WGV33D_MAIN_F0273_C011571;WGV33D_MAIN_F0275_C011716;WGV33D_MAIN_F0275_C011712
WGV33D_THREAD_001484,GM_RM011,main,269,271,3,2,2,1,42.5,44.0103,172.0493,178,1.5103,5.9507,5.594727,6.414062,2889.499908,1,0.5,0.006854,1,1.690436,2.484382,transient_unlinked,WGV33D_MAIN_F0269_C011310;WGV33D_MAIN_F0271_C011452
WGV33D_THREAD_001485,GM_RM011,main,270,290,21,12,8,9,-54.4676,-44.5,376.0583,327.9405,9.9676,-48.1178,3.453331,4.017578,51682.499787,0.710692,0.55,0.003476,1,1.205409,2.426648,dynamic_local_response_supported,WGV33D_MAIN_F0270_C011350;WGV33D_MAIN_F0272_C011483;WGV33D_MAIN_F0274_C011625;WGV33D_MAIN_F0275_C011700;WGV33D_MAIN_F0277_C011843;WGV33D_MAIN_F0279_C011971;WGV33D_MAIN_F0281_C012118;WGV33D_MAIN_F0283_C012244;WGV33D_MAIN_F0284_C012305;WGV33D_MAIN_F0286_C012434;WGV33D_MAIN_F0288_C012577;WGV33D_MAIN_F0290_C012713
WGV33D_THREAD_001486,GM_RM011,main,270,272,3,3,3,1,-33.8276,-33.0177,395.3851,402,0.8099,6.6149,2.784017,3.025879,16865.499592,0.876101,0.5,0.00515,1,1.206131,2.108409,dynamic_local_response_mixed,WGV33D_MAIN_F0270_C011354;WGV33D_MAIN_F0272_C011489;WGV33D_MAIN_F0270_C011355
WGV33D_THREAD_001487,GM_RM011,main,270,270,1,1,1,0,-21.0161,-21.0161,174,174,0,0,4.393555,4.393555,969.500023,1,0,0.12859,1,1.539445,1.579567,transient_unlinked,WGV33D_MAIN_F0270_C011362
WGV33D_THREAD_001488,GM_RM011,main,270,272,3,4,4,1,-16.012,-7.0316,174,166,8.9804,-8,3.874878,5.264648,5432.000069,0.796733,0.5,0.089535,1,1.275832,1.000497,dynamic_local_response_mixed,WGV33D_MAIN_F0270_C011365;WGV33D_MAIN_F0272_C011501;WGV33D_MAIN_F0270_C011369;WGV33D_MAIN_F0272_C011507
WGV33D_THREAD_001489,GM_RM011,main,270,272,3,2,2,1,-4.0998,-0.5452,207.1126,206,3.5546,-1.1126,4.118676,4.602865,8439.500187,0.714286,0.5,0.01868,1,1.817314,1.652618,transient_unlinked,WGV33D_MAIN_F0270_C011371;WGV33D_MAIN_F0272_C011510
WGV33D_THREAD_001490,GM_RM011,main,270,270,1,1,1,0,16.9847,16.9847,182,182,0,0,6.697266,6.697266,989.499985,1,0,0.08812,1,1.317695,0.774761,transient_unlinked,WGV33D_MAIN_F0270_C011381
WGV33D_THREAD_001491,GM_RM011,main,270,270,1,1,0,0,32.0125,32.0125,78,78,0,0,3.49707,3.49707,373.999985,1,0,0.060052,1,1.173431,1.613712,transient_unlinked,WGV33D_MAIN_F0270_C011385
WGV33D_THREAD_001492,GM_RM011,main,271,271,1,1,1,0,-38.8181,-38.8181,340.6401,340.6401,0,0,2.632161,2.632161,4218.999985,1,0,0.004787,1,1.216835,1.715076,transient_unlinked,WGV33D_MAIN_F0271_C011420
WGV33D_THREAD_001493,GM_RM011,main,271,271,1,1,1,0,-33.1332,-33.1332,400.7333,400.7333,0,0,3.963542,3.963542,5654.500217,1,0,0.006963,1,1.168572,2.269344,transient_unlinked,WGV33D_MAIN_F0271_C011423
WGV33D_THREAD_001494,GM_RM011,main,271,271,1,1,1,0,-11.0296,-11.0296,186,186,0,0,6.714844,6.714844,1052.500015,1,0,0.099217,1,1.082136,1.32882,transient_unlinked,WGV33D_MAIN_F0271_C011433
WGV33D_THREAD_001495,GM_RM011,main,271,279,9,5,5,4,-8.9665,-3.519,166,170,5.4475,4,4.089714,7.261719,9066.500046,0.714816,0.5,0.086467,1,1.17508,1.231336,dynamic_local_response_mixed,WGV33D_MAIN_F0271_C011435;WGV33D_MAIN_F0273_C011575;WGV33D_MAIN_F0275_C011715;WGV33D_MAIN_F0277_C011859;WGV33D_MAIN_F0279_C011992
WGV33D_THREAD_001496,GM_RM011,main,272,274,3,2,2,1,-41.4888,-39.5167,175.9651,171.336,1.9721,-4.6291,3.356038,3.361979,4136.499897,0.875,0.5,0.012402,1,1.543079,2.750387,transient_unlinked,WGV33D_MAIN_F0272_C011485;WGV33D_MAIN_F0274_C011627
WGV33D_THREAD_001497,GM_RM011,main,272,272,1,1,1,0,-32.9865,-32.9865,374,374,0,0,3.243164,3.243164,3017.999966,1,0,0.011097,1,1.580042,2.460227,transient_unlinked,WGV33D_MAIN_F0272_C011490
WGV33D_THREAD_001498,GM_RM011,main,272,282,11,6,6,5,-14.9502,-5.5,246,240.1162,9.4502,-5.8838,7.443197,9.222656,13161.999878,0.765987,0.5,0.024333,1,1.798229,1.828594,dynamic_local_response_supported,WGV33D_MAIN_F0272_C011498;WGV33D_MAIN_F0274_C011638;WGV33D_MAIN_F0276_C011788;WGV33D_MAIN_F0278_C011920;WGV33D_MAIN_F0280_C012058;WGV33D_MAIN_F0282_C012195
WGV33D_THREAD_001499,GM_RM011,main,272,274,3,2,2,1,-11.9781,-8.9355,90,90,3.0426,0,3.144613,3.284831,4286.999939,0.833333,0.5,0.048901,1,1.664166,3.855485,transient_unlinked,WGV33D_MAIN_F0272_C011499;WGV33D_MAIN_F0274_C011641
WGV33D_THREAD_001500,GM_RM011,main,272,272,1,1,1,0,-11.0131,-11.0131,342,342,0,0,5.234375,5.234375,2960.000031,1,0,0.004569,1,1.845342,2.596518,transient_unlinked,WGV33D_MAIN_F0272_C011502
WGV33D_THREAD_001501,GM_RM011,main,272,272,1,1,1,0,-10.0002,-10.0002,186,186,0,0,4.775391,4.775391,875.500099,1,0,0.093342,1,1.275598,1.48046,transient_unlinked,WGV33D_MAIN_F0272_C011504
WGV33D_THREAD_001502,GM_RM011,main,272,272,1,1,1,0,4.9741,4.9741,214,214,0,0,2.803711,2.803711,1429.500053,1,0,0.020235,1,1.350457,1.678143,transient_unlinked,WGV33D_MAIN_F0272_C011512
WGV33D_THREAD_001503,GM_RM011,main,272,272,1,1,1,0,44.9796,44.9796,178,178,0,0,5.755859,5.755859,1006.500038,1,0,0.005875,1,1.862796,2.514852,transient_unlinked,WGV33D_MAIN_F0272_C011521
WGV33D_THREAD_001504,GM_RM011,main,273,273,1,1,1,0,-40.4904,-40.4904,175.3117,175.3117,0,0,3.606771,3.606771,1949.000008,1,0,0.012185,1,1.650815,2.979435,transient_unlinked,WGV33D_MAIN_F0273_C011560
WGV33D_THREAD_001505,GM_RM011,main,273,279,7,4,4,3,-17.4889,-9.9146,170,169.1246,7.5743,-0.8754,3.506771,4.335938,5985.99981,0.748895,0.5,0.108203,1,1.62661,1.844193,dynamic_local_response_supported,WGV33D_MAIN_F0273_C011568;WGV33D_MAIN_F0275_C011710;WGV33D_MAIN_F0277_C011853;WGV33D_MAIN_F0279_C011986
WGV33D_THREAD_001506,GM_RM011,main,273,281,9,5,5,4,-13.9725,-6.521,246,242,7.4515,-4,6.471419,7.658854,13922.999959,0.825888,0.5,0.025087,1,1.799861,2.063794,dynamic_local_response_supported,WGV33D_MAIN_F0273_C011570;WGV33D_MAIN_F0275_C011711;WGV33D_MAIN_F0277_C011855;WGV33D_MAIN_F0279_C011988;WGV33D_MAIN_F0281_C012134
WGV33D_THREAD_001507,GM_RM011,main,273,273,1,1,0,0,-10.0312,-10.0312,342,342,0,0,4.699219,4.699219,3285.999939,1,0,0.005222,1,1.607618,3.159698,transient_unlinked,WGV33D_MAIN_F0273_C011572
WGV33D_THREAD_001508,GM_RM011,main,273,277,5,4,4,2,16.5178,16.0035,146,138,-0.5143,-8,4.720134,6.639323,5076.499869,0.83861,0.5,0.040143,1,1.512229,3.4061,dynamic_local_response_supported,WGV33D_MAIN_F0273_C011587;WGV33D_MAIN_F0275_C011735;WGV33D_MAIN_F0275_C011731;WGV33D_MAIN_F0277_C011868
WGV33D_THREAD_001509,GM_RM011,main,273,275,3,2,2,1,24.0308,27.0168,126,130,2.986,4,3.339355,3.636719,1859.000023,1,0.5,0.014686,1,1.385463,3.697445,transient_unlinked,WGV33D_MAIN_F0273_C011590;WGV33D_MAIN_F0275_C011740
WGV33D_THREAD_001510,GM_RM011,main,274,278,5,3,3,2,-16.0109,-11.3159,170,169.0523,4.695,-0.9477,3.801367,4.925781,4436.499969,0.679623,0.5,0.10618,1,1.634673,1.73314,dynamic_local_response_supported,WGV33D_MAIN_F0274_C011636;WGV33D_MAIN_F0276_C011787;WGV33D_MAIN_F0278_C011918
WGV33D_THREAD_001511,GM_RM011,main,274,274,1,1,0,0,-15.0241,-15.0241,410,410,0,0,3.255859,3.255859,3879.000114,1,0,0.003916,1,1.566819,2.99203,transient_unlinked,WGV33D_MAIN_F0274_C011637
WGV33D_THREAD_001512,GM_RM011,main,274,274,1,1,1,0,-7.0213,-7.0213,388.0851,388.0851,0,0,5.001953,5.001953,3399.999886,1,0,0.009138,1,1.209201,3.686865,transient_unlinked,WGV33D_MAIN_F0274_C011642
WGV33D_THREAD_001513,GM_RM011,main,274,274,1,1,1,0,16.8284,16.8284,286.0277,286.0277,0,0,3.052083,3.052083,3496.499905,1,0,0.013925,1,1.239133,2.579084,transient_unlinked,WGV33D_MAIN_F0274_C011655
WGV33D_THREAD_001514,GM_RM011,main,274,274,1,1,1,0,18.4636,18.4636,146,146,0,0,7.0625,7.0625,2036.000092,1,0,0.047433,1,1.727393,3.998954,transient_unlinked,WGV33D_MAIN_F0274_C011656
WGV33D_THREAD_001515,GM_RM011,main,274,280,7,4,4,3,25.011,29.0471,282,290,4.0361,8,3.677734,4.149414,9126.000035,1,0.5,0.009465,1,1.411911,2.497314,dynamic_local_response_supported,WGV33D_MAIN_F0274_C011659;WGV33D_MAIN_F0276_C011807;WGV33D_MAIN_F0278_C011936;WGV33D_MAIN_F0280_C012079
WGV33D_THREAD_001516,GM_RM011,main,275,275,1,1,1,0,-59.0163,-59.0163,206,206,0,0,5.443359,5.443359,1789.499973,1,0,0.003264,1,1.838629,2.788859,transient_unlinked,WGV33D_MAIN_F0275_C011698
WGV33D_THREAD_001517,GM_RM011,main,275,275,1,1,1,0,-34.5177,-34.5177,346,346,0,0,2.96224,2.96224,4855.50029,1,0,0.006527,1,1.431244,3.191792,transient_unlinked,WGV33D_MAIN_F0275_C011703
WGV33D_THREAD_001518,GM_RM011,main,275,275,1,1,1,0,11.01,11.01,310,310,0,0,5.578125,5.578125,3082.999954,1,0,0.00718,1,1.552853,3.527488,transient_unlinked,WGV33D_MAIN_F0275_C011728
WGV33D_THREAD_001519,GM_RM011,main,275,275,1,1,1,0,12.1519,12.1519,79.3055,79.3055,0,0,2.789714,2.789714,749.999992,1,0,0.028721,1,1.346279,2.72133,transient_unlinked,WGV33D_MAIN_F0275_C011729
WGV33D_THREAD_001520,GM_RM011,main,275,275,1,1,1,0,20.9941,20.9941,275.0903,275.0903,0,0,2.850586,2.850586,4374,1,0,0.014034,1,1.271489,2.16448,transient_unlinked,WGV33D_MAIN_F0275_C011736
WGV33D_THREAD_001521,GM_RM011,main,275,293,19,12,12,9,32.9958,50.4768,80.0098,122,17.481,41.9902,3.689104,5.650391,36769.999817,0.615679,0.5,0.024576,1,1.32203,2.621848,dynamic_local_response_supported,WGV33D_MAIN_F0275_C011741;WGV33D_MAIN_F0277_C011876;WGV33D_MAIN_F0279_C012010;WGV33D_MAIN_F0281_C012149;WGV33D_MAIN_F0283_C012273;WGV33D_MAIN_F0285_C012400;WGV33D_MAIN_F0285_C012399;WGV33D_MAIN_F0287_C012541;WGV33D_MAIN_F0287_C012542;WGV33D_MAIN_F0289_C012676;WGV33D_MAIN_F0291_C012814;WGV33D_MAIN_F0293_C012956
