template_id,response_unit_id,sar_frame,template_family,template_axis,template_operation,delta_m,delta_px,region_pixel_count,energy_delta,inner_density_delta,outer_band_density_delta,component_count_delta,principal_axis_change_deg,scale_yaw_feasible_change,template_scope
R21B00101_T07,R21B00101,81,center_shift,azimuth,shift,-0.3,-10,285,-522.790463,-2.074565,0.518641,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T08,R21B00101,81,center_shift,azimuth,shift,0.3,10,285,-522.790463,-2.074565,0.518641,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T09,R21B00101,81,center_shift,range,shift,-0.45,-15,285,-661.5,-2.625,0.65625,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T10,R21B00101,81,center_shift,range,shift,0.45,15,285,-661.5,-2.625,0.65625,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T11,R21B00101,81,center_shift,azimuth,shift,-0.45,-15,285,-661.5,-2.625,0.65625,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T12,R21B00101,81,center_shift,azimuth,shift,0.45,15,285,-661.5,-2.625,0.65625,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T13,R21B00101,81,single_boundary_shift,range_min,move,-0.15,-5,369,3937.5,-0.875,0.21875,0,2.963665,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T14,R21B00101,81,single_boundary_shift,range_min,move,0.15,5,200,980,0.875,-0.21875,0,2.963665,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T15,R21B00101,81,single_boundary_shift,range_max,move,-0.15,-5,200,980,-0.875,0.21875,0,2.963665,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T16,R21B00101,81,single_boundary_shift,range_max,move,0.15,5,369,3937.5,0.875,-0.21875,0,2.963665,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T17,R21B00101,81,single_boundary_shift,azimuth_min,move,-0.15,-5,369,3937.5,-0.875,0.21875,0,2.963665,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T18,R21B00101,81,single_boundary_shift,azimuth_min,move,0.15,5,200,980,0.875,-0.21875,0,2.963665,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T19,R21B00101,81,single_boundary_shift,azimuth_max,move,-0.15,-5,200,980,-0.875,0.21875,0,2.963665,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T20,R21B00101,81,single_boundary_shift,azimuth_max,move,0.15,5,369,3937.5,0.875,-0.21875,0,2.963665,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T21,R21B00101,81,single_boundary_shift,range_min,move,-0.3,-10,453,5407.5,-0.875,0.21875,0,5.92733,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T22,R21B00101,81,single_boundary_shift,range_min,move,0.3,10,116,-490,0.875,-0.21875,0,5.92733,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T23,R21B00101,81,single_boundary_shift,range_max,move,-0.3,-10,116,-490,-0.875,0.21875,0,5.92733,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T24,R21B00101,81,single_boundary_shift,range_max,move,0.3,10,453,5407.5,0.875,-0.21875,0,5.92733,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T25,R21B00101,81,single_boundary_shift,azimuth_min,move,-0.3,-10,453,5407.5,-0.875,0.21875,0,5.92733,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T26,R21B00101,81,single_boundary_shift,azimuth_min,move,0.3,10,116,-490,0.875,-0.21875,0,5.92733,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T27,R21B00101,81,single_boundary_shift,azimuth_max,move,-0.3,-10,116,-490,-0.875,0.21875,0,5.92733,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T28,R21B00101,81,single_boundary_shift,azimuth_max,move,0.3,10,453,5407.5,0.875,-0.21875,0,5.92733,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T29,R21B00101,81,scale_resize,range,resize,-0.15,-5,200,980,-1.4,0.35,0,2.370932,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T30,R21B00101,81,scale_resize,range,resize,0.15,5,369,3937.5,1.4,-0.35,0,2.370932,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T31,R21B00101,81,scale_resize,azimuth,resize,-0.15,-5,200,980,-1.4,0.35,0,2.370932,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T32,R21B00101,81,scale_resize,azimuth,resize,0.15,5,369,3937.5,1.4,-0.35,0,2.370932,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T33,R21B00101,81,scale_resize,range,resize,-0.3,-10,116,-490,-1.4,0.35,0,4.741864,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T34,R21B00101,81,scale_resize,range,resize,0.3,10,453,5407.5,1.4,-0.35,0,4.741864,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T35,R21B00101,81,scale_resize,azimuth,resize,-0.3,-10,116,-490,-1.4,0.35,0,4.741864,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00101_T36,R21B00101,81,scale_resize,azimuth,resize,0.3,10,453,5407.5,1.4,-0.35,0,4.741864,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T01,R21B00102,81,center_shift,range,shift,-0.15,-5,1995,-484.283152,-0.256234,0.064059,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T02,R21B00102,81,center_shift,range,shift,0.15,5,1995,-484.283152,-0.256234,0.064059,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T03,R21B00102,81,center_shift,azimuth,shift,-0.15,-5,1995,-484.283152,-0.256234,0.064059,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T04,R21B00102,81,center_shift,azimuth,shift,0.15,5,1995,-484.283152,-0.256234,0.064059,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T05,R21B00102,81,center_shift,range,shift,-0.3,-10,1995,-968.566303,-0.512469,0.128117,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T06,R21B00102,81,center_shift,range,shift,0.3,10,1995,-968.566303,-0.512469,0.128117,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T07,R21B00102,81,center_shift,azimuth,shift,-0.3,-10,1995,-968.566303,-0.512469,0.128117,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T08,R21B00102,81,center_shift,azimuth,shift,0.3,10,1995,-968.566303,-0.512469,0.128117,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T09,R21B00102,81,center_shift,range,shift,-0.45,-15,1995,-1452.849455,-0.768703,0.192176,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T10,R21B00102,81,center_shift,range,shift,0.45,15,1995,-1452.849455,-0.768703,0.192176,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T11,R21B00102,81,center_shift,azimuth,shift,-0.45,-15,1995,-1452.849455,-0.768703,0.192176,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T12,R21B00102,81,center_shift,azimuth,shift,0.45,15,1995,-1452.849455,-0.768703,0.192176,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T13,R21B00102,81,single_boundary_shift,range_min,move,-0.15,-5,2224,13455.77037,-0.588102,0.147025,0,1.089244,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T14,R21B00102,81,single_boundary_shift,range_min,move,0.15,5,1765,8056.99537,0.588102,-0.147025,0,1.089244,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T15,R21B00102,81,single_boundary_shift,range_max,move,-0.15,-5,1765,8056.99537,-0.588102,0.147025,0,1.089244,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T16,R21B00102,81,single_boundary_shift,range_max,move,0.15,5,2224,13455.77037,0.588102,-0.147025,0,1.089244,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T17,R21B00102,81,single_boundary_shift,azimuth_min,move,-0.15,-5,2212,13314.625926,-0.588102,0.147025,0,1.089244,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T18,R21B00102,81,single_boundary_shift,azimuth_min,move,0.15,5,1777,8198.139815,0.588102,-0.147025,0,1.089244,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T19,R21B00102,81,single_boundary_shift,azimuth_max,move,-0.15,-5,1777,8198.139815,-0.588102,0.147025,0,1.089244,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T20,R21B00102,81,single_boundary_shift,azimuth_max,move,0.15,5,2212,13314.625926,0.588102,-0.147025,0,1.089244,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T21,R21B00102,81,single_boundary_shift,range_min,move,-0.3,-10,2454,16161.038889,-0.588102,0.147025,0,2.178487,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T22,R21B00102,81,single_boundary_shift,range_min,move,0.3,10,1536,5363.488889,0.588102,-0.147025,0,2.178487,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T23,R21B00102,81,single_boundary_shift,range_max,move,-0.3,-10,1536,5363.488889,-0.588102,0.147025,0,2.178487,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T24,R21B00102,81,single_boundary_shift,range_max,move,0.3,10,2454,16161.038889,0.588102,-0.147025,0,2.178487,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T25,R21B00102,81,single_boundary_shift,azimuth_min,move,-0.3,-10,2429,15866.987963,-0.588102,0.147025,0,2.178487,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T26,R21B00102,81,single_boundary_shift,azimuth_min,move,0.3,10,1560,5645.777778,0.588102,-0.147025,0,2.178487,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T27,R21B00102,81,single_boundary_shift,azimuth_max,move,-0.3,-10,1560,5645.777778,-0.588102,0.147025,0,2.178487,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T28,R21B00102,81,single_boundary_shift,azimuth_max,move,0.3,10,2429,15866.987963,0.588102,-0.147025,0,2.178487,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T29,R21B00102,81,scale_resize,range,resize,-0.15,-5,1765,8056.99537,-0.940963,0.235241,0,0.871395,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T30,R21B00102,81,scale_resize,range,resize,0.15,5,2224,13455.77037,0.940963,-0.235241,0,0.871395,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T31,R21B00102,81,scale_resize,azimuth,resize,-0.15,-5,1777,8198.139815,-0.940963,0.235241,0,0.871395,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T32,R21B00102,81,scale_resize,azimuth,resize,0.15,5,2212,13314.625926,0.940963,-0.235241,0,0.871395,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T33,R21B00102,81,scale_resize,range,resize,-0.3,-10,1536,5363.488889,-0.940963,0.235241,0,1.74279,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T34,R21B00102,81,scale_resize,range,resize,0.3,10,2454,16161.038889,0.940963,-0.235241,0,1.74279,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T35,R21B00102,81,scale_resize,azimuth,resize,-0.3,-10,1560,5645.777778,-0.940963,0.235241,0,1.74279,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00102_T36,R21B00102,81,scale_resize,azimuth,resize,0.3,10,2429,15866.987963,0.940963,-0.235241,0,1.74279,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T01,R21B00103,81,center_shift,range,shift,-0.15,-5,848,-166.921849,-0.264955,0.066239,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T02,R21B00103,81,center_shift,range,shift,0.15,5,848,-166.921849,-0.264955,0.066239,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T03,R21B00103,81,center_shift,azimuth,shift,-0.15,-5,848,-166.921849,-0.264955,0.066239,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T04,R21B00103,81,center_shift,azimuth,shift,0.15,5,848,-166.921849,-0.264955,0.066239,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T05,R21B00103,81,center_shift,range,shift,-0.3,-10,848,-333.843698,-0.529911,0.132478,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T06,R21B00103,81,center_shift,range,shift,0.3,10,848,-333.843698,-0.529911,0.132478,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T07,R21B00103,81,center_shift,azimuth,shift,-0.3,-10,848,-333.843698,-0.529911,0.132478,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T08,R21B00103,81,center_shift,azimuth,shift,0.3,10,848,-333.843698,-0.529911,0.132478,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T09,R21B00103,81,center_shift,range,shift,-0.45,-15,848,-500.765546,-0.794866,0.198716,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T10,R21B00103,81,center_shift,range,shift,0.45,15,848,-500.765546,-0.794866,0.198716,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T11,R21B00103,81,center_shift,azimuth,shift,-0.45,-15,848,-500.765546,-0.794866,0.198716,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T12,R21B00103,81,center_shift,azimuth,shift,0.45,15,848,-500.765546,-0.794866,0.198716,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T13,R21B00103,81,single_boundary_shift,range_min,move,-0.15,-5,1005,5385.75,-0.4175,0.104375,0,1.586559,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T14,R21B00103,81,single_boundary_shift,range_min,move,0.15,5,690,2755.5,0.4175,-0.104375,0,1.586559,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T15,R21B00103,81,single_boundary_shift,range_max,move,-0.15,-5,690,2755.5,-0.4175,0.104375,0,1.586559,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T16,R21B00103,81,single_boundary_shift,range_max,move,0.15,5,1005,5385.75,0.4175,-0.104375,0,1.586559,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T17,R21B00103,81,single_boundary_shift,azimuth_min,move,-0.15,-5,982,5193.7,-0.4175,0.104375,0,1.586559,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T18,R21B00103,81,single_boundary_shift,azimuth_min,move,0.15,5,713,2947.55,0.4175,-0.104375,0,1.586559,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T19,R21B00103,81,single_boundary_shift,azimuth_max,move,-0.15,-5,713,2947.55,-0.4175,0.104375,0,1.586559,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T20,R21B00103,81,single_boundary_shift,azimuth_max,move,0.15,5,982,5193.7,0.4175,-0.104375,0,1.586559,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T21,R21B00103,81,single_boundary_shift,range_min,move,-0.3,-10,1163,6705.05,-0.4175,0.104375,0,3.173118,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T22,R21B00103,81,single_boundary_shift,range_min,move,0.3,10,532,1436.2,0.4175,-0.104375,0,3.173118,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T23,R21B00103,81,single_boundary_shift,range_max,move,-0.3,-10,532,1436.2,-0.4175,0.104375,0,3.173118,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T24,R21B00103,81,single_boundary_shift,range_max,move,0.3,10,1163,6705.05,0.4175,-0.104375,0,3.173118,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T25,R21B00103,81,single_boundary_shift,azimuth_min,move,-0.3,-10,1117,6320.95,-0.4175,0.104375,0,3.173118,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T26,R21B00103,81,single_boundary_shift,azimuth_min,move,0.3,10,579,1828.65,0.4175,-0.104375,0,3.173118,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T27,R21B00103,81,single_boundary_shift,azimuth_max,move,-0.3,-10,579,1828.65,-0.4175,0.104375,0,3.173118,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T28,R21B00103,81,single_boundary_shift,azimuth_max,move,0.3,10,1117,6320.95,0.4175,-0.104375,0,3.173118,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T29,R21B00103,81,scale_resize,range,resize,-0.15,-5,690,2755.5,-0.668,0.167,0,1.269247,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T30,R21B00103,81,scale_resize,range,resize,0.15,5,1005,5385.75,0.668,-0.167,0,1.269247,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T31,R21B00103,81,scale_resize,azimuth,resize,-0.15,-5,713,2947.55,-0.668,0.167,0,1.269247,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T32,R21B00103,81,scale_resize,azimuth,resize,0.15,5,982,5193.7,0.668,-0.167,0,1.269247,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T33,R21B00103,81,scale_resize,range,resize,-0.3,-10,532,1436.2,-0.668,0.167,0,2.538494,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T34,R21B00103,81,scale_resize,range,resize,0.3,10,1163,6705.05,0.668,-0.167,0,2.538494,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T35,R21B00103,81,scale_resize,azimuth,resize,-0.3,-10,579,1828.65,-0.668,0.167,0,2.538494,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00103_T36,R21B00103,81,scale_resize,azimuth,resize,0.3,10,1117,6320.95,0.668,-0.167,0,2.538494,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T01,R21B00104,81,center_shift,range,shift,-0.15,-5,14307,-899.54634,-0.067993,0.016998,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T02,R21B00104,81,center_shift,range,shift,0.15,5,14307,-899.54634,-0.067993,0.016998,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T03,R21B00104,81,center_shift,azimuth,shift,-0.15,-5,14307,-899.54634,-0.067993,0.016998,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T04,R21B00104,81,center_shift,azimuth,shift,0.15,5,14307,-899.54634,-0.067993,0.016998,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T05,R21B00104,81,center_shift,range,shift,-0.3,-10,14307,-1799.092679,-0.135986,0.033996,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T06,R21B00104,81,center_shift,range,shift,0.3,10,14307,-1799.092679,-0.135986,0.033996,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T07,R21B00104,81,center_shift,azimuth,shift,-0.3,-10,14307,-1799.092679,-0.135986,0.033996,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T08,R21B00104,81,center_shift,azimuth,shift,0.3,10,14307,-1799.092679,-0.135986,0.033996,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T09,R21B00104,81,center_shift,range,shift,-0.45,-15,14307,-2698.639019,-0.203979,0.050995,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T10,R21B00104,81,center_shift,range,shift,0.45,15,14307,-2698.639019,-0.203979,0.050995,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T11,R21B00104,81,center_shift,azimuth,shift,-0.45,-15,14307,-2698.639019,-0.203979,0.050995,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T12,R21B00104,81,center_shift,azimuth,shift,0.45,15,14307,-2698.639019,-0.203979,0.050995,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T13,R21B00104,81,single_boundary_shift,range_min,move,-0.15,-5,14900,60192.854497,-0.410033,0.102508,0,0.414558,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T14,R21B00104,81,single_boundary_shift,range_min,move,0.15,5,13714,50466.870106,0.410033,-0.102508,0,0.414558,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T15,R21B00104,81,single_boundary_shift,range_max,move,-0.15,-5,13714,50466.870106,-0.410033,0.102508,0,0.414558,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T16,R21B00104,81,single_boundary_shift,range_max,move,0.15,5,14900,60192.854497,0.410033,-0.102508,0,0.414558,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T17,R21B00104,81,single_boundary_shift,azimuth_min,move,-0.15,-5,14910,60274.861111,-0.410033,0.102508,0,0.414558,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T18,R21B00104,81,single_boundary_shift,azimuth_min,move,0.15,5,13704,50384.863492,0.410033,-0.102508,0,0.414558,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T19,R21B00104,81,single_boundary_shift,azimuth_max,move,-0.15,-5,13704,50384.863492,-0.410033,0.102508,0,0.414558,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T20,R21B00104,81,single_boundary_shift,azimuth_max,move,0.15,5,14910,60274.861111,0.410033,-0.102508,0,0.414558,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T21,R21B00104,81,single_boundary_shift,range_min,move,-0.3,-10,15494,65064.047354,-0.410033,0.102508,0,0.829115,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T22,R21B00104,81,single_boundary_shift,range_min,move,0.3,10,13121,45603.87791,0.410033,-0.102508,0,0.829115,1,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T23,R21B00104,81,single_boundary_shift,range_max,move,-0.3,-10,13121,45603.87791,-0.410033,0.102508,0,0.829115,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T24,R21B00104,81,single_boundary_shift,range_max,move,0.3,10,15494,65064.047354,0.410033,-0.102508,0,0.829115,1,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T25,R21B00104,81,single_boundary_shift,azimuth_min,move,-0.3,-10,15513,65219.859921,-0.410033,0.102508,0,0.829115,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T26,R21B00104,81,single_boundary_shift,azimuth_min,move,0.3,10,13101,45439.864683,0.410033,-0.102508,0,0.829115,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T27,R21B00104,81,single_boundary_shift,azimuth_max,move,-0.3,-10,13101,45439.864683,-0.410033,0.102508,0,0.829115,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T28,R21B00104,81,single_boundary_shift,azimuth_max,move,0.3,10,15513,65219.859921,0.410033,-0.102508,0,0.829115,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T29,R21B00104,81,scale_resize,range,resize,-0.15,-5,13714,50466.870106,-0.656053,0.164013,0,0.331646,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T30,R21B00104,81,scale_resize,range,resize,0.15,5,14900,60192.854497,0.656053,-0.164013,0,0.331646,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T31,R21B00104,81,scale_resize,azimuth,resize,-0.15,-5,13704,50384.863492,-0.656053,0.164013,0,0.331646,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T32,R21B00104,81,scale_resize,azimuth,resize,0.15,5,14910,60274.861111,0.656053,-0.164013,0,0.331646,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T33,R21B00104,81,scale_resize,range,resize,-0.3,-10,13121,45603.87791,-0.656053,0.164013,0,0.663292,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T34,R21B00104,81,scale_resize,range,resize,0.3,10,15494,65064.047354,0.656053,-0.164013,0,0.663292,1,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T35,R21B00104,81,scale_resize,azimuth,resize,-0.3,-10,13101,45439.864683,-0.656053,0.164013,0,0.663292,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00104_T36,R21B00104,81,scale_resize,azimuth,resize,0.3,10,15513,65219.859921,0.656053,-0.164013,0,0.663292,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T01,R21B00105,212,center_shift,range,shift,-0.15,-5,40823,-2249.002415,-0.064418,0.016105,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T02,R21B00105,212,center_shift,range,shift,0.15,5,40823,-2249.002415,-0.064418,0.016105,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T03,R21B00105,212,center_shift,azimuth,shift,-0.15,-5,40823,-2249.002415,-0.064418,0.016105,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T04,R21B00105,212,center_shift,azimuth,shift,0.15,5,40823,-2249.002415,-0.064418,0.016105,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00105_T05,R21B00105,212,center_shift,range,shift,-0.3,-10,40823,-4498.00483,-0.128837,0.032209,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
