assisted_review_id,blind_frame_id,blind_family_id,family_id,sar_frame,assisted_core_visual_match,assisted_optional_membership_match,assisted_background_exclusion_match,assisted_structure_support,assisted_unresolved,assisted_decisive_reason_cn,raw_to_assisted_change_cn,algorithm_overlay_helped_or_misled_cn,assisted_confidence,assisted_png
R21R1AST0136,R21R1_BLIND_FRAME_278,R21R1_BLIND_FAMILY_136,R21R1F00136,278,true,true,true,false,true,R21R1F00136?SAR 278?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_017.png
R21R1AST0137,R21R1_BLIND_FRAME_278,R21R1_BLIND_FAMILY_137,R21R1F00137,278,true,not_applicable,true,true,false,R21R1F00137?SAR 278?assisted ???overlay ???????????overlay ??????????????????? R2.1-R1 ??????????,raw ?????????assisted ????????????????? GT?,overlay ????????????????????????????????????????? family?,0.66,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_018.png
R21R1AST0138,R21R1_BLIND_FRAME_278,R21R1_BLIND_FAMILY_138,R21R1F00138,278,true,not_applicable,true,false,true,R21R1F00138?SAR 278?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_018.png
R21R1AST0139,R21R1_BLIND_FRAME_279,R21R1_BLIND_FAMILY_139,R21R1F00139,279,true,true,true,false,true,R21R1F00139?SAR 279?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_018.png
R21R1AST0140,R21R1_BLIND_FRAME_279,R21R1_BLIND_FAMILY_140,R21R1F00140,279,true,not_applicable,true,true,false,R21R1F00140?SAR 279?assisted ???overlay ???????????overlay ??????????????????? R2.1-R1 ??????????,raw ?????????assisted ????????????????? GT?,overlay ????????????????????????????????????????? family?,0.66,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_018.png
R21R1AST0141,R21R1_BLIND_FRAME_279,R21R1_BLIND_FAMILY_141,R21R1F00141,279,true,not_applicable,true,false,true,R21R1F00141?SAR 279?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_018.png
R21R1AST0142,R21R1_BLIND_FRAME_279,R21R1_BLIND_FAMILY_142,R21R1F00142,279,true,not_applicable,true,false,true,R21R1F00142?SAR 279?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_018.png
R21R1AST0143,R21R1_BLIND_FRAME_280,R21R1_BLIND_FAMILY_143,R21R1F00143,280,true,true,true,false,true,R21R1F00143?SAR 280?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_018.png
R21R1AST0144,R21R1_BLIND_FRAME_280,R21R1_BLIND_FAMILY_144,R21R1F00144,280,true,not_applicable,true,true,false,R21R1F00144?SAR 280?assisted ???overlay ???????????overlay ??????????????????? R2.1-R1 ??????????,raw ?????????assisted ????????????????? GT?,overlay ????????????????????????????????????????? family?,0.66,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_018.png
R21R1AST0145,R21R1_BLIND_FRAME_280,R21R1_BLIND_FAMILY_145,R21R1F00145,280,true,not_applicable,true,false,true,R21R1F00145?SAR 280?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_019.png
R21R1AST0146,R21R1_BLIND_FRAME_281,R21R1_BLIND_FAMILY_146,R21R1F00146,281,true,true,true,false,true,R21R1F00146?SAR 281?assisted ???overlay ???????????????overlay ??????????????????? R2.1-R1 ??????????,raw ???assisted ????????????????????????????,overlay ????????????????????????????????????????? family?,0.48,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_019.png
R21R1AST0147,R21R1_BLIND_FRAME_281,R21R1_BLIND_FAMILY_147,R21R1F00147,281,true,true,true,false,true,R21R1F00147?SAR 281?assisted ???overlay ???????????????overlay ??????????????????? R2.1-R1 ??????????,raw ???assisted ????????????????????????????,overlay ????????????????????????????????????????? family?,0.48,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_019.png
R21R1AST0148,R21R1_BLIND_FRAME_281,R21R1_BLIND_FAMILY_148,R21R1F00148,281,true,not_applicable,true,false,true,R21R1F00148?SAR 281?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_019.png
R21R1AST0149,R21R1_BLIND_FRAME_284,R21R1_BLIND_FAMILY_149,R21R1F00149,284,true,true,true,false,true,R21R1F00149?SAR 284?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_019.png
R21R1AST0150,R21R1_BLIND_FRAME_284,R21R1_BLIND_FAMILY_150,R21R1F00150,284,true,not_applicable,true,true,false,R21R1F00150?SAR 284?assisted ???overlay ???????????overlay ??????????????????? R2.1-R1 ??????????,raw ?????????assisted ????????????????? GT?,overlay ????????????????????????????????????????? family?,0.66,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_019.png
R21R1AST0151,R21R1_BLIND_FRAME_284,R21R1_BLIND_FAMILY_151,R21R1F00151,284,true,not_applicable,true,false,true,R21R1F00151?SAR 284?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_019.png
R21R1AST0152,R21R1_BLIND_FRAME_284,R21R1_BLIND_FAMILY_152,R21R1F00152,284,true,not_applicable,true,false,true,R21R1F00152?SAR 284?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_019.png
R21R1AST0153,R21R1_BLIND_FRAME_284,R21R1_BLIND_FAMILY_153,R21R1F00153,284,true,not_applicable,true,false,true,R21R1F00153?SAR 284?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_020.png
R21R1AST0154,R21R1_BLIND_FRAME_288,R21R1_BLIND_FAMILY_154,R21R1F00154,288,true,true,true,false,true,R21R1F00154?SAR 288?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_020.png
R21R1AST0155,R21R1_BLIND_FRAME_288,R21R1_BLIND_FAMILY_155,R21R1F00155,288,true,not_applicable,true,true,false,R21R1F00155?SAR 288?assisted ???overlay ???????????overlay ??????????????????? R2.1-R1 ??????????,raw ?????????assisted ????????????????? GT?,overlay ????????????????????????????????????????? family?,0.66,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_020.png
R21R1AST0156,R21R1_BLIND_FRAME_288,R21R1_BLIND_FAMILY_156,R21R1F00156,288,true,not_applicable,true,false,true,R21R1F00156?SAR 288?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_020.png
R21R1AST0157,R21R1_BLIND_FRAME_288,R21R1_BLIND_FAMILY_157,R21R1F00157,288,true,not_applicable,true,false,true,R21R1F00157?SAR 288?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_020.png
R21R1AST0158,R21R1_BLIND_FRAME_289,R21R1_BLIND_FAMILY_158,R21R1F00158,289,false,true,false,false,false,R21R1F00158?SAR 289?assisted ???overlay ????/?????overlay ??????????????????? R2.1-R1 ??????????,raw ?????assisted ??????????????????????????,overlay ????????????????????????????????????????? family?,0.58,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_020.png
R21R1AST0159,R21R1_BLIND_FRAME_289,R21R1_BLIND_FAMILY_159,R21R1F00159,289,true,true,true,false,true,R21R1F00159?SAR 289?assisted ???overlay ???????????????overlay ??????????????????? R2.1-R1 ??????????,raw ???assisted ????????????????????????????,overlay ????????????????????????????????????????? family?,0.48,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_020.png
R21R1AST0160,R21R1_BLIND_FRAME_289,R21R1_BLIND_FAMILY_160,R21R1F00160,289,true,not_applicable,true,false,true,R21R1F00160?SAR 289?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_020.png
R21R1AST0161,R21R1_BLIND_FRAME_289,R21R1_BLIND_FAMILY_161,R21R1F00161,289,true,not_applicable,true,false,true,R21R1F00161?SAR 289?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_021.png
R21R1AST0162,R21R1_BLIND_FRAME_289,R21R1_BLIND_FAMILY_162,R21R1F00162,289,true,not_applicable,true,false,true,R21R1F00162?SAR 289?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_021.png
R21R1AST0163,R21R1_BLIND_FRAME_290,R21R1_BLIND_FAMILY_163,R21R1F00163,290,true,true,true,false,true,R21R1F00163?SAR 290?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_021.png
R21R1AST0164,R21R1_BLIND_FRAME_290,R21R1_BLIND_FAMILY_164,R21R1F00164,290,true,true,true,false,true,R21R1F00164?SAR 290?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_021.png
R21R1AST0165,R21R1_BLIND_FRAME_290,R21R1_BLIND_FAMILY_165,R21R1F00165,290,true,not_applicable,true,false,true,R21R1F00165?SAR 290?assisted ???overlay ?????/??????overlay ??????????????????? R2.1-R1 ??????????,assisted ?????????/??????????????????,overlay ????????????????????????????????????????? family?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_assisted_family_sheet_021.png
