event_id,event_type,from_frame,to_frame,from_component_frame_id,to_component_frame_id,motion_compensated_distance_m,body_relative_displacement_m,energy_fraction_change,association_basis,association_scope
354_355_COMPONENT_MERGE_41_9,COMPONENT_MERGE,354,355,SAR000354_C09,SAR000355_C06,0.104021,0.104021,0.001354,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
354_355_COMPONENT_MERGE_41_3,COMPONENT_MERGE,354,355,SAR000354_C03,SAR000355_C06,0.149412,0.149412,-0.019417,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
354_355_COMPONENT_MERGE_41_7,COMPONENT_MERGE,354,355,SAR000354_C07,SAR000355_C06,0.381323,0.381323,-0.001357,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
354_355_COMPONENT_MERGE_41_4,COMPONENT_MERGE,354,355,SAR000354_C04,SAR000355_C07,0.134444,0.134444,-0.012081,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
354_355_COMPONENT_MERGE_41_7,COMPONENT_MERGE,354,355,SAR000354_C07,SAR000355_C07,0.430088,0.430088,-0.00204,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
354_355_COMPONENT_MERGE_41_4,COMPONENT_MERGE,354,355,SAR000354_C04,SAR000355_C08,0.136958,0.136958,-0.01245,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
354_355_COMPONENT_MERGE_41_1,COMPONENT_MERGE,354,355,SAR000354_C01,SAR000355_C08,0.577531,0.577531,-0.293647,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
354_355_COMPONENT_MERGE_41_7,COMPONENT_MERGE,354,355,SAR000354_C07,SAR000355_C08,0.640856,0.640856,-0.002409,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
354_355_COMPONENT_MERGE_41_7,COMPONENT_MERGE,354,355,SAR000354_C07,SAR000355_C09,0.096579,0.096579,-0.002694,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
354_355_COMPONENT_MERGE_41_3,COMPONENT_MERGE,354,355,SAR000354_C03,SAR000355_C09,0.438296,0.438296,-0.020754,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
354_355_COMPONENT_MERGE_41_9,COMPONENT_MERGE,354,355,SAR000354_C09,SAR000355_C09,0.48396,0.48396,0.000017,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
354_355_COMPONENT_MERGE_41_8,COMPONENT_MERGE,354,355,SAR000354_C08,SAR000355_C11,0.197353,0.197353,-0.002354,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
354_355_COMPONENT_MERGE_41_2,COMPONENT_MERGE,354,355,SAR000354_C02,SAR000355_C11,0.564328,0.564328,-0.065118,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
354_355_COMPONENT_MERGE_41_3,COMPONENT_MERGE,354,355,SAR000354_C03,SAR000355_C11,0.566802,0.566802,-0.020251,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_CONTINUED_58_1,COMPONENT_CONTINUED,355,356,SAR000355_C01,SAR000356_C01,0.06291,0.06291,-0.004309,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_SPLIT_41_2,COMPONENT_SPLIT,355,356,SAR000355_C02,SAR000356_C02,0.489736,0.489736,0.027847,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_SPLIT_41_2,COMPONENT_SPLIT,355,356,SAR000355_C02,SAR000356_C05,0.5162,0.5162,-0.073066,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_SPLIT_41_2,COMPONENT_SPLIT,355,356,SAR000355_C02,SAR000356_C04,0.575022,0.575022,-0.072686,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_SPLIT_41_3,COMPONENT_SPLIT,355,356,SAR000355_C03,SAR000356_C06,0.263181,0.263181,-0.032335,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_SPLIT_41_3,COMPONENT_SPLIT,355,356,SAR000355_C03,SAR000356_C02,0.613436,0.613436,0.069544,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_CONTINUED_58_4,COMPONENT_CONTINUED,355,356,SAR000355_C04,SAR000356_C03,0.021173,0.021173,-0.001463,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_SPLIT_41_5,COMPONENT_SPLIT,355,356,SAR000355_C05,SAR000356_C04,0.056954,0.056954,-0.001242,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_SPLIT_41_5,COMPONENT_SPLIT,355,356,SAR000355_C05,SAR000356_C05,0.201023,0.201023,-0.001622,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_CONTINUED_58_6,COMPONENT_CONTINUED,355,356,SAR000355_C06,SAR000356_C06,0.018509,0.018509,-0.001735,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_CONTINUED_58_7,COMPONENT_CONTINUED,355,356,SAR000355_C07,SAR000356_C01,0.69279,0.69279,0.30358,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_CONTINUED_58_8,COMPONENT_CONTINUED,355,356,SAR000355_C08,SAR000356_C01,0.543048,0.543048,0.303949,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_CONTINUED_58_9,COMPONENT_CONTINUED,355,356,SAR000355_C09,SAR000356_C06,0.399159,0.399159,-0.000398,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_SPLIT_41_10,COMPONENT_SPLIT,355,356,SAR000355_C10,SAR000356_C04,0.307888,0.307888,0.000862,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_SPLIT_41_10,COMPONENT_SPLIT,355,356,SAR000355_C10,SAR000356_C05,0.452634,0.452634,0.000482,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_SPLIT_41_11,COMPONENT_SPLIT,355,356,SAR000355_C11,SAR000356_C02,0.107325,0.107325,0.100978,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_SPLIT_41_11,COMPONENT_SPLIT,355,356,SAR000355_C11,SAR000356_C06,0.673328,0.673328,-0.000901,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_MERGE_41_1,COMPONENT_MERGE,355,356,SAR000355_C01,SAR000356_C01,0.06291,0.06291,-0.004309,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_MERGE_41_8,COMPONENT_MERGE,355,356,SAR000355_C08,SAR000356_C01,0.543048,0.543048,0.303949,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_MERGE_41_7,COMPONENT_MERGE,355,356,SAR000355_C07,SAR000356_C01,0.69279,0.69279,0.30358,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_MERGE_41_11,COMPONENT_MERGE,355,356,SAR000355_C11,SAR000356_C02,0.107325,0.107325,0.100978,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_MERGE_41_2,COMPONENT_MERGE,355,356,SAR000355_C02,SAR000356_C02,0.489736,0.489736,0.027847,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_MERGE_41_3,COMPONENT_MERGE,355,356,SAR000355_C03,SAR000356_C02,0.613436,0.613436,0.069544,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_MERGE_41_5,COMPONENT_MERGE,355,356,SAR000355_C05,SAR000356_C04,0.056954,0.056954,-0.001242,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_MERGE_41_10,COMPONENT_MERGE,355,356,SAR000355_C10,SAR000356_C04,0.307888,0.307888,0.000862,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_MERGE_41_2,COMPONENT_MERGE,355,356,SAR000355_C02,SAR000356_C04,0.575022,0.575022,-0.072686,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_MERGE_41_5,COMPONENT_MERGE,355,356,SAR000355_C05,SAR000356_C05,0.201023,0.201023,-0.001622,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_MERGE_41_10,COMPONENT_MERGE,355,356,SAR000355_C10,SAR000356_C05,0.452634,0.452634,0.000482,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_MERGE_41_2,COMPONENT_MERGE,355,356,SAR000355_C02,SAR000356_C05,0.5162,0.5162,-0.073066,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_MERGE_41_6,COMPONENT_MERGE,355,356,SAR000355_C06,SAR000356_C06,0.018509,0.018509,-0.001735,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_MERGE_41_3,COMPONENT_MERGE,355,356,SAR000355_C03,SAR000356_C06,0.263181,0.263181,-0.032335,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
355_356_COMPONENT_MERGE_41_9,COMPONENT_MERGE,355,356,SAR000355_C09,SAR000356_C06,0.399159,0.399159,-0.000398,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
356_357_COMPONENT_DISAPPEARED_33_1,COMPONENT_DISAPPEARED,356,357,SAR000356_C01,,0,0,0.308716,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
356_357_COMPONENT_DISAPPEARED_33_2,COMPONENT_DISAPPEARED,356,357,SAR000356_C02,,0,0,0.105963,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
356_357_COMPONENT_DISAPPEARED_33_3,COMPONENT_DISAPPEARED,356,357,SAR000356_C03,,0,0,0.007331,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
356_357_COMPONENT_DISAPPEARED_33_4,COMPONENT_DISAPPEARED,356,357,SAR000356_C04,,0,0,0.00543,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
356_357_COMPONENT_DISAPPEARED_33_5,COMPONENT_DISAPPEARED,356,357,SAR000356_C05,,0,0,0.00505,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
356_357_COMPONENT_DISAPPEARED_33_6,COMPONENT_DISAPPEARED,356,357,SAR000356_C06,,0,0,0.004084,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
356_357_COMPONENT_APPEARED_34_1,COMPONENT_APPEARED,356,357,,SAR000357_C01,0,0,0.270449,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
356_357_COMPONENT_APPEARED_34_2,COMPONENT_APPEARED,356,357,,SAR000357_C02,0,0,0.082166,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
356_357_COMPONENT_APPEARED_34_3,COMPONENT_APPEARED,356,357,,SAR000357_C03,0,0,0.033445,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
356_357_COMPONENT_APPEARED_34_4,COMPONENT_APPEARED,356,357,,SAR000357_C04,0,0,0.017181,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
356_357_COMPONENT_APPEARED_34_5,COMPONENT_APPEARED,356,357,,SAR000357_C05,0,0,0.007831,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
356_357_COMPONENT_APPEARED_34_6,COMPONENT_APPEARED,356,357,,SAR000357_C06,0,0,0.008155,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
356_357_COMPONENT_APPEARED_34_7,COMPONENT_APPEARED,356,357,,SAR000357_C07,0,0,0.006123,no_previous_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_CONTINUED_58_1,COMPONENT_CONTINUED,357,358,SAR000357_C01,SAR000358_C01,0.096103,0.096103,0.026441,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_SPLIT_41_2,COMPONENT_SPLIT,357,358,SAR000357_C02,SAR000358_C02,0.103033,0.103033,-0.008859,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_SPLIT_41_2,COMPONENT_SPLIT,357,358,SAR000357_C02,SAR000358_C05,0.653966,0.653966,-0.075711,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_SPLIT_41_2,COMPONENT_SPLIT,357,358,SAR000357_C02,SAR000358_C07,0.712886,0.712886,-0.078451,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_SPLIT_41_3,COMPONENT_SPLIT,357,358,SAR000357_C03,SAR000358_C03,0.11894,0.11894,0.001178,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_SPLIT_41_3,COMPONENT_SPLIT,357,358,SAR000357_C03,SAR000358_C07,0.427435,0.427435,-0.02973,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_SPLIT_41_3,COMPONENT_SPLIT,357,358,SAR000357_C03,SAR000358_C08,0.734387,0.734387,-0.029863,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_SPLIT_41_4,COMPONENT_SPLIT,357,358,SAR000357_C04,SAR000358_C08,0.262389,0.262389,-0.013599,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_SPLIT_41_4,COMPONENT_SPLIT,357,358,SAR000357_C04,SAR000358_C03,0.578521,0.578521,0.017442,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_SPLIT_41_5,COMPONENT_SPLIT,357,358,SAR000357_C05,SAR000358_C05,0.108517,0.108517,-0.001376,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_SPLIT_41_5,COMPONENT_SPLIT,357,358,SAR000357_C05,SAR000358_C02,0.567699,0.567699,0.065476,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_SPLIT_41_6,COMPONENT_SPLIT,357,358,SAR000357_C06,SAR000358_C04,0.109293,0.109293,0.000277,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_SPLIT_41_6,COMPONENT_SPLIT,357,358,SAR000357_C06,SAR000358_C06,0.501569,0.501569,-0.002037,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_SPLIT_41_7,COMPONENT_SPLIT,357,358,SAR000357_C07,SAR000358_C06,0.130019,0.130019,-0.000005,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_SPLIT_41_7,COMPONENT_SPLIT,357,358,SAR000357_C07,SAR000358_C04,0.657353,0.657353,0.002309,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_MERGE_41_2,COMPONENT_MERGE,357,358,SAR000357_C02,SAR000358_C02,0.103033,0.103033,-0.008859,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_MERGE_41_5,COMPONENT_MERGE,357,358,SAR000357_C05,SAR000358_C02,0.567699,0.567699,0.065476,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_MERGE_41_3,COMPONENT_MERGE,357,358,SAR000357_C03,SAR000358_C03,0.11894,0.11894,0.001178,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_MERGE_41_4,COMPONENT_MERGE,357,358,SAR000357_C04,SAR000358_C03,0.578521,0.578521,0.017442,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_MERGE_41_6,COMPONENT_MERGE,357,358,SAR000357_C06,SAR000358_C04,0.109293,0.109293,0.000277,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_MERGE_41_7,COMPONENT_MERGE,357,358,SAR000357_C07,SAR000358_C04,0.657353,0.657353,0.002309,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_MERGE_41_5,COMPONENT_MERGE,357,358,SAR000357_C05,SAR000358_C05,0.108517,0.108517,-0.001376,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_MERGE_41_2,COMPONENT_MERGE,357,358,SAR000357_C02,SAR000358_C05,0.653966,0.653966,-0.075711,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_MERGE_41_7,COMPONENT_MERGE,357,358,SAR000357_C07,SAR000358_C06,0.130019,0.130019,-0.000005,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_MERGE_41_6,COMPONENT_MERGE,357,358,SAR000357_C06,SAR000358_C06,0.501569,0.501569,-0.002037,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_MERGE_41_3,COMPONENT_MERGE,357,358,SAR000357_C03,SAR000358_C07,0.427435,0.427435,-0.02973,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_MERGE_41_2,COMPONENT_MERGE,357,358,SAR000357_C02,SAR000358_C07,0.712886,0.712886,-0.078451,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_MERGE_41_4,COMPONENT_MERGE,357,358,SAR000357_C04,SAR000358_C08,0.262389,0.262389,-0.013599,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
357_358_COMPONENT_MERGE_41_3,COMPONENT_MERGE,357,358,SAR000357_C03,SAR000358_C08,0.734387,0.734387,-0.029863,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_CONTINUED_58_1,COMPONENT_CONTINUED,358,359,SAR000358_C01,SAR000359_C01,0.036885,0.036885,0.015651,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_SPLIT_41_2,COMPONENT_SPLIT,358,359,SAR000358_C02,SAR000359_C04,0.250578,0.250578,-0.045785,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_SPLIT_41_2,COMPONENT_SPLIT,358,359,SAR000358_C02,SAR000359_C02,0.317516,0.317516,-0.008794,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_SPLIT_41_3,COMPONENT_SPLIT,358,359,SAR000358_C03,SAR000359_C03,0.069794,0.069794,-0.005846,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_SPLIT_41_3,COMPONENT_SPLIT,358,359,SAR000358_C03,SAR000359_C05,0.315198,0.315198,-0.029611,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_DISAPPEARED_33_4,COMPONENT_DISAPPEARED,358,359,SAR000358_C04,,0,0,0.008432,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_SPLIT_41_5,COMPONENT_SPLIT,358,359,SAR000358_C05,SAR000359_C06,0.295245,0.295245,-0.002783,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_SPLIT_41_5,COMPONENT_SPLIT,358,359,SAR000358_C05,SAR000359_C04,0.347642,0.347642,0.021067,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_DISAPPEARED_33_6,COMPONENT_DISAPPEARED,358,359,SAR000358_C06,,0,0,0.006118,no_current_component_within_0p75m,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_SPLIT_41_7,COMPONENT_SPLIT,358,359,SAR000358_C07,SAR000359_C02,0.438441,0.438441,0.060798,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_SPLIT_41_7,COMPONENT_SPLIT,358,359,SAR000358_C07,SAR000359_C03,0.482203,0.482203,0.025062,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_SPLIT_41_7,COMPONENT_SPLIT,358,359,SAR000358_C07,SAR000359_C05,0.700228,0.700228,0.001297,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_SPLIT_41_8,COMPONENT_SPLIT,358,359,SAR000358_C08,SAR000359_C05,0.365027,0.365027,0.00143,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_SPLIT_41_8,COMPONENT_SPLIT,358,359,SAR000358_C08,SAR000359_C03,0.623373,0.623373,0.025195,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_MERGE_41_2,COMPONENT_MERGE,358,359,SAR000358_C02,SAR000359_C02,0.317516,0.317516,-0.008794,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_MERGE_41_7,COMPONENT_MERGE,358,359,SAR000358_C07,SAR000359_C02,0.438441,0.438441,0.060798,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_MERGE_41_3,COMPONENT_MERGE,358,359,SAR000358_C03,SAR000359_C03,0.069794,0.069794,-0.005846,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_MERGE_41_7,COMPONENT_MERGE,358,359,SAR000358_C07,SAR000359_C03,0.482203,0.482203,0.025062,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_MERGE_41_8,COMPONENT_MERGE,358,359,SAR000358_C08,SAR000359_C03,0.623373,0.623373,0.025195,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_MERGE_41_2,COMPONENT_MERGE,358,359,SAR000358_C02,SAR000359_C04,0.250578,0.250578,-0.045785,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_MERGE_41_5,COMPONENT_MERGE,358,359,SAR000358_C05,SAR000359_C04,0.347642,0.347642,0.021067,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_MERGE_41_3,COMPONENT_MERGE,358,359,SAR000358_C03,SAR000359_C05,0.315198,0.315198,-0.029611,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_MERGE_41_8,COMPONENT_MERGE,358,359,SAR000358_C08,SAR000359_C05,0.365027,0.365027,0.00143,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
358_359_COMPONENT_MERGE_41_7,COMPONENT_MERGE,358,359,SAR000358_C07,SAR000359_C05,0.700228,0.700228,0.001297,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
359_360_COMPONENT_CONTINUED_58_1,COMPONENT_CONTINUED,359,360,SAR000359_C01,SAR000360_C01,0.139965,0.139965,0.001078,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
359_360_COMPONENT_CONTINUED_58_2,COMPONENT_CONTINUED,359,360,SAR000359_C02,SAR000360_C02,0.272676,0.272676,0.050121,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
359_360_COMPONENT_CONTINUED_58_3,COMPONENT_CONTINUED,359,360,SAR000359_C03,SAR000360_C03,0.106676,0.106676,-0.003569,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
359_360_COMPONENT_SPLIT_41_4,COMPONENT_SPLIT,359,360,SAR000359_C04,SAR000360_C02,0.309533,0.309533,0.087112,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
359_360_COMPONENT_SPLIT_41_4,COMPONENT_SPLIT,359,360,SAR000359_C04,SAR000360_C04,0.436239,0.436239,-0.021823,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
359_360_COMPONENT_SPLIT_41_4,COMPONENT_SPLIT,359,360,SAR000359_C04,SAR000360_C05,0.695463,0.695463,-0.023518,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
359_360_COMPONENT_CONTINUED_58_5,COMPONENT_CONTINUED,359,360,SAR000359_C05,SAR000360_C03,0.372471,0.372471,0.020196,nearest_body_relative_component_with_energy_fraction_check,anonymous_structure_continuity_not_fixed_scatterer_identity
359_360_COMPONENT_SPLIT_41_6,COMPONENT_SPLIT,359,360,SAR000359_C06,SAR000360_C05,0.10434,0.10434,0.000332,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
359_360_COMPONENT_SPLIT_41_6,COMPONENT_SPLIT,359,360,SAR000359_C06,SAR000360_C04,0.218157,0.218157,0.002027,multiple_current_components_near_previous,anonymous_structure_continuity_not_fixed_scatterer_identity
359_360_COMPONENT_MERGE_41_2,COMPONENT_MERGE,359,360,SAR000359_C02,SAR000360_C02,0.272676,0.272676,0.050121,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
359_360_COMPONENT_MERGE_41_4,COMPONENT_MERGE,359,360,SAR000359_C04,SAR000360_C02,0.309533,0.309533,0.087112,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
359_360_COMPONENT_MERGE_41_3,COMPONENT_MERGE,359,360,SAR000359_C03,SAR000360_C03,0.106676,0.106676,-0.003569,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
359_360_COMPONENT_MERGE_41_5,COMPONENT_MERGE,359,360,SAR000359_C05,SAR000360_C03,0.372471,0.372471,0.020196,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
359_360_COMPONENT_MERGE_41_6,COMPONENT_MERGE,359,360,SAR000359_C06,SAR000360_C04,0.218157,0.218157,0.002027,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
359_360_COMPONENT_MERGE_41_4,COMPONENT_MERGE,359,360,SAR000359_C04,SAR000360_C04,0.436239,0.436239,-0.021823,multiple_previous_components_near_current,anonymous_structure_continuity_not_fixed_scatterer_identity
