path_id,extraction_profile,start_sar_frame,end_sar_frame,duration_frames,component_count,component_ids,azimuth_start,azimuth_end,radial_start,radial_end,radial_band,azimuth_velocity_median,radial_velocity_median,azimuth_acceleration_median,radial_acceleration_median,direction_reversal_count,mean_overlap,mean_shape_consistency,mean_local_contrast,static_background_overlap,branch_competition_count,path_physical_consistency,path_status
WGV34A_PATH_0004471,relaxed_physical_path,207,215,9,7,WGV33D_MAIN_F0207_C007823;WGV33D_MAIN_F0208_C007876;WGV33D_MAIN_F0209_C007928;WGV33D_MAIN_F0211_C008036;WGV33D_MAIN_F0212_C008097;WGV33D_MAIN_F0213_C008148;WGV33D_MAIN_F0215_C008270,32.5893,34.9805,74,98,R0,0.271325,2.9243,-0.90665,1.11405,4,0.75,0.74266749,3.514062,0.63893952,10,0.79677292,static_structure_path
WGV34A_PATH_0004472,relaxed_physical_path,208,216,9,8,WGV33D_MAIN_F0208_C007849;WGV33D_MAIN_F0209_C007906;WGV33D_MAIN_F0210_C007952;WGV33D_MAIN_F0212_C008064;WGV33D_MAIN_F0213_C008123;WGV33D_MAIN_F0214_C008181;WGV33D_MAIN_F0215_C008240;WGV33D_MAIN_F0216_C008317,-36.0253,-22.4962,80.3439,67.0938,R0,1.32395,-1.6963,0.203475,0.08705,0,0.75,0.92588938,3.8708715,0.8077763,14,0.82569472,static_structure_path
WGV34A_PATH_0004473,relaxed_physical_path,216,218,3,2,WGV33D_MAIN_F0216_C008317;WGV33D_MAIN_F0218_C008451,-22.4962,-23.4792,67.0938,61.1658,R0,-0.4915,-2.964,0,0,0,0.75,0.53320026,3.5909585,1,2,0.70830007,insufficient_length
WGV34A_PATH_0004474,relaxed_physical_path,208,213,6,5,WGV33D_MAIN_F0208_C007852;WGV33D_MAIN_F0209_C007909;WGV33D_MAIN_F0210_C007954;WGV33D_MAIN_F0212_C008067;WGV33D_MAIN_F0213_C008124,-34.0498,-32.973,310,302,R2,-0.0009,0.285975,0.1314,2.41795,5,0.75,0.76092074,2.723047,0.4301961,3,0.82221058,recurrent_background_path
WGV34A_PATH_0004475,relaxed_physical_path,208,210,3,2,WGV33D_MAIN_F0208_C007853;WGV33D_MAIN_F0210_C007955,-31.0329,-29.0199,130,126,R1,1.0065,-2,0,0,0,0.75,1,3.0498045,0.45188615,2,0.87981139,insufficient_length
WGV34A_PATH_0004476,relaxed_physical_path,208,212,5,4,WGV33D_MAIN_F0208_C007859;WGV33D_MAIN_F0209_C007914;WGV33D_MAIN_F0211_C008020;WGV33D_MAIN_F0212_C008074,-16.4452,-13.5615,274.028,270,R2,1.4052,0,-0.44015,2.0376,3,0.75,0.71150824,2.780762,0.43126224,6,0.80975084,recurrent_background_path
WGV34A_PATH_0004477,relaxed_physical_path,208,212,5,5,WGV33D_MAIN_F0208_C007861;WGV33D_MAIN_F0209_C007916;WGV33D_MAIN_F0210_C007965;WGV33D_MAIN_F0211_C008021;WGV33D_MAIN_F0212_C008075,-12.0152,-11.2443,254,257.6665,R1,0.14765,0.6417,1.2276,1.2834,3,0.875,0.85575412,2.985677,0.43712127,8,0.8827264,recurrent_background_path
WGV34A_PATH_0004478,relaxed_physical_path,208,212,5,3,WGV33D_MAIN_F0208_C007866;WGV33D_MAIN_F0210_C007970;WGV33D_MAIN_F0212_C008085,3.9994,5.0284,262,262,R2,0.25725,0,-0.529,0,1,0.875,1,3.366211,0.46155489,4,0.91634451,recurrent_background_path
WGV34A_PATH_0004479,relaxed_physical_path,208,212,5,4,WGV33D_MAIN_F0208_C007868;WGV33D_MAIN_F0210_C007971;WGV33D_MAIN_F0211_C008028;WGV33D_MAIN_F0212_C008086,6.9717,8.4625,186,186,R1,0.4571,0,0.10225,0,0,1,0.77658921,3.909261,1,6,0.8441473,static_structure_path
WGV34A_PATH_0004480,relaxed_physical_path,209,211,3,2,WGV33D_MAIN_F0209_C007907;WGV33D_MAIN_F0211_C008011,-32.1816,-32.4372,159.6258,156.4994,R1,-0.1278,-1.5632,0,0,0,0.75,0.91995388,3.2071795,0.44113801,2,0.86087467,insufficient_length
WGV34A_PATH_0004481,relaxed_physical_path,209,210,2,2,WGV33D_MAIN_F0209_C007921;WGV33D_MAIN_F0210_C007972,10.2258,10.1834,201.9648,203.1419,R1,-0.0424,1.1771,0,0,0,1,0.77658921,3.315267,0.42958642,2,0.90118866,insufficient_length
WGV34A_PATH_0004482,relaxed_physical_path,210,211,2,2,WGV33D_MAIN_F0210_C007956;WGV33D_MAIN_F0211_C008014,-28.3867,-27.4752,156.3683,155.9052,R1,0.9115,-0.4631,0,0,0,0.75,0.77658936,3.0882975,0.46169314,2,0.82297803,insufficient_length
WGV34A_PATH_0004483,relaxed_physical_path,210,212,3,2,WGV33D_MAIN_F0210_C007959;WGV33D_MAIN_F0212_C008071,-20.0318,-17.5,94,91.8456,R0,1.2659,-1.0772,0,0,0,0.75,1,3.458496,0.46756554,2,0.87824345,insufficient_length
WGV34A_PATH_0004484,relaxed_physical_path,210,215,6,5,WGV33D_MAIN_F0210_C007969;WGV33D_MAIN_F0211_C008026;WGV33D_MAIN_F0213_C008136;WGV33D_MAIN_F0214_C008198;WGV33D_MAIN_F0215_C008259,2.5,5.5442,279.8141,284.7311,R2,0.56375,0.7596,-0.45915,1.2986,3,0.75,0.70388435,3.005022,0.44205945,8,0.80676514,recurrent_background_path
WGV34A_PATH_0004485,relaxed_physical_path,210,213,4,3,WGV33D_MAIN_F0210_C007974;WGV33D_MAIN_F0212_C008089;WGV33D_MAIN_F0213_C008143,18.0432,17.6573,171.796,169.4344,R1,-0.0558,-0.30565,0.437,2.8893,2,0.8125,0.76790593,3.267718,1,4,0.78572648,static_structure_path
WGV34A_PATH_0004486,relaxed_physical_path,210,215,6,5,WGV33D_MAIN_F0210_C007976;WGV33D_MAIN_F0211_C008034;WGV33D_MAIN_F0213_C008147;WGV33D_MAIN_F0214_C008205;WGV33D_MAIN_F0215_C008268,24.9425,27.0227,182,190,R1,0.40095,1.9292,0.2617,-0.1796,0,0.75,1,3.103516,1,8,0.825,static_structure_path
WGV34A_PATH_0004487,relaxed_physical_path,210,215,6,4,WGV33D_MAIN_F0210_C007980;WGV33D_MAIN_F0211_C008038;WGV33D_MAIN_F0213_C008150;WGV33D_MAIN_F0215_C008274,38.5,44.0247,79.829,90,R0,1.00685,2,0.148975,-0.0855,0,0.75,0.71150849,5.607422,0.68636495,4,0.78424063,static_structure_path
WGV34A_PATH_0004488,relaxed_physical_path,211,215,5,4,WGV33D_MAIN_F0211_C008008;WGV33D_MAIN_F0212_C008063;WGV33D_MAIN_F0214_C008179;WGV33D_MAIN_F0215_C008235,-44.4899,-42.9666,78,79.8855,R0,1.3003,-0.1936,-0.00325,-0.50765,4,0.75,1,3.9677735,1,5,0.825,static_structure_path
WGV34A_PATH_0004489,relaxed_physical_path,211,219,9,6,WGV33D_MAIN_F0211_C008009;WGV33D_MAIN_F0212_C008062;WGV33D_MAIN_F0214_C008180;WGV33D_MAIN_F0216_C008313;WGV33D_MAIN_F0217_C008381;WGV33D_MAIN_F0219_C008492,-45.0153,-38.9879,162,142,R1,0.99205,-2.4026,0.902175,0.39935,3,0.75,0.81756553,4.2941895,0.43183021,7,0.83620836,recurrent_background_path
WGV34A_PATH_0004490,relaxed_physical_path,219,227,9,6,WGV33D_MAIN_F0219_C008492;WGV33D_MAIN_F0221_C008606;WGV33D_MAIN_F0223_C008735;WGV33D_MAIN_F0224_C008789;WGV33D_MAIN_F0225_C008840;WGV33D_MAIN_F0227_C008950,-38.9879,-30.0249,142,127.9529,R1,1.1289,-1.8867,0.095025,-0.487775,0,0.75,0.66188967,3.693826,0.44783258,10,0.79568916,recurrent_background_path
WGV34A_PATH_0004491,relaxed_physical_path,211,214,4,4,WGV33D_MAIN_F0211_C008013;WGV33D_MAIN_F0212_C008068;WGV33D_MAIN_F0213_C008127;WGV33D_MAIN_F0214_C008184,-27.1512,-26.8952,125.2232,118,R0,0.4463,-1.2817,-0.56275,-0.466,1,0.75,0.74823851,2.9839845,0.50444444,6,0.81161518,recurrent_background_path
WGV34A_PATH_0004492,relaxed_physical_path,211,214,4,3,WGV33D_MAIN_F0211_C008018;WGV33D_MAIN_F0212_C008070;WGV33D_MAIN_F0214_C008189,-17.9808,-16.9669,242,238,R1,0.3651,-1,-0.1628,-2,0,0.875,0.74404885,3.950195,0.44227408,4,0.8542848,recurrent_background_path
WGV34A_PATH_0004493,relaxed_physical_path,211,216,6,6,WGV33D_MAIN_F0211_C008024;WGV33D_MAIN_F0212_C008078;WGV33D_MAIN_F0213_C008132;WGV33D_MAIN_F0214_C008194;WGV33D_MAIN_F0215_C008256;WGV33D_MAIN_F0216_C008332,-6.0195,-4.0432,318,316.1728,R2,0.4443,0,-0.04985,0,0,1,1,3.5510255,0.45180456,10,0.95481954,recurrent_background_path
WGV34A_PATH_0004494,relaxed_physical_path,211,212,2,2,WGV33D_MAIN_F0211_C008025;WGV33D_MAIN_F0212_C008082,0.537,0.5452,252.7176,254,R1,0.0082,1.2824,0,0,0,0.75,1,2.5511065,0.43483102,2,0.8815169,insufficient_length
WGV34A_PATH_0004495,relaxed_physical_path,211,212,2,2,WGV33D_MAIN_F0211_C008029;WGV33D_MAIN_F0212_C008088,10.9659,11.019,202,202,R1,0.0531,0,0,0,0,1,1,3.605957,0.43617956,2,0.95638204,insufficient_length
WGV34A_PATH_0004496,relaxed_physical_path,211,212,2,2,WGV33D_MAIN_F0211_C008031;WGV33D_MAIN_F0212_C008090,17.9761,18.5007,262,260.7199,R2,0.5246,-1.2801,0,0,0,1,0.71150824,3.6144205,0.43767543,2,0.88410952,insufficient_length
WGV34A_PATH_0004497,relaxed_physical_path,211,219,9,5,WGV33D_MAIN_F0211_C008037;WGV33D_MAIN_F0213_C008149;WGV33D_MAIN_F0215_C008271;WGV33D_MAIN_F0217_C008409;WGV33D_MAIN_F0219_C008521,34.4414,39.0131,174,190,R1,0.50485,2,-0.44645,0,0,0.75,1,6.619141,0.44217209,8,0.88078279,recurrent_background_path
WGV34A_PATH_0004498,relaxed_physical_path,212,213,2,2,WGV33D_MAIN_F0212_C008061;WGV33D_MAIN_F0213_C008121,-46.7425,-45.2871,85.9084,83.6265,R0,1.4554,-2.2819,0,0,0,0.75,0.81756553,3.591992,0.79617602,2,0.79977378,insufficient_length
WGV34A_PATH_0004499,relaxed_physical_path,212,213,2,2,WGV33D_MAIN_F0212_C008066;WGV33D_MAIN_F0213_C008125,-29.7021,-29.4354,155.1844,155.0479,R1,0.2667,-0.1365,0,0,0,1,0.68027043,3.4263795,0.44765207,2,0.8753024,insufficient_length
WGV34A_PATH_0004500,relaxed_physical_path,212,215,4,3,WGV33D_MAIN_F0212_C008084;WGV33D_MAIN_F0213_C008137;WGV33D_MAIN_F0215_C008260,5.5124,6.0374,222,220.1497,R1,0.0053,-0.462575,1.0182,-0.92515,1,0.875,0.85575424,3.933594,0.44252339,4,0.88218622,recurrent_background_path
WGV34A_PATH_0004501,relaxed_physical_path,212,218,7,6,WGV33D_MAIN_F0212_C008091;WGV33D_MAIN_F0213_C008144;WGV33D_MAIN_F0214_C008204;WGV33D_MAIN_F0216_C008341;WGV33D_MAIN_F0217_C008405;WGV33D_MAIN_F0218_C008466,20.1267,24.9777,220.2265,218,R1,0.7676,1.2652,-0.12195,0.7669,2,0.75,0.66188975,2.8414715,0.55170665,10,0.78530177,recurrent_background_path
WGV34A_PATH_0004502,relaxed_physical_path,212,213,2,2,WGV33D_MAIN_F0212_C008094;WGV33D_MAIN_F0213_C008146,23.5,24.9555,235.9141,240.1781,R1,1.4555,4.264,0,0,0,0.75,1,3.2807615,0.42946868,2,0.88205313,insufficient_length
WGV34A_PATH_0004503,relaxed_physical_path,212,221,10,6,WGV33D_MAIN_F0212_C008096;WGV33D_MAIN_F0214_C008207;WGV33D_MAIN_F0216_C008343;WGV33D_MAIN_F0217_C008408;WGV33D_MAIN_F0219_C008520;WGV33D_MAIN_F0221_C008637,30.6131,37.5625,194.091,211.1783,R1,0.7786,1.7513,-0.014275,0.721225,2,0.75,0.8457936,2.781413,1,10,0.7864484,static_structure_path
WGV34A_PATH_0004504,relaxed_physical_path,213,220,8,5,WGV33D_MAIN_F0213_C008126;WGV33D_MAIN_F0215_C008239;WGV33D_MAIN_F0216_C008316;WGV33D_MAIN_F0218_C008448;WGV33D_MAIN_F0220_C008553,-31.5,-28.0013,292.215,290,R2,0.48375,-0.873975,0.5309,-2.25205,3,0.75,0.76092074,3.111328,0.43076384,8,0.8221538,recurrent_background_path
WGV34A_PATH_0004505,relaxed_physical_path,213,216,4,4,WGV33D_MAIN_F0213_C008129;WGV33D_MAIN_F0214_C008187;WGV33D_MAIN_F0215_C008248;WGV33D_MAIN_F0216_C008325,-18.0071,-14.7381,122,119.9395,R0,1.0639,-0.477,0.5007,-0.2385,0,0.75,0.71150824,3.3198785,0.48996153,6,0.80388091,recurrent_background_path
WGV34A_PATH_0004506,relaxed_physical_path,213,221,9,7,WGV33D_MAIN_F0213_C008131;WGV33D_MAIN_F0214_C008192;WGV33D_MAIN_F0216_C008330;WGV33D_MAIN_F0217_C008395;WGV33D_MAIN_F0219_C008512;WGV33D_MAIN_F0220_C008570;WGV33D_MAIN_F0221_C008629,-10.5011,-1.2008,214,211.2664,R1,1.083625,0,-0.15495,0,1,0.75,0.71150849,5.146484,0.44515476,12,0.80836165,recurrent_background_path
WGV34A_PATH_0004507,relaxed_physical_path,213,220,8,6,WGV33D_MAIN_F0213_C008134;WGV33D_MAIN_F0214_C008193;WGV33D_MAIN_F0216_C008333;WGV33D_MAIN_F0217_C008396;WGV33D_MAIN_F0219_C008513;WGV33D_MAIN_F0220_C008572,-4.9791,-0.4928,266,266,R2,0.5711,0,0.192075,0,0,1,0.77658936,3.544678,0.43928235,10,0.9002191,recurrent_background_path
WGV34A_PATH_0004508,relaxed_physical_path,213,215,3,3,WGV33D_MAIN_F0213_C008135;WGV33D_MAIN_F0214_C008196;WGV33D_MAIN_F0215_C008258,-3.9886,-1.9918,210,210,R1,0.9984,0,0.0552,0,0,0.75,1,4.229492,0.44421303,4,0.8805787,recurrent_background_path
WGV34A_PATH_0004509,relaxed_physical_path,213,221,9,8,WGV33D_MAIN_F0213_C008138;WGV33D_MAIN_F0214_C008199;WGV33D_MAIN_F0216_C008337;WGV33D_MAIN_F0217_C008400;WGV33D_MAIN_F0218_C008462;WGV33D_MAIN_F0219_C008516;WGV33D_MAIN_F0220_C008576;WGV33D_MAIN_F0221_C008635,9.417,18.0136,186,194,R1,1.0598,1.0281,0.057825,0.05645,0,0.75,1,4.5231935,1,14,0.825,static_structure_path
WGV34A_PATH_0004510,relaxed_physical_path,213,216,4,4,WGV33D_MAIN_F0213_C008141;WGV33D_MAIN_F0214_C008201;WGV33D_MAIN_F0215_C008264;WGV33D_MAIN_F0216_C008339,12.1833,15.4144,204.5871,206.8614,R1,1.2969,0.8609,0.3496,1.0899,1,0.75,0.77658921,3.3793455,0.50371096,6,0.81877621,recurrent_background_path
WGV34A_PATH_0004511,relaxed_physical_path,214,215,2,2,WGV33D_MAIN_F0214_C008183;WGV33D_MAIN_F0215_C008242,-27.2365,-26.5057,152.3599,151.489,R1,0.7308,-0.8709,0,0,0,0.8,1,3.1785155,0.50256532,2,0.88974347,insufficient_length
WGV34A_PATH_0004512,relaxed_physical_path,214,220,7,6,WGV33D_MAIN_F0214_C008200;WGV33D_MAIN_F0215_C008263;WGV33D_MAIN_F0217_C008401;WGV33D_MAIN_F0218_C008463;WGV33D_MAIN_F0219_C008517;WGV33D_MAIN_F0220_C008575,10.9408,16.017,234,238,R1,0.981,0,-0.0744,0.486075,0,0.75,1,3.4506835,0.42163566,10,0.88283643,recurrent_background_path
WGV34A_PATH_0004513,relaxed_physical_path,214,215,2,2,WGV33D_MAIN_F0214_C008202;WGV33D_MAIN_F0215_C008265,19.104,20.1433,171.6354,172.5175,R1,1.0393,0.8821,0,0,0,0.75,1,2.7498045,1,2,0.825,insufficient_length
WGV34A_PATH_0004514,relaxed_physical_path,215,222,8,5,WGV33D_MAIN_F0215_C008238;WGV33D_MAIN_F0217_C008382;WGV33D_MAIN_F0218_C008445;WGV33D_MAIN_F0220_C008549;WGV33D_MAIN_F0222_C008678,-38.0408,-33.4873,294,282,R2,0.730025,-2,0.07245,0,0,0.75,1,4.393555,0.42337177,5,0.88266282,recurrent_background_path
WGV34A_PATH_0004515,relaxed_physical_path,215,223,9,7,WGV33D_MAIN_F0215_C008244;WGV33D_MAIN_F0216_C008320;WGV33D_MAIN_F0217_C008388;WGV33D_MAIN_F0219_C008501;WGV33D_MAIN_F0220_C008559;WGV33D_MAIN_F0221_C008615;WGV33D_MAIN_F0223_C008739,-22.1178,-19.4864,269.2573,271.2687,R2,0.643825,-1.102925,0.12885,0.14825,3,0.75,0.81756553,2.979004,0.43467463,12,0.83592392,recurrent_background_path
WGV34A_PATH_0004516,relaxed_physical_path,215,216,2,2,WGV33D_MAIN_F0215_C008246;WGV33D_MAIN_F0216_C008321,-21.5191,-20.949,190,190,R1,0.5701,0,0,0,0,1,0.71150849,4.811523,1,2,0.82787712,insufficient_length
WGV34A_PATH_0004517,relaxed_physical_path,215,217,3,3,WGV33D_MAIN_F0215_C008247;WGV33D_MAIN_F0216_C008323;WGV33D_MAIN_F0217_C008390,-18.493,-17.8097,251.2205,248.7387,R1,0.34165,-1.2409,0.0375,-5.1248,1,0.75,0.8882946,3.088542,0.43627646,4,0.85344601,recurrent_background_path
WGV34A_PATH_0004518,relaxed_physical_path,215,216,2,2,WGV33D_MAIN_F0215_C008251;WGV33D_MAIN_F0216_C008328,-9.9757,-8.807,282,280.6385,R2,1.1687,-1.3615,0,0,0,0.75,0.71150824,2.867513,0.44437963,2,0.8084391,insufficient_length
WGV34A_PATH_0004519,relaxed_physical_path,215,216,2,2,WGV33D_MAIN_F0215_C008261;WGV33D_MAIN_F0216_C008336,9.0382,10.0255,282,282,R2,0.9873,0,0,0,0,0.75,1,4.413086,0.43133159,2,0.88186684,insufficient_length
WGV34A_PATH_0004520,relaxed_physical_path,215,219,5,5,WGV33D_MAIN_F0215_C008273;WGV33D_MAIN_F0216_C008345;WGV33D_MAIN_F0217_C008411;WGV33D_MAIN_F0218_C008468;WGV33D_MAIN_F0219_C008522,39.2205,44.9974,95.0234,106,R0,1.14435,2.8491,-0.3845,-0.255,0,0.75,0.68360266,3.529297,0.44404646,8,0.80149602,recurrent_background_path
WGV34A_PATH_0004521,relaxed_physical_path,216,222,7,5,WGV33D_MAIN_F0216_C008311;WGV33D_MAIN_F0218_C008442;WGV33D_MAIN_F0220_C008547;WGV33D_MAIN_F0221_C008604;WGV33D_MAIN_F0222_C008675,-52.9017,-46.9865,129.001,113.7129,R0,1.14185,-2.614675,-0.0049,-0.1095,0,0.75,0.94109938,3.945312,0.44208293,8,0.86606655,recurrent_background_path
WGV34A_PATH_0004522,relaxed_physical_path,216,218,3,2,WGV33D_MAIN_F0216_C008315;WGV33D_MAIN_F0218_C008446,-34.9875,-36.0245,66,70,R0,-0.5185,2,0,0,0,0.75,1,4.384277,1,2,0.825,insufficient_length
WGV34A_PATH_0004523,relaxed_physical_path,216,224,9,8,WGV33D_MAIN_F0216_C008318;WGV33D_MAIN_F0217_C008384;WGV33D_MAIN_F0218_C008449;WGV33D_MAIN_F0219_C008499;WGV33D_MAIN_F0220_C008557;WGV33D_MAIN_F0221_C008613;WGV33D_MAIN_F0222_C008684;WGV33D_MAIN_F0224_C008798,-25.8008,-16.4653,149.539,139.8227,R1,1.1945,-1.4393,-0.10805,0.158025,0,0.75,1,3.084792,0.55663154,14,0.86933685,recurrent_background_path
WGV34A_PATH_0004524,relaxed_physical_path,216,217,2,2,WGV33D_MAIN_F0216_C008319;WGV33D_MAIN_F0217_C008385,-28.0359,-27.9785,326,326,R2,0.0574,0,0,0,0,1,1,3.5302735,0.4279523,2,0.95720477,insufficient_length
WGV34A_PATH_0004525,relaxed_physical_path,216,222,7,5,WGV33D_MAIN_F0216_C008322;WGV33D_MAIN_F0217_C008389;WGV33D_MAIN_F0219_C008503;WGV33D_MAIN_F0220_C008565;WGV33D_MAIN_F0222_C008685,-18.9432,-15.5064,174,166,R1,1.111,-1,0.2577,-2,1,0.75,0.61667486,3.469141,1,8,0.72916872,static_structure_path
WGV34A_PATH_0004526,relaxed_physical_path,216,217,2,2,WGV33D_MAIN_F0216_C008329;WGV33D_MAIN_F0217_C008393,-9.0032,-8.9551,302,302,R2,0.0481,0,0,0,0,1,1,6.265625,0.42310433,2,0.95768957,insufficient_length
WGV34A_PATH_0004527,relaxed_physical_path,216,220,5,4,WGV33D_MAIN_F0216_C008342;WGV33D_MAIN_F0217_C008406;WGV33D_MAIN_F0219_C008519;WGV33D_MAIN_F0220_C008578,24.4998,25.4831,189.1637,175.8611,R1,0.731,0.7705,-1.12035,-8.41475,2,0.75,1,2.9018555,1,5,0.825,static_structure_path
WGV34A_PATH_0004528,relaxed_physical_path,216,217,2,2,WGV33D_MAIN_F0216_C008344;WGV33D_MAIN_F0217_C008410,38.463,38.5,229.0266,232.0387,R1,0.037,3.0121,0,0,0,0.75,0.59061611,2.8935545,1,2,0.72265403,insufficient_length
WGV34A_PATH_0004529,relaxed_physical_path,217,220,4,3,WGV33D_MAIN_F0217_C008383;WGV33D_MAIN_F0218_C008447;WGV33D_MAIN_F0220_C008551,-32.505,-29.1424,64.7252,71.3052,R0,1.27415,1.450175,-0.9197,4.45895,1,0.75,0.77658928,2.952474,1,4,0.76914732,static_structure_path
WGV34A_PATH_0004530,relaxed_physical_path,217,225,9,8,WGV33D_MAIN_F0217_C008391;WGV33D_MAIN_F0218_C008455;WGV33D_MAIN_F0219_C008507;WGV33D_MAIN_F0221_C008624;WGV33D_MAIN_F0222_C008688;WGV33D_MAIN_F0223_C008748;WGV33D_MAIN_F0224_C008806;WGV33D_MAIN_F0225_C008858,-12.7743,2.996,118.8159,118,R0,2.1297,-0.4763,0.321175,-0.0428,2,0.75,0.77658936,3.3753255,0.44615232,14,0.82453211,recurrent_background_path
WGV34A_PATH_0004531,relaxed_physical_path,225,234,10,7,WGV33D_MAIN_F0225_C008858;WGV33D_MAIN_F0227_C008975;WGV33D_MAIN_F0228_C009033;WGV33D_MAIN_F0229_C009095;WGV33D_MAIN_F0231_C009214;WGV33D_MAIN_F0232_C009267;WGV33D_MAIN_F0234_C009383,2.996,9.0331,118,110,R0,1.39205,0,-0.3188,0,5,0.75,0.8882946,3.035156,0.71270773,12,0.82580288,static_structure_path
WGV34A_PATH_0004532,relaxed_physical_path,217,218,2,2,WGV33D_MAIN_F0217_C008402;WGV33D_MAIN_F0218_C008464,14.0421,14.5,256.1683,256.0948,R2,0.4579,-0.0735,0,0,0,0.75,1,2.970215,0.44066715,2,0.88093329,insufficient_length
WGV34A_PATH_0004533,relaxed_physical_path,217,223,7,6,WGV33D_MAIN_F0217_C008403;WGV33D_MAIN_F0218_C008465;WGV33D_MAIN_F0220_C008577;WGV33D_MAIN_F0221_C008636;WGV33D_MAIN_F0222_C008699;WGV33D_MAIN_F0223_C008758,15.972,22.5222,206,214.9403,R1,1.2118,2,0.3692,0.72165,0,0.75,1,3.9414065,0.43990563,10,0.88100944,recurrent_background_path
WGV34A_PATH_0004534,relaxed_physical_path,218,222,5,3,WGV33D_MAIN_F0218_C008443;WGV33D_MAIN_F0220_C008548;WGV33D_MAIN_F0222_C008676,-44.0336,-36.1466,133.7828,129.5369,R1,1.97175,-1.061475,-0.6253,-1.22145,0,0.57195375,0.85980506,3.43457,0.44592087,4,0.7919453,recurrent_background_path
WGV34A_PATH_0004535,relaxed_physical_path,218,219,2,2,WGV33D_MAIN_F0218_C008450;WGV33D_MAIN_F0219_C008498,-27.5,-27.036,323.9974,322,R2,0.464,-1.9974,0,0,0,0.75,1,3.342285,0.43169196,2,0.8818308,insufficient_length
WGV34A_PATH_0004536,relaxed_physical_path,218,221,4,3,WGV33D_MAIN_F0218_C008453;WGV33D_MAIN_F0219_C008506;WGV33D_MAIN_F0221_C008617,-14.5197,-14.5593,67.8156,57.032,R0,0.323125,-3.044225,-2.01795,-3.30185,1,0.75,0.60231846,3.099609,1,4,0.72557962,static_structure_path
WGV34A_PATH_0004537,relaxed_physical_path,218,220,3,3,WGV33D_MAIN_F0218_C008454;WGV33D_MAIN_F0219_C008504;WGV33D_MAIN_F0220_C008564,-16.7471,-14.8018,247.7089,247.3695,R1,0.97265,-0.1697,0.7947,0.1508,0,0.875,0.83094488,3.354167,0.44811929,4,0.87542429,recurrent_background_path
WGV34A_PATH_0004538,relaxed_physical_path,218,220,3,3,WGV33D_MAIN_F0218_C008456;WGV33D_MAIN_F0219_C008505;WGV33D_MAIN_F0220_C008566,-15.0237,-11.7687,286,285.012,R2,1.6275,-0.494,1.2212,-0.988,0,0.875,0.79530805,3.827148,0.43465139,4,0.86786187,recurrent_background_path
WGV34A_PATH_0004539,relaxed_physical_path,218,220,3,2,WGV33D_MAIN_F0218_C008457;WGV33D_MAIN_F0220_C008567,-14.0286,-11.0295,234,234,R1,1.49955,0,0,0,0,0.375,1,4.885254,0.44884003,2,0.767616,insufficient_length
WGV34A_PATH_0004540,relaxed_physical_path,218,227,10,8,WGV33D_MAIN_F0218_C008461;WGV33D_MAIN_F0219_C008515;WGV33D_MAIN_F0221_C008633;WGV33D_MAIN_F0223_C008754;WGV33D_MAIN_F0224_C008808;WGV33D_MAIN_F0225_C008859;WGV33D_MAIN_F0226_C008910;WGV33D_MAIN_F0227_C008973,3.9993,3.8541,254,267.3097,R2,0.3541,0,-0.063,0.8977,3,0.75,1,3.4233395,0.45518386,13,0.87948161,recurrent_background_path
WGV34A_PATH_0004541,relaxed_physical_path,227,233,7,4,WGV33D_MAIN_F0227_C008973;WGV33D_MAIN_F0229_C009093;WGV33D_MAIN_F0231_C009215;WGV33D_MAIN_F0233_C009326,3.8541,2.9903,267.3097,278,R2,0.32295,0,-0.904125,-3.13725,2,0.375,1,2.760254,0.44719118,6,0.76778088,recurrent_background_path
WGV34A_PATH_0004542,relaxed_physical_path,218,225,8,5,WGV33D_MAIN_F0218_C008467;WGV33D_MAIN_F0220_C008579;WGV33D_MAIN_F0222_C008703;WGV33D_MAIN_F0223_C008760;WGV33D_MAIN_F0225_C008864,32.1889,38.0354,204.6113,218,R1,0.7235,2.160275,-0.423,-0.48185,2,0.75,0.83094483,2.905599,0.89316605,8,0.7934196,static_structure_path
WGV34A_PATH_0004543,relaxed_physical_path,219,221,3,2,WGV33D_MAIN_F0219_C008493;WGV33D_MAIN_F0221_C008607,-34.9959,-34.2528,288.0147,282.8843,R2,0.37155,-2.5652,0,0,0,0.75,0.71150849,4.428548,0.42237453,2,0.81063967,insufficient_length
WGV34A_PATH_0004544,relaxed_physical_path,219,228,10,9,WGV33D_MAIN_F0219_C008495;WGV33D_MAIN_F0220_C008552;WGV33D_MAIN_F0221_C008611;WGV33D_MAIN_F0223_C008736;WGV33D_MAIN_F0224_C008793;WGV33D_MAIN_F0225_C008847;WGV33D_MAIN_F0226_C008895;WGV33D_MAIN_F0227_C008955;WGV33D_MAIN_F0228_C009018,-30.9978,-17.6464,118,107.524,R0,1.634825,-1.0449,-0.38655,0.1311,0,0.75,0.77658928,4.531738,0.74227226,16,0.79492009,static_structure_path
