component_frame_id,component_id_within_frame,physical_vehicle_id,sar_frame,split,component_energy,component_energy_fraction,component_area_m2,component_centroid_range_m,component_centroid_azimuth_m,component_centroid_body_long_m,component_centroid_body_short_m,component_axis_deg,component_axis_ratio,component_identity_scope
SAR000366_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,366,guard,624,0.004864,0.0135,-0.767669,1.47481,1.520006,0.673766,67.343197,1.754689,within_frame_only_anonymous_component
SAR000367_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,367,guard,53272,0.399988,0.7803,-0.751566,0.309314,0.366497,0.725401,176.173621,4.221681,within_frame_only_anonymous_component
SAR000367_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,367,guard,4999,0.037535,0.0909,-0.767409,-1.425038,-1.361439,0.875292,9.911964,3.274513,within_frame_only_anonymous_component
SAR000367_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,367,guard,1144,0.00859,0.0252,-0.732333,-0.953534,-0.894058,0.803865,172.03344,2.284962,within_frame_only_anonymous_component
SAR000367_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,367,guard,622,0.00467,0.0135,-0.283845,0.261168,0.282332,0.262803,2.400773,2.646331,within_frame_only_anonymous_component
SAR000367_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,367,guard,565,0.004242,0.0126,-0.748198,-1.949274,-1.88559,0.89667,142.610614,1.268556,within_frame_only_anonymous_component
SAR000368_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,368,guard,51891,0.535323,0.8802,-0.771329,0.038443,0.088892,0.767153,176.024534,3.595628,within_frame_only_anonymous_component
SAR000368_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,368,guard,907,0.009357,0.0225,-0.482921,0.454756,0.485416,0.452092,177.518326,1.283116,within_frame_only_anonymous_component
SAR000368_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,368,guard,690,0.007118,0.0189,0.299874,-0.229171,-0.248324,-0.284216,2.046954,1.670182,within_frame_only_anonymous_component
SAR000369_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,369,guard,51833,0.559196,0.8631,-0.79747,0.043427,0.096801,0.792764,175.188225,3.559723,within_frame_only_anonymous_component
SAR000369_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,369,guard,778,0.008393,0.0198,0.2906,0.018425,-0.001101,-0.291181,0.08152,6.26133,within_frame_only_anonymous_component
SAR000369_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,369,guard,491,0.005297,0.0153,-1.245313,0.03076,0.11419,1.240448,1.741672,5.027569,within_frame_only_anonymous_component
SAR000369_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,369,guard,491,0.005297,0.0153,-1.363631,0.029864,0.12123,1.35856,0.014998,5.96449,within_frame_only_anonymous_component
SAR000369_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,369,guard,337,0.003636,0.0108,-1.471299,0.024594,0.123191,1.466339,176.660248,6.047604,within_frame_only_anonymous_component
SAR000370_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,370,guard,55469,0.434142,0.8838,-0.753704,-0.231383,-0.19249,0.764562,176.570753,7.143084,within_frame_only_anonymous_component
SAR000370_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,370,guard,977,0.007647,0.0207,-0.424937,-1.380779,-1.357211,0.495077,152.979806,2.628268,within_frame_only_anonymous_component
SAR000370_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,370,guard,496,0.003882,0.0108,-0.565845,1.633551,1.66038,0.481464,134.072299,1.689105,within_frame_only_anonymous_component
SAR000371_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,371,posthoc_diagnosis,43016,0.327098,0.6093,-0.785344,-0.510077,-0.472807,0.80833,176.873538,4.335565,within_frame_only_anonymous_component
SAR000371_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,371,posthoc_diagnosis,13367,0.101644,0.2538,-0.680389,0.995916,1.026634,0.633089,174.520754,2.271123,within_frame_only_anonymous_component
SAR000371_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,371,posthoc_diagnosis,863,0.006562,0.018,-0.575773,1.762952,1.78794,0.492731,113.141653,1.716592,within_frame_only_anonymous_component
SAR000371_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,371,posthoc_diagnosis,674,0.005125,0.0144,-0.464259,-1.291034,-1.26792,0.524103,128.480187,1.242234,within_frame_only_anonymous_component
SAR000371_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,371,posthoc_diagnosis,632,0.004806,0.0126,0.733293,-0.578163,-0.61181,-0.705464,179.557888,3.202166,within_frame_only_anonymous_component
SAR000371_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,371,posthoc_diagnosis,654,0.004973,0.0126,-0.792725,-1.896398,-1.857267,0.880509,71.106033,2.500167,within_frame_only_anonymous_component
SAR000372_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,372,posthoc_diagnosis,42466,0.330295,0.5895,-0.86244,-0.864272,-0.869061,0.857614,177.091158,4.818508,within_frame_only_anonymous_component
SAR000372_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,372,posthoc_diagnosis,14423,0.11218,0.2727,-0.709659,0.825973,0.822009,0.714248,175.024662,2.984347,within_frame_only_anonymous_component
SAR000372_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,372,posthoc_diagnosis,1878,0.014607,0.0351,-0.56051,-1.470358,-1.473456,0.552313,159.479106,3.204088,within_frame_only_anonymous_component
SAR000372_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,372,posthoc_diagnosis,736,0.005725,0.0153,0.637607,-0.839324,-0.83576,-0.642271,174.627505,3.107053,within_frame_only_anonymous_component
SAR000373_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,373,posthoc_diagnosis,39114,0.346814,0.6138,-0.856233,-0.951733,-0.97274,0.83229,177.002132,4.517126,within_frame_only_anonymous_component
SAR000373_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,373,posthoc_diagnosis,4749,0.042108,0.0882,-0.754179,0.657655,0.638688,0.770307,170.885253,1.573794,within_frame_only_anonymous_component
SAR000373_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,373,posthoc_diagnosis,3545,0.031433,0.081,-0.634204,1.283117,1.266942,0.66593,179.644985,3.535544,within_frame_only_anonymous_component
SAR000373_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,373,posthoc_diagnosis,1660,0.014719,0.036,-0.414255,0.711776,0.701249,0.431835,15.162165,1.860678,within_frame_only_anonymous_component
SAR000373_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,373,posthoc_diagnosis,922,0.008175,0.0234,-0.733547,0.291378,0.273038,0.740569,20.524793,2.163879,within_frame_only_anonymous_component
SAR000373_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,373,posthoc_diagnosis,1017,0.009017,0.0207,-0.559068,-1.528315,-1.541751,0.520873,170.977889,2.222834,within_frame_only_anonymous_component
SAR000373_C07,7,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,373,posthoc_diagnosis,604,0.005356,0.0153,-0.407677,2.293434,2.282582,0.464608,157.722742,2.188497,within_frame_only_anonymous_component
SAR000373_C08,8,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,373,posthoc_diagnosis,522,0.004628,0.0135,-0.555332,-1.999394,-2.012591,0.505419,50.104677,2.077861,within_frame_only_anonymous_component
SAR000373_C09,9,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,373,posthoc_diagnosis,544,0.004824,0.0117,-0.482478,-1.323862,-1.335455,0.449393,169.345646,1.270005,within_frame_only_anonymous_component
SAR000373_C10,10,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,373,posthoc_diagnosis,437,0.003875,0.0108,-0.398403,-0.914452,-0.924081,0.375529,179.417526,6.985243,within_frame_only_anonymous_component
SAR000374_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,374,posthoc_diagnosis,33589,0.302939,0.504,-0.889325,-1.198204,-1.245981,0.82105,179.561303,3.51848,within_frame_only_anonymous_component
SAR000374_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,374,posthoc_diagnosis,4372,0.039431,0.1107,-0.710501,-0.090971,-0.130492,0.704315,176.2803,2.365908,within_frame_only_anonymous_component
SAR000374_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,374,posthoc_diagnosis,4305,0.038827,0.081,-0.740822,0.659823,0.617438,0.776501,6.224049,2.286372,within_frame_only_anonymous_component
SAR000374_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,374,posthoc_diagnosis,2492,0.022475,0.0576,-0.593846,1.204719,1.16969,0.660172,54.320448,1.120737,within_frame_only_anonymous_component
SAR000374_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,374,posthoc_diagnosis,763,0.006881,0.0198,-0.68592,-2.14719,-2.182133,0.564987,63.106722,3.204058,within_frame_only_anonymous_component
SAR000374_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,374,posthoc_diagnosis,755,0.006809,0.0198,-0.512405,1.564314,1.533271,0.598932,31.317381,1.620922,within_frame_only_anonymous_component
SAR000374_C07,7,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,374,posthoc_diagnosis,711,0.006413,0.0189,-0.589113,-2.020086,-2.049822,0.475426,44.620267,1.571413,within_frame_only_anonymous_component
SAR000374_C08,8,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,374,posthoc_diagnosis,931,0.008397,0.0189,-0.563617,-1.563427,-1.592453,0.475462,159.020197,2.172456,within_frame_only_anonymous_component
SAR000374_C09,9,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,374,posthoc_diagnosis,761,0.006863,0.0189,-0.570952,0.939756,0.906418,0.622522,95.436373,1.259168,within_frame_only_anonymous_component
SAR000374_C10,10,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,374,posthoc_diagnosis,881,0.007946,0.0171,-0.38518,0.66158,0.639046,0.421511,41.118057,1.43189,within_frame_only_anonymous_component
SAR000374_C11,11,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,374,posthoc_diagnosis,475,0.004284,0.0108,-0.379374,2.250468,2.225781,0.504411,136.110559,1.707179,within_frame_only_anonymous_component
SAR000375_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,375,posthoc_diagnosis,32541,0.540845,0.8361,-0.708902,-0.261316,-0.307829,0.689978,172.56651,4.742841,within_frame_only_anonymous_component
SAR000375_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,375,posthoc_diagnosis,381,0.006332,0.0153,0.632794,-0.675845,-0.632318,-0.67629,5.843903,2.444563,within_frame_only_anonymous_component
SAR000375_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,375,posthoc_diagnosis,403,0.006698,0.0144,-0.433561,-0.980383,-1.007018,0.367479,2.019638,2.580523,within_frame_only_anonymous_component
SAR000375_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,375,posthoc_diagnosis,332,0.005518,0.0135,-1.416806,-0.932533,-1.024588,1.351731,178.521203,5.814971,within_frame_only_anonymous_component
SAR000375_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,375,posthoc_diagnosis,291,0.004837,0.0126,-0.212451,-0.980536,-0.992483,0.146848,0.752299,4.322844,within_frame_only_anonymous_component
SAR000375_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,375,posthoc_diagnosis,247,0.004105,0.0126,-1.53219,-0.912801,-1.012564,1.468171,175.926559,5.150843,within_frame_only_anonymous_component
SAR000375_C07,7,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,375,posthoc_diagnosis,338,0.005618,0.0117,-0.321129,-0.960201,-0.979411,0.256636,2.057418,4.161366,within_frame_only_anonymous_component
SAR000376_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,376,posthoc_diagnosis,29459,0.507031,0.7965,-0.77864,-0.303476,-0.351223,0.758301,173.86782,4.88158,within_frame_only_anonymous_component
SAR000376_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,376,posthoc_diagnosis,850,0.01463,0.0351,-0.425699,-0.967486,-0.992044,0.364823,13.262584,1.696692,within_frame_only_anonymous_component
SAR000376_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,376,posthoc_diagnosis,741,0.012754,0.0243,-0.302725,0.961705,0.941059,0.361837,38.472273,1.447838,within_frame_only_anonymous_component
SAR000376_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,376,posthoc_diagnosis,515,0.008864,0.0198,-0.861518,0.741798,0.686891,0.905902,5.631665,2.498029,within_frame_only_anonymous_component
SAR000376_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,376,posthoc_diagnosis,441,0.00759,0.0162,0.616115,-0.394402,-0.355398,-0.639409,1.941932,2.129528,within_frame_only_anonymous_component
SAR000376_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,376,posthoc_diagnosis,314,0.005404,0.0162,-0.366849,-0.508116,-0.529908,0.334601,18.983552,1.609609,within_frame_only_anonymous_component
SAR000376_C07,7,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,376,posthoc_diagnosis,466,0.008021,0.0162,-0.851186,0.394711,0.341114,0.874045,2.520505,3.753663,within_frame_only_anonymous_component
SAR000377_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,377,posthoc_diagnosis,19694,0.540732,0.7974,-0.64409,0.089552,-0.005454,-0.650262,174.127014,4.731194,within_frame_only_anonymous_component
SAR000377_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,377,posthoc_diagnosis,385,0.010571,0.0198,-0.507608,-1.003995,1.061238,-0.373423,156.867525,1.457113,within_frame_only_anonymous_component
SAR000377_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,377,posthoc_diagnosis,474,0.013014,0.0189,0.481077,-0.961415,0.89108,0.601439,175.509097,1.936225,within_frame_only_anonymous_component
SAR000377_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,377,posthoc_diagnosis,203,0.005574,0.0135,0.876229,0.923534,-1.029154,0.749357,110.083424,1.312028,within_frame_only_anonymous_component
SAR000377_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,377,posthoc_diagnosis,175,0.004805,0.0108,0.493673,-0.686263,0.616612,0.578324,26.431478,2.217879,within_frame_only_anonymous_component
SAR000378_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,378,posthoc_diagnosis,22007,0.480765,0.7542,-0.668539,0.000585,0.080683,-0.663653,175.595272,5.090808,within_frame_only_anonymous_component
SAR000378_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,378,posthoc_diagnosis,399,0.008717,0.0171,-0.435249,-0.848081,0.894699,-0.328935,128.41678,1.580802,within_frame_only_anonymous_component
SAR000378_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,378,posthoc_diagnosis,348,0.007602,0.0153,0.580729,-0.523999,0.449524,0.640117,2.101359,2.780322,within_frame_only_anonymous_component
SAR000378_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,378,posthoc_diagnosis,199,0.004347,0.0108,0.920533,0.749526,-0.855861,0.8226,38.040592,1.884955,within_frame_only_anonymous_component
SAR000379_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,379,posthoc_diagnosis,21013,0.510247,0.7938,-0.736052,0.051197,0.067779,-0.73471,176.019423,5.033707,within_frame_only_anonymous_component
SAR000379_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,379,posthoc_diagnosis,295,0.007163,0.0189,0.803401,0.384246,-0.508386,0.731192,41.284121,1.058278,within_frame_only_anonymous_component
SAR000379_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,379,posthoc_diagnosis,195,0.004735,0.0108,-0.021364,0.965677,-0.949687,-0.176307,161.837374,1.452781,within_frame_only_anonymous_component
SAR000380_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,380,posthoc_diagnosis,21079,0.48872,0.7434,-0.758289,0.009675,0.11629,-0.749381,175.703753,5.597345,within_frame_only_anonymous_component
SAR000380_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,380,posthoc_diagnosis,388,0.008996,0.0225,0.50467,-0.99368,0.896158,0.662565,86.869707,1.244017,within_frame_only_anonymous_component
SAR000380_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,380,posthoc_diagnosis,354,0.008208,0.0207,0.833679,0.625001,-0.754678,0.718408,98.307468,1.196612,within_frame_only_anonymous_component
SAR000380_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,380,posthoc_diagnosis,216,0.005008,0.0144,-0.521259,-0.823388,0.89847,-0.377398,179.115195,2.570426,within_frame_only_anonymous_component
SAR000380_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,380,posthoc_diagnosis,238,0.005518,0.0126,0.508127,-0.246538,0.158801,0.541993,173.45701,1.305465,within_frame_only_anonymous_component
SAR000381_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,381,posthoc_diagnosis,20838,0.506773,0.7416,-0.744519,0.037734,0.111086,-0.737152,176.627564,5.495713,within_frame_only_anonymous_component
SAR000381_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,381,posthoc_diagnosis,238,0.005788,0.0153,0.83686,0.719368,-0.871429,0.67708,28.443117,1.240677,within_frame_only_anonymous_component
SAR000381_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,381,posthoc_diagnosis,359,0.008731,0.0153,0.491285,-0.374356,0.269174,0.555922,7.180647,2.010235,within_frame_only_anonymous_component
SAR000381_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,381,posthoc_diagnosis,257,0.00625,0.0135,0.860356,0.440324,-0.602632,0.755602,12.032722,4.668055,within_frame_only_anonymous_component
SAR000381_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,381,posthoc_diagnosis,228,0.005545,0.0117,0.44762,-0.959005,0.850829,0.629401,16.312768,2.388331,within_frame_only_anonymous_component
SAR000381_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,381,posthoc_diagnosis,168,0.004086,0.0108,-0.213424,0.443643,-0.392337,-0.29739,177.427704,2.714991,within_frame_only_anonymous_component
SAR000382_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,382,posthoc_diagnosis,17406,0.414893,0.6291,-0.82423,-0.101738,0.275023,-0.783625,174.823726,6.614027,within_frame_only_anonymous_component
SAR000382_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,382,posthoc_diagnosis,1044,0.024885,0.0486,0.526865,-0.037843,-0.075287,0.522829,179.808794,2.794204,within_frame_only_anonymous_component
SAR000382_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,382,posthoc_diagnosis,757,0.018044,0.036,-0.615623,-0.986231,1.094756,-0.391347,110.563429,1.604522,within_frame_only_anonymous_component
SAR000382_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,382,posthoc_diagnosis,533,0.012705,0.0288,0.837621,0.915333,-1.072789,0.623353,170.163902,1.535858,within_frame_only_anonymous_component
SAR000382_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,382,posthoc_diagnosis,469,0.011179,0.0207,0.463951,-0.879966,0.760903,0.640794,2.006554,1.860624,within_frame_only_anonymous_component
SAR000382_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,382,posthoc_diagnosis,408,0.009725,0.0198,0.465154,-0.627794,0.514266,0.588238,8.623681,1.480064,within_frame_only_anonymous_component
SAR000382_C07,7,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,382,posthoc_diagnosis,185,0.00441,0.0108,-0.173431,-0.918998,0.934848,0.026365,97.622658,1.201625,within_frame_only_anonymous_component
SAR000383_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,383,posthoc_diagnosis,21524,0.462265,0.7758,-0.739065,0.155668,0.057964,-0.753053,175.947871,4.81429,within_frame_only_anonymous_component
SAR000383_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,383,posthoc_diagnosis,592,0.012714,0.0306,0.787906,0.365468,-0.571868,0.653704,1.244413,2.133097,within_frame_only_anonymous_component
SAR000383_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,383,posthoc_diagnosis,352,0.00756,0.0198,0.893448,0.949291,-1.161851,0.591188,114.535439,2.009731,within_frame_only_anonymous_component
SAR000383_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,383,posthoc_diagnosis,499,0.010717,0.018,0.375074,-0.636964,0.50613,0.538735,13.75035,2.009176,within_frame_only_anonymous_component
SAR000384_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,384,posthoc_diagnosis,16114,0.406181,0.6444,-0.817445,-0.072283,0.272873,-0.773939,173.756019,6.440142,within_frame_only_anonymous_component
SAR000384_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,384,posthoc_diagnosis,991,0.02498,0.045,0.420894,-0.805273,0.675639,0.60756,6.679904,4.249055,within_frame_only_anonymous_component
SAR000384_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,384,posthoc_diagnosis,663,0.016712,0.0396,0.88228,0.824548,-1.017697,0.65007,177.917509,1.832389,within_frame_only_anonymous_component
SAR000384_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,384,posthoc_diagnosis,362,0.009125,0.0207,-0.527306,-0.624839,0.736147,-0.355757,4.415671,2.118186,within_frame_only_anonymous_component
SAR000384_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,384,posthoc_diagnosis,205,0.005167,0.0153,-0.377832,-0.694645,0.766677,-0.193636,133.622662,1.383,within_frame_only_anonymous_component
SAR000384_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,384,posthoc_diagnosis,319,0.008041,0.0144,0.486646,-0.129755,0.004934,0.503623,167.568539,1.168016,within_frame_only_anonymous_component
SAR000384_C07,7,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,384,posthoc_diagnosis,229,0.005772,0.0144,-0.312394,-0.97288,1.01997,-0.061201,1.824858,1.520505,within_frame_only_anonymous_component
SAR000384_C08,8,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,384,posthoc_diagnosis,259,0.006529,0.0144,-0.711738,-0.98788,1.133599,-0.444331,124.679882,3.052763,within_frame_only_anonymous_component
SAR000384_C09,9,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,384,posthoc_diagnosis,176,0.004436,0.0117,-0.150099,-0.425809,0.449737,-0.039738,149.766164,2.562154,within_frame_only_anonymous_component
SAR000385_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,385,posthoc_diagnosis,16330,0.204626,0.4374,-1.237688,-1.545572,1.837297,-0.738242,7.037211,2.911394,within_frame_only_anonymous_component
SAR000385_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,385,posthoc_diagnosis,9921,0.124317,0.2907,-0.471839,0.969909,-0.792176,-0.731992,161.405078,2.163978,within_frame_only_anonymous_component
SAR000385_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,385,posthoc_diagnosis,2628,0.032931,0.0837,-0.752533,0.084255,0.136806,-0.744775,0.861015,2.72252,within_frame_only_anonymous_component
SAR000385_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,385,posthoc_diagnosis,2084,0.026114,0.0612,-0.913336,-0.36685,0.615134,-0.768356,4.775061,1.197279,within_frame_only_anonymous_component
SAR000385_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,385,posthoc_diagnosis,1335,0.016728,0.0432,-0.017314,2.269903,-2.168055,-0.672532,173.150109,2.358085,within_frame_only_anonymous_component
SAR000385_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,385,posthoc_diagnosis,978,0.012255,0.0297,-0.126631,1.69755,-1.58853,-0.611787,154.53364,1.445633,within_frame_only_anonymous_component
SAR000385_C07,7,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,385,posthoc_diagnosis,352,0.004411,0.0117,-0.360517,0.570406,-0.441888,-0.509972,32.729205,1.166443,within_frame_only_anonymous_component
SAR000386_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,386,posthoc_diagnosis,16862,0.192407,0.4077,-1.219071,-1.54133,1.822483,-0.735109,15.405844,2.897769,within_frame_only_anonymous_component
SAR000386_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,386,posthoc_diagnosis,11726,0.133802,0.306,-0.452733,1.067707,-0.896771,-0.735368,167.486065,2.389446,within_frame_only_anonymous_component
SAR000386_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,386,posthoc_diagnosis,4286,0.048906,0.1152,-0.804821,-0.004673,0.231371,-0.770861,173.908194,3.191293,within_frame_only_anonymous_component
SAR000386_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,386,posthoc_diagnosis,1279,0.014594,0.0378,-0.119813,1.819628,-1.712048,-0.627926,178.58925,2.085908,within_frame_only_anonymous_component
SAR000386_C05,5,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,386,posthoc_diagnosis,1094,0.012483,0.0315,-0.980145,-0.562754,0.816242,-0.781745,21.432129,1.431556,within_frame_only_anonymous_component
SAR000386_C06,6,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,386,posthoc_diagnosis,953,0.010874,0.0252,-0.33293,-2.264025,2.266054,0.318826,13.728062,1.965564,within_frame_only_anonymous_component
SAR000386_C07,7,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,386,posthoc_diagnosis,892,0.010178,0.0252,0.004438,2.381155,-2.285828,-0.667015,2.117565,1.730531,within_frame_only_anonymous_component
SAR000386_C08,8,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,386,posthoc_diagnosis,423,0.004827,0.0126,-0.32413,0.715928,-0.595515,-0.512811,56.048731,1.617073,within_frame_only_anonymous_component
SAR000387_C01,1,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,387,posthoc_diagnosis,19075,0.237018,0.5472,-1.110272,-1.190169,1.447294,-0.744678,4.853784,4.475993,within_frame_only_anonymous_component
SAR000387_C02,2,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,387,posthoc_diagnosis,12922,0.160564,0.3762,-0.413287,1.144724,-0.989147,-0.709075,173.475777,4.019274,within_frame_only_anonymous_component
SAR000387_C03,3,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,387,posthoc_diagnosis,642,0.007977,0.0216,-0.136927,1.204539,-1.121878,-0.459404,3.264069,1.208479,within_frame_only_anonymous_component
SAR000387_C04,4,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,387,posthoc_diagnosis,535,0.006648,0.0171,-0.30699,-2.167555,2.169332,0.29417,176.553566,1.546773,within_frame_only_anonymous_component
