subject_frame_id,subject_name,subject_short,pair_id,sar_frame,split,source_region_id,source_variant,posthoc_evaluation_label,gate_label_used_for_status,subject_motion_model,persistent_subject_status,center_x,center_y,width_px,height_px,width_m_grid,height_m_grid,angle_deg,subject_principal_axis_deg,local_range_axis_deg,local_azimuth_axis_deg,body_axis_proxy_deg,motion_heading_directed_deg,heading_confidence,principal_minus_body_axial_deg,principal_minus_range_axial_deg,body_minus_range_axial_deg,principal_minus_motion_axial_deg,center_selection_status,mean_energy,high_energy_pixel_fraction,local_background_normalized_energy,body_long_energy90_width_m,body_short_energy90_width_m,response_compactness,response_linearity,energy_centroid_range_m,energy_centroid_azimuth_m,observation_status,visible_fraction,surface_generation_status
fixed_strong_scatterer_sar000356,fixed_strong_scatterer,fss,WGV35A_PAIR_0094,356,calibration,E0_R1_REG_000356_0045,fixed_strong_scatterer_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1132.158395,1164.457828,158.83115,69.254939,4.764934,2.077648,-1.300931,1.014016,82.510653,172.510653,178.699069,-1.300931,HIGH,2.314947,81.496637,83.811584,2.314947,UNIQUE_GT_CENTER,45.381718,0.032489,0.951959,4.241874,1.854706,0.154892,2.336048,-7.041755,0.626026,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_linear_structure_sar000356,fixed_linear_structure,fls,WGV35A_PAIR_0094,356,calibration,E0_R1_REG_000356_0044,fixed_linear_structure_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1461.700834,848.735721,158.83115,69.254939,4.764934,2.077648,-1.300931,8.283398,122.560807,32.560807,178.699069,-1.300931,HIGH,9.584329,65.722591,56.138262,9.584329,UNIQUE_GT_CENTER,49.263386,0.140346,1.033384,1.694575,1.633205,0.375273,1.239323,-0.386064,12.533655,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
vehicle_body_axis_reference_sar000357,vehicle_body_axis_reference,veh,WGV35A_PAIR_0097,357,calibration,E0_R1_REG_000357_0002,body_axis_reference,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,1063.929,940.219,158.83115,69.254939,4.764934,2.077648,-1.256327,177.234844,77.007741,167.007741,178.743673,-1.256327,HIGH,1.508829,79.772897,78.264068,1.508829,UNIQUE_GT_CENTER,55.401402,0.26233,1.119061,3.692402,0.574467,0.480727,5.57538,-0.088126,0.04797,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_ordinary_background_sar000357,matched_ordinary_background,mob,WGV35A_PAIR_0097,357,calibration,E0_R1_REG_000357_0040,matched_ordinary_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,895,1020,158.83115,69.254939,4.764934,2.077648,-1.256327,4.776875,50.176289,140.176289,178.743673,-1.256327,HIGH,6.033202,45.399414,51.432616,6.033202,UNIQUE_GT_CENTER,46.302029,0.022711,0.935261,4.234245,1.911252,0.160478,2.190021,-1.172209,-5.488664,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_strong_scatterer_background_sar000357,matched_strong_scatterer_background,mss,WGV35A_PAIR_0097,357,calibration,E0_R1_REG_000357_0041,matched_strong_scatterer_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1405,1020,158.83115,69.254939,4.764934,2.077648,-1.256327,164.019128,128.942139,38.942139,178.743673,-1.256327,HIGH,14.724545,35.076989,49.801534,14.724545,UNIQUE_GT_CENTER,54.227016,0.259772,1.095339,2.29458,1.537919,0.303241,1.844732,-4.628069,9.350714,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_linear_structure_background_sar000357,matched_linear_structure_background,mls,WGV35A_PAIR_0097,357,calibration,E0_R1_REG_000357_0042,matched_linear_structure_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1439,986,158.83115,69.254939,4.764934,2.077648,-1.256327,163.392283,129.592308,39.592308,178.743673,-1.256327,HIGH,15.35139,33.799975,49.151365,15.35139,UNIQUE_GT_CENTER,54.126675,0.244481,1.093313,3.417469,1.868497,0.168428,2.922725,-3.843033,10.668004,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_known_non_vehicle_N005_sar000357,fixed_known_non_vehicle_N005,n005,WGV35A_PAIR_0097,357,calibration,E0_R1_REG_000357_0043,fixed_known_non_vehicle_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1196.566369,1166.397906,158.83115,69.254939,4.764934,2.077648,-1.256327,1.556262,104.532969,14.532969,178.743673,-1.256327,HIGH,2.812589,77.023293,74.210704,2.812589,UNIQUE_GT_CENTER,47.624512,0.051326,0.961974,4.143609,1.751945,0.151005,2.397074,-7.505365,2.349445,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_strong_scatterer_sar000357,fixed_strong_scatterer,fss,WGV35A_PAIR_0097,357,calibration,E0_R1_REG_000357_0045,fixed_strong_scatterer_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1132.158395,1164.457828,158.83115,69.254939,4.764934,2.077648,-1.256327,179.603835,82.510653,172.510653,178.743673,-1.256327,HIGH,0.860162,82.906818,83.76698,0.860162,UNIQUE_GT_CENTER,46.933174,0.032776,0.94801,4.248058,1.885335,0.15058,2.34967,-7.009717,0.484184,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_linear_structure_sar000357,fixed_linear_structure,fls,WGV35A_PAIR_0097,357,calibration,E0_R1_REG_000357_0044,fixed_linear_structure_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1461.700834,848.735721,158.83115,69.254939,4.764934,2.077648,-1.256327,2.484248,122.560807,32.560807,178.743673,-1.256327,HIGH,3.740575,59.923441,56.182866,3.740575,UNIQUE_GT_CENTER,51.38958,0.154047,1.038026,1.4657,1.567518,0.454796,1.133082,-0.002954,12.198376,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
vehicle_body_axis_reference_sar000358,vehicle_body_axis_reference,veh,WGV35A_PAIR_0100,358,calibration,E0_R1_REG_000358_0002,body_axis_reference,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,1069.6455,943.937,158.83115,69.254939,4.764934,2.077648,-1.020184,177.643022,77.693163,167.693163,178.979816,-1.020184,HIGH,1.336794,80.050141,78.713347,1.336794,UNIQUE_GT_CENTER,56.103729,0.285933,1.127605,3.634766,0.615562,0.472642,5.055943,-0.073413,0.044005,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_ordinary_background_sar000358,matched_ordinary_background,mob,WGV35A_PAIR_0100,358,calibration,E0_R1_REG_000358_0040,matched_ordinary_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1473,1088,158.83115,69.254939,4.764934,2.077648,-1.020184,4.98974,142.746954,52.746954,178.979816,-1.020184,HIGH,6.009924,42.242786,36.232862,6.009924,UNIQUE_GT_CENTER,46.399288,0.069045,0.93256,3.69903,1.712767,0.109951,2.405315,-6.71364,10.760146,fully_observed,0.973952,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_strong_scatterer_background_sar000358,matched_strong_scatterer_background,mss,WGV35A_PAIR_0100,358,calibration,E0_R1_REG_000358_0041,matched_strong_scatterer_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1405,1020,158.83115,69.254939,4.764934,2.077648,-1.020184,165.515519,128.942139,38.942139,178.979816,-1.020184,HIGH,13.464297,36.57338,50.037677,13.464297,UNIQUE_GT_CENTER,54.083229,0.264585,1.086996,2.60523,1.633714,0.263263,1.960948,-4.372683,9.282071,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_linear_structure_background_sar000358,matched_linear_structure_background,mls,WGV35A_PAIR_0100,358,calibration,E0_R1_REG_000358_0042,matched_linear_structure_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1439,986,158.83115,69.254939,4.764934,2.077648,-1.020184,163.615077,129.592308,39.592308,178.979816,-1.020184,HIGH,15.364739,34.022769,49.387508,15.364739,UNIQUE_GT_CENTER,53.842014,0.242819,1.082148,3.264591,1.899933,0.171511,2.665988,-3.572569,10.583301,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_known_non_vehicle_N005_sar000358,fixed_known_non_vehicle_N005,n005,WGV35A_PAIR_0100,358,calibration,E0_R1_REG_000358_0043,fixed_known_non_vehicle_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1196.566369,1166.397906,158.83115,69.254939,4.764934,2.077648,-1.020184,4.594893,104.532969,14.532969,178.979816,-1.020184,HIGH,5.615077,80.061924,74.446847,5.615077,UNIQUE_GT_CENTER,47.83036,0.058115,0.961322,4.092256,1.71684,0.143985,2.505647,-7.331999,2.295478,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_strong_scatterer_sar000358,fixed_strong_scatterer,fss,WGV35A_PAIR_0100,358,calibration,E0_R1_REG_000358_0045,fixed_strong_scatterer_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1132.158395,1164.457828,158.83115,69.254939,4.764934,2.077648,-1.020184,1.131964,82.510653,172.510653,178.979816,-1.020184,HIGH,2.152148,81.378689,83.530837,2.152148,UNIQUE_GT_CENTER,47.119938,0.040585,0.947044,4.273212,1.833082,0.137876,2.510512,-6.859784,0.432975,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_linear_structure_sar000358,fixed_linear_structure,fls,WGV35A_PAIR_0100,358,calibration,E0_R1_REG_000358_0044,fixed_linear_structure_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1461.700834,848.735721,158.83115,69.254939,4.764934,2.077648,-1.020184,7.461198,122.560807,32.560807,178.979816,-1.020184,HIGH,8.481382,64.900391,56.419009,8.481382,UNIQUE_GT_CENTER,51.679188,0.168734,1.038678,1.206837,1.505638,0.544341,1.178822,0.292845,12.070612,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
vehicle_body_axis_reference_sar000359,vehicle_body_axis_reference,veh,WGV35A_PAIR_0103,359,calibration,E0_R1_REG_000359_0002,body_axis_reference,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,1072.523,943.8065,158.83115,69.254939,4.764934,2.077648,-1.132839,177.24804,78.104705,168.104705,178.867161,-1.132839,HIGH,1.619121,80.856665,79.237544,1.619121,UNIQUE_GT_CENTER,58.598442,0.283606,1.132183,3.517024,0.525998,0.538069,6.090508,-0.07876,0.042986,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_ordinary_background_sar000359,matched_ordinary_background,mob,WGV35A_PAIR_0103,359,calibration,E0_R1_REG_000359_0040,matched_ordinary_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1439,1088,158.83115,69.254939,4.764934,2.077648,-1.132839,11.066496,139.594639,49.594639,178.867161,-1.132839,HIGH,12.199335,51.471857,39.272522,12.199335,UNIQUE_GT_CENTER,50.102318,0.082962,0.968029,3.633781,1.810917,0.148941,2.042312,-6.447852,9.812046,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_strong_scatterer_background_sar000359,matched_strong_scatterer_background,mss,WGV35A_PAIR_0103,359,calibration,E0_R1_REG_000359_0041,matched_strong_scatterer_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1405,1020,158.83115,69.254939,4.764934,2.077648,-1.132839,166.768844,128.942139,38.942139,178.867161,-1.132839,HIGH,12.098317,37.826705,49.925022,12.098317,UNIQUE_GT_CENTER,55.761284,0.237823,1.077366,2.656684,1.523515,0.266164,2.078804,-4.295582,9.238129,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_linear_structure_background_sar000359,matched_linear_structure_background,mls,WGV35A_PAIR_0103,359,calibration,E0_R1_REG_000359_0042,matched_linear_structure_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1439,986,158.83115,69.254939,4.764934,2.077648,-1.132839,163.922932,129.592308,39.592308,178.867161,-1.132839,HIGH,14.944229,34.330624,49.274853,14.944229,UNIQUE_GT_CENTER,55.259411,0.216057,1.067669,3.417214,1.906915,0.167947,2.656682,-3.485394,10.534703,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_known_non_vehicle_N005_sar000359,fixed_known_non_vehicle_N005,n005,WGV35A_PAIR_0103,359,calibration,E0_R1_REG_000359_0043,fixed_known_non_vehicle_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1196.566369,1166.397906,158.83115,69.254939,4.764934,2.077648,-1.132839,2.643356,104.532969,14.532969,178.867161,-1.132839,HIGH,3.776195,78.110387,74.334192,3.776195,UNIQUE_GT_CENTER,49.768623,0.061555,0.961581,3.819338,1.696617,0.145973,2.418909,-7.302544,2.261284,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_strong_scatterer_sar000359,fixed_strong_scatterer,fss,WGV35A_PAIR_0103,359,calibration,E0_R1_REG_000359_0045,fixed_strong_scatterer_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1132.158395,1164.457828,158.83115,69.254939,4.764934,2.077648,-1.132839,4.602464,82.510653,172.510653,178.867161,-1.132839,HIGH,5.735303,77.908189,83.643492,5.735303,UNIQUE_GT_CENTER,49.196114,0.045578,0.95052,4.212821,1.797359,0.129795,2.657454,-6.847977,0.415594,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_linear_structure_sar000359,fixed_linear_structure,fls,WGV35A_PAIR_0103,359,calibration,E0_R1_REG_000359_0044,fixed_linear_structure_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1461.700834,848.735721,158.83115,69.254939,4.764934,2.077648,-1.132839,7.729935,122.560807,32.560807,178.867161,-1.132839,HIGH,8.862774,65.169128,56.306354,8.862774,UNIQUE_GT_CENTER,53.411785,0.151172,1.031971,1.049795,1.560881,0.565725,1.15033,0.38775,12.006933,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
vehicle_body_axis_reference_sar000360,vehicle_body_axis_reference,veh,WGV35A_PAIR_0106,360,calibration,E0_R1_REG_000360_0002,body_axis_reference,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,1081.56,941.827,158.83115,69.254939,4.764934,2.077648,-1.299735,177.818289,79.445128,169.445128,178.700265,-1.299735,HIGH,0.881976,81.626839,80.744863,0.881976,UNIQUE_GT_CENTER,53.590965,0.272176,1.144715,3.574525,0.516095,0.548353,6.182239,-0.094595,0.018298,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_ordinary_background_sar000360,matched_ordinary_background,mob,WGV35A_PAIR_0106,360,calibration,E0_R1_REG_000360_0040,matched_ordinary_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1473,1088,158.83115,69.254939,4.764934,2.077648,-1.299735,8.748993,142.746954,52.746954,178.700265,-1.299735,HIGH,10.048728,46.002039,35.953311,10.048728,UNIQUE_GT_CENTER,44.131107,0.06388,0.94265,3.537677,1.718406,0.12732,2.175852,-6.38648,10.613198,fully_observed,0.976746,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_strong_scatterer_background_sar000360,matched_strong_scatterer_background,mss,WGV35A_PAIR_0106,360,calibration,E0_R1_REG_000360_0041,matched_strong_scatterer_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1405,1020,158.83115,69.254939,4.764934,2.077648,-1.299735,170.726127,128.942139,38.942139,178.700265,-1.299735,HIGH,7.974138,41.783988,49.758126,7.974138,UNIQUE_GT_CENTER,50.720863,0.22557,1.083409,2.7606,1.536462,0.26693,2.092241,-4.090076,9.076296,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_linear_structure_background_sar000360,matched_linear_structure_background,mls,WGV35A_PAIR_0106,360,calibration,E0_R1_REG_000360_0042,matched_linear_structure_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1099,850,158.83115,69.254939,4.764934,2.077648,-1.299735,179.230782,83.471456,173.471456,178.700265,-1.299735,HIGH,0.530517,84.240674,84.771191,0.530517,UNIQUE_GT_CENTER,47.548771,0.120793,1.015652,4.529515,1.668476,0.158984,3.012933,2.637696,1.057413,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_known_non_vehicle_N005_sar000360,fixed_known_non_vehicle_N005,n005,WGV35A_PAIR_0106,360,calibration,E0_R1_REG_000360_0043,fixed_known_non_vehicle_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1196.566369,1166.397906,158.83115,69.254939,4.764934,2.077648,-1.299735,4.938472,104.532969,14.532969,178.700265,-1.299735,HIGH,6.238207,80.405503,74.167296,6.238207,UNIQUE_GT_CENTER,46.083221,0.074503,0.984348,3.488682,1.595715,0.160537,2.333774,-7.255457,2.165065,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_strong_scatterer_sar000360,fixed_strong_scatterer,fss,WGV35A_PAIR_0106,360,calibration,E0_R1_REG_000360_0045,fixed_strong_scatterer_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1132.158395,1164.457828,158.83115,69.254939,4.764934,2.077648,-1.299735,3.933008,82.510653,172.510653,178.700265,-1.299735,HIGH,5.232743,78.577645,83.810388,5.232743,UNIQUE_GT_CENTER,45.356834,0.051765,0.968832,4.034668,1.558867,0.103744,3.017069,-6.851262,0.305828,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_linear_structure_sar000360,fixed_linear_structure,fls,WGV35A_PAIR_0106,360,calibration,E0_R1_REG_000360_0044,fixed_linear_structure_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1461.700834,848.735721,158.83115,69.254939,4.764934,2.077648,-1.299735,8.852285,122.560807,32.560807,178.700265,-1.299735,HIGH,10.15202,66.291478,56.139458,10.15202,UNIQUE_GT_CENTER,48.866325,0.148008,1.043795,1.139077,1.570486,0.545865,1.1352,0.65329,11.730272,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
vehicle_body_axis_reference_sar000361,vehicle_body_axis_reference,veh,WGV35A_PAIR_0109,361,guard,E0_R1_REG_000361_0002,body_axis_reference,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,1090.856,942.248,158.83115,69.254939,4.764934,2.077648,-0.68505,177.618354,80.764824,170.764824,179.31495,-0.68505,HIGH,1.696596,83.14647,81.449874,1.696596,UNIQUE_GT_CENTER,50.744392,0.293215,1.14352,3.420832,0.51593,0.591022,5.608817,-0.081077,0.009295,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_ordinary_background_sar000361,matched_ordinary_background,mob,WGV35A_PAIR_0109,361,guard,E0_R1_REG_000361_0040,matched_ordinary_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1439,1088,158.83115,69.254939,4.764934,2.077648,-0.68505,12.188645,139.594639,49.594639,179.31495,-0.68505,HIGH,12.873695,52.594006,39.720311,12.873695,UNIQUE_GT_CENTER,43.093933,0.085277,0.971118,3.512977,1.760906,0.169786,1.943771,-5.945747,9.556036,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_strong_scatterer_background_sar000361,matched_strong_scatterer_background,mss,WGV35A_PAIR_0109,361,guard,E0_R1_REG_000361_0041,matched_strong_scatterer_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1439,1054,158.83115,69.254939,4.764934,2.077648,-0.68505,176.154583,135.856924,45.856924,179.31495,-0.68505,HIGH,3.160367,40.297659,43.458026,3.160367,UNIQUE_GT_CENTER,46.265854,0.199708,1.042597,2.01165,1.641274,0.317567,1.365874,-4.931957,9.669006,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_linear_structure_background_sar000361,matched_linear_structure_background,mls,WGV35A_PAIR_0109,361,guard,E0_R1_REG_000361_0042,matched_linear_structure_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1439,986,158.83115,69.254939,4.764934,2.077648,-0.68505,165.478293,129.592308,39.592308,179.31495,-0.68505,HIGH,13.836657,35.885985,49.722642,13.836657,UNIQUE_GT_CENTER,46.410622,0.192511,1.045859,4.237947,1.878387,0.124816,2.675656,-2.955012,10.136746,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_known_non_vehicle_N005_sar000361,fixed_known_non_vehicle_N005,n005,WGV35A_PAIR_0109,361,guard,E0_R1_REG_000361_0043,fixed_known_non_vehicle_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1196.566369,1166.397906,158.83115,69.254939,4.764934,2.077648,-0.68505,4.707307,104.532969,14.532969,179.31495,-0.68505,HIGH,5.392357,80.174338,74.781981,5.392357,UNIQUE_GT_CENTER,43.127125,0.076328,0.971866,3.594721,1.559398,0.13631,2.392845,-7.144269,2.06767,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_strong_scatterer_sar000361,fixed_strong_scatterer,fss,WGV35A_PAIR_0109,361,guard,E0_R1_REG_000361_0045,fixed_strong_scatterer_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1132.158395,1164.457828,158.83115,69.254939,4.764934,2.077648,-0.68505,4.569516,82.510653,172.510653,179.31495,-0.68505,HIGH,5.254566,77.941137,83.195703,5.254566,UNIQUE_GT_CENTER,42.372761,0.0488,0.954866,4.435737,1.835022,0.112007,2.684491,-6.779114,0.180044,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_linear_structure_sar000361,fixed_linear_structure,fls,WGV35A_PAIR_0109,361,guard,E0_R1_REG_000361_0044,fixed_linear_structure_background_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1461.700834,848.735721,158.83115,69.254939,4.764934,2.077648,-0.68505,4.310189,122.560807,32.560807,179.31495,-0.68505,HIGH,4.995239,61.749382,56.754143,4.995239,UNIQUE_GT_CENTER,45.62405,0.159634,1.028134,1.331969,1.621678,0.461661,1.100357,0.971504,11.453092,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
vehicle_body_axis_reference_sar000362,vehicle_body_axis_reference,veh,WGV35A_PAIR_0112,362,guard,E0_R1_REG_000362_0002,body_axis_reference,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,1092.105,942.314,158.83115,69.254939,4.764934,2.077648,-0.103412,178.830241,80.942927,170.942927,179.896588,-0.103412,HIGH,1.066347,82.112686,81.046339,1.066347,UNIQUE_GT_CENTER,51.400589,0.290956,1.196315,3.450373,0.506805,0.586733,6.168294,-0.083331,0.024357,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_ordinary_background_sar000362,matched_ordinary_background,mob,WGV35A_PAIR_0112,362,guard,E0_R1_REG_000362_0040,matched_ordinary_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1473,1088,158.83115,69.254939,4.764934,2.077648,-0.103412,13.003361,142.746954,52.746954,179.896588,-0.103412,HIGH,13.106773,50.256407,37.149634,13.106773,UNIQUE_GT_CENTER,41.839554,0.075268,0.973788,3.389886,1.648481,0.135769,2.079448,-6.028295,10.457597,fully_observed,0.9725,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_strong_scatterer_background_sar000362,matched_strong_scatterer_background,mss,WGV35A_PAIR_0112,362,guard,E0_R1_REG_000362_0041,matched_strong_scatterer_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,1439,1054,158.83115,69.254939,4.764934,2.077648,-0.103412,175.564647,135.856924,45.856924,179.896588,-0.103412,HIGH,4.331941,39.707723,44.039664,4.331941,UNIQUE_GT_CENTER,47.082321,0.209286,1.09581,2.4307,1.562759,0.26702,1.623233,-4.891225,9.645148,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
matched_linear_structure_background_sar000362,matched_linear_structure_background,mls,WGV35A_PAIR_0112,362,guard,E0_R1_REG_000362_0042,matched_linear_structure_background_same_area,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,895,1054,158.83115,69.254939,4.764934,2.077648,-0.103412,0.828002,46.882082,136.882082,179.896588,-0.103412,HIGH,0.931414,46.05408,46.985494,0.931414,UNIQUE_GT_CENTER,41.38866,0.019732,0.963294,4.319939,1.80774,0.147862,2.447879,-2.361495,-6.378254,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
fixed_known_non_vehicle_N005_sar000362,fixed_known_non_vehicle_N005,n005,WGV35A_PAIR_0112,362,guard,E0_R1_REG_000362_0043,fixed_known_non_vehicle_same_area,negative,false,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,1196.566369,1166.397906,158.83115,69.254939,4.764934,2.077648,-0.103412,5.523427,104.532969,14.532969,179.896588,-0.103412,HIGH,5.626839,80.990458,75.363619,5.626839,UNIQUE_GT_CENTER,43.679653,0.078273,1.016616,3.687774,1.439673,0.148158,2.62924,-7.127521,2.0642,fully_observed,1,zero_offset_source_from_frozen_e0_r1_plus_new_symmetric_offsets
