independent_geometry_id,sar_frame,threshold_setting,threshold_quantile,threshold_value,component_count,largest_component_pixels,largest_component_area_px,component_mask_sha256,component_centroid_x,component_centroid_y,component_bbox,component_response_center_distance_m,component_axis_image_deg,component_axis_to_range_signed_deg,component_axis_to_range_acute_deg,component_principal_axis_ratio
GM019IG0070,34,positive_weight_q50,0.5,9,38,228,228,4c80010b587f719a9cd1c666b1c37599593b7b801b1c657067777d5d1c37eddb,1089.841797,1229.211304,"1079.5,1219.5,1106.5,1239.5",0.036648,175.995022,-62.049819,62.049819,1.332873
GM019IG0070,34,positive_weight_q70,0.7,14,22,145,145,aee9ae7c2e3301b50e84b767e1868069fbf111410c6f0f7a538e21a55fb80837,1088.232056,1229.238892,"1080.5,1221.5,1098.5,1237.5",0.064764,144.854552,86.809711,86.809711,1.201964
GM019IG0070,34,positive_weight_q85,0.85,21,18,48,48,2b42ec32f1d4c1b270d6be85af5545ce63798dada2e3be3df919953131c67d7b,1087.80127,1226.258057,"1082.5,1222.5,1094.5,1230.5",0.084154,161.564299,-76.480542,76.480542,2.658244
GM019IG0071,27,positive_weight_q50,0.5,11,19,188,188,f72d17042bdbd723a87c7ce3dc88a355a860176442978193a205b55f3733a250,1093.289917,1137.806885,"1082.5,1130.5,1107.5,1145.5",0.104589,164.511044,-88.563835,88.563835,1.761213
GM019IG0071,27,positive_weight_q70,0.7,18,10,112,112,904eee003d32847d8e82f5f3be71e01052c5529aaae332a9aad92fa4c5a88663,1092.994507,1138.199219,"1085.5,1131.5,1102.5,1145.5",0.105111,158.923026,85.848147,85.848147,1.462574
GM019IG0071,27,positive_weight_q85,0.85,30,11,52,52,48bbdd2af3d3cb829f8790652468efe7bc3d57fa314d90c4cfd4038c94c12e2b,1092.999268,1138.799805,"1088.5,1135.5,1099.5,1144.5",0.096956,161.356174,88.281294,88.281294,1.154536
GM019IG0072,28,positive_weight_q50,0.5,11,21,185,185,50c487e5a941dd0ef3255bc14326a20873f60a1162b83993194e20f4cfd4ff21,1096.619019,1138.275269,"1085.5,1130.5,1108.5,1146.5",0.088201,162.099139,88.195292,88.195292,1.745856
GM019IG0072,28,positive_weight_q70,0.7,19,19,122,122,28027109674987797159b74c727d3287f10ad0c5bbb0d51cd5c15580d6805e3e,1097.113159,1138.525024,"1088.5,1132.5,1108.5,1145.5",0.071848,160.18524,86.281393,86.281393,1.864943
GM019IG0072,28,positive_weight_q85,0.85,30,9,66,66,c738dd1d2b77c49396582b65f4da9cb158bb3cdc4a1a34b70db8d51b9449e4da,1096.200928,1138.992188,"1090.5,1134.5,1103.5,1144.5",0.089249,156.159793,82.255946,82.255946,1.674157
GM019IG0073,39,positive_weight_q50,0.5,11,550,3992,3992,2b3db2bcc0481c5be3ba32a0529da8e9a495661d0c4d7ba67bd38e786366e5bf,1150.022461,1214.781128,"1075.5,1154.5,1202.5,1281.5",0.3994,150.331279,68.599759,68.599759,1.093663
GM019IG0073,39,positive_weight_q70,0.7,16,319,2211,2211,71f314bb0217b8d7cfb00403135e29527b4c4d386e4b96be3b51d03f6fd0131b,1156.854858,1218.202759,"1109.5,1171.5,1199.5,1277.5",0.569829,109.834411,28.102891,28.102891,1.369051
GM019IG0073,39,positive_weight_q85,0.85,26,152,959,959,9496e14603610b0950be2c236362da0ca0a5d8de3d2d5cbd160faac74847fd2e,1155.138916,1224.063477,"1112.5,1201.5,1192.5,1248.5",0.525164,1.105178,-80.626342,80.626342,1.852887
GM019IG0074,39,positive_weight_q50,0.5,9,24,188,188,07e2d54b38a0d5a54011793ca6b956d7acf37d70d204c6a7f8ba47b245add2c7,1096.476929,1178.15686,"1082.5,1169.5,1112.5,1184.5",0.083269,10.069253,-60.229676,60.229676,3.210963
GM019IG0074,39,positive_weight_q70,0.7,14,22,115,115,932c5791e3ab2c56954cfe75e141093ae86811e32c5743b873ea0616ee91409f,1095.940186,1178.444702,"1082.5,1171.5,1108.5,1183.5",0.101512,9.157091,-61.141839,61.141839,3.528589
GM019IG0074,39,positive_weight_q85,0.85,21,9,30,30,ad87c6f3ef726c1b9c3f4acfd2ea8f08380bde4bacc58e82b4b7131aafb71572,1093.303833,1177.770142,"1089.5,1174.5,1098.5,1181.5",0.17244,164.902234,-85.396696,85.396696,1.547684
GM019IG0075,39,positive_weight_q50,0.5,10,21,165,165,d9bacaec111573a5fdc2e490709b883566dbf9a306137efe0333ea40d4221b04,1093.607178,1223.753662,"1082.5,1211.5,1102.5,1234.5",0.055674,134.836452,74.159125,74.159125,1.356219
GM019IG0075,39,positive_weight_q70,0.7,17,16,102,102,a8abafbf75c7654f527b5fc29f70f8a0e8eeaca373520d1365a99694919ce50f,1093.317505,1224.154175,"1083.5,1216.5,1100.5,1230.5",0.065323,153.977246,-86.700081,86.700081,1.501134
GM019IG0075,39,positive_weight_q85,0.85,26,10,52,52,0b813f97c6f241312d1fc14e58ac3837ecffb30a404f08a8da43132b88cbaf20,1093.947021,1224.747925,"1087.5,1220.5,1099.5,1230.5",0.087196,156.179984,-84.497343,84.497343,1.391283
GM019IG0076,239,positive_weight_q50,0.5,14,46,435,435,43a778092c2d7679166944710dd817781e88fec74f408cca89518b69919cc19c,1101.147217,1221.92334,"1088.5,1196.5,1114.5,1242.5",0.108815,107.429387,43.664919,43.664919,2.160702
GM019IG0076,239,positive_weight_q70,0.7,22,31,149,149,1565e3b010aa31f68df64b83bf0ce17b6c599f3fde9616253307fe6472e2559d,1097.187256,1229.470581,"1088.5,1217.5,1105.5,1238.5",0.31879,111.006285,47.241817,47.241817,1.816363
GM019IG0076,239,positive_weight_q85,0.85,33.7,28,65,65,eaf2769bc6be13482ff287578533fc1adc17f9ad8f09697390eb6329c0e1f3fc,1097.318237,1230.95105,"1091.5,1225.5,1104.5,1237.5",0.362064,70.545475,6.781007,6.781007,1.297735
GM019IG0077,29,positive_weight_q50,0.5,14,16,133,133,7344cf22740eb82c5289cbda0f522bb9feea042bc64885b7585d934e71911595,1099.395264,1138.616577,"1089.5,1132.5,1111.5,1146.5",0.08848,163.470247,88.730453,88.730453,2.139564
GM019IG0077,29,positive_weight_q70,0.7,23,12,99,99,0a6e549a6b8e88b61aa2a85a04b44efe8640f49da770962b6efb6ff0879dcd58,1099.38855,1138.694336,"1090.5,1134.5,1110.5,1144.5",0.08759,164.947543,-89.792251,89.792251,2.442718
GM019IG0077,29,positive_weight_q85,0.85,34.7,7,30,30,ebceba3cbe5a9a9d06b9a121617df5cf21a734b1bbe90a59ab5db6836ba8059e,1100.106079,1138.298218,"1096.5,1135.5,1104.5,1142.5",0.076385,0.769479,-73.970315,73.970315,1.404138
GM019IG0078,30,positive_weight_q50,0.5,14,13,118,118,d35563ae33644f186fdc875b2029ed5a48f3c233a672e704ddfcbdc308932686,1099.127197,1140.239502,"1090.5,1132.5,1109.5,1147.5",0.176331,163.883155,88.300705,88.300705,1.393792
GM019IG0078,30,positive_weight_q70,0.7,22,14,87,87,c73a0e8624b045219c4b7920f14ce8588fd63927ca1e90def6b8f20ab1309f0c,1098.839722,1140.52002,"1091.5,1135.5,1109.5,1147.5",0.185466,169.14243,-86.440019,86.440019,1.53641
GM019IG0078,30,positive_weight_q85,0.85,31,7,46,46,f3e38ef522b582341239ab58692b30b3a2d6a9a6d998adb2e6c5bcf0675d8a97,1098.134766,1140.085571,"1093.5,1136.5,1105.5,1144.5",0.205973,154.391922,78.809473,78.809473,1.79307
GM019IG0079,31,positive_weight_q50,0.5,9.5,21,124,124,3a6f322e275e5bbe442d50c03bd041a2c9219df4a833b5fc5b05a13961671ab2,1101.85376,1140.480469,"1095.5,1131.5,1109.5,1147.5",0.016192,90.6879,16.024811,16.024811,1.09445
GM019IG0079,31,positive_weight_q70,0.7,18.5,14,68,68,bccbba604c9a9b4b33b01a8d390c669d45f439bf5975d1f7acfb8a05479d2cf6,1101.416016,1141.736328,"1096.5,1137.5,1108.5,1147.5",0.028194,30.086299,-44.576789,44.576789,1.448683
GM019IG0079,31,positive_weight_q85,0.85,27.5,5,38,38,6ec6467c3fcc5a7b8bcd15e8b83fc1099dc1a58faae7ceeefc6295f47d0cc48c,1100.880859,1141.289673,"1096.5,1138.5,1105.5,1146.5",0.034681,36.021304,-38.641785,38.641785,1.128153
GM019IG0080,32,positive_weight_q50,0.5,13,417,2531,2531,03d3bf77b06dbf880193f43a22309d9729f0df6feb57efcb923a83fa2cfa2d53,1134.953979,1210.50647,"1090.5,1165.5,1190.5,1253.5",0.584071,86.500791,1.859177,1.859177,1.487809
GM019IG0080,32,positive_weight_q70,0.7,20,287,919,919,eb17c90b49dd28e9e659f48a39cf45af3896ee14a29a679c03a956ddb8581f28,1135.209717,1226.06543,"1097.5,1205.5,1160.5,1246.5",1.036621,167.742085,83.100471,83.100471,1.656461
GM019IG0080,32,positive_weight_q85,0.85,29,249,538,538,20a8e767817ef20d196477e96687df259a018fcb46f430d2757c4e059a2b6013,1136.60144,1225.813599,"1109.5,1212.5,1160.5,1238.5",1.022955,169.455965,84.814351,84.814351,1.828316
GM019IG0081,40,positive_weight_q50,0.5,9,22,171,171,0e8999b7380c9c7e087528bfe6431e7d9c89603567e3c5d81edcd1cb0507440c,1102.65332,1177.938843,"1088.5,1169.5,1117.5,1184.5",0.034314,8.372997,-62.923901,62.923901,2.987812
GM019IG0081,40,positive_weight_q70,0.7,16,15,90,90,38dd5d744708704a88819c149a73dba81b4ac25fa2ce032d12196eec680eed4a,1100.943726,1178.056274,"1088.5,1173.5,1111.5,1183.5",0.044814,8.341609,-62.955289,62.955289,3.228036
GM019IG0081,40,positive_weight_q85,0.85,21,13,21,21,c4c5f938b1b8f338ecd0cfd3b4bcaf5a6dd14534a30d8fb18bd07b344472adef,1098.556519,1176.962524,"1095.5,1174.5,1102.5,1180.5",0.103311,149.111801,77.814903,77.814903,1.315941
GM019IG0082,28,positive_weight_q50,0.5,10,89,753,753,17f12c756c5f9f4b66aeba42a7beab7db2fb8939c49ede6b77979c5eff503a5d,1128.13855,1221.699829,"1098.5,1201.5,1155.5,1237.5",0.189958,4.239924,-70.367268,70.367268,2.049712
GM019IG0082,28,positive_weight_q70,0.7,17,61,372,372,4c9bcd60dc86d81b1ab8dc2c9440059f101c39514b89c9de9cab533c2b849757,1130.522705,1222.832153,"1109.5,1213.5,1147.5,1233.5",0.268229,5.081653,-69.52554,69.52554,2.015618
GM019IG0082,28,positive_weight_q85,0.85,29,28,210,210,8905081dd8528f9eca54b7656ac9415505d9c8ca14f3c09acafcca90d65af8cd,1130.723877,1223.159302,"1111.5,1216.5,1144.5,1233.5",0.278656,7.983986,-66.623207,66.623207,2.136053
GM019IG0083,29,positive_weight_q50,0.5,10,133,813,813,86628e9e1374bc9b4cbccf5a76c91062d42ddbf244e10f17c1660016c0b72887,1131.693237,1222.838867,"1096.5,1207.5,1161.5,1242.5",0.174313,1.883027,-73.39987,73.39987,2.151411
GM019IG0083,29,positive_weight_q70,0.7,17,63,564,564,42725f7913bf930425d015239721eedabffb23f6e42795fea5e8e8764217c856,1132.132446,1222.834717,"1104.5,1208.5,1161.5,1238.5",0.187265,5.138007,-70.144889,70.144889,2.23336
GM019IG0083,29,positive_weight_q85,0.85,30,32,283,283,9afa825cfe5a51552bf637fee9a96a424305aa1262bc2423e266467612022c54,1134.192993,1223.763184,"1112.5,1215.5,1151.5,1237.5",0.245892,3.81224,-71.470657,71.470657,1.880089
GM019IG0084,30,positive_weight_q50,0.5,13,126,1095,1095,48e50702dc9d8a288f1e7f3b30b6811967958e7e33094f2553719ee1cb4063dc,1134.337891,1222.88562,"1100.5,1194.5,1166.5,1245.5",0.163589,1.143453,-75.657976,75.657976,1.412179
GM019IG0084,30,positive_weight_q70,0.7,22,78,586,586,8554812ef19298831073b917fbef72e608cbe78d634e9ff6eb41c33d4e72f4fa,1136.248413,1223.955322,"1109.5,1208.5,1164.5,1242.5",0.217457,177.54891,-79.252519,79.252519,1.697783
GM019IG0084,30,positive_weight_q85,0.85,36,38,290,290,48f71034f8ba8ed5a40a56cd9753ff0acdddc9aeae806b662a2d61d429e22b61,1138.339722,1224.472656,"1123.5,1215.5,1157.5,1234.5",0.28055,164.021918,87.220489,87.220489,1.789923
GM019IG0085,27,positive_weight_q50,0.5,10,61,646,646,0daa9fcc4f64684c8c0f4bfc0ae49893330be241800c62b18ba264d129f05267,1124.713379,1220.47522,"1094.5,1200.5,1145.5,1236.5",0.142275,0.387907,-72.377211,72.377211,2.163879
GM019IG0085,27,positive_weight_q70,0.7,17,50,319,319,0cb1f195cc86cc4f10dab2ee333feed85656db5c01412468efaea07257ee5028,1127.126221,1221.479248,"1105.5,1210.5,1141.5,1232.5",0.21427,3.917608,-68.84751,68.84751,2.24315
GM019IG0085,27,positive_weight_q85,0.85,29,20,143,143,3b1661c988d514c3f657d3849cd1fd1201c18450eb06a0434a2ef526ac0eed97,1130.740112,1222.99231,"1122.5,1217.5,1140.5,1230.5",0.3277,164.846412,-87.918706,87.918706,1.465243
GM019IG0086,250,positive_weight_q50,0.5,19,469,4691,4691,88666993b98bbb03c604cda8782a4ecd5f892c62259683bf90bbb6a02c47888c,1141.138672,1199.695312,"1096.5,1133.5,1204.5,1262.5",0.270661,66.253834,-22.018311,22.018311,1.795949
GM019IG0086,250,positive_weight_q70,0.7,28,379,1246,1246,476686fb5148a485cd550d49aba65f3d8738403253eb2b9a76e38452a666b8e3,1149.008057,1224.923462,"1120.5,1189.5,1182.5,1247.5",0.808252,152.780965,64.50882,64.50882,1.52286
GM019IG0086,250,positive_weight_q85,0.85,38,267,707,707,37ceab3e543f4907f02837902418d81b29003dc138bf7c93bf705ddd2096c137,1145.920654,1227.866821,"1123.5,1206.5,1174.5,1243.5",0.904324,0.438315,-87.83383,87.83383,1.386325
GM019IG0087,34,positive_weight_q50,0.5,12,13,74,74,03bd80a9d2b65b2fa970dfc5d5c28e0622e585325f0b24ef17bab4c0f7ec5742,1110.5448,1142.18042,"1104.5,1136.5,1118.5,1147.5",0.037954,25.343458,-51.878401,51.878401,1.561452
GM019IG0087,34,positive_weight_q70,0.7,17.5,3,49,49,4ea5fedf139b84f42fc97656099f48e2d24b02f7e9737436c4fcf2712e34b5e4,1110.563232,1142.377319,"1104.5,1139.5,1118.5,1147.5",0.043347,23.427425,-53.794435,53.794435,2.194214
GM019IG0087,34,positive_weight_q85,0.85,27.75,4,21,21,cd772797037b0ad9b8af4ea52534040610dff4875602444292ec96cfc797ac17,1109.12207,1141.638306,"1106.5,1139.5,1113.5,1144.5",0.059503,11.59042,-65.631439,65.631439,1.457192
GM019IG0088,32,positive_weight_q50,0.5,13,323,2300,2300,77bcb41733368caa3e31d92f6169ceac0c7e9146be65c351eda5b7cbc9897bc2,1134.654663,1210.327637,"1101.5,1165.5,1182.5,1252.5",0.662932,84.264359,-2.844371,2.844371,1.595947
GM019IG0088,32,positive_weight_q70,0.7,21,229,815,815,1a6ad3ccba8b854dbdef7cbcd3819343d31a70c8657db149c829a5257cd1aae2,1135.472534,1225.946899,"1102.5,1205.5,1160.5,1245.5",1.075522,169.514898,82.406167,82.406167,1.635774
GM019IG0088,32,positive_weight_q85,0.85,29,219,496,496,cdb8477bd11f6f0979bc32c7cb57a4aeadb9d5ee35134d91d4f354a416561473,1137.130981,1225.763916,"1114.5,1212.5,1160.5,1238.5",1.055301,171.860194,84.751464,84.751464,1.641658
GM019IG0089,269,positive_weight_q50,0.5,12,539,3426,3426,2c3fc0dc04a107ea10ff1717c11e5ee387c5261d80929ad3ace0a1ae1ff17328,1177.756958,1176.156128,"1104.5,1130.5,1222.5,1249.5",0.47823,40.044747,-58.974575,58.974575,1.690869
GM019IG0089,269,positive_weight_q70,0.7,18,513,1875,1875,58fd16775f4a016d9e64bc09b73bef7374a532252c730270d0cd3f9fd31e41ce,1176.224731,1171.558472,"1109.5,1136.5,1222.5,1228.5",0.613283,20.803343,-78.215979,78.215979,1.949272
GM019IG0089,269,positive_weight_q85,0.85,27,293,345,345,79bcf0eac469c668dc4a9601d2dd914b5821f57dff8324c1a1f265afef5c869d,1149.046143,1168.473999,"1117.5,1160.5,1174.5,1177.5",1.073306,0.339595,81.320272,81.320272,5.279761
GM019IG0090,269,positive_weight_q50,0.5,12,635,5381,5381,ffd30eed96d0e9d60f5bb9eed60c1325b69b15b35a1497f019f31c4ae8fb6af9,1174.232422,1192.841187,"1104.5,1129.5,1225.5,1269.5",0.163597,79.736947,-19.683329,19.683329,1.504586
GM019IG0090,269,positive_weight_q70,0.7,17,597,2136,2136,b86e4fe193ec380a1965bd40691ce7168ad68db520222e2befb64e18254537d5,1174.960083,1170.672241,"1109.5,1136.5,1222.5,1229.5",0.820426,21.339685,-78.08059,78.08059,1.996689
GM019IG0090,269,positive_weight_q85,0.85,26,362,439,439,be1a530c18072b6ab355519404d4be18a570bd531cd4a44fafccdeb8c75d0bc0,1150.789429,1168.470459,"1117.5,1160.5,1180.5,1178.5",1.164822,0.595904,81.175629,81.175629,5.609508
GM019IG0091,272,positive_weight_q50,0.5,10,643,4036,4036,e9ea18aaf21606ec1f4efb53eba0941ebfe771c45fa86696e9fbb71016bfe5d0,1191.767456,1175.653198,"1111.5,1129.5,1263.5,1245.5",0.554103,29.17544,-70.837157,70.837157,1.681647
GM019IG0091,272,positive_weight_q70,0.7,16,525,1107,1107,6c241b5715d6387266909ee827f312166edac497286dcb81b2581f05be675485,1176.06189,1168.874756,"1124.5,1153.5,1232.5,1186.5",0.610157,3.077043,83.064447,83.064447,5.586782
GM019IG0091,272,positive_weight_q85,0.85,23,364,217,217,fc8d1e4fc9cd16dc5365a0f8348d97b1bc8772849cd5af475cd44b4183c0cfe3,1220.593872,1201.649536,"1206.5,1181.5,1228.5,1228.5",1.304245,73.383596,-26.629001,26.629001,4.398836
GM019IG0092,272,positive_weight_q50,0.5,11,833,5318,5318,f7e82bf93cbb91805bb4eca17fb7793cd6a8c449ce625101d90b7bfc1568e814,1195.435669,1172.769409,"1105.5,1119.5,1275.5,1245.5",1.058741,19.07576,-82.094852,82.094852,1.498454
GM019IG0092,272,positive_weight_q70,0.7,15,762,2756,2756,2daee78a5042b31cbe9c21c99134209305a5ca10061c92bb98397b1e5f613565,1190.230835,1176.545898,"1124.5,1132.5,1234.5,1243.5",0.889873,38.591508,-62.579103,62.579103,1.793802
GM019IG0092,272,positive_weight_q85,0.85,22,511,375,375,f2eb290b934c721ea24a6e463c663ffbf681338320bb37d40676ac50867ac8ea,1171.444214,1237.422729,"1149.5,1225.5,1193.5,1247.5",1.027984,1.863167,80.692555,80.692555,3.253876
GM019IG0093,272,positive_weight_q50,0.5,10,698,4129,4129,0fb5898ca5207c9d6d010dc56b2e1b0ecbf743e3daab7c838a219a2cc60aa118,1193.111084,1175.656494,"1111.5,1127.5,1271.5,1245.5",0.520917,26.38591,-74.799467,74.799467,1.696063
GM019IG0093,272,positive_weight_q70,0.7,16,570,1107,1107,332c5baba8b21d58cc8e208a45ebf7484b054e92fac2a1d4bba2fefc32b4ad73,1176.06189,1168.874756,"1124.5,1153.5,1232.5,1186.5",0.62949,3.077043,81.891666,81.891666,5.586782
GM019IG0093,272,positive_weight_q85,0.85,23,386,217,217,322dc475143835b9569ead21a46f9582841f9857e6e4c016c89a778f7f4fe5ff,1220.593872,1201.649536,"1206.5,1181.5,1228.5,1228.5",1.21842,73.383596,-27.801781,27.801781,4.398836
GM019IG0094,270,positive_weight_q50,0.5,10,738,4663,4663,d50aa6b429479d91ff062622de5bfe43fc99f75da2a1192968c920a22035a7cb,1188.626343,1172.822388,"1109.5,1113.5,1278.5,1244.5",0.497372,28.720083,-73.628658,73.628658,1.709096
GM019IG0094,270,positive_weight_q70,0.7,17,601,1671,1671,7327c6a72e75eb5f130e3f0076432045b4979daab36b96c8b974961aa553964c,1176.432495,1167.065796,"1113.5,1131.5,1223.5,1203.5",0.706442,6.324602,83.975861,83.975861,2.130832
GM019IG0094,270,positive_weight_q85,0.85,24,404,297,297,73350a0500b234eb7e802a3ad013dd1affa2811ab3986f7e409b86b766d33577,1157.180054,1168.902954,"1136.5,1164.5,1189.5,1178.5",1.029591,1.846639,79.497898,79.497898,5.638896
GM019IG0095,270,positive_weight_q50,0.5,10,846,5272,5272,d33b4dc70e6aeb8f123a68dc51e9a61c9b5081f6667dd91d2757d646ed82f029,1189.011597,1172.924438,"1100.5,1113.5,1284.5,1246.5",0.761833,25.98742,-77.171187,77.171187,1.733824
GM019IG0095,270,positive_weight_q70,0.7,16,783,2360,2360,3566c167bc990832f5bcd91aba7ca6b728386db6444aa367d61721addca33869,1179.364624,1169.946289,"1113.5,1131.5,1223.5,1230.5",0.858424,24.604702,-78.553905,78.553905,1.883009
GM019IG0095,270,positive_weight_q85,0.85,24,478,444,444,f839ecfcd2bd5c4981d3f6c6ff4849b475cd3bf77f7017417fedece97ed19c1c,1152.767578,1168.262329,"1119.5,1158.5,1189.5,1178.5",1.315649,0.588813,77.430206,77.430206,6.366325
GM019IG0096,270,positive_weight_q50,0.5,10,834,4818,4818,0e48cb1737ad2299bdc85fa96c7c32e59fa21b005373193c8daf301677d19b00,1188.572632,1171.482056,"1109.5,1107.5,1289.5,1244.5",0.53056,30.613325,-74.030607,74.030607,1.697541
GM019IG0096,270,positive_weight_q70,0.7,16,703,2154,2154,fec250945fd721dbf1674773f301ad4d85dd56b36f92a1868912cbcea6ef618d,1179.600586,1170.769897,"1113.5,1131.5,1223.5,1230.5",0.645023,22.797924,-81.846008,81.846008,1.917705
GM019IG0096,270,positive_weight_q85,0.85,24,425,297,297,36667e84ae7b87373e3dffbd994f57b9db5bbe780bd765ffb093ae680b06fd58,1157.180054,1168.902954,"1136.5,1164.5,1189.5,1178.5",1.180217,1.846639,77.202707,77.202707,5.638896
GM019IG0097,271,positive_weight_q50,0.5,10,813,5508,5508,5164d1bba00ed6036a0cf3dffdfb76e2ca01aea561c766e15e2211d42eb9b42e,1180.691162,1192.338379,"1105.5,1129.5,1241.5,1268.5",0.49941,79.270398,-27.621685,27.621685,1.357703
GM019IG0097,271,positive_weight_q70,0.7,14,777,2301,2301,9cc22ee96cf466e3c42f6a1f852a4a40474d54c5e2cf8a3d5632d5a7f96c4593,1182.272705,1170.722656,"1113.5,1133.5,1227.5,1229.5",0.704173,21.429058,-85.463025,85.463025,1.955714
GM019IG0097,271,positive_weight_q85,0.85,21,472,360,360,7b9e3570724241f93656c2205c6e4ad3cad4d921bb818cb4cf45061ada31cb25,1152.807861,1168.449463,"1127.5,1160.5,1182.5,1174.5",1.462102,0.923956,74.031873,74.031873,6.382141
GM019IG0098,271,positive_weight_q50,0.5,9,893,9424,9424,1ae6ac6b4085d363d227c697a0560725a2c7b9f1de60a843d0dceb4d84b48935,1194.027588,1185.171509,"1104.5,1097.5,1306.5,1269.5",0.308044,95.586971,-12.007327,12.007327,1.036242
GM019IG0098,271,positive_weight_q70,0.7,14,889,2853,2853,f28cd45913adcc077edb48c4c61137d832781162d3936d3535f77961f391f7cb,1184.688354,1175.902954,"1113.5,1133.5,1227.5,1242.5",0.68165,38.175007,-69.41929,69.41929,1.746277
GM019IG0098,271,positive_weight_q85,0.85,21,543,393,393,5a368c24129d08967d5e88dd2447a9a5700ebc3a0af3a3398a4a31c5961746b5,1154.087524,1168.314819,"1127.5,1160.5,1187.5,1174.5",1.515989,179.64201,72.047713,72.047713,6.612335
GM019IG0099,34,positive_weight_q50,0.5,12,445,2479,2479,7b7659c25f093fd1c412a68e86445b829ec5135f69d05e4dec780579a26e804e,1139.463013,1213.517456,"1107.5,1158.5,1178.5,1268.5",0.500651,84.523487,-3.929549,3.929549,1.977447
GM019IG0099,34,positive_weight_q70,0.7,18,338,1460,1460,1dfc8f4577c7126cc06990802ead0d438853085f75994c195f1c59754448aed9,1138.091187,1217.535156,"1114.5,1169.5,1173.5,1261.5",0.620202,74.685718,-13.767319,13.767319,2.072225
GM019IG0099,34,positive_weight_q85,0.85,26,210,619,619,1ad72075db82fc8e2cf27d72b86487106e368a65c1b6ecd0c09c48b348154a58,1140.783325,1225.596191,"1118.5,1207.5,1165.5,1245.5",0.793377,174.321187,85.86815,85.86815,1.207346
GM019IG0100,39,positive_weight_q50,0.5,12,341,3148,3148,f5795ffa406a337deb4cd56e4caf030057379fc3cc14a90f740784cded46ac3f,1155.221069,1215.072754,"1106.5,1167.5,1195.5,1277.5",0.225927,91.098368,3.179043,3.179043,1.335734
GM019IG0100,39,positive_weight_q70,0.7,19,180,1889,1889,e7c37b56155a68cb19cbb9b329361dffea1f77ca8a2f274fe92d29ce3f88b4e1,1157.095825,1217.396973,"1109.5,1175.5,1194.5,1260.5",0.232339,115.357346,27.438021,27.438021,1.324895
GM019IG0100,39,positive_weight_q85,0.85,29,106,718,718,e00e8dbac64da296ed09e11fd00954fd90d2ce1972de3bdbf9edc741bb28d013,1158.102905,1224.854736,"1128.5,1205.5,1190.5,1248.5",0.275969,179.015744,-88.90358,88.90358,1.293652
GM019IG0101,40,positive_weight_q50,0.5,11,399,2491,2491,598cd65573167dacc98fc9c5751a44617a60190140a62fcd43669c9d28b08117,1156.896973,1213.657227,"1114.5,1167.5,1193.5,1255.5",0.480645,107.176871,17.392917,17.392917,1.155934
GM019IG0101,40,positive_weight_q70,0.7,17,239,1192,1192,0c51abacec8c50e453c6821b92704cfdf70d17f378009a408e40398b742df828,1156.657837,1223.714355,"1114.5,1201.5,1193.5,1244.5",0.777226,0.674595,-89.109359,89.109359,2.448377
GM019IG0101,40,positive_weight_q85,0.85,27,106,554,554,6cc9570b1cb22559dea9a9dbee58ae4859493eda392a8e71f5d2baba98d9ec0d,1160.270874,1224.44873,"1128.5,1212.5,1193.5,1237.5",0.819049,0.504782,-89.279172,89.279172,2.59018
GM019IG0102,40,positive_weight_q50,0.5,11,262,2467,2467,aeebbbbf834c41d55b9490b0d58b4e8036f47655f056903fd9dc880a2b897491,1156.918213,1213.907593,"1114.5,1171.5,1193.5,1255.5",0.120234,109.4465,19.69648,19.69648,1.146052
GM019IG0102,40,positive_weight_q70,0.7,19,132,1030,1030,0d901898938b5e15f88adebaea07ebbc23993b09950d76447e607fed732ba500,1156.31543,1223.650513,"1115.5,1201.5,1193.5,1244.5",0.244563,0.366168,-89.383852,89.383852,2.513889
GM019IG0102,40,positive_weight_q85,0.85,29,81,498,498,d4cddbe075350d29a74706fada960273ec7f3092243d2b004091a75d1585a538,1159.946289,1224.418213,"1130.5,1212.5,1193.5,1237.5",0.318086,179.860948,-89.889072,89.889072,2.570491
GM019IG0103,273,positive_weight_q50,0.5,8,794,6932,6932,6feb6c94368f741f27d44aa43dec0d41bdff8a2e55be09ab7b2b6e2045a50e46,1186.410034,1193.890869,"1112.5,1126.5,1247.5,1272.5",0.273846,90.131209,-14.368958,14.368958,1.314501
GM019IG0103,273,positive_weight_q70,0.7,13,788,2643,2643,8f6e54133977c3e44b0ab1f8f62d6bcaec0367bd4cba0830a0d706aeb4f311c5,1193.347656,1177.590088,"1123.5,1132.5,1237.5,1241.5",0.785723,35.950034,-68.550133,68.550133,1.764905
GM019IG0103,273,positive_weight_q85,0.85,18,521,401,401,aaae7595b98588a3f20d7300860d442afb9f7a833755f9d6aece9479b3051966,1222.159912,1209.83728,"1209.5,1181.5,1232.5,1239.5",1.074556,92.494719,-12.005447,12.005447,3.343027
GM019IG0104,276,positive_weight_q50,0.5,11,783,4017,4017,4aa8d409dceb32788849bfbeae3183687014d5f75219e1c28e866899001076d1,1200.2948,1175.267822,"1107.5,1126.5,1266.5,1240.5",0.520235,21.389284,-84.219465,84.219465,1.902967
GM019IG0104,276,positive_weight_q70,0.7,17,656,1958,1958,ad1796627fcb49df26c852f6fc2e7501afb43fb409b03dc4259b630ec99d9067,1199.506836,1174.116455,"1123.5,1138.5,1248.5,1228.5",0.54282,17.784757,-87.823992,87.823992,2.339621
