path_id,extraction_profile,spatial_control_count,temporal_control_count,static_matched_control_count,target_response_score,target_spatial_empirical_percentile,target_temporal_empirical_percentile,spatial_effect_size,temporal_effect_size,control_median,control_mad,control_variance,control_distribution_status
WGV34A_PATH_0003946,relaxed_physical_path,0,0,0,4.463704,,,,,,,,insufficient_length
WGV34A_PATH_0003947,relaxed_physical_path,20,20,20,3.29269,75,50,1.08502801,0.0006302,3.2733835,0.4150395,0.31127836,control_distribution_ok
WGV34A_PATH_0003948,relaxed_physical_path,13,20,20,3.468099,30.76923077,55,-0.39597722,0.13472349,3.376302,0.538617,0.93700944,control_distribution_ok
WGV34A_PATH_0003949,relaxed_physical_path,0,0,0,3.3390295,,,,,,,,insufficient_length
WGV34A_PATH_0003950,relaxed_physical_path,20,20,20,3.042806,60,35,0.18868664,-0.65570939,3.1215535,0.3737795,0.34558022,control_distribution_ok
WGV34A_PATH_0003951,relaxed_physical_path,20,20,20,2.947754,55,30,0.22330026,-0.43555572,3.063979,0.244155,0.21552559,control_distribution_ok
WGV34A_PATH_0003952,relaxed_physical_path,0,0,0,2.946115,,,,,,,,insufficient_length
WGV34A_PATH_0003953,relaxed_physical_path,20,20,20,2.965169,55,15,0.09660859,-1.01893777,3.335519,0.5447475,1.80755061,control_distribution_ok
WGV34A_PATH_0003954,relaxed_physical_path,20,20,20,5.2656645,100,75,6.0044499,1.0027618,3.2785135,0.5352295,1.51528581,control_distribution_ok
WGV34A_PATH_0003955,relaxed_physical_path,0,0,0,6.4915365,,,,,,,,insufficient_length
WGV34A_PATH_0003956,relaxed_physical_path,16,20,20,3.837891,50,70,0.24767086,0.77555182,3.1769585,0.4861655,0.94893952,control_distribution_ok
WGV34A_PATH_0003957,relaxed_physical_path,20,20,20,2.6047365,5,5,-1.68571239,-1.49989543,3.0976745,0.2573195,0.23719393,control_distribution_ok
WGV34A_PATH_0003958,relaxed_physical_path,20,20,20,3.045288,60,30,0.14075633,-0.46009822,3.259017,0.481836,0.64017715,control_distribution_ok
WGV34A_PATH_0003959,relaxed_physical_path,20,20,20,3.042752,65,30,0.28598332,-0.95144878,3.2227135,0.418457,0.51344535,control_distribution_ok
WGV34A_PATH_0003960,relaxed_physical_path,18,20,20,3.257161,33.33333333,75,-0.48262554,1.22931725,3.237793,0.4355955,0.69619483,control_distribution_ok
WGV34A_PATH_0003961,relaxed_physical_path,0,0,0,5.0339355,,,,,,,,insufficient_length
WGV34A_PATH_0003962,relaxed_physical_path,20,20,20,2.90166,40,15,-0.2157354,-0.81477945,3.1130025,0.2931785,0.33838949,control_distribution_ok
WGV34A_PATH_0003963,relaxed_physical_path,19,20,20,3.201758,31.57894737,45,-0.54113713,-0.20439028,3.461914,0.518555,0.62375098,control_distribution_ok
WGV34A_PATH_0003964,relaxed_physical_path,14,20,20,4.460178,85.71428571,90,1.0935619,2.83558773,3.4375,0.5672745,0.76657541,control_distribution_ok
WGV34A_PATH_0003965,relaxed_physical_path,0,0,0,2.985805,,,,,,,,insufficient_length
WGV34A_PATH_0003966,relaxed_physical_path,0,0,0,5.3855795,,,,,,,,insufficient_length
WGV34A_PATH_0003967,relaxed_physical_path,0,0,0,2.9889645,,,,,,,,insufficient_length
WGV34A_PATH_0003968,relaxed_physical_path,0,0,0,3.638021,,,,,,,,insufficient_length
WGV34A_PATH_0003969,relaxed_physical_path,20,20,20,3.083499,30,20,-0.51627748,-1.1717686,3.279541,0.385224,0.28080807,control_distribution_ok
WGV34A_PATH_0003970,relaxed_physical_path,20,20,20,4.274414,70,100,0.97960426,4.3283485,3.1401045,0.327962,1.06252388,control_distribution_ok
WGV34A_PATH_0003971,relaxed_physical_path,20,20,20,3.102539,50,35,0.16702127,-0.27757615,3.1634155,0.257316,0.22236832,control_distribution_ok
WGV34A_PATH_0003972,relaxed_physical_path,0,0,0,3.7382815,,,,,,,,insufficient_length
WGV34A_PATH_0003973,relaxed_physical_path,0,0,0,4.2428545,,,,,,,,insufficient_length
WGV34A_PATH_0003974,relaxed_physical_path,12,20,20,3.43457,50,60,0.06860685,0.36499068,3.1878255,0.287109,0.37940154,control_distribution_ok
WGV34A_PATH_0003975,relaxed_physical_path,0,0,0,3.0041505,,,,,,,,insufficient_length
WGV34A_PATH_0003976,relaxed_physical_path,0,0,0,7.6904295,,,,,,,,insufficient_length
WGV34A_PATH_0003977,relaxed_physical_path,0,0,0,2.967624,,,,,,,,insufficient_length
WGV34A_PATH_0003978,relaxed_physical_path,20,20,20,3.410156,55,75,0.12387091,0.76155857,3.1663085,0.281604,0.59280136,control_distribution_ok
WGV34A_PATH_0003979,relaxed_physical_path,0,0,0,2.946045,,,,,,,,insufficient_length
WGV34A_PATH_0003980,relaxed_physical_path,0,0,0,3.5398765,,,,,,,,insufficient_length
WGV34A_PATH_0003981,relaxed_physical_path,20,20,20,4.075286,100,95,1.49132079,2.35596676,3.1676105,0.3218475,0.23232971,control_distribution_ok
WGV34A_PATH_0003982,relaxed_physical_path,20,20,20,3.47168,55,60,0.11301964,0.33683687,3.243606,0.31132,0.24087028,control_distribution_ok
WGV34A_PATH_0003983,relaxed_physical_path,0,0,0,3.2679035,,,,,,,,insufficient_length
WGV34A_PATH_0003984,relaxed_physical_path,13,20,20,3.020117,15.38461538,50,-2.07528948,-0.09198155,3.351562,0.438151,0.43170442,control_distribution_ok
WGV34A_PATH_0003985,relaxed_physical_path,20,20,20,3.3912215,55,55,0.13470697,0.07101249,3.243606,0.265228,0.25357652,control_distribution_ok
WGV34A_PATH_0003986,relaxed_physical_path,20,20,20,4.2943985,80,75,0.98372657,1.09678715,3.32449,0.447403,0.63333099,control_distribution_ok
WGV34A_PATH_0003987,relaxed_physical_path,20,20,20,4.66626,85,90,1.37125431,2.1106458,3.4541015,0.4705405,0.86622461,control_distribution_ok
WGV34A_PATH_0003988,relaxed_physical_path,0,0,0,2.7077635,,,,,,,,insufficient_length
WGV34A_PATH_0003989,relaxed_physical_path,11,20,20,4.201172,63.63636364,85,0.39278161,0.99568165,3.257161,0.567058,0.51234737,control_distribution_ok
WGV34A_PATH_0003990,relaxed_physical_path,0,0,0,3.1381645,,,,,,,,insufficient_length
WGV34A_PATH_0003991,relaxed_physical_path,14,20,20,4.2058105,64.28571429,75,0.50693121,0.97040232,3.2150065,0.4647785,0.5866924,control_distribution_ok
WGV34A_PATH_0003992,relaxed_physical_path,20,20,20,3.022461,20,20,-0.98302119,-0.3231767,3.2486745,0.4904715,0.96117712,control_distribution_ok
WGV34A_PATH_0003993,relaxed_physical_path,20,20,20,2.920898,25,25,-0.92435972,-0.4694276,3.2822265,0.5123045,0.55045441,control_distribution_ok
WGV34A_PATH_0003994,relaxed_physical_path,0,0,0,2.5070805,,,,,,,,insufficient_length
WGV34A_PATH_0003995,relaxed_physical_path,20,20,20,3.115723,55,15,0.36327988,-1.01899882,3.6855935,0.7281865,2.78820687,control_distribution_ok
WGV34A_PATH_0003996,relaxed_physical_path,20,20,20,4.249609,70,85,2.00187336,1.68750806,3.601479,0.6219785,2.55461426,control_distribution_ok
WGV34A_PATH_0003997,relaxed_physical_path,20,20,20,5.5191895,95,75,2.61398268,1.23796923,3.6344725,0.807324,2.30916035,control_distribution_ok
WGV34A_PATH_0003998,relaxed_physical_path,0,0,0,3.7408205,,,,,,,,insufficient_length
WGV34A_PATH_0003999,relaxed_physical_path,20,20,20,2.783854,25,5,-0.56358658,-1.2361837,3.218279,0.3643565,0.78584157,control_distribution_ok
WGV34A_PATH_0004000,relaxed_physical_path,0,0,0,3.17259,,,,,,,,insufficient_length
WGV34A_PATH_0004001,relaxed_physical_path,20,20,20,3.896362,85,85,5.39180604,1.60823087,3.052897,0.290111,0.35392983,control_distribution_ok
WGV34A_PATH_0004002,relaxed_physical_path,20,20,20,2.68042,30,5,-0.50988413,-1.26749943,3.001107,0.2645085,0.24083746,control_distribution_ok
WGV34A_PATH_0004003,relaxed_physical_path,0,0,0,3.2290035,,,,,,,,insufficient_length
WGV34A_PATH_0004004,relaxed_physical_path,0,0,0,2.8510745,,,,,,,,insufficient_length
WGV34A_PATH_0004005,relaxed_physical_path,20,20,20,2.551382,0,0,-0.83091634,-2.02144531,3.144824,0.322667,0.46015113,control_distribution_ok
WGV34A_PATH_0004006,relaxed_physical_path,0,0,0,2.926758,,,,,,,,insufficient_length
WGV34A_PATH_0004007,relaxed_physical_path,20,20,20,2.6928385,25,10,-0.43874153,-0.85595237,3.1066125,0.2958485,0.25617653,control_distribution_ok
WGV34A_PATH_0004008,relaxed_physical_path,0,0,0,3.1586915,,,,,,,,insufficient_length
WGV34A_PATH_0004009,relaxed_physical_path,20,20,20,6.779855,100,90,8.11620341,3.64357119,4.054688,1.09082,3.66243547,control_distribution_ok
WGV34A_PATH_0004010,relaxed_physical_path,14,20,20,7.0361325,100,100,10.08236057,8.80029834,3.1283855,0.277995,0.30732079,control_distribution_ok
WGV34A_PATH_0004011,relaxed_physical_path,0,0,0,3.028212,,,,,,,,insufficient_length
WGV34A_PATH_0004012,relaxed_physical_path,15,20,20,3.175781,40,45,-0.38556419,-0.04049343,3.131348,0.337077,1.14442453,control_distribution_ok
WGV34A_PATH_0004013,relaxed_physical_path,20,20,20,3.7589025,80,80,1.22748789,1.46156204,3.1359045,0.294421,0.3075935,control_distribution_ok
WGV34A_PATH_0004014,relaxed_physical_path,0,0,0,3.1546225,,,,,,,,insufficient_length
WGV34A_PATH_0004015,relaxed_physical_path,14,20,20,4.517578,71.42857143,100,3.57461117,4.750283,3.080078,0.20542,1.04776741,control_distribution_ok
WGV34A_PATH_0004016,relaxed_physical_path,20,20,20,4.1084355,70,90,0.77984347,3.18837484,3.1637045,0.241091,0.34835911,control_distribution_ok
WGV34A_PATH_0004017,relaxed_physical_path,19,20,20,3.155273,31.57894737,45,-0.48455392,-0.37145523,3.175781,0.348145,0.77697432,control_distribution_ok
WGV34A_PATH_0004018,relaxed_physical_path,18,20,20,3.335368,44.44444444,65,-0.42219281,0.64980913,3.1443455,0.377295,1.13404071,control_distribution_ok
WGV34A_PATH_0004019,relaxed_physical_path,0,0,0,2.940918,,,,,,,,insufficient_length
WGV34A_PATH_0004020,relaxed_physical_path,0,0,0,4.2372805,,,,,,,,insufficient_length
WGV34A_PATH_0004021,relaxed_physical_path,20,20,20,2.729248,0,25,-1.23350034,-0.5924119,3.153483,0.4286135,0.72299247,control_distribution_ok
WGV34A_PATH_0004022,relaxed_physical_path,0,0,0,2.832299,,,,,,,,insufficient_length
WGV34A_PATH_0004023,relaxed_physical_path,0,0,0,2.9516465,,,,,,,,insufficient_length
WGV34A_PATH_0004024,relaxed_physical_path,20,20,20,6.700868,100,100,3.91920711,3.10717385,3.901922,0.6980795,1.42550686,control_distribution_ok
WGV34A_PATH_0004025,relaxed_physical_path,20,20,20,7.915235,100,100,7.10319441,4.55971369,3.722819,0.5375975,1.40372723,control_distribution_ok
WGV34A_PATH_0004026,relaxed_physical_path,20,20,20,5.509277,100,100,3.61981167,5.1476113,3.3758545,0.386108,1.09230461,control_distribution_ok
WGV34A_PATH_0004027,relaxed_physical_path,0,0,0,3.4926755,,,,,,,,insufficient_length
WGV34A_PATH_0004028,relaxed_physical_path,0,0,0,2.9348955,,,,,,,,insufficient_length
WGV34A_PATH_0004029,relaxed_physical_path,16,20,20,3.375932,75,85,0.97001788,0.91450094,3.082096,0.2355335,0.23274309,control_distribution_ok
WGV34A_PATH_0004030,relaxed_physical_path,20,20,20,2.703683,25,25,-0.69500349,-0.69622585,3.207031,0.4588545,0.64994721,control_distribution_ok
WGV34A_PATH_0004031,relaxed_physical_path,20,20,20,3.026957,45,35,-0.46718287,-0.45284688,3.2621135,0.2859955,0.67468793,control_distribution_ok
WGV34A_PATH_0004032,relaxed_physical_path,20,20,20,3.769368,40,65,-0.33587736,0.55749028,3.2377605,0.566835,0.52946281,control_distribution_ok
WGV34A_PATH_0004033,relaxed_physical_path,20,20,20,3.990234,65,85,0.51438835,0.85781221,3.2822265,0.368164,0.47053405,control_distribution_ok
WGV34A_PATH_0004034,relaxed_physical_path,20,20,20,3.2630205,60,80,0.55043784,0.94022521,3.156071,0.412451,0.54101402,control_distribution_ok
WGV34A_PATH_0004035,relaxed_physical_path,20,20,20,3.6150715,40,70,-0.43653588,0.99118001,3.252581,0.4680105,0.65019574,control_distribution_ok
WGV34A_PATH_0004036,relaxed_physical_path,20,20,20,4.5213545,90,95,1.0928949,2.49740911,3.287005,0.570076,0.53329603,control_distribution_ok
WGV34A_PATH_0004037,relaxed_physical_path,0,0,0,2.883484,,,,,,,,insufficient_length
WGV34A_PATH_0004038,relaxed_physical_path,20,20,20,2.990084,15,50,-1.1737086,-0.08029251,3.1878255,0.4804685,0.62046597,control_distribution_ok
WGV34A_PATH_0004039,relaxed_physical_path,0,0,0,2.9416505,,,,,,,,insufficient_length
WGV34A_PATH_0004040,relaxed_physical_path,20,20,20,4.408854,80,100,0.69052269,2.32075935,3.400879,0.6507165,1.48882921,control_distribution_ok
WGV34A_PATH_0004041,relaxed_physical_path,0,0,0,3.063802,,,,,,,,insufficient_length
WGV34A_PATH_0004042,relaxed_physical_path,20,20,20,4.1340335,70,80,0.5819436,2.38763832,3.2731935,0.51359,1.00831632,control_distribution_ok
WGV34A_PATH_0004043,relaxed_physical_path,20,20,20,3.023782,45,45,-0.21920102,-0.41512085,3.1410805,0.218467,0.1974868,control_distribution_ok
WGV34A_PATH_0004044,relaxed_physical_path,20,20,20,3.003581,30,55,-0.60074664,0.0930719,3.1499025,0.267985,0.2030681,control_distribution_ok
WGV34A_PATH_0004045,relaxed_physical_path,20,20,20,3.237414,30,60,-0.70469274,0.5831843,3.22183,0.355419,0.42164406,control_distribution_ok
WGV34A_PATH_0004046,relaxed_physical_path,0,0,0,3.3149855,,,,,,,,insufficient_length
WGV34A_PATH_0004047,relaxed_physical_path,0,0,0,3.276449,,,,,,,,insufficient_length
WGV34A_PATH_0004048,relaxed_physical_path,20,20,20,3.661458,65,100,0.40544681,1.84347469,3.1410805,0.2758705,0.21983867,control_distribution_ok
WGV34A_PATH_0004049,relaxed_physical_path,20,20,20,3.4399035,45,85,-0.03673922,1.15151414,3.16084,0.3007485,0.2980308,control_distribution_ok
WGV34A_PATH_0004050,relaxed_physical_path,20,20,20,3.5638425,60,90,0.17324107,1.44192861,3.16084,0.3007485,0.29664535,control_distribution_ok
WGV34A_PATH_0004051,relaxed_physical_path,20,20,20,3.061198,30,30,-0.48839306,-0.41813061,3.2730465,0.3444985,0.56744263,control_distribution_ok
WGV34A_PATH_0004052,relaxed_physical_path,0,0,0,4.3616535,,,,,,,,insufficient_length
WGV34A_PATH_0004053,relaxed_physical_path,20,20,20,3.4085695,50,85,0.0388653,1.55265278,3.167294,0.310442,0.30827646,control_distribution_ok
WGV34A_PATH_0004054,relaxed_physical_path,0,0,0,3.206055,,,,,,,,insufficient_length
WGV34A_PATH_0004055,relaxed_physical_path,20,20,20,3.100408,20,70,-1.09559817,0.95290538,3.1742715,0.381185,0.43706924,control_distribution_ok
WGV34A_PATH_0004056,relaxed_physical_path,20,20,20,3.0625,50,45,-0.04882013,-0.18571962,3.0773925,0.283252,0.39315837,control_distribution_ok
WGV34A_PATH_0004057,relaxed_physical_path,20,20,20,3.3254555,40,65,-0.2019192,0.35867569,3.2475815,0.365114,0.38238857,control_distribution_ok
WGV34A_PATH_0004058,relaxed_physical_path,0,0,0,3.0494795,,,,,,,,insufficient_length
WGV34A_PATH_0004059,relaxed_physical_path,20,20,20,3.071859,10,10,-1.13637413,-0.82395364,3.6188965,0.4677735,1.01419139,control_distribution_ok
WGV34A_PATH_0004060,relaxed_physical_path,20,20,20,3.241553,35,70,-0.31785476,0.51034313,3.1189455,0.329468,0.41300549,control_distribution_ok
WGV34A_PATH_0004061,relaxed_physical_path,0,0,0,3.8106285,,,,,,,,insufficient_length
WGV34A_PATH_0004062,relaxed_physical_path,0,0,0,3.7871095,,,,,,,,insufficient_length
WGV34A_PATH_0004063,relaxed_physical_path,20,20,20,3.055664,30,30,-0.50229454,-0.81434212,3.352539,0.6430665,1.05740907,control_distribution_ok
WGV34A_PATH_0004064,relaxed_physical_path,0,0,0,3.3530275,,,,,,,,insufficient_length
WGV34A_PATH_0004065,relaxed_physical_path,0,0,0,2.764323,,,,,,,,insufficient_length
WGV34A_PATH_0004066,relaxed_physical_path,20,20,20,3.632161,60,50,0.29894323,0.0671486,3.261393,0.3598635,2.09867799,control_distribution_ok
WGV34A_PATH_0004067,relaxed_physical_path,20,20,20,3.146875,35,45,-0.25541283,-0.02907809,3.1767575,0.2812055,0.2886506,control_distribution_ok
WGV34A_PATH_0004068,relaxed_physical_path,20,20,20,3.367992,60,75,0.12625577,0.65132912,3.178711,0.263851,0.21771701,control_distribution_ok
WGV34A_PATH_0004069,relaxed_physical_path,0,0,0,4.140218,,,,,,,,insufficient_length
WGV34A_PATH_0004070,relaxed_physical_path,20,20,20,3.6079105,60,95,0.37013278,1.51065163,3.1770015,0.2750245,0.22320186,control_distribution_ok
WGV34A_PATH_0004071,relaxed_physical_path,20,20,20,3.369141,60,90,0.2897392,1.41621659,3.1052775,0.251116,0.21769958,control_distribution_ok
WGV34A_PATH_0004072,relaxed_physical_path,20,20,20,2.9375,5,15,-0.85651684,-0.87143908,3.3108725,0.428304,1.11229198,control_distribution_ok
WGV34A_PATH_0004073,relaxed_physical_path,20,20,20,2.879395,15,10,-1.46735911,-0.94555964,3.587402,0.5544615,0.61934434,control_distribution_ok
WGV34A_PATH_0004074,relaxed_physical_path,20,20,20,3.688672,55,80,0.37138071,0.8490782,3.3273925,0.574544,0.65468256,control_distribution_ok
WGV34A_PATH_0004075,relaxed_physical_path,20,20,20,3.323378,65,75,0.34584523,0.81234719,3.1410805,0.229948,0.1988469,control_distribution_ok
WGV34A_PATH_0004076,relaxed_physical_path,20,20,20,3.638916,55,75,0.2634636,0.84162401,3.4427085,0.5478135,1.00101486,control_distribution_ok
WGV34A_PATH_0004077,relaxed_physical_path,20,20,20,3.313802,50,45,0.04163065,-0.03438077,3.149284,0.3177895,0.43830866,control_distribution_ok
WGV34A_PATH_0004078,relaxed_physical_path,0,0,0,3.2969635,,,,,,,,insufficient_length
WGV34A_PATH_0004079,relaxed_physical_path,20,20,20,3.0293785,25,40,-0.43952971,-0.40429891,3.153271,0.216797,0.20380508,control_distribution_ok
WGV34A_PATH_0004080,relaxed_physical_path,20,20,20,3.5887695,60,40,0.5891768,-0.11932138,3.210612,0.4472005,0.48718201,control_distribution_ok
WGV34A_PATH_0004081,relaxed_physical_path,20,20,20,3.295573,50,35,-0.07116568,-0.63204519,3.5360105,0.5585935,0.44209885,control_distribution_ok
WGV34A_PATH_0004082,relaxed_physical_path,20,20,20,2.6831055,5,0,-0.72047565,-1.13302398,3.22526,0.4472005,0.48975829,control_distribution_ok
WGV34A_PATH_0004083,relaxed_physical_path,20,20,20,2.895313,15,5,-0.78282895,-1.02433665,3.303467,0.4783795,0.48466932,control_distribution_ok
WGV34A_PATH_0004084,relaxed_physical_path,20,20,20,2.8734375,15,30,-0.6737836,-0.3877065,3.108398,0.346289,0.322486,control_distribution_ok
WGV34A_PATH_0004085,relaxed_physical_path,20,20,20,3.2052245,60,40,0.27795006,-0.2415446,3.277954,0.4170735,0.41434593,control_distribution_ok
WGV34A_PATH_0004086,relaxed_physical_path,20,20,20,4.48763,95,100,1.80577996,2.38851028,3.229655,0.351074,0.30397943,control_distribution_ok
WGV34A_PATH_0004087,relaxed_physical_path,20,20,20,3.902344,65,75,0.48751948,0.88495562,3.2998045,0.596224,0.66383776,control_distribution_ok
WGV34A_PATH_0004088,relaxed_physical_path,0,0,0,4.154378,,,,,,,,insufficient_length
WGV34A_PATH_0004089,relaxed_physical_path,20,20,20,4.3243815,95,90,2.62706635,1.68566936,3.121875,0.358984,0.41305872,control_distribution_ok
WGV34A_PATH_0004090,relaxed_physical_path,20,20,20,3.120815,45,35,-0.29187836,-0.55913029,3.1878255,0.315953,0.4189039,control_distribution_ok
WGV34A_PATH_0004091,relaxed_physical_path,0,0,0,3.0359935,,,,,,,,insufficient_length
WGV34A_PATH_0004092,relaxed_physical_path,0,0,0,3.5350375,,,,,,,,insufficient_length
WGV34A_PATH_0004093,relaxed_physical_path,0,0,0,3.1501465,,,,,,,,insufficient_length
WGV34A_PATH_0004094,relaxed_physical_path,20,20,20,3.0641275,50,40,0.04829466,-0.39673036,3.1410805,0.3173825,0.20947465,control_distribution_ok
WGV34A_PATH_0004095,relaxed_physical_path,0,0,0,3.093099,,,,,,,,insufficient_length
WGV34A_PATH_0004096,relaxed_physical_path,20,20,20,2.767578,15,25,-0.79221798,-0.66161905,3.1575195,0.333138,0.45443661,control_distribution_ok
WGV34A_PATH_0004097,relaxed_physical_path,20,20,20,3.515625,70,60,1.09549689,0.32575045,3.1410805,0.293153,0.51294752,control_distribution_ok
WGV34A_PATH_0004098,relaxed_physical_path,0,0,0,2.6477055,,,,,,,,insufficient_length
WGV34A_PATH_0004099,relaxed_physical_path,20,20,20,3.959961,85,80,2.68463735,0.95677864,3.2787435,0.5027015,0.39101575,control_distribution_ok
WGV34A_PATH_0004100,relaxed_physical_path,20,20,20,3.9367675,90,65,1.63731621,0.42727612,3.2578125,0.522298,0.5218865,control_distribution_ok
WGV34A_PATH_0004101,relaxed_physical_path,20,20,20,3.470459,75,75,0.80771652,0.49871133,3.1132815,0.297363,0.20936738,control_distribution_ok
WGV34A_PATH_0004102,relaxed_physical_path,0,0,0,3.233398,,,,,,,,insufficient_length
WGV34A_PATH_0004103,relaxed_physical_path,20,20,20,3.810662,85,75,1.60024175,0.88541298,3.1692705,0.2673335,0.4236015,control_distribution_ok
WGV34A_PATH_0004104,relaxed_physical_path,20,20,20,3.399089,65,65,0.65671178,0.53606776,3.1958115,0.382129,0.62975181,control_distribution_ok
WGV34A_PATH_0004105,relaxed_physical_path,20,20,20,3.105469,30,60,-0.53674756,1.00601837,3.144824,0.3191735,0.22407271,control_distribution_ok
WGV34A_PATH_0004106,relaxed_physical_path,20,20,20,3.265625,55,55,0.39263519,0.1774178,3.093359,0.259521,0.34931112,control_distribution_ok
WGV34A_PATH_0004107,relaxed_physical_path,20,20,20,2.872559,20,50,-0.76589382,0.00390925,3.1132815,0.3046875,0.22671747,control_distribution_ok
WGV34A_PATH_0004108,relaxed_physical_path,20,20,20,3.045201,40,55,-0.27284585,0.10011136,3.1300455,0.2614745,0.38837137,control_distribution_ok
WGV34A_PATH_0004109,relaxed_physical_path,20,20,20,3.845703,65,90,0.44516471,1.96634613,3.236328,0.4838865,0.53596057,control_distribution_ok
WGV34A_PATH_0004110,relaxed_physical_path,20,20,20,3.265153,25,30,-0.48183032,-0.5810917,3.8920595,0.693197,1.27785644,control_distribution_ok
WGV34A_PATH_0004111,relaxed_physical_path,0,0,0,3.1068355,,,,,,,,insufficient_length
WGV34A_PATH_0004112,relaxed_physical_path,20,20,20,2.763718,10,10,-0.85025654,-0.91734135,3.152995,0.331787,0.8035649,control_distribution_ok
WGV34A_PATH_0004113,relaxed_physical_path,20,20,20,4.307943,95,90,2.31430699,2.26998833,3.4337565,0.467806,1.61156812,control_distribution_ok
WGV34A_PATH_0004114,relaxed_physical_path,20,20,20,2.801042,15,25,-0.76344687,-0.60739123,3.1189455,0.3539715,0.45042251,control_distribution_ok
WGV34A_PATH_0004115,relaxed_physical_path,20,20,20,3.0576175,30,50,-0.40993413,-0.01001457,3.1054685,0.3404945,0.41548216,control_distribution_ok
WGV34A_PATH_0004116,relaxed_physical_path,20,20,20,3.789279,70,65,0.73475791,0.22330515,3.573172,0.701618,1.41366747,control_distribution_ok
WGV34A_PATH_0004117,relaxed_physical_path,0,0,0,4.050293,,,,,,,,insufficient_length
WGV34A_PATH_0004118,relaxed_physical_path,20,20,20,3.582031,65,95,0.29441304,2.83093818,3.0986045,0.2766645,0.27902204,control_distribution_ok
WGV34A_PATH_0004119,relaxed_physical_path,20,20,20,3.424805,60,50,0.44050991,0.23124193,3.1531575,0.3627275,0.7060312,control_distribution_ok
WGV34A_PATH_0004120,relaxed_physical_path,20,20,20,3.549479,65,60,0.52548466,0.42582266,3.2066935,0.403483,0.25350979,control_distribution_ok
WGV34A_PATH_0004121,relaxed_physical_path,20,20,20,3.6012695,75,90,0.93027814,4.16694353,2.989055,0.263102,0.24014213,control_distribution_ok
WGV34A_PATH_0004122,relaxed_physical_path,20,20,20,2.857422,5,65,-0.87217351,0.33038305,3.026009,0.274095,0.27417624,control_distribution_ok
WGV34A_PATH_0004123,relaxed_physical_path,20,20,20,3.719808,80,95,1.26225468,3.89417092,3.0336915,0.311084,0.4713317,control_distribution_ok
WGV34A_PATH_0004124,relaxed_physical_path,0,0,0,2.953288,,,,,,,,insufficient_length
WGV34A_PATH_0004125,relaxed_physical_path,20,20,20,2.922526,15,75,-0.69944328,0.80643357,3.0560915,0.314209,0.30151707,control_distribution_ok
WGV34A_PATH_0004126,relaxed_physical_path,0,0,0,4.8354495,,,,,,,,insufficient_length
WGV34A_PATH_0004127,relaxed_physical_path,20,20,20,3.23112,40,90,-0.28224656,2.24857431,3.0058675,0.2378775,0.25753239,control_distribution_ok
WGV34A_PATH_0004128,relaxed_physical_path,20,20,20,2.9319825,10,55,-1.17562847,0.22069984,3.1472655,0.295428,0.2710454,control_distribution_ok
WGV34A_PATH_0004129,relaxed_physical_path,0,0,0,3.7561035,,,,,,,,insufficient_length
WGV34A_PATH_0004130,relaxed_physical_path,18,20,20,3.577881,55.55555556,65,0.3538665,0.59450596,3.3350695,0.462123,1.06856946,control_distribution_ok
WGV34A_PATH_0004131,relaxed_physical_path,20,20,20,3.593071,65,55,0.76794066,0.49780014,3.219105,0.3844695,0.71226736,control_distribution_ok
WGV34A_PATH_0004132,relaxed_physical_path,20,20,20,3.411328,60,65,0.77249827,0.47116875,3.145996,0.3644205,0.23906185,control_distribution_ok
WGV34A_PATH_0004133,relaxed_physical_path,0,0,0,4.2939455,,,,,,,,insufficient_length
WGV34A_PATH_0004134,relaxed_physical_path,20,20,20,2.673828,10,5,-0.95358967,-1.62587179,3.261393,0.4547525,0.70765582,control_distribution_ok
WGV34A_PATH_0004135,relaxed_physical_path,20,20,20,3.288086,40,55,-0.18632123,0.03722896,3.153483,0.39528,0.89770497,control_distribution_ok
WGV34A_PATH_0004136,relaxed_physical_path,20,20,20,3.046224,55,35,0.02033098,-0.50022732,3.1123045,0.333659,0.54244208,control_distribution_ok
WGV34A_PATH_0004137,relaxed_physical_path,0,0,0,2.9005535,,,,,,,,insufficient_length
WGV34A_PATH_0004138,relaxed_physical_path,0,0,0,3.008301,,,,,,,,insufficient_length
WGV34A_PATH_0004139,relaxed_physical_path,20,20,20,2.815234,30,30,-0.39133949,-0.45842156,3.064372,0.369206,0.61473083,control_distribution_ok
WGV34A_PATH_0004140,relaxed_physical_path,20,20,20,4.509277,100,100,4.30533215,3.62491484,3.2706705,0.379004,0.46568309,control_distribution_ok
WGV34A_PATH_0004141,relaxed_physical_path,20,20,20,4.188664,95,80,2.98184828,1.45517038,3.080078,0.3969725,0.39257994,control_distribution_ok
WGV34A_PATH_0004142,relaxed_physical_path,20,20,20,2.8125,45,15,-0.22340269,-1.0645537,3.153483,0.47533,0.56620237,control_distribution_ok
WGV34A_PATH_0004143,relaxed_physical_path,0,0,0,2.7822265,,,,,,,,insufficient_length
WGV34A_PATH_0004144,relaxed_physical_path,20,20,20,2.911133,30,40,-0.48789763,-0.22367373,3.168457,0.432739,1.1886662,control_distribution_ok
WGV34A_PATH_0004145,relaxed_physical_path,20,20,20,2.781901,20,10,-0.80730271,-1.20523966,3.2527435,0.419003,0.92345055,control_distribution_ok
WGV34A_PATH_0004146,relaxed_physical_path,0,0,0,4.6272785,,,,,,,,insufficient_length
