relation_id,scene,source_auto_node_id,target_auto_node_id,source_tracklet_segment_id,target_tracklet_segment_id,time_gap_frames,center_distance_px,bottom_center_distance_px,motion_extrapolation_error_px,normalized_motion_error,bbox_area_ratio,bbox_aspect_ratio_delta,appearance_cosine,appearance_evidence_status,source_edge_contact_ratio,target_edge_contact_ratio,source_competitor_count,target_competitor_count,candidate_score_not_selector,pre_competition_status,relation_status,supporting_evidence,conflicting_evidence,uncertainty_sources,competitor_ids,decision_reason_code
REL_GM_RM011_00104,GM_RM011,AUTO_GM_RM011_0018,AUTO_GM_RM011_0026,GM_RM011__botsort__raw__bs_0041__seg_002,GM_RM011__botsort__raw__bs_0052__seg_003,32,396.678440,393.470185,1303.519842,2.775158,14.355610,1.622111,0.711507,appearance_unreliable,0.000000,0.000000,0,0,0.508869,ambiguous_continuity,ambiguous_continuity,,long_forward_gap;motion_extrapolation_conflict;bbox_size_jump,appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00105,GM_RM011,AUTO_GM_RM011_0018,AUTO_GM_RM011_0027,GM_RM011__botsort__raw__bs_0041__seg_002,GM_RM011__botsort__raw__bs_0052__seg_004,35,357.102332,353.851103,1349.977035,3.648772,14.295311,1.644434,0.812892,appearance_unreliable,0.000000,0.000000,0,0,0.487265,ambiguous_continuity,ambiguous_continuity,,long_forward_gap;motion_extrapolation_conflict;bbox_size_jump,appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00106,GM_RM011,AUTO_GM_RM011_0018,AUTO_GM_RM011_0028,GM_RM011__botsort__raw__bs_0041__seg_002,GM_RM011__botsort__raw__bs_0057__seg_003,37,337.238320,335.385172,1385.753046,3.013043,12.998932,1.793498,0.679555,appearance_conflict,0.000000,0.000000,0,0,0.486061,ambiguous_continuity,ambiguous_continuity,,long_forward_gap;motion_extrapolation_conflict;appearance_cosine_conflict;bbox_size_jump,,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00107,GM_RM011,AUTO_GM_RM011_0018,AUTO_GM_RM011_0029,GM_RM011__botsort__raw__bs_0041__seg_002,GM_RM011__botsort__raw__bs_0062__seg_001,39,710.354270,709.931108,1804.872214,5.746590,2.271643,0.131304,0.778355,appearance_unreliable,0.000000,0.000000,0,0,0.415534,not_candidate,not_candidate,bbox_size_compatible,long_forward_gap;motion_extrapolation_conflict;not_candidate_under_fixed_policy,appearance_unreliable,,insufficient_time_motion_appearance_support
REL_GM_RM011_00108,GM_RM011,AUTO_GM_RM011_0018,AUTO_GM_RM011_0030,GM_RM011__botsort__raw__bs_0041__seg_002,GM_RM011__botsort__raw__bs_0062__seg_002,44,596.404436,592.444570,1841.998969,4.384696,8.963469,0.671030,0.742738,appearance_unreliable,0.000000,0.000000,0,0,0.448197,blocked_continuity,blocked_continuity,,long_forward_gap;motion_extrapolation_conflict;bbox_size_jump;blocked_by_combined_evidence,appearance_unreliable,,motion_and_size_conflict
REL_GM_RM011_00109,GM_RM011,AUTO_GM_RM011_0018,AUTO_GM_RM011_0031,GM_RM011__botsort__raw__bs_0041__seg_002,GM_RM011__botsort__raw__bs_0062__seg_003,51,488.132194,480.411396,1937.508493,4.026350,15.709967,1.126819,0.728535,appearance_unreliable,0.000000,0.000000,0,0,0.473441,not_candidate,not_candidate,,long_forward_gap;motion_extrapolation_conflict;bbox_size_jump;not_candidate_under_fixed_policy,appearance_unreliable,,insufficient_time_motion_appearance_support
REL_GM_RM011_00110,GM_RM011,AUTO_GM_RM011_0018,AUTO_GM_RM011_0032,GM_RM011__botsort__raw__bs_0041__seg_002,GM_RM011__botsort__raw__bs_0062__seg_004,57,319.678100,301.700150,1942.925444,4.887316,17.774921,1.075779,0.819533,appearance_unreliable,0.000000,0.000000,0,0,0.498833,not_candidate,not_candidate,,long_forward_gap;motion_extrapolation_conflict;bbox_size_jump;not_candidate_under_fixed_policy,appearance_unreliable,,insufficient_time_motion_appearance_support
REL_GM_RM011_00111,GM_RM011,AUTO_GM_RM011_0018,AUTO_GM_RM011_0033,GM_RM011__botsort__raw__bs_0041__seg_002,GM_RM011__botsort__raw__bs_0067__seg_001,69,31.276849,31.371281,1994.729950,7.592476,1.967974,0.278973,0.787887,appearance_unreliable,0.000000,0.000000,0,0,0.566363,not_candidate,not_candidate,bbox_size_compatible,long_forward_gap;motion_extrapolation_conflict;not_candidate_under_fixed_policy,appearance_unreliable,,time_gap_outside_forward_window
REL_GM_RM011_00112,GM_RM011,AUTO_GM_RM011_0019,AUTO_GM_RM011_0022,GM_RM011__botsort__raw__bs_0051__seg_001,GM_RM011__botsort__raw__bs_0051__seg_002,2,148.934713,148.924145,129.394836,0.218948,1.112176,0.125118,0.925429,appearance_support,0.000000,0.000000,0,0,0.938248,strong_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,one_source_multiple_successors,AUTO_GM_RM011_0026;AUTO_GM_RM011_0027;AUTO_GM_RM011_0028;AUTO_GM_RM011_0022;AUTO_GM_RM011_0025;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0030;AUTO_GM_RM011_0024;AUTO_GM_RM011_0023;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00113,GM_RM011,AUTO_GM_RM011_0019,AUTO_GM_RM011_0023,GM_RM011__botsort__raw__bs_0051__seg_001,GM_RM011__botsort__raw__bs_0057__seg_001,3,257.607926,252.924545,287.263155,0.618208,5.422616,1.121769,0.875862,appearance_support,0.000000,0.000000,0,0,0.800399,ambiguous_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent;appearance_cosine_support,bbox_size_jump,,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00114,GM_RM011,AUTO_GM_RM011_0019,AUTO_GM_RM011_0024,GM_RM011__botsort__raw__bs_0051__seg_001,GM_RM011__botsort__raw__bs_0051__seg_003,7,316.822250,316.828362,248.497595,0.488845,2.092230,0.929840,0.825637,appearance_support,0.000000,0.000000,0,0,0.827418,strong_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,one_source_multiple_successors,AUTO_GM_RM011_0026;AUTO_GM_RM011_0027;AUTO_GM_RM011_0028;AUTO_GM_RM011_0022;AUTO_GM_RM011_0025;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0030;AUTO_GM_RM011_0024;AUTO_GM_RM011_0023;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00115,GM_RM011,AUTO_GM_RM011_0019,AUTO_GM_RM011_0025,GM_RM011__botsort__raw__bs_0051__seg_001,GM_RM011__botsort__raw__bs_0057__seg_002,11,90.920973,90.254456,199.804897,0.321728,1.417284,0.204959,0.898790,appearance_support,0.000000,0.000000,0,0,0.910611,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,medium_forward_gap;one_source_multiple_successors,AUTO_GM_RM011_0026;AUTO_GM_RM011_0027;AUTO_GM_RM011_0028;AUTO_GM_RM011_0022;AUTO_GM_RM011_0025;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0030;AUTO_GM_RM011_0024;AUTO_GM_RM011_0023;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00116,GM_RM011,AUTO_GM_RM011_0019,AUTO_GM_RM011_0026,GM_RM011__botsort__raw__bs_0051__seg_001,GM_RM011__botsort__raw__bs_0052__seg_003,18,36.699745,36.036878,141.578498,0.219118,1.039384,0.045242,0.846748,appearance_support,0.000000,0.000000,0,0,0.947704,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,medium_forward_gap;one_source_multiple_successors,AUTO_GM_RM011_0026;AUTO_GM_RM011_0027;AUTO_GM_RM011_0028;AUTO_GM_RM011_0022;AUTO_GM_RM011_0025;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0030;AUTO_GM_RM011_0024;AUTO_GM_RM011_0023;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00117,GM_RM011,AUTO_GM_RM011_0019,AUTO_GM_RM011_0027,GM_RM011__botsort__raw__bs_0051__seg_001,GM_RM011__botsort__raw__bs_0052__seg_004,21,75.753033,75.590450,132.386680,0.245374,1.035018,0.022918,0.890559,appearance_support,0.000000,0.000000,0,0,0.944949,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,medium_forward_gap;one_source_multiple_successors,AUTO_GM_RM011_0026;AUTO_GM_RM011_0027;AUTO_GM_RM011_0028;AUTO_GM_RM011_0022;AUTO_GM_RM011_0025;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0030;AUTO_GM_RM011_0024;AUTO_GM_RM011_0023;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00118,GM_RM011,AUTO_GM_RM011_0019,AUTO_GM_RM011_0028,GM_RM011__botsort__raw__bs_0051__seg_001,GM_RM011__botsort__raw__bs_0057__seg_003,23,94.335706,94.053970,137.013319,0.214780,1.062522,0.126145,0.851949,appearance_support,0.000000,0.000000,0,0,0.940693,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,medium_forward_gap;one_source_multiple_successors,AUTO_GM_RM011_0026;AUTO_GM_RM011_0027;AUTO_GM_RM011_0028;AUTO_GM_RM011_0022;AUTO_GM_RM011_0025;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0030;AUTO_GM_RM011_0024;AUTO_GM_RM011_0023;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00119,GM_RM011,AUTO_GM_RM011_0019,AUTO_GM_RM011_0029,GM_RM011__botsort__raw__bs_0051__seg_001,GM_RM011__botsort__raw__bs_0062__seg_001,25,281.129985,280.548116,528.261144,1.148298,6.080028,1.536048,0.789658,appearance_unreliable,0.000000,0.000000,0,0,0.723999,ambiguous_continuity,ambiguous_continuity,motion_extrapolation_consistent,bbox_size_jump,medium_forward_gap;appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00120,GM_RM011,AUTO_GM_RM011_0019,AUTO_GM_RM011_0030,GM_RM011__botsort__raw__bs_0051__seg_001,GM_RM011__botsort__raw__bs_0062__seg_002,30,165.043100,163.083649,457.476376,0.783199,1.540882,0.996323,0.896645,appearance_support,0.000000,0.000000,0,0,0.841768,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,medium_forward_gap;one_source_multiple_successors,AUTO_GM_RM011_0026;AUTO_GM_RM011_0027;AUTO_GM_RM011_0028;AUTO_GM_RM011_0022;AUTO_GM_RM011_0025;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0030;AUTO_GM_RM011_0024;AUTO_GM_RM011_0023;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00121,GM_RM011,AUTO_GM_RM011_0019,AUTO_GM_RM011_0031,GM_RM011__botsort__raw__bs_0051__seg_001,GM_RM011__botsort__raw__bs_0062__seg_003,37,67.005983,51.261865,413.902278,0.636446,1.137443,0.540534,0.856336,appearance_support,0.000000,0.000000,0,0,0.888838,ambiguous_continuity,ambiguous_continuity,motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,long_forward_gap,,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00122,GM_RM011,AUTO_GM_RM011_0019,AUTO_GM_RM011_0032,GM_RM011__botsort__raw__bs_0051__seg_001,GM_RM011__botsort__raw__bs_0062__seg_004,43,142.261808,127.981215,294.010220,0.524668,1.286951,0.591573,0.909423,appearance_support,0.000000,0.000000,0,0,0.888245,ambiguous_continuity,ambiguous_continuity,motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,long_forward_gap,,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00123,GM_RM011,AUTO_GM_RM011_0019,AUTO_GM_RM011_0033,GM_RM011__botsort__raw__bs_0051__seg_001,GM_RM011__botsort__raw__bs_0067__seg_001,55,400.520132,398.142387,183.909554,0.446231,7.018206,1.388379,0.793554,appearance_unreliable,0.000000,0.000000,0,0,0.782347,not_candidate,not_candidate,motion_extrapolation_consistent,long_forward_gap;bbox_size_jump;not_candidate_under_fixed_policy,appearance_unreliable,,insufficient_time_motion_appearance_support
REL_GM_RM011_00124,GM_RM011,AUTO_GM_RM011_0020,AUTO_GM_RM011_0021,GM_RM011__botsort__raw__bs_0052__seg_001,GM_RM011__botsort__raw__bs_0052__seg_002,7,89.998204,77.743519,261.680657,0.406656,1.539835,0.662349,0.750828,appearance_unreliable,0.000000,0.000000,0,0,0.877028,weak_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent;bbox_size_compatible,,appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0022;AUTO_GM_RM011_0021;AUTO_GM_RM011_0024;AUTO_GM_RM011_0025;AUTO_GM_RM011_0028;AUTO_GM_RM011_0026;AUTO_GM_RM011_0027;AUTO_GM_RM011_0030;AUTO_GM_RM011_0023;AUTO_GM_RM011_0031;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00125,GM_RM011,AUTO_GM_RM011_0020,AUTO_GM_RM011_0022,GM_RM011__botsort__raw__bs_0052__seg_001,GM_RM011__botsort__raw__bs_0051__seg_002,9,47.966560,18.963011,254.292807,0.427115,1.382303,0.837690,0.795564,appearance_unreliable,0.000000,0.000000,0,0,0.891588,weak_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent;bbox_size_compatible,,appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0022;AUTO_GM_RM011_0021;AUTO_GM_RM011_0024;AUTO_GM_RM011_0025;AUTO_GM_RM011_0028;AUTO_GM_RM011_0026;AUTO_GM_RM011_0027;AUTO_GM_RM011_0030;AUTO_GM_RM011_0023;AUTO_GM_RM011_0031;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00126,GM_RM011,AUTO_GM_RM011_0020,AUTO_GM_RM011_0023,GM_RM011__botsort__raw__bs_0052__seg_001,GM_RM011__botsort__raw__bs_0057__seg_001,10,420.786320,420.786439,680.333761,1.458007,3.527216,1.834340,0.760266,appearance_unreliable,0.000000,0.000000,0,0,0.668165,ambiguous_continuity,ambiguous_continuity,short_forward_gap,bbox_size_jump,motion_extrapolation_weak;appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00127,GM_RM011,AUTO_GM_RM011_0020,AUTO_GM_RM011_0024,GM_RM011__botsort__raw__bs_0052__seg_001,GM_RM011__botsort__raw__bs_0051__seg_003,14,154.873830,148.949220,215.342858,0.422647,1.360920,1.642412,0.720101,appearance_unreliable,0.000000,0.000000,0,0,0.868919,ambiguous_continuity,ambiguous_continuity,motion_extrapolation_consistent;bbox_size_compatible,,medium_forward_gap;appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00128,GM_RM011,AUTO_GM_RM011_0020,AUTO_GM_RM011_0025,GM_RM011__botsort__raw__bs_0052__seg_001,GM_RM011__botsort__raw__bs_0057__seg_002,18,260.222251,258.024444,724.852199,1.156914,1.084726,0.917531,0.741759,appearance_unreliable,0.000000,0.000000,0,0,0.797247,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;bbox_size_compatible,,medium_forward_gap;appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0022;AUTO_GM_RM011_0021;AUTO_GM_RM011_0024;AUTO_GM_RM011_0025;AUTO_GM_RM011_0028;AUTO_GM_RM011_0026;AUTO_GM_RM011_0027;AUTO_GM_RM011_0030;AUTO_GM_RM011_0023;AUTO_GM_RM011_0031;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00129,GM_RM011,AUTO_GM_RM011_0020,AUTO_GM_RM011_0026,GM_RM011__botsort__raw__bs_0052__seg_001,GM_RM011__botsort__raw__bs_0052__seg_003,25,142.391743,131.951781,780.497283,1.197743,1.597912,0.757813,0.675465,appearance_conflict,0.000000,0.000000,0,0,0.767711,ambiguous_continuity,ambiguous_continuity,motion_extrapolation_consistent;bbox_size_compatible,appearance_cosine_conflict,medium_forward_gap,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00130,GM_RM011,AUTO_GM_RM011_0020,AUTO_GM_RM011_0027,GM_RM011__botsort__raw__bs_0052__seg_001,GM_RM011__botsort__raw__bs_0052__seg_004,28,105.632793,92.313502,818.543007,1.506530,1.591200,0.735490,0.774455,appearance_unreliable,0.000000,0.000000,0,0,0.745929,weak_continuity,ambiguous_continuity,bbox_size_compatible,,medium_forward_gap;motion_extrapolation_weak;appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0022;AUTO_GM_RM011_0021;AUTO_GM_RM011_0024;AUTO_GM_RM011_0025;AUTO_GM_RM011_0028;AUTO_GM_RM011_0026;AUTO_GM_RM011_0027;AUTO_GM_RM011_0030;AUTO_GM_RM011_0023;AUTO_GM_RM011_0031;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00131,GM_RM011,AUTO_GM_RM011_0020,AUTO_GM_RM011_0028,GM_RM011__botsort__raw__bs_0052__seg_001,GM_RM011__botsort__raw__bs_0057__seg_003,30,83.348167,73.845616,851.873570,1.322462,1.446901,0.586427,0.729135,appearance_unreliable,0.000000,0.000000,0,0,0.772342,weak_continuity,ambiguous_continuity,bbox_size_compatible,,medium_forward_gap;motion_extrapolation_weak;appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0022;AUTO_GM_RM011_0021;AUTO_GM_RM011_0024;AUTO_GM_RM011_0025;AUTO_GM_RM011_0028;AUTO_GM_RM011_0026;AUTO_GM_RM011_0027;AUTO_GM_RM011_0030;AUTO_GM_RM011_0023;AUTO_GM_RM011_0031;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00132,GM_RM011,AUTO_GM_RM011_0020,AUTO_GM_RM011_0029,GM_RM011__botsort__raw__bs_0052__seg_001,GM_RM011__botsort__raw__bs_0062__seg_001,32,449.269963,448.417961,1278.425876,2.791695,3.954839,2.248620,0.664909,appearance_conflict,0.000000,0.000000,0,0,0.492297,ambiguous_continuity,ambiguous_continuity,,long_forward_gap;motion_extrapolation_conflict;appearance_cosine_conflict;bbox_size_jump,,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00133,GM_RM011,AUTO_GM_RM011_0020,AUTO_GM_RM011_0030,GM_RM011__botsort__raw__bs_0052__seg_001,GM_RM011__botsort__raw__bs_0062__seg_002,37,338.611830,330.936549,1290.623664,2.204002,1.002288,1.708895,0.749607,appearance_unreliable,0.000000,0.000000,0,0,0.672789,ambiguous_continuity,ambiguous_continuity,bbox_size_compatible,long_forward_gap;motion_extrapolation_conflict,appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00134,GM_RM011,AUTO_GM_RM011_0020,AUTO_GM_RM011_0031,GM_RM011__botsort__raw__bs_0052__seg_001,GM_RM011__botsort__raw__bs_0062__seg_003,44,236.510189,218.933143,1360.256936,2.083080,1.748665,1.253106,0.703251,appearance_unreliable,0.000000,0.000000,0,0,0.652921,ambiguous_continuity,ambiguous_continuity,bbox_size_compatible,long_forward_gap,motion_extrapolation_weak;appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00135,GM_RM011,AUTO_GM_RM011_0020,AUTO_GM_RM011_0032,GM_RM011__botsort__raw__bs_0052__seg_001,GM_RM011__botsort__raw__bs_0062__seg_004,50,115.983044,40.838206,1337.402198,2.380986,1.978513,1.304145,0.743180,appearance_unreliable,0.000000,0.000000,0,0,0.626893,not_candidate,not_candidate,bbox_size_compatible,long_forward_gap;motion_extrapolation_conflict;not_candidate_under_fixed_policy,appearance_unreliable,,insufficient_time_motion_appearance_support
REL_GM_RM011_00136,GM_RM011,AUTO_GM_RM011_0020,AUTO_GM_RM011_0033,GM_RM011__botsort__raw__bs_0052__seg_001,GM_RM011__botsort__raw__bs_0067__seg_001,62,230.256539,230.256311,1380.348137,3.350622,4.565090,2.100951,0.692852,appearance_unreliable,0.000000,0.000000,0,0,0.499345,not_candidate,not_candidate,,long_forward_gap;motion_extrapolation_conflict;bbox_size_jump;not_candidate_under_fixed_policy,appearance_unreliable,,time_gap_outside_forward_window
REL_GM_RM011_00137,GM_RM011,AUTO_GM_RM011_0021,AUTO_GM_RM011_0023,GM_RM011__botsort__raw__bs_0052__seg_002,GM_RM011__botsort__raw__bs_0057__seg_001,1,403.629215,400.684589,432.279108,0.871396,5.158789,1.050698,0.805383,appearance_unreliable,0.000000,0.000000,0,0,0.744767,ambiguous_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent,bbox_size_jump,appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00138,GM_RM011,AUTO_GM_RM011_0021,AUTO_GM_RM011_0024,GM_RM011__botsort__raw__bs_0052__seg_002,GM_RM011__botsort__raw__bs_0051__seg_003,5,169.055643,169.056913,25.334897,0.046947,1.990437,0.858769,0.786302,appearance_unreliable,0.000000,0.000000,0,0,0.897166,weak_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent;bbox_size_compatible,,appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0024;AUTO_GM_RM011_0026;AUTO_GM_RM011_0028;AUTO_GM_RM011_0025;AUTO_GM_RM011_0027;AUTO_GM_RM011_0023;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0030;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00139,GM_RM011,AUTO_GM_RM011_0021,AUTO_GM_RM011_0025,GM_RM011__botsort__raw__bs_0052__seg_002,GM_RM011__botsort__raw__bs_0057__seg_002,9,238.181890,237.928114,497.459271,0.761995,1.348329,0.133889,0.843009,appearance_support,0.000000,0.000000,0,0,0.841320,strong_continuity,ambiguous_continuity,short_forward_gap;motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,one_source_multiple_successors,AUTO_GM_RM011_0024;AUTO_GM_RM011_0026;AUTO_GM_RM011_0028;AUTO_GM_RM011_0025;AUTO_GM_RM011_0027;AUTO_GM_RM011_0023;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0030;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00140,GM_RM011,AUTO_GM_RM011_0021,AUTO_GM_RM011_0026,GM_RM011__botsort__raw__bs_0052__seg_002,GM_RM011__botsort__raw__bs_0052__seg_003,16,112.102912,111.853655,572.957926,0.845154,1.092540,0.025829,0.810583,appearance_unreliable,0.000000,0.000000,0,0,0.858227,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;bbox_size_compatible,,medium_forward_gap;appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0024;AUTO_GM_RM011_0026;AUTO_GM_RM011_0028;AUTO_GM_RM011_0025;AUTO_GM_RM011_0027;AUTO_GM_RM011_0023;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0030;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00141,GM_RM011,AUTO_GM_RM011_0021,AUTO_GM_RM011_0027,GM_RM011__botsort__raw__bs_0052__seg_002,GM_RM011__botsort__raw__bs_0052__seg_004,19,72.417149,72.212670,619.772827,1.085078,1.087950,0.048152,0.821510,appearance_support,0.000000,0.000000,0,0,0.834560,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;appearance_cosine_support;bbox_size_compatible,,medium_forward_gap;one_source_multiple_successors,AUTO_GM_RM011_0024;AUTO_GM_RM011_0026;AUTO_GM_RM011_0028;AUTO_GM_RM011_0025;AUTO_GM_RM011_0027;AUTO_GM_RM011_0023;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0030;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00142,GM_RM011,AUTO_GM_RM011_0021,AUTO_GM_RM011_0028,GM_RM011__botsort__raw__bs_0052__seg_002,GM_RM011__botsort__raw__bs_0057__seg_003,21,54.215773,53.745952,659.058360,0.984011,1.010827,0.197216,0.778987,appearance_unreliable,0.000000,0.000000,0,0,0.851104,weak_continuity,ambiguous_continuity,motion_extrapolation_consistent;bbox_size_compatible,,medium_forward_gap;appearance_unreliable;one_source_multiple_successors,AUTO_GM_RM011_0024;AUTO_GM_RM011_0026;AUTO_GM_RM011_0028;AUTO_GM_RM011_0025;AUTO_GM_RM011_0027;AUTO_GM_RM011_0023;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0030;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00143,GM_RM011,AUTO_GM_RM011_0021,AUTO_GM_RM011_0029,GM_RM011__botsort__raw__bs_0052__seg_002,GM_RM011__botsort__raw__bs_0062__seg_001,23,428.689228,428.315085,1091.408582,2.223975,5.784216,1.464978,0.745915,appearance_unreliable,0.000000,0.000000,0,0,0.575539,ambiguous_continuity,ambiguous_continuity,,motion_extrapolation_conflict;bbox_size_jump,medium_forward_gap;appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00144,GM_RM011,AUTO_GM_RM011_0021,AUTO_GM_RM011_0030,GM_RM011__botsort__raw__bs_0052__seg_002,GM_RM011__botsort__raw__bs_0062__seg_002,28,311.898891,310.835169,1117.922210,1.816298,1.465914,0.925252,0.837669,appearance_support,0.000000,0.000000,0,0,0.702241,weak_continuity,ambiguous_continuity,appearance_cosine_support;bbox_size_compatible,,medium_forward_gap;motion_extrapolation_weak;one_source_multiple_successors,AUTO_GM_RM011_0024;AUTO_GM_RM011_0026;AUTO_GM_RM011_0028;AUTO_GM_RM011_0025;AUTO_GM_RM011_0027;AUTO_GM_RM011_0023;AUTO_GM_RM011_0031;AUTO_GM_RM011_0032;AUTO_GM_RM011_0030;AUTO_GM_RM011_0029,candidate_competition_margin_too_small
REL_GM_RM011_00145,GM_RM011,AUTO_GM_RM011_0021,AUTO_GM_RM011_0031,GM_RM011__botsort__raw__bs_0052__seg_002,GM_RM011__botsort__raw__bs_0062__seg_003,35,203.545013,198.838804,1207.976387,1.771527,1.195613,0.469463,0.809641,appearance_unreliable,0.000000,0.000000,0,0,0.733266,ambiguous_continuity,ambiguous_continuity,bbox_size_compatible,long_forward_gap,motion_extrapolation_weak;appearance_unreliable,,partial_support_with_competition_or_state_uncertainty
REL_GM_RM011_00146,GM_RM011,AUTO_GM_RM011_0021,AUTO_GM_RM011_0032,GM_RM011__botsort__raw__bs_0052__seg_002,GM_RM011__botsort__raw__bs_0062__seg_004,41,66.092602,21.482184,1202.824419,2.032729,1.352768,0.520503,0.863588,appearance_support,0.000000,0.000000,0,0,0.712273,ambiguous_continuity,ambiguous_continuity,appearance_cosine_support;bbox_size_compatible,long_forward_gap,motion_extrapolation_weak,,partial_support_with_competition_or_state_uncertainty
