region_id,pair_id,sar_frame,family,variant,comparison_group,area_ratio_to_gt,offset_axis,offset_value,offset_unit,scale_ratio,rotation_relative_to_gt_deg,region_area_px,region_area_m2,region_area_p0_convention_m2,total_energy,mean_energy,median_energy,energy_std,peak_energy,energy_quantile_90,energy_quantile_95,energy_quantile_99,high_energy_threshold,high_energy_pixel_count,high_energy_pixel_fraction,response_occupancy_ratio,component_count,component_count_per_m2,component_count_per_p0_convention_m2,peak_count,peak_count_per_m2,peak_count_per_p0_convention_m2,energy_centroid_x,energy_centroid_y,energy_centroid_range_px,energy_centroid_azimuth_px,energy_centroid_range_m,energy_centroid_azimuth_m,energy_centroid_range_p0_convention_m,energy_centroid_azimuth_p0_convention_m,principal_axis_deg,principal_axis_minus_gt_storage_axis_deg,principal_axis_minus_local_range_axis_deg,range_support_width_px,azimuth_support_width_px,range_energy90_width_px,azimuth_energy90_width_px,range_second_moment_width_px,azimuth_second_moment_width_px,range_support_width_m,azimuth_support_width_m,range_energy90_width_m,azimuth_energy90_width_m,range_second_moment_width_m,azimuth_second_moment_width_m,range_support_width_p0_convention_m,azimuth_support_width_p0_convention_m,range_energy90_width_p0_convention_m,azimuth_energy90_width_p0_convention_m,near_far_energy_ratio,front_rear_energy_ratio,inside_gt_pixel_fraction,inside_gt_energy_fraction,inside_ring_energy_ratio,boundary_contact_ratio,mask_contact_ratio,visible_fraction,metric_extent_reliable,observation_status,crop_bbox,mask_definition,gt_file_opened_for_region_generation,final_detection_label
E0_REG_000358_0058,WGV35A_PAIR_0100,358,TRANSLATION,local_range_-0.50_gt_extent,translation_response_surface,1,local_range,-0.5,gt_axis_extent,1,0,12561,,11.3049,670525,53.381496,51,16.411175,203,72,85,119,60,2543,0.202452,0.202452,258,,22.821962,22,,1.946059,1081.737588,993.638583,-51.13684,1.220472,,,-1.534105,0.036614,-176.982815,-176.982815,-74.675978,109.884793,168.738745,63.255128,134.117904,71.490451,171.727658,,,,,,,3.296544,5.062162,1.897654,4.023537,2781.261411,1.39966,0.292572,0.369491,0.58602,0,0,1,false,fully_observed,"1000,956,1163,1039",zero_value_proxy_only,true,
E0_REG_000358_0059,WGV35A_PAIR_0100,358,TRANSLATION,local_range_-0.25_gt_extent,translation_response_surface,1,local_range,-0.25,gt_axis_extent,1,0,12561,,11.3049,688523,54.814346,52,16.55464,203,73,86,119,60,3120,0.248388,0.248388,271,,23.971906,34,,3.007545,1076.743997,969.198261,-26.193784,1.551013,,,-0.785814,0.04653,177.048418,177.048418,-80.644745,102.087069,162.184186,42.630552,132.696152,53.520385,171.643501,,,,,,,3.062612,4.865526,1.278917,3.980885,6.06663,1.244991,0.633389,0.680709,2.131942,0,0,1,false,fully_observed,"994,929,1157,1012",zero_value_proxy_only,true,
E0_REG_000358_0060,WGV35A_PAIR_0100,358,TRANSLATION,local_range_+0.25_gt_extent,translation_response_surface,1,local_range,0.25,gt_axis_extent,1,0,12480,,11.232,608795,48.781651,48,8.905666,102,59,62,73,60,1146,0.091827,0.091827,342,,30.448718,34,,3.027066,1064.692916,917.356779,27.02504,0.82672,,,0.810751,0.024802,-172.623934,-172.623934,-70.317098,103.596378,168.65003,77.199554,134.083345,97.897155,165.09856,,,,,,,3.107891,5.059501,2.315987,4.0225,0.183627,0.899724,0.612981,0.627707,1.686058,0,0,1,false,fully_observed,"982,876,1146,958",zero_value_proxy_only,true,
E0_REG_000358_0061,WGV35A_PAIR_0100,358,TRANSLATION,local_range_+0.50_gt_extent,translation_response_surface,1,local_range,0.5,gt_axis_extent,1,0,12640,,11.376,606634,47.993195,48,8.148472,96,58,60,67,60,824,0.06519,0.06519,338,,29.711674,32,,2.81294,1057.766434,890.081583,55.149814,-0.126968,,,1.654494,-0.003809,-170.965536,-170.965536,-68.658699,104.573398,170.053344,86.473185,137.760999,122.626449,166.490998,,,,,,,3.137202,5.1016,2.594196,4.13283,0,0.742801,0.279114,0.286466,0.401475,0,0,1,false,fully_observed,"976,849,1140,932",zero_value_proxy_only,true,
E0_REG_000358_0062,WGV35A_PAIR_0100,358,TRANSLATION,local_range_+1.00_gt_extent,translation_response_surface,1,local_range,1,gt_axis_extent,1,0,12640,,11.376,632017,50.001347,50,8.717195,87,61,64,71,60,1597,0.126345,0.126345,386,,33.931083,68,,5.977496,1045.395451,835.15091,111.455026,-0.505361,,,3.343651,-0.015161,-178.903025,-178.903025,-76.596188,99.227444,168.774463,69.792407,143.212947,90.790256,183.471669,,,,,,,2.976823,5.063234,2.093772,4.296388,0,0.533597,0,0,0,0,0,1,false,fully_observed,"964,795,1128,878",zero_value_proxy_only,true,
E0_REG_000358_0063,WGV35A_PAIR_0100,358,TRANSLATION,local_azimuth_-1.00_gt_extent,translation_response_surface,1,local_azimuth,-1,gt_axis_extent,1,0,12640,,11.376,587682,46.493828,47,7.601255,94,55,58,63.22,60,374,0.029589,0.029589,194,,17.053446,4,,0.351617,901.532358,979.963652,0.634042,-171.928899,,,0.019021,-5.157867,176.504048,176.504048,-81.189115,98.854147,165.807685,70.627716,129.198245,79.510713,155.458162,,,,,,,2.965624,4.974231,2.118831,3.875947,0.974035,0,0,0,0,0,0,1,false,fully_observed,"820,939,984,1022",zero_value_proxy_only,true,
E0_REG_000358_0064,WGV35A_PAIR_0100,358,TRANSLATION,local_azimuth_-0.50_gt_extent,translation_response_surface,1,local_azimuth,-0.5,gt_axis_extent,1,0,12640,,11.376,622848,49.275948,48,10.638447,123,60,67,87,60,1374,0.108703,0.108703,264,,23.206751,17,,1.494374,988.106615,962.17668,-0.440769,-83.552866,,,-0.013223,-2.506586,178.165302,178.165302,-79.527862,96.579807,168.98761,54.305272,116.976274,62.724418,134.892761,,,,,,,2.897394,5.069628,1.629158,3.509288,1.068053,0,0.356013,0.391696,0.643915,0,0,1,false,fully_observed,"904,921,1068,1004",zero_value_proxy_only,true,
E0_REG_000358_0065,WGV35A_PAIR_0100,358,TRANSLATION,local_azimuth_-0.25_gt_extent,translation_response_surface,1,local_azimuth,-0.25,gt_axis_extent,1,0,12480,,11.232,648862,51.992146,51,12.979976,147,66,76,100,60,2264,0.18141,0.18141,296,,26.353276,25,,2.225783,1030.684468,953.416244,-0.956987,-40.086186,,,-0.02871,-1.202586,178.035046,178.035046,-79.658117,104.85798,164.440088,56.50586,104.754303,68.384788,146.565712,,,,,,,3.145739,4.933203,1.695176,3.142629,1.117641,0.345347,0.646875,0.682204,2.146669,0,0,1,false,fully_observed,"946,912,1110,994",zero_value_proxy_only,true,
E0_REG_000358_0066,WGV35A_PAIR_0100,358,TRANSLATION,local_azimuth_+0.25_gt_extent,translation_response_surface,1,local_azimuth,0.25,gt_axis_extent,1,0,12561,,11.3049,673292,53.601784,51,16.060152,203,71,83,118,60,2663,0.212005,0.212005,319,,28.217852,40,,3.538289,1109.575824,936.970505,-1.704621,40.497619,,,-0.051139,1.214929,177.975498,177.975498,-79.717666,102.264499,170.568353,63.237848,110.101415,75.666456,134.041283,,,,,,,3.067935,5.117051,1.897135,3.303042,1.162381,3.264419,0.633389,0.673968,2.06718,0,0,1,false,fully_observed,"1030,893,1193,976",zero_value_proxy_only,true,
E0_REG_000358_0067,WGV35A_PAIR_0100,358,TRANSLATION,local_azimuth_+0.50_gt_extent,translation_response_surface,1,local_azimuth,0.5,gt_axis_extent,1,0,12561,,11.3049,632648,50.366055,50,11.88775,158,62,69,96,60,1711,0.136215,0.136215,336,,29.721625,41,,3.626746,1151.052819,926.18028,-0.00305,83.321382,,,-0.000092,2.499641,155.623282,155.623282,-102.069881,101.625058,170.142059,64.110033,142.467512,85.572431,168.120696,,,,,,,3.048752,5.104262,1.923301,4.274025,1.02714,,0.352281,0.386126,0.628999,0,0,1,false,fully_observed,"1072,884,1235,967",zero_value_proxy_only,true,
E0_REG_000358_0068,WGV35A_PAIR_0100,358,TRANSLATION,local_azimuth_+1.00_gt_extent,translation_response_surface,1,local_azimuth,1,gt_axis_extent,1,0,12640,,11.376,606780,48.004745,48,8.47555,108,58,61,69,60,959,0.07587,0.07587,282,,24.78903,35,,3.076653,1235.571926,906.231908,1.47192,170.150187,,,0.044158,5.104506,-164.208081,-164.208081,-61.901244,107.327029,165.807685,78.461156,120.262193,92.808722,135.325861,,,,,,,3.219811,4.974231,2.353835,3.607866,0.914006,,0,0,0,0,0,1,false,fully_observed,"1155,866,1319,949",zero_value_proxy_only,true,
E0_REG_000358_0069,WGV35A_PAIR_0100,358,TRANSLATION,storage_long_axis_-1.00_gt_extent,translation_response_surface,1,storage_long_axis,-1,gt_axis_extent,1,0,12480,,11.232,593796,47.579807,47,8.786155,108,57.1,60,75,60,753,0.060337,0.060337,215,,19.141738,11,,0.979345,910.25447,942.724316,35.158531,-155.469768,,,1.054756,-4.664093,-174.829361,-174.829361,-72.522524,101.536343,166.233978,83.330136,124.346544,104.454182,164.733971,,,,,,,3.04609,4.987019,2.499904,3.730396,0.089784,0,0,0,0,0,0,1,false,fully_observed,"829,903,993,985",zero_value_proxy_only,true,
E0_REG_000358_0070,WGV35A_PAIR_0100,358,TRANSLATION,storage_long_axis_-0.50_gt_extent,translation_response_surface,1,storage_long_axis,-0.5,gt_axis_extent,1,0,12402,,11.1618,620671,50.04604,50,11.201303,123,62,69,89,60,1648,0.132882,0.132882,278,,24.906377,21,,1.881417,992.342334,944.343878,16.079408,-75.613475,,,0.482382,-2.268404,-159.714699,-159.714699,-57.407862,106.740585,166.731708,87.361491,126.976902,114.502092,149.268498,,,,,,,3.202218,5.001951,2.620845,3.809307,0.433553,0,0.490485,0.518511,1.076892,0,0,1,false,fully_observed,"909,903,1072,985",zero_value_proxy_only,true,
E0_REG_000358_0071,WGV35A_PAIR_0100,358,TRANSLATION,storage_long_axis_-0.25_gt_extent,translation_response_surface,1,storage_long_axis,-0.25,gt_axis_extent,1,0,12480,,11.232,653428,52.358013,51,13.277151,147,67,78,101,60,2395,0.191907,0.191907,296,,26.353276,27,,2.403846,1032.47569,945.112321,6.77432,-36.56617,,,0.20323,-1.096985,-172.972643,-172.972643,-70.665806,105.887997,167.548578,72.884776,124.348861,90.313354,156.957108,,,,,,,3.17664,5.026457,2.186543,3.730466,0.746592,0.370048,0.734215,0.759736,3.162094,0,0,1,false,fully_observed,"948,903,1112,985",zero_value_proxy_only,true,
E0_REG_000358_0072,WGV35A_PAIR_0100,358,TRANSLATION,storage_long_axis_+0.25_gt_extent,translation_response_surface,1,storage_long_axis,0.25,gt_axis_extent,1,0,12402,,11.1618,672905,54.257782,52,16.240742,203,72,83,118.99,60,2877,0.231979,0.231979,305,,27.325342,38,,3.404469,1107.527443,945.752393,-9.848097,36.624476,,,-0.295443,1.098734,177.810721,177.810721,-79.882443,99.742453,159.200129,59.75722,111.433294,67.730015,136.234561,,,,,,,2.992274,4.776004,1.792717,3.342999,1.817683,3.040743,0.738832,0.770216,3.351908,0,0,1,false,fully_observed,"1028,903,1191,985",zero_value_proxy_only,true,
E0_REG_000358_0073,WGV35A_PAIR_0100,358,TRANSLATION,storage_long_axis_+0.50_gt_extent,translation_response_surface,1,storage_long_axis,0.5,gt_axis_extent,1,0,12480,,11.232,656164,52.577244,50,15.704615,203,67,80,118,60,2296,0.183974,0.183974,292,,25.997151,30,,2.67094,1144.403808,945.316171,-17.281984,72.746407,,,-0.51846,2.182392,177.145764,177.145764,-80.5474,108.055184,168.65003,58.246754,88.019369,64.753467,114.447943,,,,,,,3.241656,5.059501,1.747403,2.640581,2.814707,154.636622,0.49359,0.545437,1.199914,0,0,1,false,fully_observed,"1067,903,1231,985",zero_value_proxy_only,true,
E0_REG_000358_0074,WGV35A_PAIR_0100,358,TRANSLATION,storage_long_axis_+1.00_gt_extent,translation_response_surface,1,storage_long_axis,1,gt_axis_extent,1,0,12480,,11.232,587299,47.059216,47,7.813436,93,57,59,64,60,545,0.04367,0.04367,280,,24.928775,18,,1.602564,1227.095428,943.766274,-33.393172,153.868142,,,-1.001795,4.616044,178.368575,178.368575,-79.324588,105.337271,167.495581,78.356321,140.174734,94.659466,198.666471,,,,,,,3.160118,5.024867,2.35069,4.205242,9.925477,,0.00617,0.006823,0.00687,0,0,1,false,fully_observed,"1146,903,1310,985",zero_value_proxy_only,true,
E0_REG_000358_0075,WGV35A_PAIR_0100,358,TRANSLATION,storage_short_axis_-1.00_gt_extent,translation_response_surface,1,storage_short_axis,-1,gt_axis_extent,1,0,12561,,11.3049,611853,48.710533,48,8.496408,94,59,62,71,60,1100,0.087573,0.087573,339,,29.986997,38,,3.361374,1069.899556,865.303674,76.772192,17.008673,,,2.303166,0.51026,178.212621,178.212621,-79.480542,107.628891,168.436883,75.850396,143.195668,88.922117,204.329575,,,,,,,3.228867,5.053106,2.275512,4.29587,0,1.006707,0,0,0,0,0,1,false,fully_observed,"988,825,1151,908",zero_value_proxy_only,true,
E0_REG_000358_0076,WGV35A_PAIR_0100,358,TRANSLATION,storage_short_axis_-0.50_gt_extent,translation_response_surface,1,storage_short_axis,-0.5,gt_axis_extent,1,0,12402,,11.1618,595687,48.031528,48,8.164277,96,58,60,67,60,807,0.06507,0.06507,335,,30.01308,31,,2.77733,1069.648319,904.917002,38.122724,8.319748,,,1.143682,0.249592,-177.2836,-177.2836,-74.976763,106.136862,168.436883,79.473894,140.868331,93.162451,171.911584,,,,,,,3.184106,5.053106,2.384217,4.22605,0.058839,1.008107,0.484115,0.493732,0.97524,0,0,1,false,fully_observed,"988,864,1151,946",zero_value_proxy_only,true,
E0_REG_000358_0077,WGV35A_PAIR_0100,358,TRANSLATION,storage_short_axis_-0.25_gt_extent,translation_response_surface,1,storage_short_axis,-0.25,gt_axis_extent,1,0,12561,,11.3049,637062,50.717461,50,11.391542,149,62,69,91.8,60,1865,0.148475,0.148475,351,,31.048483,44,,3.892118,1070.84153,925.83484,17.431245,5.026966,,,0.522937,0.150809,-178.615472,-178.615472,-76.308635,108.907772,169.591333,69.952557,137.048965,90.164536,171.313312,,,,,,,3.267233,5.08774,2.098577,4.111469,0.393177,1.065901,0.72956,0.748902,2.982509,0,0,1,false,fully_observed,"988,883,1151,966",zero_value_proxy_only,true,
E0_REG_000358_0078,WGV35A_PAIR_0100,358,TRANSLATION,storage_short_axis_+0.25_gt_extent,translation_response_surface,1,storage_short_axis,0.25,gt_axis_extent,1,0,12561,,11.3049,690962,55.008518,52,16.556,203,74,86,119,60,3206,0.255234,0.255234,304,,26.890994,33,,2.919088,1071.259702,962.970653,-18.940324,-2.479858,,,-0.56821,-0.074396,177.576625,177.576625,-80.116538,107.930752,168.223736,50.00314,131.222562,59.769156,170.171388,,,,,,,3.237923,5.046712,1.500094,3.936677,3.288679,1.084388,0.742138,0.777803,3.500502,0,0,1,false,fully_observed,"988,922,1151,1005",zero_value_proxy_only,true,
E0_REG_000358_0079,WGV35A_PAIR_0100,358,TRANSLATION,storage_short_axis_+0.50_gt_extent,translation_response_surface,1,storage_short_axis,0.5,gt_axis_extent,1,0,12561,,11.3049,683973,54.452114,51,16.614201,203,73,86,119,60,2989,0.237959,0.237959,262,,23.175791,21,,1.857602,1071.153059,979.657973,-35.221442,-6.140902,,,-1.056643,-0.184227,177.832306,177.832306,-79.860857,105.497421,169.80448,44.389884,130.335415,55.394136,171.226169,,,,,,,3.164923,5.094134,1.331697,3.910062,15.574735,1.081254,0.503145,0.569653,1.323704,0,0,1,false,fully_observed,"988,941,1151,1024",zero_value_proxy_only,true,
E0_REG_000358_0080,WGV35A_PAIR_0100,358,TRANSLATION,storage_short_axis_+1.00_gt_extent,translation_response_surface,1,storage_short_axis,1,gt_axis_extent,1,0,12561,,11.3049,587655,46.784092,47,7.49826,75,57,58,62,60,392,0.031208,0.031208,264,,23.352705,9,,0.796115,1069.334138,1020.690909,-74.92375,-16.66407,,,-2.247712,-0.499922,176.881457,176.881457,-80.811706,103.632095,166.820422,79.562609,137.1204,96.525197,184.632578,,,,,,,3.108963,5.004613,2.386878,4.113612,,0.999799,0.012579,0.013392,0.013574,0,0,1,false,fully_observed,"988,980,1151,1063",zero_value_proxy_only,true,
E0_REG_000358_0081,WGV35A_PAIR_0100,358,ROTATION,image_axis_rotation_-90,rotation_response_curve,1,,0,,1,-90,12640,,11.376,641291,50.735046,50,12.343898,147,64,73,98,60,1801,0.142484,0.142484,294,,25.843882,27,,2.373418,1069.449648,944.717573,-0.72089,-0.357728,,,-0.021627,-0.010732,90.129381,90.129381,-167.563782,163.551783,103.454666,76.828574,72.139341,99.049659,95.275763,,,,,,,4.906553,3.10364,2.304857,2.16418,1.096949,1.001426,0.48125,0.52173,1.090871,0,0,1,false,fully_observed,"1028,862,1111,1026",zero_value_proxy_only,true,
E0_REG_000358_0082,WGV35A_PAIR_0100,358,ROTATION,image_axis_rotation_-60,rotation_response_curve,1,,0,,1,-60,12504,,11.2536,639404,51.135956,50,12.048257,139,65,74,93,60,1983,0.158589,0.158589,307,,27.280159,29,,2.576953,1068.534895,944.789247,-0.595941,-1.266737,,,-0.017878,-0.038002,146.68998,146.68998,-111.003183,159.663299,153.123702,65.975359,99.939479,84.271555,127.000351,,,,,,,4.789899,4.593711,1.979261,2.998184,1.097369,0.960033,0.556382,0.59369,1.461177,0,0,1,false,fully_observed,"994,853,1145,1035",zero_value_proxy_only,true,
E0_REG_000358_0083,WGV35A_PAIR_0100,358,ROTATION,image_axis_rotation_-45,rotation_response_curve,1,,0,,1,-45,12488,,11.2392,647719,51.867313,51,12.407877,139,66,75,95,60,2256,0.180653,0.180653,315,,28.026906,29,,2.580255,1068.693952,945.009242,-0.844782,-1.158226,,,-0.025343,-0.034747,157.747227,157.747227,-99.945936,141.580365,168.98761,58.871232,111.626844,74.421595,145.55929,,,,,,,4.247411,5.069628,1.766137,3.348805,1.117165,0.976603,0.664398,0.696047,2.289985,0,0,1,false,fully_observed,"984,858,1156,1030",zero_value_proxy_only,true,
E0_REG_000358_0084,WGV35A_PAIR_0100,358,ROTATION,image_axis_rotation_-30,rotation_response_curve,1,,0,,1,-30,12495,,11.2455,660796,52.884834,51,13.235337,147,68,78,101,60,2597,0.207843,0.207843,327,,29.078298,34,,3.023432,1068.804767,945.012255,-0.871346,-1.0506,,,-0.02614,-0.031518,165.857603,165.857603,-91.83556,108.433115,170.054503,54.836402,129.587662,66.833731,163.138978,,,,,,,3.252993,5.101635,1.645092,3.88763,1.123401,0.988379,0.752061,0.777994,3.504373,0,0,1,false,fully_observed,"979,868,1160,1020",zero_value_proxy_only,true,
E0_REG_000358_0085,WGV35A_PAIR_0100,358,ROTATION,image_axis_rotation_-15,rotation_response_curve,1,,0,,1,-15,12412,,11.1708,680707,54.842651,52,16.250963,203,73,85,118,60,3078,0.247986,0.247986,324,,29.004189,40,,3.580764,1071.131328,945.308331,-1.656518,1.159389,,,-0.049696,0.034782,172.674971,172.674971,-85.018193,83.386609,161.244042,57.501318,132.448446,68.1281,171.221958,,,,,,,2.501598,4.837321,1.72504,3.973453,1.186519,1.074934,0.853207,0.870915,6.746839,0,0,1,false,fully_observed,"981,883,1159,1004",zero_value_proxy_only,true,
E0_REG_000358_0086,WGV35A_PAIR_0100,358,ROTATION,image_axis_rotation_+0,rotation_response_curve,1,,0,,1,0,12402,,11.1618,686634,55.36478,52,16.537355,203,74,86,119,60,3278,0.264312,0.264312,315,,28.221255,36,,3.225286,1071.207418,946.096848,-2.443133,1.06566,,,-0.073294,0.03197,177.902854,177.902854,-79.790309,102.619358,167.797442,59.242212,131.06357,69.527551,169.752819,,,,,,,3.078581,5.033923,1.777266,3.931907,1.233094,1.085791,0.980971,0.983865,60.976171,0,0,1,false,fully_observed,"988,903,1151,985",zero_value_proxy_only,true,
E0_REG_000358_0087,WGV35A_PAIR_0100,358,ROTATION,image_axis_rotation_+15,rotation_response_curve,1,,0,,1,15,12412,,11.1708,679079,54.711491,52,16.313419,203,73,85,118,60,3068,0.24718,0.24718,305,,27.303327,39,,3.491245,1072.442915,945.475657,-2.09956,2.40517,,,-0.062987,0.072155,-177.147569,-177.147569,-74.840732,130.846948,169.166197,61.586828,126.088596,75.156215,155.874939,,,,,,,3.925408,5.074986,1.847605,3.782658,1.191023,1.131922,0.853207,0.871982,6.811432,0,0,1,false,fully_observed,"981,883,1159,1004",zero_value_proxy_only,true,
E0_REG_000358_0088,WGV35A_PAIR_0100,358,ROTATION,image_axis_rotation_+30,rotation_response_curve,1,,0,,1,30,12495,,11.2455,674238,53.960625,51,15.979715,203,71,83,118,60,2769,0.221609,0.221609,315,,28.011204,36,,3.201281,1072.841612,945.540689,-2.248078,2.780845,,,-0.067442,0.083425,-166.255005,-166.255005,-63.948169,155.379604,162.594359,69.224402,101.521381,85.451763,128.424723,,,,,,,4.661388,4.877831,2.076732,3.045641,1.199317,1.153035,0.752061,0.780067,3.546845,0,0,1,false,fully_observed,"979,868,1160,1020",zero_value_proxy_only,true,
E0_REG_000358_0089,WGV35A_PAIR_0100,358,ROTATION,image_axis_rotation_+45,rotation_response_curve,1,,0,,1,45,12488,,11.2392,665988,53.330238,51,15.864028,203,69,82,118,60,2511,0.201073,0.201073,303,,26.959214,34,,3.025126,1072.772352,945.579351,-2.271089,2.704935,,,-0.068133,0.081148,-156.92336,-156.92336,-54.616523,166.731708,149.058947,76.117698,89.672707,92.115881,115.637815,,,,,,,5.001951,4.471768,2.283531,2.690181,1.192495,1.15093,0.664398,0.700804,2.34229,0,0,1,false,fully_observed,"984,858,1156,1030",zero_value_proxy_only,true,
E0_REG_000358_0090,WGV35A_PAIR_0100,358,ROTATION,image_axis_rotation_+60,rotation_response_curve,1,,0,,1,60,12504,,11.2536,654828,52.36948,50,15.307342,203,67,80,116,60,2174,0.173864,0.173864,284,,25.236369,29,,2.576953,1071.451262,945.459654,-1.872556,1.439717,,,-0.056177,0.043192,-147.184054,-147.184054,-44.877217,169.29063,113.193784,78.089018,77.450736,95.153822,101.753536,,,,,,,5.078719,3.395814,2.342671,2.323522,1.165028,1.09241,0.556382,0.60119,1.507459,0,0,1,false,fully_observed,"994,853,1145,1035",zero_value_proxy_only,true,
E0_REG_000358_0091,WGV35A_PAIR_0100,358,ROTATION,image_axis_rotation_+90,rotation_response_curve,1,,0,,1,90,12640,,11.376,641291,50.735046,50,12.343898,147,64,73,98,60,1801,0.142484,0.142484,294,,25.843882,27,,2.373418,1069.449648,944.717573,-0.72089,-0.357728,,,-0.021627,-0.010732,90.129381,90.129381,-167.563782,163.551783,103.454666,76.828574,72.139341,99.049659,95.275763,,,,,,,4.906553,3.10364,2.304857,2.16418,1.096949,1.001426,0.48125,0.52173,1.090871,0,0,1,false,fully_observed,"1028,862,1111,1026",zero_value_proxy_only,true,
E0_REG_000358_0092,WGV35A_PAIR_0100,358,RING,10pct_expansion_ring,ring_contrast,1.21,,0,,1.1,0,2648,,2.3832,127642,48.203171,48,8.320903,83,58,61,69,60,201,0.075906,0.075906,87,,36.505539,11,,4.615643,1070.555797,944.097507,-0.350846,0.855167,,,-0.010525,0.025655,-179.305617,-179.305617,-76.99878,114.468032,184.4955,93.330764,174.477592,126.431559,225.603125,,,,,,,3.434041,5.534865,2.799923,5.234328,1.037447,1.030156,0,0,0,0,0,1,false,fully_observed,"980,899,1159,989",zero_value_proxy_only,true,
E0_REG_000358_0093,WGV35A_PAIR_0100,358,RING,25pct_expansion_ring,ring_contrast,1.5625,,0,,1.25,0,7100,,6.39,338927,47.736198,48,8.130562,83,58,60,67,60,443,0.062394,0.062394,199,,31.14241,18,,2.816901,1070.116175,943.793891,0.039498,0.490363,,,0.001185,0.014711,-174.508208,-174.508208,-72.201371,133.954279,207.268825,116.048775,180.534422,156.526206,262.435481,,,,,,,4.018628,6.218065,3.481463,5.416033,1.014317,1.02225,0,0,0,0,0,1,false,fully_observed,"968,893,1171,995",zero_value_proxy_only,true,
E0_REG_000358_0094,WGV35A_PAIR_0100,358,RING,50pct_expansion_ring,ring_contrast,2.25,,0,,1.5,0,15800,,14.22,754535,47.755379,48,8.414151,100,58,61,69,60,1013,0.064114,0.064114,366,,25.738397,30,,2.109705,1069.235782,943.315681,0.694372,-0.26787,,,0.020831,-0.008036,-168.150214,-168.150214,-65.843378,163.122013,253.170334,140.829138,209.439488,202.618874,336.005793,,,,,,,4.89366,7.59511,4.224874,6.283185,0.98702,1.00388,0,0,0,0,0,1,false,fully_observed,"948,883,1191,1005",zero_value_proxy_only,true,
E0_REG_000358_0095,WGV35A_PAIR_0100,358,RING,100pct_expansion_ring,ring_contrast,4,,0,,2,0,37206,,33.4854,1786663,48.020828,48,8.64232,115,58,61,71,60,2749,0.073886,0.073886,857,,25.593244,82,,2.448828,1071.464441,943.131188,0.399593,1.948898,,,0.011988,0.058467,-175.233957,-175.233957,-72.92712,213.126311,338.418792,168.790584,287.136771,237.685907,409.707788,,,,,,,6.393789,10.152564,5.063718,8.614103,0.982593,1.037311,0,0,0,0,0,1,false,fully_observed,"909,864,1231,1024",zero_value_proxy_only,true,
E0_REG_000358_0096,WGV35A_PAIR_0100,358,BACKGROUND_CONTROL,near_background_same_area,same_area_background_control,1,,0,,1,0,12640,,11.376,586982,46.43845,47,7.40204,91,55,58,61,60,297,0.023497,0.023497,229,,20.130098,7,,0.615331,1111.640899,1136.146464,-196.743711,0.061486,,,-5.902311,0.001845,-171.583,-171.583,-69.276163,102.939657,168.774463,90.860557,136.908412,113.022494,180.514562,,,,,,,3.08819,5.063234,2.725817,4.107252,,3.228063,0,0,0,0,0,1,false,fully_observed,"1030,1095,1194,1178",zero_value_proxy_only,true,
E0_REG_000358_0097,WGV35A_PAIR_0100,358,BACKGROUND_CONTROL,far_background_same_area,same_area_background_control,1,,0,,1,0,12402,,11.1618,658893,53.127964,53,10.603671,138,65,69,87,60,2827,0.227947,0.227947,397,,35.56774,108,,9.675859,1026.283457,750.491653,198.242489,-1.1333,,,5.947275,-0.033999,-173.608107,-173.608107,-71.301271,106.314291,168.863177,77.25371,138.77142,99.316678,187.377961,,,,,,,3.189429,5.065895,2.317611,4.163143,0,0.304227,0,0,0,0,0,1,false,fully_observed,"946,710,1109,792",zero_value_proxy_only,true,
E0_REG_000358_0098,WGV35A_PAIR_0100,358,BACKGROUND_CONTROL,strong_scatterer_background_same_area,same_area_background_control,1,,0,,1,0,12402,,11.1618,676814,54.572971,52,17.663948,252,69,84.9,128,60,2881,0.232301,0.232301,248,,22.218639,35,,3.135695,710.895163,757.915027,258.213762,-310.856288,,,7.746413,-9.325689,179.35005,179.35005,-78.343113,106.314291,170.355206,68.958258,118.645732,84.043099,138.886064,,,,,,,3.189429,5.110656,2.068748,3.559372,0,0,0,0,0,0,0,1,false,fully_observed,"630,718,793,800",zero_value_proxy_only,true,
E0_REG_000358_0099,WGV35A_PAIR_0100,358,BACKGROUND_CONTROL,mask_edge_background_same_area,same_area_background_control,1,,0,,1,0,12402,,11.1618,0,0,0,0,0,0,0,0,60,0,0,0,0,,0,0,,0,79,836.5,316.121198,-944.980742,,,9.483636,-28.349422,0,0,102.306837,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,0,,0.006289,1,0,false,mask_censored,"0,796,161,878",zero_value_proxy_only,true,
E0_REG_000358_0100,WGV35A_PAIR_0100,358,BACKGROUND_CONTROL,linear_structure_background_same_area,same_area_background_control,1,,0,,1,0,12561,,11.3049,647644,51.559906,50,13.033431,158,64,73,103,60,2087,0.166149,0.166149,272,,24.060363,26,,2.299888,1460.77323,848.844394,9.539702,402.408374,,,0.286191,12.072251,-167.200193,-167.200193,-64.893356,104.769265,161.669177,65.567503,83.473007,82.4381,93.972995,,,,,,,3.143078,4.850075,1.967025,2.50419,0.609037,,0,0,0,0,0,1,false,fully_observed,"1380,807,1543,890",zero_value_proxy_only,true,
