path_id,control_type,control_index,control_component_id,control_sar_frame,control_azimuth_center,control_radial_pixel_center,control_radial_band,control_static_pressure,control_response_score
WGV34A_PATH_0004131,temporal_control_distribution,18,WGV33D_MAIN_F0122_C004243,122,42.8762,112.5232,R0,0.42579576,3.115723
WGV34A_PATH_0004131,temporal_control_distribution,19,WGV33D_MAIN_F0121_C004215,121,29.8296,63.582,R0,1,4.304199
WGV34A_PATH_0004131,temporal_control_distribution,20,WGV33D_MAIN_F0121_C004217,121,39.5228,108.7026,R0,0.42871836,2.835938
WGV34A_PATH_0004132,temporal_control_distribution,1,WGV33D_MAIN_F0129_C004424,129,-10.0555,166,R1,1,3.642822
WGV34A_PATH_0004132,temporal_control_distribution,2,WGV33D_MAIN_F0129_C004427,129,-2.9888,146,R1,1,3.155273
WGV34A_PATH_0004132,temporal_control_distribution,3,WGV33D_MAIN_F0129_C004428,129,-0.988,158,R1,1,3.93457
WGV34A_PATH_0004132,temporal_control_distribution,4,WGV33D_MAIN_F0129_C004430,129,3.5406,138,R1,1,2.674479
WGV34A_PATH_0004132,temporal_control_distribution,5,WGV33D_MAIN_F0129_C004431,129,7.8373,141.4035,R1,1,2.729248
WGV34A_PATH_0004132,temporal_control_distribution,6,WGV33D_MAIN_F0129_C004433,129,11.8564,138,R1,0.96960944,3.723145
WGV34A_PATH_0004132,temporal_control_distribution,7,WGV33D_MAIN_F0128_C004398,128,-3.9515,146,R1,1,3.22168
WGV34A_PATH_0004132,temporal_control_distribution,8,WGV33D_MAIN_F0128_C004399,128,3.0184,138,R1,1,3.195312
WGV34A_PATH_0004132,temporal_control_distribution,9,WGV33D_MAIN_F0128_C004401,128,7.5777,144.0995,R1,1,2.7854
WGV34A_PATH_0004132,temporal_control_distribution,10,WGV33D_MAIN_F0128_C004402,128,11.4215,138,R1,1,3.665365
WGV34A_PATH_0004132,temporal_control_distribution,11,WGV33D_MAIN_F0176_C006410,176,-8.6734,201.9947,R1,0.43723686,3.202592
WGV34A_PATH_0004132,temporal_control_distribution,12,WGV33D_MAIN_F0176_C006411,176,3.0411,179.8356,R1,1,3.487305
WGV34A_PATH_0004132,temporal_control_distribution,13,WGV33D_MAIN_F0176_C006412,176,4.9687,154,R1,1,2.834961
WGV34A_PATH_0004132,temporal_control_distribution,14,WGV33D_MAIN_F0127_C004370,127,-4.5006,146.9174,R1,1,3.131348
WGV34A_PATH_0004132,temporal_control_distribution,15,WGV33D_MAIN_F0127_C004372,127,6.7826,140.3873,R1,0.93989449,2.952009
WGV34A_PATH_0004132,temporal_control_distribution,16,WGV33D_MAIN_F0177_C006453,177,-5.6014,205.3204,R1,0.4387946,2.730469
WGV34A_PATH_0004132,temporal_control_distribution,17,WGV33D_MAIN_F0177_C006454,177,-1.4946,184.6325,R1,1,3.055339
WGV34A_PATH_0004132,temporal_control_distribution,18,WGV33D_MAIN_F0177_C006455,177,3.5,144.1383,R1,0.46083415,3.510742
WGV34A_PATH_0004132,temporal_control_distribution,19,WGV33D_MAIN_F0177_C006456,177,4.2706,179.5864,R1,1,3.551172
WGV34A_PATH_0004132,temporal_control_distribution,20,WGV33D_MAIN_F0177_C006457,177,8.9873,174,R1,1,2.955566
WGV34A_PATH_0004134,temporal_control_distribution,1,WGV33D_MAIN_F0130_C004451,130,-30.9566,170,R1,0.81118228,5.427734
WGV34A_PATH_0004134,temporal_control_distribution,2,WGV33D_MAIN_F0130_C004453,130,-27.5422,198,R1,1,2.820964
WGV34A_PATH_0004134,temporal_control_distribution,3,WGV33D_MAIN_F0130_C004455,130,-14.5095,205.1379,R1,0.44811929,4.825195
WGV34A_PATH_0004134,temporal_control_distribution,4,WGV33D_MAIN_F0130_C004456,130,-9.191,165.2914,R1,1,4.433594
WGV34A_PATH_0004134,temporal_control_distribution,5,WGV33D_MAIN_F0178_C006496,178,-24.024,234,R1,0.42759193,3.15625
WGV34A_PATH_0004134,temporal_control_distribution,6,WGV33D_MAIN_F0178_C006498,178,-18.7203,167.2546,R1,1,4.068359
WGV34A_PATH_0004134,temporal_control_distribution,7,WGV33D_MAIN_F0178_C006499,178,-20.0408,234,R1,0.41490426,4.801758
WGV34A_PATH_0004134,temporal_control_distribution,8,WGV33D_MAIN_F0178_C006500,178,-13.5,156.263,R1,1,4.225586
WGV34A_PATH_0004134,temporal_control_distribution,9,WGV33D_MAIN_F0178_C006501,178,-12.4918,242,R1,0.44205197,3.208333
WGV34A_PATH_0004134,temporal_control_distribution,10,WGV33D_MAIN_F0129_C004420,129,-31.9614,218,R1,1,3.311523
WGV34A_PATH_0004134,temporal_control_distribution,11,WGV33D_MAIN_F0129_C004421,129,-29.2315,199.6424,R1,1,3.011719
WGV34A_PATH_0004134,temporal_control_distribution,12,WGV33D_MAIN_F0129_C004423,129,-14.9605,206,R1,0.44400566,5.689941
WGV34A_PATH_0004134,temporal_control_distribution,13,WGV33D_MAIN_F0129_C004424,129,-10.0555,166,R1,1,3.642822
WGV34A_PATH_0004134,temporal_control_distribution,14,WGV33D_MAIN_F0179_C006538,179,-18.9284,164.0762,R1,1,5.05835
WGV34A_PATH_0004134,temporal_control_distribution,15,WGV33D_MAIN_F0179_C006539,179,-19.5,232.0736,R1,0.41640013,4.464844
WGV34A_PATH_0004134,temporal_control_distribution,16,WGV33D_MAIN_F0179_C006543,179,-12.0613,156.0682,R1,1,5.016602
WGV34A_PATH_0004134,temporal_control_distribution,17,WGV33D_MAIN_F0179_C006544,179,-10.5327,242,R1,0.44970899,2.654297
WGV34A_PATH_0004134,temporal_control_distribution,18,WGV33D_MAIN_F0128_C004393,128,-31.0566,182,R1,1,4.607422
WGV34A_PATH_0004134,temporal_control_distribution,19,WGV33D_MAIN_F0128_C004394,128,-29.5961,202,R1,1,4.439844
WGV34A_PATH_0004134,temporal_control_distribution,20,WGV33D_MAIN_F0128_C004395,128,-28.8092,227.2787,R1,0.42739815,3.673828
WGV34A_PATH_0004135,temporal_control_distribution,1,WGV33D_MAIN_F0177_C006454,177,-1.4946,184.6325,R1,1,3.055339
WGV34A_PATH_0004135,temporal_control_distribution,2,WGV33D_MAIN_F0177_C006455,177,3.5,144.1383,R1,0.46083415,3.510742
WGV34A_PATH_0004135,temporal_control_distribution,3,WGV33D_MAIN_F0177_C006456,177,4.2706,179.5864,R1,1,3.551172
WGV34A_PATH_0004135,temporal_control_distribution,4,WGV33D_MAIN_F0177_C006457,177,8.9873,174,R1,1,2.955566
WGV34A_PATH_0004135,temporal_control_distribution,5,WGV33D_MAIN_F0177_C006458,177,13.9606,170,R1,1,3.932617
WGV34A_PATH_0004135,temporal_control_distribution,6,WGV33D_MAIN_F0177_C006459,177,15.5,147.9937,R1,0.79926975,3.449219
WGV34A_PATH_0004135,temporal_control_distribution,7,WGV33D_MAIN_F0177_C006460,177,17.9952,170,R1,1,3.936523
WGV34A_PATH_0004135,temporal_control_distribution,8,WGV33D_MAIN_F0130_C004459,130,9.5574,140.4084,R1,1,2.990084
WGV34A_PATH_0004135,temporal_control_distribution,9,WGV33D_MAIN_F0178_C006504,178,-0.3197,159.4033,R1,1,2.68457
WGV34A_PATH_0004135,temporal_control_distribution,10,WGV33D_MAIN_F0178_C006505,178,-0.0909,186,R1,1,3.265137
WGV34A_PATH_0004135,temporal_control_distribution,11,WGV33D_MAIN_F0178_C006506,178,4.9849,180.5787,R1,1,3.270833
WGV34A_PATH_0004135,temporal_control_distribution,12,WGV33D_MAIN_F0178_C006507,178,4.9786,146,R1,0.80927165,3.730469
WGV34A_PATH_0004135,temporal_control_distribution,13,WGV33D_MAIN_F0178_C006508,178,9.9974,174,R1,1,3.765137
WGV34A_PATH_0004135,temporal_control_distribution,14,WGV33D_MAIN_F0129_C004427,129,-2.9888,146,R1,1,3.155273
WGV34A_PATH_0004135,temporal_control_distribution,15,WGV33D_MAIN_F0129_C004428,129,-0.988,158,R1,1,3.93457
WGV34A_PATH_0004135,temporal_control_distribution,16,WGV33D_MAIN_F0129_C004430,129,3.5406,138,R1,1,2.674479
WGV34A_PATH_0004135,temporal_control_distribution,17,WGV33D_MAIN_F0129_C004431,129,7.8373,141.4035,R1,1,2.729248
WGV34A_PATH_0004135,temporal_control_distribution,18,WGV33D_MAIN_F0129_C004433,129,11.8564,138,R1,0.96960944,3.723145
WGV34A_PATH_0004135,temporal_control_distribution,19,WGV33D_MAIN_F0179_C006546,179,0.899,186,R1,1,2.916992
WGV34A_PATH_0004135,temporal_control_distribution,20,WGV33D_MAIN_F0179_C006547,179,2.0276,156.1104,R1,1,2.890625
WGV34A_PATH_0004136,temporal_control_distribution,1,WGV33D_MAIN_F0130_C004459,130,9.5574,140.4084,R1,1,2.990084
WGV34A_PATH_0004136,temporal_control_distribution,2,WGV33D_MAIN_F0129_C004433,129,11.8564,138,R1,0.96960944,3.723145
WGV34A_PATH_0004136,temporal_control_distribution,3,WGV33D_MAIN_F0175_C006372,175,12.6711,148.37,R1,0.92239629,3.35625
WGV34A_PATH_0004136,temporal_control_distribution,4,WGV33D_MAIN_F0175_C006373,175,16.0041,170,R1,1,5.732422
WGV34A_PATH_0004136,temporal_control_distribution,5,WGV33D_MAIN_F0175_C006374,175,22.0678,207.5437,R1,0.91260553,2.896484
WGV34A_PATH_0004136,temporal_control_distribution,6,WGV33D_MAIN_F0175_C006375,175,18.9949,190,R1,1,4.501953
WGV34A_PATH_0004136,temporal_control_distribution,7,WGV33D_MAIN_F0175_C006376,175,31.762,190.9262,R1,0.82475613,3.42627
WGV34A_PATH_0004136,temporal_control_distribution,8,WGV33D_MAIN_F0128_C004402,128,11.4215,138,R1,1,3.665365
WGV34A_PATH_0004136,temporal_control_distribution,9,WGV33D_MAIN_F0176_C006413,176,13.4829,149.246,R1,0.92403721,3.238672
WGV34A_PATH_0004136,temporal_control_distribution,10,WGV33D_MAIN_F0176_C006414,176,16.5562,218,R1,0.44871991,4.641276
WGV34A_PATH_0004136,temporal_control_distribution,11,WGV33D_MAIN_F0176_C006415,176,16.9896,170,R1,1,4.628906
WGV34A_PATH_0004136,temporal_control_distribution,12,WGV33D_MAIN_F0176_C006416,176,19.9692,190,R1,1,3.15332
WGV34A_PATH_0004136,temporal_control_distribution,13,WGV33D_MAIN_F0176_C006417,176,24.4884,185.0595,R1,1,2.866211
WGV34A_PATH_0004136,temporal_control_distribution,14,WGV33D_MAIN_F0176_C006418,176,23.5,207.8543,R1,1,2.961914
WGV34A_PATH_0004136,temporal_control_distribution,15,WGV33D_MAIN_F0177_C006457,177,8.9873,174,R1,1,2.955566
WGV34A_PATH_0004136,temporal_control_distribution,16,WGV33D_MAIN_F0177_C006458,177,13.9606,170,R1,1,3.932617
WGV34A_PATH_0004136,temporal_control_distribution,17,WGV33D_MAIN_F0177_C006459,177,15.5,147.9937,R1,0.79926975,3.449219
WGV34A_PATH_0004136,temporal_control_distribution,18,WGV33D_MAIN_F0177_C006460,177,17.9952,170,R1,1,3.936523
WGV34A_PATH_0004136,temporal_control_distribution,19,WGV33D_MAIN_F0177_C006461,177,20.6943,192.4661,R1,1,2.644531
WGV34A_PATH_0004136,temporal_control_distribution,20,WGV33D_MAIN_F0177_C006462,177,24.9844,208.9987,R1,1,2.678223
WGV34A_PATH_0004139,temporal_control_distribution,1,WGV33D_MAIN_F0176_C006415,176,16.9896,170,R1,1,4.628906
WGV34A_PATH_0004139,temporal_control_distribution,2,WGV33D_MAIN_F0176_C006416,176,19.9692,190,R1,1,3.15332
WGV34A_PATH_0004139,temporal_control_distribution,3,WGV33D_MAIN_F0176_C006417,176,24.4884,185.0595,R1,1,2.866211
WGV34A_PATH_0004139,temporal_control_distribution,4,WGV33D_MAIN_F0176_C006418,176,23.5,207.8543,R1,1,2.961914
WGV34A_PATH_0004139,temporal_control_distribution,5,WGV33D_MAIN_F0176_C006419,176,32.2421,191.7554,R1,0.90970443,2.712612
WGV34A_PATH_0004139,temporal_control_distribution,6,WGV33D_MAIN_F0177_C006460,177,17.9952,170,R1,1,3.936523
WGV34A_PATH_0004139,temporal_control_distribution,7,WGV33D_MAIN_F0177_C006461,177,20.6943,192.4661,R1,1,2.644531
WGV34A_PATH_0004139,temporal_control_distribution,8,WGV33D_MAIN_F0177_C006462,177,24.9844,208.9987,R1,1,2.678223
WGV34A_PATH_0004139,temporal_control_distribution,9,WGV33D_MAIN_F0177_C006463,177,25.0197,186,R1,1,4.223633
WGV34A_PATH_0004139,temporal_control_distribution,10,WGV33D_MAIN_F0177_C006464,177,33.4664,195.2667,R1,0.93147347,3.528646
WGV34A_PATH_0004139,temporal_control_distribution,11,WGV33D_MAIN_F0177_C006465,177,39.4574,219.626,R1,0.75187177,2.966239
WGV34A_PATH_0004139,temporal_control_distribution,12,WGV33D_MAIN_F0178_C006509,178,20.5051,215.5945,R1,0.42633404,2.749219
WGV34A_PATH_0004139,temporal_control_distribution,13,WGV33D_MAIN_F0178_C006510,178,21.7174,193.1081,R1,1,3.366699
WGV34A_PATH_0004139,temporal_control_distribution,14,WGV33D_MAIN_F0178_C006511,178,26.0302,187.8793,R1,1,2.957031
WGV34A_PATH_0004139,temporal_control_distribution,15,WGV33D_MAIN_F0178_C006512,178,38.5636,221.3975,R1,0.87722893,2.655518
WGV34A_PATH_0004139,temporal_control_distribution,16,WGV33D_MAIN_F0179_C006551,179,19.9943,186,R1,1,3.235352
WGV34A_PATH_0004139,temporal_control_distribution,17,WGV33D_MAIN_F0179_C006552,179,22.0265,194,R1,1,3.741699
WGV34A_PATH_0004139,temporal_control_distribution,18,WGV33D_MAIN_F0179_C006553,179,21.0335,214,R1,0.44027959,2.720703
WGV34A_PATH_0004139,temporal_control_distribution,19,WGV33D_MAIN_F0179_C006554,179,39.9916,222.8934,R1,0.70952901,3.08252
WGV34A_PATH_0004139,temporal_control_distribution,20,WGV33D_MAIN_F0180_C006593,180,20.0283,174,R1,1,3.209961
WGV34A_PATH_0004140,temporal_control_distribution,1,WGV33D_MAIN_F0174_C006330,174,21.9949,206,R1,1,2.895508
WGV34A_PATH_0004140,temporal_control_distribution,2,WGV33D_MAIN_F0174_C006331,174,25.9866,174,R1,1,3.637695
WGV34A_PATH_0004140,temporal_control_distribution,3,WGV33D_MAIN_F0174_C006332,174,30.0493,188.0688,R1,1,2.908854
WGV34A_PATH_0004140,temporal_control_distribution,4,WGV33D_MAIN_F0174_C006333,174,42.8038,165.7615,R1,0.41739738,3.253255
WGV34A_PATH_0004140,temporal_control_distribution,5,WGV33D_MAIN_F0175_C006374,175,22.0678,207.5437,R1,0.91260553,2.896484
WGV34A_PATH_0004140,temporal_control_distribution,6,WGV33D_MAIN_F0175_C006376,175,31.762,190.9262,R1,0.82475613,3.42627
WGV34A_PATH_0004140,temporal_control_distribution,7,WGV33D_MAIN_F0175_C006377,175,43.0244,166,R1,0.4212481,3.330078
WGV34A_PATH_0004140,temporal_control_distribution,8,WGV33D_MAIN_F0176_C006417,176,24.4884,185.0595,R1,1,2.866211
WGV34A_PATH_0004140,temporal_control_distribution,9,WGV33D_MAIN_F0176_C006418,176,23.5,207.8543,R1,1,2.961914
WGV34A_PATH_0004140,temporal_control_distribution,10,WGV33D_MAIN_F0176_C006419,176,32.2421,191.7554,R1,0.90970443,2.712612
WGV34A_PATH_0004140,temporal_control_distribution,11,WGV33D_MAIN_F0177_C006462,177,24.9844,208.9987,R1,1,2.678223
WGV34A_PATH_0004140,temporal_control_distribution,12,WGV33D_MAIN_F0177_C006463,177,25.0197,186,R1,1,4.223633
WGV34A_PATH_0004140,temporal_control_distribution,13,WGV33D_MAIN_F0177_C006464,177,33.4664,195.2667,R1,0.93147347,3.528646
WGV34A_PATH_0004140,temporal_control_distribution,14,WGV33D_MAIN_F0177_C006465,177,39.4574,219.626,R1,0.75187177,2.966239
WGV34A_PATH_0004140,temporal_control_distribution,15,WGV33D_MAIN_F0178_C006510,178,21.7174,193.1081,R1,1,3.366699
WGV34A_PATH_0004140,temporal_control_distribution,16,WGV33D_MAIN_F0178_C006511,178,26.0302,187.8793,R1,1,2.957031
WGV34A_PATH_0004140,temporal_control_distribution,17,WGV33D_MAIN_F0178_C006512,178,38.5636,221.3975,R1,0.87722893,2.655518
WGV34A_PATH_0004140,temporal_control_distribution,18,WGV33D_MAIN_F0179_C006552,179,22.0265,194,R1,1,3.741699
WGV34A_PATH_0004140,temporal_control_distribution,19,WGV33D_MAIN_F0179_C006554,179,39.9916,222.8934,R1,0.70952901,3.08252
WGV34A_PATH_0004140,temporal_control_distribution,20,WGV33D_MAIN_F0179_C006555,179,42.5365,198,R1,0.43008503,2.584635
WGV34A_PATH_0004141,temporal_control_distribution,1,WGV33D_MAIN_F0177_C006443,177,-41.1003,219.713,R1,1,2.660547
WGV34A_PATH_0004141,temporal_control_distribution,2,WGV33D_MAIN_F0177_C006446,177,-24.9689,234,R1,0.42797949,2.783203
WGV34A_PATH_0004141,temporal_control_distribution,3,WGV33D_MAIN_F0130_C004451,130,-30.9566,170,R1,0.81118228,5.427734
WGV34A_PATH_0004141,temporal_control_distribution,4,WGV33D_MAIN_F0130_C004453,130,-27.5422,198,R1,1,2.820964
WGV34A_PATH_0004141,temporal_control_distribution,5,WGV33D_MAIN_F0178_C006491,178,-46.9766,154,R1,0.78206728,3.525391
WGV34A_PATH_0004141,temporal_control_distribution,6,WGV33D_MAIN_F0178_C006494,178,-40.7543,217.9943,R1,1,2.637207
WGV34A_PATH_0004141,temporal_control_distribution,7,WGV33D_MAIN_F0178_C006496,178,-24.024,234,R1,0.42759193,3.15625
WGV34A_PATH_0004141,temporal_control_distribution,8,WGV33D_MAIN_F0129_C004420,129,-31.9614,218,R1,1,3.311523
WGV34A_PATH_0004141,temporal_control_distribution,9,WGV33D_MAIN_F0129_C004421,129,-29.2315,199.6424,R1,1,3.011719
WGV34A_PATH_0004141,temporal_control_distribution,10,WGV33D_MAIN_F0128_C004391,128,-37.9935,210,R1,1,3.175781
WGV34A_PATH_0004141,temporal_control_distribution,11,WGV33D_MAIN_F0128_C004393,128,-31.0566,182,R1,1,4.607422
WGV34A_PATH_0004141,temporal_control_distribution,12,WGV33D_MAIN_F0128_C004394,128,-29.5961,202,R1,1,4.439844
WGV34A_PATH_0004141,temporal_control_distribution,13,WGV33D_MAIN_F0128_C004395,128,-28.8092,227.2787,R1,0.42739815,3.673828
WGV34A_PATH_0004141,temporal_control_distribution,14,WGV33D_MAIN_F0180_C006577,180,-45.4751,150.7826,R1,0.50050914,3.280078
WGV34A_PATH_0004141,temporal_control_distribution,15,WGV33D_MAIN_F0180_C006578,180,-38.4942,214,R1,1,3.498437
WGV34A_PATH_0004141,temporal_control_distribution,16,WGV33D_MAIN_F0180_C006581,180,-27.4594,196.7202,R1,1,2.683594
WGV34A_PATH_0004141,temporal_control_distribution,17,WGV33D_MAIN_F0127_C004362,127,-38.7801,211.6917,R1,1,3.136998
WGV34A_PATH_0004141,temporal_control_distribution,18,WGV33D_MAIN_F0127_C004364,127,-30.9048,201.3943,R1,1,3.684896
WGV34A_PATH_0004141,temporal_control_distribution,19,WGV33D_MAIN_F0127_C004365,127,-32.0178,182,R1,0.80785738,4.194336
WGV34A_PATH_0004141,temporal_control_distribution,20,WGV33D_MAIN_F0181_C006619,181,-37.971,210.1134,R1,1,2.682617
WGV34A_PATH_0004142,temporal_control_distribution,1,WGV33D_MAIN_F0131_C004485,131,-17.9626,217.9615,R1,0.43026976,2.990885
WGV34A_PATH_0004142,temporal_control_distribution,2,WGV33D_MAIN_F0131_C004486,131,-13.9899,204.0586,R1,0.44942137,3.427734
WGV34A_PATH_0004142,temporal_control_distribution,3,WGV33D_MAIN_F0131_C004487,131,-8.5992,165.3273,R1,1,3.898082
WGV34A_PATH_0004142,temporal_control_distribution,4,WGV33D_MAIN_F0175_C006363,175,-22.7152,169.4163,R1,1,4.298549
WGV34A_PATH_0004142,temporal_control_distribution,5,WGV33D_MAIN_F0175_C006364,175,-22.5,236.1465,R1,0.41975223,3.197266
WGV34A_PATH_0004142,temporal_control_distribution,6,WGV33D_MAIN_F0175_C006366,175,-16.9229,158.7211,R1,1,3.826172
WGV34A_PATH_0004142,temporal_control_distribution,7,WGV33D_MAIN_F0175_C006367,175,-17.2585,174.0791,R1,1,2.657031
WGV34A_PATH_0004142,temporal_control_distribution,8,WGV33D_MAIN_F0175_C006368,175,-15.8712,250.2435,R1,0.44364076,3.578125
WGV34A_PATH_0004142,temporal_control_distribution,9,WGV33D_MAIN_F0175_C006369,175,-8.074,206,R1,0.44681721,3.786621
WGV34A_PATH_0004142,temporal_control_distribution,10,WGV33D_MAIN_F0130_C004455,130,-14.5095,205.1379,R1,0.44811929,4.825195
WGV34A_PATH_0004142,temporal_control_distribution,11,WGV33D_MAIN_F0130_C004456,130,-9.191,165.2914,R1,1,4.433594
WGV34A_PATH_0004142,temporal_control_distribution,12,WGV33D_MAIN_F0176_C006405,176,-21.8817,167.7527,R1,1,3.979353
WGV34A_PATH_0004142,temporal_control_distribution,13,WGV33D_MAIN_F0176_C006407,176,-15.6204,158,R1,1,4.936198
WGV34A_PATH_0004142,temporal_control_distribution,14,WGV33D_MAIN_F0176_C006408,176,-16.0288,206,R1,0.44662343,2.751953
WGV34A_PATH_0004142,temporal_control_distribution,15,WGV33D_MAIN_F0176_C006409,176,-15.9472,254,R1,0.43468369,4.398438
WGV34A_PATH_0004142,temporal_control_distribution,16,WGV33D_MAIN_F0176_C006410,176,-8.6734,201.9947,R1,0.43723686,3.202592
WGV34A_PATH_0004142,temporal_control_distribution,17,WGV33D_MAIN_F0129_C004423,129,-14.9605,206,R1,0.44400566,5.689941
WGV34A_PATH_0004142,temporal_control_distribution,18,WGV33D_MAIN_F0129_C004424,129,-10.0555,166,R1,1,3.642822
WGV34A_PATH_0004142,temporal_control_distribution,19,WGV33D_MAIN_F0129_C004427,129,-2.9888,146,R1,1,3.155273
WGV34A_PATH_0004142,temporal_control_distribution,20,WGV33D_MAIN_F0177_C006446,177,-24.9689,234,R1,0.42797949,2.783203
WGV34A_PATH_0004144,temporal_control_distribution,1,WGV33D_MAIN_F0180_C006590,180,-2.033,165.457,R1,1,2.722982
WGV34A_PATH_0004144,temporal_control_distribution,2,WGV33D_MAIN_F0180_C006591,180,0.9436,186,R1,1,4.330078
WGV34A_PATH_0004144,temporal_control_distribution,3,WGV33D_MAIN_F0180_C006592,180,6.6796,181.2928,R1,1,3.02567
WGV34A_PATH_0004144,temporal_control_distribution,4,WGV33D_MAIN_F0131_C004490,131,0.5147,158,R1,1,3.295573
WGV34A_PATH_0004144,temporal_control_distribution,5,WGV33D_MAIN_F0131_C004492,131,9.5176,140.0362,R1,0.99389727,3.248326
WGV34A_PATH_0004144,temporal_control_distribution,6,WGV33D_MAIN_F0181_C006629,181,-1.4663,165.2438,R1,1,2.832899
WGV34A_PATH_0004144,temporal_control_distribution,7,WGV33D_MAIN_F0181_C006630,181,1.9361,186,R1,1,3.563477
WGV34A_PATH_0004144,temporal_control_distribution,8,WGV33D_MAIN_F0181_C006631,181,8.4576,180.9659,R1,1,3.06543
WGV34A_PATH_0004144,temporal_control_distribution,9,WGV33D_MAIN_F0181_C006632,181,12.4884,156.3793,R1,1,2.712109
WGV34A_PATH_0004144,temporal_control_distribution,10,WGV33D_MAIN_F0130_C004459,130,9.5574,140.4084,R1,1,2.990084
WGV34A_PATH_0004144,temporal_control_distribution,11,WGV33D_MAIN_F0182_C006665,182,-3.459,164.5401,R1,1,2.548177
WGV34A_PATH_0004144,temporal_control_distribution,12,WGV33D_MAIN_F0182_C006666,182,-1.5913,202,R1,0.44103659,2.485677
WGV34A_PATH_0004144,temporal_control_distribution,13,WGV33D_MAIN_F0182_C006667,182,9.4856,181.0467,R1,1,2.960449
WGV34A_PATH_0004144,temporal_control_distribution,14,WGV33D_MAIN_F0129_C004427,129,-2.9888,146,R1,1,3.155273
WGV34A_PATH_0004144,temporal_control_distribution,15,WGV33D_MAIN_F0129_C004428,129,-0.988,158,R1,1,3.93457
WGV34A_PATH_0004144,temporal_control_distribution,16,WGV33D_MAIN_F0129_C004430,129,3.5406,138,R1,1,2.674479
WGV34A_PATH_0004144,temporal_control_distribution,17,WGV33D_MAIN_F0129_C004431,129,7.8373,141.4035,R1,1,2.729248
WGV34A_PATH_0004144,temporal_control_distribution,18,WGV33D_MAIN_F0129_C004433,129,11.8564,138,R1,0.96960944,3.723145
WGV34A_PATH_0004144,temporal_control_distribution,19,WGV33D_MAIN_F0183_C006704,183,-1.8478,164.306,R1,1,2.481641
WGV34A_PATH_0004144,temporal_control_distribution,20,WGV33D_MAIN_F0183_C006705,183,-0.023,210,R1,0.43994642,3.466797
WGV34A_PATH_0004145,temporal_control_distribution,1,WGV33D_MAIN_F0176_C006411,176,3.0411,179.8356,R1,1,3.487305
WGV34A_PATH_0004145,temporal_control_distribution,2,WGV33D_MAIN_F0176_C006412,176,4.9687,154,R1,1,2.834961
WGV34A_PATH_0004145,temporal_control_distribution,3,WGV33D_MAIN_F0176_C006413,176,13.4829,149.246,R1,0.92403721,3.238672
WGV34A_PATH_0004145,temporal_control_distribution,4,WGV33D_MAIN_F0176_C006414,176,16.5562,218,R1,0.44871991,4.641276
WGV34A_PATH_0004145,temporal_control_distribution,5,WGV33D_MAIN_F0176_C006415,176,16.9896,170,R1,1,4.628906
WGV34A_PATH_0004145,temporal_control_distribution,6,WGV33D_MAIN_F0176_C006416,176,19.9692,190,R1,1,3.15332
WGV34A_PATH_0004145,temporal_control_distribution,7,WGV33D_MAIN_F0131_C004490,131,0.5147,158,R1,1,3.295573
WGV34A_PATH_0004145,temporal_control_distribution,8,WGV33D_MAIN_F0131_C004492,131,9.5176,140.0362,R1,0.99389727,3.248326
WGV34A_PATH_0004145,temporal_control_distribution,9,WGV33D_MAIN_F0177_C006455,177,3.5,144.1383,R1,0.46083415,3.510742
WGV34A_PATH_0004145,temporal_control_distribution,10,WGV33D_MAIN_F0177_C006456,177,4.2706,179.5864,R1,1,3.551172
WGV34A_PATH_0004145,temporal_control_distribution,11,WGV33D_MAIN_F0177_C006457,177,8.9873,174,R1,1,2.955566
WGV34A_PATH_0004145,temporal_control_distribution,12,WGV33D_MAIN_F0177_C006458,177,13.9606,170,R1,1,3.932617
WGV34A_PATH_0004145,temporal_control_distribution,13,WGV33D_MAIN_F0177_C006459,177,15.5,147.9937,R1,0.79926975,3.449219
WGV34A_PATH_0004145,temporal_control_distribution,14,WGV33D_MAIN_F0177_C006460,177,17.9952,170,R1,1,3.936523
WGV34A_PATH_0004145,temporal_control_distribution,15,WGV33D_MAIN_F0177_C006461,177,20.6943,192.4661,R1,1,2.644531
WGV34A_PATH_0004145,temporal_control_distribution,16,WGV33D_MAIN_F0130_C004459,130,9.5574,140.4084,R1,1,2.990084
WGV34A_PATH_0004145,temporal_control_distribution,17,WGV33D_MAIN_F0178_C006504,178,-0.3197,159.4033,R1,1,2.68457
WGV34A_PATH_0004145,temporal_control_distribution,18,WGV33D_MAIN_F0178_C006505,178,-0.0909,186,R1,1,3.265137
WGV34A_PATH_0004145,temporal_control_distribution,19,WGV33D_MAIN_F0178_C006506,178,4.9849,180.5787,R1,1,3.270833
WGV34A_PATH_0004145,temporal_control_distribution,20,WGV33D_MAIN_F0178_C006507,178,4.9786,146,R1,0.80927165,3.730469
WGV34A_PATH_0004147,temporal_control_distribution,1,WGV33D_MAIN_F0131_C004494,131,19.9361,110.6319,R0,0.97173312,2.703683
WGV34A_PATH_0004147,temporal_control_distribution,2,WGV33D_MAIN_F0131_C004495,131,35.0098,71.7815,R0,0.86794994,2.882812
WGV34A_PATH_0004147,temporal_control_distribution,3,WGV33D_MAIN_F0130_C004463,130,29.5905,71.9236,R0,0.89951942,2.530134
