core_subgraph_id,sar_frame,member_atom_ids,graph_edge_ids,connected_in_atom_graph,core_relation_type,core_role_summary,core_support_geometry,core_lineage_evidence,core_background_relation,box_state,state_reason_cn
R21C00192,273,R21A00146,,true,single_endpoint_part,R21A00146:endpoint_hotspot_candidate,"bbox=1241,1194,1259,1236;proj=35.976397/11.534056;cov=38.403628/9.299808;pix=94",R21PT0017,background_separable_or_absent,vehicle_part_box_only,仅有端点或侧边局部响应，没有主体闭合，作为局部部件框保留。
R21C00193,273,R21A00147,,true,unresolved_local_response,R21A00147:isolated_small_atom,"bbox=1265,1170,1283,1188;proj=18.026432/17.549085;cov=22.959551/14.760049;pix=32",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00194,273,R21A00148,,true,unresolved_local_response,R21A00148:isolated_small_atom,"bbox=1259,1140,1289,1152;proj=28.368102/7.648694;cov=38.925618/9.004449;pix=31",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00195,273,R21A00145;R21A00146,R21GE00277,true,body_to_endpoint,R21A00145:body_core_candidate;R21A00146:endpoint_hotspot_candidate,"bbox=1115,1140,1259,1266;proj=149.694309/148.712567;cov=142.841702/115.288325;pix=1459",R21PT0016;R21PT0017,background_separable_or_absent,vehicle_response_box_supported,主体与端点/侧边经 accepted edge 连通且存在重生谱系。
R21C00196,276,R21A00149,,true,unresolved_local_response,R21A00149:unresolved_atom,"bbox=1115,1140,1271,1242;proj=161.980146/117.191917;cov=145.935769/106.947958;pix=1307",R21PT0016,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00197,276,R21A00150,,true,single_partial_body,R21A00150:body_core_candidate,"bbox=1157,1212,1211,1242;proj=44.894794/36.240844;cov=59.847039/24.960531;pix=214",R21PT0018,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00198,276,R21A00151,,true,single_endpoint_part,R21A00151:endpoint_hotspot_candidate,"bbox=1253,1194,1271,1236;proj=34.154695/11.377307;cov=36.932658/7.981585;pix=78",R21PT0017,background_separable_or_absent,vehicle_part_box_only,仅有端点或侧边局部响应，没有主体闭合，作为局部部件框保留。
R21C00199,276,R21A00152,,true,unresolved_local_response,R21A00152:isolated_small_atom,"bbox=1271,1140,1283,1152;proj=9.94397/4.12952;cov=13.151574/4.714407;pix=18",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00200,276,R21A00153,,true,unresolved_local_response,R21A00153:isolated_small_atom,"bbox=1175,1254,1211,1266;proj=26.30588/8.211845;cov=27.718514/9.553269;pix=15",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00201,276,R21A00149;R21A00150,R21GE00283,true,unresolved_local_response,R21A00149:unresolved_atom;R21A00150:body_core_candidate,"bbox=1115,1140,1271,1242;proj=159.437731/110.223986;cov=137.529477/119.483839;pix=1521",R21PT0016;R21PT0018,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00202,276,R21A00149;R21A00151,R21GE00284,true,unresolved_local_response,R21A00149:unresolved_atom;R21A00151:endpoint_hotspot_candidate,"bbox=1115,1140,1271,1242;proj=162.208434/118.295553;cov=153.438007/104.258716;pix=1385",R21PT0016;R21PT0017,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00203,276,R21A00150;R21A00151,,true,body_to_endpoint,R21A00150:body_core_candidate;R21A00151:endpoint_hotspot_candidate,"bbox=1157,1194,1271,1242;proj=109.157687/34.174898;cov=151.684424/34.764895;pix=292",R21PT0017;R21PT0018,background_separable_or_absent,vehicle_response_box_supported,主体与端点/侧边经 accepted edge 连通且存在重生谱系。
R21C00204,278,R21A00154,,true,unresolved_local_response,R21A00154:unresolved_atom,"bbox=1121,1140,1277,1236;proj=155.83709/108.404277;cov=152.180547/96.317941;pix=1196",R21PT0018,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00205,278,R21A00155,,true,single_partial_body,R21A00155:body_core_candidate,"bbox=1163,1212,1217,1266;proj=46.165751/59.836589;cov=57.611945/35.204525;pix=210",R21PT0016,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00206,278,R21A00156,,true,unresolved_local_response,R21A00156:isolated_small_atom,"bbox=1277,1140,1289,1158;proj=13.590663/8.301733;cov=19.672003/10.01531;pix=17",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00207,278,R21A00154;R21A00155,R21GE00293,true,unresolved_local_response,R21A00154:unresolved_atom;R21A00155:body_core_candidate,"bbox=1121,1140,1277,1266;proj=154.457107/127.468045;cov=143.469898/120.053564;pix=1406",R21PT0016;R21PT0018,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00208,279,R21A00157,,true,unresolved_local_response,R21A00157:unresolved_atom,"bbox=1115,1140,1283,1236;proj=164.676279/113.666183;cov=152.599668/99.143461;pix=1196",R21PT0016,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00209,279,R21A00158,,true,single_partial_body,R21A00158:body_core_candidate,"bbox=1163,1212,1217,1266;proj=50.658047/59.589023;cov=51.861958/38.317571;pix=254",R21PT0018,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00210,279,R21A00159,,true,unresolved_local_response,R21A00159:isolated_small_atom,"bbox=1259,1140,1289,1158;proj=26.222354/12.133844;cov=38.976174/12.637839;pix=29",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00211,279,R21A00160,,true,unresolved_local_response,R21A00160:isolated_small_atom,"bbox=1289,1170,1313,1200;proj=25.251858/11.597982;cov=39.876257/11.082411;pix=19",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00212,279,R21A00157;R21A00158,R21GE00296,true,unresolved_local_response,R21A00157:unresolved_atom;R21A00158:body_core_candidate,"bbox=1115,1140,1283,1266;proj=164.823059/124.884782;cov=141.973163/125.132445;pix=1450",R21PT0016;R21PT0018,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00213,280,R21A00161,,true,unresolved_local_response,R21A00161:unresolved_atom,"bbox=1115,1140,1277,1236;proj=166.871081/105.65745;cov=157.421324/98.624945;pix=1178",R21PT0018,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00214,280,R21A00162,,true,single_partial_body,R21A00162:body_core_candidate,"bbox=1163,1212,1223,1266;proj=53.543472/50.783417;cov=50.338888/30.904959;pix=259",R21PT0016,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00215,280,R21A00163,,true,unresolved_local_response,R21A00163:isolated_small_atom,"bbox=1265,1146,1277,1158;proj=11.272794/7.16566;cov=13.727509/7.280323;pix=21",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00216,280,R21A00161;R21A00162,R21GE00302,true,unresolved_local_response,R21A00161:unresolved_atom;R21A00162:body_core_candidate,"bbox=1115,1140,1277,1266;proj=160.069921/123.702227;cov=145.94379/122.663067;pix=1437",R21PT0016;R21PT0018,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00217,281,R21A00164,,true,unresolved_local_response,R21A00164:unresolved_atom,"bbox=1115,1140,1283,1236;proj=169.279033/105.334708;cov=164.898218/98.995773;pix=1221",R21PT0016,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00218,281,R21A00165,,true,single_partial_body,R21A00165:body_core_candidate,"bbox=1169,1212,1223,1266;proj=52.03427/53.720294;cov=53.927879/30.746241;pix=266",R21PT0018,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00219,281,R21A00166,,true,single_endpoint_part,R21A00166:endpoint_hotspot_candidate,"bbox=1271,1200,1283,1230;proj=23.977272/6.296298;cov=27.34347/6.011147;pix=51",single_frame_core,background_separable_or_absent,vehicle_part_box_only,仅有端点或侧边局部响应，没有主体闭合，作为局部部件框保留。
R21C00220,281,R21A00167,,true,unresolved_local_response,R21A00167:isolated_small_atom,"bbox=1265,1140,1301,1158;proj=27.293136/13.831169;cov=36.946882/13.031929;pix=32",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00221,281,R21A00164;R21A00165,R21GE00305,true,unresolved_local_response,R21A00164:unresolved_atom;R21A00165:body_core_candidate,"bbox=1115,1140,1283,1266;proj=164.811761/124.920447;cov=152.317674/123.163538;pix=1487",R21PT0016;R21PT0018,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00222,281,R21A00164;R21A00166,R21GE00306,true,unresolved_local_response,R21A00164:unresolved_atom;R21A00166:endpoint_hotspot_candidate,"bbox=1115,1140,1283,1236;proj=170.209797/107.81617;cov=170.866063/98.193108;pix=1272",R21PT0016,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00223,281,R21A00165;R21A00166,,true,body_to_endpoint,R21A00165:body_core_candidate;R21A00166:endpoint_hotspot_candidate,"bbox=1169,1200,1283,1266;proj=110.948446/50.534044;cov=136.352837/32.193579;pix=317",R21PT0018,background_separable_or_absent,vehicle_response_box_supported,主体与端点/侧边经 accepted edge 连通且存在重生谱系。
R21C00224,281,R21A00164;R21A00165;R21A00166,R21GE00305;R21GE00306,true,body_to_endpoint,R21A00164:unresolved_atom;R21A00165:body_core_candidate;R21A00166:endpoint_hotspot_candidate,"bbox=1115,1140,1283,1266;proj=167.211396/128.263547;cov=158.042304/121.886224;pix=1538",R21PT0016;R21PT0018,background_separable_or_absent,vehicle_response_box_supported,主体与端点/侧边经 accepted edge 连通且存在重生谱系。
R21C00225,284,R21A00168,,true,unresolved_local_response,R21A00168:unresolved_atom,"bbox=1115,1140,1301,1236;proj=178.553367/104.0668;cov=172.521454/94.036516;pix=1290",R21PT0018,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00226,284,R21A00169,,true,single_partial_body,R21A00169:body_core_candidate,"bbox=1175,1206,1235,1266;proj=65.473145/55.082848;cov=54.575645/41.527702;pix=213",R21PT0016,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00227,284,R21A00170,,true,unresolved_local_response,R21A00170:isolated_small_atom,"bbox=1283,1200,1289,1218;proj=15.130246/2.295655;cov=14.87878/2.710297;pix=21",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00228,284,R21A00171,,true,unresolved_local_response,R21A00171:isolated_small_atom,"bbox=1301,1140,1307,1146;proj=4.926828/3.126551;cov=6.02738/3.632423;pix=15",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00229,284,R21A00172,,true,unresolved_local_response,R21A00172:isolated_small_atom,"bbox=1319,1194,1331,1200;proj=4.957086/2.342359;cov=6.226494/3.023716;pix=14",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00230,284,R21A00168;R21A00169,R21GE00311,true,unresolved_local_response,R21A00168:unresolved_atom;R21A00169:body_core_candidate,"bbox=1115,1140,1301,1266;proj=178.398681/128.727508;cov=161.535063/117.246981;pix=1503",R21PT0016;R21PT0018,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00231,288,R21A00173,,true,unresolved_local_response,R21A00173:unresolved_atom,"bbox=1146,1138,1308,1228;proj=169.169734/100.585342;cov=155.260747/78.783303;pix=1110",R21PT0019,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00232,288,R21A00174,,true,single_partial_body,R21A00174:body_core_candidate,"bbox=1200,1192,1224,1240;proj=44.835693/18.182495;cov=36.724321/13.60907;pix=168",R21PT0018,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00233,288,R21A00175,,true,unresolved_local_response,R21A00175:isolated_small_atom,"bbox=1230,1228,1248,1240;proj=14.051906/5.171143;cov=12.031547/5.918593;pix=33",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00234,288,R21A00176,,true,unresolved_local_response,R21A00176:isolated_small_atom,"bbox=1170,1246,1206,1270;proj=34.057983/15.083714;cov=34.148758/16.39425;pix=22",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00235,288,R21A00173;R21A00174,R21GE00321,true,unresolved_local_response,R21A00173:unresolved_atom;R21A00174:body_core_candidate,"bbox=1146,1138,1308,1240;proj=162.063384/102.763659;cov=147.477624/106.251785;pix=1278",R21PT0018;R21PT0019,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00236,289,R21A00177,,true,unresolved_local_response,R21A00177:unresolved_atom,"bbox=1146,1138,1308,1228;proj=169.892164/108.484676;cov=156.311168/81.842895;pix=1184",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00237,289,R21A00178,,true,single_partial_body,R21A00178:body_core_candidate,"bbox=1200,1210,1224,1240;proj=29.80527/16.556536;cov=24.60178/13.860993;pix=170",R21PT0019,background_separable_or_absent,vehicle_response_box_possible,只有局部主体响应，缺少端点或侧边闭合，保持 possible。
R21C00238,289,R21A00179,,true,single_side_part,R21A00179:side_ridge_candidate,"bbox=1146,1246,1206,1270;proj=55.013064/20.166359;cov=59.765209/21.43916;pix=48",R21PT0018,background_separable_or_absent,vehicle_part_box_only,仅有端点或侧边局部响应，没有主体闭合，作为局部部件框保留。
R21C00239,289,R21A00180,,true,unresolved_local_response,R21A00180:isolated_small_atom,"bbox=1242,1228,1248,1240;proj=5.567414/4.901604;cov=6.515021/5.323105;pix=21",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00240,289,R21A00181,,true,unresolved_local_response,R21A00181:isolated_small_atom,"bbox=1320,1138,1344,1150;proj=20.172263/5.534654;cov=33.413329/6.214185;pix=16",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00241,289,R21A00177;R21A00178,R21GE00327,true,unresolved_local_response,R21A00177:unresolved_atom;R21A00178:body_core_candidate,"bbox=1146,1138,1308,1240;proj=164.50117/106.515212;cov=148.635061/108.574366;pix=1354",R21PT0019,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00242,289,R21A00177;R21A00179,R21GE00328,true,unresolved_local_response,R21A00177:unresolved_atom;R21A00179:side_ridge_candidate,"bbox=1146,1138,1308,1270;proj=163.936051/136.708012;cov=157.931455/107.261728;pix=1232",R21PT0018,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00243,289,R21A00178;R21A00179,R21GE00331,true,body_to_side,R21A00178:body_core_candidate;R21A00179:side_ridge_candidate,"bbox=1146,1210,1224,1270;proj=83.632784/37.664547;cov=76.518095/28.641985;pix=218",R21PT0018;R21PT0019,background_separable_or_absent,vehicle_response_box_supported,主体与端点/侧边经 accepted edge 连通且存在重生谱系。
R21C00244,290,R21A00182,,true,unresolved_local_response,R21A00182:unresolved_atom,"bbox=1146,1138,1314,1228;proj=171.381988/103.445702;cov=159.897713/80.768374;pix=1251",single_frame_core,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00245,290,R21A00183,,true,single_endpoint_part,R21A00183:endpoint_hotspot_candidate,"bbox=1206,1192,1236,1240;proj=41.730588/30.145488;cov=33.131003/23.688794;pix=161",R21PT0019,background_separable_or_absent,vehicle_part_box_only,仅有端点或侧边局部响应，没有主体闭合，作为局部部件框保留。
R21C00246,290,R21A00184,,true,single_side_part,R21A00184:side_ridge_candidate,"bbox=1146,1246,1206,1282;proj=53.336233/28.27869;cov=58.614446/24.503114;pix=79",R21PT0018,background_separable_or_absent,vehicle_part_box_only,仅有端点或侧边局部响应，没有主体闭合，作为局部部件框保留。
R21C00247,290,R21A00182;R21A00183,R21GE00337,true,unresolved_local_response,R21A00182:unresolved_atom;R21A00183:endpoint_hotspot_candidate,"bbox=1146,1138,1314,1240;proj=167.148496/103.219785;cov=152.444442/103.811019;pix=1412",R21PT0019,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00248,290,R21A00182;R21A00184,R21GE00338,true,unresolved_local_response,R21A00182:unresolved_atom;R21A00184:side_ridge_candidate,"bbox=1146,1138,1314,1282;proj=172.833348/132.950057;cov=167.543982/113.360651;pix=1330",R21PT0018,background_separable_or_absent,unresolved,局部响应可见但结构关系不足。
R21C00249,290,R21A00183;R21A00184,R21GE00339,true,side_to_endpoint,R21A00183:endpoint_hotspot_candidate;R21A00184:side_ridge_candidate,"bbox=1146,1192,1236,1282;proj=112.183139/49.291065;cov=107.698427/33.250929;pix=240",R21PT0018;R21PT0019,background_separable_or_absent,vehicle_response_box_possible,局部关系成立，但谱系或边界仍不足以支持完整车辆响应。
R21C00250,290,R21A00182;R21A00183;R21A00184,R21GE00337;R21GE00338;R21GE00339,true,side_to_endpoint,R21A00182:unresolved_atom;R21A00183:endpoint_hotspot_candidate;R21A00184:side_ridge_candidate,"bbox=1146,1138,1314,1282;proj=186.590109/127.896074;cov=162.752771/119.520399;pix=1491",R21PT0018;R21PT0019,background_separable_or_absent,vehicle_response_box_possible,局部关系成立，但谱系或边界仍不足以支持完整车辆响应。
