region_id,pair_id,sar_frame,family,variant,comparison_group,geometry_basis,center_x,center_y,width_px,height_px,angle_deg,area_ratio_to_gt,offset_axis,offset_value,offset_unit,offset_px_local_range,offset_px_local_azimuth,offset_p0_convention_m_local_range,offset_p0_convention_m_local_azimuth,scale_ratio,rotation_relative_to_gt_deg,source_role,interpretation_scope,gt_overlap_allowed,background_source,outer_polygon,inner_polygon,metric_mapping_status,pixel_to_meter_status
E0_REG_000362_0030,WGV35A_PAIR_0112,362,SCALE,storage_long_axis_only_scale_2.00,scale_response,axis_aligned_storage_long_short,1092.105,942.314,308,82.58,0,2,,0,,-0,0,-0,0,2,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,938.105:901.024;1246.105:901.024;1246.105:983.604;938.105:983.604,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0031,WGV35A_PAIR_0112,362,SCALE,storage_short_axis_only_scale_2.00,scale_response,axis_aligned_storage_long_short,1092.105,942.314,154,165.16,0,2,,0,,-0,0,-0,0,2,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1015.105:859.734;1169.105:859.734;1169.105:1024.894;1015.105:1024.894,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0032,WGV35A_PAIR_0112,362,DIRECTIONAL_EXPANSION,symmetric_expand_0.25,directional_expansion,axis_aligned_sar_gt_bbox,1092.105,942.314,192.5,103.225,0,1.5625,,0,,-0,0,-0,0,1.25,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,995.855:890.7015;1188.355:890.7015;1188.355:993.9265;995.855:993.9265,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0033,WGV35A_PAIR_0112,362,DIRECTIONAL_EXPANSION,near_range_side_expand_0.25,directional_expansion,local_range_azimuth_axes,1095.353316,962.691665,132.241003,165.079529,-99.057073,1.716579,,0,,-20.634941,-0,-0.619048,-0,1.25,-99.057073,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1024.251227:1040.981041;1003.434083:910.388816;1166.455405:884.402289;1187.272549:1014.994514,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0034,WGV35A_PAIR_0112,362,DIRECTIONAL_EXPANSION,far_range_side_expand_0.25,directional_expansion,local_range_azimuth_axes,1088.856684,921.936335,132.241003,165.079529,-99.057073,1.716579,,0,,20.634941,0,0.619048,0,1.25,-99.057073,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1017.754595:1000.225711;996.937451:869.633486;1159.958773:843.646959;1180.775917:974.239184,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0035,WGV35A_PAIR_0112,362,DIRECTIONAL_EXPANSION,positive_azimuth_side_expand_0.25,directional_expansion,local_range_azimuth_axes,1117.577082,938.253605,105.792802,206.349412,-99.057073,1.716579,,0,,0,25.793676,0,0.77381,1.25,-99.057073,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1024.015613:1006.732075;1007.361898:902.258295;1211.13855:869.775136;1227.792266:974.248916,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0036,WGV35A_PAIR_0112,362,DIRECTIONAL_EXPANSION,negative_azimuth_side_expand_0.25,directional_expansion,local_range_azimuth_axes,1066.632918,946.374395,105.792802,206.349412,-99.057073,1.716579,,0,,-0,-25.793676,-0,-0.77381,1.25,-99.057073,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,973.07145:1014.852864;956.417734:910.379084;1160.194387:877.895925;1176.848102:982.369705,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0037,WGV35A_PAIR_0112,362,DIRECTIONAL_EXPANSION,storage_front_expand_0.25,directional_expansion,axis_aligned_storage_long_short_unoriented,1116.1675,942.314,192.5,82.58,0,1.25,,0,,-3.787876,23.762489,-0.113636,0.712875,1.25,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1019.9175:901.024;1212.4175:901.024;1212.4175:983.604;1019.9175:983.604,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0038,WGV35A_PAIR_0112,362,DIRECTIONAL_EXPANSION,storage_rear_expand_0.25,directional_expansion,axis_aligned_storage_long_short_unoriented,1068.0425,942.314,192.5,82.58,0,1.25,,0,,3.787876,-23.762489,0.113636,-0.712875,1.25,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,971.7925:901.024;1164.2925:901.024;1164.2925:983.604;971.7925:983.604,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0039,WGV35A_PAIR_0112,362,INTERNAL_CROP,near_side_half,internal_response_distribution,local_range_azimuth_axes,1096.268429,968.432445,52.896401,165.079529,-99.057073,0.686632,,0,,-26.448201,0,-0.793446,0,0.5,-99.057073,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1018.921197:1007.544154;1010.594339:955.307264;1173.615661:929.320736;1181.942519:981.557626,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0040,WGV35A_PAIR_0112,362,INTERNAL_CROP,far_side_half,internal_response_distribution,local_range_azimuth_axes,1087.941571,916.195555,52.896401,165.079529,-99.057073,0.686632,,0,,26.448201,-0,0.793446,-0,0.5,-99.057073,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1010.594339:955.307264;1002.267481:903.070374;1165.288803:877.083846;1173.615661:929.320736,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0041,WGV35A_PAIR_0112,362,INTERNAL_CROP,storage_front_half,internal_response_distribution,axis_aligned_storage_long_short_unoriented,1130.605,942.314,77,82.58,0,0.5,,0,,-6.060602,38.019983,-0.181818,1.140599,0.5,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1092.105:901.024;1169.105:901.024;1169.105:983.604;1092.105:983.604,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0042,WGV35A_PAIR_0112,362,INTERNAL_CROP,storage_rear_half,internal_response_distribution,axis_aligned_storage_long_short_unoriented,1053.605,942.314,77,82.58,0,0.5,,0,,6.060602,-38.019983,0.181818,-1.140599,0.5,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1015.105:901.024;1092.105:901.024;1092.105:983.604;1015.105:983.604,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0043,WGV35A_PAIR_0112,362,INTERNAL_CROP,center_core_0.50,internal_response_distribution,axis_aligned_sar_gt_bbox,1092.105,942.314,77,41.29,0,0.25,,0,,-0,0,-0,0,0.25,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1053.605:921.669;1130.605:921.669;1130.605:962.959;1053.605:962.959,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0044,WGV35A_PAIR_0112,362,INTERNAL_CROP,boundary_band_inner_0.75,internal_response_distribution,axis_aligned_sar_gt_bbox,1092.105,942.314,154,82.58,0,1,,0,,-0,0,-0,0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1015.105:901.024;1169.105:901.024;1169.105:983.604;1015.105:983.604,1034.355:911.3465;1149.855:911.3465;1149.855:973.2815;1034.355:973.2815,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0045,WGV35A_PAIR_0112,362,TRANSLATION,image_x_-1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,938.105,942.314,154,82.58,0,1,image_x,-1,gt_axis_extent,24.242407,-152.079932,0.727272,-4.562398,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,861.105:901.024;1015.105:901.024;1015.105:983.604;861.105:983.604,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0046,WGV35A_PAIR_0112,362,TRANSLATION,image_x_-0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1015.105,942.314,154,82.58,0,1,image_x,-0.5,gt_axis_extent,12.121204,-76.039966,0.363636,-2.281199,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,938.105:901.024;1092.105:901.024;1092.105:983.604;938.105:983.604,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0047,WGV35A_PAIR_0112,362,TRANSLATION,image_x_-0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1053.605,942.314,154,82.58,0,1,image_x,-0.25,gt_axis_extent,6.060602,-38.019983,0.181818,-1.140599,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,976.605:901.024;1130.605:901.024;1130.605:983.604;976.605:983.604,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0048,WGV35A_PAIR_0112,362,TRANSLATION,image_x_+0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1130.605,942.314,154,82.58,0,1,image_x,0.25,gt_axis_extent,-6.060602,38.019983,-0.181818,1.140599,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1053.605:901.024;1207.605:901.024;1207.605:983.604;1053.605:983.604,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0049,WGV35A_PAIR_0112,362,TRANSLATION,image_x_+0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1169.105,942.314,154,82.58,0,1,image_x,0.5,gt_axis_extent,-12.121204,76.039966,-0.363636,2.281199,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1092.105:901.024;1246.105:901.024;1246.105:983.604;1092.105:983.604,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0050,WGV35A_PAIR_0112,362,TRANSLATION,image_x_+1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1246.105,942.314,154,82.58,0,1,image_x,1,gt_axis_extent,-24.242407,152.079932,-0.727272,4.562398,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1169.105:901.024;1323.105:901.024;1323.105:983.604;1169.105:983.604,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0051,WGV35A_PAIR_0112,362,TRANSLATION,image_y_-1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1092.105,859.734,154,82.58,0,1,image_y,-1,gt_axis_extent,81.550395,12.999597,2.446512,0.389988,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1015.105:818.444;1169.105:818.444;1169.105:901.024;1015.105:901.024,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0052,WGV35A_PAIR_0112,362,TRANSLATION,image_y_-0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1092.105,901.024,154,82.58,0,1,image_y,-0.5,gt_axis_extent,40.775197,6.499799,1.223256,0.194994,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1015.105:859.734;1169.105:859.734;1169.105:942.314;1015.105:942.314,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0053,WGV35A_PAIR_0112,362,TRANSLATION,image_y_-0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1092.105,921.669,154,82.58,0,1,image_y,-0.25,gt_axis_extent,20.387599,3.249899,0.611628,0.097497,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1015.105:880.379;1169.105:880.379;1169.105:962.959;1015.105:962.959,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0054,WGV35A_PAIR_0112,362,TRANSLATION,image_y_+0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1092.105,962.959,154,82.58,0,1,image_y,0.25,gt_axis_extent,-20.387599,-3.249899,-0.611628,-0.097497,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1015.105:921.669;1169.105:921.669;1169.105:1004.249;1015.105:1004.249,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0055,WGV35A_PAIR_0112,362,TRANSLATION,image_y_+0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1092.105,983.604,154,82.58,0,1,image_y,0.5,gt_axis_extent,-40.775197,-6.499799,-1.223256,-0.194994,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1015.105:942.314;1169.105:942.314;1169.105:1024.894;1015.105:1024.894,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0056,WGV35A_PAIR_0112,362,TRANSLATION,image_y_+1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1092.105,1024.894,154,82.58,0,1,image_y,1,gt_axis_extent,-81.550395,-12.999597,-2.446512,-0.389988,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1015.105:983.604;1169.105:983.604;1169.105:1066.184;1015.105:1066.184,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0057,WGV35A_PAIR_0112,362,TRANSLATION,local_range_-1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1108.758716,1046.78778,154,82.58,0,1,local_range,-1,gt_axis_extent,-105.792802,0,-3.173784,0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1031.758716:1005.49778;1185.758716:1005.49778;1185.758716:1088.07778;1031.758716:1088.07778,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0058,WGV35A_PAIR_0112,362,TRANSLATION,local_range_-0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1100.431858,994.55089,154,82.58,0,1,local_range,-0.5,gt_axis_extent,-52.896401,0,-1.586892,0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1023.431858:953.26089;1177.431858:953.26089;1177.431858:1035.84089;1023.431858:1035.84089,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0059,WGV35A_PAIR_0112,362,TRANSLATION,local_range_-0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1096.268429,968.432445,154,82.58,0,1,local_range,-0.25,gt_axis_extent,-26.448201,0,-0.793446,0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1019.268429:927.142445;1173.268429:927.142445;1173.268429:1009.722445;1019.268429:1009.722445,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0060,WGV35A_PAIR_0112,362,TRANSLATION,local_range_+0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1087.941571,916.195555,154,82.58,0,1,local_range,0.25,gt_axis_extent,26.448201,-0,0.793446,-0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1010.941571:874.905555;1164.941571:874.905555;1164.941571:957.485555;1010.941571:957.485555,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0061,WGV35A_PAIR_0112,362,TRANSLATION,local_range_+0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1083.778142,890.07711,154,82.58,0,1,local_range,0.5,gt_axis_extent,52.896401,-0,1.586892,-0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1006.778142:848.78711;1160.778142:848.78711;1160.778142:931.36711;1006.778142:931.36711,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0062,WGV35A_PAIR_0112,362,TRANSLATION,local_range_+1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1075.451284,837.84022,154,82.58,0,1,local_range,1,gt_axis_extent,105.792802,-0,3.173784,-0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,998.451284:796.55022;1152.451284:796.55022;1152.451284:879.13022;998.451284:879.13022,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0063,WGV35A_PAIR_0112,362,TRANSLATION,local_azimuth_-1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,929.083678,968.300527,154,82.58,0,1,local_azimuth,-1,gt_axis_extent,0,-165.079529,0,-4.952386,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,852.083678:927.010527;1006.083678:927.010527;1006.083678:1009.590527;852.083678:1009.590527,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0064,WGV35A_PAIR_0112,362,TRANSLATION,local_azimuth_-0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1010.594339,955.307264,154,82.58,0,1,local_azimuth,-0.5,gt_axis_extent,-0,-82.539765,-0,-2.476193,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,933.594339:914.017264;1087.594339:914.017264;1087.594339:996.597264;933.594339:996.597264,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0065,WGV35A_PAIR_0112,362,TRANSLATION,local_azimuth_-0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1051.34967,948.810632,154,82.58,0,1,local_azimuth,-0.25,gt_axis_extent,0,-41.269882,0,-1.238096,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,974.34967:907.520632;1128.34967:907.520632;1128.34967:990.100632;974.34967:990.100632,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0066,WGV35A_PAIR_0112,362,TRANSLATION,local_azimuth_+0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1132.86033,935.817368,154,82.58,0,1,local_azimuth,0.25,gt_axis_extent,-0,41.269882,-0,1.238096,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1055.86033:894.527368;1209.86033:894.527368;1209.86033:977.107368;1055.86033:977.107368,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0067,WGV35A_PAIR_0112,362,TRANSLATION,local_azimuth_+0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1173.615661,929.320736,154,82.58,0,1,local_azimuth,0.5,gt_axis_extent,0,82.539765,0,2.476193,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1096.615661:888.030736;1250.615661:888.030736;1250.615661:970.610736;1096.615661:970.610736,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0068,WGV35A_PAIR_0112,362,TRANSLATION,local_azimuth_+1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1255.126322,916.327473,154,82.58,0,1,local_azimuth,1,gt_axis_extent,-0,165.079529,-0,4.952386,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1178.126322:875.037473;1332.126322:875.037473;1332.126322:957.617473;1178.126322:957.617473,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0069,WGV35A_PAIR_0112,362,TRANSLATION,storage_long_axis_-1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,938.105,942.314,154,82.58,0,1,storage_long_axis,-1,gt_axis_extent,24.242407,-152.079932,0.727272,-4.562398,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,861.105:901.024;1015.105:901.024;1015.105:983.604;861.105:983.604,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0070,WGV35A_PAIR_0112,362,TRANSLATION,storage_long_axis_-0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1015.105,942.314,154,82.58,0,1,storage_long_axis,-0.5,gt_axis_extent,12.121204,-76.039966,0.363636,-2.281199,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,938.105:901.024;1092.105:901.024;1092.105:983.604;938.105:983.604,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0071,WGV35A_PAIR_0112,362,TRANSLATION,storage_long_axis_-0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1053.605,942.314,154,82.58,0,1,storage_long_axis,-0.25,gt_axis_extent,6.060602,-38.019983,0.181818,-1.140599,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,976.605:901.024;1130.605:901.024;1130.605:983.604;976.605:983.604,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0072,WGV35A_PAIR_0112,362,TRANSLATION,storage_long_axis_+0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1130.605,942.314,154,82.58,0,1,storage_long_axis,0.25,gt_axis_extent,-6.060602,38.019983,-0.181818,1.140599,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1053.605:901.024;1207.605:901.024;1207.605:983.604;1053.605:983.604,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0073,WGV35A_PAIR_0112,362,TRANSLATION,storage_long_axis_+0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1169.105,942.314,154,82.58,0,1,storage_long_axis,0.5,gt_axis_extent,-12.121204,76.039966,-0.363636,2.281199,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1092.105:901.024;1246.105:901.024;1246.105:983.604;1092.105:983.604,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0074,WGV35A_PAIR_0112,362,TRANSLATION,storage_long_axis_+1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1246.105,942.314,154,82.58,0,1,storage_long_axis,1,gt_axis_extent,-24.242407,152.079932,-0.727272,4.562398,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1169.105:901.024;1323.105:901.024;1323.105:983.604;1169.105:983.604,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0075,WGV35A_PAIR_0112,362,TRANSLATION,storage_short_axis_-1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1092.105,859.734,154,82.58,0,1,storage_short_axis,-1,gt_axis_extent,81.550395,12.999597,2.446512,0.389988,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1015.105:818.444;1169.105:818.444;1169.105:901.024;1015.105:901.024,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0076,WGV35A_PAIR_0112,362,TRANSLATION,storage_short_axis_-0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1092.105,901.024,154,82.58,0,1,storage_short_axis,-0.5,gt_axis_extent,40.775197,6.499799,1.223256,0.194994,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1015.105:859.734;1169.105:859.734;1169.105:942.314;1015.105:942.314,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0077,WGV35A_PAIR_0112,362,TRANSLATION,storage_short_axis_-0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1092.105,921.669,154,82.58,0,1,storage_short_axis,-0.25,gt_axis_extent,20.387599,3.249899,0.611628,0.097497,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1015.105:880.379;1169.105:880.379;1169.105:962.959;1015.105:962.959,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0078,WGV35A_PAIR_0112,362,TRANSLATION,storage_short_axis_+0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1092.105,962.959,154,82.58,0,1,storage_short_axis,0.25,gt_axis_extent,-20.387599,-3.249899,-0.611628,-0.097497,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1015.105:921.669;1169.105:921.669;1169.105:1004.249;1015.105:1004.249,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0079,WGV35A_PAIR_0112,362,TRANSLATION,storage_short_axis_+0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1092.105,983.604,154,82.58,0,1,storage_short_axis,0.5,gt_axis_extent,-40.775197,-6.499799,-1.223256,-0.194994,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1015.105:942.314;1169.105:942.314;1169.105:1024.894;1015.105:1024.894,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0080,WGV35A_PAIR_0112,362,TRANSLATION,storage_short_axis_+1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,1092.105,1024.894,154,82.58,0,1,storage_short_axis,1,gt_axis_extent,-81.550395,-12.999597,-2.446512,-0.389988,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1015.105:983.604;1169.105:983.604;1169.105:1066.184;1015.105:1066.184,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0081,WGV35A_PAIR_0112,362,ROTATION,image_axis_rotation_-90,rotation_response_curve,same_center_axis_rotation,1092.105,942.314,154,82.58,-90,1,,0,,-0,0,-0,0,1,-90,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1050.815:1019.314;1050.815:865.314;1133.395:865.314;1133.395:1019.314,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0082,WGV35A_PAIR_0112,362,ROTATION,image_axis_rotation_-60,rotation_response_curve,same_center_axis_rotation,1092.105,942.314,154,82.58,-60,1,,0,,-0,0,-0,0,1,-60,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1017.846811:988.352956;1094.846811:854.985044;1166.363189:896.275044;1089.363189:1029.642956,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0083,WGV35A_PAIR_0112,362,ROTATION,image_axis_rotation_-45,rotation_response_curve,same_center_axis_rotation,1092.105,942.314,154,82.58,-45,1,,0,,-0,0,-0,0,1,-45,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1008.461339:967.564783;1117.355783:858.670339;1175.748661:917.063217;1066.854217:1025.957661,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0084,WGV35A_PAIR_0112,362,ROTATION,image_axis_rotation_-30,rotation_response_curve,same_center_axis_rotation,1092.105,942.314,154,82.58,-30,1,,0,,-0,0,-0,0,1,-30,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1004.776044:945.055811;1138.143956:868.055811;1179.433956:939.572189;1046.066044:1016.572189,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0085,WGV35A_PAIR_0112,362,ROTATION,image_axis_rotation_-15,rotation_response_curve,same_center_axis_rotation,1092.105,942.314,154,82.58,-15,1,,0,,-0,0,-0,0,1,-15,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1007.042073:922.359989;1155.79465:882.501856;1177.167927:962.268011;1028.41535:1002.126144,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0086,WGV35A_PAIR_0112,362,ROTATION,image_axis_rotation_+0,rotation_response_curve,same_center_axis_rotation,1092.105,942.314,154,82.58,0,1,,0,,-0,0,-0,0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1015.105:901.024;1169.105:901.024;1169.105:983.604;1015.105:983.604,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0087,WGV35A_PAIR_0112,362,ROTATION,image_axis_rotation_+15,rotation_response_curve,same_center_axis_rotation,1092.105,942.314,154,82.58,15,1,,0,,-0,0,-0,0,1,15,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1028.41535:882.501856;1177.167927:922.359989;1155.79465:1002.126144;1007.042073:962.268011,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0088,WGV35A_PAIR_0112,362,ROTATION,image_axis_rotation_+30,rotation_response_curve,same_center_axis_rotation,1092.105,942.314,154,82.58,30,1,,0,,-0,0,-0,0,1,30,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1046.066044:868.055811;1179.433956:945.055811;1138.143956:1016.572189;1004.776044:939.572189,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0089,WGV35A_PAIR_0112,362,ROTATION,image_axis_rotation_+45,rotation_response_curve,same_center_axis_rotation,1092.105,942.314,154,82.58,45,1,,0,,-0,0,-0,0,1,45,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1066.854217:858.670339;1175.748661:967.564783;1117.355783:1025.957661;1008.461339:917.063217,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000362_0090,WGV35A_PAIR_0112,362,ROTATION,image_axis_rotation_+60,rotation_response_curve,same_center_axis_rotation,1092.105,942.314,154,82.58,60,1,,0,,-0,0,-0,0,1,60,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,1089.363189:854.985044;1166.363189:988.352956;1094.846811:1029.642956;1017.846811:896.275044,,NOT_READY,P0_CONVENTION_ONLY
