template_id,independent_geometry_id,member_response_unit_ids,sar_frame,template_family,template_axis,template_operation,delta_m,delta_px,rotation_deg,template_scope
GM019IG0098_T39,GM019IG0098,R21B00179;R21B00182,271,local_region_rotation,local_region,rotate,0,0,-10,GT-independent local frozen response geometry
GM019IG0098_T40,GM019IG0098,R21B00179;R21B00182,271,local_region_rotation,local_region,rotate,0,0,-5,GT-independent local frozen response geometry
GM019IG0098_T41,GM019IG0098,R21B00179;R21B00182,271,local_region_rotation,local_region,rotate,0,0,5,GT-independent local frozen response geometry
GM019IG0098_T42,GM019IG0098,R21B00179;R21B00182,271,local_region_rotation,local_region,rotate,0,0,10,GT-independent local frozen response geometry
GM019IG0098_T43,GM019IG0098,R21B00179;R21B00182,271,local_region_rotation,local_region,rotate,0,0,15,GT-independent local frozen response geometry
GM019IG0098_T44,GM019IG0098,R21B00179;R21B00182,271,local_region_rotation,local_region,rotate,0,0,30,GT-independent local frozen response geometry
GM019IG0098_T45,GM019IG0098,R21B00179;R21B00182,271,local_region_rotation,local_region,rotate,0,0,90,GT-independent local frozen response geometry
GM019IG0099_T01,GM019IG0099,R21B00040,34,center_shift,range,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0099_T02,GM019IG0099,R21B00040,34,center_shift,range,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0099_T03,GM019IG0099,R21B00040,34,center_shift,azimuth,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0099_T04,GM019IG0099,R21B00040,34,center_shift,azimuth,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0099_T05,GM019IG0099,R21B00040,34,center_shift,range,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0099_T06,GM019IG0099,R21B00040,34,center_shift,range,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0099_T07,GM019IG0099,R21B00040,34,center_shift,azimuth,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0099_T08,GM019IG0099,R21B00040,34,center_shift,azimuth,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0099_T09,GM019IG0099,R21B00040,34,center_shift,range,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0099_T10,GM019IG0099,R21B00040,34,center_shift,range,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0099_T11,GM019IG0099,R21B00040,34,center_shift,azimuth,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0099_T12,GM019IG0099,R21B00040,34,center_shift,azimuth,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0099_T13,GM019IG0099,R21B00040,34,single_boundary_shift,range_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0099_T14,GM019IG0099,R21B00040,34,single_boundary_shift,range_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0099_T15,GM019IG0099,R21B00040,34,single_boundary_shift,range_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0099_T16,GM019IG0099,R21B00040,34,single_boundary_shift,range_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0099_T17,GM019IG0099,R21B00040,34,single_boundary_shift,azimuth_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0099_T18,GM019IG0099,R21B00040,34,single_boundary_shift,azimuth_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0099_T19,GM019IG0099,R21B00040,34,single_boundary_shift,azimuth_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0099_T20,GM019IG0099,R21B00040,34,single_boundary_shift,azimuth_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0099_T21,GM019IG0099,R21B00040,34,single_boundary_shift,range_min,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0099_T22,GM019IG0099,R21B00040,34,single_boundary_shift,range_min,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0099_T23,GM019IG0099,R21B00040,34,single_boundary_shift,range_max,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0099_T24,GM019IG0099,R21B00040,34,single_boundary_shift,range_max,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0099_T25,GM019IG0099,R21B00040,34,single_boundary_shift,azimuth_min,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0099_T26,GM019IG0099,R21B00040,34,single_boundary_shift,azimuth_min,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0099_T27,GM019IG0099,R21B00040,34,single_boundary_shift,azimuth_max,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0099_T28,GM019IG0099,R21B00040,34,single_boundary_shift,azimuth_max,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0099_T29,GM019IG0099,R21B00040,34,scale_resize,range,resize,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0099_T30,GM019IG0099,R21B00040,34,scale_resize,range,resize,0.15,5,0,GT-independent local frozen response geometry
GM019IG0099_T31,GM019IG0099,R21B00040,34,scale_resize,azimuth,resize,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0099_T32,GM019IG0099,R21B00040,34,scale_resize,azimuth,resize,0.15,5,0,GT-independent local frozen response geometry
GM019IG0099_T33,GM019IG0099,R21B00040,34,scale_resize,range,resize,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0099_T34,GM019IG0099,R21B00040,34,scale_resize,range,resize,0.3,10,0,GT-independent local frozen response geometry
GM019IG0099_T35,GM019IG0099,R21B00040,34,scale_resize,azimuth,resize,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0099_T36,GM019IG0099,R21B00040,34,scale_resize,azimuth,resize,0.3,10,0,GT-independent local frozen response geometry
GM019IG0099_T37,GM019IG0099,R21B00040,34,local_region_rotation,local_region,rotate,0,0,-30,GT-independent local frozen response geometry
GM019IG0099_T38,GM019IG0099,R21B00040,34,local_region_rotation,local_region,rotate,0,0,-15,GT-independent local frozen response geometry
GM019IG0099_T39,GM019IG0099,R21B00040,34,local_region_rotation,local_region,rotate,0,0,-10,GT-independent local frozen response geometry
GM019IG0099_T40,GM019IG0099,R21B00040,34,local_region_rotation,local_region,rotate,0,0,-5,GT-independent local frozen response geometry
GM019IG0099_T41,GM019IG0099,R21B00040,34,local_region_rotation,local_region,rotate,0,0,5,GT-independent local frozen response geometry
GM019IG0099_T42,GM019IG0099,R21B00040,34,local_region_rotation,local_region,rotate,0,0,10,GT-independent local frozen response geometry
GM019IG0099_T43,GM019IG0099,R21B00040,34,local_region_rotation,local_region,rotate,0,0,15,GT-independent local frozen response geometry
GM019IG0099_T44,GM019IG0099,R21B00040,34,local_region_rotation,local_region,rotate,0,0,30,GT-independent local frozen response geometry
GM019IG0099_T45,GM019IG0099,R21B00040,34,local_region_rotation,local_region,rotate,0,0,90,GT-independent local frozen response geometry
GM019IG0100_T01,GM019IG0100,R21B00048,39,center_shift,range,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0100_T02,GM019IG0100,R21B00048,39,center_shift,range,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0100_T03,GM019IG0100,R21B00048,39,center_shift,azimuth,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0100_T04,GM019IG0100,R21B00048,39,center_shift,azimuth,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0100_T05,GM019IG0100,R21B00048,39,center_shift,range,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0100_T06,GM019IG0100,R21B00048,39,center_shift,range,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0100_T07,GM019IG0100,R21B00048,39,center_shift,azimuth,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0100_T08,GM019IG0100,R21B00048,39,center_shift,azimuth,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0100_T09,GM019IG0100,R21B00048,39,center_shift,range,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0100_T10,GM019IG0100,R21B00048,39,center_shift,range,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0100_T11,GM019IG0100,R21B00048,39,center_shift,azimuth,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0100_T12,GM019IG0100,R21B00048,39,center_shift,azimuth,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0100_T13,GM019IG0100,R21B00048,39,single_boundary_shift,range_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0100_T14,GM019IG0100,R21B00048,39,single_boundary_shift,range_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0100_T15,GM019IG0100,R21B00048,39,single_boundary_shift,range_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0100_T16,GM019IG0100,R21B00048,39,single_boundary_shift,range_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0100_T17,GM019IG0100,R21B00048,39,single_boundary_shift,azimuth_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0100_T18,GM019IG0100,R21B00048,39,single_boundary_shift,azimuth_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0100_T19,GM019IG0100,R21B00048,39,single_boundary_shift,azimuth_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0100_T20,GM019IG0100,R21B00048,39,single_boundary_shift,azimuth_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0100_T21,GM019IG0100,R21B00048,39,single_boundary_shift,range_min,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0100_T22,GM019IG0100,R21B00048,39,single_boundary_shift,range_min,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0100_T23,GM019IG0100,R21B00048,39,single_boundary_shift,range_max,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0100_T24,GM019IG0100,R21B00048,39,single_boundary_shift,range_max,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0100_T25,GM019IG0100,R21B00048,39,single_boundary_shift,azimuth_min,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0100_T26,GM019IG0100,R21B00048,39,single_boundary_shift,azimuth_min,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0100_T27,GM019IG0100,R21B00048,39,single_boundary_shift,azimuth_max,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0100_T28,GM019IG0100,R21B00048,39,single_boundary_shift,azimuth_max,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0100_T29,GM019IG0100,R21B00048,39,scale_resize,range,resize,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0100_T30,GM019IG0100,R21B00048,39,scale_resize,range,resize,0.15,5,0,GT-independent local frozen response geometry
GM019IG0100_T31,GM019IG0100,R21B00048,39,scale_resize,azimuth,resize,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0100_T32,GM019IG0100,R21B00048,39,scale_resize,azimuth,resize,0.15,5,0,GT-independent local frozen response geometry
GM019IG0100_T33,GM019IG0100,R21B00048,39,scale_resize,range,resize,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0100_T34,GM019IG0100,R21B00048,39,scale_resize,range,resize,0.3,10,0,GT-independent local frozen response geometry
GM019IG0100_T35,GM019IG0100,R21B00048,39,scale_resize,azimuth,resize,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0100_T36,GM019IG0100,R21B00048,39,scale_resize,azimuth,resize,0.3,10,0,GT-independent local frozen response geometry
GM019IG0100_T37,GM019IG0100,R21B00048,39,local_region_rotation,local_region,rotate,0,0,-30,GT-independent local frozen response geometry
GM019IG0100_T38,GM019IG0100,R21B00048,39,local_region_rotation,local_region,rotate,0,0,-15,GT-independent local frozen response geometry
GM019IG0100_T39,GM019IG0100,R21B00048,39,local_region_rotation,local_region,rotate,0,0,-10,GT-independent local frozen response geometry
GM019IG0100_T40,GM019IG0100,R21B00048,39,local_region_rotation,local_region,rotate,0,0,-5,GT-independent local frozen response geometry
GM019IG0100_T41,GM019IG0100,R21B00048,39,local_region_rotation,local_region,rotate,0,0,5,GT-independent local frozen response geometry
GM019IG0100_T42,GM019IG0100,R21B00048,39,local_region_rotation,local_region,rotate,0,0,10,GT-independent local frozen response geometry
GM019IG0100_T43,GM019IG0100,R21B00048,39,local_region_rotation,local_region,rotate,0,0,15,GT-independent local frozen response geometry
GM019IG0100_T44,GM019IG0100,R21B00048,39,local_region_rotation,local_region,rotate,0,0,30,GT-independent local frozen response geometry
GM019IG0100_T45,GM019IG0100,R21B00048,39,local_region_rotation,local_region,rotate,0,0,90,GT-independent local frozen response geometry
GM019IG0101_T01,GM019IG0101,R21B00061,40,center_shift,range,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0101_T02,GM019IG0101,R21B00061,40,center_shift,range,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0101_T03,GM019IG0101,R21B00061,40,center_shift,azimuth,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0101_T04,GM019IG0101,R21B00061,40,center_shift,azimuth,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0101_T05,GM019IG0101,R21B00061,40,center_shift,range,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0101_T06,GM019IG0101,R21B00061,40,center_shift,range,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0101_T07,GM019IG0101,R21B00061,40,center_shift,azimuth,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0101_T08,GM019IG0101,R21B00061,40,center_shift,azimuth,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0101_T09,GM019IG0101,R21B00061,40,center_shift,range,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0101_T10,GM019IG0101,R21B00061,40,center_shift,range,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0101_T11,GM019IG0101,R21B00061,40,center_shift,azimuth,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0101_T12,GM019IG0101,R21B00061,40,center_shift,azimuth,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0101_T13,GM019IG0101,R21B00061,40,single_boundary_shift,range_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0101_T14,GM019IG0101,R21B00061,40,single_boundary_shift,range_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0101_T15,GM019IG0101,R21B00061,40,single_boundary_shift,range_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0101_T16,GM019IG0101,R21B00061,40,single_boundary_shift,range_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0101_T17,GM019IG0101,R21B00061,40,single_boundary_shift,azimuth_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0101_T18,GM019IG0101,R21B00061,40,single_boundary_shift,azimuth_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0101_T19,GM019IG0101,R21B00061,40,single_boundary_shift,azimuth_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0101_T20,GM019IG0101,R21B00061,40,single_boundary_shift,azimuth_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0101_T21,GM019IG0101,R21B00061,40,single_boundary_shift,range_min,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0101_T22,GM019IG0101,R21B00061,40,single_boundary_shift,range_min,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0101_T23,GM019IG0101,R21B00061,40,single_boundary_shift,range_max,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0101_T24,GM019IG0101,R21B00061,40,single_boundary_shift,range_max,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0101_T25,GM019IG0101,R21B00061,40,single_boundary_shift,azimuth_min,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0101_T26,GM019IG0101,R21B00061,40,single_boundary_shift,azimuth_min,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0101_T27,GM019IG0101,R21B00061,40,single_boundary_shift,azimuth_max,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0101_T28,GM019IG0101,R21B00061,40,single_boundary_shift,azimuth_max,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0101_T29,GM019IG0101,R21B00061,40,scale_resize,range,resize,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0101_T30,GM019IG0101,R21B00061,40,scale_resize,range,resize,0.15,5,0,GT-independent local frozen response geometry
GM019IG0101_T31,GM019IG0101,R21B00061,40,scale_resize,azimuth,resize,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0101_T32,GM019IG0101,R21B00061,40,scale_resize,azimuth,resize,0.15,5,0,GT-independent local frozen response geometry
GM019IG0101_T33,GM019IG0101,R21B00061,40,scale_resize,range,resize,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0101_T34,GM019IG0101,R21B00061,40,scale_resize,range,resize,0.3,10,0,GT-independent local frozen response geometry
GM019IG0101_T35,GM019IG0101,R21B00061,40,scale_resize,azimuth,resize,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0101_T36,GM019IG0101,R21B00061,40,scale_resize,azimuth,resize,0.3,10,0,GT-independent local frozen response geometry
GM019IG0101_T37,GM019IG0101,R21B00061,40,local_region_rotation,local_region,rotate,0,0,-30,GT-independent local frozen response geometry
GM019IG0101_T38,GM019IG0101,R21B00061,40,local_region_rotation,local_region,rotate,0,0,-15,GT-independent local frozen response geometry
GM019IG0101_T39,GM019IG0101,R21B00061,40,local_region_rotation,local_region,rotate,0,0,-10,GT-independent local frozen response geometry
GM019IG0101_T40,GM019IG0101,R21B00061,40,local_region_rotation,local_region,rotate,0,0,-5,GT-independent local frozen response geometry
GM019IG0101_T41,GM019IG0101,R21B00061,40,local_region_rotation,local_region,rotate,0,0,5,GT-independent local frozen response geometry
GM019IG0101_T42,GM019IG0101,R21B00061,40,local_region_rotation,local_region,rotate,0,0,10,GT-independent local frozen response geometry
GM019IG0101_T43,GM019IG0101,R21B00061,40,local_region_rotation,local_region,rotate,0,0,15,GT-independent local frozen response geometry
GM019IG0101_T44,GM019IG0101,R21B00061,40,local_region_rotation,local_region,rotate,0,0,30,GT-independent local frozen response geometry
GM019IG0101_T45,GM019IG0101,R21B00061,40,local_region_rotation,local_region,rotate,0,0,90,GT-independent local frozen response geometry
GM019IG0102_T01,GM019IG0102,R21B00056,40,center_shift,range,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0102_T02,GM019IG0102,R21B00056,40,center_shift,range,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0102_T03,GM019IG0102,R21B00056,40,center_shift,azimuth,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0102_T04,GM019IG0102,R21B00056,40,center_shift,azimuth,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0102_T05,GM019IG0102,R21B00056,40,center_shift,range,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0102_T06,GM019IG0102,R21B00056,40,center_shift,range,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0102_T07,GM019IG0102,R21B00056,40,center_shift,azimuth,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0102_T08,GM019IG0102,R21B00056,40,center_shift,azimuth,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0102_T09,GM019IG0102,R21B00056,40,center_shift,range,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0102_T10,GM019IG0102,R21B00056,40,center_shift,range,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0102_T11,GM019IG0102,R21B00056,40,center_shift,azimuth,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0102_T12,GM019IG0102,R21B00056,40,center_shift,azimuth,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0102_T13,GM019IG0102,R21B00056,40,single_boundary_shift,range_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0102_T14,GM019IG0102,R21B00056,40,single_boundary_shift,range_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0102_T15,GM019IG0102,R21B00056,40,single_boundary_shift,range_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0102_T16,GM019IG0102,R21B00056,40,single_boundary_shift,range_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0102_T17,GM019IG0102,R21B00056,40,single_boundary_shift,azimuth_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0102_T18,GM019IG0102,R21B00056,40,single_boundary_shift,azimuth_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0102_T19,GM019IG0102,R21B00056,40,single_boundary_shift,azimuth_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0102_T20,GM019IG0102,R21B00056,40,single_boundary_shift,azimuth_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0102_T21,GM019IG0102,R21B00056,40,single_boundary_shift,range_min,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0102_T22,GM019IG0102,R21B00056,40,single_boundary_shift,range_min,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0102_T23,GM019IG0102,R21B00056,40,single_boundary_shift,range_max,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0102_T24,GM019IG0102,R21B00056,40,single_boundary_shift,range_max,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0102_T25,GM019IG0102,R21B00056,40,single_boundary_shift,azimuth_min,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0102_T26,GM019IG0102,R21B00056,40,single_boundary_shift,azimuth_min,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0102_T27,GM019IG0102,R21B00056,40,single_boundary_shift,azimuth_max,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0102_T28,GM019IG0102,R21B00056,40,single_boundary_shift,azimuth_max,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0102_T29,GM019IG0102,R21B00056,40,scale_resize,range,resize,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0102_T30,GM019IG0102,R21B00056,40,scale_resize,range,resize,0.15,5,0,GT-independent local frozen response geometry
GM019IG0102_T31,GM019IG0102,R21B00056,40,scale_resize,azimuth,resize,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0102_T32,GM019IG0102,R21B00056,40,scale_resize,azimuth,resize,0.15,5,0,GT-independent local frozen response geometry
GM019IG0102_T33,GM019IG0102,R21B00056,40,scale_resize,range,resize,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0102_T34,GM019IG0102,R21B00056,40,scale_resize,range,resize,0.3,10,0,GT-independent local frozen response geometry
GM019IG0102_T35,GM019IG0102,R21B00056,40,scale_resize,azimuth,resize,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0102_T36,GM019IG0102,R21B00056,40,scale_resize,azimuth,resize,0.3,10,0,GT-independent local frozen response geometry
GM019IG0102_T37,GM019IG0102,R21B00056,40,local_region_rotation,local_region,rotate,0,0,-30,GT-independent local frozen response geometry
GM019IG0102_T38,GM019IG0102,R21B00056,40,local_region_rotation,local_region,rotate,0,0,-15,GT-independent local frozen response geometry
GM019IG0102_T39,GM019IG0102,R21B00056,40,local_region_rotation,local_region,rotate,0,0,-10,GT-independent local frozen response geometry
GM019IG0102_T40,GM019IG0102,R21B00056,40,local_region_rotation,local_region,rotate,0,0,-5,GT-independent local frozen response geometry
GM019IG0102_T41,GM019IG0102,R21B00056,40,local_region_rotation,local_region,rotate,0,0,5,GT-independent local frozen response geometry
GM019IG0102_T42,GM019IG0102,R21B00056,40,local_region_rotation,local_region,rotate,0,0,10,GT-independent local frozen response geometry
GM019IG0102_T43,GM019IG0102,R21B00056,40,local_region_rotation,local_region,rotate,0,0,15,GT-independent local frozen response geometry
GM019IG0102_T44,GM019IG0102,R21B00056,40,local_region_rotation,local_region,rotate,0,0,30,GT-independent local frozen response geometry
GM019IG0102_T45,GM019IG0102,R21B00056,40,local_region_rotation,local_region,rotate,0,0,90,GT-independent local frozen response geometry
GM019IG0103_T01,GM019IG0103,R21B00191;R21B00195,273,center_shift,range,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0103_T02,GM019IG0103,R21B00191;R21B00195,273,center_shift,range,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0103_T03,GM019IG0103,R21B00191;R21B00195,273,center_shift,azimuth,shift,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0103_T04,GM019IG0103,R21B00191;R21B00195,273,center_shift,azimuth,shift,0.15,5,0,GT-independent local frozen response geometry
GM019IG0103_T05,GM019IG0103,R21B00191;R21B00195,273,center_shift,range,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0103_T06,GM019IG0103,R21B00191;R21B00195,273,center_shift,range,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0103_T07,GM019IG0103,R21B00191;R21B00195,273,center_shift,azimuth,shift,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0103_T08,GM019IG0103,R21B00191;R21B00195,273,center_shift,azimuth,shift,0.3,10,0,GT-independent local frozen response geometry
GM019IG0103_T09,GM019IG0103,R21B00191;R21B00195,273,center_shift,range,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0103_T10,GM019IG0103,R21B00191;R21B00195,273,center_shift,range,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0103_T11,GM019IG0103,R21B00191;R21B00195,273,center_shift,azimuth,shift,-0.45,-15,0,GT-independent local frozen response geometry
GM019IG0103_T12,GM019IG0103,R21B00191;R21B00195,273,center_shift,azimuth,shift,0.45,15,0,GT-independent local frozen response geometry
GM019IG0103_T13,GM019IG0103,R21B00191;R21B00195,273,single_boundary_shift,range_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0103_T14,GM019IG0103,R21B00191;R21B00195,273,single_boundary_shift,range_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0103_T15,GM019IG0103,R21B00191;R21B00195,273,single_boundary_shift,range_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0103_T16,GM019IG0103,R21B00191;R21B00195,273,single_boundary_shift,range_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0103_T17,GM019IG0103,R21B00191;R21B00195,273,single_boundary_shift,azimuth_min,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0103_T18,GM019IG0103,R21B00191;R21B00195,273,single_boundary_shift,azimuth_min,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0103_T19,GM019IG0103,R21B00191;R21B00195,273,single_boundary_shift,azimuth_max,move,-0.15,-5,0,GT-independent local frozen response geometry
GM019IG0103_T20,GM019IG0103,R21B00191;R21B00195,273,single_boundary_shift,azimuth_max,move,0.15,5,0,GT-independent local frozen response geometry
GM019IG0103_T21,GM019IG0103,R21B00191;R21B00195,273,single_boundary_shift,range_min,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0103_T22,GM019IG0103,R21B00191;R21B00195,273,single_boundary_shift,range_min,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0103_T23,GM019IG0103,R21B00191;R21B00195,273,single_boundary_shift,range_max,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0103_T24,GM019IG0103,R21B00191;R21B00195,273,single_boundary_shift,range_max,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0103_T25,GM019IG0103,R21B00191;R21B00195,273,single_boundary_shift,azimuth_min,move,-0.3,-10,0,GT-independent local frozen response geometry
GM019IG0103_T26,GM019IG0103,R21B00191;R21B00195,273,single_boundary_shift,azimuth_min,move,0.3,10,0,GT-independent local frozen response geometry
GM019IG0103_T27,GM019IG0103,R21B00191;R21B00195,273,single_boundary_shift,azimuth_max,move,-0.3,-10,0,GT-independent local frozen response geometry
