subject_frame_id,subject_name,pair_id,sar_frame,split,source_region_id,posthoc_evaluation_label,subject_motion_model,persistent_subject_status,relative_aspect_angle_deg,aspect_angle_ci_width_deg,aspect_observability_status,absolute_range_m_grid,center_x,center_y,total_energy,mean_energy,local_background_normalized_energy,high_energy_pixel_fraction,response_occupancy_ratio,inside_vs_ring_contrast,energy_entropy_proxy,range_energy90_width_m,azimuth_energy90_width_m,body_long_energy90_width_m,body_short_energy90_width_m,range_second_moment_width_m,azimuth_second_moment_width_m,body_long_second_moment_width_m,body_short_second_moment_width_m,energy_centroid_range_offset_m,energy_centroid_azimuth_offset_m,energy_centroid_body_long_offset_m,energy_centroid_body_short_offset_m,response_principal_axis_deg,principal_minus_body_axial_deg,principal_minus_range_axial_deg,response_compactness,response_linearity,response_fragment_count,response_fragmentation_index,radar_near_half_energy,radar_far_half_energy,near_far_energy_ratio
matched_ordinary_background_sar000358,matched_ordinary_background,WGV35A_PAIR_0100,358,calibration,E0_R1_REG_000358_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,77.934703,0.756761,OBSERVABLE_HIGH,42.797695,1473,1088,520136,46.399288,0.93256,0.069045,0.069045,0,0.784027,1.962186,3.621173,3.69903,1.712767,0,0,4.738099,2.035063,-6.71364,10.760146,11.866026,4.477849,-175.01026,6.009924,42.242786,0.109951,2.405315,162,16.057092,0,520136,0
matched_strong_scatterer_background_sar000358,matched_strong_scatterer_background,WGV35A_PAIR_0100,358,calibration,E0_R1_REG_000358_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,77.934703,0.756761,OBSERVABLE_HIGH,42.797695,1405,1020,606273,54.083229,1.086996,0.264585,0.264585,0,0.807916,1.668008,3.324334,2.60523,1.633714,0,0,3.291185,2.011282,-4.372683,9.282071,9.958369,2.471451,165.515519,13.464297,36.57338,0.263263,1.960948,298,29.53712,0,606273,0
matched_linear_structure_background_sar000358,matched_linear_structure_background,WGV35A_PAIR_0100,358,calibration,E0_R1_REG_000358_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,77.934703,0.756761,OBSERVABLE_HIGH,42.797695,1439,986,603569,53.842014,1.082148,0.242819,0.242819,0,0.797109,1.631301,3.776817,3.264591,1.899933,0,0,4.285808,2.387472,-3.572569,10.583301,11.077838,1.432138,163.615077,15.364739,34.022769,0.171511,2.665988,282,27.951234,0,603569,0
fixed_known_non_vehicle_N005_sar000358,fixed_known_non_vehicle_N005,WGV35A_PAIR_0100,358,calibration,E0_R1_REG_000358_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,77.934703,0.756761,OBSERVABLE_HIGH,42.797695,1196.566369,1166.397906,528382,47.83036,0.961322,0.058115,0.058115,0,0.839878,1.852928,3.696869,4.092256,1.71684,0,0,5.045837,2.03898,-7.331999,2.295478,3.686086,6.740934,-175.405107,5.615077,80.061924,0.143985,2.505647,278,27.961337,0,528382,0
fixed_strong_scatterer_sar000358,fixed_strong_scatterer,WGV35A_PAIR_0100,358,calibration,E0_R1_REG_000358_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,77.934703,0.756761,OBSERVABLE_HIGH,42.797695,1132.158395,1164.457828,518979,47.119938,0.947044,0.040585,0.040585,0,0.850669,1.954685,4.102931,4.273212,1.833082,0,0,5.732123,2.263339,-6.859784,0.432975,1.767182,6.642377,-178.868036,2.152148,81.378689,0.137876,2.510512,247,24.917781,0,518979,0
fixed_linear_structure_sar000358,fixed_linear_structure,WGV35A_PAIR_0100,358,calibration,E0_R1_REG_000358_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,77.934703,0.756761,OBSERVABLE_HIGH,42.797695,1461.700834,848.735721,570900,51.679188,1.038678,0.168734,0.168734,0,0.798109,1.755422,2.549988,1.206837,1.505638,0,0,1.720022,1.914351,0.292845,12.070612,11.779855,-2.649614,-172.538802,8.481382,64.900391,0.544341,1.178822,241,24.239864,204284.899619,366615.100381,0.557219
vehicle_body_axis_reference_sar000359,vehicle_body_axis_reference,WGV35A_PAIR_0103,359,calibration,E0_R1_REG_000359_0002,vehicle,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,78.296571,1.075786,OBSERVABLE_HIGH,42.859872,1072.523,943.8065,647337,58.598442,1.132183,0.283606,0.283606,238.311275,0.76184,1.590035,3.893446,3.517024,0.525998,0,0,4.69067,0.776425,-0.07876,0.042986,0.056938,0.069348,177.24804,1.619121,80.856665,0.538069,6.090508,234,23.535802,359665.036614,287671.963386,1.250261
matched_ordinary_background_sar000359,matched_ordinary_background,WGV35A_PAIR_0103,359,calibration,E0_R1_REG_000359_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,78.296571,1.075786,OBSERVABLE_HIGH,42.859872,1439,1088,561647,50.102318,0.968029,0.082962,0.082962,0,0.830655,1.981105,3.179598,3.633781,1.810917,0,0,3.893421,2.087606,-6.447852,9.812046,10.843507,4.502155,-168.933504,12.199335,51.471857,0.148941,2.042312,184,18.237685,0,561647,0
matched_strong_scatterer_background_sar000359,matched_strong_scatterer_background,WGV35A_PAIR_0103,359,calibration,E0_R1_REG_000359_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,78.296571,1.075786,OBSERVABLE_HIGH,42.859872,1405,1020,625084,55.761284,1.077366,0.237823,0.237823,0,0.812611,1.64073,3.300349,2.656684,1.523515,0,0,3.426826,1.90414,-4.295582,9.238129,9.877776,2.494916,166.768844,12.098317,37.826705,0.266164,2.078804,263,26.067995,0,625084,0
matched_linear_structure_background_sar000359,matched_linear_structure_background,WGV35A_PAIR_0103,359,calibration,E0_R1_REG_000359_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,78.296571,1.075786,OBSERVABLE_HIGH,42.859872,1439,986,619458,55.259411,1.067669,0.216057,0.216057,0,0.805442,1.646914,3.930481,3.417214,1.906915,0,0,4.645632,2.420534,-3.485394,10.534703,11.00025,1.45686,163.922932,14.944229,34.330624,0.167947,2.656682,265,26.266231,0,619458,0
fixed_known_non_vehicle_N005_sar000359,fixed_known_non_vehicle_N005,WGV35A_PAIR_0103,359,calibration,E0_R1_REG_000359_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,78.296571,1.075786,OBSERVABLE_HIGH,42.859872,1196.566369,1166.397906,549794,49.768623,0.961581,0.061555,0.061555,0,0.83457,1.681228,3.437617,3.819338,1.696617,0,0,4.650451,1.932493,-7.302544,2.261284,3.585168,6.751824,-177.356644,3.776195,78.110387,0.145973,2.418909,247,24.843346,0,549794,0
fixed_strong_scatterer_sar000359,fixed_strong_scatterer,WGV35A_PAIR_0103,359,calibration,E0_R1_REG_000359_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,78.296571,1.075786,OBSERVABLE_HIGH,42.859872,1132.158395,1164.457828,541846,49.196114,0.95052,0.045578,0.045578,0,0.844893,1.775547,3.862798,4.212821,1.797359,0,0,5.655555,2.156826,-6.847977,0.415594,1.687058,6.649913,-175.397536,5.735303,77.908189,0.129795,2.657454,216,21.790449,0,541846,0
fixed_linear_structure_sar000359,fixed_linear_structure,WGV35A_PAIR_0103,359,calibration,E0_R1_REG_000359_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,78.296571,1.075786,OBSERVABLE_HIGH,42.859872,1461.700834,848.735721,590040,53.411785,1.031971,0.151172,0.151172,0,0.804805,1.773849,2.706983,1.049795,1.560881,0,0,1.819079,1.996191,0.38775,12.006933,11.723321,-2.623075,-172.270065,8.862774,65.169128,0.565725,1.15033,228,22.932319,183253.047462,406786.952538,0.450489
vehicle_body_axis_reference_sar000360,vehicle_body_axis_reference,WGV35A_PAIR_0106,360,calibration,E0_R1_REG_000360_0002,vehicle,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,80.168433,0.821327,OBSERVABLE_HIGH,43.02475,1081.56,941.827,592073,53.590965,1.144715,0.272176,0.272176,43.224156,0.754454,1.528828,3.939886,3.574525,0.516095,0,0,4.743097,0.772166,-0.094595,0.018298,0.033273,0.090421,177.818289,0.881976,81.626839,0.548353,6.182239,239,24.036527,333777.02844,258295.97156,1.292227
matched_ordinary_background_sar000360,matched_ordinary_background,WGV35A_PAIR_0106,360,calibration,E0_R1_REG_000360_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,80.168433,0.821327,OBSERVABLE_HIGH,43.02475,1473,1088,487737,44.131107,0.94265,0.06388,0.06388,0,0.792655,1.769351,2.869378,3.537677,1.718406,0,0,4.078498,2.031765,-6.38648,10.613198,11.502179,4.596409,-171.251007,10.048728,46.002039,0.12732,2.175852,146,14.678087,0,487737,0
matched_strong_scatterer_background_sar000360,matched_strong_scatterer_background,WGV35A_PAIR_0106,360,calibration,E0_R1_REG_000360_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,80.168433,0.821327,OBSERVABLE_HIGH,43.02475,1405,1020,560567,50.720863,1.083409,0.22557,0.22557,0,0.81165,1.584885,3.289038,2.7606,1.536462,0,0,3.544488,1.882571,-4.090076,9.076296,9.615952,2.577081,170.726127,7.974138,41.783988,0.26693,2.092241,320,32.171151,0,560567,0
matched_linear_structure_background_sar000360,matched_linear_structure_background,WGV35A_PAIR_0106,360,calibration,E0_R1_REG_000360_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,80.168433,0.821327,OBSERVABLE_HIGH,43.02475,1099,850,525509,47.548771,1.015652,0.120793,0.120793,0,0.84621,1.859844,4.421844,4.529515,1.668476,0,0,5.933741,1.963683,2.637696,1.057413,0.619424,-2.773424,179.230782,0.530517,84.240674,0.158984,3.012933,321,32.271685,0,525509,0
fixed_known_non_vehicle_N005_sar000360,fixed_known_non_vehicle_N005,WGV35A_PAIR_0106,360,calibration,E0_R1_REG_000360_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,80.168433,0.821327,OBSERVABLE_HIGH,43.02475,1196.566369,1166.397906,512768,46.083221,0.984348,0.074503,0.074503,0,0.812518,1.553929,3.255707,3.488682,1.595715,0,0,3.993935,1.719809,-7.255457,2.165065,3.303783,6.812795,-175.061528,6.238207,80.405503,0.160537,2.333774,225,22.467871,0,512768,0
fixed_strong_scatterer_sar000360,fixed_strong_scatterer,WGV35A_PAIR_0106,360,calibration,E0_R1_REG_000360_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,80.168433,0.821327,OBSERVABLE_HIGH,43.02475,1132.158395,1164.457828,501193,45.356834,0.968832,0.051765,0.051765,0,0.818648,1.579942,3.788945,4.034668,1.558867,0,0,5.20768,1.751246,-6.851262,0.305828,1.403742,6.712885,-176.066992,5.232743,78.577645,0.103744,3.017069,199,20.010055,0,501193,0
fixed_linear_structure_sar000360,fixed_linear_structure,WGV35A_PAIR_0106,360,calibration,E0_R1_REG_000360_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,80.168433,0.821327,OBSERVABLE_HIGH,43.02475,1461.700834,848.735721,542123,48.866325,1.043795,0.148008,0.148008,0,0.802184,1.752506,2.59094,1.139077,1.570486,0,0,1.804457,2.035825,0.65329,11.730272,11.472498,-2.531377,-171.147715,10.15202,66.291478,0.545865,1.1352,214,21.433007,98510.02751,443612.97249,0.222063
vehicle_body_axis_reference_sar000361,vehicle_body_axis_reference,WGV35A_PAIR_0109,361,guard,E0_R1_REG_000361_0002,vehicle,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,81.472382,0.500225,OBSERVABLE_HIGH,43.243708,1090.856,942.248,558645,50.744392,1.14352,0.293215,0.293215,0,0.75573,1.574429,3.985704,3.420832,0.51593,0,0,4.478745,0.8105,-0.081077,0.009295,0.021246,0.078794,177.618354,1.696596,83.14647,0.591022,5.608817,287,28.966199,312978.016856,245666.983144,1.273993
matched_ordinary_background_sar000361,matched_ordinary_background,WGV35A_PAIR_0109,361,guard,E0_R1_REG_000361_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,81.472382,0.500225,OBSERVABLE_HIGH,43.243708,1439,1088,472999,43.093933,0.971118,0.085277,0.085277,0,0.841797,1.876553,3.240611,3.512977,1.760906,0,0,3.847471,2.153503,-5.945747,9.556036,10.333814,4.458927,-167.811355,12.873695,52.594006,0.169786,1.943771,227,22.97943,0,472999,0
matched_strong_scatterer_background_sar000361,matched_strong_scatterer_background,WGV35A_PAIR_0109,361,guard,E0_R1_REG_000361_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,81.472382,0.500225,OBSERVABLE_HIGH,43.243708,1439,1054,507814,46.265854,1.042597,0.199708,0.199708,0,0.809298,1.644004,2.563646,2.01165,1.641274,0,0,2.529694,1.94324,-4.931957,9.669006,10.294803,3.439609,176.154583,3.160367,40.297659,0.317567,1.365874,220,22.270813,0,507814,0
matched_linear_structure_background_sar000361,matched_linear_structure_background,WGV35A_PAIR_0109,361,guard,E0_R1_REG_000361_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,81.472382,0.500225,OBSERVABLE_HIGH,43.243708,1439,986,509403,46.410622,1.045859,0.192511,0.192511,0,0.817013,1.699884,4.23559,4.237947,1.878387,0,0,4.973804,2.448886,-2.955012,10.136746,10.463423,1.415094,165.478293,13.836657,35.885985,0.124816,2.675656,281,28.445902,0,509403,0
fixed_known_non_vehicle_N005_sar000361,fixed_known_non_vehicle_N005,WGV35A_PAIR_0109,361,guard,E0_R1_REG_000361_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,81.472382,0.500225,OBSERVABLE_HIGH,43.243708,1196.566369,1166.397906,479703,43.127125,0.971866,0.076328,0.076328,0,0.819483,1.621154,3.47992,3.594721,1.559398,0,0,4.04554,1.702143,-7.144269,2.06767,3.106862,6.757459,-175.292693,5.392357,80.174338,0.13631,2.392845,284,28.369644,0,479703,0
fixed_strong_scatterer_sar000361,fixed_strong_scatterer,WGV35A_PAIR_0109,361,guard,E0_R1_REG_000361_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,81.472382,0.500225,OBSERVABLE_HIGH,43.243708,1132.158395,1164.457828,473219,42.372761,0.954866,0.0488,0.0488,0,0.832045,2.010414,4.26111,4.435737,1.835022,0,0,6.131442,2.227426,-6.779114,0.180044,1.185925,6.677004,-175.430484,5.254566,77.941137,0.112007,2.684491,255,25.370105,0,473219,0
fixed_linear_structure_sar000361,fixed_linear_structure,WGV35A_PAIR_0109,361,guard,E0_R1_REG_000361_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,81.472382,0.500225,OBSERVABLE_HIGH,43.243708,1461.700834,848.735721,503872,45.62405,1.028134,0.159634,0.159634,0,0.805647,1.753568,2.800785,1.331969,1.621678,0,0,1.99411,2.05247,0.971504,11.453092,11.181366,-2.663491,-175.689811,4.995239,61.749382,0.461661,1.100357,256,25.755564,26198.934617,477673.065383,0.054847
vehicle_body_axis_reference_sar000362,vehicle_body_axis_reference,WGV35A_PAIR_0112,362,guard,E0_R1_REG_000362_0002,vehicle,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,81.625698,0.496847,OBSERVABLE_MEDIUM,43.273365,1092.105,942.314,575738,51.400589,1.196315,0.290956,0.290956,29.671674,0.749272,1.622974,3.922213,3.450373,0.506805,0,0,4.491597,0.758258,-0.083331,0.024357,0.03703,0.078525,178.830241,1.066347,82.112686,0.586733,6.168294,285,28.271285,322329.959436,253408.040564,1.27198
matched_ordinary_background_sar000362,matched_ordinary_background,WGV35A_PAIR_0112,362,guard,E0_R1_REG_000362_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,81.625698,0.496847,OBSERVABLE_MEDIUM,43.273365,1473,1088,468603,41.839554,0.973788,0.075268,0.075268,0,0.786675,1.782691,3.183735,3.389886,1.648481,0,0,3.706975,1.989592,-6.028295,10.457597,11.268383,4.327263,-166.996639,13.106773,50.256407,0.135769,2.079448,156,15.47619,0,468603,0
matched_strong_scatterer_background_sar000362,matched_strong_scatterer_background,WGV35A_PAIR_0112,362,guard,E0_R1_REG_000362_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,81.625698,0.496847,OBSERVABLE_MEDIUM,43.273365,1439,1054,527322,47.082321,1.09581,0.209286,0.209286,0,0.801531,1.658203,2.76636,2.4307,1.562759,0,0,2.999317,1.879783,-4.891225,9.645148,10.288866,3.330495,175.564647,4.331941,39.707723,0.26702,1.623233,199,19.742063,0,527322,0
matched_linear_structure_background_sar000362,matched_linear_structure_background,WGV35A_PAIR_0112,362,guard,E0_R1_REG_000362_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,81.625698,0.496847,OBSERVABLE_MEDIUM,43.273365,895,1054,463553,41.38866,0.963294,0.019732,0.019732,0,0.863572,1.896912,4.259685,4.319939,1.80774,0,0,5.67441,2.318706,-2.361495,-6.378254,-5.933,3.325402,-179.171998,0.931414,46.05408,0.147862,2.447879,143,14.186508,0,463553,0
fixed_known_non_vehicle_N005_sar000362,fixed_known_non_vehicle_N005,WGV35A_PAIR_0112,362,guard,E0_R1_REG_000362_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,81.625698,0.496847,OBSERVABLE_MEDIUM,43.273365,1196.566369,1166.397906,487727,43.679653,1.016616,0.078273,0.078273,0,0.815748,1.530254,3.509181,3.687774,1.439673,0,0,4.12801,1.581665,-7.127521,2.0642,3.148343,6.719406,-174.476573,5.626839,80.990458,0.148158,2.62924,251,24.976616,0,487727,0
fixed_strong_scatterer_sar000362,fixed_strong_scatterer,WGV35A_PAIR_0112,362,guard,E0_R1_REG_000362_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,81.625698,0.496847,OBSERVABLE_MEDIUM,43.273365,1132.158395,1164.457828,473263,42.251854,0.983384,0.037318,0.037318,0,0.856473,1.971152,4.166114,4.437502,1.865899,0,0,5.847291,2.29632,-6.749294,0.143206,1.191891,6.644763,-175.341436,4.761976,77.852089,0.138262,2.54337,232,23.013818,0,473263,0
fixed_linear_structure_sar000362,fixed_linear_structure,WGV35A_PAIR_0112,362,guard,E0_R1_REG_000362_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,81.625698,0.496847,OBSERVABLE_MEDIUM,43.273365,1461.700834,848.735721,517863,46.233639,1.076058,0.161682,0.161682,0,0.798821,1.750513,2.624684,1.260431,1.590268,0,0,1.854328,2.031365,1.00951,11.4293,11.132913,-2.776014,-177.908559,2.194853,59.530634,0.513215,1.065056,230,22.815423,24283.141861,493579.858139,0.049198
vehicle_body_axis_reference_sar000363,vehicle_body_axis_reference,WGV35A_PAIR_0115,363,guard,E0_R1_REG_000363_0002,vehicle,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,83.548858,0.591604,OBSERVABLE_MEDIUM,43.57028,1107.7095,939.297,580696,52.206779,1.213851,0.297042,0.297042,0,0.740008,1.57965,4.069039,3.299249,0.47717,0,0,4.067787,0.8137,-0.09716,-0.004889,0.007515,0.096992,178.502179,2.06232,84.75118,0.658577,5.064947,293,29.268683,328049.985739,252646.014261,1.298457
matched_ordinary_background_sar000363,matched_ordinary_background,WGV35A_PAIR_0115,363,guard,E0_R1_REG_000363_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,83.548858,0.591604,OBSERVABLE_MEDIUM,43.57028,1473,1088,470028,42.567287,0.989725,0.085039,0.085039,0,0.785079,1.81804,3.618631,3.221667,1.472589,0,0,3.418801,1.872475,-5.6331,10.218334,10.85211,4.286943,-167.901294,11.534207,49.351752,0.149298,2.043299,170,17.106402,0,470028,0
matched_strong_scatterer_background_sar000363,matched_strong_scatterer_background,WGV35A_PAIR_0115,363,guard,E0_R1_REG_000363_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,83.548858,0.591604,OBSERVABLE_MEDIUM,43.57028,1439,1054,532255,48.20277,1.120755,0.223057,0.223057,0,0.801526,1.626074,2.960007,2.632778,1.534655,0,0,3.392931,1.824481,-4.53402,9.369125,9.869939,3.304866,177.450256,3.114243,41.593332,0.246807,1.832235,221,22.238322,0,532255,0
matched_linear_structure_background_sar000363,matched_linear_structure_background,WGV35A_PAIR_0115,363,guard,E0_R1_REG_000363_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,83.548858,0.591604,OBSERVABLE_MEDIUM,43.57028,895,1054,464085,42.029072,0.977211,0.025811,0.025811,0,0.87187,1.792657,4.386181,4.376241,1.846167,0,0,5.684067,2.32905,-2.652158,-6.755172,-6.362744,3.490241,178.150988,2.413511,48.731094,0.149494,2.447586,185,18.61579,0,464085,0
fixed_known_non_vehicle_N005_sar000363,fixed_known_non_vehicle_N005,WGV35A_PAIR_0115,363,guard,E0_R1_REG_000363_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,83.548858,0.591604,OBSERVABLE_MEDIUM,43.57028,1196.566369,1166.397906,483307,43.451138,1.010275,0.057538,0.057538,0,0.847475,1.709722,3.910772,4.240731,1.773461,0,0,5.019501,2.022344,-7.070665,1.846134,2.730919,6.778244,-172.429508,7.005993,83.037523,0.141209,2.48486,265,26.471675,0,483307,0
fixed_strong_scatterer_sar000363,fixed_strong_scatterer,WGV35A_PAIR_0115,363,guard,E0_R1_REG_000363_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,83.548858,0.591604,OBSERVABLE_MEDIUM,43.57028,1132.158395,1164.457828,468174,42.530342,0.988866,0.029251,0.029251,0,0.87134,1.91667,4.24939,4.32984,1.886361,0,0,5.561141,2.375992,-6.786041,-0.070133,0.794011,6.739794,178.405677,2.158822,84.104976,0.126389,2.345637,249,25.133236,0,468174,0
fixed_linear_structure_sar000363,fixed_linear_structure,WGV35A_PAIR_0115,363,guard,E0_R1_REG_000363_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,83.548858,0.591604,OBSERVABLE_MEDIUM,43.57028,1461.700834,848.735721,523875,47.098354,1.095076,0.174234,0.174234,0,0.799441,1.757414,2.734169,1.226394,1.624946,0,0,1.688358,2.066869,1.438696,10.920476,10.648604,-2.816711,-175.83529,3.600211,61.603903,0.496331,1.156969,241,24.074241,0,523875,0
vehicle_body_axis_reference_sar000364,vehicle_body_axis_reference,WGV35A_PAIR_0118,364,guard,E0_R1_REG_000364_0002,vehicle,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,84.490382,0.750823,OBSERVABLE_MEDIUM,43.726661,1112.883,941.254,576004,52.164825,1.225553,0.325122,0.325122,0,0.726019,1.576772,3.998351,3.12013,0.492258,0,0,3.61592,0.776801,-0.1188,0.012959,0.026134,0.116613,178.316131,2.061804,85.655475,0.66918,4.732266,252,25.357725,334372.022243,241631.977757,1.383807
matched_ordinary_background_sar000364,matched_ordinary_background,WGV35A_PAIR_0118,364,guard,E0_R1_REG_000364_0040,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,84.490382,0.750823,OBSERVABLE_MEDIUM,43.726661,929,1020,456984,40.794857,0.958429,0.029816,0.029816,0,0.859932,1.902887,4.015583,4.282387,1.889563,0,0,5.282569,2.421545,-1.75204,-5.729196,-5.497931,2.380356,172.96022,7.417715,61.120043,0.1655,2.205119,160,15.870182,0,456984,0
matched_strong_scatterer_background_sar000364,matched_strong_scatterer_background,WGV35A_PAIR_0118,364,guard,E0_R1_REG_000364_0041,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,84.490382,0.750823,OBSERVABLE_MEDIUM,43.726661,1439,1054,525957,46.952061,1.103085,0.231209,0.231209,0,0.793464,1.709802,3.003598,2.754597,1.547301,0,0,3.656049,1.866149,-4.346965,9.274609,9.701723,3.284972,178.329822,2.048113,42.472898,0.262259,1.914902,209,20.730425,0,525957,0
matched_linear_structure_background_sar000364,matched_linear_structure_background,WGV35A_PAIR_0118,364,guard,E0_R1_REG_000364_0042,negative,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,84.490382,0.750823,OBSERVABLE_MEDIUM,43.726661,1133,850,491870,43.909122,1.031595,0.12837,0.12837,0,0.84674,1.753402,4.22699,4.263073,1.526801,0,0,5.47346,1.904954,2.685524,0.932677,0.627206,-2.772821,-177.816036,1.806029,85.314067,0.157631,2.900228,297,29.459025,0,491870,0
fixed_known_non_vehicle_N005_sar000364,fixed_known_non_vehicle_N005,WGV35A_PAIR_0118,364,guard,E0_R1_REG_000364_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,84.490382,0.750823,OBSERVABLE_MEDIUM,43.726661,1196.566369,1166.397906,455187,41.219505,0.968405,0.035588,0.035588,0,0.854063,1.904245,4.184747,4.207824,1.823034,0,0,5.346393,2.280721,-6.971367,1.777791,2.544546,6.729471,-175.029207,4.592858,80.437824,0.149707,2.350244,238,23.946794,0,455187,0
fixed_strong_scatterer_sar000364,fixed_strong_scatterer,WGV35A_PAIR_0118,364,guard,E0_R1_REG_000364_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,84.490382,0.750823,OBSERVABLE_MEDIUM,43.726661,1132.158395,1164.457828,452152,40.94838,0.962035,0.025629,0.025629,0,0.861673,2.05785,4.198634,4.261293,1.910262,0,0,5.412153,2.492124,-6.706764,-0.146117,0.603127,6.681188,-179.113004,0.509061,81.623657,0.170709,2.179183,215,21.634567,0,452152,0
fixed_linear_structure_sar000364,fixed_linear_structure,WGV35A_PAIR_0118,364,guard,E0_R1_REG_000364_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,84.490382,0.750823,OBSERVABLE_MEDIUM,43.726661,1461.700834,848.735721,503640,45.752182,1.074895,0.175781,0.175781,0,0.7899,1.714625,2.466584,1.20037,1.560758,0,0,1.692097,1.930534,1.656595,10.778032,10.525889,-2.848849,-171.774157,7.847908,65.665036,0.519299,1.082725,223,22.508882,0,503640,0
