region_id,sar_frame,family,variant,is_vehicle_reference,mean_energy_ratio_to_body_ref,occupancy_ratio_to_body_ref,G1_VALID_OBSERVATION,G2_METRIC_SIZE_COMPATIBLE,G3_NOT_POINTLIKE,G4_NOT_LONG_LINEAR,G5_COMPACT_EXTENDED_SUPPORT,G6_HIGH_ENERGY_OCCUPANCY_COMPATIBLE,G7_GT_NEAR_TRANSLATION_STRUCTURE,G8_BODY_OR_RANGE_AXIS_STRUCTURE_COMPATIBLE,G9_TEMPORAL_PATTERN_CONSISTENT,G10_STATIC_BACKGROUND_EXPLANATION_REJECTED,principal_gate_pass_count,physical_confusion_case,single_feature_energy_confusion_only
E0_R1_REG_000351_0044,351,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.985773,0.784647,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000351_0045,351,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.952011,0.432333,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000352_0001,352,GT_ORIGINAL,axis_aligned_gt_original,true,1.086025,1.81727,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,8,false,false
E0_R1_REG_000352_0002,352,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,10,false,false
E0_R1_REG_000352_0040,352,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.926662,0.25232,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000352_0041,352,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,1.115546,2.331828,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000352_0042,352,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,1.068739,1.679495,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000352_0043,352,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.945357,0.380734,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000352_0044,352,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.991624,0.865204,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000352_0045,352,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.947515,0.439611,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000353_0001,353,GT_ORIGINAL,axis_aligned_gt_original,true,0.985361,0.917551,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000353_0002,353,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000353_0040,353,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.832931,0.091422,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000353_0041,353,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,1.002594,1.140445,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000353_0042,353,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,0.989824,1.050019,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000353_0043,353,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.859703,0.17778,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000353_0044,353,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.894838,0.416671,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000353_0045,353,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.849552,0.137911,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000354_0001,354,GT_ORIGINAL,axis_aligned_gt_original,true,0.994539,0.967411,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000354_0002,354,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000354_0040,354,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.858313,0.229845,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000354_0041,354,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,0.984153,1.050571,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000354_0042,354,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,0.988602,1.042933,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000354_0043,354,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.865329,0.216979,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000354_0044,354,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.905059,0.492462,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000354_0045,354,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.851232,0.142532,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000355_0001,355,GT_ORIGINAL,axis_aligned_gt_original,true,0.986714,0.932438,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000355_0002,355,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000355_0040,355,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.867262,0.269465,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000355_0041,355,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,0.984865,1.047401,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000355_0042,355,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,0.984733,0.991143,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000355_0043,355,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.865207,0.21817,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000355_0044,355,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.916563,0.543448,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000355_0045,355,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.851675,0.138754,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000356_0001,356,GT_ORIGINAL,axis_aligned_gt_original,true,0.977386,0.864707,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000356_0002,356,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000356_0040,356,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.855531,0.173838,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000356_0041,356,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,0.977862,0.987851,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000356_0042,356,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,0.977728,0.938496,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000356_0043,356,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.863966,0.191048,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000356_0044,356,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.923643,0.562917,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000356_0045,356,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.850866,0.130311,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000357_0001,357,GT_ORIGINAL,axis_aligned_gt_original,true,0.983209,0.902764,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000357_0002,357,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000357_0040,357,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.835756,0.086574,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000357_0041,357,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,0.978802,0.990249,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000357_0042,357,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,0.976991,0.93196,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000357_0043,357,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.859626,0.195654,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000357_0044,357,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.927586,0.587226,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000357_0045,357,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.847148,0.124942,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000358_0001,358,GT_ORIGINAL,axis_aligned_gt_original,true,0.986829,0.924384,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000358_0002,358,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000358_0040,358,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.827027,0.241473,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000358_0041,358,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,0.963986,0.925339,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000358_0042,358,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,0.959687,0.849216,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000358_0043,358,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.852534,0.203247,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000358_0044,358,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.921136,0.590117,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000358_0045,358,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.839872,0.141939,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000359_0001,359,GT_ORIGINAL,axis_aligned_gt_original,true,0.988579,0.945615,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000359_0002,359,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000359_0040,359,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.855011,0.292526,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000359_0041,359,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,0.951583,0.838568,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000359_0042,359,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,0.943018,0.761821,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000359_0043,359,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.849316,0.217044,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000359_0044,359,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.911488,0.533035,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000359_0045,359,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.839546,0.160709,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000360_0001,360,GT_ORIGINAL,axis_aligned_gt_original,true,0.985398,0.939216,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000360_0002,360,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000360_0040,360,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.82348,0.234701,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000360_0041,360,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,0.946444,0.828765,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000360_0042,360,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,0.887253,0.443805,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000360_0043,360,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.859907,0.273731,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000360_0044,360,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.911839,0.543795,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000360_0045,360,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.846352,0.190189,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000361_0001,361,GT_ORIGINAL,axis_aligned_gt_original,true,0.979509,0.90699,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000361_0002,361,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000361_0040,361,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.849235,0.290834,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000361_0041,361,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,0.911743,0.681097,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000361_0042,361,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,0.914596,0.656552,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000361_0043,361,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.849889,0.260314,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000361_0044,361,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.899095,0.544426,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000361_0045,361,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.835024,0.166431,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000362_0001,362,GT_ORIGINAL,axis_aligned_gt_original,true,0.985997,0.940386,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000362_0002,362,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000362_0040,362,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.81399,0.258692,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000362_0041,362,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,0.915988,0.719305,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000362_0042,362,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,0.805218,0.067818,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000362_0043,362,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.849789,0.26902,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000362_0044,362,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.899477,0.555692,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000362_0045,362,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.822011,0.12826,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000363_0001,363,GT_ORIGINAL,axis_aligned_gt_original,true,0.983689,0.93744,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000363_0002,363,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000363_0040,363,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.815359,0.286286,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000363_0041,363,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,0.923305,0.750927,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000363_0042,363,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,0.80505,0.086893,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000363_0043,363,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.832289,0.193703,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000363_0044,363,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.90215,0.586564,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000363_0045,363,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.814652,0.098474,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000364_0001,364,GT_ORIGINAL,axis_aligned_gt_original,true,0.969427,0.885566,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000364_0002,364,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000364_0040,364,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.782038,0.091707,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000364_0041,364,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,0.900071,0.711145,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000364_0042,364,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,0.841738,0.394836,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000364_0043,364,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.790178,0.10946,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000364_0044,364,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.87707,0.540662,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000364_0045,364,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.784981,0.078829,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000365_0001,365,GT_ORIGINAL,axis_aligned_gt_original,true,0.999235,1.006898,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000365_0002,365,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000365_0040,365,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.791571,0.270304,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000365_0041,365,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,false,0.896354,0.693343,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
E0_R1_REG_000365_0042,365,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,false,0.775729,0.081585,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000365_0043,365,FIXED_HARD_NEGATIVE,fixed_known_non_vehicle_same_area,false,0.785799,0.094628,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000365_0044,365,FIXED_HARD_NEGATIVE,fixed_linear_structure_background_same_area,false,0.874753,0.524947,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000365_0045,365,FIXED_HARD_NEGATIVE,fixed_strong_scatterer_background_same_area,false,0.780522,0.071918,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,6,false,true
E0_R1_REG_000366_0001,366,GT_ORIGINAL,axis_aligned_gt_original,true,0.960597,0.863777,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000366_0002,366,BODY_ALIGNED_REFERENCE,body_axis_reference,true,1,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,9,false,false
E0_R1_REG_000366_0040,366,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,false,0.790487,0.277068,PASS,PASS,PASS,PASS,PASS,PASS,FAIL_NON_GT_REGION,FAIL,PASS,FAIL,7,false,true
