pair_id,sar_frame,split,method,motion_heading_directed_deg,body_axis_proxy_deg,speed_px_per_sar_frame,fit_residual_px,support_frame_count,support_frames,posthoc_or_runtime,used_for_main_body_axis_proxy
WGV35A_PAIR_0181,387,posthoc_diagnosis,local_quadratic_fit,-0.945842,179.054158,6.375007,5.481314,16,379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0181,387,posthoc_diagnosis,history_only_line_fit,-2.074339,177.925661,6.608439,6.115371,9,379;380;381;382;383;384;385;386;387,history_only_sensitivity,false
WGV35A_PAIR_0181,387,posthoc_diagnosis,robust_median_displacement_direction,1.474122,1.474122,2.759913,7.056459,16,379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,raw_measurement,false
WGV35A_PAIR_0183,388,posthoc_diagnosis,raw_selected_gt_delta,-14.836921,165.163079,14.900297,0,2,,raw_measurement,false
WGV35A_PAIR_0183,388,posthoc_diagnosis,symmetric_line_fit,-1.087441,178.912559,6.554486,5.625998,15,380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,true
WGV35A_PAIR_0183,388,posthoc_diagnosis,local_quadratic_fit,-0.538367,179.461633,6.310343,5.22422,15,380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0183,388,posthoc_diagnosis,history_only_line_fit,-3.691918,176.308082,7.431489,5.794291,9,380;381;382;383;384;385;386;387;388,history_only_sensitivity,false
WGV35A_PAIR_0183,388,posthoc_diagnosis,robust_median_displacement_direction,-0.960381,179.039619,4.653654,6.950731,15,380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,raw_measurement,false
WGV35A_PAIR_0185,389,posthoc_diagnosis,raw_selected_gt_delta,65.400384,65.400384,5.391872,0,2,,raw_measurement,false
WGV35A_PAIR_0185,389,posthoc_diagnosis,symmetric_line_fit,-0.908416,179.091584,6.438481,5.719327,14,381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,true
WGV35A_PAIR_0185,389,posthoc_diagnosis,local_quadratic_fit,0.079026,0.079026,6.065333,5.405985,14,381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0185,389,posthoc_diagnosis,history_only_line_fit,-2.264843,177.735157,7.169817,5.909828,9,381;382;383;384;385;386;387;388;389,history_only_sensitivity,false
WGV35A_PAIR_0185,389,posthoc_diagnosis,robust_median_displacement_direction,-4.703484,175.296516,2.768323,7.134221,14,381;382;383;384;385;386;387;388;389;390;391;392;393;394,raw_measurement,false
WGV35A_PAIR_0188,390,posthoc_diagnosis,raw_selected_gt_delta,-10.631808,169.368192,6.661355,0,2,,raw_measurement,false
WGV35A_PAIR_0188,390,posthoc_diagnosis,symmetric_line_fit,-0.507804,179.492196,6.428327,5.922673,13,382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,true
WGV35A_PAIR_0188,390,posthoc_diagnosis,local_quadratic_fit,0.752881,0.752881,5.723896,5.489122,13,382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0188,390,posthoc_diagnosis,history_only_line_fit,-1.180551,178.819449,7.179766,5.903497,9,382;383;384;385;386;387;388;389;390,history_only_sensitivity,false
WGV35A_PAIR_0188,390,posthoc_diagnosis,robust_median_displacement_direction,-0.960381,179.039619,4.653654,7.549121,13,382;383;384;385;386;387;388;389;390;391;392;393;394,raw_measurement,false
WGV35A_PAIR_0189,391,posthoc_diagnosis,raw_selected_gt_delta,152.429863,152.429863,1.529706,0,2,,raw_measurement,false
WGV35A_PAIR_0189,391,posthoc_diagnosis,symmetric_line_fit,-0.377195,179.622805,5.984682,5.200452,12,383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,true
WGV35A_PAIR_0189,391,posthoc_diagnosis,local_quadratic_fit,1.632552,1.632552,5.77444,5.163227,12,383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0189,391,posthoc_diagnosis,history_only_line_fit,-0.378014,179.621986,5.851927,5.388271,9,383;384;385;386;387;388;389;390;391,history_only_sensitivity,false
WGV35A_PAIR_0189,391,posthoc_diagnosis,robust_median_displacement_direction,-4.703484,175.296516,2.768323,7.134221,12,383;384;385;386;387;388;389;390;391;392;393;394,raw_measurement,false
WGV35A_PAIR_0192,392,posthoc_diagnosis,raw_selected_gt_delta,-12.329928,167.670072,13.749135,0,2,,raw_measurement,false
WGV35A_PAIR_0192,392,posthoc_diagnosis,symmetric_line_fit,-0.039328,179.960672,6.264506,5.104288,11,384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,true
WGV35A_PAIR_0192,392,posthoc_diagnosis,local_quadratic_fit,3.008305,3.008305,4.941556,4.698078,11,384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0192,392,posthoc_diagnosis,history_only_line_fit,-1.075797,178.924203,6.441602,5.013071,9,384;385;386;387;388;389;390;391;392,history_only_sensitivity,false
WGV35A_PAIR_0192,392,posthoc_diagnosis,robust_median_displacement_direction,0.415581,0.415581,4.653122,5.739307,11,384;385;386;387;388;389;390;391;392;393;394,raw_measurement,false
WGV35A_PAIR_0193,393,posthoc_diagnosis,raw_selected_gt_delta,10.459332,10.459332,9.769327,0,2,,raw_measurement,false
WGV35A_PAIR_0193,393,posthoc_diagnosis,symmetric_line_fit,0.422341,0.422341,5.655942,4.044953,10,385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,true
WGV35A_PAIR_0193,393,posthoc_diagnosis,local_quadratic_fit,3.358947,3.358947,5.8079,4.03036,10,385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0193,393,posthoc_diagnosis,history_only_line_fit,-0.533248,179.466752,5.982184,3.917631,9,385;386;387;388;389;390;391;392;393,history_only_sensitivity,false
WGV35A_PAIR_0193,393,posthoc_diagnosis,robust_median_displacement_direction,7.434071,7.434071,2.782388,4.571544,10,385;386;387;388;389;390;391;392;393;394,raw_measurement,false
WGV35A_PAIR_0195,394,posthoc_diagnosis,raw_selected_gt_delta,160.926645,160.926645,4.498461,0,2,,raw_measurement,false
WGV35A_PAIR_0195,394,posthoc_diagnosis,symmetric_line_fit,0.889694,0.889694,5.91908,4.053712,9,386;387;388;389;390;391;392;393;394,posthoc_diagnostic,true
WGV35A_PAIR_0195,394,posthoc_diagnosis,local_quadratic_fit,4.74667,4.74667,4.712547,3.947988,9,386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0195,394,posthoc_diagnosis,history_only_line_fit,0.889694,0.889694,5.91908,4.053712,9,386;387;388;389;390;391;392;393;394,history_only_sensitivity,false
WGV35A_PAIR_0195,394,posthoc_diagnosis,robust_median_displacement_direction,6.546889,6.546889,4.683542,5.559114,9,386;387;388;389;390;391;392;393;394,raw_measurement,false
