component_edge_id,from_component_id,to_component_id,frame_gap,azimuth_shift,radial_shift_px,overlap_ratio,dilated_overlap_ratio,scale_ratio,contrast_change,relation_status,competition_ids,supporting_evidence,conflicting_evidence
WGV33D_EDGE_036328,WGV33D_MAIN_F0339_C015321,WGV33D_MAIN_F0341_C015413,2,5.5889,-8.3236,0.5,1,0.105263,-0.770713,weak_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015321;multi_predecessor:WGV33D_MAIN_F0341_C015413,gap=2;dilated_overlap=1,
WGV33D_EDGE_036329,WGV33D_MAIN_F0339_C015322,WGV33D_MAIN_F0340_C015364,1,-5.495,-44,0,0,1.5,0.804036,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015322;multi_predecessor:WGV33D_MAIN_F0340_C015364,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036330,WGV33D_MAIN_F0339_C015322,WGV33D_MAIN_F0340_C015365,1,-2.508,-4,0,0.555556,4.5,-0.635634,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015322;multi_predecessor:WGV33D_MAIN_F0340_C015365,gap=1;dilated_overlap=0.556,
WGV33D_EDGE_036331,WGV33D_MAIN_F0339_C015322,WGV33D_MAIN_F0341_C015405,2,-5.6223,-48,0,0,1.5,2.754557,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015322;multi_predecessor:WGV33D_MAIN_F0341_C015405,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036332,WGV33D_MAIN_F0339_C015322,WGV33D_MAIN_F0341_C015406,2,-5.5199,-8,0,0,1.5,-0.619141,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015322;multi_predecessor:WGV33D_MAIN_F0341_C015406,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036333,WGV33D_MAIN_F0339_C015322,WGV33D_MAIN_F0341_C015408,2,-3.9953,-28,0,0,1,-0.624024,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015322;multi_predecessor:WGV33D_MAIN_F0341_C015408,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036334,WGV33D_MAIN_F0339_C015322,WGV33D_MAIN_F0341_C015410,2,-1.0627,-4,0,1,1,1.484375,weak_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015322;multi_predecessor:WGV33D_MAIN_F0341_C015410,gap=2;dilated_overlap=1,
WGV33D_EDGE_036335,WGV33D_MAIN_F0339_C015323,WGV33D_MAIN_F0340_C015367,1,-1.5634,1.9573,0.842105,0.694915,1.552632,0.364419,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015323;multi_predecessor:WGV33D_MAIN_F0340_C015367,gap=1;dilated_overlap=0.695,
WGV33D_EDGE_036336,WGV33D_MAIN_F0339_C015323,WGV33D_MAIN_F0340_C015370,1,3.5999,43.6466,0,0,0.236842,0.896301,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015323;multi_predecessor:WGV33D_MAIN_F0340_C015370,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036337,WGV33D_MAIN_F0339_C015323,WGV33D_MAIN_F0341_C015416,2,3.0104,-1.1812,0.657895,0.921053,1,-0.18601,weak_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015323;multi_predecessor:WGV33D_MAIN_F0341_C015416,gap=2;dilated_overlap=0.921,
WGV33D_EDGE_036338,WGV33D_MAIN_F0339_C015323,WGV33D_MAIN_F0341_C015417,2,-1.6803,44.9229,0,0,0.078947,-0.086555,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015323;multi_predecessor:WGV33D_MAIN_F0341_C015417,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036339,WGV33D_MAIN_F0339_C015323,WGV33D_MAIN_F0341_C015418,2,4.3649,42.4378,0,0,0.315789,0.956414,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015323;multi_predecessor:WGV33D_MAIN_F0341_C015418,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036340,WGV33D_MAIN_F0339_C015324,WGV33D_MAIN_F0340_C015367,1,-1.6447,-43.422,0,0,8.428571,1.246454,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015324;multi_predecessor:WGV33D_MAIN_F0340_C015367,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036341,WGV33D_MAIN_F0339_C015324,WGV33D_MAIN_F0340_C015369,1,-0.4496,62.2673,0,0,0.428571,0.15746,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015324;multi_predecessor:WGV33D_MAIN_F0340_C015369,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036342,WGV33D_MAIN_F0339_C015324,WGV33D_MAIN_F0340_C015370,1,3.5186,-1.7327,0.571429,0.666667,1.285714,1.778336,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015324;multi_predecessor:WGV33D_MAIN_F0340_C015370,gap=1;dilated_overlap=0.667,
WGV33D_EDGE_036343,WGV33D_MAIN_F0339_C015324,WGV33D_MAIN_F0341_C015416,2,2.9291,-46.5605,0,0,5.428571,0.696025,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015324;multi_predecessor:WGV33D_MAIN_F0341_C015416,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036344,WGV33D_MAIN_F0339_C015324,WGV33D_MAIN_F0341_C015417,2,-1.7616,-0.4564,0.333333,1,0.428571,0.79548,weak_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015324;multi_predecessor:WGV33D_MAIN_F0341_C015417,gap=2;dilated_overlap=1,
WGV33D_EDGE_036345,WGV33D_MAIN_F0339_C015324,WGV33D_MAIN_F0341_C015418,2,4.2836,-2.9415,0.428571,0.583333,1.714286,1.838449,weak_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015324;multi_predecessor:WGV33D_MAIN_F0341_C015418,gap=2;dilated_overlap=0.583,
WGV33D_EDGE_036346,WGV33D_MAIN_F0339_C015325,WGV33D_MAIN_F0340_C015369,1,0.4859,0,1,1,1.5,-0.767903,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015325;multi_predecessor:WGV33D_MAIN_F0340_C015369,gap=1;dilated_overlap=1,
WGV33D_EDGE_036347,WGV33D_MAIN_F0339_C015325,WGV33D_MAIN_F0340_C015370,1,4.4541,-64,0,0,4.5,0.852973,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015325;multi_predecessor:WGV33D_MAIN_F0340_C015370,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036348,WGV33D_MAIN_F0339_C015325,WGV33D_MAIN_F0341_C015417,2,-0.8261,-62.7237,0,0,1.5,-0.129883,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015325;multi_predecessor:WGV33D_MAIN_F0341_C015417,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036349,WGV33D_MAIN_F0339_C015326,WGV33D_MAIN_F0340_C015369,1,-2.4858,12,0,0,1.5,-2.384114,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015326;multi_predecessor:WGV33D_MAIN_F0340_C015369,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036350,WGV33D_MAIN_F0339_C015326,WGV33D_MAIN_F0340_C015370,1,1.4824,-52,0,0,4.5,-0.763238,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015326;multi_predecessor:WGV33D_MAIN_F0340_C015370,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036351,WGV33D_MAIN_F0339_C015326,WGV33D_MAIN_F0341_C015417,2,-3.7978,-50.7237,0,0,1.5,-1.746094,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015326;multi_predecessor:WGV33D_MAIN_F0341_C015417,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036352,WGV33D_MAIN_F0339_C015326,WGV33D_MAIN_F0341_C015418,2,2.2474,-53.2088,0,0,6,-0.703125,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015326;multi_predecessor:WGV33D_MAIN_F0341_C015418,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036353,WGV33D_MAIN_F0339_C015327,WGV33D_MAIN_F0340_C015371,1,0.9723,8,0,1,2,0.663086,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015327;multi_predecessor:WGV33D_MAIN_F0340_C015371,gap=1;dilated_overlap=1,
WGV33D_EDGE_036354,WGV33D_MAIN_F0339_C015327,WGV33D_MAIN_F0340_C015373,1,2.5026,16.9132,0,0,2,0.305176,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015327;multi_predecessor:WGV33D_MAIN_F0340_C015373,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036355,WGV33D_MAIN_F0339_C015327,WGV33D_MAIN_F0341_C015419,2,0.9544,8,0,1,2,0.69873,weak_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015327;multi_predecessor:WGV33D_MAIN_F0341_C015419,gap=2;dilated_overlap=1,
WGV33D_EDGE_036356,WGV33D_MAIN_F0339_C015327,WGV33D_MAIN_F0341_C015421,2,2.9738,16,0,0,1,1.65625,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015327;multi_predecessor:WGV33D_MAIN_F0341_C015421,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036357,WGV33D_MAIN_F0339_C015328,WGV33D_MAIN_F0340_C015371,1,-0.8343,-3.8886,0.333333,1,1.333333,0.895508,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015328;multi_predecessor:WGV33D_MAIN_F0340_C015371,gap=1;dilated_overlap=1,
WGV33D_EDGE_036358,WGV33D_MAIN_F0339_C015328,WGV33D_MAIN_F0340_C015372,1,-0.2981,56.1114,0,0,1,-0.076172,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015328,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036359,WGV33D_MAIN_F0339_C015328,WGV33D_MAIN_F0340_C015373,1,0.696,5.0246,0.333333,1,1.333333,0.537598,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015328;multi_predecessor:WGV33D_MAIN_F0340_C015373,gap=1;dilated_overlap=1,
WGV33D_EDGE_036360,WGV33D_MAIN_F0339_C015328,WGV33D_MAIN_F0341_C015419,2,-0.8522,-3.8886,0.333333,1,1.333333,0.931152,weak_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015328;multi_predecessor:WGV33D_MAIN_F0341_C015419,gap=2;dilated_overlap=1,
WGV33D_EDGE_036361,WGV33D_MAIN_F0339_C015328,WGV33D_MAIN_F0341_C015421,2,1.1672,4.1114,0.5,1,0.666667,1.888672,weak_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015328;multi_predecessor:WGV33D_MAIN_F0341_C015421,gap=2;dilated_overlap=1,
WGV33D_EDGE_036362,WGV33D_MAIN_F0339_C015328,WGV33D_MAIN_F0341_C015422,2,4.6933,-19.8886,0,0,1,0.928386,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015328;multi_predecessor:WGV33D_MAIN_F0341_C015422,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036363,WGV33D_MAIN_F0339_C015329,WGV33D_MAIN_F0341_C015423,2,4.1692,0.1472,0,0.666667,0.428571,0.249257,weak_local_continuity,multi_predecessor:WGV33D_MAIN_F0341_C015423,gap=2;dilated_overlap=0.667,
WGV33D_EDGE_036364,WGV33D_MAIN_F0339_C015330,WGV33D_MAIN_F0340_C015373,1,-4.6613,23.6165,0,0,1.333333,-0.402506,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015330;multi_predecessor:WGV33D_MAIN_F0340_C015373,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036365,WGV33D_MAIN_F0339_C015330,WGV33D_MAIN_F0340_C015374,1,3.3386,26.0694,0,0,2,-0.360026,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015330;multi_predecessor:WGV33D_MAIN_F0340_C015374,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036366,WGV33D_MAIN_F0339_C015330,WGV33D_MAIN_F0341_C015421,2,-4.1901,22.7033,0,0,0.666667,0.948568,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015330;multi_predecessor:WGV33D_MAIN_F0341_C015421,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036367,WGV33D_MAIN_F0339_C015330,WGV33D_MAIN_F0341_C015422,2,-0.664,-1.2967,0.666667,1,1,-0.011718,weak_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015330;multi_predecessor:WGV33D_MAIN_F0341_C015422,gap=2;dilated_overlap=1,
WGV33D_EDGE_036368,WGV33D_MAIN_F0339_C015330,WGV33D_MAIN_F0341_C015424,2,1.8468,63.625,0,0,1.333333,-1.076823,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015330;multi_predecessor:WGV33D_MAIN_F0341_C015424,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036369,WGV33D_MAIN_F0339_C015331,WGV33D_MAIN_F0340_C015374,1,0.8355,0.012,0.833333,1,1,0.365885,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015331;multi_predecessor:WGV33D_MAIN_F0340_C015374,gap=1;dilated_overlap=1,
WGV33D_EDGE_036370,WGV33D_MAIN_F0339_C015331,WGV33D_MAIN_F0341_C015422,2,-3.1671,-27.3541,0,0,0.5,0.714193,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015331;multi_predecessor:WGV33D_MAIN_F0341_C015422,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036371,WGV33D_MAIN_F0339_C015331,WGV33D_MAIN_F0341_C015424,2,-0.6563,37.5676,0,0,0.666667,-0.350912,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015331;multi_predecessor:WGV33D_MAIN_F0341_C015424,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036372,WGV33D_MAIN_F0339_C015332,WGV33D_MAIN_F0340_C015375,1,-0.0215,0,1,1,1,0.449219,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015332;multi_predecessor:WGV33D_MAIN_F0340_C015375,gap=1;dilated_overlap=1,
WGV33D_EDGE_036373,WGV33D_MAIN_F0339_C015332,WGV33D_MAIN_F0340_C015376,1,3.3747,-11.0759,0,0.125,2.666667,0.242513,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015332;multi_predecessor:WGV33D_MAIN_F0340_C015376,gap=1;dilated_overlap=0.125,low overlap or multiple plausible successors
WGV33D_EDGE_036374,WGV33D_MAIN_F0339_C015332,WGV33D_MAIN_F0341_C015424,2,-0.4766,-39.0783,0,0,1.333333,-0.240886,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015332;multi_predecessor:WGV33D_MAIN_F0341_C015424,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036375,WGV33D_MAIN_F0339_C015332,WGV33D_MAIN_F0341_C015425,2,-0.4669,0,1,1,1.333333,0.50765,weak_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015332;multi_predecessor:WGV33D_MAIN_F0341_C015425,gap=2;dilated_overlap=1,
WGV33D_EDGE_036376,WGV33D_MAIN_F0339_C015332,WGV33D_MAIN_F0341_C015427,2,3.2655,-11.0936,0,0.25,2.666667,0.439046,weak_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015332;multi_predecessor:WGV33D_MAIN_F0341_C015427,gap=2;dilated_overlap=0.25,
WGV33D_EDGE_036377,WGV33D_MAIN_F0339_C015333,WGV33D_MAIN_F0340_C015375,1,0.4988,-38.0557,0,0,0.75,0.163737,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015333;multi_predecessor:WGV33D_MAIN_F0340_C015375,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036378,WGV33D_MAIN_F0339_C015333,WGV33D_MAIN_F0340_C015376,1,3.895,-49.1316,0,0,2,-0.042969,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015333;multi_predecessor:WGV33D_MAIN_F0340_C015376,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036379,WGV33D_MAIN_F0339_C015333,WGV33D_MAIN_F0341_C015425,2,0.0534,-38.0557,0,0,1,0.222168,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015333;multi_predecessor:WGV33D_MAIN_F0341_C015425,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036380,WGV33D_MAIN_F0339_C015333,WGV33D_MAIN_F0341_C015427,2,3.7858,-49.1493,0,0,2,0.153564,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015333;multi_predecessor:WGV33D_MAIN_F0341_C015427,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036381,WGV33D_MAIN_F0339_C015334,WGV33D_MAIN_F0340_C015377,1,2.1004,-0.6142,0,0.833333,1.5,0.602702,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015334,gap=1;dilated_overlap=0.833,
WGV33D_EDGE_036382,WGV33D_MAIN_F0339_C015334,WGV33D_MAIN_F0341_C015423,2,-1.7575,-16.5287,0,0.333333,0.75,0.418132,weak_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015334;multi_predecessor:WGV33D_MAIN_F0341_C015423,gap=2;dilated_overlap=0.333,
WGV33D_EDGE_036383,WGV33D_MAIN_F0339_C015334,WGV33D_MAIN_F0341_C015426,2,0.8031,-5.7943,0,1,0.5,0.090332,weak_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015334;multi_predecessor:WGV33D_MAIN_F0341_C015426,gap=2;dilated_overlap=1,
WGV33D_EDGE_036384,WGV33D_MAIN_F0339_C015335,WGV33D_MAIN_F0340_C015375,1,-4.0245,11.3461,0,0,0.5,0.412761,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015335;multi_predecessor:WGV33D_MAIN_F0340_C015375,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036385,WGV33D_MAIN_F0339_C015335,WGV33D_MAIN_F0340_C015376,1,-0.6283,0.2702,0.833333,1,1.333333,0.206055,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015335;multi_predecessor:WGV33D_MAIN_F0340_C015376,gap=1;dilated_overlap=1,
WGV33D_EDGE_036386,WGV33D_MAIN_F0339_C015335,WGV33D_MAIN_F0341_C015424,2,-4.4796,-27.7322,0,0,0.666667,-0.277344,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015335;multi_predecessor:WGV33D_MAIN_F0341_C015424,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036387,WGV33D_MAIN_F0339_C015335,WGV33D_MAIN_F0341_C015425,2,-4.4699,11.3461,0,0,0.666667,0.471192,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015335;multi_predecessor:WGV33D_MAIN_F0341_C015425,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036388,WGV33D_MAIN_F0339_C015335,WGV33D_MAIN_F0341_C015427,2,-0.7375,0.2525,0.833333,1,1.333333,0.402588,weak_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015335;multi_predecessor:WGV33D_MAIN_F0341_C015427,gap=2;dilated_overlap=1,
WGV33D_EDGE_036389,WGV33D_MAIN_F0339_C015336,WGV33D_MAIN_F0340_C015376,1,-4.1431,-23.0759,0,0,4,0.261719,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015336;multi_predecessor:WGV33D_MAIN_F0340_C015376,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036390,WGV33D_MAIN_F0339_C015336,WGV33D_MAIN_F0341_C015427,2,-4.2523,-23.0936,0,0,4,0.458252,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015336;multi_predecessor:WGV33D_MAIN_F0341_C015427,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036391,WGV33D_MAIN_F0339_C015338,WGV33D_MAIN_F0340_C015378,1,1.2154,-0.1268,0.75,0.966667,1.071429,0.366365,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015338;multi_predecessor:WGV33D_MAIN_F0340_C015378,gap=1;dilated_overlap=0.967,
WGV33D_EDGE_036392,WGV33D_MAIN_F0339_C015338,WGV33D_MAIN_F0341_C015428,2,0.4481,0.5034,0.807692,1,0.928571,0.50741,weak_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015338;multi_predecessor:WGV33D_MAIN_F0341_C015428,gap=2;dilated_overlap=1,
WGV33D_EDGE_036393,WGV33D_MAIN_F0339_C015340,WGV33D_MAIN_F0340_C015379,1,0.7715,1.9199,0.5,1,1,-0.261231,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015340;multi_predecessor:WGV33D_MAIN_F0340_C015379,gap=1;dilated_overlap=1,
WGV33D_EDGE_036394,WGV33D_MAIN_F0339_C015340,WGV33D_MAIN_F0341_C015429,2,-0.5739,4.4161,0.25,1,0.5,-0.473389,weak_local_continuity,multi_successor:WGV33D_MAIN_F0339_C015340;multi_predecessor:WGV33D_MAIN_F0341_C015429,gap=2;dilated_overlap=1,
WGV33D_EDGE_036395,WGV33D_MAIN_F0339_C015341,WGV33D_MAIN_F0341_C015430,2,-1.3769,2.6931,0.333333,1,1,1.656901,weak_local_continuity,,gap=2;dilated_overlap=1,
WGV33D_EDGE_036396,WGV33D_MAIN_F0340_C015361,WGV33D_MAIN_F0342_C015452,2,-0.6851,-3.1512,0.428571,1,1.142857,0.497,weak_local_continuity,,gap=2;dilated_overlap=1,
WGV33D_EDGE_036397,WGV33D_MAIN_F0340_C015362,WGV33D_MAIN_F0341_C015402,1,0.0679,-2.6593,0.5,1,1.25,-0.608105,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015362;multi_predecessor:WGV33D_MAIN_F0341_C015402,gap=1;dilated_overlap=1,
WGV33D_EDGE_036398,WGV33D_MAIN_F0340_C015362,WGV33D_MAIN_F0342_C015453,2,0.6622,-4.6098,0.5,1,1.5,-0.439941,weak_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015362;multi_predecessor:WGV33D_MAIN_F0342_C015453,gap=2;dilated_overlap=1,
WGV33D_EDGE_036399,WGV33D_MAIN_F0340_C015363,WGV33D_MAIN_F0341_C015405,1,5.3876,36,0,0,1.5,-0.085286,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015363;multi_predecessor:WGV33D_MAIN_F0341_C015405,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036400,WGV33D_MAIN_F0340_C015363,WGV33D_MAIN_F0342_C015454,2,-0.4951,-4,0,1,1.5,-0.586588,weak_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015363;multi_predecessor:WGV33D_MAIN_F0342_C015454,gap=2;dilated_overlap=1,
WGV33D_EDGE_036401,WGV33D_MAIN_F0340_C015363,WGV33D_MAIN_F0342_C015456,2,4.9889,36,0,0,1,-2.90625,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015363;multi_predecessor:WGV33D_MAIN_F0342_C015456,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036402,WGV33D_MAIN_F0340_C015364,WGV33D_MAIN_F0341_C015405,1,-0.1273,-4,0,1,1,1.950521,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015364;multi_predecessor:WGV33D_MAIN_F0341_C015405,gap=1;dilated_overlap=1,
WGV33D_EDGE_036403,WGV33D_MAIN_F0340_C015364,WGV33D_MAIN_F0341_C015406,1,-0.0249,36,0,0,1,-1.423177,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015364;multi_predecessor:WGV33D_MAIN_F0341_C015406,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036404,WGV33D_MAIN_F0340_C015364,WGV33D_MAIN_F0341_C015408,1,1.4997,16,0,0,0.666667,-1.42806,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015364;multi_predecessor:WGV33D_MAIN_F0341_C015408,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036405,WGV33D_MAIN_F0340_C015364,WGV33D_MAIN_F0341_C015410,1,4.4323,40,0,0,0.666667,0.680339,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015364;multi_predecessor:WGV33D_MAIN_F0341_C015410,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036406,WGV33D_MAIN_F0340_C015364,WGV33D_MAIN_F0342_C015456,2,-0.526,-4,0,1,0.666667,-0.870443,weak_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015364;multi_predecessor:WGV33D_MAIN_F0342_C015456,gap=2;dilated_overlap=1,
WGV33D_EDGE_036407,WGV33D_MAIN_F0340_C015364,WGV33D_MAIN_F0342_C015458,2,1.9703,14.0276,0,0,0.666667,-2.826497,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015364;multi_predecessor:WGV33D_MAIN_F0342_C015458,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036408,WGV33D_MAIN_F0340_C015364,WGV33D_MAIN_F0342_C015459,2,4.4114,36,0,0,0.666667,-0.786458,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015364;multi_predecessor:WGV33D_MAIN_F0342_C015459,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036409,WGV33D_MAIN_F0340_C015365,WGV33D_MAIN_F0341_C015405,1,-3.1143,-44,0,0,0.333333,3.390191,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015365;multi_predecessor:WGV33D_MAIN_F0341_C015405,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036410,WGV33D_MAIN_F0340_C015365,WGV33D_MAIN_F0341_C015406,1,-3.0119,-4,0,1,0.333333,0.016493,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015365;multi_predecessor:WGV33D_MAIN_F0341_C015406,gap=1;dilated_overlap=1,
WGV33D_EDGE_036411,WGV33D_MAIN_F0340_C015365,WGV33D_MAIN_F0341_C015408,1,-1.4873,-24,0,0,0.222222,0.01161,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015365;multi_predecessor:WGV33D_MAIN_F0341_C015408,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_036412,WGV33D_MAIN_F0340_C015365,WGV33D_MAIN_F0341_C015410,1,1.4453,0,1,1,0.222222,2.120009,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0340_C015365;multi_predecessor:WGV33D_MAIN_F0341_C015410,gap=1;dilated_overlap=1,
