competition_id,extraction_profile,from_component_id,from_sar_frame,candidate_successor_count,selected_successor_id,best_edge_score,second_edge_score,score_gap,candidate_successor_ids,competition_status
WGV34A_COMP_balanced_physical_path_005713,balanced_physical_path,WGV33D_MAIN_F0545_C022507,545,1,WGV33D_MAIN_F0546_C022538,0.6914914,,,WGV33D_MAIN_F0546_C022538,single_successor
WGV34A_COMP_balanced_physical_path_005714,balanced_physical_path,WGV33D_MAIN_F0545_C022508,545,2,WGV33D_MAIN_F0546_C022540,0.80440022,0.70814179,0.09625843,WGV33D_MAIN_F0546_C022540;WGV33D_MAIN_F0547_C022569,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005715,balanced_physical_path,WGV33D_MAIN_F0545_C022512,545,2,WGV33D_MAIN_F0546_C022543,0.69372342,0.6757808,0.01794262,WGV33D_MAIN_F0546_C022543;WGV33D_MAIN_F0547_C022575,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005716,balanced_physical_path,WGV33D_MAIN_F0546_C022530,546,2,WGV33D_MAIN_F0548_C022593,0.75214232,0.74291077,0.00923155,WGV33D_MAIN_F0548_C022593;WGV33D_MAIN_F0547_C022559,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005717,balanced_physical_path,WGV33D_MAIN_F0546_C022532,546,1,WGV33D_MAIN_F0548_C022595,0.79152135,,,WGV33D_MAIN_F0548_C022595,single_successor
WGV34A_COMP_balanced_physical_path_005718,balanced_physical_path,WGV33D_MAIN_F0546_C022533,546,2,WGV33D_MAIN_F0547_C022562,0.57726097,0.56333934,0.01392163,WGV33D_MAIN_F0547_C022562;WGV33D_MAIN_F0548_C022596,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005719,balanced_physical_path,WGV33D_MAIN_F0546_C022538,546,2,WGV33D_MAIN_F0547_C022567,0.75982102,0.71192588,0.04789514,WGV33D_MAIN_F0547_C022567;WGV33D_MAIN_F0548_C022601,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005720,balanced_physical_path,WGV33D_MAIN_F0546_C022540,546,2,WGV33D_MAIN_F0547_C022569,0.78105845,0.7803121,0.00074635,WGV33D_MAIN_F0547_C022569;WGV33D_MAIN_F0548_C022602,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005721,balanced_physical_path,WGV33D_MAIN_F0546_C022542,546,3,WGV33D_MAIN_F0548_C022608,0.7984238,0.74705184,0.05137196,WGV33D_MAIN_F0548_C022608;WGV33D_MAIN_F0547_C022574;WGV33D_MAIN_F0548_C022607,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005722,balanced_physical_path,WGV33D_MAIN_F0546_C022543,546,2,WGV33D_MAIN_F0548_C022609,0.72220661,0.71423033,0.00797628,WGV33D_MAIN_F0548_C022609;WGV33D_MAIN_F0547_C022575,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005723,balanced_physical_path,WGV33D_MAIN_F0546_C022544,546,2,WGV33D_MAIN_F0547_C022576,0.71456296,0.56133578,0.15322718,WGV33D_MAIN_F0547_C022576;WGV33D_MAIN_F0548_C022608,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005724,balanced_physical_path,WGV33D_MAIN_F0547_C022559,547,2,WGV33D_MAIN_F0549_C022626,0.76776284,0.76158385,0.00617899,WGV33D_MAIN_F0549_C022626;WGV33D_MAIN_F0548_C022593,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005725,balanced_physical_path,WGV33D_MAIN_F0547_C022561,547,2,WGV33D_MAIN_F0549_C022627,0.72836212,0.63879755,0.08956457,WGV33D_MAIN_F0549_C022627;WGV33D_MAIN_F0548_C022595,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005726,balanced_physical_path,WGV33D_MAIN_F0547_C022562,547,1,WGV33D_MAIN_F0548_C022596,0.7918389,,,WGV33D_MAIN_F0548_C022596,single_successor
WGV34A_COMP_balanced_physical_path_005727,balanced_physical_path,WGV33D_MAIN_F0547_C022567,547,1,WGV33D_MAIN_F0548_C022601,0.67726917,,,WGV33D_MAIN_F0548_C022601,single_successor
WGV34A_COMP_balanced_physical_path_005728,balanced_physical_path,WGV33D_MAIN_F0547_C022569,547,2,WGV33D_MAIN_F0548_C022602,0.77966661,0.72392567,0.05574094,WGV33D_MAIN_F0548_C022602;WGV33D_MAIN_F0549_C022636,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005729,balanced_physical_path,WGV33D_MAIN_F0547_C022574,547,4,WGV33D_MAIN_F0548_C022608,0.71822327,0.71318213,0.00504114,WGV33D_MAIN_F0548_C022608;WGV33D_MAIN_F0549_C022643;WGV33D_MAIN_F0549_C022642;WGV33D_MAIN_F0548_C022607,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005730,balanced_physical_path,WGV33D_MAIN_F0547_C022575,547,2,WGV33D_MAIN_F0548_C022609,0.75724675,0.70165081,0.05559594,WGV33D_MAIN_F0548_C022609;WGV33D_MAIN_F0549_C022644,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005731,balanced_physical_path,WGV33D_MAIN_F0547_C022576,547,1,WGV33D_MAIN_F0549_C022645,0.77067054,,,WGV33D_MAIN_F0549_C022645,single_successor
WGV34A_COMP_balanced_physical_path_005732,balanced_physical_path,WGV33D_MAIN_F0548_C022593,548,2,WGV33D_MAIN_F0549_C022626,0.76077235,0.71403299,0.04673936,WGV33D_MAIN_F0549_C022626;WGV33D_MAIN_F0550_C022662,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005733,balanced_physical_path,WGV33D_MAIN_F0548_C022595,548,2,WGV33D_MAIN_F0549_C022627,0.77388984,0.76984059,0.00404925,WGV33D_MAIN_F0549_C022627;WGV33D_MAIN_F0550_C022663,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005734,balanced_physical_path,WGV33D_MAIN_F0548_C022596,548,2,WGV33D_MAIN_F0550_C022664,0.80906612,0.55069262,0.2583735,WGV33D_MAIN_F0550_C022664;WGV33D_MAIN_F0550_C022666,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005735,balanced_physical_path,WGV33D_MAIN_F0548_C022601,548,1,WGV33D_MAIN_F0549_C022635,0.76890965,,,WGV33D_MAIN_F0549_C022635,single_successor
WGV34A_COMP_balanced_physical_path_005736,balanced_physical_path,WGV33D_MAIN_F0548_C022602,548,1,WGV33D_MAIN_F0549_C022636,0.81510336,,,WGV33D_MAIN_F0549_C022636,single_successor
WGV34A_COMP_balanced_physical_path_005737,balanced_physical_path,WGV33D_MAIN_F0548_C022607,548,2,WGV33D_MAIN_F0550_C022674,0.76109277,0.7503796,0.01071317,WGV33D_MAIN_F0550_C022674;WGV33D_MAIN_F0549_C022642,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005738,balanced_physical_path,WGV33D_MAIN_F0548_C022608,548,2,WGV33D_MAIN_F0550_C022675,0.77003438,0.75906907,0.01096531,WGV33D_MAIN_F0550_C022675;WGV33D_MAIN_F0549_C022643,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005739,balanced_physical_path,WGV33D_MAIN_F0548_C022609,548,2,WGV33D_MAIN_F0549_C022644,0.73410011,0.70251538,0.03158473,WGV33D_MAIN_F0549_C022644;WGV33D_MAIN_F0550_C022676,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005740,balanced_physical_path,WGV33D_MAIN_F0549_C022626,549,1,WGV33D_MAIN_F0550_C022662,0.68696386,,,WGV33D_MAIN_F0550_C022662,single_successor
WGV34A_COMP_balanced_physical_path_005741,balanced_physical_path,WGV33D_MAIN_F0549_C022627,549,2,WGV33D_MAIN_F0551_C022694,0.74484687,0.73234704,0.01249983,WGV33D_MAIN_F0551_C022694;WGV33D_MAIN_F0550_C022663,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005742,balanced_physical_path,WGV33D_MAIN_F0549_C022629,549,1,WGV33D_MAIN_F0551_C022696,0.54413487,,,WGV33D_MAIN_F0551_C022696,single_successor
WGV34A_COMP_balanced_physical_path_005743,balanced_physical_path,WGV33D_MAIN_F0549_C022632,549,1,WGV33D_MAIN_F0550_C022669,0.81189414,,,WGV33D_MAIN_F0550_C022669,single_successor
WGV34A_COMP_balanced_physical_path_005744,balanced_physical_path,WGV33D_MAIN_F0549_C022640,549,1,WGV33D_MAIN_F0551_C022705,0.42277431,,,WGV33D_MAIN_F0551_C022705,single_successor
WGV34A_COMP_balanced_physical_path_005745,balanced_physical_path,WGV33D_MAIN_F0549_C022642,549,1,WGV33D_MAIN_F0550_C022674,0.72583059,,,WGV33D_MAIN_F0550_C022674,single_successor
WGV34A_COMP_balanced_physical_path_005746,balanced_physical_path,WGV33D_MAIN_F0549_C022643,549,1,WGV33D_MAIN_F0550_C022675,0.86849969,,,WGV33D_MAIN_F0550_C022675,single_successor
WGV34A_COMP_balanced_physical_path_005747,balanced_physical_path,WGV33D_MAIN_F0549_C022644,549,2,WGV33D_MAIN_F0550_C022676,0.75985845,0.72442663,0.03543182,WGV33D_MAIN_F0550_C022676;WGV33D_MAIN_F0551_C022706,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005748,balanced_physical_path,WGV33D_MAIN_F0549_C022645,549,1,WGV33D_MAIN_F0550_C022677,0.7775443,,,WGV33D_MAIN_F0550_C022677,single_successor
WGV34A_COMP_balanced_physical_path_005749,balanced_physical_path,WGV33D_MAIN_F0550_C022663,550,2,WGV33D_MAIN_F0551_C022694,0.72430058,0.66824239,0.05605819,WGV33D_MAIN_F0551_C022694;WGV33D_MAIN_F0552_C022728,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005750,balanced_physical_path,WGV33D_MAIN_F0550_C022666,550,2,WGV33D_MAIN_F0551_C022696,0.7978532,0.71801356,0.07983964,WGV33D_MAIN_F0551_C022696;WGV33D_MAIN_F0552_C022731,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005751,balanced_physical_path,WGV33D_MAIN_F0550_C022668,550,1,WGV33D_MAIN_F0552_C022735,0.78622832,,,WGV33D_MAIN_F0552_C022735,single_successor
WGV34A_COMP_balanced_physical_path_005752,balanced_physical_path,WGV33D_MAIN_F0550_C022669,550,1,WGV33D_MAIN_F0552_C022734,0.75141565,,,WGV33D_MAIN_F0552_C022734,single_successor
WGV34A_COMP_balanced_physical_path_005753,balanced_physical_path,WGV33D_MAIN_F0550_C022673,550,1,WGV33D_MAIN_F0551_C022705,0.72048132,,,WGV33D_MAIN_F0551_C022705,single_successor
WGV34A_COMP_balanced_physical_path_005754,balanced_physical_path,WGV33D_MAIN_F0550_C022676,550,1,WGV33D_MAIN_F0551_C022706,0.72021086,,,WGV33D_MAIN_F0551_C022706,single_successor
WGV34A_COMP_balanced_physical_path_005755,balanced_physical_path,WGV33D_MAIN_F0550_C022677,550,1,WGV33D_MAIN_F0552_C022743,0.78603575,,,WGV33D_MAIN_F0552_C022743,single_successor
WGV34A_COMP_balanced_physical_path_005756,balanced_physical_path,WGV33D_MAIN_F0551_C022692,551,2,WGV33D_MAIN_F0552_C022727,0.56607933,0.4669763,0.09910303,WGV33D_MAIN_F0552_C022727;WGV33D_MAIN_F0553_C022759,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005757,balanced_physical_path,WGV33D_MAIN_F0551_C022694,551,2,WGV33D_MAIN_F0553_C022762,0.73497317,0.64359746,0.09137571,WGV33D_MAIN_F0553_C022762;WGV33D_MAIN_F0552_C022728,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005758,balanced_physical_path,WGV33D_MAIN_F0551_C022696,551,2,WGV33D_MAIN_F0552_C022731,0.69050911,0.67926531,0.0112438,WGV33D_MAIN_F0552_C022731;WGV33D_MAIN_F0553_C022764,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005759,balanced_physical_path,WGV33D_MAIN_F0551_C022706,551,2,WGV33D_MAIN_F0552_C022744,0.76691957,0.67218341,0.09473616,WGV33D_MAIN_F0552_C022744;WGV33D_MAIN_F0553_C022772,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005760,balanced_physical_path,WGV33D_MAIN_F0552_C022727,552,2,WGV33D_MAIN_F0553_C022759,0.71930983,0.6449151,0.07439473,WGV33D_MAIN_F0553_C022759;WGV33D_MAIN_F0554_C022785,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005761,balanced_physical_path,WGV33D_MAIN_F0552_C022729,552,1,WGV33D_MAIN_F0554_C022789,0.5136055,,,WGV33D_MAIN_F0554_C022789,single_successor
WGV34A_COMP_balanced_physical_path_005762,balanced_physical_path,WGV33D_MAIN_F0552_C022731,552,2,WGV33D_MAIN_F0553_C022764,0.74643857,0.58312493,0.16331364,WGV33D_MAIN_F0553_C022764;WGV33D_MAIN_F0554_C022790,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005763,balanced_physical_path,WGV33D_MAIN_F0552_C022734,552,2,WGV33D_MAIN_F0554_C022794,0.79026165,0.78090393,0.00935772,WGV33D_MAIN_F0554_C022794;WGV33D_MAIN_F0553_C022766,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005764,balanced_physical_path,WGV33D_MAIN_F0552_C022740,552,1,WGV33D_MAIN_F0554_C022798,0.73707255,,,WGV33D_MAIN_F0554_C022798,single_successor
WGV34A_COMP_balanced_physical_path_005765,balanced_physical_path,WGV33D_MAIN_F0552_C022743,552,1,WGV33D_MAIN_F0554_C022799,0.7858457,,,WGV33D_MAIN_F0554_C022799,single_successor
WGV34A_COMP_balanced_physical_path_005766,balanced_physical_path,WGV33D_MAIN_F0552_C022744,552,1,WGV33D_MAIN_F0553_C022772,0.75970149,,,WGV33D_MAIN_F0553_C022772,single_successor
WGV34A_COMP_balanced_physical_path_005767,balanced_physical_path,WGV33D_MAIN_F0553_C022757,553,2,WGV33D_MAIN_F0554_C022783,0.72141744,0.64565516,0.07576228,WGV33D_MAIN_F0554_C022783;WGV33D_MAIN_F0555_C022817,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005768,balanced_physical_path,WGV33D_MAIN_F0553_C022758,553,1,WGV33D_MAIN_F0555_C022819,0.5283722,,,WGV33D_MAIN_F0555_C022819,single_successor
WGV34A_COMP_balanced_physical_path_005769,balanced_physical_path,WGV33D_MAIN_F0553_C022759,553,1,WGV33D_MAIN_F0554_C022785,0.66024648,,,WGV33D_MAIN_F0554_C022785,single_successor
WGV34A_COMP_balanced_physical_path_005770,balanced_physical_path,WGV33D_MAIN_F0553_C022762,553,2,WGV33D_MAIN_F0555_C022822,0.70227479,0.66803156,0.03424323,WGV33D_MAIN_F0555_C022822;WGV33D_MAIN_F0554_C022792,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005771,balanced_physical_path,WGV33D_MAIN_F0553_C022764,553,1,WGV33D_MAIN_F0554_C022790,0.62963399,,,WGV33D_MAIN_F0554_C022790,single_successor
WGV34A_COMP_balanced_physical_path_005772,balanced_physical_path,WGV33D_MAIN_F0553_C022766,553,2,WGV33D_MAIN_F0554_C022794,0.81415274,0.78797332,0.02617942,WGV33D_MAIN_F0554_C022794;WGV33D_MAIN_F0555_C022828,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005773,balanced_physical_path,WGV33D_MAIN_F0553_C022771,553,1,WGV33D_MAIN_F0555_C022832,0.74195587,,,WGV33D_MAIN_F0555_C022832,single_successor
WGV34A_COMP_balanced_physical_path_005774,balanced_physical_path,WGV33D_MAIN_F0554_C022783,554,2,WGV33D_MAIN_F0555_C022817,0.72305032,0.61890378,0.10414654,WGV33D_MAIN_F0555_C022817;WGV33D_MAIN_F0556_C022845,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005775,balanced_physical_path,WGV33D_MAIN_F0554_C022784,554,1,WGV33D_MAIN_F0556_C022846,0.69143522,,,WGV33D_MAIN_F0556_C022846,single_successor
WGV34A_COMP_balanced_physical_path_005776,balanced_physical_path,WGV33D_MAIN_F0554_C022785,554,1,WGV33D_MAIN_F0555_C022821,0.66255535,,,WGV33D_MAIN_F0555_C022821,single_successor
WGV34A_COMP_balanced_physical_path_005777,balanced_physical_path,WGV33D_MAIN_F0554_C022792,554,1,WGV33D_MAIN_F0556_C022850,0.68729389,,,WGV33D_MAIN_F0556_C022850,single_successor
WGV34A_COMP_balanced_physical_path_005778,balanced_physical_path,WGV33D_MAIN_F0554_C022794,554,1,WGV33D_MAIN_F0555_C022828,0.84160406,,,WGV33D_MAIN_F0555_C022828,single_successor
WGV34A_COMP_balanced_physical_path_005779,balanced_physical_path,WGV33D_MAIN_F0554_C022799,554,1,WGV33D_MAIN_F0556_C022863,0.78597034,,,WGV33D_MAIN_F0556_C022863,single_successor
WGV34A_COMP_balanced_physical_path_005780,balanced_physical_path,WGV33D_MAIN_F0555_C022817,555,2,WGV33D_MAIN_F0556_C022845,0.69910532,0.62619393,0.07291139,WGV33D_MAIN_F0556_C022845;WGV33D_MAIN_F0557_C022878,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005781,balanced_physical_path,WGV33D_MAIN_F0555_C022819,555,4,WGV33D_MAIN_F0557_C022879,0.66115407,0.65777269,0.00338138,WGV33D_MAIN_F0557_C022879;WGV33D_MAIN_F0556_C022847;WGV33D_MAIN_F0557_C022878;WGV33D_MAIN_F0556_C022845,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005782,balanced_physical_path,WGV33D_MAIN_F0555_C022822,555,2,WGV33D_MAIN_F0557_C022882,0.73782704,0.72505079,0.01277625,WGV33D_MAIN_F0557_C022882;WGV33D_MAIN_F0556_C022850,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005783,balanced_physical_path,WGV33D_MAIN_F0555_C022825,555,2,WGV33D_MAIN_F0557_C022884,0.83991205,0.7678127,0.07209935,WGV33D_MAIN_F0557_C022884;WGV33D_MAIN_F0556_C022853,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005784,balanced_physical_path,WGV33D_MAIN_F0555_C022829,555,2,WGV33D_MAIN_F0556_C022859,0.70832943,0.63162161,0.07670782,WGV33D_MAIN_F0556_C022859;WGV33D_MAIN_F0557_C022891,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005785,balanced_physical_path,WGV33D_MAIN_F0555_C022830,555,2,WGV33D_MAIN_F0556_C022860,0.71928202,0.67637328,0.04290874,WGV33D_MAIN_F0556_C022860;WGV33D_MAIN_F0557_C022890,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005786,balanced_physical_path,WGV33D_MAIN_F0555_C022831,555,1,WGV33D_MAIN_F0556_C022862,0.56497286,,,WGV33D_MAIN_F0556_C022862,single_successor
WGV34A_COMP_balanced_physical_path_005787,balanced_physical_path,WGV33D_MAIN_F0556_C022845,556,2,WGV33D_MAIN_F0557_C022878,0.72959585,0.70943185,0.020164,WGV33D_MAIN_F0557_C022878;WGV33D_MAIN_F0558_C022909,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005788,balanced_physical_path,WGV33D_MAIN_F0556_C022846,556,1,WGV33D_MAIN_F0558_C022910,0.65774746,,,WGV33D_MAIN_F0558_C022910,single_successor
WGV34A_COMP_balanced_physical_path_005789,balanced_physical_path,WGV33D_MAIN_F0556_C022847,556,1,WGV33D_MAIN_F0557_C022879,0.71262408,,,WGV33D_MAIN_F0557_C022879,single_successor
WGV34A_COMP_balanced_physical_path_005790,balanced_physical_path,WGV33D_MAIN_F0556_C022849,556,1,WGV33D_MAIN_F0557_C022881,0.6561085,,,WGV33D_MAIN_F0557_C022881,single_successor
WGV34A_COMP_balanced_physical_path_005791,balanced_physical_path,WGV33D_MAIN_F0556_C022850,556,2,WGV33D_MAIN_F0558_C022914,0.77272922,0.75498864,0.01774058,WGV33D_MAIN_F0558_C022914;WGV33D_MAIN_F0557_C022882,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005792,balanced_physical_path,WGV33D_MAIN_F0556_C022853,556,4,WGV33D_MAIN_F0558_C022919,0.78358495,0.70191134,0.08167361,WGV33D_MAIN_F0558_C022919;WGV33D_MAIN_F0557_C022884;WGV33D_MAIN_F0558_C022920;WGV33D_MAIN_F0557_C022886,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005793,balanced_physical_path,WGV33D_MAIN_F0556_C022860,556,1,WGV33D_MAIN_F0557_C022890,0.72459049,,,WGV33D_MAIN_F0557_C022890,single_successor
WGV34A_COMP_balanced_physical_path_005794,balanced_physical_path,WGV33D_MAIN_F0556_C022862,556,1,WGV33D_MAIN_F0558_C022926,0.63791314,,,WGV33D_MAIN_F0558_C022926,single_successor
WGV34A_COMP_balanced_physical_path_005795,balanced_physical_path,WGV33D_MAIN_F0557_C022878,557,2,WGV33D_MAIN_F0558_C022909,0.75413051,0.47109905,0.28303146,WGV33D_MAIN_F0558_C022909;WGV33D_MAIN_F0559_C022945,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005796,balanced_physical_path,WGV33D_MAIN_F0557_C022881,557,1,WGV33D_MAIN_F0558_C022913,0.53546842,,,WGV33D_MAIN_F0558_C022913,single_successor
WGV34A_COMP_balanced_physical_path_005797,balanced_physical_path,WGV33D_MAIN_F0557_C022882,557,2,WGV33D_MAIN_F0558_C022914,0.78758227,0.78722369,0.00035858,WGV33D_MAIN_F0558_C022914;WGV33D_MAIN_F0559_C022948,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005798,balanced_physical_path,WGV33D_MAIN_F0557_C022884,557,3,WGV33D_MAIN_F0558_C022919,0.68291793,0.58862476,0.09429317,WGV33D_MAIN_F0558_C022919;WGV33D_MAIN_F0559_C022952;WGV33D_MAIN_F0559_C022951,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005799,balanced_physical_path,WGV33D_MAIN_F0557_C022886,557,3,WGV33D_MAIN_F0558_C022920,0.68122078,0.59884388,0.0823769,WGV33D_MAIN_F0558_C022920;WGV33D_MAIN_F0559_C022952;WGV33D_MAIN_F0558_C022919,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005800,balanced_physical_path,WGV33D_MAIN_F0557_C022891,557,2,WGV33D_MAIN_F0558_C022925,0.68832421,0.66055757,0.02776664,WGV33D_MAIN_F0558_C022925;WGV33D_MAIN_F0559_C022957,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005801,balanced_physical_path,WGV33D_MAIN_F0558_C022909,558,2,WGV33D_MAIN_F0560_C022977,0.61940748,0.44045031,0.17895717,WGV33D_MAIN_F0560_C022977;WGV33D_MAIN_F0559_C022945,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005802,balanced_physical_path,WGV33D_MAIN_F0558_C022914,558,2,WGV33D_MAIN_F0559_C022948,0.79209498,0.77190336,0.02019162,WGV33D_MAIN_F0559_C022948;WGV33D_MAIN_F0560_C022980,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005803,balanced_physical_path,WGV33D_MAIN_F0558_C022915,558,1,WGV33D_MAIN_F0559_C022951,0.62954765,,,WGV33D_MAIN_F0559_C022951,single_successor
WGV34A_COMP_balanced_physical_path_005804,balanced_physical_path,WGV33D_MAIN_F0558_C022919,558,2,WGV33D_MAIN_F0559_C022952,0.67854988,0.50660349,0.17194639,WGV33D_MAIN_F0559_C022952;WGV33D_MAIN_F0560_C022982,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005805,balanced_physical_path,WGV33D_MAIN_F0558_C022920,558,1,WGV33D_MAIN_F0559_C022952,0.56828616,,,WGV33D_MAIN_F0559_C022952,single_successor
WGV34A_COMP_balanced_physical_path_005806,balanced_physical_path,WGV33D_MAIN_F0558_C022925,558,2,WGV33D_MAIN_F0560_C022988,0.68860485,0.67993899,0.00866586,WGV33D_MAIN_F0560_C022988;WGV33D_MAIN_F0559_C022957,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005807,balanced_physical_path,WGV33D_MAIN_F0558_C022926,558,2,WGV33D_MAIN_F0560_C022989,0.74137352,0.72038904,0.02098448,WGV33D_MAIN_F0560_C022989;WGV33D_MAIN_F0559_C022958,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005808,balanced_physical_path,WGV33D_MAIN_F0559_C022945,559,2,WGV33D_MAIN_F0560_C022977,0.69373616,0.6580593,0.03567686,WGV33D_MAIN_F0560_C022977;WGV33D_MAIN_F0561_C023007,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005809,balanced_physical_path,WGV33D_MAIN_F0559_C022948,559,2,WGV33D_MAIN_F0561_C023012,0.77715984,0.77012899,0.00703085,WGV33D_MAIN_F0561_C023012;WGV33D_MAIN_F0560_C022980,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005810,balanced_physical_path,WGV33D_MAIN_F0559_C022951,559,1,WGV33D_MAIN_F0560_C022982,0.58446957,,,WGV33D_MAIN_F0560_C022982,single_successor
WGV34A_COMP_balanced_physical_path_005811,balanced_physical_path,WGV33D_MAIN_F0559_C022952,559,1,WGV33D_MAIN_F0561_C023014,0.63794276,,,WGV33D_MAIN_F0561_C023014,single_successor
WGV34A_COMP_balanced_physical_path_005812,balanced_physical_path,WGV33D_MAIN_F0559_C022957,559,2,WGV33D_MAIN_F0560_C022988,0.73797984,0.65621921,0.08176063,WGV33D_MAIN_F0560_C022988;WGV33D_MAIN_F0561_C023021,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005813,balanced_physical_path,WGV33D_MAIN_F0559_C022958,559,2,WGV33D_MAIN_F0560_C022989,0.76420708,0.71851855,0.04568853,WGV33D_MAIN_F0560_C022989;WGV33D_MAIN_F0561_C023022,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005814,balanced_physical_path,WGV33D_MAIN_F0560_C022976,560,2,WGV33D_MAIN_F0562_C023041,0.65200896,0.63014168,0.02186728,WGV33D_MAIN_F0562_C023041;WGV33D_MAIN_F0562_C023042,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005815,balanced_physical_path,WGV33D_MAIN_F0560_C022977,560,1,WGV33D_MAIN_F0561_C023007,0.6598413,,,WGV33D_MAIN_F0561_C023007,single_successor
WGV34A_COMP_balanced_physical_path_005816,balanced_physical_path,WGV33D_MAIN_F0560_C022980,560,2,WGV33D_MAIN_F0562_C023046,0.75433145,0.74912894,0.00520251,WGV33D_MAIN_F0562_C023046;WGV33D_MAIN_F0561_C023012,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005817,balanced_physical_path,WGV33D_MAIN_F0560_C022982,560,1,WGV33D_MAIN_F0561_C023014,0.54020376,,,WGV33D_MAIN_F0561_C023014,single_successor
WGV34A_COMP_balanced_physical_path_005818,balanced_physical_path,WGV33D_MAIN_F0560_C022988,560,2,WGV33D_MAIN_F0561_C023021,0.67562749,0.65954719,0.0160803,WGV33D_MAIN_F0561_C023021;WGV33D_MAIN_F0562_C023059,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005819,balanced_physical_path,WGV33D_MAIN_F0560_C022989,560,2,WGV33D_MAIN_F0561_C023022,0.75227192,0.7018217,0.05045022,WGV33D_MAIN_F0561_C023022;WGV33D_MAIN_F0562_C023060,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005820,balanced_physical_path,WGV33D_MAIN_F0561_C023004,561,2,WGV33D_MAIN_F0563_C023078,0.77550755,0.70479772,0.07070983,WGV33D_MAIN_F0563_C023078;WGV33D_MAIN_F0562_C023041,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005821,balanced_physical_path,WGV33D_MAIN_F0561_C023006,561,3,WGV33D_MAIN_F0563_C023078,0.70916624,0.68167726,0.02748898,WGV33D_MAIN_F0563_C023078;WGV33D_MAIN_F0562_C023042;WGV33D_MAIN_F0562_C023041,multi_successor_competition
WGV34A_COMP_balanced_physical_path_005822,balanced_physical_path,WGV33D_MAIN_F0561_C023007,561,1,WGV33D_MAIN_F0562_C023043,0.62608749,,,WGV33D_MAIN_F0562_C023043,single_successor
