family_id,sar_frame,member_response_box_ids,member_core_subgraph_ids,family_relation,member_count,family_common_core_atom_ids,family_common_core_bbox,family_common_core_status,family_conservative_bbox,family_conservative_bbox_status,family_member_bbox_variants,family_uncertain_envelope,family_center_dispersion_px,family_width_range_px,family_height_range_px,family_pairwise_min_iou,family_pairwise_max_center_distance_px,family_boundary_reason_cn,generation_provenance
R21R1F00136,278,R21B00204;R21B00207,R21C00204;R21C00207,high_iou_boundary_family,2,R21A00154,"1121,1140,1277,1236",available_shared_atoms,,multiple_valid_bbox_variants,"1121,1140,1277,1236 | 1121,1140,1277,1266","1121,1140,1289,1266",15,156-156,96-126,0.761905,15,族内边界高度重叠但存在多个合法变体；本轮保留多边界，不强行排序。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00137,278,R21B00205,R21C00205,single_member_family,1,R21A00155,"1163,1212,1217,1266",available_single_member_core,"1163,1212,1217,1266",single_consensus_bbox,"1163,1212,1217,1266","1121,1140,1277,1266",0,54-54,54-54,1,0,族内成员共享同一个保守响应边界，保守框可作为族级 raw/eval 对象。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00138,278,R21B00206,R21C00206,single_member_family,1,R21A00156,"1277,1140,1289,1158",available_single_member_core,"1277,1140,1289,1158",single_consensus_bbox,"1277,1140,1289,1158","1121,1140,1289,1236",0,12-12,18-18,1,0,族内成员共享同一个保守响应边界，保守框可作为族级 raw/eval 对象。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00139,279,R21B00208;R21B00212,R21C00208;R21C00212,high_iou_boundary_family,2,R21A00157,"1115,1140,1283,1236",available_shared_atoms,,multiple_valid_bbox_variants,"1115,1140,1283,1236 | 1115,1140,1283,1266","1115,1140,1313,1266",15,168-168,96-126,0.761905,15,族内边界高度重叠但存在多个合法变体；本轮保留多边界，不强行排序。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00140,279,R21B00209,R21C00209,single_member_family,1,R21A00158,"1163,1212,1217,1266",available_single_member_core,"1163,1212,1217,1266",single_consensus_bbox,"1163,1212,1217,1266","1115,1140,1283,1266",0,54-54,54-54,1,0,族内成员共享同一个保守响应边界，保守框可作为族级 raw/eval 对象。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00141,279,R21B00210,R21C00210,single_member_family,1,R21A00159,"1259,1140,1289,1158",available_single_member_core,"1259,1140,1289,1158",single_consensus_bbox,"1259,1140,1289,1158","1115,1140,1313,1236",0,30-30,18-18,1,0,族内成员共享同一个保守响应边界，保守框可作为族级 raw/eval 对象。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00142,279,R21B00211,R21C00211,single_member_family,1,R21A00160,"1289,1170,1313,1200",available_single_member_core,"1289,1170,1313,1200",single_consensus_bbox,"1289,1170,1313,1200","1115,1140,1313,1236",0,24-24,30-30,1,0,族内成员共享同一个保守响应边界，保守框可作为族级 raw/eval 对象。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00143,280,R21B00213;R21B00216,R21C00213;R21C00216,high_iou_boundary_family,2,R21A00161,"1115,1140,1277,1236",available_shared_atoms,,multiple_valid_bbox_variants,"1115,1140,1277,1236 | 1115,1140,1277,1266","1115,1140,1277,1266",15,162-162,96-126,0.761905,15,族内边界高度重叠但存在多个合法变体；本轮保留多边界，不强行排序。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00144,280,R21B00214,R21C00214,single_member_family,1,R21A00162,"1163,1212,1223,1266",available_single_member_core,"1163,1212,1223,1266",single_consensus_bbox,"1163,1212,1223,1266","1115,1140,1277,1266",0,60-60,54-54,1,0,族内成员共享同一个保守响应边界，保守框可作为族级 raw/eval 对象。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00145,280,R21B00215,R21C00215,single_member_family,1,R21A00163,"1265,1146,1277,1158",available_single_member_core,"1265,1146,1277,1158",single_consensus_bbox,"1265,1146,1277,1158","1115,1140,1277,1236",0,12-12,12-12,1,0,族内成员共享同一个保守响应边界，保守框可作为族级 raw/eval 对象。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00146,281,R21B00217;R21B00219;R21B00221;R21B00222;R21B00224,R21C00217;R21C00219;R21C00221;R21C00222;R21C00224,nested_same_core_family,5,R21A00164,"1115,1140,1283,1236",available_high_frequency_core,,common_core_only,"1115,1140,1283,1236 | 1271,1200,1283,1230 | 1115,1140,1283,1266","1115,1140,1301,1266",82.540899,12-168,30-126,0.017007,82.540899,族内成员共享核心结构，但保守边界存在不可排序差异；以共有核心解释，不输出单一保守框。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00147,281,R21B00218;R21B00223,R21C00218;R21C00223,nested_same_core_family,2,R21A00165,"1169,1212,1223,1266",available_shared_atoms,,common_core_only,"1169,1212,1223,1266 | 1169,1200,1283,1266","1115,1140,1301,1266",30.594117,54-114,54-66,0.38756,30.594117,族内成员共享核心结构，但保守边界存在不可排序差异；以共有核心解释，不输出单一保守框。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00148,281,R21B00220,R21C00220,single_member_family,1,R21A00167,"1265,1140,1301,1158",available_single_member_core,"1265,1140,1301,1158",single_consensus_bbox,"1265,1140,1301,1158","1115,1140,1301,1236",0,36-36,18-18,1,0,族内成员共享同一个保守响应边界，保守框可作为族级 raw/eval 对象。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00149,284,R21B00225;R21B00230,R21C00225;R21C00230,high_iou_boundary_family,2,R21A00168,"1115,1140,1301,1236",available_shared_atoms,,multiple_valid_bbox_variants,"1115,1140,1301,1236 | 1115,1140,1301,1266","1115,1140,1331,1266",15,186-186,96-126,0.761905,15,族内边界高度重叠但存在多个合法变体；本轮保留多边界，不强行排序。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00150,284,R21B00226,R21C00226,single_member_family,1,R21A00169,"1175,1206,1235,1266",available_single_member_core,"1175,1206,1235,1266",single_consensus_bbox,"1175,1206,1235,1266","1115,1140,1301,1266",0,60-60,60-60,1,0,族内成员共享同一个保守响应边界，保守框可作为族级 raw/eval 对象。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00151,284,R21B00227,R21C00227,single_member_family,1,R21A00170,"1283,1200,1289,1218",available_single_member_core,"1283,1200,1289,1218",single_consensus_bbox,"1283,1200,1289,1218","1115,1140,1331,1266",0,6-6,18-18,1,0,族内成员共享同一个保守响应边界，保守框可作为族级 raw/eval 对象。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00152,284,R21B00228,R21C00228,single_member_family,1,R21A00171,"1301,1140,1307,1146",available_single_member_core,"1301,1140,1307,1146",single_consensus_bbox,"1301,1140,1307,1146","1115,1140,1331,1236",0,6-6,6-6,1,0,族内成员共享同一个保守响应边界，保守框可作为族级 raw/eval 对象。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00153,284,R21B00229,R21C00229,single_member_family,1,R21A00172,"1319,1194,1331,1200",available_single_member_core,"1319,1194,1331,1200",single_consensus_bbox,"1319,1194,1331,1200","1115,1140,1331,1236",0,12-12,6-6,1,0,族内成员共享同一个保守响应边界，保守框可作为族级 raw/eval 对象。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00154,288,R21B00231;R21B00235,R21C00231;R21C00235,high_iou_boundary_family,2,R21A00173,"1146,1138,1308,1228",available_shared_atoms,,multiple_valid_bbox_variants,"1146,1138,1308,1228 | 1146,1138,1308,1240","1146,1138,1308,1270",6,162-162,90-102,0.882353,6,族内边界高度重叠但存在多个合法变体；本轮保留多边界，不强行排序。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00155,288,R21B00232,R21C00232,single_member_family,1,R21A00174,"1200,1192,1224,1240",available_single_member_core,"1200,1192,1224,1240",single_consensus_bbox,"1200,1192,1224,1240","1146,1138,1308,1270",0,24-24,48-48,1,0,族内成员共享同一个保守响应边界，保守框可作为族级 raw/eval 对象。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00156,288,R21B00233,R21C00233,single_member_family,1,R21A00175,"1230,1228,1248,1240",available_single_member_core,"1230,1228,1248,1240",single_consensus_bbox,"1230,1228,1248,1240","1146,1138,1308,1270",0,18-18,12-12,1,0,族内成员共享同一个保守响应边界，保守框可作为族级 raw/eval 对象。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00157,288,R21B00234,R21C00234,single_member_family,1,R21A00176,"1170,1246,1206,1270",available_single_member_core,"1170,1246,1206,1270",single_consensus_bbox,"1170,1246,1206,1270","1146,1138,1308,1270",0,36-36,24-24,1,0,族内成员共享同一个保守响应边界，保守框可作为族级 raw/eval 对象。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00158,289,R21B00236;R21B00241;R21B00242,R21C00236;R21C00241;R21C00242,nested_same_core_family,3,R21A00177,"1146,1138,1308,1228",available_shared_atoms,,common_core_only,"1146,1138,1308,1228 | 1146,1138,1308,1240 | 1146,1138,1308,1270","1146,1138,1344,1270",21,162-162,90-132,0.681818,21,族内成员共享核心结构，但保守边界存在不可排序差异；以共有核心解释，不输出单一保守框。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00159,289,R21B00237;R21B00243,R21C00237;R21C00243,nested_same_core_family,2,R21A00178,"1200,1210,1224,1240",available_shared_atoms,,common_core_only,"1200,1210,1224,1240 | 1146,1210,1224,1270","1146,1138,1308,1270",30.88689,24-78,30-60,0.153846,30.88689,族内成员共享核心结构，但保守边界存在不可排序差异；以共有核心解释，不输出单一保守框。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00160,289,R21B00238,R21C00238,single_member_family,1,R21A00179,"1146,1246,1206,1270",available_single_member_core,"1146,1246,1206,1270",single_consensus_bbox,"1146,1246,1206,1270","1146,1138,1308,1270",0,60-60,24-24,1,0,族内成员共享同一个保守响应边界，保守框可作为族级 raw/eval 对象。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00161,289,R21B00239,R21C00239,single_member_family,1,R21A00180,"1242,1228,1248,1240",available_single_member_core,"1242,1228,1248,1240",single_consensus_bbox,"1242,1228,1248,1240","1146,1138,1308,1270",0,6-6,12-12,1,0,族内成员共享同一个保守响应边界，保守框可作为族级 raw/eval 对象。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00162,289,R21B00240,R21C00240,single_member_family,1,R21A00181,"1320,1138,1344,1150",available_single_member_core,"1320,1138,1344,1150",single_consensus_bbox,"1320,1138,1344,1150","1146,1138,1344,1228",0,24-24,12-12,1,0,族内成员共享同一个保守响应边界，保守框可作为族级 raw/eval 对象。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00163,290,R21B00244;R21B00247;R21B00248;R21B00250,R21C00244;R21C00247;R21C00248;R21C00250,nested_same_core_family,4,R21A00182,"1146,1138,1314,1228",available_shared_atoms,,common_core_only,"1146,1138,1314,1228 | 1146,1138,1314,1240 | 1146,1138,1314,1282","1146,1138,1314,1282",27,168-168,90-144,0.625,27,族内成员共享核心结构，但保守边界存在不可排序差异；以共有核心解释，不输出单一保守框。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00164,290,R21B00245;R21B00249,R21C00245;R21C00249,nested_same_core_family,2,R21A00183,"1206,1192,1236,1240",available_shared_atoms,,common_core_only,"1206,1192,1236,1240 | 1146,1192,1236,1282","1146,1138,1314,1282",36.619667,30-90,48-90,0.177778,36.619667,族内成员共享核心结构，但保守边界存在不可排序差异；以共有核心解释，不输出单一保守框。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
R21R1F00165,290,R21B00246,R21C00246,single_member_family,1,R21A00184,"1146,1246,1206,1282",available_single_member_core,"1146,1246,1206,1282",single_consensus_bbox,"1146,1246,1206,1282","1146,1138,1314,1282",0,60-60,36-36,1,0,族内成员共享同一个保守响应边界，保守框可作为族级 raw/eval 对象。,r2_1_r1_from_frozen_response_box_member_hypotheses_pairwise_complete_family
