independent_geometry_id,sar_frame,from_threshold_setting,to_threshold_setting,component_overlap_iou,high_threshold_contained_in_low_threshold,component_centroid_shift_m,component_area_retention_ratio,component_axis_change_deg,from_component_count,to_component_count,threshold_component_identity_status
GM019IG0189,276,positive_weight_q50,positive_weight_q70,0.526984,true,0.078448,0.526984,0.63238,88,66,COMPONENT_SPLIT_OR_MERGE
GM019IG0189,276,positive_weight_q70,positive_weight_q85,0,false,0.626523,0.337349,7.185183,66,37,COMPONENT_SPLIT_OR_MERGE
GM019IG0190,272,positive_weight_q50,positive_weight_q70,0.453416,true,0.091885,0.453416,36.517915,54,41,COMPONENT_SPLIT_OR_MERGE
GM019IG0190,272,positive_weight_q70,positive_weight_q85,0,false,0.619892,0.246575,47.739293,41,25,COMPONENT_SPLIT_OR_MERGE
GM019IG0191,272,positive_weight_q50,positive_weight_q70,0.246212,true,0.024288,0.246212,33.984505,53,40,COMPONENT_IDENTITY_SWITCH
GM019IG0191,272,positive_weight_q70,positive_weight_q85,0,false,0.271653,0.4,38.851017,40,30,COMPONENT_IDENTITY_SWITCH
GM019IG0192,273,positive_weight_q50,positive_weight_q70,0.717391,true,0.018867,0.717391,5.687208,32,25,COMPONENT_SPLIT_OR_MERGE
GM019IG0192,273,positive_weight_q70,positive_weight_q85,0,false,0.610463,0.242424,21.020068,25,18,COMPONENT_SPLIT_OR_MERGE
GM019IG0193,279,positive_weight_q50,positive_weight_q70,0.428571,true,0.066644,0.428571,78.98794,46,57,COMPONENT_SPLIT_OR_MERGE
GM019IG0193,279,positive_weight_q70,positive_weight_q85,0,false,0.670561,0.512821,10.655806,57,46,COMPONENT_SPLIT_OR_MERGE
GM019IG0194,77,positive_weight_q50,positive_weight_q70,0.252847,true,0.182025,0.252847,87.331707,69,84,SAME_COMPONENT_PERSISTENT
GM019IG0194,77,positive_weight_q70,positive_weight_q85,0.324324,true,0.079457,0.324324,29.328112,84,57,SAME_COMPONENT_PERSISTENT
GM019IG0195,269,positive_weight_q50,positive_weight_q70,0.302521,true,0.132394,0.302521,1.787893,15,10,SAME_COMPONENT_PERSISTENT
GM019IG0195,269,positive_weight_q70,positive_weight_q85,0.527778,true,0.0308,0.527778,23.265479,10,12,SAME_COMPONENT_PERSISTENT
GM019IG0196,281,positive_weight_q50,positive_weight_q70,0,false,0.61024,0.495868,56.331785,76,55,COMPONENT_SPLIT_OR_MERGE
GM019IG0196,281,positive_weight_q70,positive_weight_q85,0.466667,true,0.058593,0.466667,0.62984,55,44,COMPONENT_SPLIT_OR_MERGE
GM019IG0197,280,positive_weight_q50,positive_weight_q70,0.833333,true,0.007983,0.833333,5.331617,26,19,COMPONENT_SPLIT_OR_MERGE
GM019IG0197,280,positive_weight_q70,positive_weight_q85,0,false,0.15389,0.533333,19.082259,19,7,COMPONENT_SPLIT_OR_MERGE
GM019IG0198,273,positive_weight_q50,positive_weight_q70,0.193878,true,0.033783,0.193878,80.309418,22,21,COMPONENT_IDENTITY_SWITCH
GM019IG0198,273,positive_weight_q70,positive_weight_q85,0,false,0.29258,0.394737,56.872831,21,23,COMPONENT_IDENTITY_SWITCH
GM019IG0199,270,positive_weight_q50,positive_weight_q70,0.59375,true,0.0209,0.59375,3.945452,18,10,SAME_COMPONENT_PERSISTENT
GM019IG0199,270,positive_weight_q70,positive_weight_q85,0.315789,true,0.088731,0.315789,74.246422,10,11,SAME_COMPONENT_PERSISTENT
GM019IG0200,276,positive_weight_q50,positive_weight_q70,0.6,true,0.021566,0.6,24.68073,14,12,SAME_COMPONENT_PERSISTENT
GM019IG0200,276,positive_weight_q70,positive_weight_q85,0.714286,true,0.004597,0.714286,5.041258,12,7,SAME_COMPONENT_PERSISTENT
GM019IG0201,281,positive_weight_q50,positive_weight_q70,0.56087,true,0.090871,0.56087,5.403839,40,34,SAME_COMPONENT_PERSISTENT
GM019IG0201,281,positive_weight_q70,positive_weight_q85,0.612403,true,0.023096,0.612403,0.390673,34,12,SAME_COMPONENT_PERSISTENT
GM019IG0202,80,positive_weight_q50,positive_weight_q70,0.652893,true,0.020748,0.652893,21.50662,47,44,SAME_COMPONENT_PERSISTENT
GM019IG0202,80,positive_weight_q70,positive_weight_q85,0.481013,true,0.038778,0.481013,20.150411,44,22,SAME_COMPONENT_PERSISTENT
GM019IG0203,278,positive_weight_q50,positive_weight_q70,0.483871,true,0.051355,0.483871,27.80876,23,25,SAME_COMPONENT_PERSISTENT
GM019IG0203,278,positive_weight_q70,positive_weight_q85,0.333333,true,0.020204,0.333333,32.006896,25,14,SAME_COMPONENT_PERSISTENT
GM019IG0204,284,positive_weight_q50,positive_weight_q70,0.616667,true,0.016532,0.616667,0.866229,21,10,SAME_COMPONENT_PERSISTENT
GM019IG0204,284,positive_weight_q70,positive_weight_q85,0.648649,true,0.00777,0.648649,2.191457,10,4,SAME_COMPONENT_PERSISTENT
GM019IG0205,77,positive_weight_q50,positive_weight_q70,0.418919,true,0.077174,0.418919,22.736555,17,9,SAME_COMPONENT_PERSISTENT
GM019IG0205,77,positive_weight_q70,positive_weight_q85,0.629032,true,0.011982,0.629032,13.314755,9,3,SAME_COMPONENT_PERSISTENT
GM019IG0206,279,positive_weight_q50,positive_weight_q70,0.344498,true,0.133967,0.344498,5.363762,62,45,COMPONENT_SPLIT_OR_MERGE
GM019IG0206,279,positive_weight_q70,positive_weight_q85,0,false,0.782127,0.277778,10.080775,45,31,COMPONENT_SPLIT_OR_MERGE
GM019IG0207,79,positive_weight_q50,positive_weight_q70,0.689922,true,0.010674,0.689922,2.368216,14,6,COMPONENT_IDENTITY_SWITCH
GM019IG0207,79,positive_weight_q70,positive_weight_q85,0.213483,true,0.173949,0.213483,62.050393,6,6,COMPONENT_IDENTITY_SWITCH
GM019IG0208,78,positive_weight_q50,positive_weight_q70,0.638418,true,0.019813,0.638418,5.556317,25,11,SAME_COMPONENT_PERSISTENT
GM019IG0208,78,positive_weight_q70,positive_weight_q85,0.353982,true,0.069877,0.353982,24.620848,11,5,SAME_COMPONENT_PERSISTENT
GM019IG0209,77,positive_weight_q50,positive_weight_q70,0.29304,true,0.129472,0.29304,24.453103,72,64,SAME_COMPONENT_PERSISTENT
GM019IG0209,77,positive_weight_q70,positive_weight_q85,0.35,true,0.049276,0.35,0.516872,64,48,SAME_COMPONENT_PERSISTENT
GM019IG0210,284,positive_weight_q50,positive_weight_q70,0.566667,true,0.005931,0.566667,5.294137,2,1,SAME_COMPONENT_PERSISTENT
GM019IG0210,284,positive_weight_q70,positive_weight_q85,0.647059,true,0.001977,0.647059,0.490669,1,1,SAME_COMPONENT_PERSISTENT
GM019IG0211,81,positive_weight_q50,positive_weight_q70,0.543478,true,0.013053,0.543478,7.917102,7,6,SAME_COMPONENT_PERSISTENT
GM019IG0211,81,positive_weight_q70,positive_weight_q85,0.34,true,0.037439,0.34,35.983651,6,5,SAME_COMPONENT_PERSISTENT
GM019IG0212,78,positive_weight_q50,positive_weight_q70,0.401786,true,0.065166,0.401786,28.016913,42,45,SAME_COMPONENT_PERSISTENT
GM019IG0212,78,positive_weight_q70,positive_weight_q85,0.488889,true,0.038468,0.488889,24.500149,45,33,SAME_COMPONENT_PERSISTENT
GM019IG0213,80,positive_weight_q50,positive_weight_q70,0.193548,true,0.126801,0.193548,1.364685,26,29,COMPONENT_IDENTITY_SWITCH
GM019IG0213,80,positive_weight_q70,positive_weight_q85,0,false,0.150031,0.416667,28.473592,29,25,COMPONENT_IDENTITY_SWITCH
GM019IG0214,284,positive_weight_q50,positive_weight_q70,0.727273,true,0.00562,0.727273,1.68641,11,8,SAME_COMPONENT_PERSISTENT
GM019IG0214,284,positive_weight_q70,positive_weight_q85,0.708333,true,0.005592,0.708333,5.190451,8,2,SAME_COMPONENT_PERSISTENT
GM019IG0215,289,positive_weight_q50,positive_weight_q70,0.581395,true,0.042769,0.581395,43.314841,24,25,SAME_COMPONENT_PERSISTENT
GM019IG0215,289,positive_weight_q70,positive_weight_q85,0.62,true,0.007221,0.62,14.145309,25,14,SAME_COMPONENT_PERSISTENT
