pair_id,sar_frame,split,method,body_axis_proxy_deg,motion_heading_directed_deg,speed_px_per_sar_frame,along_track_residual_px,cross_track_residual_px,total_residual_px,support_frame_count,support_frames,posthoc_or_runtime,used_for_main_body_axis_proxy
WGV35A_PAIR_0159,378,posthoc_diagnosis,robust_median_displacement_direction,176.892686,-3.107314,3.791074,11.239725,1.352815,11.320845,17,370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386,posthoc_diagnostic,false
WGV35A_PAIR_0159,378,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,178.569795,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0162,379,posthoc_diagnosis,symmetric_local_line_tangent,178.270765,-1.729235,6.341135,5.876025,1.286974,6.015312,17,371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387,posthoc_diagnostic,true
WGV35A_PAIR_0162,379,posthoc_diagnosis,local_quadratic_tangent,178.270765,-1.729235,6.341135,5.843357,1.091291,5.944387,17,371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387,posthoc_diagnostic,false
WGV35A_PAIR_0162,379,posthoc_diagnosis,history_only_line_tangent,1.631956,1.631956,6.818225,5.322713,1.411027,5.506566,11,369;370;371;372;373;374;375;376;377;378;379,posthoc_diagnostic,false
WGV35A_PAIR_0162,379,posthoc_diagnosis,robust_median_displacement_direction,178.844014,-1.155986,3.866287,11.215475,1.351183,11.296574,17,371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387,posthoc_diagnostic,false
WGV35A_PAIR_0162,379,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,178.415445,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0165,380,posthoc_diagnosis,symmetric_local_line_tangent,177.441447,-2.558553,6.385459,5.989566,1.429161,6.15771,17,372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388,posthoc_diagnostic,true
WGV35A_PAIR_0165,380,posthoc_diagnosis,local_quadratic_tangent,177.441447,-2.558553,6.385459,5.642592,1.125341,5.753715,17,372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388,posthoc_diagnostic,false
WGV35A_PAIR_0165,380,posthoc_diagnosis,history_only_line_tangent,0.549057,0.549057,6.160242,5.066293,1.424994,5.262882,11,370;371;372;373;374;375;376;377;378;379;380,posthoc_diagnostic,false
WGV35A_PAIR_0165,380,posthoc_diagnosis,robust_median_displacement_direction,178.844014,-1.155986,3.866287,11.229299,1.532607,11.333404,17,372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388,posthoc_diagnostic,false
WGV35A_PAIR_0165,380,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,177.607337,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0168,381,posthoc_diagnosis,symmetric_local_line_tangent,177.189782,-2.810218,6.494603,5.909087,1.242248,6.038252,17,373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389,posthoc_diagnostic,true
WGV35A_PAIR_0168,381,posthoc_diagnosis,local_quadratic_tangent,177.189782,-2.810218,6.494603,5.689703,1.240502,5.823364,17,373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389,posthoc_diagnostic,false
WGV35A_PAIR_0168,381,posthoc_diagnosis,history_only_line_tangent,0.144914,0.144914,6.162529,5.070728,1.443523,5.272195,11,371;372;373;374;375;376;377;378;379;380;381,posthoc_diagnostic,false
WGV35A_PAIR_0168,381,posthoc_diagnosis,robust_median_displacement_direction,178.332285,-1.667715,2.680135,11.556799,1.889017,11.710166,17,373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389,posthoc_diagnostic,false
WGV35A_PAIR_0168,381,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,177.340286,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0170,382,posthoc_diagnosis,symmetric_local_line_tangent,177.070722,-2.929278,6.5801,5.845799,1.188095,5.965311,17,374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390,posthoc_diagnostic,true
WGV35A_PAIR_0170,382,posthoc_diagnosis,local_quadratic_tangent,177.070722,-2.929278,6.5801,5.724161,1.124281,5.833526,17,374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390,posthoc_diagnostic,false
WGV35A_PAIR_0170,382,posthoc_diagnosis,history_only_line_tangent,179.086051,-0.913949,5.508151,5.073245,1.511448,5.293608,11,372;373;374;375;376;377;378;379;380;381;382,posthoc_diagnostic,false
WGV35A_PAIR_0170,382,posthoc_diagnosis,robust_median_displacement_direction,174.462037,-5.537963,2.691563,11.520387,1.966607,11.687038,17,374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390,posthoc_diagnostic,false
WGV35A_PAIR_0170,382,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,177.060271,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0172,383,posthoc_diagnosis,symmetric_local_line_tangent,177.18545,-2.81455,6.540769,5.962773,1.2348,6.089285,17,375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391,posthoc_diagnostic,true
WGV35A_PAIR_0172,383,posthoc_diagnosis,local_quadratic_tangent,177.18545,-2.81455,6.540769,5.945067,0.956641,6.021544,17,375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391,posthoc_diagnostic,false
WGV35A_PAIR_0172,383,posthoc_diagnosis,history_only_line_tangent,177.239716,-2.760284,6.166992,6.178603,1.091957,6.274353,11,373;374;375;376;377;378;379;380;381;382;383,posthoc_diagnostic,false
WGV35A_PAIR_0172,383,posthoc_diagnosis,robust_median_displacement_direction,174.072372,-5.927628,2.515198,11.614026,1.839508,11.7588,17,375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391,posthoc_diagnostic,false
WGV35A_PAIR_0172,383,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,177.091533,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0175,384,posthoc_diagnosis,symmetric_local_line_tangent,177.425649,-2.574351,6.578706,5.950157,1.153314,6.0609,17,376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392,posthoc_diagnostic,true
WGV35A_PAIR_0175,384,posthoc_diagnosis,local_quadratic_tangent,177.425649,-2.574351,6.578706,5.916328,1.066126,6.011619,17,376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392,posthoc_diagnostic,false
WGV35A_PAIR_0175,384,posthoc_diagnosis,history_only_line_tangent,175.989435,-4.010565,5.958774,6.395277,0.861687,6.453067,11,374;375;376;377;378;379;380;381;382;383;384,posthoc_diagnostic,false
WGV35A_PAIR_0175,384,posthoc_diagnosis,robust_median_displacement_direction,176.804825,-3.195175,4.660245,11.259028,1.771208,11.397495,17,376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392,posthoc_diagnostic,false
WGV35A_PAIR_0175,384,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,177.366908,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0178,385,posthoc_diagnosis,symmetric_local_line_tangent,177.815862,-2.184138,6.484964,5.702824,1.183678,5.824371,17,377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393,posthoc_diagnostic,true
WGV35A_PAIR_0178,385,posthoc_diagnosis,local_quadratic_tangent,177.815862,-2.184138,6.484964,5.64586,1.071671,5.74667,17,377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393,posthoc_diagnostic,false
WGV35A_PAIR_0178,385,posthoc_diagnosis,history_only_line_tangent,175.641732,-4.358268,6.63185,6.836973,0.753888,6.878412,11,375;376;377;378;379;380;381;382;383;384;385,posthoc_diagnostic,false
WGV35A_PAIR_0178,385,posthoc_diagnosis,robust_median_displacement_direction,179.039619,-0.960381,4.653654,10.203561,1.926998,10.383929,17,377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393,posthoc_diagnostic,false
WGV35A_PAIR_0178,385,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,177.795016,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0180,386,posthoc_diagnosis,symmetric_local_line_tangent,178.378874,-1.621126,6.542528,5.447346,1.28184,5.596132,17,378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,true
WGV35A_PAIR_0180,386,posthoc_diagnosis,local_quadratic_tangent,178.378874,-1.621126,6.542528,5.241299,1.097822,5.355038,17,378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0180,386,posthoc_diagnosis,history_only_line_tangent,176.414565,-3.585435,6.783569,6.808091,0.615797,6.835884,11,376;377;378;379;380;381;382;383;384;385;386,posthoc_diagnostic,false
WGV35A_PAIR_0180,386,posthoc_diagnosis,robust_median_displacement_direction,179.039619,-0.960381,4.653654,9.883494,1.942012,10.07248,17,378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0180,386,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,178.345954,,,,,,29,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0181,387,posthoc_diagnosis,symmetric_local_line_tangent,178.837497,-1.162503,6.428171,5.461217,1.199227,5.591336,16,379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,true
WGV35A_PAIR_0181,387,posthoc_diagnosis,local_quadratic_tangent,179.054158,-0.945842,6.375007,5.366769,1.114716,5.481314,16,379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0181,387,posthoc_diagnosis,history_only_line_tangent,176.782568,-3.217432,6.286099,6.459051,0.634556,6.490146,11,377;378;379;380;381;382;383;384;385;386;387,posthoc_diagnostic,false
WGV35A_PAIR_0181,387,posthoc_diagnosis,robust_median_displacement_direction,1.474122,1.474122,2.759913,10.08298,2.031932,10.285681,16,379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0181,387,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,178.862908,,,,,,28,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0183,388,posthoc_diagnosis,symmetric_local_line_tangent,178.912559,-1.087441,6.554486,5.488146,1.237784,5.625998,15,380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,true
WGV35A_PAIR_0183,388,posthoc_diagnosis,local_quadratic_tangent,179.461633,-0.538367,6.310343,5.097606,1.143189,5.22422,15,380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0183,388,posthoc_diagnosis,history_only_line_tangent,176.078615,-3.921385,7.072913,5.748704,0.8871,5.816747,11,378;379;380;381;382;383;384;385;386;387;388,posthoc_diagnostic,false
WGV35A_PAIR_0183,388,posthoc_diagnosis,robust_median_displacement_direction,179.039619,-0.960381,4.653654,9.873431,1.970991,10.06824,15,380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0183,388,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,178.826546,,,,,,27,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0185,389,posthoc_diagnosis,symmetric_local_line_tangent,179.091584,-0.908416,6.438481,5.575845,1.273051,5.719327,14,381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,true
WGV35A_PAIR_0185,389,posthoc_diagnosis,local_quadratic_tangent,0.079026,0.079026,6.065333,5.272567,1.193615,5.405985,14,381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0185,389,posthoc_diagnosis,history_only_line_tangent,177.755559,-2.244441,6.85111,5.690054,1.129472,5.801071,11,379;380;381;382;383;384;385;386;387;388;389,posthoc_diagnostic,false
WGV35A_PAIR_0185,389,posthoc_diagnosis,robust_median_displacement_direction,175.296516,-4.703484,2.768323,10.516388,2.051661,10.71465,14,381;382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0185,389,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,178.924613,,,,,,26,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0188,390,posthoc_diagnosis,symmetric_local_line_tangent,179.492196,-0.507804,6.428327,5.782573,1.280586,5.922673,13,382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,true
WGV35A_PAIR_0188,390,posthoc_diagnosis,local_quadratic_tangent,0.752881,0.752881,5.723896,5.343181,1.257331,5.489122,13,382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0188,390,posthoc_diagnosis,history_only_line_tangent,178.148605,-1.851395,7.131932,5.283094,1.170966,5.411307,11,380;381;382;383;384;385;386;387;388;389;390,posthoc_diagnostic,false
WGV35A_PAIR_0188,390,posthoc_diagnosis,robust_median_displacement_direction,179.039619,-0.960381,4.653654,10.282445,2.09306,10.493311,13,382;383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0188,390,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,179.461441,,,,,,25,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0189,391,posthoc_diagnosis,symmetric_local_line_tangent,179.622805,-0.377195,5.984682,5.026594,1.333439,5.200452,12,383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,true
WGV35A_PAIR_0189,391,posthoc_diagnosis,local_quadratic_tangent,1.632552,1.632552,5.77444,4.98637,1.339785,5.163227,12,383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0189,391,posthoc_diagnosis,history_only_line_tangent,178.847232,-1.152768,6.584033,5.81399,1.23764,5.944261,11,381;382;383;384;385;386;387;388;389;390;391,posthoc_diagnostic,false
WGV35A_PAIR_0189,391,posthoc_diagnosis,robust_median_displacement_direction,175.296516,-4.703484,2.768323,9.216249,2.092211,9.450745,12,383;384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0189,391,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,179.478406,,,,,,24,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0192,392,posthoc_diagnosis,symmetric_local_line_tangent,179.960672,-0.039328,6.264506,4.912571,1.385786,5.104288,11,384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,true
WGV35A_PAIR_0192,392,posthoc_diagnosis,local_quadratic_tangent,3.008305,3.008305,4.941556,4.468051,1.452056,4.698078,11,384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0192,392,posthoc_diagnosis,history_only_line_tangent,178.703406,-1.296594,6.607492,5.813375,1.264659,5.949343,11,382;383;384;385;386;387;388;389;390;391;392,posthoc_diagnostic,false
WGV35A_PAIR_0192,392,posthoc_diagnosis,robust_median_displacement_direction,0.415581,0.415581,4.653122,8.057186,2.371132,8.39884,11,384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0192,392,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,0.041435,,,,,,23,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0193,393,posthoc_diagnosis,symmetric_local_line_tangent,0.422341,0.422341,5.655942,3.777653,1.446024,4.044953,10,385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,true
WGV35A_PAIR_0193,393,posthoc_diagnosis,local_quadratic_tangent,3.358947,3.358947,5.8079,3.729254,1.52855,4.03036,10,385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0193,393,posthoc_diagnosis,history_only_line_tangent,178.926654,-1.073346,6.247828,4.961723,1.282488,5.12479,11,383;384;385;386;387;388;389;390;391;392;393,posthoc_diagnostic,false
WGV35A_PAIR_0193,393,posthoc_diagnosis,robust_median_displacement_direction,7.434071,7.434071,2.782388,6.269861,3.052373,6.973388,10,385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0193,393,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,0.787059,,,,,,22,uncertainty_samples,posthoc_uncertainty_audit,false
WGV35A_PAIR_0195,394,posthoc_diagnosis,symmetric_local_line_tangent,0.889694,0.889694,5.91908,3.755868,1.525135,4.053712,9,386;387;388;389;390;391;392;393;394,posthoc_diagnostic,true
WGV35A_PAIR_0195,394,posthoc_diagnosis,local_quadratic_tangent,4.74667,4.74667,4.712547,3.576921,1.671001,3.947988,9,386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0195,394,posthoc_diagnosis,history_only_line_tangent,179.960672,-0.039328,6.264506,4.912571,1.385786,5.104288,11,384;385;386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0195,394,posthoc_diagnosis,robust_median_displacement_direction,6.546889,6.546889,4.683542,6.136446,3.151091,6.898213,9,386;387;388;389;390;391;392;393;394,posthoc_diagnostic,false
WGV35A_PAIR_0195,394,posthoc_diagnosis,leave_one_frame_out_plus_center_perturbation_uncertainty,1.301974,,,,,,21,uncertainty_samples,posthoc_uncertainty_audit,false
