plan_region_id,gt_pair_id,gt_instance_id,physical_vehicle_id,evaluation_pool,sar_frame,region_role,template_family,template_axis,template_operation,delta_m,rotation_deg,center_shift_range_m,center_shift_azimuth_m,edge_name,scale_axis,matched_background_offset_order,geometry_source,region_center_x,region_center_y,region_polygon_xy,gt_width_axis_image_deg,gt_long_axis_image_deg,mask_class,mask_context,linked_independent_geometry_ids,plan_stage_intensity_read,plan_stage_s1_r1_measurement_outcomes_read,background_selection_rule
WGV35A_PAIR_0209_S2A_010,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,center_shift,range,shift,-0.45,0,-0.45,0,,,,PLAN_STAGE_GEOMETRY_ONLY,1115.77,1221.74,"1046.71,1185.746;1184.83,1185.746;1184.83,1257.734;1046.71,1257.734",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_011,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,center_shift,range,shift,0.45,0,0.45,0,,,,PLAN_STAGE_GEOMETRY_ONLY,1105.83,1193.434,"1036.77,1157.44;1174.89,1157.44;1174.89,1229.428;1036.77,1229.428",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_012,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,center_shift,azimuth,shift,-0.45,0,0,-0.45,,,,PLAN_STAGE_GEOMETRY_ONLY,1096.647,1212.557,"1027.587,1176.563;1165.707,1176.563;1165.707,1248.551;1027.587,1248.551",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_013,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,center_shift,azimuth,shift,0.45,0,0,0.45,,,,PLAN_STAGE_GEOMETRY_ONLY,1124.953,1202.617,"1055.893,1166.623;1194.013,1166.623;1194.013,1238.611;1055.893,1238.611",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_014,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,diagonal_center_shift,range+azimuth,shift,0.15,0,-0.15,-0.15,,,,PLAN_STAGE_GEOMETRY_ONLY,1107.739,1213.961,"1038.679,1177.967;1176.799,1177.967;1176.799,1249.955;1038.679,1249.955",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_015,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,diagonal_center_shift,range+azimuth,shift,0.15,0,-0.15,0.15,,,,PLAN_STAGE_GEOMETRY_ONLY,1117.174,1210.648,"1048.114,1174.654;1186.234,1174.654;1186.234,1246.642;1048.114,1246.642",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_016,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,diagonal_center_shift,range+azimuth,shift,0.15,0,0.15,-0.15,,,,PLAN_STAGE_GEOMETRY_ONLY,1104.426,1204.526,"1035.366,1168.532;1173.486,1168.532;1173.486,1240.52;1035.366,1240.52",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_017,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,diagonal_center_shift,range+azimuth,shift,0.15,0,0.15,0.15,,,,PLAN_STAGE_GEOMETRY_ONLY,1113.861,1201.213,"1044.801,1165.219;1182.921,1165.219;1182.921,1237.207;1044.801,1237.207",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_018,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,diagonal_center_shift,range+azimuth,shift,0.3,0,-0.3,-0.3,,,,PLAN_STAGE_GEOMETRY_ONLY,1104.678,1220.336,"1035.618,1184.342;1173.738,1184.342;1173.738,1256.33;1035.618,1256.33",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_019,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,diagonal_center_shift,range+azimuth,shift,0.3,0,-0.3,0.3,,,,PLAN_STAGE_GEOMETRY_ONLY,1123.549,1213.709,"1054.489,1177.715;1192.609,1177.715;1192.609,1249.703;1054.489,1249.703",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_020,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,diagonal_center_shift,range+azimuth,shift,0.3,0,0.3,-0.3,,,,PLAN_STAGE_GEOMETRY_ONLY,1098.051,1201.465,"1028.991,1165.471;1167.111,1165.471;1167.111,1237.459;1028.991,1237.459",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_021,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,diagonal_center_shift,range+azimuth,shift,0.3,0,0.3,0.3,,,,PLAN_STAGE_GEOMETRY_ONLY,1116.922,1194.838,"1047.862,1158.844;1185.982,1158.844;1185.982,1230.832;1047.862,1230.832",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_022,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,single_boundary_shift,range_near,near_outward,-0.15,0,0,0,range_near,,,PLAN_STAGE_GEOMETRY_ONLY,1111.628,1209.946,"1058.561,1291.479;1019.235,1179.496;1164.696,1128.413;1204.022,1240.395",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_023,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,single_boundary_shift,range_near,near_inward,0.15,0,0,0,range_near,,,PLAN_STAGE_GEOMETRY_ONLY,1109.972,1205.228,"1055.247,1282.043;1019.235,1179.496;1164.696,1128.413;1200.709,1230.96",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_024,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,single_boundary_shift,range_far,far_inward,-0.15,0,0,0,range_far,,,PLAN_STAGE_GEOMETRY_ONLY,1111.628,1209.946,"1056.904,1286.761;1020.891,1184.214;1166.353,1133.131;1202.365,1235.678",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_025,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,single_boundary_shift,range_far,far_outward,0.15,0,0,0,range_far,,,PLAN_STAGE_GEOMETRY_ONLY,1109.972,1205.228,"1056.904,1286.761;1017.578,1174.779;1163.039,1123.695;1202.365,1235.678",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_026,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,single_boundary_shift,azimuth_left,left_outward,-0.15,0,0,0,azimuth_left,,,PLAN_STAGE_GEOMETRY_ONLY,1108.441,1208.415,"1052.186,1288.418;1014.517,1181.153;1164.696,1128.413;1202.365,1235.678",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_027,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,single_boundary_shift,azimuth_left,left_inward,0.15,0,0,0,azimuth_left,,,PLAN_STAGE_GEOMETRY_ONLY,1113.159,1206.759,"1061.622,1285.104;1023.952,1177.84;1164.696,1128.413;1202.365,1235.678",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_028,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,single_boundary_shift,azimuth_right,right_inward,-0.15,0,0,0,azimuth_right,,,PLAN_STAGE_GEOMETRY_ONLY,1108.441,1208.415,"1056.904,1286.761;1019.235,1179.496;1159.978,1130.07;1197.648,1237.334",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_029,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,single_boundary_shift,azimuth_right,right_outward,0.15,0,0,0,azimuth_right,,,PLAN_STAGE_GEOMETRY_ONLY,1113.159,1206.759,"1056.904,1286.761;1019.235,1179.496;1169.414,1126.756;1207.083,1234.021",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_030,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,single_boundary_shift,range_near,near_outward,-0.3,0,0,0,range_near,,,PLAN_STAGE_GEOMETRY_ONLY,1112.457,1212.305,"1060.217,1296.196;1019.235,1179.496;1164.696,1128.413;1205.679,1245.113",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_031,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,single_boundary_shift,range_near,near_inward,0.3,0,0,0,range_near,,,PLAN_STAGE_GEOMETRY_ONLY,1109.143,1202.869,"1053.591,1277.326;1019.235,1179.496;1164.696,1128.413;1199.052,1226.242",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_032,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,single_boundary_shift,range_far,far_inward,-0.3,0,0,0,range_far,,,PLAN_STAGE_GEOMETRY_ONLY,1112.457,1212.305,"1056.904,1286.761;1022.548,1188.932;1168.009,1137.848;1202.365,1235.678",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_033,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,single_boundary_shift,range_far,far_outward,0.3,0,0,0,range_far,,,PLAN_STAGE_GEOMETRY_ONLY,1109.143,1202.869,"1056.904,1286.761;1015.921,1170.061;1161.383,1118.978;1202.365,1235.678",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_034,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,single_boundary_shift,azimuth_left,left_outward,-0.3,0,0,0,azimuth_left,,,PLAN_STAGE_GEOMETRY_ONLY,1106.082,1209.244,"1047.469,1290.074;1009.8,1182.81;1164.696,1128.413;1202.365,1235.678",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_035,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,single_boundary_shift,azimuth_left,left_inward,0.3,0,0,0,azimuth_left,,,PLAN_STAGE_GEOMETRY_ONLY,1115.518,1205.93,"1066.339,1283.448;1028.67,1176.183;1164.696,1128.413;1202.365,1235.678",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_036,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,single_boundary_shift,azimuth_right,right_inward,-0.3,0,0,0,azimuth_right,,,PLAN_STAGE_GEOMETRY_ONLY,1106.082,1209.244,"1056.904,1286.761;1019.235,1179.496;1155.261,1131.726;1192.93,1238.991",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_037,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,single_boundary_shift,azimuth_right,right_outward,0.3,0,0,0,azimuth_right,,,PLAN_STAGE_GEOMETRY_ONLY,1115.518,1205.93,"1056.904,1286.761;1019.235,1179.496;1174.131,1125.1;1211.8,1232.364",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_038,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,scale_resize,range,resize,-0.15,0,0,0,,range,,PLAN_STAGE_GEOMETRY_ONLY,1110.8,1207.587,"1056.076,1284.402;1020.063,1181.855;1165.524,1130.772;1201.537,1233.319",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_039,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,scale_resize,range,resize,0.15,0,0,0,,range,,PLAN_STAGE_GEOMETRY_ONLY,1110.8,1207.587,"1057.732,1289.12;1018.406,1177.138;1163.868,1126.054;1203.194,1238.036",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_040,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,scale_resize,azimuth,resize,-0.15,0,0,0,,azimuth,,PLAN_STAGE_GEOMETRY_ONLY,1110.8,1207.587,"1059.263,1285.933;1021.593,1178.668;1162.337,1129.241;1200.007,1236.506",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_041,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,scale_resize,azimuth,resize,0.15,0,0,0,,azimuth,,PLAN_STAGE_GEOMETRY_ONLY,1110.8,1207.587,"1054.545,1287.589;1016.876,1180.325;1167.055,1127.585;1204.724,1234.849",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_042,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,scale_resize,range,resize,-0.3,0,0,0,,range,,PLAN_STAGE_GEOMETRY_ONLY,1110.8,1207.587,"1055.247,1282.043;1020.891,1184.214;1166.353,1133.131;1200.709,1230.96",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_043,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,scale_resize,range,resize,0.3,0,0,0,,range,,PLAN_STAGE_GEOMETRY_ONLY,1110.8,1207.587,"1058.561,1291.479;1017.578,1174.779;1163.039,1123.695;1204.022,1240.395",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_044,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,scale_resize,azimuth,resize,-0.3,0,0,0,,azimuth,,PLAN_STAGE_GEOMETRY_ONLY,1110.8,1207.587,"1061.622,1285.104;1023.952,1177.84;1159.978,1130.07;1197.648,1237.334",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
WGV35A_PAIR_0209_S2A_045,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,PRIMARY_EXACT_LINK,238,counterfactual,scale_resize,azimuth,resize,0.3,0,0,0,,azimuth,,PLAN_STAGE_GEOMETRY_ONLY,1110.8,1207.587,"1052.186,1288.418;1014.517,1181.153;1169.414,1126.756;1207.083,1234.021",0,0,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE;bottom_near_range_mask;center_semantics_mask_censored_or_unconfirmed;bbox_bottom_within_110px_of_near_range_mask;observed_box_may_be_masked_response_center_not_full_vehicle_center,GM019IG0050;GM019IG0054,false,false,
