hypothesis_id,source_auto_node_id,response_thread_id,intersection_component_count,thread_start,thread_end,thread_status,thread_duration_frames,thread_azimuth_min,thread_azimuth_max,thread_radial_min,thread_radial_max,matched_control_available_ratio,mean_spatial_control_ratio,mean_temporal_control_ratio
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000308,4,55,61,dynamic_local_response_mixed,7,-29,-21,208,216,1,1.440719,1.091187
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000309,1,55,55,transient_unlinked,1,13,21,132,144,1,1.074059,1.133665
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000310,1,55,55,transient_unlinked,1,20,23,168,172,1,1.568842,1.14452
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000311,1,55,55,transient_unlinked,1,22,28,68,76,1,0.949415,1.01744
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000312,1,55,55,transient_unlinked,1,24,26,156,160,1,0.908967,1.237785
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000313,8,56,68,dynamic_local_response_supported,13,-36,-27,136,156,1,1.539449,1.545768
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000314,6,56,66,dynamic_local_response_supported,11,-37,-26,112,128,1,1.549091,2.07169
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000315,8,56,68,dynamic_local_response_supported,13,-34,-22,200,216,1,1.253248,1.428408
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000316,1,56,56,transient_unlinked,1,-18,-13,68,80,1,0.899091,0.873197
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000317,2,56,58,transient_unlinked,3,-10,19,60,88,1,1.091667,0.913641
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000318,2,56,58,transient_unlinked,3,6,9,132,136,1,1.300483,1.246158
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000319,6,56,66,dynamic_local_response_mixed,11,8,18,176,192,1,1.42907,0.94052
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000320,3,56,58,dynamic_local_response_mixed,3,21,26,156,176,1,1.353301,0.943592
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000321,2,56,58,transient_unlinked,3,27,33,140,152,1,1.094343,1.131299
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000322,3,57,71,dynamic_local_response_supported,15,-39,-32,60,80,1,1.780783,1.615795
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000323,6,57,69,dynamic_local_response_supported,13,-37,-22,112,128,1,1.551673,1.870298
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000324,15,57,89,dynamic_local_response_supported,33,7,46,60,100,1,1.452659,1.724976
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000325,1,57,57,transient_unlinked,1,7,9,132,136,1,1.145975,1.287385
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000326,1,57,57,transient_unlinked,1,17,19,188,192,1,1.456969,0.73861
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000327,1,57,57,transient_unlinked,1,30,32,140,148,1,1.265004,1.222727
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000328,3,58,70,dynamic_local_response_supported,13,-39,-31,60,76,1,1.853266,1.769683
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000329,46,58,122,dynamic_local_response_mixed,65,-40,-14,164,220,1,1.411506,1.576601
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000330,15,58,90,dynamic_local_response_supported,33,2,46,64,104,1,1.481958,1.844932
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000331,1,58,58,transient_unlinked,1,16,18,172,180,1,1.150084,0.906513
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000332,1,58,58,transient_unlinked,1,22,24,132,140,1,1.012216,1.243953
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000333,4,58,64,dynamic_local_response_supported,7,42,49,104,116,1,1.351852,1.219878
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000336,2,59,61,dynamic_local_response_mixed,3,-40,-34,212,224,1,1.404988,1.426278
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000338,11,59,79,dynamic_local_response_supported,21,-20,3,132,148,1,1.766918,2.027041
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000339,2,59,61,transient_unlinked,3,-14,-11,116,120,1,1.847675,2.064091
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000340,3,59,63,dynamic_local_response_mixed,5,10,17,176,184,1,1.452026,1.07281
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000341,10,59,73,dynamic_local_response_supported,15,11,30,136,152,1,1.214682,1.936099
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000342,1,59,59,transient_unlinked,1,22,27,132,140,1,0.929445,1.388502
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000343,3,59,63,dynamic_local_response_supported,5,28,36,72,84,1,1.208268,1.507538
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000344,6,60,70,dynamic_local_response_supported,11,-14,-9,112,120,1,1.331713,1.981226
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000345,2,61,63,transient_unlinked,3,3,7,124,132,1,1.61838,2.274373
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000346,2,61,63,transient_unlinked,3,14,18,192,196,1,1.401459,1.489102
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000349,10,62,80,dynamic_local_response_supported,19,-20,2,132,148,1,1.736632,1.935617
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000350,4,62,68,dynamic_local_response_supported,7,-18,-11,180,192,1,1.755085,1.808688
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000351,7,62,70,dynamic_local_response_mixed,9,0,8,124,132,1,1.690595,2.31433
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000352,6,62,70,dynamic_local_response_supported,9,12,25,140,160,1,1.277427,1.851692
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000353,1,62,62,transient_unlinked,1,16,18,192,196,1,1.333407,1.633056
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000354,4,62,68,dynamic_local_response_mixed,7,24,28,164,176,1,1.10063,1.278126
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000355,5,63,69,dynamic_local_response_mixed,7,-18,-12,176,192,1,1.640309,1.574969
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000356,1,63,63,transient_unlinked,1,-8,-5,172,180,1,1.455534,1.487382
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000357,1,63,63,transient_unlinked,1,12,14,148,152,1,1.55759,1.66247
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000358,4,64,70,dynamic_local_response_supported,7,-8,-3,136,148,1,1.315657,1.949906
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000359,1,64,64,transient_unlinked,1,-8,-4,172,180,1,1.409899,1.405693
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000360,3,64,68,dynamic_local_response_mixed,5,-3,0,200,204,1,1.055639,1.010903
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000361,2,64,66,transient_unlinked,3,0,6,148,152,1,1.199307,1.79195
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000363,3,65,69,dynamic_local_response_mixed,5,-33,-24,200,208,1,1.112469,1.313766
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000364,3,65,69,dynamic_local_response_supported,5,-15,-10,112,120,1,1.471376,1.856152
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000365,2,65,67,transient_unlinked,3,-3,-1,200,204,1,1.17833,1.256818
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000366,1,65,65,transient_unlinked,1,19,21,96,100,1,1.796274,1.96181
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000367,2,65,67,transient_unlinked,3,24,28,164,176,1,1.087947,1.218271
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000368,1,65,65,transient_unlinked,1,28,30,152,156,1,1.333773,1.528345
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000371,1,66,66,transient_unlinked,1,10,12,200,208,1,1.040046,1.381109
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000372,2,66,68,transient_unlinked,3,20,24,96,104,1,1.653591,2.100945
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000378,10,67,74,dynamic_local_response_mixed,8,2,15,196,216,1,1.037019,1.10001
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000379,6,67,77,dynamic_local_response_supported,11,8,18,148,160,1,1.285613,1.613497
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000380,2,67,69,transient_unlinked,3,23,27,196,204,1,1.445474,1.403868
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000381,3,67,71,dynamic_local_response_supported,5,34,43,84,96,1,1.414005,1.771812
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000382,1,67,67,transient_unlinked,1,43,45,852,856,1,1.822903,2.402902
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000385,23,68,140,dynamic_local_response_mixed,73,-39,25,48,108,1,1.301692,1.637001
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000386,2,68,70,transient_unlinked,3,-33,-23,80,88,1,1.503719,1.619487
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000387,1,68,68,transient_unlinked,1,24,26,200,204,1,1.463814,1.458503
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000388,2,68,70,transient_unlinked,3,29,34,152,164,1,1.216109,1.588492
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000389,1,69,69,transient_unlinked,1,-35,-33,164,168,1,1.663338,1.682927
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000390,1,69,69,transient_unlinked,1,-31,-30,80,88,1,1.471157,1.698985
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000391,2,69,71,transient_unlinked,3,-28,-18,108,116,1,1.321604,1.966664
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000392,1,69,69,transient_unlinked,1,-16,-14,224,228,1,1.979231,1.108974
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000393,1,69,69,transient_unlinked,1,-7,-5,140,148,1,1.293836,2.048584
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000394,3,69,73,dynamic_local_response_supported,5,-1,8,140,156,1,1.269341,1.927283
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000395,1,69,69,transient_unlinked,1,13,15,184,188,1,1.250661,1.272269
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000396,18,69,81,dynamic_local_response_mixed,13,18,36,188,208,1,1.343037,1.102634
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000397,1,69,69,transient_unlinked,1,30,32,156,160,1,1.332075,1.688369
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000398,2,70,72,transient_unlinked,3,-26,-19,104,116,1,1.445743,1.884995
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000399,1,70,70,transient_unlinked,1,-15,-13,224,228,1,1.820025,1.133608
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000400,4,70,76,dynamic_local_response_supported,7,7,18,144,156,1,1.209642,1.751863
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000401,1,70,70,transient_unlinked,1,14,16,184,188,1,1.421445,1.214837
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000402,1,70,70,transient_unlinked,1,38,40,88,96,1,1.30543,1.79189
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000404,1,71,71,transient_unlinked,1,-31,-28,60,68,1,1.312141,2.136941
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000405,1,71,71,transient_unlinked,1,-30,-20,76,84,1,1.698743,1.538116
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000406,1,71,71,transient_unlinked,1,-12,-10,224,228,1,1.514852,1.21791
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000407,1,71,71,transient_unlinked,1,-5,-2,100,104,1,1.297472,2.055008
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000408,1,72,72,transient_unlinked,1,-30,-25,60,64,1,1.834647,2.348175
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000409,4,72,78,dynamic_local_response_supported,7,-22,-6,72,84,1,1.657562,1.54025
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000410,3,72,75,dynamic_local_response_supported,4,-16,-2,48,60,1,1.220938,2.017043
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000411,1,72,72,transient_unlinked,1,-11,-9,224,228,1,1.946446,1.268084
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000412,1,72,72,transient_unlinked,1,-3,1,100,104,1,0.798972,1.755307
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000413,1,72,72,transient_unlinked,1,43,45,92,96,1,1.518657,1.922078
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000415,1,73,73,transient_unlinked,1,-36,-29,92,100,1,1.475459,1.796527
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000416,1,73,73,transient_unlinked,1,-25,-21,60,64,1,1.80483,2.444444
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000417,3,73,77,dynamic_local_response_supported,5,-22,-8,72,84,1,1.653591,1.531493
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000418,2,73,75,transient_unlinked,3,-17,-12,52,64,1,1.521977,2.034597
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000419,8,73,85,dynamic_local_response_mixed,13,-9,8,176,184,1,1.645554,1.432581
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000420,1,73,73,transient_unlinked,1,0,3,100,104,1,0.900469,1.800938
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000421,1,73,73,transient_unlinked,1,14,19,112,120,1,1.548576,1.922499
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000422,1,73,73,transient_unlinked,1,27,29,156,160,1,1.228681,1.913725
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000424,1,74,74,transient_unlinked,1,-34,-32,132,140,1,1.290956,1.061652
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000425,1,74,74,transient_unlinked,1,-23,-17,56,64,1,1.924099,1.837473
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000426,2,74,76,transient_unlinked,3,-10,-1,48,60,1,1.674034,1.738091
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000427,8,74,86,dynamic_local_response_supported,13,-9,7,176,184,1,1.60267,1.334994
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000428,1,74,74,transient_unlinked,1,12,14,128,132,1,1.474411,1.813187
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000429,1,74,74,transient_unlinked,1,27,29,112,116,1,1.433279,2.372832
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000430,1,74,74,transient_unlinked,1,37,40,160,168,1,1.300845,1.400529
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000434,19,75,85,dynamic_local_response_mixed,11,5,19,100,120,1,1.255065,1.76659
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000435,3,75,79,dynamic_local_response_mixed,5,35,39,176,188,1,1.25131,1.072042
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000437,1,76,76,transient_unlinked,1,26,28,152,160,1,1.170713,1.563643
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000438,1,76,76,transient_unlinked,1,35,38,108,112,1,1.341494,1.906858
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000439,1,77,77,transient_unlinked,1,-36,-33,180,188,1,1.32,1.558648
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000440,1,77,77,transient_unlinked,1,-33,-30,108,112,1,1.325375,1.563154
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000441,2,77,79,transient_unlinked,3,-12,-6,52,64,1,1.483569,1.591619
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000442,1,77,77,transient_unlinked,1,-8,-6,104,108,1,1.494958,1.668073
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000443,4,77,83,dynamic_local_response_supported,7,-2,2,220,228,1,2.005338,1.264978
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000444,1,77,77,transient_unlinked,1,11,13,212,216,1,1.611111,0.991641
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000445,1,77,77,transient_unlinked,1,14,16,68,72,1,1.161785,1.090314
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000446,3,77,81,dynamic_local_response_supported,5,22,28,116,124,1,1.30346,2.038031
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000447,1,77,77,transient_unlinked,1,33,36,204,208,1,1.383449,1.187442
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000448,1,77,77,transient_unlinked,1,35,37,152,156,1,0.849551,1.378515
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000449,1,77,77,transient_unlinked,1,36,39,108,116,1,1.284613,1.563701
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000450,1,77,77,transient_unlinked,1,40,42,164,168,1,1.353751,1.555872
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000451,1,78,78,transient_unlinked,1,-9,-7,56,60,1,1.599948,2.048611
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000452,1,78,78,transient_unlinked,1,-8,-3,104,112,1,1.243,1.612023
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000453,1,78,78,transient_unlinked,1,8,12,168,180,1,1.218173,1.088606
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000454,1,78,78,transient_unlinked,1,16,18,68,72,1,1.207101,1.179949
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000455,2,78,80,transient_unlinked,3,18,21,176,184,1,1.024379,0.760699
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000456,1,78,78,transient_unlinked,1,24,26,116,124,1,1.27369,1.82415
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000457,4,78,82,dynamic_local_response_mixed,5,32,36,156,176,1,1.159496,1.578672
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000458,1,79,79,transient_unlinked,1,-29,-26,172,176,1,1.392601,1.924521
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000459,6,79,85,dynamic_local_response_mixed,7,1,23,48,64,1,1.188767,1.819559
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000460,2,79,81,transient_unlinked,3,3,11,148,156,1,1.719859,1.470012
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000461,1,79,79,transient_unlinked,1,10,12,168,172,1,1.42103,1.144091
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000462,1,79,79,transient_unlinked,1,16,18,136,144,1,1.250896,1.701747
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000463,1,79,79,transient_unlinked,1,27,29,156,164,1,1.270287,1.440324
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000464,1,80,80,transient_unlinked,1,-24,-22,220,224,1,1.494111,1.555805
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000465,2,80,82,transient_unlinked,3,3,10,152,160,1,1.748178,1.324256
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000466,1,80,80,transient_unlinked,1,16,18,140,144,1,1.292486,1.884559
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000467,1,80,80,transient_unlinked,1,17,20,156,160,1,1.573862,2.136505
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000468,1,80,80,transient_unlinked,1,27,30,156,164,1,1.2775,1.460746
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000469,4,80,88,dynamic_local_response_mixed,9,30,35,200,212,1,1.345797,1.052887
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000470,1,80,80,transient_unlinked,1,36,39,184,188,1,1.252984,1.13622
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000472,1,81,81,transient_unlinked,1,-24,-22,220,224,1,1.665395,1.755146
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000473,1,81,81,transient_unlinked,1,-3,1,104,112,1,1.069253,1.577375
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000474,3,81,85,dynamic_local_response_mixed,5,14,20,212,220,1,1.661313,0.856337
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000475,1,81,81,transient_unlinked,1,18,20,156,160,1,1.501367,2.282744
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000476,1,81,81,transient_unlinked,1,19,21,180,184,1,0.892912,0.807742
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000477,1,81,81,transient_unlinked,1,33,35,156,160,1,1.012331,1.990552
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000478,3,82,86,dynamic_local_response_supported,5,2,7,208,216,1,1.604739,1.245066
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000479,1,82,82,transient_unlinked,1,14,16,200,204,1,1.616792,0.890403
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000480,3,82,90,dynamic_local_response_mixed,9,14,20,212,220,1,1.688906,0.90616
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000481,1,82,82,transient_unlinked,1,27,28,120,128,1,1.598668,2.299401
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000482,1,82,82,transient_unlinked,1,41,43,172,176,1,1.481309,1.961265
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000484,1,83,83,transient_unlinked,1,-35,-33,124,132,1,1.580768,1.724804
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000485,1,83,83,transient_unlinked,1,-17,-16,104,112,1,1.512017,1.464912
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000486,2,83,89,dynamic_local_response_supported,7,-4,2,60,68,1,1.748317,1.217573
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000487,2,83,87,dynamic_local_response_supported,5,2,6,208,216,1,1.621293,1.318037
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000488,2,83,95,dynamic_local_response_supported,13,13,16,172,176,1,1.263926,1.354217
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000489,1,83,83,transient_unlinked,1,21,23,140,144,1,1.469098,1.742788
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000490,2,83,87,dynamic_local_response_mixed,5,36,41,188,196,1,1.327623,1.079334
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000492,3,84,104,dynamic_local_response_mixed,21,-6,-1,108,120,1,1.456583,1.670555
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000493,1,84,84,transient_unlinked,1,-3,1,64,68,1,1.753551,1.313517
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000494,1,84,84,transient_unlinked,1,2,4,104,112,1,1.367049,1.765545
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000495,1,84,84,transient_unlinked,1,21,22,156,164,1,1.179675,2.177044
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000496,1,85,123,dynamic_local_response_supported,39,2,5,104,112,1,1.279735,1.569161
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000497,2,85,87,dynamic_local_response_mixed,3,21,29,156,164,1,1.352771,1.784548
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000498,1,85,85,transient_unlinked,1,32,35,200,212,1,1.22043,0.968354
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000499,2,85,87,dynamic_local_response_mixed,3,35,41,140,152,1,1.335367,2.001633
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000500,1,86,86,transient_unlinked,1,-20,-18,168,172,1,1.428307,1.507919
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000501,1,86,98,dynamic_local_response_supported,13,-4,-1,136,140,1,1.553604,2.140913
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000502,1,86,86,transient_unlinked,1,-1,2,160,168,1,1.644779,1.272583
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000503,1,86,88,transient_unlinked,3,28,34,160,172,1,1.185799,1.540485
WGV33B_H005,AUTO_GM_RM011_0005,WGV33D_THREAD_000504,1,86,88,transient_unlinked,3,39,41,192,196,1,1.38917,1.160154
WGV33B_H006,AUTO_GM_RM011_0006,WGV33D_THREAD_000011,3,0,33,dynamic_local_response_mixed,34,21,26,68,80,1,1.29919,1.13716
WGV33B_H006,AUTO_GM_RM011_0006,WGV33D_THREAD_000068,1,14,29,dynamic_local_response_supported,16,-34,-28,192,200,1,1.426608,1.303889
WGV33B_H006,AUTO_GM_RM011_0006,WGV33D_THREAD_000073,10,14,34,dynamic_local_response_mixed,21,-1,10,220,240,1,1.542029,1.673175
WGV33B_H006,AUTO_GM_RM011_0006,WGV33D_THREAD_000097,4,18,36,dynamic_local_response_supported,19,-44,-27,76,96,1,1.666269,2.397823
WGV33B_H006,AUTO_GM_RM011_0006,WGV33D_THREAD_000116,7,20,35,dynamic_local_response_supported,16,-1,9,188,204,1,1.22343,1.579522
WGV33B_H006,AUTO_GM_RM011_0006,WGV33D_THREAD_000117,4,21,35,dynamic_local_response_supported,15,-43,-31,80,92,1,1.757909,2.477543
WGV33B_H006,AUTO_GM_RM011_0006,WGV33D_THREAD_000125,4,23,35,dynamic_local_response_supported,13,-60,-52,252,268,1,1.610401,2.243094
WGV33B_H006,AUTO_GM_RM011_0006,WGV33D_THREAD_000126,6,23,35,dynamic_local_response_supported,13,-53,-39,96,120,1,1.372791,2.574501
WGV33B_H006,AUTO_GM_RM011_0006,WGV33D_THREAD_000132,3,24,34,dynamic_local_response_supported,11,-59,-53,256,268,1,1.640358,2.150192
