independent_geometry_id,response_unit_id,sar_frame,measured_range_p80_width_m,measured_azimuth_p80_width_m,vehicle_projection_envelope_status,aspect_angle_candidate_deg,aspect_angle_compatible_interval_deg,best_scale_length_m,best_scale_width_m,projection_residual_m,required_missing_support_range_m,required_missing_support_azimuth_m,required_extra_spread_range_m,required_extra_spread_azimuth_m,response_axis_aspect_angle_error_deg,aspect_angle_identifiability_status,aspect_angle_compatible_segment_count,aspect_angle_compatible_total_span_deg,equivalent_minimum_count,vehicle_scale_semantic_note_cn
GM019IG0176,R21B00169,270,0.674295,0.774197,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.58528,0.725705,2.225803,0,0,57.445425,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0177,R21B00177,271,0.854901,0.829064,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.4,0.554945,2.145098,0.570935,0,0,45.729399,AXIS_NOT_RESOLVED,1,90,7,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0178,R21B00096,80,0.376769,0.595271,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.653343,1.023232,2.404729,0,0,27.589719,AXIS_NOT_RESOLVED,1,90,3,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0179,R21B00185,272,0.868381,0.817639,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.4,0.552435,2.131619,0.582361,0,0,38.07399,AXIS_NOT_RESOLVED,1,90,7,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0180,R21B00192,273,0.796037,0.860564,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.555763,0.603963,2.139436,0,0,30.388285,AXIS_NOT_RESOLVED,1,90,7,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0181,R21B00103,81,0.446789,0.603967,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.64467,0.953211,2.396033,0,0,23.798204,AXIS_NOT_RESOLVED,1,90,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0182,R21B00082,78,0.299919,0.331306,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.721635,1.100081,2.668694,0,0,33.6536,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0183,R21B00088,79,0.289048,0.3479,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.718847,1.110952,2.6521,0,0,29.802516,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0184,R21B00239,289,0.215835,0.258243,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.746637,1.184165,2.741757,0,0,17.126637,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0185,R21B00164,269,0.439926,0.356853,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.4,0.69111,2.560074,1.043147,0,0,2.176615,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0186,R21B00170,270,0.752927,0.839706,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.563781,0.647073,2.160295,0,0,15.45775,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0187,R21B00178,271,0.534298,0.689813,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.616766,0.865702,2.310187,0,0,25.36299,AXIS_NOT_RESOLVED,1,90,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0188,R21B00162,269,0.299714,0.319215,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.72445,1.100286,2.680785,0,0,26.092798,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0189,R21B00198,276,0.827558,0.792666,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.4,0.563935,2.172442,0.607334,0,0,42.689847,AXIS_NOT_RESOLVED,1,90,7,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0190,R21B00187,272,0.643465,0.677829,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.610575,0.756535,2.322171,0,0,43.559597,AXIS_NOT_RESOLVED,1,90,7,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0191,R21B00186,272,0.578731,0.694053,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.611958,0.821269,2.305947,0,0,3.931387,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0192,R21B00194,273,0.543331,0.646421,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.62616,0.856669,2.353579,0,0,41.56125,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0193,R21B00210,279,0.716914,0.656602,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.4,0.600267,2.283086,0.743398,0,0,25.524611,AXIS_NOT_RESOLVED,1,90,7,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0194,R21B00072,77,0.794917,0.844153,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.559788,0.605083,2.155847,0,0,37.055376,AXIS_NOT_RESOLVED,1,90,7,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0195,R21B00163,269,0.320302,0.37922,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.708618,1.079698,2.62078,0,0,17.894848,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0196,R21B00220,281,0.767796,0.72917,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.4,0.582706,2.232204,0.670829,0,0,45.577517,AXIS_NOT_RESOLVED,1,90,7,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0197,R21B00215,280,0.266516,0.346099,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.721456,1.133484,2.653901,0,0,21.252573,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0198,R21B00193,273,0.453757,0.554737,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.655491,0.946243,2.445263,0,0,4.720159,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0199,R21B00171,270,0.316278,0.382533,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.708237,1.083722,2.617467,0,0,0.545629,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0200,R21B00199,276,0.291284,0.3245,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.724032,1.108716,2.6755,0,0,12.879008,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0201,R21B00219,281,0.563932,0.635273,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.627044,0.836067,2.364727,0,0,28.402517,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0202,R21B00095,80,0.574372,0.63367,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.626557,0.825628,2.36633,0,0,34.479658,AXIS_NOT_RESOLVED,1,90,7,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0203,R21B00206,278,0.442766,0.37074,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.4,0.689149,2.557235,1.02926,0,0,8.33624,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0204,R21B00227,284,0.267717,0.347818,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.720943,1.132283,2.652182,0,0,22.778725,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0205,R21B00073,77,0.335195,0.423278,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.697016,1.064805,2.576722,0,0,19.588162,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0206,R21B00211,279,0.65953,0.847503,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.569075,0.74047,2.152497,0,0,3.822311,AXIS_NOT_RESOLVED,1,90,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0207,R21B00085,79,0.299997,0.439009,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.696809,1.100003,2.560991,0,0,19.957723,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0208,R21B00079,78,0.351253,0.44626,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.690175,1.048747,2.55374,0,0,10.562052,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0209,R21B00074,77,0.800909,0.82385,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.564277,0.599091,2.17615,0,0,49.537425,AXIS_NOT_RESOLVED,1,90,7,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0210,R21B00228,284,0.149928,0.131193,PARTIAL_SUPPORT_BELOW_ENVELOPE,0,0-90,3,1.4,0.779935,2.850072,1.268807,0,0,25.500556,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0211,R21B00101,81,0.23886,0.33786,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.726087,1.16114,2.66214,0,0,18.166492,AXIS_NOT_RESOLVED,1,90,5,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0212,R21B00080,78,0.588528,0.708757,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.607674,0.811472,2.291244,0,0,29.648645,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0213,R21B00097,80,0.456644,0.640484,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.635277,0.943356,2.359516,0,0,10.688598,AXIS_NOT_RESOLVED,1,90,4,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0214,R21B00229,284,0.199463,0.226062,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.755646,1.200537,2.773938,0,0,38.195002,AXIS_NOT_RESOLVED,1,90,6,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
GM019IG0215,R21B00240,289,0.557393,0.564396,PARTIAL_SUPPORT_BELOW_ENVELOPE,90,0-90,3,1.4,0.644309,0.842607,2.435604,0,0,59.892673,AXIS_NOT_RESOLVED,1,90,7,车辆尺度为投影包络，不是精确匹配目标；局部支撑低于包络不能作为非车辆证据。
