plan_region_id,gt_pair_id,template_family,layout_strategy,selected_component_count,selected_energy_fraction,axis_image_deg,axis_to_range_signed_deg,axis_to_range_acute_deg,axis_ratio,axis_status,axis_to_gt_long_axis_error_deg
WGV35A_PAIR_0208_S2A_038,WGV35A_PAIR_0208,scale_resize,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.955919,38.691376,-3.629268,3.629268,1.381735,AXIS_RESOLVED,38.691376
WGV35A_PAIR_0208_S2A_038,WGV35A_PAIR_0208,scale_resize,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.955919,38.691376,-3.629268,3.629268,1.381735,AXIS_RESOLVED,38.691376
WGV35A_PAIR_0208_S2A_039,WGV35A_PAIR_0208,scale_resize,DOMINANT_ONLY,1,0.951365,40.315825,-2.004819,2.004819,1.419097,AXIS_RESOLVED,40.315825
WGV35A_PAIR_0208_S2A_039,WGV35A_PAIR_0208,scale_resize,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.951365,40.315825,-2.004819,2.004819,1.419097,AXIS_RESOLVED,40.315825
WGV35A_PAIR_0208_S2A_039,WGV35A_PAIR_0208,scale_resize,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.951365,40.315825,-2.004819,2.004819,1.419097,AXIS_RESOLVED,40.315825
WGV35A_PAIR_0208_S2A_040,WGV35A_PAIR_0208,scale_resize,DOMINANT_ONLY,1,0.953824,39.542229,-2.778415,2.778415,1.427082,AXIS_RESOLVED,39.542229
WGV35A_PAIR_0208_S2A_040,WGV35A_PAIR_0208,scale_resize,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.953824,39.542229,-2.778415,2.778415,1.427082,AXIS_RESOLVED,39.542229
WGV35A_PAIR_0208_S2A_040,WGV35A_PAIR_0208,scale_resize,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.953824,39.542229,-2.778415,2.778415,1.427082,AXIS_RESOLVED,39.542229
WGV35A_PAIR_0208_S2A_041,WGV35A_PAIR_0208,scale_resize,DOMINANT_ONLY,1,0.951041,39.039105,-3.281743,3.281743,1.366047,AXIS_RESOLVED,39.039105
WGV35A_PAIR_0208_S2A_041,WGV35A_PAIR_0208,scale_resize,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.951041,39.039105,-3.281743,3.281743,1.366047,AXIS_RESOLVED,39.039105
WGV35A_PAIR_0208_S2A_041,WGV35A_PAIR_0208,scale_resize,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.951041,39.039105,-3.281743,3.281743,1.366047,AXIS_RESOLVED,39.039105
WGV35A_PAIR_0208_S2A_042,WGV35A_PAIR_0208,scale_resize,DOMINANT_ONLY,1,0.957542,38.242696,-4.078152,4.078152,1.371503,AXIS_RESOLVED,38.242696
WGV35A_PAIR_0208_S2A_042,WGV35A_PAIR_0208,scale_resize,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.957542,38.242696,-4.078152,4.078152,1.371503,AXIS_RESOLVED,38.242696
WGV35A_PAIR_0208_S2A_042,WGV35A_PAIR_0208,scale_resize,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.957542,38.242696,-4.078152,4.078152,1.371503,AXIS_RESOLVED,38.242696
WGV35A_PAIR_0208_S2A_043,WGV35A_PAIR_0208,scale_resize,DOMINANT_ONLY,1,0.949617,40.931655,-1.388989,1.388989,1.432916,AXIS_RESOLVED,40.931655
WGV35A_PAIR_0208_S2A_043,WGV35A_PAIR_0208,scale_resize,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.949617,40.931655,-1.388989,1.388989,1.432916,AXIS_RESOLVED,40.931655
WGV35A_PAIR_0208_S2A_043,WGV35A_PAIR_0208,scale_resize,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.949617,40.931655,-1.388989,1.388989,1.432916,AXIS_RESOLVED,40.931655
WGV35A_PAIR_0208_S2A_044,WGV35A_PAIR_0208,scale_resize,DOMINANT_ONLY,1,0.954522,39.6527,-2.667944,2.667944,1.46865,AXIS_RESOLVED,39.6527
WGV35A_PAIR_0208_S2A_044,WGV35A_PAIR_0208,scale_resize,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.954522,39.6527,-2.667944,2.667944,1.46865,AXIS_RESOLVED,39.6527
WGV35A_PAIR_0208_S2A_044,WGV35A_PAIR_0208,scale_resize,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.954522,39.6527,-2.667944,2.667944,1.46865,AXIS_RESOLVED,39.6527
WGV35A_PAIR_0208_S2A_045,WGV35A_PAIR_0208,scale_resize,DOMINANT_ONLY,1,0.954242,39.726974,-2.593669,2.593669,1.325672,AXIS_RESOLVED,39.726974
WGV35A_PAIR_0208_S2A_045,WGV35A_PAIR_0208,scale_resize,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.954242,39.726974,-2.593669,2.593669,1.325672,AXIS_RESOLVED,39.726974
WGV35A_PAIR_0208_S2A_045,WGV35A_PAIR_0208,scale_resize,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.954242,39.726974,-2.593669,2.593669,1.325672,AXIS_RESOLVED,39.726974
WGV35A_PAIR_0208_S2A_046,WGV35A_PAIR_0208,local_region_rotation,DOMINANT_ONLY,1,0.976268,148.916322,-73.404525,73.404525,1.189024,AXIS_NEAR_ISOTROPIC,31.083678
WGV35A_PAIR_0208_S2A_046,WGV35A_PAIR_0208,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.976268,148.916322,-73.404525,73.404525,1.189024,AXIS_NEAR_ISOTROPIC,31.083678
WGV35A_PAIR_0208_S2A_046,WGV35A_PAIR_0208,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.976268,148.916322,-73.404525,73.404525,1.189024,AXIS_NEAR_ISOTROPIC,31.083678
WGV35A_PAIR_0208_S2A_047,WGV35A_PAIR_0208,local_region_rotation,DOMINANT_ONLY,1,0.973703,176.151208,-46.169639,46.169639,1.250278,AXIS_RESOLVED,3.848792
WGV35A_PAIR_0208_S2A_047,WGV35A_PAIR_0208,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.973703,176.151208,-46.169639,46.169639,1.250278,AXIS_RESOLVED,3.848792
WGV35A_PAIR_0208_S2A_047,WGV35A_PAIR_0208,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.973703,176.151208,-46.169639,46.169639,1.250278,AXIS_RESOLVED,3.848792
WGV35A_PAIR_0208_S2A_048,WGV35A_PAIR_0208,local_region_rotation,DOMINANT_ONLY,1,0.971876,4.380738,-37.94011,37.94011,1.35905,AXIS_RESOLVED,4.380738
WGV35A_PAIR_0208_S2A_048,WGV35A_PAIR_0208,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.971876,4.380738,-37.94011,37.94011,1.35905,AXIS_RESOLVED,4.380738
WGV35A_PAIR_0208_S2A_048,WGV35A_PAIR_0208,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.971876,4.380738,-37.94011,37.94011,1.35905,AXIS_RESOLVED,4.380738
WGV35A_PAIR_0208_S2A_049,WGV35A_PAIR_0208,local_region_rotation,DOMINANT_ONLY,1,0.969746,7.052086,-35.268762,35.268762,1.44629,AXIS_RESOLVED,7.052086
WGV35A_PAIR_0208_S2A_049,WGV35A_PAIR_0208,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.969746,7.052086,-35.268762,35.268762,1.44629,AXIS_RESOLVED,7.052086
WGV35A_PAIR_0208_S2A_049,WGV35A_PAIR_0208,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.969746,7.052086,-35.268762,35.268762,1.44629,AXIS_RESOLVED,7.052086
WGV35A_PAIR_0208_S2A_050,WGV35A_PAIR_0208,local_region_rotation,DOMINANT_ONLY,1,0.966733,10.153556,-32.167291,32.167291,1.540424,AXIS_RESOLVED,10.153556
WGV35A_PAIR_0208_S2A_050,WGV35A_PAIR_0208,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.966733,10.153556,-32.167291,32.167291,1.540424,AXIS_RESOLVED,10.153556
WGV35A_PAIR_0208_S2A_050,WGV35A_PAIR_0208,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.966733,10.153556,-32.167291,32.167291,1.540424,AXIS_RESOLVED,10.153556
WGV35A_PAIR_0208_S2A_051,WGV35A_PAIR_0208,local_region_rotation,DOMINANT_ONLY,1,0.961422,14.082242,-28.238605,28.238605,1.664378,AXIS_RESOLVED,14.082242
WGV35A_PAIR_0208_S2A_051,WGV35A_PAIR_0208,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.961422,14.082242,-28.238605,28.238605,1.664378,AXIS_RESOLVED,14.082242
WGV35A_PAIR_0208_S2A_051,WGV35A_PAIR_0208,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.961422,14.082242,-28.238605,28.238605,1.664378,AXIS_RESOLVED,14.082242
WGV35A_PAIR_0208_S2A_052,WGV35A_PAIR_0208,local_region_rotation,DOMINANT_ONLY,1,0.95919,18.687394,-23.633454,23.633454,1.80028,AXIS_RESOLVED,18.687394
WGV35A_PAIR_0208_S2A_052,WGV35A_PAIR_0208,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.95919,18.687394,-23.633454,23.633454,1.80028,AXIS_RESOLVED,18.687394
WGV35A_PAIR_0208_S2A_052,WGV35A_PAIR_0208,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.95919,18.687394,-23.633454,23.633454,1.80028,AXIS_RESOLVED,18.687394
WGV35A_PAIR_0208_S2A_053,WGV35A_PAIR_0208,local_region_rotation,DOMINANT_ONLY,1,0.955477,22.934517,-19.386331,19.386331,1.961055,AXIS_RESOLVED,22.934517
WGV35A_PAIR_0208_S2A_053,WGV35A_PAIR_0208,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.955477,22.934517,-19.386331,19.386331,1.961055,AXIS_RESOLVED,22.934517
WGV35A_PAIR_0208_S2A_053,WGV35A_PAIR_0208,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.955477,22.934517,-19.386331,19.386331,1.961055,AXIS_RESOLVED,22.934517
WGV35A_PAIR_0208_S2A_054,WGV35A_PAIR_0208,local_region_rotation,DOMINANT_ONLY,1,0.95232,31.998419,-10.322429,10.322429,2.165707,AXIS_RESOLVED,31.998419
WGV35A_PAIR_0208_S2A_054,WGV35A_PAIR_0208,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.95232,31.998419,-10.322429,10.322429,2.165707,AXIS_RESOLVED,31.998419
WGV35A_PAIR_0208_S2A_054,WGV35A_PAIR_0208,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.95232,31.998419,-10.322429,10.322429,2.165707,AXIS_RESOLVED,31.998419
WGV35A_PAIR_0208_S2A_055,WGV35A_PAIR_0208,local_region_rotation,DOMINANT_ONLY,1,0.97071,74.175645,31.854797,31.854797,1.459349,AXIS_RESOLVED,74.175645
WGV35A_PAIR_0208_S2A_055,WGV35A_PAIR_0208,local_region_rotation,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.97071,74.175645,31.854797,31.854797,1.459349,AXIS_RESOLVED,74.175645
WGV35A_PAIR_0208_S2A_055,WGV35A_PAIR_0208,local_region_rotation,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.97071,74.175645,31.854797,31.854797,1.459349,AXIS_RESOLVED,74.175645
WGV35A_PAIR_0208_S2A_056,WGV35A_PAIR_0208,matched_background,DOMINANT_ONLY,1,0.130898,160.70816,-36.674519,36.674519,1.519252,AXIS_RESOLVED,19.29184
WGV35A_PAIR_0208_S2A_056,WGV35A_PAIR_0208,matched_background,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,19,0.604718,8.842524,-8.540156,8.540156,4.386191,AXIS_COMPONENT_LAYOUT_RESOLVED,8.842524
WGV35A_PAIR_0208_S2A_056,WGV35A_PAIR_0208,matched_background,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,3,0.310127,21.275865,3.893186,3.893186,18.835763,AXIS_COMPONENT_LAYOUT_RESOLVED,21.275865
WGV35A_PAIR_0209_S2A_001,WGV35A_PAIR_0209,gt_original,DOMINANT_ONLY,1,0.895792,31.89494,-38.754683,38.754683,1.622801,AXIS_RESOLVED,31.89494
WGV35A_PAIR_0209_S2A_001,WGV35A_PAIR_0209,gt_original,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.895792,31.89494,-38.754683,38.754683,1.622801,AXIS_RESOLVED,31.89494
WGV35A_PAIR_0209_S2A_001,WGV35A_PAIR_0209,gt_original,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.895792,31.89494,-38.754683,38.754683,1.622801,AXIS_RESOLVED,31.89494
WGV35A_PAIR_0209_S2A_002,WGV35A_PAIR_0209,center_shift,DOMINANT_ONLY,1,0.829849,32.072428,-38.577247,38.577247,1.438672,AXIS_RESOLVED,32.072428
WGV35A_PAIR_0209_S2A_002,WGV35A_PAIR_0209,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.829849,32.072428,-38.577247,38.577247,1.438672,AXIS_RESOLVED,32.072428
WGV35A_PAIR_0209_S2A_002,WGV35A_PAIR_0209,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,2,0.879982,25.229449,-45.420226,45.420226,,AXIS_COMPONENT_LAYOUT_RESOLVED,25.229449
WGV35A_PAIR_0209_S2A_003,WGV35A_PAIR_0209,center_shift,DOMINANT_ONLY,1,0.919819,32.035138,-38.614437,38.614437,1.515867,AXIS_RESOLVED,32.035138
WGV35A_PAIR_0209_S2A_003,WGV35A_PAIR_0209,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.919819,32.035138,-38.614437,38.614437,1.515867,AXIS_RESOLVED,32.035138
WGV35A_PAIR_0209_S2A_003,WGV35A_PAIR_0209,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.919819,32.035138,-38.614437,38.614437,1.515867,AXIS_RESOLVED,32.035138
WGV35A_PAIR_0209_S2A_004,WGV35A_PAIR_0209,center_shift,DOMINANT_ONLY,1,0.844548,38.221894,-30.231282,30.231282,1.351676,AXIS_RESOLVED,38.221894
WGV35A_PAIR_0209_S2A_004,WGV35A_PAIR_0209,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.844548,38.221894,-30.231282,30.231282,1.351676,AXIS_RESOLVED,38.221894
WGV35A_PAIR_0209_S2A_004,WGV35A_PAIR_0209,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,2,0.899726,24.343033,-44.110144,44.110144,200262898.271907,AXIS_COMPONENT_LAYOUT_RESOLVED,24.343033
WGV35A_PAIR_0209_S2A_005,WGV35A_PAIR_0209,center_shift,DOMINANT_ONLY,1,0.912634,30.851902,-41.994164,41.994164,1.545941,AXIS_RESOLVED,30.851902
WGV35A_PAIR_0209_S2A_005,WGV35A_PAIR_0209,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.912634,30.851902,-41.994164,41.994164,1.545941,AXIS_RESOLVED,30.851902
WGV35A_PAIR_0209_S2A_005,WGV35A_PAIR_0209,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.912634,30.851902,-41.994164,41.994164,1.545941,AXIS_RESOLVED,30.851902
WGV35A_PAIR_0209_S2A_006,WGV35A_PAIR_0209,center_shift,DOMINANT_ONLY,1,0.834797,26.075436,-44.574005,44.574005,1.472929,AXIS_RESOLVED,26.075436
WGV35A_PAIR_0209_S2A_006,WGV35A_PAIR_0209,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.834797,26.075436,-44.574005,44.574005,1.472929,AXIS_RESOLVED,26.075436
WGV35A_PAIR_0209_S2A_006,WGV35A_PAIR_0209,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.834797,26.075436,-44.574005,44.574005,1.472929,AXIS_RESOLVED,26.075436
WGV35A_PAIR_0209_S2A_007,WGV35A_PAIR_0209,center_shift,DOMINANT_ONLY,1,0.933166,33.790914,-36.858865,36.858865,1.551387,AXIS_RESOLVED,33.790914
WGV35A_PAIR_0209_S2A_007,WGV35A_PAIR_0209,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.933166,33.790914,-36.858865,36.858865,1.551387,AXIS_RESOLVED,33.790914
WGV35A_PAIR_0209_S2A_007,WGV35A_PAIR_0209,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.933166,33.790914,-36.858865,36.858865,1.551387,AXIS_RESOLVED,33.790914
WGV35A_PAIR_0209_S2A_008,WGV35A_PAIR_0209,center_shift,DOMINANT_ONLY,1,0.854742,36.792499,-29.471241,29.471241,1.345674,AXIS_RESOLVED,36.792499
WGV35A_PAIR_0209_S2A_008,WGV35A_PAIR_0209,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.854742,36.792499,-29.471241,29.471241,1.345674,AXIS_RESOLVED,36.792499
WGV35A_PAIR_0209_S2A_008,WGV35A_PAIR_0209,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,2,0.908318,24.415898,-41.847842,41.847842,,AXIS_COMPONENT_LAYOUT_RESOLVED,24.415898
WGV35A_PAIR_0209_S2A_009,WGV35A_PAIR_0209,center_shift,DOMINANT_ONLY,1,0.918861,31.442998,-43.592533,43.592533,1.519486,AXIS_RESOLVED,31.442998
WGV35A_PAIR_0209_S2A_009,WGV35A_PAIR_0209,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.918861,31.442998,-43.592533,43.592533,1.519486,AXIS_RESOLVED,31.442998
WGV35A_PAIR_0209_S2A_009,WGV35A_PAIR_0209,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.918861,31.442998,-43.592533,43.592533,1.519486,AXIS_RESOLVED,31.442998
WGV35A_PAIR_0209_S2A_010,WGV35A_PAIR_0209,center_shift,DOMINANT_ONLY,1,0.852204,24.26188,-46.38761,46.38761,1.668999,AXIS_RESOLVED,24.26188
WGV35A_PAIR_0209_S2A_010,WGV35A_PAIR_0209,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.852204,24.26188,-46.38761,46.38761,1.668999,AXIS_RESOLVED,24.26188
WGV35A_PAIR_0209_S2A_010,WGV35A_PAIR_0209,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.852204,24.26188,-46.38761,46.38761,1.668999,AXIS_RESOLVED,24.26188
WGV35A_PAIR_0209_S2A_011,WGV35A_PAIR_0209,center_shift,DOMINANT_ONLY,1,0.945646,30.048123,-40.601606,40.601606,1.551926,AXIS_RESOLVED,30.048123
WGV35A_PAIR_0209_S2A_011,WGV35A_PAIR_0209,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.945646,30.048123,-40.601606,40.601606,1.551926,AXIS_RESOLVED,30.048123
WGV35A_PAIR_0209_S2A_011,WGV35A_PAIR_0209,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.945646,30.048123,-40.601606,40.601606,1.551926,AXIS_RESOLVED,30.048123
WGV35A_PAIR_0209_S2A_012,WGV35A_PAIR_0209,center_shift,DOMINANT_ONLY,1,0.853743,34.35914,-29.72735,29.72735,1.397858,AXIS_RESOLVED,34.35914
WGV35A_PAIR_0209_S2A_012,WGV35A_PAIR_0209,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.853743,34.35914,-29.72735,29.72735,1.397858,AXIS_RESOLVED,34.35914
WGV35A_PAIR_0209_S2A_012,WGV35A_PAIR_0209,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,2,0.906159,25.323719,-38.762771,38.762771,,AXIS_COMPONENT_LAYOUT_RESOLVED,25.323719
WGV35A_PAIR_0209_S2A_013,WGV35A_PAIR_0209,center_shift,DOMINANT_ONLY,1,0.927617,33.201887,-44.010895,44.010895,1.477817,AXIS_RESOLVED,33.201887
WGV35A_PAIR_0209_S2A_013,WGV35A_PAIR_0209,center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.927617,33.201887,-44.010895,44.010895,1.477817,AXIS_RESOLVED,33.201887
WGV35A_PAIR_0209_S2A_013,WGV35A_PAIR_0209,center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.927617,33.201887,-44.010895,44.010895,1.477817,AXIS_RESOLVED,33.201887
WGV35A_PAIR_0209_S2A_014,WGV35A_PAIR_0209,diagonal_center_shift,DOMINANT_ONLY,1,0.835583,31.629433,-36.736453,36.736453,1.425069,AXIS_RESOLVED,31.629433
WGV35A_PAIR_0209_S2A_014,WGV35A_PAIR_0209,diagonal_center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.835583,31.629433,-36.736453,36.736453,1.425069,AXIS_RESOLVED,31.629433
WGV35A_PAIR_0209_S2A_014,WGV35A_PAIR_0209,diagonal_center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.835583,31.629433,-36.736453,36.736453,1.425069,AXIS_RESOLVED,31.629433
WGV35A_PAIR_0209_S2A_015,WGV35A_PAIR_0209,diagonal_center_shift,DOMINANT_ONLY,1,0.846761,33.688785,-39.244407,39.244407,1.410366,AXIS_RESOLVED,33.688785
WGV35A_PAIR_0209_S2A_015,WGV35A_PAIR_0209,diagonal_center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.846761,33.688785,-39.244407,39.244407,1.410366,AXIS_RESOLVED,33.688785
WGV35A_PAIR_0209_S2A_015,WGV35A_PAIR_0209,diagonal_center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.846761,33.688785,-39.244407,39.244407,1.410366,AXIS_RESOLVED,33.688785
WGV35A_PAIR_0209_S2A_016,WGV35A_PAIR_0209,diagonal_center_shift,DOMINANT_ONLY,1,0.918905,32.718008,-35.816569,35.816569,1.535375,AXIS_RESOLVED,32.718008
WGV35A_PAIR_0209_S2A_016,WGV35A_PAIR_0209,diagonal_center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.918905,32.718008,-35.816569,35.816569,1.535375,AXIS_RESOLVED,32.718008
WGV35A_PAIR_0209_S2A_016,WGV35A_PAIR_0209,diagonal_center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.918905,32.718008,-35.816569,35.816569,1.535375,AXIS_RESOLVED,32.718008
WGV35A_PAIR_0209_S2A_017,WGV35A_PAIR_0209,diagonal_center_shift,DOMINANT_ONLY,1,0.924665,31.734337,-41.030499,41.030499,1.515975,AXIS_RESOLVED,31.734337
WGV35A_PAIR_0209_S2A_017,WGV35A_PAIR_0209,diagonal_center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.924665,31.734337,-41.030499,41.030499,1.515975,AXIS_RESOLVED,31.734337
WGV35A_PAIR_0209_S2A_017,WGV35A_PAIR_0209,diagonal_center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.924665,31.734337,-41.030499,41.030499,1.515975,AXIS_RESOLVED,31.734337
WGV35A_PAIR_0209_S2A_018,WGV35A_PAIR_0209,diagonal_center_shift,DOMINANT_ONLY,1,0.85036,25.317613,-40.583024,40.583024,1.513773,AXIS_RESOLVED,25.317613
WGV35A_PAIR_0209_S2A_018,WGV35A_PAIR_0209,diagonal_center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.85036,25.317613,-40.583024,40.583024,1.513773,AXIS_RESOLVED,25.317613
WGV35A_PAIR_0209_S2A_018,WGV35A_PAIR_0209,diagonal_center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.85036,25.317613,-40.583024,40.583024,1.513773,AXIS_RESOLVED,25.317613
WGV35A_PAIR_0209_S2A_019,WGV35A_PAIR_0209,diagonal_center_shift,DOMINANT_ONLY,1,0.850973,29.523754,-45.874788,45.874788,1.500304,AXIS_RESOLVED,29.523754
WGV35A_PAIR_0209_S2A_019,WGV35A_PAIR_0209,diagonal_center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.850973,29.523754,-45.874788,45.874788,1.500304,AXIS_RESOLVED,29.523754
WGV35A_PAIR_0209_S2A_019,WGV35A_PAIR_0209,diagonal_center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.850973,29.523754,-45.874788,45.874788,1.500304,AXIS_RESOLVED,29.523754
WGV35A_PAIR_0209_S2A_020,WGV35A_PAIR_0209,diagonal_center_shift,DOMINANT_ONLY,1,0.938926,34.933953,-31.640903,31.640903,1.572823,AXIS_RESOLVED,34.933953
WGV35A_PAIR_0209_S2A_020,WGV35A_PAIR_0209,diagonal_center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.938926,34.933953,-31.640903,31.640903,1.572823,AXIS_RESOLVED,34.933953
WGV35A_PAIR_0209_S2A_020,WGV35A_PAIR_0209,diagonal_center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.938926,34.933953,-31.640903,31.640903,1.572823,AXIS_RESOLVED,34.933953
WGV35A_PAIR_0209_S2A_021,WGV35A_PAIR_0209,diagonal_center_shift,DOMINANT_ONLY,1,0.941664,30.468024,-44.256432,44.256432,1.553373,AXIS_RESOLVED,30.468024
WGV35A_PAIR_0209_S2A_021,WGV35A_PAIR_0209,diagonal_center_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.941664,30.468024,-44.256432,44.256432,1.553373,AXIS_RESOLVED,30.468024
WGV35A_PAIR_0209_S2A_021,WGV35A_PAIR_0209,diagonal_center_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.941664,30.468024,-44.256432,44.256432,1.553373,AXIS_RESOLVED,30.468024
WGV35A_PAIR_0209_S2A_022,WGV35A_PAIR_0209,single_boundary_shift,DOMINANT_ONLY,1,0.906205,66.719898,-3.929539,3.929539,1.205876,AXIS_RESOLVED,66.719898
WGV35A_PAIR_0209_S2A_022,WGV35A_PAIR_0209,single_boundary_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.906205,66.719898,-3.929539,3.929539,1.205876,AXIS_RESOLVED,66.719898
WGV35A_PAIR_0209_S2A_022,WGV35A_PAIR_0209,single_boundary_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.906205,66.719898,-3.929539,3.929539,1.205876,AXIS_RESOLVED,66.719898
WGV35A_PAIR_0209_S2A_023,WGV35A_PAIR_0209,single_boundary_shift,DOMINANT_ONLY,1,0.914541,70.632423,-0.017379,0.017379,1.167747,AXIS_NEAR_ISOTROPIC,70.632423
WGV35A_PAIR_0209_S2A_023,WGV35A_PAIR_0209,single_boundary_shift,TOP_COMPONENTS_TO_80_PERCENT_ENERGY,1,0.914541,70.632423,-0.017379,0.017379,1.167747,AXIS_NEAR_ISOTROPIC,70.632423
WGV35A_PAIR_0209_S2A_023,WGV35A_PAIR_0209,single_boundary_shift,COMPONENT_ENERGY_FRACTION_GE_5_PERCENT,1,0.914541,70.632423,-0.017379,0.017379,1.167747,AXIS_NEAR_ISOTROPIC,70.632423
