pair_id,frame,track_id,physical_vehicle_id,old_visibility_state,geometry_edge_state,visual_observation_state,visible_parts,direct_observable,temporally_recoverable,not_safely_recoverable,state_reason
WGV35A_PAIR_0168,183,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=multiple_observations,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0170,183,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=multiple_observations,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0167,183,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0169,183,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0172,184,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0175,184,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0171,184,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0174,184,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0173,184,oty1t_obj_GM_RM017_bytetrack_bt_0014,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,right_contact,temporally_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0176,184,oty1t_obj_GM_RM017_bytetrack_bt_0014,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,right_contact,temporally_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0178,185,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=multiple_observations,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0180,185,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=multiple_observations,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0177,185,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0179,185,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0181,186,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0183,186,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0182,186,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0184,186,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0185,187,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0188,187,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,right_near_edge,temporally_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0186,187,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0187,187,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0189,188,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,right_near_edge,temporally_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0192,188,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,right_near_edge,temporally_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0190,188,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0191,188,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0193,189,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,right_contact,temporally_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0195,189,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,right_contact,temporally_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0194,189,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0196,189,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0197,206,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,right_contact,temporally_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0198,210,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,right_contact,temporally_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0199,212,oty1t_obj_GM_RM017_bytetrack_bt_0014,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation,right_contact,temporally_recoverable,left_or_center_visible;right_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
