counterfactual_id,counterfactual_group,sar_frame,split,center_x,center_y,total_background_subtracted_energy,energy_centroid_body_long_offset_m,energy_centroid_body_short_offset_m,near_far_energy_ratio,component_layout_axis_deg,significant_component_count,counterfactual_role
fixed_strong_scatterer_sar000381,fixed_strong_scatterer,381,posthoc_diagnosis,1132.158395,1164.457828,60964,0.358859,-0.598926,1.173133,31.632814,6,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000382,matched_strong_scatterer_background,382,posthoc_diagnosis,1371,1020,40901,0.164638,-0.071858,1.052971,1.894974,5,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000382,matched_linear_structure_background,382,posthoc_diagnosis,1371,1054,38298,0.064563,0.329307,0.945986,0.70884,5,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000382,fixed_known_non_vehicle_N005,382,posthoc_diagnosis,1196.566369,1166.397906,36486,0.209137,-0.449021,1.075578,153.09781,11,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000382,fixed_linear_structure,382,posthoc_diagnosis,1461.700834,848.735721,32015,-0.002572,0.217556,0.960907,98.473663,0,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000382,fixed_strong_scatterer,382,posthoc_diagnosis,1132.158395,1164.457828,55798,0.39102,-0.619297,1.178762,47.812417,6,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000383,matched_strong_scatterer_background,383,posthoc_diagnosis,895,1020,20370,0.041992,0.035915,0.962726,103.515731,0,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000383,matched_linear_structure_background,383,posthoc_diagnosis,929,986,20141,0.038119,-0.00208,0.975753,101.970431,0,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000383,fixed_known_non_vehicle_N005,383,posthoc_diagnosis,1196.566369,1166.397906,32636,0.269128,-0.50244,1.07257,56.79967,6,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000383,fixed_linear_structure,383,posthoc_diagnosis,1461.700834,848.735721,27555,0.001895,0.298066,0.956476,156.619876,3,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000383,fixed_strong_scatterer,383,posthoc_diagnosis,1132.158395,1164.457828,60424,0.364387,-0.625032,1.196951,49.099104,5,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000384,matched_strong_scatterer_background,384,posthoc_diagnosis,895,1020,23763,0.09632,0.085894,0.953788,98.34017,4,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000384,matched_linear_structure_background,384,posthoc_diagnosis,929,1020,21314,0.027308,0.044294,0.96588,102.41614,0,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000384,fixed_known_non_vehicle_N005,384,posthoc_diagnosis,1196.566369,1166.397906,27702,0.222713,-0.517722,1.049744,19.212524,5,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000384,fixed_linear_structure,384,posthoc_diagnosis,1461.700834,848.735721,24389,-0.005337,0.259513,0.970359,127.696966,4,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000384,fixed_strong_scatterer,384,posthoc_diagnosis,1132.158395,1164.457828,59836,0.282475,-0.576809,1.181325,59.886776,10,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000385,matched_strong_scatterer_background,385,posthoc_diagnosis,1405,1020,49296,0.658647,-0.034799,1.118935,6.252094,6,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000385,matched_linear_structure_background,385,posthoc_diagnosis,1405,1020,49296,0.658647,-0.034799,1.118935,6.252094,6,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000385,fixed_known_non_vehicle_N005,385,posthoc_diagnosis,1196.566369,1166.397906,44281,1.208348,-0.298599,1.137324,6.932371,4,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000385,fixed_linear_structure,385,posthoc_diagnosis,1461.700834,848.735721,26711,0.547179,0.095724,1.047602,95.038212,7,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000385,fixed_strong_scatterer,385,posthoc_diagnosis,1132.158395,1164.457828,53149,0.20187,-0.381321,1.139025,39.795293,5,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000386,matched_strong_scatterer_background,386,posthoc_diagnosis,1405,1020,59264,0.476546,-0.029234,1.105731,5.711315,6,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000386,matched_linear_structure_background,386,posthoc_diagnosis,1405,1020,59264,0.476546,-0.029234,1.105731,5.711315,6,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000386,fixed_known_non_vehicle_N005,386,posthoc_diagnosis,1196.566369,1166.397906,51504,1.165635,-0.298019,1.163517,8.230977,3,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000386,fixed_linear_structure,386,posthoc_diagnosis,1461.700834,848.735721,29546,0.479532,0.084703,1.021598,20.704942,6,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000386,fixed_strong_scatterer,386,posthoc_diagnosis,1132.158395,1164.457828,55970,0.079759,-0.364645,1.120677,15.771977,3,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000387,matched_strong_scatterer_background,387,posthoc_diagnosis,1405,1020,51540,0.440009,-0.011643,1.100605,6.368228,8,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000387,matched_linear_structure_background,387,posthoc_diagnosis,1439,1054,37579,0.328581,0.304708,1.011797,3.809496,5,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000387,fixed_known_non_vehicle_N005,387,posthoc_diagnosis,1196.566369,1166.397906,47976,1.07957,-0.329743,1.165366,6.789494,3,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000387,fixed_linear_structure,387,posthoc_diagnosis,1461.700834,848.735721,28812,0.432156,0.08089,1.019353,1.649826,7,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000387,fixed_strong_scatterer,387,posthoc_diagnosis,1132.158395,1164.457828,50350,-0.008527,-0.36301,1.11328,27.85119,5,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000388,matched_strong_scatterer_background,388,posthoc_diagnosis,1439,1020,31912,0.009116,0.047689,0.988355,175.25092,4,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000388,matched_linear_structure_background,388,posthoc_diagnosis,1439,1020,31912,0.009116,0.047689,0.988355,175.25092,4,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000388,fixed_known_non_vehicle_N005,388,posthoc_diagnosis,1196.566369,1166.397906,41835,0.364646,-0.560848,1.103988,90.209835,7,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000388,fixed_linear_structure,388,posthoc_diagnosis,1461.700834,848.735721,33827,0.038028,0.177919,0.971089,0,2,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000388,fixed_strong_scatterer,388,posthoc_diagnosis,1132.158395,1164.457828,73643,-0.062554,-0.475489,1.138899,97.252491,6,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000389,matched_strong_scatterer_background,389,posthoc_diagnosis,1439,1020,26288,0.06036,0.079849,0.997818,7.605246,7,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000389,matched_linear_structure_background,389,posthoc_diagnosis,1439,1054,24595,-0.062773,0.247443,0.975124,178.651183,5,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000389,fixed_known_non_vehicle_N005,389,posthoc_diagnosis,1196.566369,1166.397906,34425,0.424846,-0.637926,1.090424,92.280098,12,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000389,fixed_linear_structure,389,posthoc_diagnosis,1461.700834,848.735721,27432,0.037184,0.150868,0.976291,0,1,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000389,fixed_strong_scatterer,389,posthoc_diagnosis,1132.158395,1164.457828,55415,-0.12702,-0.509163,1.125999,104.189539,8,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000390,matched_strong_scatterer_background,390,posthoc_diagnosis,1439,1020,28885,0.067438,0.07775,0.996359,105.715853,9,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000390,matched_linear_structure_background,390,posthoc_diagnosis,1439,1054,26809,-0.030817,0.235201,0.971273,172.307945,6,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000390,fixed_known_non_vehicle_N005,390,posthoc_diagnosis,1196.566369,1166.397906,37457,0.564167,-0.665143,1.154744,74.096839,9,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000390,fixed_linear_structure,390,posthoc_diagnosis,1461.700834,848.735721,24588,0.052826,0.113296,0.981462,132.763547,5,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000390,fixed_strong_scatterer,390,posthoc_diagnosis,1132.158395,1164.457828,46094,-0.207606,-0.477716,1.117386,103.746346,7,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000391,matched_strong_scatterer_background,391,posthoc_diagnosis,1439,1020,38867,0.100713,0.101528,1.002963,102.550181,7,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000391,matched_linear_structure_background,391,posthoc_diagnosis,827,1020,40555,-0.041479,0.533172,0.887861,130.550348,9,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000391,fixed_known_non_vehicle_N005,391,posthoc_diagnosis,1196.566369,1166.397906,58654,0.579594,-0.589182,1.165228,75.355157,7,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000391,fixed_linear_structure,391,posthoc_diagnosis,1461.700834,848.735721,36526,0.050131,0.117401,0.993512,114.372995,10,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000391,fixed_strong_scatterer,391,posthoc_diagnosis,1132.158395,1164.457828,54321,-0.224195,-0.398448,1.08374,104.51269,7,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000392,matched_strong_scatterer_background,392,posthoc_diagnosis,1439,1020,47338,-0.561741,-0.008363,1.09921,10.604178,7,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000392,matched_linear_structure_background,392,posthoc_diagnosis,963,918,31332,-0.323479,0.06939,0.946843,173.198454,4,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000392,fixed_known_non_vehicle_N005,392,posthoc_diagnosis,1196.566369,1166.397906,57542,-0.568345,0.30424,1.095395,0,2,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000392,fixed_linear_structure,392,posthoc_diagnosis,1461.700834,848.735721,45367,-0.486797,0.016972,1.069567,30.723279,13,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000392,fixed_strong_scatterer,392,posthoc_diagnosis,1132.158395,1164.457828,60308,0.502231,0.293911,1.090538,26.558437,3,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000393,matched_strong_scatterer_background,393,posthoc_diagnosis,895,986,39016,0.082426,-0.214119,0.964028,83.987148,13,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000393,matched_linear_structure_background,393,posthoc_diagnosis,1473,1054,24781,-0.024962,-0.120054,0.992622,175.610571,3,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000393,fixed_known_non_vehicle_N005,393,posthoc_diagnosis,1196.566369,1166.397906,67399,-0.389024,0.517568,1.158598,61.189123,3,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000393,fixed_linear_structure,393,posthoc_diagnosis,1461.700834,848.735721,34782,-0.152961,0.01778,1.016487,104.652078,8,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000393,fixed_strong_scatterer,393,posthoc_diagnosis,1132.158395,1164.457828,33979,0.084217,0.345216,1.027678,115.470486,11,generated_from_real_sar_intensity_in_generate_stage
matched_strong_scatterer_background_sar000394,matched_strong_scatterer_background,394,posthoc_diagnosis,1439,1020,48593,-0.351673,0.005778,1.091573,14.862113,7,generated_from_real_sar_intensity_in_generate_stage
matched_linear_structure_background_sar000394,matched_linear_structure_background,394,posthoc_diagnosis,1473,1054,39005,-0.590609,-0.263361,1.061008,1.522723,5,generated_from_real_sar_intensity_in_generate_stage
fixed_known_non_vehicle_N005_sar000394,fixed_known_non_vehicle_N005,394,posthoc_diagnosis,1196.566369,1166.397906,61808,-0.372391,0.331667,1.139464,0,2,generated_from_real_sar_intensity_in_generate_stage
fixed_linear_structure_sar000394,fixed_linear_structure,394,posthoc_diagnosis,1461.700834,848.735721,39606,-0.330262,-0.01453,1.048981,44.454801,16,generated_from_real_sar_intensity_in_generate_stage
fixed_strong_scatterer_sar000394,fixed_strong_scatterer,394,posthoc_diagnosis,1132.158395,1164.457828,60378,0.83289,0.279055,1.122643,0,2,generated_from_real_sar_intensity_in_generate_stage
