subject_name,sar_frame,timestamp_or_sequence_index,physical_vehicle_id,split,center_range_m,center_azimuth_m,absolute_range_from_radar_m,absolute_azimuth_deg,motion_tangent_image_deg,motion_tangent_uncertainty_deg,body_axis_proxy_deg,body_axis_proxy_source,body_axis_proxy_uncertainty_deg,local_range_axis_image_deg,relative_aspect_angle_deg,aspect_domain_status,total_background_subtracted_energy,inner_outer_density_ratio,range_p50_width_m,range_p80_width_m,range_p90_width_m,azimuth_p50_width_m,azimuth_p80_width_m,azimuth_p90_width_m,body_long_p80_width_m,body_short_p80_width_m,vehicle_projection_envelope_status,required_missing_support_m,required_extra_spread_m,global_energy_axis_image_deg,dominant_component_axis_image_deg,significant_component_layout_axis_image_deg,global_axis_ratio,dominant_axis_ratio,layout_axis_ratio,axis_representation_consistency_status,energy_centroid_body_long_offset_m,energy_centroid_body_short_offset_m,peak_energy_body_long_offset_m,peak_energy_body_short_offset_m,top_energy_quantile_centroid_body_long_offset_m,top_energy_quantile_centroid_body_short_offset_m,energy_centroid_range_offset_m,energy_centroid_azimuth_offset_m,radar_near_half_energy,radar_far_half_energy,near_far_energy_ratio,body_positive_half_energy,body_negative_half_energy,body_half_energy_ratio,body_short_positive_half_energy,body_short_negative_half_energy,body_short_half_energy_ratio,significant_component_count,dominant_component_energy_fraction,mask_observability_status,measurement_status
vehicle_body_axis_reference,385,385,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,2.9925,-11.675835,12.053223,-75.624609,-2.184138,1.629612,177.578478,E0_R2_two_sided_trajectory_body_axis_proxy,0.534549,104.375391,73.203087,IN_CALIBRATION_ASPECT_DOMAIN,79804,1.14811,0.778402,1.214186,1.413823,2.470891,3.275678,3.76971,3.390775,0.430288,VEHICLE_ENVELOPE_STABLE_SOFT,0.296889,0,176.103409,7.037211,176.940485,2.619543,2.911394,43.015685,AXES_LOCALLY_CONSISTENT,0.261811,-0.38031,1.712321,-0.906297,0.550883,-0.677377,-0.439742,-0.140738,268029,229391,1.168437,255745,241675,1.058219,227468,269952,0.842624,7,0.204626,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,386,386,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,3.00606,-11.68461,12.065095,-75.572576,-1.621126,1.71079,178.053154,E0_R2_two_sided_trajectory_body_axis_proxy,0.781584,104.427424,73.62573,IN_CALIBRATION_ASPECT_DOMAIN,87637,1.138975,0.774699,1.176639,1.382676,2.55759,3.327096,3.865016,3.473915,0.468843,VEHICLE_ENVELOPE_STABLE_SOFT,0.258333,0,177.205021,15.405844,179.05704,2.582035,2.897769,8.118545,AXES_LOCALLY_CONSISTENT,0.244342,-0.3642,2.19425,-0.792524,0.51754,-0.663661,-0.418311,-0.13176,292365,248917,1.174548,278413,262869,1.059132,248423,292859,0.848268,8,0.192407,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,387,387,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,3.08883,-11.67381,12.075542,-75.179465,-1.162503,0.911837,179.036933,E0_R2_two_sided_trajectory_body_axis_proxy,0.629758,104.820535,74.216398,IN_CALIBRATION_ASPECT_DOMAIN,80479,1.148194,0.759812,1.158057,1.378903,2.547884,3.3719,3.758293,3.483038,0.461534,VEHICLE_ENVELOPE_STABLE_SOFT,0.265643,0,178.430686,4.853784,178.863788,2.555775,4.475993,9.325952,AXES_LOCALLY_CONSISTENT,0.193731,-0.353023,2.082922,-0.820916,0.391134,-0.658128,-0.392408,-0.090402,267369,227445,1.175533,252706,242108,1.043774,225958,268856,0.840442,5,0.237018,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,388,388,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,3.520935,-11.788275,12.302862,-73.370109,-1.087441,2.604477,178.373632,E0_R2_two_sided_trajectory_body_axis_proxy,0.764837,106.629891,71.743741,IN_CALIBRATION_ASPECT_DOMAIN,54954,1.026194,0.56779,2.109929,2.659455,1.028137,1.705645,1.925929,1.831817,1.809679,VEHICLE_ENVELOPE_STABLE_SOFT,0.074156,0,111.697384,174.274449,106.075662,1.71957,5.613202,4.352748,AXES_PARTIALLY_CONSISTENT,0.013247,-0.255539,-0.744623,-0.87176,0.030943,-0.491505,-0.246826,0.067472,301455,284079,1.061166,296586,288948,1.026434,284964,300570,0.948079,3,0.43096,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,389,389,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,3.58827,-11.6412,12.181676,-72.86867,-0.908416,1.356426,178.056263,E0_R2_two_sided_trajectory_body_axis_proxy,1.721997,107.13133,70.924933,IN_CALIBRATION_ASPECT_DOMAIN,43158,1.02617,0.624446,2.477544,2.704738,1.032083,1.671637,1.89883,1.881385,1.992493,VEHICLE_ENVELOPE_STABLE_SOFT,0.024588,0,114.984233,173.898573,112.484439,1.741315,5.820872,5.101296,AXES_PARTIALLY_CONSISTENT,-0.015008,-0.162795,-0.495544,-0.780457,-0.020718,-0.340906,-0.148951,0.067386,258528,247530,1.044431,253991,252067,1.007633,247731,258327,0.958982,4,0.43167,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,390,390,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,3.78468,-11.67807,12.276039,-72.043301,-0.507804,0.672747,179.358279,E0_R2_two_sided_trajectory_body_axis_proxy,1.003509,107.956699,71.40158,IN_CALIBRATION_ASPECT_DOMAIN,42742,1.039278,0.641598,2.18085,2.669967,1.074968,1.674534,1.865848,1.834253,1.708213,VEHICLE_ENVELOPE_STABLE_SOFT,0.07172,0,114.686107,173.747159,113.747587,1.758885,5.853931,3.458059,AXES_PARTIALLY_CONSISTENT,-0.003048,-0.149569,-0.797317,-0.719045,0.000111,-0.364138,-0.140786,0.050591,226166,214887,1.052488,223155,217898,1.024126,215860,225193,0.958556,5,0.364255,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,391,391,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,3.744,-11.65683,12.243334,-72.193756,-0.377195,0.000819,178.850939,E0_R2_two_sided_trajectory_body_axis_proxy,1.332495,107.806244,71.044695,IN_CALIBRATION_ASPECT_DOMAIN,48693,1.012942,0.736194,2.281713,2.755831,1.186887,1.808636,1.959388,1.988024,1.813904,VEHICLE_ENVELOPE_STABLE_SOFT,0,0,117.52962,173.069608,120.91615,1.755511,6.441507,2.371461,AXES_PARTIALLY_CONSISTENT,-0.000616,-0.169422,-0.74023,-0.793834,0.018376,-0.357804,-0.160035,0.055616,303658,287649,1.055655,297683,293624,1.013824,287973,303334,0.949359,9,0.382765,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,392,392,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,4.14696,-11.74491,12.455528,-70.552601,-0.039328,1.036468,0.521525,E0_R2_two_sided_trajectory_body_axis_proxy,1.57694,109.447399,71.074126,IN_CALIBRATION_ASPECT_DOMAIN,82155,1.106945,0.938755,1.40485,1.743894,2.506075,3.291446,3.620919,3.466203,0.794948,VEHICLE_ENVELOPE_STABLE_SOFT,0,0,0.256978,172.653628,1.505263,2.372272,2.586875,4.549709,AXES_LOCALLY_CONSISTENT,-0.279534,0.336566,-1.619002,0.881683,-0.453696,0.644392,-0.409036,-0.155259,311263,271433,1.14674,282862,299834,0.943395,309092,273604,1.129706,8,0.160015,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,393,393,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,4.43517,-11.691705,12.504667,-69.226094,0.422341,0.955589,2.532359,E0_R2_two_sided_trajectory_body_axis_proxy,3.612792,110.773906,71.758453,IN_CALIBRATION_ASPECT_DOMAIN,46137,1.047302,0.685807,2.068957,2.754737,1.154881,1.707155,1.899631,1.854207,1.690805,VEHICLE_ENVELOPE_STABLE_SOFT,0.051767,0,116.64082,175.980254,122.852,1.808434,7.000625,1.625206,AXES_PARTIALLY_CONSISTENT,-0.083007,0.199559,0.460368,0.79414,-0.142494,0.460174,-0.215513,-0.016369,247508,233327,1.060777,236763,244072,0.970054,247196,233639,1.058025,6,0.342328,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,394,394,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,posthoc_diagnosis,4.307625,-11.647605,12.418629,-69.704132,0.889694,0,3.035507,E0_R2_two_sided_trajectory_body_axis_proxy,3.239803,110.295868,72.739639,IN_CALIBRATION_ASPECT_DOMAIN,83528,1.126166,0.862537,1.372844,1.575215,2.180068,3.053492,3.295159,3.268589,0.590758,VEHICLE_ENVELOPE_STABLE_SOFT,0.136419,0,179.625919,8.050021,178.241923,2.377694,1.877766,12.056751,AXES_LOCALLY_CONSISTENT,-0.289074,0.313318,-1.887797,0.990963,-0.514854,0.658115,-0.384981,-0.18309,298888,264899,1.128309,272358,291429,0.93456,300354,263433,1.140153,7,0.166603,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
