scene,failure_id,canonical_vehicle_id,frame_start,frame_end,failure_type,detector_sources,tracker_ids,p1c_global_vehicle_ids,visual_ground_truth,current_observation_behavior,identity_consequence,root_cause_layer,recommended_future_mechanism,severity,notes
GM_RM019,GM_RM019:P1E_F0182,,147,148,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0183,,173,173,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0184,,181,181,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0185,,220,220,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0186,,255,255,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0187,,257,261,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0188,,284,284,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0189,,308,308,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0190,,350,350,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0191,,352,352,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0192,,357,357,non_vehicle_detection,YOLO11l,,,Canonical frame state and full optical context.,YOLO11l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0193,,4,4,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0194,,34,34,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0195,,37,38,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0196,,41,41,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0197,,43,56,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0198,,59,100,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0199,,106,106,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0200,,138,141,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0201,,147,148,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0202,,174,174,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0203,,191,191,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0204,,220,220,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0205,,255,261,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0206,,263,263,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0207,,277,277,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0208,,284,284,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0209,,318,319,non_vehicle_detection,YOLO26l,,,Canonical frame state and full optical context.,YOLO26l produced non_vehicle_detection observations.,Stable false observations can create a false vehicle thread.,observation_entity,Vehicle-specific multi-frame objectness and background rejection.,high,
GM_RM019,GM_RM019:P1E_F0210,GM_RM019:PV001,0,0,only_partial_vehicle_box,YOLO11l,,GM_RM019:GV001,Canonical frame state and full optical context.,YOLO11l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM019,GM_RM019:P1E_F0211,GM_RM019:PV001,0,14,same_vehicle_multiple_boxes,YOLO11l,,GM_RM019:GV001,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM019,GM_RM019:P1E_F0212,GM_RM019:PV001,0,2,same_vehicle_multiple_boxes,YOLO26l,,GM_RM019:GV001,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM019,GM_RM019:P1E_F0213,GM_RM019:PV001,11,11,same_vehicle_multiple_boxes,YOLO26l,,GM_RM019:GV001,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM019,GM_RM019:P1E_F0214,GM_RM019:PV002,22,26,only_partial_vehicle_box,YOLO11l,,GM_RM019:GV002,Canonical frame state and full optical context.,YOLO11l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM019,GM_RM019:P1E_F0215,GM_RM019:PV002,22,23,only_partial_vehicle_box,YOLO26l,,GM_RM019:GV002,Canonical frame state and full optical context.,YOLO26l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM019,GM_RM019:P1E_F0216,GM_RM019:PV002,5,21,same_vehicle_multiple_boxes,YOLO11l,,GM_RM019:GV002,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM019,GM_RM019:P1E_F0217,GM_RM019:PV002,24,43,same_vehicle_multiple_boxes,YOLO11l,,GM_RM019:GV002,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM019,GM_RM019:P1E_F0218,GM_RM019:PV002,24,27,same_vehicle_multiple_boxes,YOLO26l,,GM_RM019:GV002,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM019,GM_RM019:P1E_F0219,GM_RM019:PV002,29,29,same_vehicle_multiple_boxes,YOLO26l,,GM_RM019:GV002,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM019,GM_RM019:P1E_F0220,GM_RM019:PV002,42,42,same_vehicle_multiple_boxes,YOLO26l,,GM_RM019:GV002,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM019,GM_RM019:P1E_F0221,GM_RM019:PV003,118,118,only_partial_vehicle_box,YOLO11l,,GM_RM019:GV004;GM_RM019:GV005,Canonical frame state and full optical context.,YOLO11l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM019,GM_RM019:P1E_F0222,GM_RM019:PV003,120,122,only_partial_vehicle_box,YOLO11l,,GM_RM019:GV004;GM_RM019:GV005,Canonical frame state and full optical context.,YOLO11l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM019,GM_RM019:P1E_F0223,GM_RM019:PV003,137,141,only_partial_vehicle_box,YOLO11l,,GM_RM019:GV004;GM_RM019:GV005,Canonical frame state and full optical context.,YOLO11l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM019,GM_RM019:P1E_F0224,GM_RM019:PV003,118,121,only_partial_vehicle_box,YOLO26l,,GM_RM019:GV004;GM_RM019:GV005,Canonical frame state and full optical context.,YOLO26l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM019,GM_RM019:P1E_F0225,GM_RM019:PV003,137,137,only_partial_vehicle_box,YOLO26l,,GM_RM019:GV004;GM_RM019:GV005,Canonical frame state and full optical context.,YOLO26l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM019,GM_RM019:P1E_F0226,GM_RM019:PV003,98,117,same_vehicle_multiple_boxes,YOLO11l,,GM_RM019:GV004;GM_RM019:GV005,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM019,GM_RM019:P1E_F0227,GM_RM019:PV003,123,143,same_vehicle_multiple_boxes,YOLO11l,,GM_RM019:GV004;GM_RM019:GV005,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM019,GM_RM019:P1E_F0228,GM_RM019:PV003,124,124,same_vehicle_multiple_boxes,YOLO26l,,GM_RM019:GV004;GM_RM019:GV005,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM019,GM_RM019:P1E_F0229,GM_RM019:PV003,126,126,same_vehicle_multiple_boxes,YOLO26l,,GM_RM019:GV004;GM_RM019:GV005,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM019,GM_RM019:P1E_F0230,GM_RM019:PV003,136,136,same_vehicle_multiple_boxes,YOLO26l,,GM_RM019:GV004;GM_RM019:GV005,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM019,GM_RM019:P1E_F0231,GM_RM019:PV004,162,169,only_partial_vehicle_box,YOLO11l,,GM_RM019:GV006,Canonical frame state and full optical context.,YOLO11l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM019,GM_RM019:P1E_F0232,GM_RM019:PV004,172,172,only_partial_vehicle_box,YOLO11l,,GM_RM019:GV006,Canonical frame state and full optical context.,YOLO11l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM019,GM_RM019:P1E_F0233,GM_RM019:PV004,166,166,only_partial_vehicle_box,YOLO26l,,GM_RM019:GV006,Canonical frame state and full optical context.,YOLO26l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM019,GM_RM019:P1E_F0234,GM_RM019:PV004,169,170,only_partial_vehicle_box,YOLO26l,,GM_RM019:GV006,Canonical frame state and full optical context.,YOLO26l produced only_partial_vehicle_box observations.,Appearance and shape prototypes are contaminated by truncation.,observation_entity,Visibility-conditioned prototype admission and part-aware aggregation.,medium,
GM_RM019,GM_RM019:P1E_F0235,GM_RM019:PV004,149,168,same_vehicle_multiple_boxes,YOLO11l,,GM_RM019:GV006,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM019,GM_RM019:P1E_F0236,GM_RM019:PV004,170,183,same_vehicle_multiple_boxes,YOLO11l,,GM_RM019:GV006,Canonical frame state and full optical context.,YOLO11l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM019,GM_RM019:P1E_F0237,GM_RM019:PV004,168,168,same_vehicle_multiple_boxes,YOLO26l,,GM_RM019:GV006,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM019,GM_RM019:P1E_F0238,GM_RM019:PV004,171,172,same_vehicle_multiple_boxes,YOLO26l,,GM_RM019:GV006,Canonical frame state and full optical context.,YOLO26l produced same_vehicle_multiple_boxes observations.,Parallel observations can create redundant tracklets or source competition.,observation_entity,Same-frame observation grouping with one preferred subject observation.,medium,
GM_RM011,GM_RM011:P1E_F0239,GM_RM011:PV009,155,196,same_vehicle_multiple_global_ids,YOLO11l;YOLO26l,,GM_RM011:GV009;GM_RM011:GV010,GV009 and GV010 split one continuously visible covered vehicle.,GV009 and GV010 split one continuously visible covered vehicle.,One physical vehicle becomes two global identities.,lifecycle_recovery,Longer identity-pure local fragments plus visible-unboxed propagation.,critical,P1-D blocking case closed in the P1-E reference benchmark.
GM_RM011,GM_RM011:P1E_F0240,GM_RM011:PV014,307,336,vehicle_missing_from_all_threads,YOLO11l;YOLO26l,,,A covered vehicle is visible but absent from every P1-C thread.,A covered vehicle is visible but absent from every P1-C thread.,A real physical vehicle is omitted from runtime identity output.,observation_admission,Recover vehicle-supported observations before global identity solving.,critical,P1-D blocking case closed in the P1-E reference benchmark.
GM_RM011,GM_RM011:P1E_F0241,GM_RM011:PV004,56,87,occlusion_recovery_failure,YOLO11l;YOLO26l,,GM_RM011:GV004,The covered vehicle remains visible after GV004 terminates.,The covered vehicle remains visible after GV004 terminates.,Premature exit truncates the physical lifecycle.,lifecycle_recovery,Visibility-aware continuation across detector gaps.,critical,P1-D blocking case closed in the P1-E reference benchmark.
GM_RM019,GM_RM019:P1E_F0242,,45,100,false_vehicle_thread,YOLO11l;YOLO26l,,GM_RM019:GV003,"GV003 follows pedestrians and roadside objects, not a vehicle.","GV003 follows pedestrians and roadside objects, not a vehicle.",A non-vehicle observation chain becomes a global vehicle thread.,observation_admission,Vehicle-specific multi-frame subject validation.,critical,P1-D blocking case closed in the P1-E reference benchmark.
GM_RM019,GM_RM019:P1E_F0243,GM_RM019:PV003,51,143,different_vehicles_one_global_id,YOLO11l;YOLO26l,,GM_RM019:GV004;GM_RM019:GV005,GV004 changes from non-vehicle fragments to the silver MPV near frame 125.,GV004 changes from non-vehicle fragments to the silver MPV near frame 125.,A single global ID mixes unrelated subjects.,subject_purity,Prototype admission that rejects non-vehicle and subject-switch crops.,critical,P1-D blocking case closed in the P1-E reference benchmark.
GM_RM019,GM_RM019:P1E_F0244,GM_RM019:PV003,98,143,same_vehicle_multiple_global_ids,YOLO11l;YOLO26l,,GM_RM019:GV004;GM_RM019:GV005,GV004 suffix and GV005 represent the same silver MPV.,GV004 suffix and GV005 represent the same silver MPV.,One physical vehicle is represented twice in parallel.,same_frame_exclusivity,Canonical observation grouping before tracklet association.,critical,P1-D blocking case closed in the P1-E reference benchmark.
