response_field_id,scene,canonical_vehicle_id,benchmark_role,input_tier,segment_id,sar_frame_index,sar_time_sec,source_gt_ids,source_gt_count,source_gt_quality_distribution,raw_anchor_center_x_px,raw_anchor_center_y_px,raw_anchor_width_px,raw_anchor_height_px,raw_anchor_angle_deg,smoothed_anchor_center_x_px,smoothed_anchor_center_y_px,smoothed_anchor_width_px,smoothed_anchor_height_px,smoothed_anchor_angle_deg,gt_center_spread_px,gt_size_spread_px,crop_expansion,raw_crop_polygon_global_px,smoothed_crop_polygon_global_px,global_roi_x1,global_roi_y1,global_roi_x2,global_roi_y2,radial_unit_x,radial_unit_y,tangential_unit_x,tangential_unit_y,raw_half_extent_radial_px,raw_half_extent_tangential_px,smoothed_half_extent_radial_px,smoothed_half_extent_tangential_px,thread_raw_p05,thread_raw_p50,thread_raw_p95,thread_raw_p99,local_background_median,local_background_mad,raw_min,raw_max,raw_mean,analysis_valid_mask_fraction,coordinate_inverse_error_px,raw_image_path,raw_image_sha256,low_threshold_component_count,multi_threshold_component_count,single_threshold_only_component_count,gt_is_vehicle_response_mask,lineage_status,notes
S1L-FIELD-GM_RM017-GM_RM017_PV003-000331,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,331,6.620000000,GM_RM017|000331|gm_rm017_00035,1,usable:1,890.023000,941.182000,162.955000,76.151000,176.000000,890.023000,939.939000,165.871000,76.581000,176.000000,0.000000,0.000000,1.750000,"832.758,1136.094;1092.284,960.168;947.288,746.270;687.762,922.196","831.290,1137.338;1095.082,959.089;948.756,742.540;684.964,920.789",680,738,1101,1143,-0.561107,-0.827743,0.827743,-0.561107,73.831953,89.581181,74.672082,90.962530,31.000000,46.000000,66.000000,86.000000,34.000000,4.000000,11,111,34.893549,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000331.png,5dd0e713693d7eb45e25920ff5d6b4f63cf7b315332c488e139c8e7da019fcbb,4,2,2,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000332,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,332,6.640000000,GM_RM017|000332|gm17supp_000159_000332_det2,1,usable:1,898.926000,944.358000,156.252000,67.413000,178.000000,898.926000,941.182000,162.955000,76.151000,178.000000,0.000000,0.000000,1.750000,"842.948,1127.100;1088.971,964.626;954.904,761.616;708.881,924.090","839.756,1136.416;1101.541,964.943;958.096,745.948;696.311,917.421",692,741,1107,1142,-0.551074,-0.834456,0.834456,-0.551074,69.509548,84.237482,74.798076,89.412825,31.000000,46.000000,66.000000,86.000000,33.000000,4.000000,8,107,33.431478,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000332.png,2387d9abfd5c9656af13ffe476569cbf4b2c4f7f5e2322b7a0524bf643947410,3,2,1,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000333,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,333,6.660000000,GM_RM017|000333|gm_rm017_00037,1,usable:1,903.311000,939.939000,172.998000,77.879000,176.000000,903.311000,941.182000,162.903000,72.840000,177.000000,0.000000,0.000000,1.750000,"835.550,1140.791;1114.132,962.024;971.072,739.087;692.490,917.854","840.924,1131.314;1102.212,963.109;965.698,751.050;704.410,919.255",688,735,1120,1146,-0.540071,-0.841619,0.841619,-0.540071,75.683007,94.573421,72.057190,88.784999,31.000000,46.000000,66.000000,86.000000,34.000000,4.000000,11,110,35.145456,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000333.png,b0c48574a4d8b87ffb8d60d8de8be59956628924430d271d804f50b4c117aaa3,4,3,1,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000334,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,334,6.680000000,GM_RM017|000334|gm17supp_000160_000334_det2,1,usable:1,907.790000,942.629000,162.903000,64.484000,178.000000,907.790000,942.629000,156.971000,68.439000,177.000000,0.000000,0.000000,1.750000,"844.603,1125.795;1100.427,963.446;970.977,759.463;715.153,921.812","846.018,1123.477;1097.727,963.740;969.562,761.781;717.853,921.518",711,755,1106,1131,-0.535821,-0.844332,0.844332,-0.535821,69.026044,86.568701,68.340969,85.176233,31.000000,46.000000,66.000000,86.000000,38.000000,5.000000,8,122,37.617684,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000334.png,4b9b16cc5ada4fbb68c609f80d2aa101a285c1caed29337608d9e5fe7ef347ab,3,2,1,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000338,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,338,6.760000000,GM_RM017|000338|gm_rm017_00042,1,usable:1,939.900000,941.110000,152.200000,72.840000,177.000000,939.900000,942.629000,162.903000,72.840000,177.000000,0.000000,0.000000,1.750000,"866.080,1113.305;1124.841,971.066;1013.720,768.915;754.959,911.154","861.038,1122.730;1134.315,971.923;1018.762,762.528;745.485,913.335",741,758,1140,1128,-0.481712,-0.876329,0.876329,-0.481712,65.908224,84.365469,68.332047,89.179093,31.000000,46.000000,66.000000,86.000000,45.000000,5.000000,11,189,44.769959,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000338.png,ea225e5d6847b6bf2ee3e78f0987133f77545b5ae15fbdd2c7f20d1b189acc7c,20,7,13,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000339,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,339,6.780000000,GM_RM017|000339|gm17supp_000163_000339_det2,1,usable:1,943.915000,943.403000,156.971000,68.439000,177.000000,943.915000,942.629000,162.903000,72.840000,177.000000,0.000000,0.000000,1.750000,"866.252,1114.276;1129.503,971.442;1021.578,772.530;758.327,915.364","863.208,1121.405;1137.738,972.748;1024.622,763.853;750.092,912.510",746,759,1143,1127,-0.476903,-0.878956,0.878956,-0.476903,64.658544,85.572604,67.872717,89.198573,31.000000,46.000000,66.000000,86.000000,51.000000,6.000000,12,197,51.892310,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000339.png,8ae582021a307235ed55d78312bfc5c905c930a455726e9f9840c5b39e7b75cd,40,18,22,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000340,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,340,6.800000000,GM_RM017|000340|gm_rm017_00045,1,usable:1,950.810000,945.983000,167.553000,76.508000,178.000000,950.810000,941.628000,162.983000,72.840000,177.000000,0.000000,0.000000,1.750000,"866.340,1131.034;1151.278,980.504;1035.280,760.932;750.342,911.462","866.666,1117.903;1143.560,973.260;1034.954,765.353;758.060,909.996",746,756,1157,1137,-0.467114,-0.884197,0.884197,-0.467114,70.951273,92.073235,67.018657,89.256169,31.000000,46.000000,66.000000,86.000000,54.000000,6.000000,13,194,54.264831,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000340.png,5da55b5d6f2448fc56a3529b06529fd2e1347ad0e2657a505092a701d04017f1,63,19,44,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000341,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,341,6.820000000,GM_RM017|000341|gm17supp_000164_000341_det3,1,usable:1,954.206000,941.303000,167.103000,77.161000,177.000000,954.206000,941.628000,162.983000,76.508000,177.000000,0.000000,0.000000,1.750000,"866.390,1122.894;1152.938,975.832;1042.022,759.712;755.474,906.774","868.688,1119.894;1148.920,975.953;1039.724,763.362;759.492,907.303",751,755,1158,1128,-0.456596,-0.889674,0.889674,-0.456596,69.405695,92.023450,68.284334,90.010906,31.000000,46.000000,66.000000,86.000000,52.000000,6.000000,16,206,52.776826,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000341.png,4dd61956e3be673b20d81281ea8b00c00bb0b74befc89e6d684a7d94e178fb32,56,18,38,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000342,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,342,6.840000000,GM_RM017|000342|gm_rm017_00049,1,usable:1,960.692000,941.628000,162.983000,71.403000,177.000000,960.692000,941.303000,162.983000,76.508000,177.000000,0.000000,0.000000,1.750000,"872.012,1113.029;1150.864,974.448;1049.372,770.227;770.520,908.808","872.173,1117.103;1154.249,977.037;1049.211,765.503;767.135,905.569",763,761,1160,1123,-0.445043,-0.895509,0.895509,-0.445043,65.156961,88.968189,67.479243,89.982009,31.000000,46.000000,66.000000,86.000000,53.000000,6.000000,11,197,53.254164,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000342.png,8193debe85b8c95eb43ead02c5b72f0dd9f64766337c909dfe8015ae4681976c,52,19,33,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000343,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,343,6.860000000,GM_RM017|000343|gm17supp_000165_000343_det1,1,usable:1,970.145000,940.871000,162.071000,80.194000,177.000000,970.145000,940.874000,162.983000,77.161000,177.000000,0.000000,0.000000,1.750000,"878.031,1115.518;1163.507,980.845;1062.259,766.224;776.783,900.897","877.354,1113.460;1162.347,979.013;1062.936,768.288;777.943,902.735",772,762,1169,1121,-0.426658,-0.904413,0.904413,-0.426658,67.801263,90.184982,66.570638,90.032585,31.000000,46.000000,66.000000,86.000000,52.000000,6.000000,16,195,53.280696,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000343.png,57ab7f0998b172b170753daa4672c9e80a3bdc3767770bd09c5c10a07341cd6f,53,17,36,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000344,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,344,6.880000000,GM_RM017|000344|gm_rm017_00051,1,usable:1,977.092000,940.874000,152.280000,71.257000,178.000000,977.092000,940.871000,162.071000,79.711000,177.000000,0.000000,0.000000,1.750000,"888.105,1100.364;1155.729,978.882;1066.079,781.384;798.455,902.866","881.927,1112.239;1168.737,982.049;1072.257,769.503;785.447,899.693",781,765,1174,1118,-0.413338,-0.910578,0.910578,-0.413338,61.969468,83.972891,66.691135,89.992846,31.000000,46.000000,66.000000,86.000000,51.000000,6.000000,13,197,51.558745,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000344.png,70e97ee099ad21023391da841f210e5b222c7fdfced5e4324cc130cb558c377c,39,17,22,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000345,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,345,6.900000000,GM_RM017|000345|gm17supp_000166_000345_det3,1,usable:1,980.185000,940.116000,163.126000,81.458000,177.000000,980.185000,940.452000,162.071000,79.711000,177.000000,0.000000,0.000000,1.750000,"882.969,1112.206;1173.116,983.054;1077.401,768.026;787.254,897.178","883.606,1110.427;1171.145,982.326;1076.764,770.477;789.225,898.578",783,764,1179,1118,-0.406659,-0.913580,0.913580,-0.406659,67.248149,90.740856,66.263293,89.938033,31.000000,46.000000,66.000000,86.000000,53.000000,6.000000,13,225,53.575000,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000345.png,e2e3c37156c7fd5fd9fd4fec450e798f67d965e04449cc009e3481d308c47739,52,17,35,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000346,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,346,6.920000000,GM_RM017|000346|gm_rm017_00055,1,usable:1,989.475000,940.156000,160.875000,79.711000,176.000000,989.475000,940.452000,160.875000,77.733000,177.000000,0.000000,0.000000,1.750000,"889.238,1103.373;1176.295,982.413;1089.712,776.939;802.655,897.899","889.634,1103.891;1176.200,983.047;1089.316,777.013;802.750,897.857",798,772,1182,1109,-0.388313,-0.921528,0.921528,-0.388313,63.706166,89.000403,63.886955,88.858169,31.000000,46.000000,66.000000,86.000000,53.000000,6.000000,11,234,53.344815,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000346.png,c8a02d216175eecde6bf93a8d05fe2eda0a8fa8f1e88aab263d85d8e9c92001c,49,13,36,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000347,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,347,6.940000000,GM_RM017|000347|gm17supp_000167_000347_det2,1,usable:1,995.919000,940.452000,167.084000,76.181000,177.000000,995.919000,940.452000,163.126000,77.733000,177.000000,0.000000,0.000000,1.750000,"889.261,1103.153;1185.749,983.021;1102.577,777.751;806.089,897.883","891.941,1102.232;1183.183,984.226;1099.897,778.672;808.655,896.678",802,773,1191,1109,-0.375527,-0.926811,0.926811,-0.375527,63.280026,91.400287,63.367324,89.783063,31.000000,46.000000,66.000000,86.000000,51.000000,6.000000,11,209,51.821888,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000347.png,d6b0e0ffae5a8b378210a59af926544d6d4bcfc67d4d48e3fa9e26d7550e02a1,43,13,30,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000348,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,348,6.960000000,GM_RM017|000348|gm_rm017_00057,1,usable:1,1000.250000,943.500000,158.800000,77.733000,178.000000,1000.250000,940.828000,167.084000,76.181000,177.000000,0.000000,0.000000,1.750000,"898.275,1103.227;1184.028,989.730;1102.225,783.773;816.472,897.270","891.834,1101.476;1189.144,984.199;1108.666,780.180;811.356,897.457",807,776,1195,1109,-0.369134,-0.929376,0.929376,-0.369134,63.316395,87.847993,62.662369,91.315670,31.000000,46.000000,66.000000,86.000000,50.000000,5.000000,13,211,50.546765,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000348.png,cc6292f913fa29b3b93588410615bc0ba7f2d756c43f88f5963854ac55bc5c03,47,17,30,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000349,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,349,6.980000000,GM_RM017|000349|gm17supp_000168_000349_det3,1,usable:1,1006.863000,944.274000,174.694000,74.903000,177.000000,1006.863000,941.494000,171.226000,76.181000,177.000000,0.000000,0.000000,1.750000,"890.999,1105.297;1200.489,987.424;1122.727,783.251;813.237,901.124","892.981,1101.179;1197.910,985.873;1120.745,781.809;815.816,897.115",809,777,1206,1111,-0.355922,-0.934516,0.934516,-0.355922,62.422701,94.622105,62.333205,93.143417,31.000000,46.000000,66.000000,86.000000,51.000000,6.000000,11,225,50.860530,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000349.png,18e5d748568145dedf6c44a2692be6fe07e2dccf20106ac517f7809ccdf9b4aa,42,15,27,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000350,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,350,7.000000000,GM_RM017|000350|gm_rm017_00062,1,usable:1,1018.893000,940.828000,173.750000,74.157000,175.000000,1017.529000,943.500000,171.226000,75.000000,177.000000,0.000000,0.000000,1.750000,"897.386,1088.795;1205.910,981.851;1140.400,792.861;831.876,899.805","899.509,1096.760;1205.571,988.858;1135.549,790.240;829.487,898.142",825,786,1211,1102,-0.327513,-0.944847,0.944847,-0.327513,57.148938,93.295118,60.171294,92.721621,31.000000,46.000000,66.000000,86.000000,48.000000,5.000000,12,213,49.553765,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000350.png,0aedba982de4ba28e7eb93c947e231ce126e237fe0db142842067a310717bcb6,36,12,24,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000351,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,351,7.020000000,GM_RM017|000351|gm17supp_000168_000351_det3,1,usable:1,1017.529000,941.494000,171.226000,76.413000,177.000000,1018.893000,944.266000,171.226000,75.000000,177.000000,0.000000,0.000000,1.750000,"899.290,1095.595;1206.120,987.981;1135.768,787.393;828.938,895.007","900.432,1096.912;1206.667,989.817;1137.354,791.620;831.119,898.715",824,783,1212,1102,-0.330964,-0.943643,0.943643,-0.330964,60.733487,92.901177,59.990815,92.691657,31.000000,46.000000,66.000000,86.000000,50.000000,5.000000,12,206,50.169955,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000351.png,d3422c416ad770e011955c4bb29b53bdd697ed010bf5c8e25c37625ca8c06ca6,32,12,20,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000352,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,352,7.040000000,GM_RM017|000352|gm_rm017_00065,1,usable:1,1027.358000,946.583000,165.109000,75.000000,178.000000,1027.358000,944.266000,165.109000,75.000000,177.000000,0.000000,0.000000,1.750000,"910.591,1094.004;1208.914,995.622;1144.125,799.162;845.802,897.544","910.041,1089.116;1207.659,991.556;1144.675,799.416;847.057,896.976",841,795,1214,1100,-0.313191,-0.949690,0.949690,-0.313191,59.104998,89.750382,57.771330,89.485689,31.000000,46.000000,66.000000,86.000000,50.000000,6.000000,9,210,50.377723,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000352.png,6d4eae38dd9ed3d5561824b5db939cf8895172fb9c6f4763e564ca2cacb3cd6c,32,13,19,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000353,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,353,7.060000000,GM_RM017|000353|gm17supp_000169_000353_det4,1,usable:1,1032.996000,944.266000,163.024000,75.935000,177.000000,1032.996000,944.266000,165.109000,75.000000,177.000000,0.000000,0.000000,1.750000,"915.216,1085.749;1210.442,993.281;1150.776,802.783;855.550,895.251","913.623,1085.893;1211.833,992.490;1152.369,802.639;854.159,896.042",850,798,1217,1091,-0.298893,-0.954287,0.954287,-0.298893,57.035145,88.390728,56.841449,89.284339,31.000000,46.000000,66.000000,86.000000,48.000000,5.000000,18,246,50.154352,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000353.png,61a1b59559e42d602c58ec9d152154e715d6081fb678b8a7b8f5499d658986a6,28,13,15,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000354,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,354,7.080000000,GM_RM017|000354|gm_rm017_00067,1,usable:1,1040.450000,944.803000,164.100000,70.360000,177.000000,1040.450000,944.266000,165.109000,75.000000,177.000000,0.000000,0.000000,1.750000,"919.073,1077.645;1214.438,990.712;1161.827,811.961;866.462,898.894","918.465,1081.507;1217.295,993.676;1162.435,807.025;863.605,894.856",859,803,1223,1087,-0.282350,-0.959311,0.959311,-0.282350,53.237802,87.969275,55.584662,88.991228,31.000000,46.000000,66.000000,86.000000,47.000000,6.000000,11,248,48.888236,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000354.png,4d328b8b85935a290f65abbc4e364fba48e6813e45067cd248d0eafa14860bd1,38,12,26,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000355,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,355,7.100000000,GM_RM017|000355|gm17supp_000170_000355_det2,1,usable:1,1045.658000,942.116000,166.355000,74.645000,177.000000,1045.658000,942.440000,164.974000,75.935000,177.000000,0.000000,0.000000,1.750000,"920.752,1076.049;1221.849,992.078;1170.564,808.183;869.467,892.154","921.906,1076.985;1221.201,993.447;1169.410,807.895;870.115,891.433",865,803,1227,1082,-0.268633,-0.963243,0.963243,-0.268633,54.546573,89.310476,55.041206,88.781229,31.000000,46.000000,66.000000,86.000000,50.000000,5.000000,15,242,51.759324,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000355.png,a906fff681053c65003f3bb2bc1ff2a43f49b0f44b15f372b47a85cdea721e36,30,8,22,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000356,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,356,7.120000000,GM_RM017|000356|gm_rm017_00071,1,usable:1,1052.196000,942.440000,168.582000,78.900000,177.000000,1052.196000,942.440000,164.974000,77.666000,177.000000,0.000000,0.000000,1.750000,"923.674,1076.953;1230.191,996.562;1180.718,807.927;874.201,888.318","926.446,1074.471;1226.559,995.760;1177.946,810.409;877.833,889.120",870,803,1236,1082,-0.253693,-0.967285,0.967285,-0.253693,55.718527,90.538232,54.748598,88.646561,31.000000,46.000000,66.000000,86.000000,47.000000,6.000000,11,202,48.005771,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000356.png,e9c3c3af732925fd58c1f23009b7a83523013604b41e5a66572700276377b08d,34,12,22,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000357,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,357,7.140000000,GM_RM017|000357|gm17supp_000171_000357_det3,1,usable:1,1063.929000,940.219000,164.974000,78.858000,177.000000,1063.929000,942.440000,166.355000,77.666000,177.000000,0.000000,0.000000,1.750000,"934.648,1065.492;1235.027,996.187;1193.210,814.946;892.831,884.251","933.624,1067.479;1235.983,997.318;1194.234,817.401;891.875,887.562",887,810,1241,1073,-0.224819,-0.974400,0.974400,-0.224819,53.143659,88.077237,52.770693,88.683701,31.000000,46.000000,66.000000,86.000000,48.000000,5.000000,16,215,49.815100,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000357.png,c737ff71e9136fa6c9eb058f1f7f71530d8ec40649fe554c1fde54f365d8cc7a,33,14,19,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000358,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,358,7.160000000,GM_RM017|000358|gm_rm017_00074,1,usable:1,1069.646000,943.937000,158.573000,77.666000,175.000000,1069.646000,942.440000,164.974000,78.858000,176.000000,0.000000,0.000000,1.750000,"944.868,1058.211;1230.681,995.859;1194.424,829.663;908.611,892.015","939.268,1061.876;1237.835,996.993;1200.024,823.004;901.457,887.887",897,819,1243,1067,-0.213146,-0.977020,0.977020,-0.213146,48.601458,83.581456,50.871454,87.296135,31.000000,46.000000,66.000000,86.000000,48.000000,5.000000,13,203,50.008423,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000358.png,bc467450fb40498ea90e4bb75d6c6dad0a52d14d56c78189cb2c7c9f06639aca,31,10,21,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM017-GM_RM017_PV003-000359,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,359,7.180000000,GM_RM017|000359|gm17supp_000172_000359_det3,1,usable:1,1072.523000,943.806000,170.644000,70.165000,174.000000,1072.523000,942.248000,164.974000,77.666000,176.000000,0.000000,0.000000,1.750000,"936.767,1050.485;1239.777,986.657;1208.279,837.127;905.269,900.955","941.358,1058.695;1239.429,996.160;1203.688,825.801;905.617,888.336",901,821,1245,1064,-0.206124,-0.978526,0.978526,-0.206124,43.660457,88.474180,49.733714,87.017303,31.000000,46.000000,66.000000,86.000000,50.000000,5.000000,11,214,51.939760,1.000000,0.000000,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000359.png,a444fa13736b785b263318d5a67b00cd93c5114d3a0e54bd13aee284bca29be8,28,14,14,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
