temporal_event_id,scene,canonical_vehicle_id,benchmark_role,input_tier,segment_id,sar_frame_from,sar_frame_to,frame_gap,event_type,source_observation_ids,target_observation_ids,global_displacement_px,raw_local_displacement_px,smoothed_local_displacement_px,relative_intensity_change,shape_change,correspondence_cost,threshold_support_count,global_coordinate_supported,raw_gt_local_supported,smoothed_gt_local_supported,crop_or_gt_jitter_artifact,threshold_artifact,background_like,major_event,notes
S1L-EVT-0001140,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,358,359,1,unresolved_correspondence,S1L-OBS-0004110,S1L-OBS-0004128,96.836408,97.787969,97.727382,-0.036417,1.321756,1.928086,2,true,true,true,false,false,false,true,
S1L-EVT-0001141,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,359,360,1,unresolved_correspondence,S1L-OBS-0004120,S1L-OBS-0004153,102.142100,106.145888,104.341969,0.093719,1.026639,1.821157,2,true,true,true,false,false,false,true,
S1L-EVT-0001142,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,359,360,1,unresolved_correspondence,S1L-OBS-0004126,S1L-OBS-0004155,99.458847,96.385105,94.509851,-0.113161,0.485508,1.730613,2,true,true,true,false,false,false,true,
S1L-EVT-0001143,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,359,360,1,global_motion_consistent,S1L-OBS-0004128,S1L-OBS-0004148,8.379662,18.603138,18.675345,0.089375,0.223144,0.383613,2,true,true,true,false,false,false,true,
S1L-EVT-0001144,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,359,360,1,unresolved_correspondence,S1L-OBS-0004132,S1L-OBS-0004149,115.885345,124.867242,125.152650,-0.024562,1.228070,2.242259,2,true,true,true,false,false,false,true,
S1L-EVT-0001145,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,359,360,1,global_motion_consistent,S1L-OBS-0004133,S1L-OBS-0004154,3.656875,5.736527,5.076099,-0.006926,0.343016,0.194060,3,true,true,true,false,false,false,true,
S1L-EVT-0001146,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,359,360,1,death,S1L-OBS-0004121,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001147,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,360,361,1,stable_persistence,S1L-OBS-0004148,S1L-OBS-0004159,40.604819,43.498069,43.042668,-0.040240,1.401799,1.185279,2,true,true,true,false,false,false,true,
S1L-EVT-0001148,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,360,361,1,global_motion_consistent,S1L-OBS-0004149,S1L-OBS-0004161,10.191648,3.609646,4.122705,0.052558,0.658056,0.297413,3,true,true,true,false,false,false,true,
S1L-EVT-0001149,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,360,361,1,global_motion_consistent,S1L-OBS-0004154,S1L-OBS-0004166,5.057153,3.697209,3.678161,0.002964,0.231129,0.145593,3,true,true,true,false,false,false,true,
S1L-EVT-0001150,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,360,361,1,global_motion_consistent,S1L-OBS-0004155,S1L-OBS-0004167,6.626034,3.869223,3.459307,0.008386,0.144581,0.104226,2,true,true,true,false,false,false,true,
S1L-EVT-0001151,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,360,361,1,death,S1L-OBS-0004153,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001152,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,361,362,1,stable_persistence,S1L-OBS-0004161,S1L-OBS-0004172,1.812426,2.963368,2.893699,-0.043854,0.093932,0.100515,3,true,true,true,false,false,false,true,
S1L-EVT-0001153,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,361,362,1,stable_persistence,S1L-OBS-0004166,S1L-OBS-0004178,5.495144,4.324789,4.337143,0.011264,0.108585,0.101280,3,true,true,true,false,false,false,true,
S1L-EVT-0001154,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,361,362,1,stable_persistence,S1L-OBS-0004167,S1L-OBS-0004179,3.163523,2.341363,2.130451,0.019127,0.251314,0.165408,2,true,true,true,false,false,false,true,
S1L-EVT-0001155,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,361,362,1,death,S1L-OBS-0004159,,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0001156,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,361,362,1,birth,,S1L-OBS-0004173,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0001157,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,362,363,1,global_motion_consistent,S1L-OBS-0004172,S1L-OBS-0004185,15.890351,8.121020,4.822301,0.081938,0.606136,0.289728,3,true,true,true,false,false,false,true,
S1L-EVT-0001158,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,362,363,1,global_motion_consistent,S1L-OBS-0004178,S1L-OBS-0004188,6.312035,8.853296,8.325741,0.051829,0.106509,0.161363,3,true,true,true,false,false,false,true,
S1L-EVT-0001159,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,362,363,1,stable_persistence,S1L-OBS-0004179,S1L-OBS-0004191,5.465164,8.650920,10.053707,0.007523,0.089612,0.156702,2,true,true,true,false,false,false,true,
S1L-EVT-0001160,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,362,363,1,death,S1L-OBS-0004173,,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0001161,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,362,363,1,birth,,S1L-OBS-0004182,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001162,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,363,364,1,unresolved_correspondence,S1L-OBS-0004182,S1L-OBS-0004199,125.559594,129.587283,130.496679,0.047203,0.624154,2.020927,2,true,true,true,false,false,false,true,
S1L-EVT-0001163,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,363,364,1,unresolved_correspondence,S1L-OBS-0004185,S1L-OBS-0004195,16.743180,11.127047,11.370540,0.155846,0.924590,0.576970,3,true,true,true,false,false,false,true,
S1L-EVT-0001164,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,363,364,1,global_motion_consistent,S1L-OBS-0004188,S1L-OBS-0004201,10.830697,6.077678,6.020102,0.017965,0.002243,0.092014,3,true,true,true,false,false,false,true,
S1L-EVT-0001165,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,363,364,1,global_motion_consistent,S1L-OBS-0004191,S1L-OBS-0004206,6.865707,4.669693,3.121142,-0.063802,0.287682,0.182951,2,true,true,true,false,false,false,true,
S1L-EVT-0001166,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,363,364,1,birth,,S1L-OBS-0004194,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001167,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,363,364,1,birth,,S1L-OBS-0004202,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001168,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,364,365,1,stable_persistence,S1L-OBS-0004194,S1L-OBS-0004209,6.175120,5.312980,5.224940,0.008803,0.390336,0.403367,2,true,true,true,false,false,false,true,
S1L-EVT-0001169,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,364,365,1,stable_persistence,S1L-OBS-0004195,S1L-OBS-0004211,7.867420,7.042354,6.917966,-0.102978,0.163040,0.190960,3,true,true,true,false,false,false,true,
S1L-EVT-0001170,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,364,365,1,stable_persistence,S1L-OBS-0004199,S1L-OBS-0004215,4.711829,3.816915,3.830152,-0.007745,0.428996,0.210593,2,true,true,true,false,false,false,true,
S1L-EVT-0001171,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,364,365,1,stable_persistence,S1L-OBS-0004201,S1L-OBS-0004217,3.709270,3.066740,2.911543,0.023008,0.133979,0.092098,3,true,true,true,false,false,false,true,
S1L-EVT-0001172,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,364,365,1,unresolved_correspondence,S1L-OBS-0004202,S1L-OBS-0004218,155.875693,155.064603,155.061654,0.097978,0.348307,2.377935,2,true,true,true,false,false,false,true,
S1L-EVT-0001173,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,364,365,1,stable_persistence,S1L-OBS-0004206,S1L-OBS-0004220,7.353006,6.701928,6.608656,-0.001371,0.459532,0.280496,2,true,true,true,false,false,false,true,
S1L-EVT-0001174,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,365,366,1,global_motion_consistent,S1L-OBS-0004209,S1L-OBS-0004223,14.893323,6.681330,6.571497,0.090137,0.603916,0.484477,2,true,true,true,false,false,false,true,
S1L-EVT-0001175,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,365,366,1,stable_persistence,S1L-OBS-0004215,S1L-OBS-0004224,2.272887,14.607738,14.595105,-0.007791,0.765468,0.422163,2,true,true,true,false,false,false,true,
S1L-EVT-0001176,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,365,366,1,global_motion_consistent,S1L-OBS-0004217,S1L-OBS-0004226,6.887526,8.134605,8.135072,-0.020161,0.002354,0.119150,3,true,true,true,false,false,false,true,
S1L-EVT-0001177,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,365,366,1,global_motion_consistent,S1L-OBS-0004218,S1L-OBS-0004227,8.210290,7.470930,7.508123,-0.002847,0.064539,0.152536,3,true,true,true,false,false,false,true,
S1L-EVT-0001178,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,365,366,1,unresolved_correspondence,S1L-OBS-0004220,S1L-OBS-0004231,37.092506,49.568802,49.551566,0.002829,0.641854,0.923294,2,true,true,true,false,false,false,true,
S1L-EVT-0001179,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,365,366,1,death,S1L-OBS-0004211,,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0001180,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,366,367,1,stable_persistence,S1L-OBS-0004223,S1L-OBS-0004235,10.575996,7.553331,7.667264,0.005839,0.148420,0.180902,3,true,true,true,false,false,false,true,
S1L-EVT-0001181,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,366,367,1,global_motion_consistent,S1L-OBS-0004226,S1L-OBS-0004240,4.614991,2.627328,2.103282,-0.005597,0.019433,0.041659,3,true,true,true,false,false,false,true,
S1L-EVT-0001182,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,366,367,1,global_motion_consistent,S1L-OBS-0004227,S1L-OBS-0004242,7.874057,5.689706,5.361671,-0.034269,0.236389,0.165208,3,true,true,true,false,false,false,true,
S1L-EVT-0001183,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,366,367,1,global_motion_consistent,S1L-OBS-0004231,S1L-OBS-0004245,5.629501,4.005594,3.472797,0.045197,0.051293,0.113270,2,true,true,true,false,false,false,true,
S1L-EVT-0001184,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,366,367,1,death,S1L-OBS-0004224,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001185,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,367,368,1,global_motion_consistent,S1L-OBS-0004235,S1L-OBS-0004247,6.142901,2.664575,2.781931,0.031607,0.192803,0.132614,3,true,true,true,false,false,false,true,
S1L-EVT-0001186,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,367,368,1,global_motion_consistent,S1L-OBS-0004240,S1L-OBS-0004252,5.149537,1.782371,2.272735,-0.016536,0.094870,0.077406,3,true,true,true,false,false,false,true,
S1L-EVT-0001187,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,367,368,1,global_motion_consistent,S1L-OBS-0004242,S1L-OBS-0004255,7.139637,1.055616,4.425153,0.009534,0.214410,0.247068,2,true,true,true,false,false,false,true,
S1L-EVT-0001188,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,367,368,1,unresolved_correspondence,S1L-OBS-0004245,S1L-OBS-0004250,91.735157,95.692419,94.097811,0.084148,0.100083,1.560863,2,true,true,true,false,false,false,true,
S1L-EVT-0001189,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,367,368,1,birth,,S1L-OBS-0004251,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001190,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,367,368,1,birth,,S1L-OBS-0004253,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001191,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,367,368,1,birth,,S1L-OBS-0004254,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0001192,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,368,369,1,global_motion_consistent,S1L-OBS-0004247,S1L-OBS-0004259,5.339591,9.702982,0.984551,0.077352,0.304134,0.160159,3,true,false,false,true,false,false,false,
S1L-EVT-0001193,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,368,369,1,global_motion_consistent,S1L-OBS-0004250,S1L-OBS-0004261,6.486071,10.708676,2.558692,-0.015873,0.251314,0.140538,3,true,false,false,true,false,false,false,
S1L-EVT-0001194,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,368,369,1,global_motion_consistent,S1L-OBS-0004251,S1L-OBS-0004262,3.779202,7.825663,0.777008,-0.067750,0.652325,0.319260,2,true,true,true,false,false,false,true,
S1L-EVT-0001195,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,368,369,1,global_motion_consistent,S1L-OBS-0004252,S1L-OBS-0004263,0.568434,4.102755,3.442074,0.010515,0.135291,0.097305,3,true,true,true,false,false,false,true,
S1L-EVT-0001196,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,368,369,1,global_motion_consistent,S1L-OBS-0004255,S1L-OBS-0004265,6.755181,10.445075,3.809513,-0.068975,0.248896,0.238235,2,true,false,false,true,false,false,false,
S1L-EVT-0001197,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,368,369,1,death,S1L-OBS-0004253,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001198,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,368,369,1,death,S1L-OBS-0004254,,,,,,,,3,false,true,true,false,false,false,true,
S1L-EVT-0001199,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,369,370,1,global_motion_consistent,S1L-OBS-0004259,S1L-OBS-0004274,6.314050,10.847415,7.272036,0.014089,0.061036,0.100441,3,true,true,true,false,false,false,true,
S1L-EVT-0001200,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,369,370,1,local_relative_shift,S1L-OBS-0004261,S1L-OBS-0004278,46.738603,61.653404,58.206779,-0.148003,0.169899,0.979691,2,true,true,true,false,false,false,true,
S1L-EVT-0001201,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,369,370,1,unresolved_correspondence,S1L-OBS-0004262,S1L-OBS-0004276,16.341369,29.065469,24.402650,0.066723,0.260283,0.436748,2,true,true,true,false,false,false,true,
S1L-EVT-0001202,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,369,370,1,global_motion_consistent,S1L-OBS-0004263,S1L-OBS-0004279,4.718261,9.742230,6.044973,-0.039155,0.067659,0.121328,3,true,true,true,false,false,false,true,
S1L-EVT-0001203,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,369,370,1,global_motion_consistent,S1L-OBS-0004265,S1L-OBS-0004280,6.979466,8.805084,4.085873,0.100932,0.388658,0.469630,2,true,true,true,false,false,false,true,
S1L-EVT-0001204,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,369,370,1,birth,,S1L-OBS-0004283,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001205,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,370,371,1,global_motion_consistent,S1L-OBS-0004274,S1L-OBS-0004291,7.155516,5.007327,4.991217,0.034119,0.143759,0.135617,3,true,true,true,false,false,false,true,
S1L-EVT-0001206,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,370,371,1,global_motion_consistent,S1L-OBS-0004276,S1L-OBS-0004293,6.714806,4.636771,4.638962,0.097973,0.000000,0.195708,2,true,true,true,false,false,false,true,
S1L-EVT-0001207,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,370,371,1,unresolved_correspondence,S1L-OBS-0004278,S1L-OBS-0004300,56.122875,58.037675,57.691945,-0.008594,0.916291,1.230731,2,true,true,true,false,false,false,true,
S1L-EVT-0001208,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,370,371,1,global_motion_consistent,S1L-OBS-0004279,S1L-OBS-0004298,7.263472,5.453510,5.396720,0.028141,0.023096,0.094948,3,true,true,true,false,false,false,true,
S1L-EVT-0001209,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,370,371,1,global_motion_consistent,S1L-OBS-0004280,S1L-OBS-0004301,5.530758,3.642533,3.716531,-0.007281,0.354172,0.399603,3,true,true,true,false,false,false,true,
S1L-EVT-0001210,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,370,371,1,unresolved_correspondence,S1L-OBS-0004283,S1L-OBS-0004303,11.275251,10.709808,9.954456,0.006014,0.077962,0.342319,2,true,true,true,false,false,false,true,
S1L-EVT-0001211,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,370,371,1,birth,,S1L-OBS-0004287,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001212,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,370,371,1,birth,,S1L-OBS-0004302,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001213,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,371,372,1,global_motion_consistent,S1L-OBS-0004291,S1L-OBS-0004311,9.044178,8.927086,7.429010,0.044673,0.256209,0.185534,3,true,true,true,false,false,false,true,
S1L-EVT-0001214,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,371,372,1,global_motion_consistent,S1L-OBS-0004293,S1L-OBS-0004313,6.913684,11.830835,10.453339,-0.165554,1.014055,0.715501,3,true,true,true,false,false,false,true,
S1L-EVT-0001215,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,371,372,1,stable_persistence,S1L-OBS-0004298,S1L-OBS-0004317,0.775408,13.950161,13.836015,-0.006372,0.274423,0.263053,3,true,true,true,false,false,false,true,
S1L-EVT-0001216,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,371,372,1,unresolved_correspondence,S1L-OBS-0004300,S1L-OBS-0004309,86.594063,90.761764,92.810354,0.051042,0.980829,1.745696,2,true,true,true,false,false,false,true,
S1L-EVT-0001217,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,371,372,1,global_motion_consistent,S1L-OBS-0004301,S1L-OBS-0004319,6.670652,7.173057,8.261548,0.047869,0.399600,0.267662,3,true,true,true,false,false,false,true,
S1L-EVT-0001218,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,371,372,1,death,S1L-OBS-0004287,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001219,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,371,372,1,death,S1L-OBS-0004302,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001220,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,371,372,1,death,S1L-OBS-0004303,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001221,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,372,373,1,global_motion_consistent,S1L-OBS-0004311,S1L-OBS-0004330,6.102277,0.609320,2.006735,-0.032073,0.489374,0.220635,3,true,true,true,false,false,false,true,
S1L-EVT-0001222,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,372,373,1,unresolved_correspondence,S1L-OBS-0004313,S1L-OBS-0004335,147.829732,142.681529,143.788800,-0.030392,1.041454,2.652986,2,true,true,true,false,false,false,true,
S1L-EVT-0001223,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,372,373,1,global_motion_consistent,S1L-OBS-0004317,S1L-OBS-0004332,5.575524,1.713033,1.026080,-0.058052,0.398416,0.173661,3,true,true,true,false,false,false,true,
S1L-EVT-0001224,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,372,373,1,global_motion_consistent,S1L-OBS-0004319,S1L-OBS-0004333,6.485450,3.106685,1.832259,-0.076734,0.571450,0.381804,2,true,true,true,false,false,false,true,
S1L-EVT-0001225,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,372,373,1,split,S1L-OBS-0004313,S1L-OBS-0004330;S1L-OBS-0004332,77.557379,82.990278,82.559576,0.171631,1.695795,1.956270,3,true,true,true,false,false,false,true,
S1L-EVT-0001226,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,372,373,1,death,S1L-OBS-0004309,,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001227,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,373,374,1,global_motion_consistent,S1L-OBS-0004330,S1L-OBS-0004340,6.061339,2.979846,3.225492,-0.022664,0.108162,0.079495,3,true,true,true,false,false,false,true,
S1L-EVT-0001228,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,373,374,1,stable_persistence,S1L-OBS-0004332,S1L-OBS-0004344,1.398986,5.797143,5.823652,-0.009517,0.176059,0.135480,3,true,true,true,false,false,false,true,
S1L-EVT-0001229,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,373,374,1,global_motion_consistent,S1L-OBS-0004333,S1L-OBS-0004345,8.205310,1.310694,1.042734,0.004782,0.087011,0.167541,2,true,true,true,false,false,false,true,
S1L-EVT-0001230,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,373,374,1,global_motion_consistent,S1L-OBS-0004335,S1L-OBS-0004347,6.917178,1.918701,1.553724,0.021622,0.027399,0.070283,2,true,true,true,false,false,false,true,
S1L-EVT-0001231,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,374,375,1,stable_persistence,S1L-OBS-0004340,S1L-OBS-0004351,5.104706,3.279815,4.995105,-0.031029,0.105583,0.113794,3,true,true,true,false,false,false,true,
S1L-EVT-0001232,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,374,375,1,stable_persistence,S1L-OBS-0004344,S1L-OBS-0004353,4.507538,3.111798,4.305916,-0.017220,0.270601,0.158291,3,true,true,true,false,false,false,true,
S1L-EVT-0001233,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,374,375,1,stable_persistence,S1L-OBS-0004345,S1L-OBS-0004355,5.078463,4.442246,5.049705,0.024202,0.173272,0.240662,2,true,true,true,false,false,false,true,
S1L-EVT-0001234,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,374,375,1,unresolved_correspondence,S1L-OBS-0004347,S1L-OBS-0004354,78.208253,82.107865,79.401994,0.082790,0.084557,1.262325,2,true,true,true,false,false,false,true,
S1L-EVT-0001235,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,375,376,1,global_motion_consistent,S1L-OBS-0004351,S1L-OBS-0004361,6.438184,8.968750,3.941085,-0.038946,0.275140,0.175703,3,true,true,true,false,false,false,true,
S1L-EVT-0001236,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,375,376,1,stable_persistence,S1L-OBS-0004353,S1L-OBS-0004365,12.164248,10.296842,14.291447,0.009373,0.535363,0.389043,3,true,true,true,false,false,false,true,
S1L-EVT-0001237,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,375,376,1,global_motion_consistent,S1L-OBS-0004354,S1L-OBS-0004366,5.941610,8.305331,3.752740,-0.090870,0.348307,0.305902,2,true,true,true,false,false,false,true,
S1L-EVT-0001238,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,375,376,1,unresolved_correspondence,S1L-OBS-0004355,S1L-OBS-0004369,17.846809,16.160835,19.928030,0.033256,0.145182,0.433622,2,true,true,true,false,false,false,true,
S1L-EVT-0001239,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,375,376,1,birth,,S1L-OBS-0004367,,,,,,,2,false,true,true,false,false,false,true,
S1L-EVT-0001240,GM_RM017,GM_RM017:PV003,heldout_validation,A,S0MV-GM_RM017-PV003-SEG01,375,376,1,birth,,S1L-OBS-0004370,,,,,,,3,false,true,true,false,false,false,true,
