case_id,frame,coordinate_family,channel,formula,high_value_semantics,skeleton_count,skeleton_median_raw,background_median_raw,vertical_line_median_raw,fan_arc_median_raw,clutter_median_raw,unresolved_median_raw,black_or_transform_border_median_raw,weak_frame_skeleton_median_raw,strong_frame_skeleton_median_raw,name_matches_formula,evidence_card
PV003_380_384,384,RAW_SAR_DISPLAY,temporal_w2_high_intensity_pixel_frequency,fraction of valid frames where the pixel exceeds that frame's valid-fan 80th percentile,fraction of valid frames where the pixel exceeds that frame's valid-fan 80th percentile,916,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\temporal_w2_high_intensity_pixel_frequency.png
PV003_380_384,384,RAW_SAR_DISPLAY,temporal_w2_legacy_per_pixel_rank_frequency,fraction of frames above the pixel's own temporal 75th percentile; historical diagnostic only,fraction of frames above the pixel's own temporal 75th percentile; historical diagnostic only,916,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\temporal_w2_legacy_per_pixel_rank_frequency.png
PV003_380_384,384,RAW_SAR_DISPLAY,temporal_adjacent_positive_change,"max(I_t-I_tminus1,0)","max(I_t-I_tminus1,0)",916,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\temporal_adjacent_positive_change.png
PV003_380_384,384,RAW_SAR_DISPLAY,temporal_adjacent_negative_change,"max(I_tminus1-I_t,0)","max(I_tminus1-I_t,0)",916,1.000000000,1.000000000,2.000000000,1.000000000,2.000000000,1.000000000,,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\temporal_adjacent_negative_change.png
PV003_380_384,384,RAW_SAR_DISPLAY,temporal_w4_median,per-pixel median over the selected aligned stack window,per-pixel median over the selected aligned stack window,916,40.000000000,41.000000000,43.000000000,41.000000000,40.000000000,41.000000000,,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\temporal_w4_median.png
PV003_380_384,384,RAW_SAR_DISPLAY,temporal_w4_max,per-pixel maximum over the selected aligned stack window,per-pixel maximum over the selected aligned stack window,916,47.000000000,48.000000000,51.000000000,48.000000000,47.000000000,48.000000000,,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\temporal_w4_max.png
PV003_380_384,384,RAW_SAR_DISPLAY,temporal_w4_min,per-pixel minimum over the selected aligned stack window,per-pixel minimum over the selected aligned stack window,916,33.000000000,33.000000000,36.000000000,33.000000000,33.000000000,34.000000000,,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\temporal_w4_min.png
PV003_380_384,384,RAW_SAR_DISPLAY,temporal_w4_mad,per-pixel median absolute deviation over the selected aligned stack window,per-pixel median absolute deviation over the selected aligned stack window,916,3.000000000,3.000000000,4.000000000,3.000000000,3.000000000,3.000000000,,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\temporal_w4_mad.png
PV003_380_384,384,RAW_SAR_DISPLAY,temporal_w4_gradient_persistence,absolute mean x-gradient sign times mean x-gradient magnitude,absolute mean x-gradient sign times mean x-gradient magnitude,916,4.960000038,5.119999886,5.960000038,4.960000038,4.880000114,5.360000134,,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\temporal_w4_gradient_persistence.png
PV003_380_384,384,RAW_SAR_DISPLAY,temporal_w4_high_intensity_pixel_frequency,fraction of valid frames where the pixel exceeds that frame's valid-fan 80th percentile,fraction of valid frames where the pixel exceeds that frame's valid-fan 80th percentile,916,0.200000003,0.400000006,0.400000006,0.200000003,0.200000003,0.400000006,,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\temporal_w4_high_intensity_pixel_frequency.png
PV003_380_384,384,RAW_SAR_DISPLAY,temporal_w4_legacy_per_pixel_rank_frequency,fraction of frames above the pixel's own temporal 75th percentile; historical diagnostic only,fraction of frames above the pixel's own temporal 75th percentile; historical diagnostic only,916,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\RAW_SAR_DISPLAY\temporal_w4_legacy_per_pixel_rank_frequency.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,raw_display_intensity,I,high displayed grayscale intensity; not a unique scatterer or vehicle centre,916,40.000000000,40.000000000,41.000000000,40.000000000,39.000000000,41.000000000,0.000000000,40.000000000,40.500000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\raw_display_intensity.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,local_contrast_31,I - boxmean_31(I),brighter than the 31x31 local mean,916,0.301769257,-0.104057312,-0.246616364,0.118625641,-0.533817291,-0.243495941,-0.288761705,0.301769257,-0.244016647,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\local_contrast_31.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,local_z_31,(I - boxmean_31(I)) / local_std_31(I),positive local standardized brightness anomaly,916,0.055307634,-0.015140507,-0.026125800,0.017923694,-0.090466902,-0.033014167,-0.106621698,0.055307634,-0.050287567,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\local_z_31.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,highpass_sigma9,I - GaussianSigma9(I),fine structure brighter than a sigma-9 smooth background,916,0.237817764,-0.078948975,-0.274669647,0.157772064,-0.321357727,-0.225692749,-0.560653210,0.237817764,-0.441872597,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\highpass_sigma9.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,sobel_x_abs_gradient_component,abs(dI/dx),strong left-right intensity change; vertical-edge normal response,916,16.000000000,14.000000000,14.000000000,14.000000000,14.000000000,16.000000000,0.000000000,16.000000000,15.000000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\sobel_x_abs_gradient_component.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,sobel_y_abs_gradient_component,abs(dI/dy),strong up-down intensity change; horizontal-edge normal response,916,13.000000000,16.000000000,17.000000000,16.000000000,15.000000000,17.000000000,0.000000000,13.000000000,12.500000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\sobel_y_abs_gradient_component.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,gradient_magnitude_sobel,"hypot(dI/dx,dI/dy)",strong intensity boundary in any direction,916,26.076808929,26.076808929,26.683328629,26.076808929,25.059928894,28.425340652,0.000000000,26.076808929,23.911750793,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\gradient_magnitude_sobel.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,multiscale_laplacian_bright_ridge,"max(0,-(dxx+dyy)) at sigma 1.5 and 3.5",negative multiscale Laplacian consistent with a locally bright ridge; not a full Hessian eigenvalue ridge detector,916,0.409542084,0.372116089,0.443649292,0.354324341,0.365570068,0.406089783,0.000000000,0.409542084,0.301347733,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\multiscale_laplacian_bright_ridge.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,structure_tensor_orientation_coherence,sqrt((Jxx-Jyy)^2+4Jxy^2)/(Jxx+Jyy),"locally anisotropic gradient orientation, independent of target ownership",916,0.150000855,0.165321976,0.173895463,0.148907915,0.200487837,0.181387559,0.005291682,0.150000855,0.206370398,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\structure_tensor_orientation_coherence.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,radial_gradient_normal_response,abs(grad(I) dot radial_unit),gradient normal component along the fan radial direction; high on edges locally tangent to a fan arc,916,14.430097580,15.952554703,16.927795410,15.730113029,15.774502754,16.984933853,0.000000000,14.430097580,13.016658306,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\radial_gradient_normal_response.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,tangential_gradient_normal_response,abs(grad(I) dot tangential_unit),gradient normal component along the fan tangential direction; high on edges locally radial from the fan origin,916,16.407396317,14.408646584,14.181020737,14.437864304,14.562992096,15.905920029,0.000000000,16.407396317,14.303581238,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\tangential_gradient_normal_response.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,temporal_w2_median,per-pixel median over the selected aligned stack window,per-pixel median over the selected aligned stack window,916,40.000000000,41.000000000,42.000000000,41.000000000,40.000000000,42.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_median.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,temporal_w2_max,per-pixel maximum over the selected aligned stack window,per-pixel maximum over the selected aligned stack window,916,44.000000000,45.000000000,46.000000000,45.000000000,44.000000000,45.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_max.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,temporal_w2_min,per-pixel minimum over the selected aligned stack window,per-pixel minimum over the selected aligned stack window,916,37.000000000,37.000000000,39.000000000,37.000000000,37.000000000,38.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_min.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,temporal_w2_mad,per-pixel median absolute deviation over the selected aligned stack window,per-pixel median absolute deviation over the selected aligned stack window,916,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_mad.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,temporal_w2_gradient_persistence,absolute mean x-gradient sign times mean x-gradient magnitude,absolute mean x-gradient sign times mean x-gradient magnitude,916,6.444444656,7.000000000,7.444444656,6.777777672,6.888888836,7.333333492,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_gradient_persistence.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,temporal_w2_high_intensity_pixel_frequency,fraction of valid frames where the pixel exceeds that frame's valid-fan 80th percentile,fraction of valid frames where the pixel exceeds that frame's valid-fan 80th percentile,916,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_high_intensity_pixel_frequency.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,temporal_w2_legacy_per_pixel_rank_frequency,fraction of frames above the pixel's own temporal 75th percentile; historical diagnostic only,fraction of frames above the pixel's own temporal 75th percentile; historical diagnostic only,916,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.500000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\temporal_w2_legacy_per_pixel_rank_frequency.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,temporal_adjacent_positive_change,"max(I_t-I_tminus1,0)","max(I_t-I_tminus1,0)",916,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\temporal_adjacent_positive_change.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,temporal_adjacent_negative_change,"max(I_tminus1-I_t,0)","max(I_tminus1-I_t,0)",916,1.000000000,1.000000000,2.000000000,1.000000000,1.000000000,2.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\temporal_adjacent_negative_change.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,temporal_w4_median,per-pixel median over the selected aligned stack window,per-pixel median over the selected aligned stack window,916,40.000000000,41.000000000,42.000000000,41.000000000,41.000000000,42.000000000,1.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_median.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,temporal_w4_max,per-pixel maximum over the selected aligned stack window,per-pixel maximum over the selected aligned stack window,916,45.000000000,46.000000000,48.000000000,46.000000000,45.000000000,47.000000000,1.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_max.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,temporal_w4_min,per-pixel minimum over the selected aligned stack window,per-pixel minimum over the selected aligned stack window,916,34.000000000,35.000000000,37.000000000,35.000000000,35.000000000,36.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_min.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,temporal_w4_mad,per-pixel median absolute deviation over the selected aligned stack window,per-pixel median absolute deviation over the selected aligned stack window,916,2.000000000,2.000000000,3.000000000,2.000000000,2.000000000,3.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_mad.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,temporal_w4_gradient_persistence,absolute mean x-gradient sign times mean x-gradient magnitude,absolute mean x-gradient sign times mean x-gradient magnitude,916,5.119999886,5.519999981,6.960000038,5.199999809,5.280000210,6.239999771,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_gradient_persistence.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,temporal_w4_high_intensity_pixel_frequency,fraction of valid frames where the pixel exceeds that frame's valid-fan 80th percentile,fraction of valid frames where the pixel exceeds that frame's valid-fan 80th percentile,916,0.200000003,0.200000003,0.400000006,0.200000003,0.200000003,0.400000006,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_high_intensity_pixel_frequency.png
PV003_380_384,384,WORLD_STABILIZED_IMAGE_STACK,temporal_w4_legacy_per_pixel_rank_frequency,fraction of frames above the pixel's own temporal 75th percentile; historical diagnostic only,fraction of frames above the pixel's own temporal 75th percentile; historical diagnostic only,916,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,1.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\WORLD_STABILIZED_IMAGE_STACK\temporal_w4_legacy_per_pixel_rank_frequency.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,raw_display_intensity,I,high displayed grayscale intensity; not a unique scatterer or vehicle centre,916,39.000000000,40.000000000,41.000000000,40.000000000,39.000000000,41.000000000,0.000000000,39.000000000,40.500000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\raw_display_intensity.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,local_contrast_31,I - boxmean_31(I),brighter than the 31x31 local mean,916,0.095733643,-0.229969025,-0.403747559,-0.033298492,-0.649322510,-0.381893158,-0.740374625,0.095733643,-0.234650612,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\local_contrast_31.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,local_z_31,(I - boxmean_31(I)) / local_std_31(I),positive local standardized brightness anomaly,916,0.022705805,-0.041277338,-0.051518869,-0.007641835,-0.127876565,-0.059111942,-0.172236696,0.022705805,-0.050937911,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\local_z_31.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,highpass_sigma9,I - GaussianSigma9(I),fine structure brighter than a sigma-9 smooth background,916,-0.080158234,-0.182205200,-0.405990601,0.064689636,-0.534324646,-0.368770599,-0.910013735,-0.080158234,-0.453358650,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\highpass_sigma9.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,sobel_x_abs_gradient_component,abs(dI/dx),strong left-right intensity change; vertical-edge normal response,916,13.000000000,13.000000000,13.000000000,13.000000000,13.000000000,14.000000000,0.000000000,13.000000000,14.000000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\sobel_x_abs_gradient_component.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,sobel_y_abs_gradient_component,abs(dI/dy),strong up-down intensity change; horizontal-edge normal response,916,11.000000000,13.000000000,15.000000000,13.000000000,12.000000000,15.000000000,0.000000000,11.000000000,14.000000000,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\sobel_y_abs_gradient_component.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,gradient_magnitude_sobel,"hypot(dI/dx,dI/dy)",strong intensity boundary in any direction,916,22.090721130,22.803508759,23.021728516,22.803508759,22.135944366,24.738634109,0.000000000,22.090721130,24.516151428,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\gradient_magnitude_sobel.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,multiscale_laplacian_bright_ridge,"max(0,-(dxx+dyy)) at sigma 1.5 and 3.5",negative multiscale Laplacian consistent with a locally bright ridge; not a full Hessian eigenvalue ridge detector,916,0.395706177,0.358016968,0.397857666,0.348991394,0.341636658,0.376434326,0.000000000,0.395706177,0.260770798,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\multiscale_laplacian_bright_ridge.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,structure_tensor_orientation_coherence,sqrt((Jxx-Jyy)^2+4Jxy^2)/(Jxx+Jyy),"locally anisotropic gradient orientation, independent of target ownership",916,0.151148677,0.165966436,0.169322491,0.154693291,0.198523730,0.183885023,0.290166199,0.151148677,0.174544059,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\structure_tensor_orientation_coherence.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,radial_gradient_normal_response,abs(grad(I) dot radial_unit),gradient normal component along the fan radial direction; high on edges locally tangent to a fan arc,916,11.721436501,13.593941689,14.692758560,13.230283737,13.359756470,14.712703705,0.000000000,11.721436501,13.905138493,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\radial_gradient_normal_response.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,tangential_gradient_normal_response,abs(grad(I) dot tangential_unit),gradient normal component along the fan tangential direction; high on edges locally radial from the fan origin,916,13.124472618,12.697371483,12.771951675,12.810263634,12.245043755,14.095800400,0.000000000,13.124472618,14.037150383,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\tangential_gradient_normal_response.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,temporal_w2_median,per-pixel median over the selected aligned stack window,per-pixel median over the selected aligned stack window,916,40.000000000,41.000000000,42.000000000,41.000000000,40.000000000,42.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_median.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,temporal_w2_max,per-pixel maximum over the selected aligned stack window,per-pixel maximum over the selected aligned stack window,916,44.000000000,45.000000000,47.000000000,45.000000000,44.000000000,46.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_max.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,temporal_w2_min,per-pixel minimum over the selected aligned stack window,per-pixel minimum over the selected aligned stack window,916,36.000000000,37.000000000,38.000000000,37.000000000,36.000000000,37.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_min.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,temporal_w2_mad,per-pixel median absolute deviation over the selected aligned stack window,per-pixel median absolute deviation over the selected aligned stack window,916,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_mad.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,temporal_w2_gradient_persistence,absolute mean x-gradient sign times mean x-gradient magnitude,absolute mean x-gradient sign times mean x-gradient magnitude,916,5.777777672,6.000000000,6.555555344,5.777777672,5.777777672,6.333333492,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_gradient_persistence.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,temporal_w2_high_intensity_pixel_frequency,fraction of valid frames where the pixel exceeds that frame's valid-fan 80th percentile,fraction of valid frames where the pixel exceeds that frame's valid-fan 80th percentile,916,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_high_intensity_pixel_frequency.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,temporal_w2_legacy_per_pixel_rank_frequency,fraction of frames above the pixel's own temporal 75th percentile; historical diagnostic only,fraction of frames above the pixel's own temporal 75th percentile; historical diagnostic only,916,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,1.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w2_legacy_per_pixel_rank_frequency.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,temporal_adjacent_positive_change,"max(I_t-I_tminus1,0)","max(I_t-I_tminus1,0)",916,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_adjacent_positive_change.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,temporal_adjacent_negative_change,"max(I_tminus1-I_t,0)","max(I_tminus1-I_t,0)",916,2.000000000,1.000000000,3.000000000,1.000000000,2.000000000,1.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_adjacent_negative_change.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,temporal_w4_median,per-pixel median over the selected aligned stack window,per-pixel median over the selected aligned stack window,916,40.000000000,41.000000000,43.000000000,41.000000000,40.000000000,41.000000000,1.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w4_median.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,temporal_w4_max,per-pixel maximum over the selected aligned stack window,per-pixel maximum over the selected aligned stack window,916,46.000000000,47.000000000,49.000000000,47.000000000,46.000000000,48.000000000,1.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w4_max.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,temporal_w4_min,per-pixel minimum over the selected aligned stack window,per-pixel minimum over the selected aligned stack window,916,34.000000000,35.000000000,37.000000000,35.000000000,34.000000000,36.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w4_min.png
PV003_380_384,384,GT_ALIGNED_RESEARCH_STACK,temporal_w4_mad,per-pixel median absolute deviation over the selected aligned stack window,per-pixel median absolute deviation over the selected aligned stack window,916,3.000000000,3.000000000,3.000000000,3.000000000,3.000000000,3.000000000,0.000000000,,,true,D:\profile\research\workspace\output\oty2_rsa0_r2_20260717\evidence_cards\channels\PV003_380_384\GT_ALIGNED_RESEARCH_STACK\temporal_w4_mad.png
