case_id,scene,canonical_vehicle_id,benchmark_role,optical_frame,sar_frame,pairing_basis,pairing_assumption_status,alpha_deg,beta_deg,radius_px,theta_deg,u_axis_deg,rho_axis_deg,tau_axis_deg,gt_quality_status,identity_link_confidence,optical_pose_review,optical_pose_source,optical_visibility_state,optical_truncation,optical_occlusion,sar_gt_valid_fraction,local_patch_valid_fraction,near_origin_state,fan_or_invalid_boundary_state,background_competition,continuous_window_id,grammar_eligibility,lineage_eligibility,identifiability_status,ineligibility_reason,sar_gray_path,optical_path,evidence_role,gt_usage_boundary
ELIG_GM_RM017_PV002_S0370,GM_RM017,GM_RM017:PV002,development,178,370,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,61.544741,28.455259,356.716626,25.455259,-3.000000,-64.544741,25.455259,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV002_CONTINUOUS,DEVELOPMENT_COMPONENT_GRAMMAR,MANUAL_LINEAGE_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000370.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000178.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV002_S0371,GM_RM017,GM_RM017:PV002,development,178,371,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,62.377592,27.622408,357.276311,25.622408,-2.000000,-64.377592,25.622408,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV002_CONTINUOUS,DEVELOPMENT_COMPONENT_GRAMMAR,MANUAL_LINEAGE_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000371.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000178.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV002_S0372,GM_RM017,GM_RM017:PV002,development,179,372,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,59.615681,30.384319,360.468647,27.384319,-3.000000,-62.615681,27.384319,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV002_CONTINUOUS,DEVELOPMENT_COMPONENT_GRAMMAR,MANUAL_LINEAGE_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000372.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000179.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV002_S0373,GM_RM017,GM_RM017:PV002,development,179,373,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,66.041237,23.958763,366.392656,28.958763,5.000000,-61.041237,28.958763,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV002_CONTINUOUS,DEVELOPMENT_COMPONENT_GRAMMAR,MANUAL_LINEAGE_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000373.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000179.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV002_S0374,GM_RM017,GM_RM017:PV002,development,180,374,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,58.255600,31.744400,369.565118,28.744400,-3.000000,-61.255600,28.744400,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV002_CONTINUOUS,DEVELOPMENT_COMPONENT_GRAMMAR,MANUAL_LINEAGE_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000374.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000180.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV002_S0375,GM_RM017,GM_RM017:PV002,development,180,375,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,56.287246,33.712754,373.838888,29.712754,-4.000000,-60.287246,29.712754,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV002_CONTINUOUS,DEVELOPMENT_COMPONENT_GRAMMAR,MANUAL_LINEAGE_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000375.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000180.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV002_S0376,GM_RM017,GM_RM017:PV002,development,180,376,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,59.777753,30.222247,373.942478,30.222247,0.000000,-59.777753,30.222247,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV002_CONTINUOUS,DEVELOPMENT_COMPONENT_GRAMMAR,MANUAL_LINEAGE_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000376.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000180.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV002_S0377,GM_RM017,GM_RM017:PV002,development,181,377,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,56.905878,33.094122,377.548081,31.094122,-2.000000,-58.905878,31.094122,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV002_CONTINUOUS,DEVELOPMENT_COMPONENT_GRAMMAR,MANUAL_LINEAGE_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000377.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000181.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV002_S0378,GM_RM017,GM_RM017:PV002,development,181,378,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,55.072794,34.927206,377.714378,31.927206,-3.000000,-58.072794,31.927206,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV002_CONTINUOUS,DEVELOPMENT_COMPONENT_GRAMMAR,MANUAL_LINEAGE_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000378.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000181.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV002_S0379,GM_RM017,GM_RM017:PV002,development,182,379,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,54.095373,35.904627,386.179456,32.904627,-3.000000,-57.095373,32.904627,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV002_CONTINUOUS,DEVELOPMENT_COMPONENT_GRAMMAR,MANUAL_LINEAGE_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000379.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000182.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV002_S0380,GM_RM017,GM_RM017:PV002,development,182,380,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,53.533093,36.466907,384.528026,33.466907,-3.000000,-56.533093,33.466907,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV002_CONTINUOUS,DEVELOPMENT_COMPONENT_GRAMMAR,MANUAL_LINEAGE_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000380.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000182.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV002_S0381,GM_RM017,GM_RM017:PV002,development,183,381,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,51.388575,38.611425,390.376637,34.611425,-4.000000,-55.388575,34.611425,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV002_CONTINUOUS,DEVELOPMENT_COMPONENT_GRAMMAR,MANUAL_LINEAGE_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000381.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000183.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV002_S0382,GM_RM017,GM_RM017:PV002,development,183,382,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,52.184884,37.815116,392.692501,34.815116,-3.000000,-55.184884,34.815116,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV002_CONTINUOUS,DEVELOPMENT_COMPONENT_GRAMMAR,MANUAL_LINEAGE_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000382.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000183.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV002_S0383,GM_RM017,GM_RM017:PV002,development,184,383,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,52.412638,37.587362,397.746444,35.587362,-2.000000,-54.412638,35.587362,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV002_CONTINUOUS,DEVELOPMENT_COMPONENT_GRAMMAR,MANUAL_LINEAGE_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000383.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000184.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV002_S0384,GM_RM017,GM_RM017:PV002,development,184,384,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,50.193664,39.806336,402.757648,36.806336,-3.000000,-53.193664,36.806336,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV002_CONTINUOUS,DEVELOPMENT_COMPONENT_GRAMMAR,MANUAL_LINEAGE_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000384.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000184.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV002_S0385,GM_RM017,GM_RM017:PV002,development,185,385,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,48.572405,41.427595,405.588813,37.427595,-4.000000,-52.572405,37.427595,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV002_CONTINUOUS,DEVELOPMENT_COMPONENT_GRAMMAR,MANUAL_LINEAGE_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000385.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000185.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV002_S0386,GM_RM017,GM_RM017:PV002,development,185,386,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,49.034968,40.965032,411.342736,37.965032,-3.000000,-52.034968,37.965032,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV002_CONTINUOUS,DEVELOPMENT_COMPONENT_GRAMMAR,MANUAL_LINEAGE_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000386.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000185.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV003_S0315,GM_RM017,GM_RM017:PV003,heldout_validation,151,315,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,50.048914,39.951086,532.930718,-42.951086,-3.000000,47.048914,-42.951086,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV003_CONTINUOUS,HOLDOUT_COMPONENT_GRAMMAR_VALIDATION,MANUAL_LINEAGE_VALIDATION_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000315.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000151.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV003_S0317,GM_RM017,GM_RM017:PV003,heldout_validation,152,317,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,49.443225,40.556775,528.620717,-42.556775,-2.000000,47.443225,-42.556775,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV003_CONTINUOUS,HOLDOUT_COMPONENT_GRAMMAR_VALIDATION,MANUAL_LINEAGE_VALIDATION_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000317.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000152.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV003_S0319,GM_RM017,GM_RM017:PV003,heldout_validation,153,319,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,49.988883,40.011117,518.435189,-41.011117,-1.000000,48.988883,-41.011117,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV003_CONTINUOUS,HOLDOUT_COMPONENT_GRAMMAR_VALIDATION,MANUAL_LINEAGE_VALIDATION_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000319.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000153.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV003_S0321,GM_RM017,GM_RM017:PV003,heldout_validation,154,321,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,50.767921,39.232079,506.306677,-40.232079,-1.000000,49.767921,-40.232079,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV003_CONTINUOUS,HOLDOUT_COMPONENT_GRAMMAR_VALIDATION,MANUAL_LINEAGE_VALIDATION_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000321.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000154.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV003_S0323,GM_RM017,GM_RM017:PV003,heldout_validation,155,323,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,51.560916,38.439084,500.908703,-39.439084,-1.000000,50.560916,-39.439084,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV003_CONTINUOUS,HOLDOUT_COMPONENT_GRAMMAR_VALIDATION,MANUAL_LINEAGE_VALIDATION_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000323.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000155.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV003_S0325,GM_RM017,GM_RM017:PV003,heldout_validation,156,325,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,54.435173,35.564827,493.564703,-37.564827,-2.000000,52.435173,-37.564827,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV003_CONTINUOUS,HOLDOUT_COMPONENT_GRAMMAR_VALIDATION,MANUAL_LINEAGE_VALIDATION_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000325.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000156.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV003_S0327,GM_RM017,GM_RM017:PV003,heldout_validation,157,327,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,54.710139,35.289861,485.123632,-37.289861,-2.000000,52.710139,-37.289861,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV003_CONTINUOUS,HOLDOUT_COMPONENT_GRAMMAR_VALIDATION,MANUAL_LINEAGE_VALIDATION_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000327.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000157.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV003_S0329,GM_RM017,GM_RM017:PV003,heldout_validation,158,329,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,58.402394,31.597606,484.573665,-35.597606,-4.000000,54.402394,-35.597606,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV003_CONTINUOUS,HOLDOUT_COMPONENT_GRAMMAR_VALIDATION,MANUAL_LINEAGE_VALIDATION_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000329.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000158.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV003_S0330,GM_RM017,GM_RM017:PV003,heldout_validation,158,330,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,56.380399,33.619601,480.392263,-34.619601,-1.000000,55.380399,-34.619601,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV003_CONTINUOUS,HOLDOUT_COMPONENT_GRAMMAR_VALIDATION,MANUAL_LINEAGE_VALIDATION_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000330.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000158.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV003_S0331,GM_RM017,GM_RM017:PV003,heldout_validation,159,331,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,59.867609,30.132391,470.457474,-34.132391,-4.000000,55.867609,-34.132391,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV003_CONTINUOUS,HOLDOUT_COMPONENT_GRAMMAR_VALIDATION,MANUAL_LINEAGE_VALIDATION_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000331.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000159.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV003_S0332,GM_RM017,GM_RM017:PV003,heldout_validation,159,332,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,58.559250,31.440750,462.866750,-33.440750,-2.000000,56.559250,-33.440750,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV003_CONTINUOUS,HOLDOUT_COMPONENT_GRAMMAR_VALIDATION,MANUAL_LINEAGE_VALIDATION_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000332.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000159.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV003_S0333,GM_RM017,GM_RM017:PV003,heldout_validation,160,333,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,61.311520,28.688480,464.177759,-32.688480,-4.000000,57.311520,-32.688480,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV003_CONTINUOUS,HOLDOUT_COMPONENT_GRAMMAR_VALIDATION,MANUAL_LINEAGE_VALIDATION_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000333.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000160.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
ELIG_GM_RM017_PV003_S0334,GM_RM017,GM_RM017:PV003,heldout_validation,160,334,24/50fps_common_frame0_operational_mapping,UNFROZEN_COMMON_START_ASSUMPTION,59.600409,30.399591,459.500665,-32.399591,-2.000000,57.600409,-32.399591,usable,high,SIDE_DOMINANT,direct G1-R1/G2 image review; truncation recorded separately,partial_visible,true,none,1.000000000,1.000000,NOT_NEAR_ORIGIN,LOCAL_PATCH_VALID_INTERIOR,"parked-road corridor; road/curb axis, fan arcs and radial crossings compete",GM17_PV003_CONTINUOUS,HOLDOUT_COMPONENT_GRAMMAR_VALIDATION,MANUAL_LINEAGE_VALIDATION_ELIGIBLE,IDENTIFIABLE_WITH_BACKGROUND_MIXING,,D:\profile\research\data\GM_RM017\GM_RM017_SARframes_gray\000334.png,D:\profile\research\data\GM_RM017\GM_RM017_frames\000160.png,research-period aspect and identifiability audit,research geometry only; not response mask and not runtime input
