scene,canonical_vehicle_id,benchmark_role,sar_frame_index,sar_gt_id,bbox,bbox_width_px,bbox_height_px,bbox_width_meter,bbox_height_meter,center_x_px,center_y_px,center_x_meter,center_y_meter,center_radius_px,center_theta_deg,valid_mask_fraction,validity_basis,fan_geometry_fraction,touches_invalid_region,touches_fan_geometry_outside,touches_image_boundary,neighbor_vehicle_overlap_risk,neighbor_rotated_overlap_ratio,center_jump_from_previous,center_jump_per_sar_frame,size_jump_from_previous,aspect_jump_from_previous,gt_quality_status,quality_evidence,identity_link_status,identity_link_confidence,optical_frame_index,optical_visibility_state,optical_full_vehicle_visible,multi_vehicle_competition,notes,gt_valid_mask_fraction,gt_inside_valid_mask,gt_touches_valid_mask_boundary,gt_clipped_by_valid_mask,optical_vehicle_full_visibility,optical_vehicle_boundary_truncation,optical_pose_group,sar_response_completeness,mapping_anchor_eligibility,mapping_exclusion_reason
GM_RM017,GM_RM017:PV002,development,362,GM_RM017|000362|gm_rm017_00079,"[1251.425,1005.568,154.520,77.937,180.000]",154.520,77.937,,,1251.425,1005.568,,,339.319,16.685562,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,3.326,3.326,0.042336,0.143008,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,174,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,362,GM_RM017|000362|gm_rm017_00080,"[1092.105,942.314,154.000,82.580,174.000]",154.000,82.580,,,1092.105,942.314,,,393.188,-9.057073,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,1.251,1.251,0.009860,0.266749,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,174,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,heldout_usable,
GM_RM017,GM_RM017:PV004,heldout_validation,363,GM_RM017|000363|gm17supp_000174_000363_det1,"[939.425,877.429,164.044,78.745,-3.000]",164.044,78.745,,,939.425,877.429,,,501.404,-25.337403,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.002256,7.572,7.572,0.189788,0.102973,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,174,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,363,GM_RM017|000363|gm17supp_000174_000363_det2,"[1266.561,1010.174,157.710,71.355,0.000]",157.710,71.355,,,1266.561,1010.174,,,339.622,19.355634,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,15.821,15.821,0.067799,0.108668,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,174,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,363,GM_RM017|000363|gm17supp_000174_000363_det3,"[1107.710,939.297,177.535,76.535,355.000]",177.535,76.535,,,1107.710,939.297,,,394.031,-6.746569,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.002256,15.894,15.894,0.066196,0.218235,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,174,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV004,heldout_validation,364,GM_RM017|000364|gm17supp_000175_000364_det1,"[948.521,878.634,181.081,80.584,-3.000]",181.081,80.584,,,948.521,878.634,,,496.483,-24.448148,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.006500,9.175,9.175,0.121895,0.075724,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,175,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,364,GM_RM017|000364|gm17supp_000175_000364_det2,"[1274.344,1009.831,158.211,78.944,5.000]",158.211,78.944,,,1274.344,1009.831,,,342.601,20.564756,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.004434,7.791,7.791,0.104243,0.097900,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,175,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,364,GM_RM017|000364|gm17supp_000175_000364_det3,"[1112.883,941.254,179.718,78.669,354.000]",179.718,78.669,,,1112.883,941.254,,,391.511,-6.028394,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.006500,5.531,5.531,0.039722,0.015280,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,175,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV004,heldout_validation,365,GM_RM017|000365|gm_rm017_00081,"[954.519,878.160,165.112,78.973,0.000]",165.112,78.973,,,954.519,878.160,,,494.464,-23.792704,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.002550,6.017,6.017,0.112515,0.072126,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,175,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,heldout_usable,
GM_RM017,GM_RM017:PV002,development,365,GM_RM017|000365|gm_rm017_00082,"[1273.867,1008.747,153.067,75.867,176.000]",153.067,75.867,,,1273.867,1008.747,,,343.449,20.426729,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,1.184,1.184,0.072811,0.006703,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,175,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,365,GM_RM017|000365|gm_rm017_00083,"[1113.739,942.046,158.507,72.069,176.000]",158.507,72.069,,,1113.739,942.046,,,390.634,-5.915735,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.002550,1.166,1.166,0.213215,0.037965,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,175,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,heldout_usable,
GM_RM017,GM_RM017:PV002,development,366,GM_RM017|000366|gm17supp_000176_000366_det1,"[1285.305,1009.873,169.732,82.377,0.000]",169.732,82.377,,,1285.305,1009.873,,,346.564,22.264096,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.016321,11.493,11.493,0.185669,0.021021,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,176,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,366,GM_RM017|000366|gm17supp_000176_000366_det2,"[1129.813,941.987,182.942,84.323,356.000]",182.942,84.323,,,1129.813,941.987,,,389.365,-3.561455,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.016321,16.074,16.074,0.300401,0.013660,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,176,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV004,heldout_validation,366,GM_RM017|000366|gm17supp_000176_000366_det3,"[963.924,877.103,181.926,79.510,-3.000]",181.926,79.510,,,963.924,877.103,,,491.720,-22.740213,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.010109,9.464,9.464,0.103753,0.090199,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,176,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,367,GM_RM017|000367|gm_rm017_00084,"[1285.375,1006.400,155.625,85.520,178.000]",155.625,85.520,,,1285.375,1006.400,,,349.807,22.059182,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.008144,3.474,3.474,0.049327,0.124215,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,176,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,367,GM_RM017|000367|gm_rm017_00085,"[1132.548,943.400,163.953,76.067,176.000]",163.953,76.067,,,1132.548,943.400,,,387.794,-3.171110,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.008144,3.078,3.078,0.212629,0.006549,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,176,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,heldout_usable,
GM_RM017,GM_RM017:PV004,heldout_validation,367,GM_RM017|000367|gm_rm017_00086,"[968.249,878.722,167.542,77.111,178.000]",167.542,77.111,,,968.249,878.722,,,488.566,-22.345823,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.001379,4.618,4.618,0.113003,0.051729,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,176,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,heldout_usable,
GM_RM017,GM_RM017:PV002,development,368,GM_RM017|000368|gm17supp_000177_000368_det1,"[1293.974,1006.677,157.239,83.458,-3.000]",157.239,83.458,,,1293.974,1006.677,,,352.872,23.370197,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.007970,8.603,8.603,0.014089,0.034724,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,177,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV004,heldout_validation,368,GM_RM017|000368|gm17supp_000177_000368_det2,"[977.177,878.369,174.077,74.023,-3.000]",174.077,74.023,,,977.177,878.369,,,485.571,-21.355573,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000921,8.935,8.935,0.002606,0.079134,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,177,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,368,GM_RM017|000368|gm17supp_000177_000368_det3,"[1139.548,942.787,173.768,81.323,-6.000]",173.768,81.323,,,1139.548,942.787,,,388.082,-2.134162,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.007969,7.027,7.027,0.124956,0.008673,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,177,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,369,GM_RM017|000369|gm_rm017_00087,"[1296.485,1010.562,150.803,70.800,181.000]",150.803,70.800,,,1296.485,1010.562,,,350.323,23.999238,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,4.626,4.626,0.206277,0.122692,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,177,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV004,heldout_validation,369,GM_RM017|000369|gm_rm017_00088,"[980.082,879.107,163.673,75.987,179.000]",163.673,75.987,,,980.082,879.107,,,483.832,-21.067005,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.003722,2.997,2.997,0.035441,0.087814,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,177,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,heldout_usable,
GM_RM017,GM_RM017:PV003,heldout_validation,369,GM_RM017|000369|gm_rm017_00089,"[1135.602,942.273,162.832,77.058,174.000]",162.832,77.058,,,1135.602,942.273,,,388.763,-2.712508,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.003722,3.979,3.979,0.118873,0.011132,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,177,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,heldout_usable,
GM_RM017,GM_RM017:PV002,development,370,GM_RM017|000370|gm17supp_000178_000370_det1,"[1307.319,1008.513,146.684,73.103,-3.000]",146.684,73.103,,,1307.319,1008.513,,,356.717,25.455259,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,11.026,11.026,0.004317,0.059704,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,178,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,370,GM_RM017|000370|gm17supp_000178_000370_det2,"[1150.939,943.927,165.845,70.300,-3.000]",165.845,70.300,,,1150.939,943.927,,,386.685,-0.453558,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,15.426,15.426,0.073452,0.110121,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,178,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV004,heldout_validation,370,GM_RM017|000370|gm17supp_000178_000370_det3,"[991.806,876.892,170.045,77.894,-3.000]",170.045,77.894,,,991.806,876.892,,,481.828,-19.671230,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,11.931,11.931,0.062979,0.013406,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,178,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,371,GM_RM017|000371|gm_rm017_00090,"[1308.500,1008.457,146.250,71.647,178.000]",146.250,71.647,,,1308.500,1008.457,,,357.276,25.622408,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,1.182,1.182,0.023081,0.017155,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,178,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,371,GM_RM017|000371|gm_rm017_00091,"[1152.908,943.743,146.453,74.638,175.000]",146.453,74.638,,,1152.908,943.743,,,386.859,-0.161731,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,1.978,1.978,0.064471,0.184227,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,178,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,heldout_usable,
GM_RM017,GM_RM017:PV004,heldout_validation,371,GM_RM017|000371|gm_rm017_00092,"[998.500,878.306,162.000,78.610,176.000]",162.000,78.610,,,998.500,878.306,,,478.278,-18.973120,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,6.842,6.842,0.039317,0.057617,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,178,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,heldout_usable,
GM_RM017,GM_RM017:PV003,heldout_validation,372,GM_RM017|000372|gm17supp_000179_000372_det1,"[1167.105,941.444,173.242,75.242,-3.000]",173.242,75.242,,,1167.105,941.444,,,389.377,1.928732,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,14.382,14.382,0.176045,0.159925,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,179,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV002,development,372,GM_RM017|000372|gm17supp_000179_000372_det2,"[1319.800,1010.525,161.000,66.750,-3.000]",161.000,66.750,,,1319.800,1010.525,,,360.469,27.384319,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,11.488,11.488,0.025290,0.166884,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,179,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV004,heldout_validation,372,GM_RM017|000372|gm17supp_000179_000372_det3,"[1010.409,876.567,194.666,70.198,-3.000]",194.666,70.198,,,1010.409,876.567,,,476.198,-17.549910,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.000000,12.035,12.035,0.070510,0.296868,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,179,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
GM_RM017,GM_RM017:PV003,heldout_validation,373,GM_RM017|000373|gm_rm017_00093,"[1172.077,943.364,171.513,69.417,175.000]",171.513,69.417,,,1172.077,943.364,,,387.658,2.672748,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.002433,5.330,5.330,0.090608,0.070547,usable,identity=linked_detection_overlap_high:high;optical_visibility=full_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,179,full_visible,true,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,true,false,left_side_dominant,visually_usable_complete_azimuth_support,heldout_usable,
GM_RM017,GM_RM017:PV002,development,373,GM_RM017|000373|gm_rm017_00094,"[1331.400,1010.018,158.053,78.484,5.000]",158.053,78.484,,,1331.400,1010.018,,,366.393,28.958763,1.000000000,deterministic_shared_imaging_valid_mask,1.000000000,false,false,false,true,0.002433,11.611,11.611,0.143467,0.180414,usable,identity=linked_detection_overlap_high:high;optical_visibility=partial_visible;fan_fraction=1.000000;neighbor_risk=true;jump_outlier=false;visual_review=direct_contact_sheet_and_case_atlas,linked_detection_overlap_high,high,179,partial_visible,false,true,meter fields remain blank; imaging_valid_mask is fixed geometry; GT is not a vehicle-response mask,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope
