structure_relation_id,scene,canonical_vehicle_id,segment_id,sar_frame_index,source_observation_id,target_observation_id,relation_types,global_dx_px,global_dy_px,global_distance_px,radial_delta_px,tangential_delta_px,orientation_difference_deg,collinearity_residual_px,parallel_score,near_far_order,shared_background_connection,notes
S1L-REL-0001634,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,366,S1L-OBS-0002639,S1L-OBS-0002640,spatial_neighbor;parallel;collinear;near_far_correspondence,30.446227,0.517764,30.450629,11.056191,28.372548,2.868976,14.002374,0.968122,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001635,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,367,S1L-OBS-0002647,S1L-OBS-0002650,spatial_neighbor;parallel;near_far_correspondence,28.682674,71.362873,76.911348,-55.366674,53.384333,1.768434,54.017211,0.980351,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001636,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,367,S1L-OBS-0002650,S1L-OBS-0002653,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,30.203741,4.135069,30.485485,7.511075,29.545703,18.355976,6.290593,0.796045,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001637,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,367,S1L-OBS-0002650,S1L-OBS-0002654,spatial_neighbor;parallel;collinear;near_far_correspondence,57.639474,3.089833,57.722232,18.783671,54.580489,1.399918,11.017785,0.984445,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001638,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,367,S1L-OBS-0002651,S1L-OBS-0002654,spatial_neighbor;collinear;near_far_correspondence,-38.384839,3.434428,38.538178,-17.598984,-34.285083,16.062822,4.536195,0.821524,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001639,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,367,S1L-OBS-0002651,S1L-OBS-0002656,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,51.578339,25.125345,57.372537,-3.915108,57.238798,38.909801,12.361062,0.567669,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001640,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,367,S1L-OBS-0002653,S1L-OBS-0002654,spatial_neighbor;collinear;near_far_correspondence,27.435733,-1.045236,27.455636,11.272596,25.034786,19.755894,2.087942,0.780490,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001641,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,368,S1L-OBS-0002664,S1L-OBS-0002667,spatial_neighbor;parallel;collinear;near_far_correspondence,57.810513,3.055890,57.891225,20.126535,54.279983,8.830442,11.867090,0.901884,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001642,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,368,S1L-OBS-0002664,S1L-OBS-0002668,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,25.875574,4.644126,26.289033,6.000949,25.594958,74.681726,4.717890,0.170203,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001643,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,368,S1L-OBS-0002665,S1L-OBS-0002667,spatial_neighbor;collinear;near_far_correspondence,-37.801465,3.578431,37.970461,-18.279585,-33.280816,24.897368,4.233751,0.723363,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001644,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,368,S1L-OBS-0002665,S1L-OBS-0002673,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,53.523180,26.445945,59.700241,-3.045285,59.622521,41.505452,14.037382,0.538828,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001645,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,368,S1L-OBS-0002667,S1L-OBS-0002668,spatial_neighbor;near_far_correspondence,-31.934939,1.588236,31.974409,-14.125586,-28.685025,83.512168,26.570570,0.072087,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001646,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,368,S1L-OBS-0002670,S1L-OBS-0002673,spatial_neighbor;collinear;near_far_correspondence,-21.011803,18.991931,28.322947,-25.768616,-11.754480,89.994517,7.553565,0.000061,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001647,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,369,S1L-OBS-0002681,S1L-OBS-0002682,spatial_neighbor;parallel;collinear;near_far_correspondence;possible_shared_extended_response,92.687605,0.627505,92.689729,37.125062,84.930064,2.452899,8.681170,0.972746,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001648,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,369,S1L-OBS-0002681,S1L-OBS-0002683,spatial_neighbor;parallel;collinear;near_far_correspondence;possible_shared_extended_response,54.487392,4.647816,54.685264,17.915342,51.667385,1.193044,6.646391,0.986744,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001649,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,369,S1L-OBS-0002682,S1L-OBS-0002683,spatial_neighbor;parallel;near_far_correspondence,-38.200213,4.020311,38.411186,-19.209720,-33.262679,3.645943,15.076936,0.959490,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001650,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,369,S1L-OBS-0002682,S1L-OBS-0002686,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,52.312627,26.378098,58.586816,-2.820907,58.518864,31.155031,13.465044,0.653833,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001651,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,370,S1L-OBS-0002689,S1L-OBS-0002692,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,30.604886,70.724514,77.062416,-50.704495,58.031631,14.816352,56.767079,0.835374,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001652,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,370,S1L-OBS-0002692,S1L-OBS-0002693,spatial_neighbor;parallel;collinear;near_far_correspondence;possible_shared_extended_response,91.425295,0.051713,91.425310,39.248462,82.572063,6.008057,3.792691,0.933244,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001653,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,370,S1L-OBS-0002692,S1L-OBS-0002694,spatial_neighbor;parallel;collinear;near_far_correspondence;possible_shared_extended_response,53.739401,4.029195,53.890237,19.459481,50.254217,6.713478,5.545339,0.925406,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001654,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,370,S1L-OBS-0002693,S1L-OBS-0002694,spatial_neighbor;parallel;collinear;near_far_correspondence,-37.685894,3.977482,37.895210,-19.788981,-32.317846,12.721535,9.849962,0.858650,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001655,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,370,S1L-OBS-0002693,S1L-OBS-0002697,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,53.100290,26.255025,59.236535,-0.883387,59.229948,36.115782,13.631146,0.598714,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001656,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,371,S1L-OBS-0002704,S1L-OBS-0002705,spatial_neighbor;near_far_correspondence,14.625157,35.860743,38.728389,-26.009842,28.694533,15.244271,40.586266,0.830619,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001657,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,371,S1L-OBS-0002704,S1L-OBS-0002708,spatial_neighbor;parallel;near_far_correspondence,25.576797,69.688525,74.233840,-51.775207,53.197660,4.759655,53.104147,0.947115,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001658,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,371,S1L-OBS-0002705,S1L-OBS-0002708,spatial_neighbor;parallel;near_far_correspondence,10.951640,33.827782,35.556395,-25.765365,24.503127,10.484616,44.834271,0.883504,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001659,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,371,S1L-OBS-0002708,S1L-OBS-0002709,spatial_neighbor;parallel;collinear;near_far_correspondence,96.115299,0.632219,96.117378,40.993898,86.937050,10.080280,6.284763,0.887997,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001660,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,371,S1L-OBS-0002708,S1L-OBS-0002711,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,27.890004,3.335270,28.088723,9.053417,26.589696,15.289219,9.922492,0.830120,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001661,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,371,S1L-OBS-0002708,S1L-OBS-0002712,spatial_neighbor;parallel;collinear;near_far_correspondence,59.615787,5.060328,59.830168,21.217443,55.941657,5.289678,11.890143,0.941226,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001662,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,371,S1L-OBS-0002709,S1L-OBS-0002711,spatial_neighbor;collinear;near_far_correspondence,-68.225295,2.703051,68.278821,-31.940481,-60.347354,25.369499,8.930476,0.718117,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001663,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,371,S1L-OBS-0002709,S1L-OBS-0002712,spatial_neighbor;collinear;near_far_correspondence,-36.499512,4.428109,36.767139,-19.776455,-30.995393,15.369958,13.578933,0.829223,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001664,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,371,S1L-OBS-0002709,S1L-OBS-0002715,spatial_neighbor;same_radial_band;near_far_correspondence,52.888465,25.532130,58.728863,-0.150386,58.728671,34.665627,15.558137,0.614826,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001665,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,371,S1L-OBS-0002711,S1L-OBS-0002712,spatial_neighbor;parallel;near_far_correspondence,31.725783,1.725058,31.772648,12.164026,29.351961,9.999541,18.919255,0.888894,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001666,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,372,S1L-OBS-0002727,S1L-OBS-0002730,spatial_neighbor;parallel;near_far_correspondence,13.759372,37.226962,39.688374,-26.726640,29.340310,14.635116,53.833861,0.837388,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001667,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,372,S1L-OBS-0002727,S1L-OBS-0002732,spatial_neighbor;parallel;near_far_correspondence,31.185552,69.664861,76.326480,-47.514301,59.733765,11.728369,52.909580,0.869685,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001668,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,372,S1L-OBS-0002730,S1L-OBS-0002731,spatial_neighbor;same_azimuth_band;parallel;near_far_correspondence,-2.203499,11.415538,11.626260,-11.149843,3.294076,12.988440,81.967772,0.855684,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001669,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,372,S1L-OBS-0002730,S1L-OBS-0002732,spatial_neighbor;parallel;near_far_correspondence,17.426180,32.437899,36.822399,-20.787661,30.393455,2.906747,45.873129,0.967703,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001670,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,372,S1L-OBS-0002731,S1L-OBS-0002732,spatial_neighbor;same_radial_band;parallel;near_far_correspondence,19.629679,21.022361,28.762197,-9.637818,27.099379,10.081693,33.987415,0.887981,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001671,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,372,S1L-OBS-0002732,S1L-OBS-0002734,spatial_neighbor;parallel;collinear;near_far_correspondence;possible_shared_extended_response,91.105356,1.260145,91.114071,40.785591,81.475821,6.337630,5.844612,0.929582,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001672,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,372,S1L-OBS-0002732,S1L-OBS-0002735,spatial_neighbor;parallel;collinear;near_far_correspondence,53.684672,5.712078,53.987701,19.620639,50.296148,14.035815,6.901240,0.844047,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001673,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,372,S1L-OBS-0002734,S1L-OBS-0002735,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,-37.420684,4.451933,37.684576,-21.164952,-31.179673,20.373445,13.421642,0.773628,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001674,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,372,S1L-OBS-0002734,S1L-OBS-0002738,spatial_neighbor;same_radial_band;near_far_correspondence;possible_shared_extended_response,53.106341,26.016167,59.136490,1.325794,59.121627,37.030153,17.567528,0.588554,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001675,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,373,S1L-OBS-0002743,S1L-OBS-0002746,spatial_neighbor;near_far_correspondence,25.835365,69.938298,74.557572,-48.684834,56.467855,25.699973,51.343926,0.714445,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001676,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,373,S1L-OBS-0002746,S1L-OBS-0002747,spatial_neighbor;near_far_correspondence,24.996342,-0.031113,24.996361,12.129952,21.855945,83.387285,18.453046,0.073475,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001677,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,373,S1L-OBS-0002746,S1L-OBS-0002748,spatial_neighbor;collinear;near_far_correspondence,97.098894,2.059239,97.120727,45.211574,85.955507,20.718405,3.551602,0.769795,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001678,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,373,S1L-OBS-0002746,S1L-OBS-0002749,spatial_neighbor;parallel;collinear;near_far_correspondence,58.559004,4.983543,58.770678,23.992657,53.650210,9.252323,13.517412,0.897196,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001679,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,373,S1L-OBS-0002747,S1L-OBS-0002749,spatial_neighbor;near_far_correspondence,33.562662,5.014656,33.935219,11.862705,31.794265,74.134962,19.136253,0.176278,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001680,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,373,S1L-OBS-0002748,S1L-OBS-0002749,spatial_neighbor;collinear;near_far_correspondence,-38.539890,2.924304,38.650675,-21.218917,-32.305297,29.970728,2.002461,0.666992,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001681,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,373,S1L-OBS-0002748,S1L-OBS-0002751,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,52.991867,24.493536,58.378689,4.226533,58.225490,40.765451,13.621777,0.547051,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001682,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,374,S1L-OBS-0002760,S1L-OBS-0002764,spatial_neighbor;near_far_correspondence,23.748427,68.621315,72.614549,-48.744677,53.822199,23.511447,53.725044,0.738762,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001683,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,374,S1L-OBS-0002763,S1L-OBS-0002764,spatial_neighbor;parallel;near_far_correspondence,10.509111,20.951432,23.439367,-13.315802,19.289720,12.340479,33.836185,0.862884,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001684,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,375,S1L-OBS-0002771,S1L-OBS-0002773,spatial_neighbor;collinear;near_far_correspondence,30.312795,6.183498,30.937052,9.654099,29.392168,55.932388,8.894224,0.378529,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001685,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,375,S1L-OBS-0002773,S1L-OBS-0002774,spatial_neighbor;collinear;near_far_correspondence,23.686822,-3.041832,23.881337,14.382317,19.064817,28.698875,0.508076,0.681124,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001686,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,375,S1L-OBS-0002773,S1L-OBS-0002778,spatial_neighbor;near_far_correspondence,46.628878,65.786360,80.635584,-34.025151,73.105312,50.562294,39.617578,0.438197,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001687,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,375,S1L-OBS-0002774,S1L-OBS-0002778,spatial_neighbor;near_far_correspondence,22.942056,68.828192,72.551071,-48.407468,54.040495,21.863419,56.511863,0.757073,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001688,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,375,S1L-OBS-0002778,S1L-OBS-0002781,spatial_neighbor;collinear;near_far_correspondence,60.588471,4.509491,60.756056,26.114209,54.857509,21.955389,10.797120,0.756051,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001689,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,375,S1L-OBS-0002779,S1L-OBS-0002781,spatial_neighbor;collinear;near_far_correspondence,-38.026911,2.970178,38.142731,-21.427778,-31.555004,41.153944,0.321288,0.542734,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001690,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,376,S1L-OBS-0002792,S1L-OBS-0002794,spatial_neighbor;collinear;near_far_correspondence,59.752166,4.218991,59.900928,26.431038,53.754268,71.315046,11.607026,0.207611,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001691,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,376,S1L-OBS-0002793,S1L-OBS-0002794,spatial_neighbor;collinear;near_far_correspondence,-38.683535,2.629954,38.772832,-21.744059,-32.101845,82.474806,6.674927,0.083613,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001692,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,377,S1L-OBS-0002801,S1L-OBS-0002804,spatial_neighbor;same_radial_band;parallel;collinear;near_far_correspondence,20.601659,6.128049,21.493751,5.392063,20.806417,0.145369,5.695020,0.998385,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001693,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,378,S1L-OBS-0002809,S1L-OBS-0002810,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,51.650328,-6.207061,52.021957,32.582892,40.554149,21.388035,0.746516,0.762355,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001694,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,378,S1L-OBS-0002812,S1L-OBS-0002815,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,19.861423,5.740289,20.674309,5.631640,19.892503,50.719416,11.286558,0.436451,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001695,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,378,S1L-OBS-0002813,S1L-OBS-0002814,spatial_neighbor;same_radial_band;same_azimuth_band;near_far_correspondence,-10.028805,2.591333,10.358182,-7.502966,-7.141250,33.883842,26.487405,0.623513,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001696,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,378,S1L-OBS-0002814,S1L-OBS-0002816,spatial_neighbor;near_far_correspondence,-30.827920,2.566955,30.934607,-18.481708,-24.806781,17.709691,32.933711,0.803226,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001697,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,379,S1L-OBS-0002824,S1L-OBS-0002829,spatial_neighbor;same_azimuth_band;near_far_correspondence,-1.757937,9.143204,9.310667,-8.631401,3.491054,41.916896,65.042240,0.534257,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001698,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,379,S1L-OBS-0002824,S1L-OBS-0002830,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,19.978270,8.951044,21.891835,3.337959,21.635862,15.883802,14.326292,0.823513,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001699,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,379,S1L-OBS-0002827,S1L-OBS-0002828,spatial_neighbor;collinear;near_far_correspondence,-13.113917,2.211607,13.299099,-8.980846,-9.808692,87.888769,7.842279,0.023458,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001700,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,379,S1L-OBS-0002829,S1L-OBS-0002830,spatial_neighbor;collinear;near_far_correspondence,21.736207,-0.192160,21.737056,11.969360,18.144808,26.033094,10.314461,0.710743,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001701,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,380,S1L-OBS-0002838,S1L-OBS-0002842,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,20.833186,6.597696,21.852946,5.984742,21.017471,35.728720,11.157551,0.603014,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001702,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,380,S1L-OBS-0002840,S1L-OBS-0002841,spatial_neighbor;same_azimuth_band;near_far_correspondence,-10.683294,3.118969,11.129274,-8.493216,-7.192079,36.308556,24.476732,0.596572,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001703,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,380,S1L-OBS-0002841,S1L-OBS-0002843,spatial_neighbor;parallel;near_far_correspondence,-32.135263,1.333691,32.162927,-18.833731,-26.071910,10.324138,36.562627,0.885287,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001704,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,381,S1L-OBS-0002853,S1L-OBS-0002855,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,19.689634,7.044991,20.912044,5.385677,20.206634,25.471821,7.515012,0.716980,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001705,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,381,S1L-OBS-0002854,S1L-OBS-0002857,spatial_neighbor;near_far_correspondence,-12.197220,2.521499,12.455125,-9.003368,-8.606363,38.772702,16.799661,0.569192,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001706,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,382,S1L-OBS-0002864,S1L-OBS-0002866,spatial_neighbor;collinear;near_far_correspondence,45.354607,-5.659742,45.706379,30.540955,34.004752,29.567597,11.458889,0.671471,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001707,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,382,S1L-OBS-0002870,S1L-OBS-0002873,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,18.084826,5.203816,18.818625,6.052847,17.818633,27.255466,10.866778,0.697161,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001708,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,382,S1L-OBS-0002874,S1L-OBS-0002876,spatial_neighbor;near_far_correspondence,-14.701457,2.353719,14.888681,-10.325906,-10.726066,31.612033,27.159391,0.648755,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001709,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,382,S1L-OBS-0002875,S1L-OBS-0002876,spatial_neighbor;parallel;near_far_correspondence,31.353476,-1.488318,31.388781,19.122553,24.891435,13.766017,38.627217,0.847044,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001710,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,383,S1L-OBS-0002880,S1L-OBS-0002882,spatial_neighbor;collinear;near_far_correspondence,48.407994,-6.493992,48.841640,33.451827,35.587654,17.151953,8.100617,0.809423,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001711,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,383,S1L-OBS-0002887,S1L-OBS-0002890,spatial_neighbor;same_radial_band;near_far_correspondence,19.418301,6.912076,20.611822,5.679254,19.813967,33.466601,17.495993,0.628149,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001712,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,383,S1L-OBS-0002891,S1L-OBS-0002892,spatial_neighbor;near_far_correspondence,-32.242682,1.202189,32.265086,-19.741078,-25.521083,22.257739,40.874927,0.752692,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001713,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,384,S1L-OBS-0002896,S1L-OBS-0002897,spatial_neighbor;collinear;near_far_correspondence,26.482461,-6.898073,27.366113,21.389011,17.070864,19.132836,10.285412,0.787413,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001714,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,384,S1L-OBS-0002900,S1L-OBS-0002902,spatial_neighbor;same_radial_band;near_far_correspondence,21.193783,7.268601,22.405557,6.877738,21.323830,66.565377,18.985986,0.260385,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0001715,GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,385,S1L-OBS-0002908,S1L-OBS-0002912,spatial_neighbor;same_azimuth_band;collinear;near_far_correspondence,-11.956370,6.781019,13.745436,-12.651540,-5.373595,65.887289,2.067749,0.267919,target_nearer,false,geometric relation; no graph neural network or identity claim
