case_id,scene,canonical_vehicle_id,optical_frame,sar_frame,event_stage,coordinate_scheme,u_direction_status,u_axis_deg,v_near_unit_x,v_near_unit_y,near_sign_dot_to_origin,reference_center_x_px,reference_center_y_px,reference_long_axis_px,reference_short_axis_px,radius_px,fan_theta_deg,fan_tangent_deg,u_vs_fan_tangent_axial_difference_deg,u_vs_radial_axial_difference_deg,perframe_to_stable_center_delta_px,perframe_to_stable_axis_delta_deg,boundary_state,optical_pose,optical_head_tail_status,local_background_type,control_type,control_displacement_px,control_displacement_short_axes,raw_near_minus_far_mean,sigma4_near_minus_far_mean,sigma10_near_minus_far_mean,sigma20_near_minus_far_mean,profile_peak_v_px,profile_peak_v_over_halfwidth,observation_raw_gray,observation_multiscale,physical_interpretation_status,this_control_eliminates_or_weakens,this_control_does_not_eliminate,gt_usage_boundary
C03B,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.937469,1021.652,1013.408,155.548,71.937,343.696,-22.648,-22.648,20.369,69.631,105.603,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,LOCAL_RING_180DEG,107.905,1.500,4.102375,0.384909,2.100142,4.697356,-46.500,-1.293,"local 1.5W ring position; background lines occur at several angles, but the target-like +v boundary placement is not reproduced uniformly",raw and sigma10 shown under common ring scales,BACKGROUND_COMPETITIVE_NOT_UNIFORMLY_SIDE_LOCKED,a spatially uniform local-ring prevalence of the same side-locked band,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03B,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.976462,1050.197,935.911,155.548,71.937,408.111,-14.735,-14.735,12.456,77.544,106.090,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,LOCAL_RING_225DEG,107.905,1.500,7.608311,0.461951,1.921637,4.537039,30.500,0.848,"local 1.5W ring position; background lines occur at several angles, but the target-like +v boundary placement is not reproduced uniformly",raw and sigma10 shown under common ring scales,BACKGROUND_COMPETITIVE_NOT_UNIFORMLY_SIDE_LOCKED,a spatially uniform local-ring prevalence of the same side-locked band,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03B,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.999629,1125.181,901.297,155.548,71.937,430.270,-3.841,-3.841,1.561,88.439,107.652,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,LOCAL_RING_270DEG,107.905,1.500,-3.419476,-0.095407,-0.296984,-0.721262,82.500,2.294,"local 1.5W ring position; background lines occur at several angles, but the target-like +v boundary placement is not reproduced uniformly",raw and sigma10 shown under common ring scales,BACKGROUND_COMPETITIVE_NOT_UNIFORMLY_SIDE_LOCKED,a spatially uniform local-ring prevalence of the same side-locked band,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03B,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.987123,1202.678,929.842,155.548,71.937,403.703,6.925,6.925,9.205,80.795,109.352,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,LOCAL_RING_315DEG,107.905,1.500,2.040100,0.091929,0.121705,0.333440,99.500,2.766,"local 1.5W ring position; background lines occur at several angles, but the target-like +v boundary placement is not reproduced uniformly",raw and sigma10 shown under common ring scales,BACKGROUND_COMPETITIVE_NOT_UNIFORMLY_SIDE_LOCKED,a spatially uniform local-ring prevalence of the same side-locked band,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03M,GM_RM017,GM_RM017:PV004,164,342,shared platform window / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.803142,791.554,880.580,162.680,76.129,577.828,-38.848,-38.848,36.569,53.431,3.241,2.721,valid fan interior,side-dominant with left image truncation,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; fan tangent strongly oblique to vehicle axis,AXIS_FROM_PV002_AT_PV004_CENTER,0.000,0.000,2.154594,0.092737,0.494289,1.419366,26.500,0.696,donor and target stable axes differ by only 0.034 degrees; the control is intentionally recorded as low-power,not separately rendered because the road-aligned axes are nearly identical,NOT_IDENTIFIABLE,none; shared parked-road orientation makes this mismatch non-discriminating,vehicle axis; road axis; vehicle-ground mixture; fan imaging,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C03M,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.246,0.039182,0.999232,0.999317,1129.472,1009.117,155.548,71.937,322.418,-4.363,-4.363,2.118,87.882,2.319,0.246,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,AXIS_FROM_PV004_AT_PV002_CENTER,0.000,0.000,17.309765,0.690126,3.604298,9.536776,28.500,0.792,donor and target stable axes differ by only 0.034 degrees; the control is intentionally recorded as low-power,not separately rendered because the road-aligned axes are nearly identical,NOT_IDENTIFIABLE,none; shared parked-road orientation makes this mismatch non-discriminating,vehicle axis; road axis; vehicle-ground mixture; fan imaging,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C04B,GM_RM017,GM_RM017:PV004,164,341,adjacent continuity around SAR 342,THREAD_STABLE_LOO,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.269,0.039599,0.999216,0.798016,785.163,880.424,162.674,76.066,581.979,-39.328,-39.328,37.059,52.941,5.714,0.269,valid fan interior,side-dominant parked vehicle; head-tail SAR transfer unresolved,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor / static background,TRUE_NEIGHBORHOOD,0.000,0.000,2.249474,-0.007303,0.393467,1.429869,26.500,0.697,adjacent PV004 raw frame retains short vehicle-axis segments near +v while fan-tangent structures cross at a different angle,raw gray only for temporal continuity; multiscale is C04,VEHICLE_GROUND_MIXED_PLAUSIBLE,a single-frame PV004 alignment coincidence,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C04B,GM_RM017,GM_RM017:PV004,164,342,adjacent continuity around SAR 342,THREAD_STABLE_LOO,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.246,0.039182,0.999232,0.802792,791.554,880.580,162.680,76.129,577.828,-38.848,-38.848,36.602,53.398,3.241,2.754,valid fan interior,side-dominant with left image truncation,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; fan tangent strongly oblique to vehicle axis,TRUE_NEIGHBORHOOD,0.000,0.000,2.157845,0.093274,0.495114,1.420870,26.500,0.696,adjacent PV004 raw frame retains short vehicle-axis segments near +v while fan-tangent structures cross at a different angle,raw gray only for temporal continuity; multiscale is C04,VEHICLE_GROUND_MIXED_PLAUSIBLE,a single-frame PV004 alignment coincidence,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C04B,GM_RM017,GM_RM017:PV004,165,343,adjacent continuity around SAR 342,THREAD_STABLE_LOO,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.297,0.040071,0.999197,0.809449,799.036,880.400,162.681,75.994,573.306,-38.254,-38.254,35.958,54.042,4.384,0.297,valid fan interior,side-dominant parked vehicle; head-tail SAR transfer unresolved,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor / static background,TRUE_NEIGHBORHOOD,0.000,0.000,2.702850,0.224540,0.771484,1.863445,27.500,0.724,adjacent PV004 raw frame retains short vehicle-axis segments near +v while fan-tangent structures cross at a different angle,raw gray only for temporal continuity; multiscale is C04,VEHICLE_GROUND_MIXED_PLAUSIBLE,a single-frame PV004 alignment coincidence,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C04B,GM_RM017,GM_RM017:PV004,173,360,adjacent continuity around SAR 361,THREAD_STABLE_LOO,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.298,0.040105,0.999195,0.904528,918.343,878.651,163.673,76.002,509.698,-27.539,-27.539,25.240,64.760,1.323,0.702,valid fan interior,side-dominant parked vehicle; head-tail SAR transfer unresolved,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor / static background,TRUE_NEIGHBORHOOD,0.000,0.000,4.192284,0.158127,0.919710,2.563074,27.500,0.724,adjacent PV004 raw frame retains short vehicle-axis segments near +v while fan-tangent structures cross at a different angle,raw gray only for temporal continuity; multiscale is C04,VEHICLE_GROUND_MIXED_PLAUSIBLE,a single-frame PV004 alignment coincidence,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C04B,GM_RM017,GM_RM017:PV004,173,361,adjacent continuity around SAR 361,THREAD_STABLE_LOO,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.298,0.040105,0.999195,0.909733,925.290,878.418,162.681,76.129,506.731,-26.830,-26.830,24.531,65.469,3.587,0.702,valid fan interior,complete side-dominant view,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; fan tangent oblique to vehicle axis,TRUE_NEIGHBORHOOD,0.000,0.000,4.412029,0.213870,1.070222,2.743466,28.500,0.749,adjacent PV004 raw frame retains short vehicle-axis segments near +v while fan-tangent structures cross at a different angle,raw gray only for temporal continuity; multiscale is C04,VEHICLE_GROUND_MIXED_PLAUSIBLE,a single-frame PV004 alignment coincidence,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C04B,GM_RM017,GM_RM017:PV004,174,362,adjacent continuity around SAR 361,THREAD_STABLE_LOO,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.316,0.040411,0.999183,0.914907,932.221,878.360,163.673,76.129,503.693,-26.123,-26.123,23.807,66.193,3.896,0.316,valid fan interior,side-dominant parked vehicle; head-tail SAR transfer unresolved,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor / static background,TRUE_NEIGHBORHOOD,0.000,0.000,5.106041,0.278174,1.248020,3.108487,28.500,0.749,adjacent PV004 raw frame retains short vehicle-axis segments near +v while fan-tangent structures cross at a different angle,raw gray only for temporal continuity; multiscale is C04,VEHICLE_GROUND_MIXED_PLAUSIBLE,a single-frame PV004 alignment coincidence,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C04B,GM_RM017,GM_RM017:PV004,181,377,adjacent continuity around SAR 378,THREAD_STABLE_LOO,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.316,0.040411,0.999183,0.976916,1035.819,878.541,163.673,76.002,467.252,-14.651,-14.651,12.335,77.665,5.534,0.316,valid fan interior,side-dominant parked vehicle; head-tail SAR transfer unresolved,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor / static background,TRUE_NEIGHBORHOOD,0.000,0.000,6.100861,0.136378,1.263706,3.609278,26.500,0.697,adjacent PV004 raw frame retains short vehicle-axis segments near +v while fan-tangent structures cross at a different angle,raw gray only for temporal continuity; multiscale is C04,VEHICLE_GROUND_MIXED_PLAUSIBLE,a single-frame PV004 alignment coincidence,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C04B,GM_RM017,GM_RM017:PV004,181,378,adjacent continuity around SAR 378,THREAD_STABLE_LOO,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.298,0.040105,0.999195,0.979886,1042.857,878.434,163.673,76.129,465.625,-13.810,-13.810,11.511,78.489,2.200,0.702,valid fan interior,complete side-dominant view,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; fan tangent separation is smaller,TRUE_NEIGHBORHOOD,0.000,0.000,6.465107,0.158426,1.337479,3.806917,26.500,0.696,adjacent PV004 raw frame retains short vehicle-axis segments near +v while fan-tangent structures cross at a different angle,raw gray only for temporal continuity; multiscale is C04,VEHICLE_GROUND_MIXED_PLAUSIBLE,a single-frame PV004 alignment coincidence,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C04B,GM_RM017,GM_RM017:PV004,182,379,adjacent continuity around SAR 378,THREAD_STABLE_LOO,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.334,0.040717,0.999171,0.982655,1049.494,878.673,162.681,76.002,463.853,-13.021,-13.021,10.687,79.313,7.236,1.334,valid fan interior,side-dominant parked vehicle; head-tail SAR transfer unresolved,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor / static background,TRUE_NEIGHBORHOOD,0.000,0.000,6.460030,0.179575,1.346826,3.794539,27.500,0.724,adjacent PV004 raw frame retains short vehicle-axis segments near +v while fan-tangent structures cross at a different angle,raw gray only for temporal continuity; multiscale is C04,VEHICLE_GROUND_MIXED_PLAUSIBLE,a single-frame PV004 alignment coincidence,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C05,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.999339,1129.472,1009.117,155.548,71.937,322.418,-4.363,-4.363,2.084,87.916,2.319,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,TRUE_NEIGHBORHOOD,0.000,0.000,17.307240,0.693142,3.606370,9.534939,28.500,0.792,true neighborhood reference,raw and sigma10 shown with shared scales,VEHICLE_GROUND_MIXED_PLAUSIBLE,none by true row alone,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C05,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.904720,989.589,1014.684,155.548,71.937,356.137,-27.494,-27.494,25.214,64.786,137.691,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,U_MINUS_EXTENSION,139.993,1.946,0.487637,0.289356,1.550087,2.990180,-46.500,-1.293,vehicle-axis exterior footprint; the bright strip stays near the adjacent edge or outside rather than traversing the exterior control box,raw and sigma10 shown with shared scales,CONTROL_SUPPORTS_APPROX_LENGTH_TERMINATION,an infinitely extended vehicle-axis strip; approximate length termination is supported,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C05,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.929084,1269.354,1003.549,155.548,71.937,346.798,19.428,19.428,21.707,68.293,142.296,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,U_PLUS_EXTENSION,139.993,1.946,7.061749,0.178471,0.736204,2.469278,27.500,0.765,vehicle-axis exterior footprint; the bright strip stays near the adjacent edge or outside rather than traversing the exterior control box,raw and sigma10 shown with shared scales,CONTROL_SUPPORTS_APPROX_LENGTH_TERMINATION,an infinitely extended vehicle-axis strip; approximate length termination is supported,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C05,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.999339,1121.263,901.524,155.548,71.937,430.323,-4.363,-4.363,2.084,87.916,107.568,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,FAR_BACKGROUND,107.905,1.500,-3.477859,-0.144407,-0.365152,-0.791569,82.500,2.294,adjacent far-side proxy lacks an in-box replica of the target near-boundary strip,raw and sigma10 shown with shared scales,BACKGROUND_PROXY_NOT_SIDE_LOCKED,near/far asymmetry as a generic fixed-offset background property,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C05,GM_RM017,GM_RM017:PV002,164,342,inside / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.279,0.039768,0.999209,0.902149,1281.422,1034.430,155.548,71.937,322.418,23.279,23.279,25.558,64.442,156.355,0.279,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; road/curb axis approximately vehicle-parallel,EMPTY_ROAD_TANGENTIAL,155.548,2.162,-0.707039,0.039825,0.252748,0.773932,-3.500,-0.097,same-radius parked-corridor proxy one long axis away; background returns remain without the same +v boundary placement,raw and sigma10 shown with shared scales,BACKGROUND_COMPETITIVE_NOT_SIDE_LOCKED,pure vehicle-body ownership; road/curb mixing remains competitive,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C05,GM_RM017,GM_RM017:PV004,164,342,shared platform window / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.246,0.039182,0.999232,0.802792,791.554,880.580,162.680,76.129,577.828,-38.848,-38.848,36.602,53.398,3.241,2.754,valid fan interior,side-dominant with left image truncation,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; fan tangent strongly oblique to vehicle axis,TRUE_NEIGHBORHOOD,0.000,0.000,2.157845,0.093274,0.495114,1.420870,26.500,0.696,true neighborhood reference,raw and sigma10 shown with shared scales,VEHICLE_GROUND_MIXED_PLAUSIBLE,none by true row alone,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C05,GM_RM017,GM_RM017:PV004,164,342,shared platform window / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.246,0.039182,0.999232,0.686783,645.255,886.316,162.680,76.129,675.433,-48.870,-48.870,46.624,43.376,149.635,2.754,valid fan interior,side-dominant with left image truncation,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; fan tangent strongly oblique to vehicle axis,U_MINUS_EXTENSION,146.412,1.923,0.335800,-0.004364,0.097096,0.215225,105.500,2.772,vehicle-axis exterior footprint; the bright strip stays near the adjacent edge or outside rather than traversing the exterior control box,raw and sigma10 shown with shared scales,CONTROL_SUPPORTS_APPROX_LENGTH_TERMINATION,an infinitely extended vehicle-axis strip; approximate length termination is supported,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C05,GM_RM017,GM_RM017:PV004,164,342,shared platform window / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.246,0.039182,0.999232,0.919633,937.854,874.843,162.680,76.129,504.414,-25.373,-25.373,23.127,66.873,143.190,2.754,valid fan interior,side-dominant with left image truncation,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; fan tangent strongly oblique to vehicle axis,U_PLUS_EXTENSION,146.412,1.923,-2.119751,-0.033657,-0.210777,-0.520548,95.500,2.509,vehicle-axis exterior footprint; the bright strip stays near the adjacent edge or outside rather than traversing the exterior control box,raw and sigma10 shown with shared scales,CONTROL_SUPPORTS_APPROX_LENGTH_TERMINATION,an infinitely extended vehicle-axis strip; approximate length termination is supported,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C05,GM_RM017,GM_RM017:PV004,164,342,shared platform window / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.246,0.039182,0.999232,0.802792,719.926,791.644,162.680,76.129,692.021,-38.848,-38.848,36.602,53.398,115.873,2.754,valid fan interior,side-dominant with left image truncation,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; fan tangent strongly oblique to vehicle axis,FAR_BACKGROUND,114.194,1.500,-1.926228,-0.360471,-0.879431,-1.079931,-4.500,-0.118,adjacent far-side proxy lacks an in-box replica of the target near-boundary strip,raw and sigma10 shown with shared scales,BACKGROUND_PROXY_NOT_SIDE_LOCKED,near/far asymmetry as a generic fixed-offset background property,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C05,GM_RM017,GM_RM017:PV004,164,342,shared platform window / approach,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.246,0.039182,0.999232,0.605526,680.794,998.997,162.680,76.129,577.828,-54.979,-54.979,52.733,37.267,164.689,2.754,valid fan interior,side-dominant with left image truncation,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; fan tangent strongly oblique to vehicle axis,EMPTY_ROAD_TANGENTIAL,162.680,2.137,-0.907276,0.472095,1.764052,3.648334,95.500,2.509,same-radius parked-corridor proxy one long axis away; background returns remain without the same +v boundary placement,raw and sigma10 shown with shared scales,BACKGROUND_COMPETITIVE_NOT_SIDE_LOCKED,pure vehicle-body ownership; road/curb mixing remains competitive,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C05,GM_RM017,GM_RM017:PV002,173,361,inside / departure,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.224,0.038813,0.999246,0.946706,1249.569,1009.313,155.122,72.032,335.199,16.565,16.565,18.790,71.210,1.146,0.776,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; diagonal return at +u side,TRUE_NEIGHBORHOOD,0.000,0.000,8.846401,0.254793,1.942479,5.384113,25.500,0.708,true neighborhood reference,raw and sigma10 shown with shared scales,VEHICLE_GROUND_MIXED_PLAUSIBLE,none by true row alone,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C05,GM_RM017,GM_RM017:PV002,173,361,inside / departure,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.224,0.038813,0.999246,0.995065,1110.064,1014.732,155.122,72.032,318.909,-7.919,-7.919,5.694,84.306,140.649,0.776,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; diagonal return at +u side,U_MINUS_EXTENSION,139.610,1.938,-0.472214,0.160448,1.420912,3.011873,-45.500,-1.263,vehicle-axis exterior footprint; the bright strip stays near the adjacent edge or outside rather than traversing the exterior control box,raw and sigma10 shown with shared scales,CONTROL_SUPPORTS_APPROX_LENGTH_TERMINATION,an infinitely extended vehicle-axis strip; approximate length termination is supported,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C05,GM_RM017,GM_RM017:PV002,173,361,inside / departure,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.224,0.038813,0.999246,0.788436,1389.073,1003.895,155.122,72.032,402.487,35.736,35.736,37.960,52.040,138.573,0.776,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; diagonal return at +u side,U_PLUS_EXTENSION,139.610,1.938,4.168808,-0.129088,0.017032,1.034651,37.500,1.041,vehicle-axis exterior footprint; the bright strip stays near the adjacent edge or outside rather than traversing the exterior control box,raw and sigma10 shown with shared scales,CONTROL_SUPPORTS_APPROX_LENGTH_TERMINATION,an infinitely extended vehicle-axis strip; approximate length termination is supported,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C05,GM_RM017,GM_RM017:PV002,173,361,inside / departure,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.224,0.038813,0.999246,0.946706,1280.374,905.750,155.122,72.032,443.247,16.565,16.565,18.790,71.210,107.256,0.776,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; diagonal return at +u side,FAR_BACKGROUND,108.048,1.500,-1.859688,-0.075688,-0.260252,-0.468992,77.500,2.152,adjacent far-side proxy lacks an in-box replica of the target near-boundary strip,raw and sigma10 shown with shared scales,BACKGROUND_PROXY_NOT_SIDE_LOCKED,near/far asymmetry as a generic fixed-offset background property,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
C05,GM_RM017,GM_RM017:PV002,173,361,inside / departure,CONTROL_THREAD_STABLE,UNDIRECTED_HEAD_TAIL_NOT_TRANSFERRED,-2.224,0.038813,0.999246,0.703334,1382.950,1085.772,155.122,72.032,335.199,43.081,43.081,45.305,44.695,153.123,0.776,valid fan interior,complete side view; front appears optical-left,optical front/rear partly visible; mapping to SAR u sign not reliable,parked-road corridor; diagonal return at +u side,EMPTY_ROAD_TANGENTIAL,155.122,2.154,-4.800388,-0.104132,-0.295812,-0.852626,79.500,2.207,same-radius parked-corridor proxy one long axis away; background returns remain without the same +v boundary placement,raw and sigma10 shown with shared scales,BACKGROUND_COMPETITIVE_NOT_SIDE_LOCKED,pure vehicle-body ownership; road/curb mixing remains competitive,vehicle-body; vehicle-ground; road/curb; imaging mixture,research_geometry_and_leave_one_frame_out_alignment_only; not_response_mask_not_runtime_input
