object_id,case_id,scene,sar_frame,object_type,source_operator,endpoint_1_xy,endpoint_2_xy,centroid_xy,length_px,width_px,axis_deg,axis_error_to_allowed_prior_deg,mean_response,peak_response,persistence_group,primary_object,parent_band_id,allowed_near_side_relation_fraction,support_fragment_count,attached_hotspot_count,background_crossing_flag,uncertainty_state,posthoc_gt_overlap_fraction,posthoc_nsb_overlap_fraction,runtime_gt_access,posthoc_audit_status,forbidden_conclusion,notes
ROAD_RC3_S0341_R019,ROAD_RC3,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[433.177,721.082]","[391.214,740.609]","[412.195,730.846]",47.284,19.104,-24.954,22.315,0.215659,0.828699,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_R020,ROAD_RC3,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[349.061,744.756]","[325.970,746.633]","[337.516,745.694]",24.167,2.663,-4.647,2.008,0.174639,0.595231,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_R021,ROAD_RC3,GM_RM017,341,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[387.985,745.753]","[365.067,747.122]","[376.526,746.438]",23.959,2.836,-3.420,0.781,0.189695,0.655186,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H022,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[363.879,696.000]","[368.121,696.000]","[366.000,696.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H023,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[423.879,630.000]","[428.121,630.000]","[426.000,630.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H024,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[318.879,629.000]","[323.121,629.000]","[321.000,629.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H025,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[228.879,749.000]","[233.121,749.000]","[231.000,749.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H026,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[231.879,744.000]","[236.121,744.000]","[234.000,744.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H027,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[279.879,687.000]","[284.121,687.000]","[282.000,687.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,ROAD_RC3_S0341_B004,0.000000,0,0,false,ATTACHED_TO_REJECTED_BAND,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H028,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[235.879,629.000]","[240.121,629.000]","[238.000,629.000]",4.243,4.243,-2.639,0.000,0.994021,0.994021,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H029,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[242.879,720.000]","[247.121,720.000]","[245.000,720.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H030,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[249.879,656.000]","[254.121,656.000]","[252.000,656.000]",4.243,4.243,-2.639,0.000,0.910203,0.910203,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H031,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[355.879,707.000]","[360.121,707.000]","[358.000,707.000]",4.243,4.243,-2.639,0.000,0.886092,0.886092,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H032,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[407.879,731.000]","[412.121,731.000]","[410.000,731.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H033,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[202.879,701.000]","[207.121,701.000]","[205.000,701.000]",4.243,4.243,-2.639,0.000,0.993451,0.993451,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H034,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[198.879,665.000]","[203.121,665.000]","[201.000,665.000]",4.243,4.243,-2.639,0.000,0.964422,0.964422,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H035,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[373.879,646.000]","[378.121,646.000]","[376.000,646.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H036,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[183.879,644.000]","[188.121,644.000]","[186.000,644.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H037,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[250.879,713.000]","[255.121,713.000]","[253.000,713.000]",4.243,4.243,-2.639,0.000,0.979430,0.979430,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H038,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[201.879,703.000]","[206.121,703.000]","[204.000,703.000]",4.243,4.243,-2.639,0.000,0.997237,0.997237,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H039,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[226.879,651.000]","[231.121,651.000]","[229.000,651.000]",4.243,4.243,-2.639,0.000,0.928159,0.928159,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H040,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[184.879,659.000]","[189.121,659.000]","[187.000,659.000]",4.243,4.243,-2.639,0.000,0.958930,0.958930,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H041,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[369.879,736.000]","[374.121,736.000]","[372.000,736.000]",4.243,4.243,-2.639,0.000,0.851353,0.851353,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H042,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[289.879,744.000]","[294.121,744.000]","[292.000,744.000]",4.243,4.243,-2.639,0.000,0.951409,0.951409,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_H043,ROAD_RC3,GM_RM017,341,HOTSPOT_CLUSTER,MULTISCALE_LOG_ON_COMBINED_RESPONSE,"[314.879,674.000]","[319.121,674.000]","[317.000,674.000]",4.243,4.243,-2.639,0.000,1.000000,1.000000,,false,,0.000000,0,0,false,UNATTACHED_HOTSPOT_SUPPRESSED,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC3_S0341_B002,ROAD_RC3,GM_RM017,341,BAND_CENTERLINE,COLLINEAR_FRAGMENT_GRAPH,"[196.677,701.308]","[256.133,698.567]","[226.405,699.938]",59.519,30.081,-2.639,0.000,0.198953,0.993451,,false,,0.000000,2,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",assembled_from=2 fragments; near_side_relation=0.000; attached_hotspots=0; hotspot_density=0.0000
ROAD_RC3_S0341_B004,ROAD_RC3,GM_RM017,341,BAND_CENTERLINE,COLLINEAR_FRAGMENT_GRAPH,"[274.070,705.273]","[333.385,702.539]","[303.728,703.906]",59.378,19.203,-2.639,0.000,0.181701,0.913550,,false,,1.000000,1,1,false,INSUFFICIENT_ATTACHED_HOTSPOT_SUPPORT,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",assembled_from=1 fragments; near_side_relation=1.000; attached_hotspots=1; hotspot_density=0.0168
ROAD_RC1_S0342_R001,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[711.218,747.129]","[676.951,753.746]","[694.084,750.437]",35.900,6.341,-10.929,8.290,0.113533,0.393753,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R002,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[728.102,760.474]","[512.555,794.194]","[620.328,777.334]",219.168,51.709,-8.891,6.252,0.103954,0.694367,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R003,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[762.065,755.960]","[734.059,757.865]","[748.062,756.912]",29.071,8.270,-3.892,1.253,0.089831,0.520827,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R004,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[540.991,759.723]","[513.954,760.636]","[527.472,760.180]",28.052,1.908,-1.932,0.707,0.121265,0.470568,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R005,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[755.785,768.080]","[741.624,771.392]","[748.704,769.736]",15.543,3.417,-13.162,10.523,0.199274,0.784393,,false,,0.000000,0,0,false,STRUCTURE_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R006,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[760.963,782.129]","[701.799,797.981]","[731.381,790.055]",62.251,13.130,-14.999,12.360,0.224694,0.952301,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R007,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[613.987,778.848]","[589.907,780.918]","[601.947,779.883]",25.169,4.413,-4.913,2.274,0.083796,0.551508,,false,ROAD_RC1_S0342_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R008,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[594.029,792.545]","[574.047,791.269]","[584.038,791.907]",21.023,1.976,3.654,6.293,0.106487,0.362144,,false,ROAD_RC1_S0342_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R009,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[615.363,797.569]","[581.335,802.371]","[598.349,799.970]",35.365,6.185,-8.032,5.393,0.121668,0.425620,,false,ROAD_RC1_S0342_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R010,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[728.000,801.000]","[743.000,801.000]","[735.500,801.000]",16.000,1.000,0.000,2.639,0.113046,0.363064,,false,ROAD_RC1_S0342_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R011,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[632.891,805.736]","[616.591,812.437]","[624.741,809.086]",18.624,6.692,-22.346,19.707,0.188159,0.379190,,false,ROAD_RC1_S0342_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R012,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[594.996,807.482]","[563.983,807.706]","[579.490,807.594]",32.014,3.418,-0.413,2.226,0.136763,0.529686,,false,ROAD_RC1_S0342_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R013,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[737.786,816.959]","[645.013,813.635]","[691.400,815.297]",93.833,13.644,2.052,4.691,0.107486,0.542054,,false,ROAD_RC1_S0342_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R014,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[589.000,816.000]","[605.000,816.000]","[597.000,816.000]",17.000,1.000,0.000,2.639,0.109535,0.360061,,false,ROAD_RC1_S0342_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R015,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[568.000,819.000]","[581.000,819.000]","[574.500,819.000]",14.000,1.000,0.000,2.639,0.146312,0.440121,,false,ROAD_RC1_S0342_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R016,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[629.265,846.977]","[517.342,833.215]","[573.304,840.096]",113.766,23.991,7.010,9.649,0.084344,0.566109,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R017,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[645.983,835.093]","[601.381,826.922]","[623.682,831.007]",46.345,9.098,10.381,13.020,0.107883,0.522527,,false,ROAD_RC1_S0342_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R018,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[694.779,832.675]","[670.930,829.527]","[682.855,831.101]",25.055,3.006,7.520,10.159,0.114841,0.340816,,false,ROAD_RC1_S0342_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R019,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[715.000,830.000]","[731.000,830.000]","[723.000,830.000]",17.000,1.000,0.000,2.639,0.136271,0.491282,,false,ROAD_RC1_S0342_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R020,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[669.052,835.548]","[652.049,833.575]","[660.551,834.561]",18.117,1.984,6.620,9.259,0.133331,0.555765,,false,ROAD_RC1_S0342_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R021,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[767.178,835.450]","[749.083,837.673]","[758.130,836.561]",19.231,3.090,-7.003,4.364,0.236134,0.605892,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R022,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[687.003,841.977]","[652.000,841.871]","[669.502,841.924]",36.003,5.009,0.174,2.813,0.126958,0.608075,,false,ROAD_RC1_S0342_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R023,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[725.017,842.890]","[704.381,839.607]","[714.699,841.249]",21.896,5.067,9.042,11.681,0.085984,0.405462,,false,ROAD_RC1_S0342_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R024,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[671.973,848.700]","[652.947,850.407]","[662.460,849.554]",20.103,1.831,-5.125,2.486,0.169013,0.670838,,false,ROAD_RC1_S0342_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R025,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[764.462,849.036]","[666.744,859.636]","[715.603,854.336]",99.291,6.741,-6.191,3.552,0.098491,0.407444,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R026,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[541.839,850.255]","[521.904,854.555]","[531.872,852.405]",21.394,3.701,-12.172,9.533,0.137822,0.396061,,false,,0.000000,0,0,true,BACKGROUND_CROSSING_CANDIDATE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R027,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[565.711,860.582]","[546.971,857.160]","[556.341,858.871]",20.050,2.739,10.349,12.988,0.129610,0.390741,,false,ROAD_RC1_S0342_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
ROAD_RC1_S0342_R028,ROAD_RC1,GM_RM017,342,OPEN_RIDGE_SEGMENT,MULTISCALE_DOG_FRANGI_SKELETON,"[634.000,858.000]","[654.000,858.000]","[644.000,858.000]",21.000,1.000,0.000,2.639,0.108530,0.376276,,false,ROAD_RC1_S0342_B002,0.000000,0,0,false,SUPPORTING_PRIMITIVE,,,TARGET_SAR_GT_NOT_ACCESSED_AT_RUNTIME,NOT_AUDITED,"not a response mask, target centre, winner, final box, or training annotation",
