scene,frame_index,runtime_observation_cluster_id,runtime_local_subject_id,observation_ids,detector_sources,source_tracker_ids,cluster_bbox,consensus_bbox,source_support_count,mutual_iou_min,union_expansion_ratio,color_distance_max,temporal_support_previous,temporal_support_next,multiple_motion_subject_risk,partial_subject_risk,possible_non_vehicle_risk,baseline_b_selected_observation_id,final_selected_observation_id,cluster_quality_evidence,notes
GM_RM017,181,GM_RM017:RC00162,GM_RM017:RS0016,GM_RM017:YOLO11l:GM_RM017_000181_001;GM_RM017:YOLO26l:GM_RM017_000181_002,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0010;YOLO11l:bytetrack:bt_0010;YOLO26l:botsort:bs_0013;YOLO26l:bytetrack:bt_0013,"[374.656,282.632,615.601,384.785]","[374.784,282.775,615.582,384.485]",2,0.990476,1.000163,0.000669,0.970227,0.969287,false,false,false,GM_RM017:YOLO26l:GM_RM017_000181_002,GM_RM017:YOLO26l:GM_RM017_000181_002,"{""vehicle_likeness"":0.981112,""track_median_vehicle_likeness"":0.980057,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,181,GM_RM017:RC00163,GM_RM017:RS0013,GM_RM017:YOLO11l:GM_RM017_000181_002;GM_RM017:YOLO26l:GM_RM017_000181_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0008;YOLO11l:bytetrack:bt_0008;YOLO26l:botsort:bs_0011;YOLO26l:bytetrack:bt_0011,"[667.529,290.37,799.757,393.035]","[667.633,290.399,799.567,392.865]",2,0.992031,1.000589,0.000693,0.976602,0.971729,false,true,false,GM_RM017:YOLO26l:GM_RM017_000181_001,GM_RM017:YOLO26l:GM_RM017_000181_001,"{""vehicle_likeness"":0.970155,""track_median_vehicle_likeness"":0.975214,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,181,GM_RM017:RC00164,GM_RM017:RS0020,GM_RM017:YOLO11l:GM_RM017_000181_003;GM_RM017:YOLO26l:GM_RM017_000181_003,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0012;YOLO11l:bytetrack:bt_0012;YOLO26l:botsort:bs_0016;YOLO26l:bytetrack:bt_0016,"[195.468,311.218,387.082,380.925]","[195.839,311.263,385.962,380.56]",2,0.971882,1.003706,0.003677,0.968830,0.968996,false,false,false,GM_RM017:YOLO26l:GM_RM017_000181_003,GM_RM017:YOLO26l:GM_RM017_000181_003,"{""vehicle_likeness"":0.972715,""track_median_vehicle_likeness"":0.976018,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,182,GM_RM017:RC00165,GM_RM017:RS0016,GM_RM017:YOLO11l:GM_RM017_000182_001;GM_RM017:YOLO26l:GM_RM017_000182_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0010;YOLO11l:bytetrack:bt_0010;YOLO26l:botsort:bs_0013;YOLO26l:bytetrack:bt_0013,"[396.107,282.462,639.284,386.267]","[396.13,282.722,639.241,386.007]",2,0.989856,1.000369,0.001457,0.969287,0.969633,false,false,false,GM_RM017:YOLO26l:GM_RM017_000182_001,GM_RM017:YOLO26l:GM_RM017_000182_001,"{""vehicle_likeness"":0.980842,""track_median_vehicle_likeness"":0.980057,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,182,GM_RM017:RC00166,GM_RM017:RS0013,GM_RM017:YOLO11l:GM_RM017_000182_002;GM_RM017:YOLO26l:GM_RM017_000182_003,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0008;YOLO11l:bytetrack:bt_0008;YOLO26l:botsort:bs_0011;YOLO26l:bytetrack:bt_0011,"[695.764,298.526,799.746,393.506]","[695.856,298.667,799.744,393.184]",2,0.988706,1.003151,0.000865,0.971729,0.962754,false,true,false,GM_RM017:YOLO26l:GM_RM017_000182_003,GM_RM017:YOLO26l:GM_RM017_000182_003,"{""vehicle_likeness"":0.948237,""track_median_vehicle_likeness"":0.975214,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,182,GM_RM017:RC00167,GM_RM017:RS0020,GM_RM017:YOLO11l:GM_RM017_000182_003;GM_RM017:YOLO26l:GM_RM017_000182_002,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0012;YOLO11l:bytetrack:bt_0012;YOLO26l:botsort:bs_0016;YOLO26l:bytetrack:bt_0016,"[211.912,312.971,404.716,383.095]","[212.076,313.181,404.069,382.701]",2,0.973960,1.007394,0.002734,0.968996,0.968744,false,false,false,GM_RM017:YOLO26l:GM_RM017_000182_002,GM_RM017:YOLO26l:GM_RM017_000182_002,"{""vehicle_likeness"":0.977283,""track_median_vehicle_likeness"":0.976018,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,183,GM_RM017:RC00168,GM_RM017:RS0016,GM_RM017:YOLO11l:GM_RM017_000183_001;GM_RM017:YOLO26l:GM_RM017_000183_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0010;YOLO11l:bytetrack:bt_0010;YOLO26l:botsort:bs_0013;YOLO26l:bytetrack:bt_0013,"[416.3,282.014,663.058,385.827]","[416.679,282.272,662.892,385.448]",2,0.983994,1.000000,0.002061,0.969633,0.970610,false,false,false,GM_RM017:YOLO26l:GM_RM017_000183_001,GM_RM017:YOLO26l:GM_RM017_000183_001,"{""vehicle_likeness"":0.980547,""track_median_vehicle_likeness"":0.980057,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,183,GM_RM017:RC00169,GM_RM017:RS0020,GM_RM017:YOLO11l:GM_RM017_000183_002;GM_RM017:YOLO26l:GM_RM017_000183_002,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0012;YOLO11l:bytetrack:bt_0012;YOLO26l:botsort:bs_0016;YOLO26l:bytetrack:bt_0016,"[228.185,312.193,423.81,382.415]","[228.5,312.408,423.263,382.096]",2,0.975860,1.008981,0.002418,0.968744,0.969044,false,false,false,GM_RM017:YOLO26l:GM_RM017_000183_002,GM_RM017:YOLO26l:GM_RM017_000183_002,"{""vehicle_likeness"":0.979584,""track_median_vehicle_likeness"":0.976018,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,183,GM_RM017:RC00170,GM_RM017:RS0013,GM_RM017:YOLO11l:GM_RM017_000183_003;GM_RM017:YOLO26l:GM_RM017_000183_003,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0008;YOLO26l:botsort:bs_0011;YOLO26l:bytetrack:bt_0011,"[723.367,318.741,799.708,382.892]","[723.504,318.766,799.686,382.397]",2,0.978296,1.000532,0.003390,0.962754,0.953687,false,true,false,GM_RM017:YOLO26l:GM_RM017_000183_003,GM_RM017:YOLO26l:GM_RM017_000183_003,"{""vehicle_likeness"":0.943231,""track_median_vehicle_likeness"":0.975214,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,184,GM_RM017:RC00171,GM_RM017:RS0016,GM_RM017:YOLO11l:GM_RM017_000184_001;GM_RM017:YOLO26l:GM_RM017_000184_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0010;YOLO11l:bytetrack:bt_0010;YOLO26l:botsort:bs_0013;YOLO26l:bytetrack:bt_0013,"[437.751,280.204,686.376,385.153]","[437.813,280.691,686.087,384.752]",2,0.981096,1.000000,0.001939,0.970610,0.969646,false,false,false,GM_RM017:YOLO26l:GM_RM017_000184_001,GM_RM017:YOLO26l:GM_RM017_000184_001,"{""vehicle_likeness"":0.980431,""track_median_vehicle_likeness"":0.980057,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,184,GM_RM017:RC00172,GM_RM017:RS0020,GM_RM017:YOLO11l:GM_RM017_000184_002;GM_RM017:YOLO26l:GM_RM017_000184_002,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0012;YOLO11l:bytetrack:bt_0012;YOLO26l:botsort:bs_0016;YOLO26l:bytetrack:bt_0016,"[244.642,311.506,442.208,382.946]","[244.665,312.009,442.08,382.682]",2,0.977242,1.009178,0.001535,0.969044,0.966633,false,false,false,GM_RM017:YOLO26l:GM_RM017_000184_002,GM_RM017:YOLO26l:GM_RM017_000184_002,"{""vehicle_likeness"":0.977283,""track_median_vehicle_likeness"":0.976018,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,184,GM_RM017:RC00173,GM_RM017:RS0013,GM_RM017:YOLO11l:GM_RM017_000184_003;GM_RM017:YOLO26l:GM_RM017_000184_003,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0008;YOLO11l:bytetrack:bt_0014;YOLO26l:botsort:bs_0011;YOLO26l:bytetrack:bt_0011,"[750.888,318.665,799.74,378.897]","[751.07,319.323,799.722,378.71]",2,0.962348,1.005844,0.006962,0.953687,0.932320,false,true,false,GM_RM017:YOLO26l:GM_RM017_000184_003,GM_RM017:YOLO26l:GM_RM017_000184_003,"{""vehicle_likeness"":0.929498,""track_median_vehicle_likeness"":0.975214,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,185,GM_RM017:RC00174,GM_RM017:RS0016,GM_RM017:YOLO11l:GM_RM017_000185_001;GM_RM017:YOLO26l:GM_RM017_000185_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0010;YOLO11l:bytetrack:bt_0010;YOLO26l:botsort:bs_0013;YOLO26l:bytetrack:bt_0013,"[457.582,276.637,709.499,382.142]","[458.089,276.709,709.366,381.876]",2,0.989020,1.000000,0.000505,0.969646,0.970657,false,false,false,GM_RM017:YOLO26l:GM_RM017_000185_001,GM_RM017:YOLO26l:GM_RM017_000185_001,"{""vehicle_likeness"":0.981768,""track_median_vehicle_likeness"":0.980057,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,185,GM_RM017:RC00175,GM_RM017:RS0020,GM_RM017:YOLO11l:GM_RM017_000185_002;GM_RM017:YOLO26l:GM_RM017_000185_002,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0012;YOLO11l:bytetrack:bt_0012;YOLO26l:botsort:bs_0016;YOLO26l:bytetrack:bt_0016,"[262.178,309.384,462.05,380.465]","[262.917,309.459,461.812,380.358]",2,0.985154,1.007149,0.001618,0.966633,0.967138,false,false,false,GM_RM017:YOLO26l:GM_RM017_000185_002,GM_RM017:YOLO26l:GM_RM017_000185_002,"{""vehicle_likeness"":0.972291,""track_median_vehicle_likeness"":0.976018,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,185,GM_RM017:RC00176,GM_RM017:RS0013,GM_RM017:YOLO11l:GM_RM017_000185_003;GM_RM017:YOLO26l:GM_RM017_000185_003,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0008;YOLO26l:botsort:bs_0011,"[777.33,319.482,799.799,366.859]","[777.435,319.892,799.795,366.496]",2,0.955022,1.000272,0.017469,0.932320,0.000000,false,true,false,GM_RM017:YOLO26l:GM_RM017_000185_003,GM_RM017:YOLO26l:GM_RM017_000185_003,"{""vehicle_likeness"":0.758786,""track_median_vehicle_likeness"":0.975214,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,186,GM_RM017:RC00177,GM_RM017:RS0016,GM_RM017:YOLO11l:GM_RM017_000186_001;GM_RM017:YOLO26l:GM_RM017_000186_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0010;YOLO11l:bytetrack:bt_0010;YOLO26l:botsort:bs_0013;YOLO26l:bytetrack:bt_0013,"[478.796,277.952,734.137,384.41]","[479.057,278.229,733.668,384.077]",2,0.983151,1.005449,0.000749,0.970657,0.968006,false,false,false,GM_RM017:YOLO26l:GM_RM017_000186_001,GM_RM017:YOLO26l:GM_RM017_000186_001,"{""vehicle_likeness"":0.98201,""track_median_vehicle_likeness"":0.980057,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,186,GM_RM017:RC00178,GM_RM017:RS0020,GM_RM017:YOLO11l:GM_RM017_000186_002;GM_RM017:YOLO26l:GM_RM017_000186_002,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0012;YOLO11l:bytetrack:bt_0012;YOLO26l:botsort:bs_0016;YOLO26l:bytetrack:bt_0016,"[277.348,311.414,481.82,382.411]","[277.545,311.454,481.746,382.4]",2,0.995848,1.001056,0.001542,0.967138,0.965231,false,false,false,GM_RM017:YOLO26l:GM_RM017_000186_002,GM_RM017:YOLO26l:GM_RM017_000186_002,"{""vehicle_likeness"":0.971433,""track_median_vehicle_likeness"":0.976018,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,187,GM_RM017:RC00179,GM_RM017:RS0016,GM_RM017:YOLO11l:GM_RM017_000187_001;GM_RM017:YOLO26l:GM_RM017_000187_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0010;YOLO11l:bytetrack:bt_0010;YOLO26l:botsort:bs_0013;YOLO26l:bytetrack:bt_0013,"[500.184,277.596,759.542,384.41]","[500.494,277.693,759.346,384.285]",2,0.992286,1.000000,0.001322,0.968006,0.968972,false,false,false,GM_RM017:YOLO26l:GM_RM017_000187_001,GM_RM017:YOLO26l:GM_RM017_000187_001,"{""vehicle_likeness"":0.977753,""track_median_vehicle_likeness"":0.980057,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,187,GM_RM017:RC00180,GM_RM017:RS0020,GM_RM017:YOLO11l:GM_RM017_000187_002;GM_RM017:YOLO26l:GM_RM017_000187_002,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0012;YOLO11l:bytetrack:bt_0012;YOLO26l:botsort:bs_0016;YOLO26l:bytetrack:bt_0016,"[295.166,311.38,503.276,383.443]","[295.236,311.407,502.68,383.023]",2,0.980335,1.000717,0.000498,0.965231,0.970091,false,false,false,GM_RM017:YOLO26l:GM_RM017_000187_002,GM_RM017:YOLO26l:GM_RM017_000187_002,"{""vehicle_likeness"":0.97661,""track_median_vehicle_likeness"":0.976018,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,188,GM_RM017:RC00181,GM_RM017:RS0016,GM_RM017:YOLO11l:GM_RM017_000188_001;GM_RM017:YOLO26l:GM_RM017_000188_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0010;YOLO11l:bytetrack:bt_0010;YOLO26l:botsort:bs_0013;YOLO26l:bytetrack:bt_0013,"[521.617,276.968,785.548,384.133]","[522.292,277.047,785.451,383.989]",2,0.990300,1.001542,0.001749,0.968972,0.976013,false,false,false,GM_RM017:YOLO26l:GM_RM017_000188_001,GM_RM017:YOLO26l:GM_RM017_000188_001,"{""vehicle_likeness"":0.970417,""track_median_vehicle_likeness"":0.980057,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,188,GM_RM017:RC00182,GM_RM017:RS0020,GM_RM017:YOLO11l:GM_RM017_000188_002;GM_RM017:YOLO26l:GM_RM017_000188_002;GM_RM017:YOLO26l:GM_RM017_000188_003,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0012;YOLO11l:bytetrack:bt_0012;YOLO26l:botsort:bs_0016;YOLO26l:bytetrack:bt_0016,"[310.868,311.391,522.481,383.547]","[311.618,311.536,522.104,383.4]",2,0.982540,1.008600,0.002638,0.970091,0.970118,false,false,false,GM_RM017:YOLO26l:GM_RM017_000188_002,GM_RM017:YOLO26l:GM_RM017_000188_002,"{""vehicle_likeness"":0.969343,""track_median_vehicle_likeness"":0.976018,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,189,GM_RM017:RC00183,GM_RM017:RS0016,GM_RM017:YOLO11l:GM_RM017_000189_001;GM_RM017:YOLO26l:GM_RM017_000189_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0010;YOLO11l:bytetrack:bt_0010;YOLO26l:botsort:bs_0013;YOLO26l:bytetrack:bt_0013,"[541.836,274.199,799.874,382.342]","[542.135,274.248,799.717,381.991]",2,0.989461,1.000953,0.000000,0.976013,0.983675,false,true,false,GM_RM017:YOLO26l:GM_RM017_000189_001,GM_RM017:YOLO26l:GM_RM017_000189_001,"{""vehicle_likeness"":0.981531,""track_median_vehicle_likeness"":0.980057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,189,GM_RM017:RC00184,GM_RM017:RS0020,GM_RM017:YOLO11l:GM_RM017_000189_002;GM_RM017:YOLO26l:GM_RM017_000189_002,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0012;YOLO11l:bytetrack:bt_0012;YOLO26l:botsort:bs_0016;YOLO26l:bytetrack:bt_0016,"[328.454,308.581,541.904,381.606]","[328.471,308.792,541.668,381.294]",2,0.982387,1.000000,0.001123,0.970118,0.971425,false,false,false,GM_RM017:YOLO26l:GM_RM017_000189_002,GM_RM017:YOLO26l:GM_RM017_000189_002,"{""vehicle_likeness"":0.978158,""track_median_vehicle_likeness"":0.976018,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,190,GM_RM017:RC00185,GM_RM017:RS0016,GM_RM017:YOLO11l:GM_RM017_000190_001;GM_RM017:YOLO26l:GM_RM017_000190_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0010;YOLO11l:bytetrack:bt_0010;YOLO26l:botsort:bs_0013;YOLO26l:bytetrack:bt_0013,"[563.059,273.301,799.55,381.612]","[563.088,273.336,799.514,381.361]",2,0.994395,1.000318,0.000757,0.983675,0.985983,false,true,false,GM_RM017:YOLO26l:GM_RM017_000190_001,GM_RM017:YOLO26l:GM_RM017_000190_001,"{""vehicle_likeness"":0.980035,""track_median_vehicle_likeness"":0.980057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,190,GM_RM017:RC00186,GM_RM017:RS0020,GM_RM017:YOLO11l:GM_RM017_000190_002;GM_RM017:YOLO26l:GM_RM017_000190_002,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0012;YOLO11l:bytetrack:bt_0012;YOLO26l:botsort:bs_0016;YOLO26l:bytetrack:bt_0016,"[344.443,308.61,560.589,380.422]","[344.619,308.919,560.339,380.336]",2,0.984611,1.002211,0.000377,0.971425,0.983831,false,false,false,GM_RM017:YOLO26l:GM_RM017_000190_002,GM_RM017:YOLO26l:GM_RM017_000190_002,"{""vehicle_likeness"":0.974445,""track_median_vehicle_likeness"":0.976018,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,191,GM_RM017:RC00187,GM_RM017:RS0016,GM_RM017:YOLO11l:GM_RM017_000191_001;GM_RM017:YOLO26l:GM_RM017_000191_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0010;YOLO11l:bytetrack:bt_0010;YOLO26l:botsort:bs_0013;YOLO26l:bytetrack:bt_0013,"[583.761,272.787,799.66,381.62]","[583.928,273.006,799.655,381.334]",2,0.989222,1.004226,0.000615,0.985983,0.981917,false,true,false,GM_RM017:YOLO26l:GM_RM017_000191_001,GM_RM017:YOLO26l:GM_RM017_000191_001,"{""vehicle_likeness"":0.976878,""track_median_vehicle_likeness"":0.980057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,191,GM_RM017:RC00188,GM_RM017:RS0020,GM_RM017:YOLO11l:GM_RM017_000191_002;GM_RM017:YOLO26l:GM_RM017_000191_002,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0012;YOLO11l:bytetrack:bt_0012;YOLO26l:botsort:bs_0016;YOLO26l:bytetrack:bt_0016,"[360.777,307.339,558.245,379.755]","[360.846,307.355,558.017,379.599]",2,0.992531,1.000736,0.001109,0.983831,0.952588,false,false,false,GM_RM017:YOLO26l:GM_RM017_000191_002,GM_RM017:YOLO26l:GM_RM017_000191_002,"{""vehicle_likeness"":0.977513,""track_median_vehicle_likeness"":0.976018,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,192,GM_RM017:RC00189,GM_RM017:RS0020,GM_RM017:YOLO11l:GM_RM017_000192_001;GM_RM017:YOLO26l:GM_RM017_000192_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0012;YOLO11l:bytetrack:bt_0012;YOLO26l:botsort:bs_0016;YOLO26l:bytetrack:bt_0016,"[378.323,305.816,597.423,378.084]","[378.438,305.924,597.281,377.956]",2,0.991522,1.000000,0.001170,0.952588,0.969603,false,false,false,GM_RM017:YOLO26l:GM_RM017_000192_001,GM_RM017:YOLO26l:GM_RM017_000192_001,"{""vehicle_likeness"":0.977379,""track_median_vehicle_likeness"":0.976018,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,192,GM_RM017:RC00190,GM_RM017:RS0016,GM_RM017:YOLO11l:GM_RM017_000192_002;GM_RM017:YOLO26l:GM_RM017_000192_002,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0010;YOLO11l:bytetrack:bt_0010;YOLO26l:botsort:bs_0013;YOLO26l:bytetrack:bt_0013,"[605.943,272.02,799.583,380.384]","[606.149,272.218,799.517,380.26]",2,0.991137,1.002697,0.000192,0.981917,0.982775,false,true,false,GM_RM017:YOLO26l:GM_RM017_000192_002,GM_RM017:YOLO26l:GM_RM017_000192_002,"{""vehicle_likeness"":0.96631,""track_median_vehicle_likeness"":0.980057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,193,GM_RM017:RC00191,GM_RM017:RS0020,GM_RM017:YOLO11l:GM_RM017_000193_001;GM_RM017:YOLO26l:GM_RM017_000193_002,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0012;YOLO11l:bytetrack:bt_0012;YOLO26l:botsort:bs_0016;YOLO26l:bytetrack:bt_0016,"[396.023,304.283,617.648,376.848]","[396.082,304.288,617.403,376.647]",2,0.991882,1.000563,0.001113,0.969603,0.971201,false,false,false,GM_RM017:YOLO26l:GM_RM017_000193_002,GM_RM017:YOLO26l:GM_RM017_000193_002,"{""vehicle_likeness"":0.973749,""track_median_vehicle_likeness"":0.976018,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,193,GM_RM017:RC00192,GM_RM017:RS0016,GM_RM017:YOLO11l:GM_RM017_000193_002;GM_RM017:YOLO26l:GM_RM017_000193_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0010;YOLO11l:bytetrack:bt_0010;YOLO26l:botsort:bs_0013;YOLO26l:bytetrack:bt_0013,"[626.146,272.243,799.648,376.527]","[626.219,272.383,799.531,376.348]",2,0.992084,1.000000,0.002282,0.982775,0.980851,false,true,false,GM_RM017:YOLO26l:GM_RM017_000193_001,GM_RM017:YOLO26l:GM_RM017_000193_001,"{""vehicle_likeness"":0.961424,""track_median_vehicle_likeness"":0.980057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,194,GM_RM017:RC00193,GM_RM017:RS0020,GM_RM017:YOLO11l:GM_RM017_000194_001;GM_RM017:YOLO26l:GM_RM017_000194_002,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0012;YOLO11l:bytetrack:bt_0012;YOLO26l:botsort:bs_0016;YOLO26l:bytetrack:bt_0016,"[412.259,304.196,636.852,376.751]","[412.456,304.491,636.714,376.562]",2,0.984296,1.001275,0.002683,0.971201,0.970551,false,false,false,GM_RM017:YOLO26l:GM_RM017_000194_002,GM_RM017:YOLO26l:GM_RM017_000194_002,"{""vehicle_likeness"":0.974057,""track_median_vehicle_likeness"":0.976018,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,194,GM_RM017:RC00194,GM_RM017:RS0016,GM_RM017:YOLO11l:GM_RM017_000194_002;GM_RM017:YOLO26l:GM_RM017_000194_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0010;YOLO11l:bytetrack:bt_0010;YOLO26l:botsort:bs_0013;YOLO26l:bytetrack:bt_0013,"[647.562,274.65,799.607,380.646]","[647.819,274.795,799.574,380.4]",2,0.989304,1.000453,0.000633,0.980851,0.977800,false,true,false,GM_RM017:YOLO26l:GM_RM017_000194_001,GM_RM017:YOLO26l:GM_RM017_000194_001,"{""vehicle_likeness"":0.969182,""track_median_vehicle_likeness"":0.980057,""mixed_risk"":false,""partial_risk"":true,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
GM_RM017,195,GM_RM017:RC00195,GM_RM017:RS0020,GM_RM017:YOLO11l:GM_RM017_000195_001;GM_RM017:YOLO26l:GM_RM017_000195_001,YOLO11l;YOLO26l,YOLO11l:botsort:bs_0012;YOLO11l:bytetrack:bt_0012;YOLO26l:botsort:bs_0016;YOLO26l:bytetrack:bt_0016,"[430.01,303.161,656.173,375.046]","[430.062,303.197,656.074,375.021]",2,0.997005,1.001206,0.000000,0.970551,0.970779,false,false,false,GM_RM017:YOLO26l:GM_RM017_000195_001,GM_RM017:YOLO26l:GM_RM017_000195_001,"{""vehicle_likeness"":0.976805,""track_median_vehicle_likeness"":0.976018,""mixed_risk"":false,""partial_risk"":false,""possible_non_vehicle_risk"":false}",same_frame_alternatives_preserved;runtime_local_subject_not_physical_identity=true
